ep_reward_mean,policy_loss,approxkl,clipfrac,ep_len_mean,value_loss,fps,true_reward,n_updates,time_elapsed,total_timesteps,policy_entropy,serial_timesteps,explained_variance
0.42482165952751527,-0.0067947363,0.0044886293,0.045774,37.76,0.27754945,8544,-0.010751645,40,259.22204852104187,2000000,4.9887185,20000,0.8880825936794281
0.1928078510780324,-0.0068014455,0.0046544503,0.047694,41.86,0.26545513,8165,-0.008052344,41,265.7056565284729,2050000,4.9605827,20500,0.893960028886795
0.9231172697803777,-0.0065550245,0.0045131086,0.046125997,43.4,0.27591535,7984,-0.0036911122,42,272.381475687027,2100000,4.93368,21000,0.9016368463635445
0.7482487017067615,-0.006648261,0.0045280317,0.045730006,44.48,0.26280767,8239,-0.0065300157,43,279.1692068576813,2150000,4.9054384,21500,0.8957533687353134
0.4991017901122541,-0.0062807845,0.004281837,0.041357994,47.35,0.28131142,8017,-0.0033323187,44,285.8411867618561,2200000,4.877548,22000,0.8946350067853928
-0.014305403959879186,-0.0066300943,0.004565467,0.046806,39.38,0.26372853,8139,-0.006916186,45,292.53609561920166,2250000,4.85668,22500,0.897185318171978
0.752329551785806,-0.006515886,0.004621317,0.046693996,40.0,0.27181983,8060,-0.0014637244,46,299.0535719394684,2300000,4.828641,23000,0.9007145538926125
0.688072338362108,-0.007073164,0.0049383775,0.05240401,36.82,0.2969369,8144,5.046646e-05,47,305.96603083610535,2350000,4.8016667,23500,0.8978526294231415
1.1272202020545956,-0.0062483186,0.0044967476,0.044175997,42.01,0.28888535,8151,0.0005415,48,312.52387499809265,2400000,4.777895,24000,0.9091038182377815
0.940071044958313,-0.007280169,0.0049416376,0.05148799,42.51,0.29566813,8152,-0.0014943335,49,319.2583487033844,2450000,4.747571,24500,0.894302025437355
1.2650310913551222,-0.006299555,0.0044960254,0.045029994,43.89,0.28414482,7974,0.0042390707,50,326.00494623184204,2500000,4.7234707,25000,0.902801476418972
1.099257392813306,-0.0067251734,0.004575292,0.046669997,44.21,0.3020454,8178,0.0037963602,51,332.77519154548645,2550000,4.7100344,25500,0.9022993296384811
0.8208934326871531,-0.0066338377,0.0044955537,0.045447998,39.99,0.30053985,8085,0.0070440485,52,339.33714032173157,2600000,4.688963,26000,0.9101709574460983
1.4159968361645223,-0.0073508634,0.0048957737,0.053159997,47.72,0.27200443,7939,0.0028649634,53,346.0950107574463,2650000,4.6674232,26500,0.9087560549378395
1.5143898554849147,-0.0073658023,0.004910059,0.054263998,42.22,0.31768882,8051,0.003818939,54,352.85907459259033,2700000,4.647574,27000,0.9055447801947594
0.9777747643709881,-0.0070401113,0.0049294345,0.052199982,42.93,0.2897749,8302,0.009885668,55,359.66865587234497,2750000,4.6245604,27500,0.9149236604571342
1.1614225234947662,-0.007207598,0.0046899347,0.048348002,40.83,0.290304,8189,0.006086564,56,366.30718326568604,2800000,4.598468,28000,0.9085686206817627
1.3409675741750107,-0.007005282,0.0047786506,0.048516005,44.36,0.3070786,8158,0.011770918,57,373.0490708351135,2850000,4.567904,28500,0.9133744090795517
0.7511116252013017,-0.0074497606,0.004852849,0.05185401,40.67,0.2993054,8491,0.009809984,58,379.84166979789734,2900000,4.545649,29000,0.9069330617785454
0.6791945327773283,-0.0065857978,0.004890814,0.05238,41.09,0.3203759,8120,0.016722118,59,386.21573305130005,2950000,4.529065,29500,0.9138513058423996
1.994233947863686,-0.0069246287,0.004968906,0.051801994,50.15,0.29824182,8072,0.015376578,60,392.9204089641571,3000000,4.503374,30000,0.9151467904448509
1.4220605782319036,-0.0073945564,0.0049607228,0.053123996,43.8,0.31399474,8316,0.016137302,61,399.7115955352783,3050000,4.477308,30500,0.9186457842588425
1.1745819737121928,-0.007979104,0.005349071,0.060561996,38.59,0.29203635,8262,0.012994785,62,406.34342861175537,3100000,4.45334,31000,0.9211374595761299
0.7269450816549943,-0.00718848,0.0048891096,0.052748,40.38,0.30705354,7990,0.018908719,63,412.97373485565186,3150000,4.4343004,31500,0.920013390481472
