serial_timesteps,ep_len_mean,value_loss,clipfrac,ep_reward_mean,policy_loss,policy_entropy,total_timesteps,n_updates,true_reward,time_elapsed,approxkl,fps,explained_variance
256500,23.5,0.00016800161,0.18049596,1.6061147138476373,-0.001873947,-3.2047198,25650000,513,0.08354939,1768.3499007225037,0.013182665,17886,0.9997936680738349
257000,26.18,0.0004843427,0.22672994,1.6282486755400896,-0.0010335873,-3.2121313,25700000,514,0.08302797,1771.6080250740051,0.017766865,20340,0.9993581784656271
257500,21.34,0.0011599282,0.2748,1.4539939410239457,-0.0011152866,-3.217546,25750000,515,0.08318611,1774.5737144947052,0.024699694,17347,0.9984760313527659
258000,23.03,0.00057589076,0.236446,1.5442292163521052,0.0014551203,-3.230173,25800000,516,0.083060734,1778.1143414974213,0.018636309,16908,0.999231981113553
258500,24.27,0.00034992612,0.22233602,1.493217542693019,-0.00038030732,-3.227141,25850000,517,0.08321256,1781.5726480484009,0.016965402,17198,0.9995675310783554
259000,25.52,0.00016582449,0.18549995,1.881380929723382,-0.0013748844,-3.2330205,25900000,518,0.084828,1785.063677072525,0.013642457,18521,0.9997997538303025
259500,23.63,0.00020613862,0.202322,1.6023145647346972,-0.0022881252,-3.2468557,25950000,519,0.08165619,1788.2819559574127,0.015218689,16239,0.9997344106959645
260000,26.1,0.0007387642,0.27587596,1.5926532150804997,-0.0010651622,-3.2504487,26000000,520,0.08478342,1791.8956677913666,0.024949891,15295,0.9989204637240618
260500,23.81,0.0001538771,0.18917201,1.5877877567708492,-0.002214759,-3.2647886,26050000,521,0.083931774,1795.7336747646332,0.013916042,16713,0.999809558110428
261000,24.53,0.00042479363,0.20816004,1.69961652033031,-0.0020423066,-3.270194,26100000,522,0.08319819,1799.0552213191986,0.015948217,16040,0.9994625149411149
261500,22.38,0.00012302172,0.17805599,1.491392693966627,-0.0011841457,-3.275157,26150000,523,0.08457654,1802.8312091827393,0.012961515,16224,0.999844644597033
262000,20.39,0.00011534626,0.18445799,1.316152541488409,-0.0025620556,-3.2939026,26200000,524,0.08556169,1806.4492218494415,0.0134917665,17494,0.9998618746030843
262500,22.58,0.00012757797,0.186872,1.5520452345907687,-0.0011861959,-3.3035264,26250000,525,0.08404123,1809.845935344696,0.013737384,17391,0.9998484240641119
263000,21.83,0.0077085886,0.38214406,1.5374990543723106,-0.0011300796,-3.3060305,26300000,526,0.08427528,1813.1629724502563,0.06583552,19805,0.9911635853350163
263500,25.87,0.00020968457,0.17713998,1.8057870842516421,-0.00016685837,-3.3214395,26350000,527,0.08408751,1816.1210911273956,0.013105022,21509,0.9994397690170445
264000,23.43,0.005452094,0.31096596,1.5866132819652556,-0.00044820074,-3.3159385,26400000,528,0.08245008,1818.9865379333496,0.0289749,17176,0.9933134145103395
264500,23.01,0.0023716078,0.28269,1.4719458160549401,-0.0006922656,-3.3109567,26450000,529,0.083203234,1822.1210911273956,0.024427311,18120,0.997005854267627
265000,24.55,0.0002951216,0.20015596,1.6412954019010066,-0.0006699631,-3.3211672,26500000,530,0.08327514,1825.2637915611267,0.014967365,19355,0.9996099795389455
265500,23.67,0.0003760214,0.21219197,1.5799259676784276,-0.002622626,-3.3276682,26550000,531,0.08313377,1828.2734801769257,0.016022766,17909,0.9995418241305742
266000,23.48,0.00017278975,0.20230006,1.636810362190008,-0.001336056,-3.336037,26600000,532,0.08473053,1831.6932709217072,0.015095786,18869,0.999791075984831
266500,25.38,0.003967279,0.329156,1.6517760092020035,-0.0013126091,-3.3439677,26650000,533,0.08285013,1834.94313955307,0.035024222,19801,0.9951225933618844
267000,24.09,0.00024109399,0.212892,1.7341924726963043,-0.00087255356,-3.3578062,26700000,534,0.08310632,1837.9900739192963,0.015974972,17927,0.9997080030443612
267500,20.9,0.00015429786,0.18811798,1.265964722931385,-0.0020831348,-3.3704703,26750000,535,0.08312124,1841.2386591434479,0.0137635,16168,0.9998106570565142
268000,23.37,0.0011557185,0.28592992,1.567528219744563,-0.0003266611,-3.3855653,26800000,536,0.082764715,1844.7250108718872,0.026319493,17746,0.9984950403450057
268500,23.73,0.00026278847,0.20782006,1.6217993616312742,-0.00030282032,-3.394416,26850000,537,0.08465599,1848.0816628932953,0.015800418,15450,0.9996676848095376
269000,21.33,0.00017853611,0.18848601,1.3250896778702737,-0.00029676728,-3.4090023,26900000,538,0.08393934,1851.9178566932678,0.01405073,19246,0.9997814320231555
269500,21.88,0.00041587275,0.22742201,1.358029787093401,-0.0009119027,-3.4200494,26950000,539,0.083462946,1854.9342036247253,0.017649515,18311,0.9994797455146909
270000,18.96,0.00024174894,0.211824,1.1737354638427495,-0.001302917,-3.428813,27000000,540,0.08451005,1858.0519952774048,0.015875034,17449,0.9997102572815493
270500,21.81,0.00025455316,0.22246206,1.5096995927393437,-0.00046755216,-3.4358268,27050000,541,0.084694855,1861.5985486507416,0.0169304,17442,0.9996973585220985
271000,22.15,0.00012706964,0.18406399,1.4490422051399947,-0.0015180472,-3.4480054,27100000,542,0.084466755,1865.1235325336456,0.01352917,17508,0.9998430099367397
271500,22.46,0.00022580687,0.19391195,1.5618605092167854,-0.003337937,-3.4544497,27150000,543,0.08407942,1868.6773986816406,0.014341353,17263,0.9997296986111905
272000,24.27,0.0010530681,0.26255798,1.646601690798998,-0.0023675994,-3.448967,27200000,544,0.082660794,1872.1296179294586,0.022269487,16002,0.998487398144789
272500,25.98,0.00037775104,0.22902198,1.7324948306381702,0.0015648068,-3.4466825,27250000,545,0.08490971,1875.7490046024323,0.018218433,17170,0.9995387144736014
273000,24.37,0.0011758138,0.25051594,1.6831451836973428,-0.0011692512,-3.4531958,27300000,546,0.08321001,1879.2300913333893,0.021559577,16761,0.9984754082979634
273500,23.03,0.0009820194,0.25127405,1.4507446278631688,-0.002427925,-3.4595535,27350000,547,0.0837182,1882.7753698825836,0.020763293,16005,0.998681137454696
274000,21.56,0.0011709243,0.282256,1.4421232911944388,-0.00036616693,-3.4598444,27400000,548,0.083904386,1886.4853131771088,0.027262125,14335,0.9984427766175941
274500,22.52,0.001096729,0.25601193,1.5412777280807495,-0.0015431684,-3.4605355,27450000,549,0.084203176,1890.6874024868011,0.020814626,15684,0.9985692850314081
275000,24.17,0.00023332403,0.20968792,1.7523208659142255,-0.0010805936,-3.4629483,27500000,550,0.08427183,1894.4839923381805,0.015812716,19799,0.9996805243426934
275500,19.79,0.00042003024,0.24248798,1.2853469090163707,0.0017652161,-3.459416,27550000,551,0.08381353,1897.6558594703674,0.019451713,16970,0.9994619971839711
276000,22.5,0.00069805386,0.262908,1.4789980193972587,-0.0010395674,-3.4641461,27600000,552,0.083212584,1901.192239522934,0.022091432,16699,0.9991291559999809
276500,22.56,0.00051168015,0.21988392,1.402366086244583,-0.0017752162,-3.474021,27650000,553,0.08449358,1904.7480206489563,0.016818162,16558,0.9993386282003485
277000,23.9,0.0006947775,0.23297802,1.6775428566336632,2.7256678e-05,-3.4950638,27700000,554,0.084974036,1908.2571170330048,0.018437123,17072,0.9990714652230963
277500,22.64,0.00017188555,0.20703593,1.5553230614960194,-0.0011573028,-3.5187693,27750000,555,0.08509738,1911.7547221183777,0.015376755,15785,0.9997837475384586
278000,27.6,0.0010748288,0.28627795,1.8752871201187373,-0.0014330493,-3.5282607,27800000,556,0.084079154,1915.4983170032501,0.025360519,18268,0.99861074029468
278500,24.33,0.0013250724,0.309542,1.5283018727600575,0.001042607,-3.5293963,27850000,557,0.08356457,1918.6402089595795,0.027326642,17636,0.9982689378084615
279000,25.81,0.0004804092,0.23355602,1.6711078698933124,0.00035138096,-3.536487,27900000,558,0.08442159,1922.0455930233002,0.018100142,19395,0.9993837107904255
279500,23.5,0.0012465615,0.26938197,1.715500630736351,-0.0012068044,-3.5462484,27950000,559,0.08483595,1925.0290179252625,0.023084182,15895,0.9982960904017091
280000,25.29,0.00037235784,0.22939403,1.7647638397663832,-0.0009269805,-3.549365,28000000,560,0.08505991,1928.7928471565247,0.018183464,18801,0.9995173152710777
280500,22.49,0.00016972674,0.19257401,1.4884905329346656,-0.0017092883,-3.5505154,28050000,561,0.085922405,1931.9786682128906,0.014156051,16638,0.9997882506722817
281000,21.35,0.0014819647,0.30397198,1.4364830148220062,0.0006766213,-3.5455236,28100000,562,0.08563902,1935.538985967636,0.028010443,18510,0.9980575054651126
281500,23.77,0.0010896049,0.26976195,1.6357492077350617,-0.0012475849,-3.5501223,28150000,563,0.084750764,1938.6230325698853,0.023598753,16400,0.9983556903898716
282000,21.66,0.0009937071,0.263918,1.5170868335664272,0.0005463509,-3.5495281,28200000,564,0.08564141,1942.4087784290314,0.021630917,17738,0.9987194802379236
282500,24.12,0.001478472,0.31151396,1.7109538480639457,-0.002245361,-3.552788,28250000,565,0.08501232,1945.8557319641113,0.02818075,15218,0.998014050303027
283000,22.84,0.00013536363,0.186472,1.5706738768517972,-0.0014138055,-3.5657682,28300000,566,0.08562051,1949.7236347198486,0.013786496,15868,0.9998171278857626
283500,21.94,0.00097161473,0.24052197,1.4537581165134907,-0.00065282075,-3.5731702,28350000,567,0.08389993,1953.323569059372,0.019815808,15291,0.9987976249540225
284000,22.11,0.0014326843,0.283624,1.5651892930269242,-0.0007551711,-3.5738187,28400000,568,0.0849737,1957.2495591640472,0.024216056,16841,0.9981099357828498
284500,23.16,0.00017038954,0.196098,1.5598599402606488,-0.0011097908,-3.5884051,28450000,569,0.085625604,1960.7106730937958,0.014467762,17780,0.999765659464174
285000,22.33,0.0005980462,0.24831001,1.5248287440091373,-0.0022624373,-3.599861,28500000,570,0.08483739,1963.993614912033,0.019397091,17797,0.9992293610121123
285500,22.88,0.00017753689,0.18953998,1.6429292125254868,-0.0020159013,-3.6144476,28550000,571,0.08579411,1967.1452045440674,0.014025032,16635,0.9997719675739063
286000,23.29,0.00023978864,0.20627,1.5585890506207942,-0.0012453897,-3.636129,28600000,572,0.08476438,1970.8032252788544,0.01526861,15063,0.9997180639766157
286500,24.56,0.00041922106,0.24654402,1.5689480429142713,-0.0013972756,-3.6367297,28650000,573,0.08642199,1974.7612216472626,0.019142063,15454,0.9994554258300923
287000,22.43,0.00014824538,0.20179403,1.4646762377023697,-0.00031351854,-3.6387005,28700000,574,0.084922,1978.6379699707031,0.014831974,14866,0.999809197121067
287500,22.08,0.00015706338,0.19817604,1.4884767839312554,-0.0012008213,-3.6424966,28750000,575,0.08601682,1982.6467638015747,0.014601951,18152,0.9998055145988474
288000,23.65,0.00010109114,0.18573605,1.660858836993575,-0.0011920573,-3.6463287,28800000,576,0.085488565,1985.9574451446533,0.013525104,15404,0.9998810911783949
288500,23.0,0.0001849691,0.19618203,1.594089287891984,-0.00097409537,-3.64545,28850000,577,0.08621025,1989.7388694286346,0.014587581,17882,0.999775804404635
289000,22.28,0.001071719,0.269068,1.500345728471875,0.00027102212,-3.635276,28900000,578,0.08491144,1993.0808217525482,0.02396872,16430,0.9986150658223778
289500,29.02,0.00019392658,0.20330203,1.972491936981678,-0.0016524702,-3.6473174,28950000,579,0.08461673,1996.6388483047485,0.015018726,16811,0.9997408702911343
290000,24.3,0.00026783822,0.22859396,1.7049621164798736,-4.0618283e-06,-3.6608574,29000000,580,0.08490137,2000.1824116706848,0.017413871,17497,0.9996575841214508
290500,21.37,0.00013939575,0.20500606,1.5151833160221577,-0.00038929467,-3.673515,29050000,581,0.085431494,2003.7006375789642,0.015248576,17770,0.9998259890708141
291000,24.67,0.000890082,0.28206396,1.6111919563263655,-0.0009746611,-3.6726758,29100000,582,0.08513093,2007.045440196991,0.025214953,16122,0.9988063538912684
291500,23.86,0.0011502824,0.31333005,1.7441663643717766,0.0012009111,-3.66963,29150000,583,0.084778175,2010.7576410770416,0.031016586,16519,0.9983405848033726
292000,22.56,0.0002148347,0.21540794,1.563327174782753,-0.0005615203,-3.678975,29200000,584,0.08568372,2014.3419425487518,0.016329424,18927,0.9997216581832618
292500,23.41,0.001284828,0.278044,1.6185248932242393,-0.0023966986,-3.6817868,29250000,585,0.084347494,2017.4787657260895,0.026114939,20569,0.998303507687524
293000,22.33,0.003032248,0.35323402,1.3404716183245182,-0.0017538972,-3.6803958,29300000,586,0.08294469,2020.4320120811462,0.038425628,18507,0.9960510460659862
293500,25.05,0.0002493496,0.194002,1.7684456288814545,-0.00063173973,-3.6806467,29350000,587,0.08329216,2023.4471309185028,0.014405152,17907,0.999652384838555
294000,26.85,0.00151567,0.30507004,1.8059729918837548,-6.1774954e-06,-3.6795142,29400000,588,0.08140126,2026.6753642559052,0.027065216,15942,0.9980694251134992
294500,24.42,0.0026122865,0.338418,1.5207310554385185,0.00021115722,-3.6670904,29450000,589,0.0828263,2030.3958361148834,0.031932388,16866,0.9968283041380346
295000,23.83,0.0016306948,0.29950598,1.6722246031463146,-0.0007056232,-3.6623209,29500000,590,0.08342949,2033.8075289726257,0.02621114,15920,0.9978727544657886
295500,26.91,0.0021202236,0.284128,1.8139682535082102,-0.0020009978,-3.6556306,29550000,591,0.08171347,2037.232990026474,0.024087735,18585,0.9971389623824507
296000,20.34,0.0012110372,0.28919408,1.3174144041538238,0.001154489,-3.6454523,29600000,592,0.08317072,2040.4279041290283,0.026402615,16558,0.9984530574874952
296500,23.72,0.001626479,0.27847397,1.530326820909977,-0.003623496,-3.6466248,29650000,593,0.08418237,2044.0065732002258,0.023829928,15493,0.9978225657250732
297000,28.36,0.0010852597,0.287694,2.04835315220058,0.0030740055,-3.6516492,29700000,594,0.08481583,2047.8681116104126,0.02683018,15472,0.9986426010727882
297500,27.19,0.00018554715,0.18568602,1.8291212791949512,-0.0020035228,-3.6619947,29750000,595,0.08496685,2051.694648742676,0.013669922,16652,0.9997480288730003
298000,22.88,0.0012807383,0.288228,1.6121138702332973,-0.00039463435,-3.6703057,29800000,596,0.08419565,2055.1441843509674,0.02546461,21526,0.998448399710469
298500,23.1,0.001247276,0.25656798,1.6170639409124852,-0.00021085088,-3.6698008,29850000,597,0.084687635,2057.7362089157104,0.020907162,21114,0.9985306402668357
299000,22.21,0.00020115922,0.198574,1.5181896038353444,0.00010890097,-3.6818182,29900000,598,0.08387661,2060.682332754135,0.014666919,18562,0.9997228041756898
299500,25.84,0.0002511561,0.23286404,1.879915740042925,0.00061418273,-3.695619,29950000,599,0.08385964,2063.9098522663116,0.017947812,15289,0.999689106392907
300000,26.99,0.0001798575,0.20609602,1.894884254336357,-0.0006393369,-3.696391,30000000,600,0.084983274,2067.74218082428,0.015319998,14622,0.9997786876192549
300500,24.43,0.00015681583,0.19928598,1.6819428797811269,-0.0005552545,-3.691746,30050000,601,0.08435834,2071.771722316742,0.01460551,20926,0.9998127151775407
301000,23.19,0.0029787412,0.338106,1.5252867759764195,-0.0034225625,-3.6874616,30100000,602,0.082192004,2074.5915021896362,0.03287578,15513,0.9960442064329982
301500,22.97,0.00035816283,0.21196796,1.4962457644939422,0.0010110075,-3.690841,30150000,603,0.08471753,2078.2857978343964,0.015627526,16456,0.9996190119709354
302000,25.66,0.0038240878,0.307458,1.6533002582192422,-0.0022090958,-3.6890697,30200000,604,0.08331634,2081.8597469329834,0.030576272,17660,0.9953571953810751
302500,26.15,0.00018096251,0.19315405,1.8269261313229799,-0.0007601795,-3.7037928,30250000,605,0.08422053,2085.1466312408447,0.014228264,18482,0.9997580421477323
303000,23.34,0.00020372108,0.21299805,1.663151314854622,-0.0011389648,-3.7248108,30300000,606,0.085294425,2088.5731785297394,0.015972275,16376,0.9997530051623471
303500,23.99,0.00019859058,0.19882202,1.6872975317388772,-0.001428073,-3.7295158,30350000,607,0.08407621,2092.114781856537,0.014589379,19860,0.9997673824400408
304000,21.55,0.00027074767,0.21379001,1.3222504439204932,-0.0023903996,-3.7300189,30400000,608,0.083636224,2095.054622411728,0.016279444,17131,0.999679718632251
304500,24.72,0.00024167115,0.202346,1.611394136250019,-0.0016798895,-3.7410471,30450000,609,0.08373212,2098.487225294113,0.015065308,17961,0.9997120599728078
305000,25.15,0.00022626901,0.21566398,1.7738164518773556,-0.00046836655,-3.7575247,30500000,610,0.08476158,2101.8596136569977,0.016420376,16022,0.9997289959865157
305500,21.57,0.00014943627,0.20716,1.3941292832791805,-0.0007843376,-3.7670913,30550000,611,0.083183415,2105.593391895294,0.015375186,14886,0.9998200882255333
306000,24.64,0.00013545244,0.208794,1.7126161246746778,-0.001366262,-3.7722797,30600000,612,0.084889725,2109.611004590988,0.015516809,15202,0.9998418660252355
306500,24.48,0.004921268,0.39436394,1.4579299257695675,-0.0029838951,-3.7892394,30650000,613,0.08394493,2113.328814983368,0.057340916,18297,0.9936634236946702
307000,24.94,0.00018142964,0.18656398,1.7209632086753845,-0.0021793172,-3.8084579,30700000,614,0.083746955,2116.6972980499268,0.013664111,16327,0.9997285766585264
307500,26.44,0.0009833091,0.26920798,1.9281539315730334,-0.0012878394,-3.8092675,30750000,615,0.08391319,2120.3673605918884,0.023365952,17625,0.9986135843209922
308000,23.48,0.00020490908,0.20112602,1.7025834172964096,-0.0009859945,-3.818822,30800000,616,0.08455009,2123.8290803432465,0.014801337,16555,0.9997430095972959
308500,26.59,0.00016540337,0.19992,1.972472312003374,-0.00063421624,-3.8192258,30850000,617,0.08611894,2127.324252843857,0.014632837,19425,0.9997971102275187
309000,24.19,0.0013452176,0.27288997,1.5966066329181194,-0.0015508943,-3.8195322,30900000,618,0.08398322,2130.232893228531,0.025882628,17639,0.9982219967059791
309500,22.5,0.00012780142,0.18992203,1.5715173804759979,-0.0016664517,-3.8406222,30950000,619,0.085750364,2133.6263704299927,0.013935484,15519,0.9998220472189132
310000,25.7,0.0001334883,0.19747797,1.8036117872595787,-0.00059507234,-3.8609564,31000000,620,0.08456604,2137.3743135929108,0.014580148,15009,0.9998290701769292
310500,21.6,0.00013866322,0.200278,1.4455648402124643,-0.0009427939,-3.8815675,31050000,621,0.08601023,2141.333391904831,0.014852819,16504,0.9998324217740446
311000,21.61,0.0011702717,0.27459,1.535322140008211,-0.0030356625,-3.8873768,31100000,622,0.08450579,2144.6773071289062,0.024951715,17612,0.9983739281306043
311500,22.18,0.00012930977,0.19189207,1.5967358369380236,-0.0011738413,-3.897684,31150000,623,0.08524675,2148.161100625992,0.014079373,14282,0.9998227762262104
312000,21.75,0.00011225437,0.18942998,1.490327143073082,-0.0012175305,-3.9047117,31200000,624,0.08536347,2152.1776592731476,0.013799356,17335,0.9998575971840182
312500,23.2,0.00012171079,0.19293195,1.5922439822554588,-0.0014684462,-3.9213715,31250000,625,0.086014315,2155.4732105731964,0.014150847,16697,0.9998512323218165
313000,24.36,0.0001779978,0.22873597,1.7290713723003863,-0.00088495447,-3.9352534,31300000,626,0.08589635,2158.9518761634827,0.017261436,21104,0.9997878644790035
313500,24.76,0.00011997048,0.19442196,1.7015331740677357,-0.0011920002,-3.948612,31350000,627,0.08557402,2161.916529893875,0.014267798,21107,0.9998578545928467
314000,25.7,0.00012605263,0.19309,2.020341695994139,-0.0013551381,-3.9686954,31400000,628,0.08593171,2164.9247329235077,0.014250126,16779,0.9998500663932646
314500,25.8,0.0001476891,0.20182198,1.795280482172966,-0.0005714719,-3.9802468,31450000,629,0.08472971,2168.5708339214325,0.015243193,16510,0.9998275939287851
315000,22.48,0.0007299219,0.30210802,1.5672845958173276,-0.0011883769,-3.9803922,31500000,630,0.08582471,2172.0313472747803,0.02910334,19758,0.9989465887192637
315500,22.19,0.00018825276,0.21538195,1.5007275496423245,-0.00032089025,-3.9868052,31550000,631,0.08480336,2175.012685060501,0.016069256,15386,0.9997709535819013
316000,21.69,0.0001159882,0.19540405,1.5563636012375355,-0.00082311337,-3.9897633,31600000,632,0.08437743,2178.8438153266907,0.014493041,15799,0.9998555369966198
316500,21.88,0.00010788851,0.19545597,1.5394854786247014,-0.00039345477,-3.9930449,31650000,633,0.08723501,2182.69753074646,0.014372714,17102,0.9998730192310177
317000,21.71,0.00013350805,0.20658003,1.4282307420670985,0.0004839642,-3.9980066,31700000,634,0.08519555,2186.085585832596,0.015442597,16715,0.9998374980932567
317500,22.85,0.000119976496,0.19137199,1.4908132373541594,-0.0016003175,-4.0058937,31750000,635,0.08534736,2189.671703338623,0.013999627,15807,0.9998539768130286
318000,23.95,0.0012928006,0.24379401,1.5939967658370733,-0.0022136439,-4.0122447,31800000,636,0.08568852,2193.3479483127594,0.020181121,20997,0.9985759137198329
318500,22.8,0.00014121423,0.18192603,1.569618205577135,0.0006899334,-4.0233436,31850000,637,0.08587198,2196.3424060344696,0.013300234,18377,0.9997063112386968
319000,20.98,0.0010184214,0.27663997,1.3581894993036985,2.4619792e-06,-4.0357857,31900000,638,0.08454595,2199.6254081726074,0.02409523,19805,0.9986221960280091
319500,23.88,0.00076730957,0.26412207,1.49756802842021,-0.00079297996,-4.044606,31950000,639,0.08643989,2202.6688199043274,0.022067664,19056,0.9989865818060935
320000,24.26,0.0019607344,0.30181995,1.753257697224617,-0.0006480401,-4.0418177,32000000,640,0.08615911,2205.711375951767,0.028700836,18165,0.9974312759004533
320500,20.94,0.00096726604,0.26446998,1.4193931157141924,-0.00041353813,-4.0363374,32050000,641,0.08488338,2208.921800851822,0.022357767,17302,0.9986670432845131
321000,23.6,0.00013030096,0.199642,1.4980008959025144,-0.0005931877,-4.045843,32100000,642,0.086810134,2212.4375228881836,0.014730329,19325,0.9998155675421003
321500,21.06,0.000119898905,0.203232,1.4109375006705522,0.00037481077,-4.061,32150000,643,0.08649464,2215.5852751731873,0.014882534,16281,0.9998485690011876
322000,23.84,0.00034913476,0.24387194,1.6452057184278965,0.00068055245,-4.0548854,32200000,644,0.08560872,2219.304501771927,0.019173754,16883,0.999570922111161
322500,21.55,0.00023445209,0.23455,1.522292057275772,0.0010679686,-4.056431,32250000,645,0.08743454,2222.7530863285065,0.018595658,16536,0.9997037100838497
323000,22.61,0.00014899837,0.20226201,1.6306162376701832,-0.00093828933,-4.073249,32300000,646,0.08672281,2226.3946046829224,0.0150664775,19716,0.999814423485077
323500,20.82,0.00013798533,0.22350201,1.3724122139811517,0.0013311113,-4.088155,32350000,647,0.08496065,2229.275133371353,0.01707672,19716,0.9998332027898869
324000,26.56,0.00069547683,0.28081802,1.9755635172128678,0.00370222,-4.1004534,32400000,648,0.08595179,2232.3498952388763,0.025042355,16699,0.9990196977742016
324500,22.76,0.0007674558,0.30231202,1.4946630385518074,0.0009218847,-4.1051693,32450000,649,0.086325936,2235.901453971863,0.029379504,15924,0.9989252568921074
325000,23.78,0.0002528035,0.23721196,1.6234802541136741,0.0013954723,-4.1072598,32500000,650,0.08593592,2239.480678796768,0.018563922,17117,0.999690106487833
325500,22.21,0.000116169394,0.192452,1.5851036350429057,-0.0018671771,-4.116525,32550000,651,0.08624604,2242.9444942474365,0.014100382,19500,0.9998566430440405
326000,24.32,0.00016380726,0.22750598,1.7560965293645858,-0.00028218486,-4.1248198,32600000,652,0.08754654,2246.138934135437,0.017180225,20273,0.9998001473431941
326500,21.47,0.00010835873,0.19798195,1.5206381946057081,0.00058056664,-4.1284714,32650000,653,0.08579441,2249.1242158412933,0.01484623,17083,0.9998650447960244
327000,22.36,0.000109567685,0.20237598,1.603361599445343,0.00031560127,-4.131193,32700000,654,0.0863826,2252.7020478248596,0.015018076,20711,0.999867253456614
327500,22.13,0.0001596375,0.20882802,1.6037017995119094,-0.0010037889,-4.1410666,32750000,655,0.08551172,2255.615371465683,0.015632384,16072,0.9998024479282321
328000,23.24,0.0010194317,0.30168393,1.6091310005635022,-9.552573e-05,-4.1451716,32800000,656,0.08643954,2259.364627599716,0.028532619,17317,0.9987893297802657
328500,23.54,0.00018619891,0.217796,1.5766929991543293,0.0004255138,-4.1536403,32850000,657,0.08566544,2262.876135110855,0.016390074,18407,0.9997529982356355
329000,21.06,0.0011642266,0.28190202,1.3944079050421714,-0.0018091522,-4.1598673,32900000,658,0.08587464,2266.2289955615997,0.025897015,16034,0.9983780615730211
329500,20.73,0.00010712704,0.204438,1.4099368561804295,-0.000745215,-4.170567,32950000,659,0.086528055,2269.91854429245,0.015120558,18087,0.9998672880610684
330000,20.95,0.00011923536,0.202556,1.4326659224927425,-0.00083592127,-4.1762376,33000000,660,0.08687041,2273.2541410923004,0.014863303,15837,0.9998544254485751
330500,23.33,0.0021209957,0.34847793,1.6444485434889793,0.0015111117,-4.175412,33050000,661,0.08440956,2276.6850595474243,0.038373075,17497,0.9973354369867593
331000,23.17,0.00016027507,0.218716,1.6391951783001424,0.0013662614,-4.182137,33100000,662,0.08694242,2280.074205636978,0.01659552,16242,0.9997665410628542
331500,26.41,0.00017560432,0.22735798,1.8170145709812642,-0.0007901864,-4.202743,33150000,663,0.08595166,2283.7274169921875,0.017290598,18134,0.9997731845796807
332000,24.13,0.0010772628,0.29498413,1.702664334923029,-0.0013632396,-4.212924,33200000,664,0.08599108,2287.0476064682007,0.027814575,18194,0.9984700435306877
332500,21.44,0.00011128193,0.20463997,1.3867546262592076,-0.0011874851,-4.2307386,33250000,665,0.08710531,2290.3853635787964,0.014997828,14804,0.9998600520775653
333000,20.26,0.00019339554,0.22524,1.363794756233692,-0.0006242739,-4.23357,33300000,666,0.086428426,2294.4452879428864,0.017174162,15131,0.9997399917629082
333500,20.48,0.00015157797,0.23292404,1.2765407507866622,0.0003692126,-4.242307,33350000,667,0.08628972,2298.2978274822235,0.017883306,15390,0.999820259588887
334000,21.05,0.0003474198,0.24982798,1.479370998069644,-0.0001910344,-4.2453685,33400000,668,0.086282015,2302.052260875702,0.020082774,17942,0.9995375606231391
334500,22.0,0.00028243315,0.25675404,1.655887284502387,8.923737e-05,-4.2414155,33450000,669,0.08659997,2305.408293247223,0.020636104,17142,0.9996394555491861
335000,23.62,9.9723955e-05,0.21943404,1.6302019334584474,0.001030271,-4.251483,33500000,670,0.08645101,2308.935438632965,0.016575713,15170,0.9998759872541996
335500,21.54,0.00034381237,0.27450398,1.3552597527205945,0.0031179183,-4.2534456,33550000,671,0.08622219,2312.7983882427216,0.02319664,15208,0.9995547703001648
336000,21.79,0.000117012976,0.203184,1.5055556926876306,0.00020604435,-4.2583265,33600000,672,0.08669195,2316.668211221695,0.015242013,17810,0.9998518676729873
336500,24.16,0.0010285076,0.31357595,1.7379068847745658,0.0005326083,-4.2628565,33650000,673,0.08717398,2320.125762462616,0.029600995,15979,0.9987297155894339
337000,25.4,0.00017731136,0.20630202,1.8360470251739025,0.0014328292,-4.27009,33700000,674,0.08671042,2323.6055908203125,0.015637308,16936,0.9998050872964086
337500,22.3,0.00013019974,0.20697403,1.5460487326979637,-0.00030302946,-4.271429,33750000,675,0.08622709,2327.1939232349396,0.015396508,16780,0.9998290965886554
338000,22.34,0.00024977603,0.24875799,1.4505904807895422,0.0011124912,-4.270448,33800000,676,0.088434495,2330.542718887329,0.01932193,18310,0.9997015848057345
338500,19.44,0.00018273354,0.23066399,1.26138437718153,0.00031198494,-4.2747707,33850000,677,0.08598185,2333.669003009796,0.017683465,18209,0.9997725525172427
339000,20.87,0.00013564283,0.21486405,1.3829603822529315,-9.3744005e-05,-4.285316,33900000,678,0.08725207,2336.837131500244,0.016368097,16398,0.9998340564052342
339500,22.22,0.000121505975,0.21338204,1.5772441560029984,0.00047966783,-4.3007784,33950000,679,0.08643011,2340.5730340480804,0.01609364,17134,0.99985520222981
340000,23.34,0.00010243225,0.197226,1.5949884317815304,0.00025771328,-4.3019123,34000000,680,0.0866884,2344.0902330875397,0.014592396,16928,0.9998786468204344
340500,21.67,0.00013610581,0.21982199,1.4993451295793057,0.0004742629,-4.306663,34050000,681,0.08694267,2347.586083650589,0.016719395,15899,0.9998364525672514
341000,21.9,0.0003643607,0.28480795,1.50178674608469,0.0010978751,-4.3016367,34100000,682,0.08723993,2351.1849970817566,0.024016581,20292,0.9994996546884067
