approxkl,total_timesteps,ep_len_mean,serial_timesteps,value_loss,explained_variance,fps,true_reward,ep_reward_mean,policy_entropy,clipfrac,time_elapsed,policy_loss,n_updates
0.0056597996,27650000,292.98,276500,357.231,0.9357214793562889,8186,0.841771,297.0326697781929,1.8503608,0.064810015,3716.6925094127655,-0.005632549,553
0.0071569914,27700000,361.49,277000,287.78616,0.9386907033622265,8244,0.81074643,343.33838475857556,1.8344984,0.086201996,3723.1264634132385,-0.005782125,554
0.0070346785,27750000,352.43,277500,337.215,0.933107778429985,8255,0.8449352,346.5474929238028,1.8181653,0.085648,3729.7190680503845,-0.0057254108,555
0.005933002,27800000,294.88,278000,382.44006,0.9339625686407089,7894,0.84558326,258.13783309060176,1.8058729,0.069414005,3736.269496679306,-0.0066609723,556
0.0068493355,27850000,348.86,278500,374.81335,0.9332411289215088,7768,0.88815117,332.5499045694185,1.7906234,0.083648,3743.20241522789,-0.0064155166,557
0.006446825,27900000,285.53,279000,354.95288,0.9376127384603024,8227,0.88773805,352.65821339043146,1.7721485,0.07723199,3750.1147406101227,-0.006000065,558
0.0066102915,27950000,338.31,279500,328.19296,0.933837853372097,8013,0.8434725,334.8069356901651,1.7584305,0.07958801,3756.6481409072876,-0.0054748002,559
0.0068377852,28000000,355.25,280000,311.47842,0.9358785599470139,8105,0.74444914,301.5667491757877,1.7496682,0.08263998,3763.3108212947845,-0.006462848,560
0.0075212587,28050000,381.94,280500,288.51868,0.9354790225625038,8298,0.75385374,297.7348478845123,1.7327124,0.092882015,3769.8252389431,-0.0052265977,561
0.006988894,28100000,381.77,281000,285.57397,0.9362957701086998,8202,0.8474433,374.7175523987027,1.7178154,0.085856,3776.2916123867035,-0.006080102,562
0.0066279825,28150000,342.36,281500,318.80988,0.9326825886964798,8037,0.80247116,337.2393029596209,1.7110289,0.07981999,3782.8171191215515,-0.005951274,563
0.0072802748,28200000,393.37,282000,268.65097,0.9344756230711937,8313,0.70305103,318.91896624123564,1.7040027,0.08798799,3789.3599383831024,-0.00655333,564
0.005795823,28250000,289.45,282500,366.72382,0.9372706338763237,8366,0.8862576,318.8644320588768,1.6917163,0.067803994,3795.801041126251,-0.0061477404,565
0.007584497,28300000,390.83,283000,305.8463,0.9309574291110039,8181,0.83641624,352.41910806161695,1.6744223,0.092191994,3802.2072706222534,-0.006030826,566
0.0061512543,28350000,299.38,283500,345.72308,0.9400607086718082,8346,0.864,296.34307280968716,1.6574714,0.07283,3808.8562710285187,-0.006697804,567
0.0060905414,28400000,373.29,284000,311.26526,0.940087404102087,8177,0.8759153,361.08686482370524,1.6434401,0.071142,3815.308777332306,-0.006150248,568
0.0076508755,28450000,370.17,284500,298.24896,0.9368550628423691,8616,0.76962525,334.56645099492147,1.6237329,0.09294802,3821.805132627487,-0.0073406533,569
0.0055914964,28500000,289.49,285000,365.7358,0.9368670210242271,8395,0.831738,289.18930677426096,1.6069081,0.063574,3827.9801478385925,-0.0062982286,570
0.007460335,28550000,375.02,285500,300.87302,0.9348817989230156,8429,0.7901965,317.8619366383716,1.5935097,0.089304,3834.4079053401947,-0.0050188396,571
0.006799853,28600000,353.59,286000,314.9779,0.9418158642947674,8090,0.9395451,352.37728267591325,1.5773546,0.082147986,3840.730005264282,-0.0058562066,572
0.0072101955,28650000,382.79,286500,343.23065,0.9275648593902588,8070,0.82218826,356.4922028202236,1.5636864,0.088658005,3847.422553062439,-0.0054295664,573
0.0064150556,28700000,355.95,287000,299.24158,0.9394833892583847,8249,0.78773415,314.367544135519,1.5501941,0.07667399,3853.909115076065,-0.0071012704,574
0.007450998,28750000,398.62,287500,244.47495,0.9413835890591145,8415,0.74316454,339.5462374593171,1.5323943,0.09152999,3860.415347337723,-0.0060614343,575
0.006688014,28800000,380.38,288000,306.97424,0.9381072670221329,8267,0.89539623,356.10642126894714,1.5127034,0.08082002,3866.773186445236,-0.0063370164,576
0.006462257,28850000,350.82,288500,347.90536,0.9363045617938042,8017,0.9026161,363.7272652188808,1.5015849,0.077192,3873.293199300766,-0.006390936,577
0.0072577815,28900000,418.66,289000,251.55531,0.9421241842210293,8666,0.7940281,353.41211726956345,1.4867845,0.086988,3880.040019273758,-0.005598503,578
0.0060640257,28950000,347.02,289500,390.851,0.9296690970659256,8008,0.99339724,397.993335577296,1.4720763,0.07123799,3886.3078145980835,-0.0061678607,579
0.0073355036,29000000,390.25,290000,286.66913,0.9346847757697105,8432,0.7484968,319.6287210976889,1.4562191,0.088894024,3893.010071992874,-0.0061402484,580
0.0062837093,29050000,341.47,290500,379.14917,0.9347855299711227,8228,0.9202892,348.60346851083045,1.4359937,0.075151995,3899.4110062122345,-0.0055937185,581
0.008835111,29100000,418.02,291000,276.24487,0.9392787776887417,8047,0.7849111,359.4661306552222,1.4272412,0.103898,3905.922950029373,-0.00461202,582
0.009484088,29150000,392.37,291500,276.48917,0.9409799501299858,8103,0.87044257,356.2781936568935,1.4085166,0.11329603,3912.530985355377,-0.0035871903,583
0.0070345635,29200000,355.45,292000,270.97116,0.9406547695398331,7848,0.7879879,339.81824969003725,1.381558,0.085422,3919.1601660251617,-0.0059050713,584
0.0068372996,29250000,387.96,292500,306.82306,0.9298685938119888,8332,0.74547267,326.05208228141504,1.3593202,0.081566006,3926.0308763980865,-0.0062337173,585
0.006255629,29300000,388.69,293000,277.95886,0.9415676780045033,8216,0.8520135,346.2851549735319,1.3358529,0.07324001,3932.3526248931885,-0.006050642,586
0.007056494,29350000,407.96,293500,283.64075,0.9318007007241249,8144,0.80100507,353.1134195974916,1.3205333,0.08574399,3938.868352651596,-0.006065045,587
0.0069383113,29400000,393.19,294000,322.33096,0.937139704823494,8284,0.8954332,379.5823302883071,1.3043609,0.082035996,3945.5444328784943,-0.0058369725,588
0.009101055,29450000,427.85,294500,234.10779,0.9442640021443367,8035,0.815124,374.52884352390595,1.2700524,0.113871984,3952.124228954315,-0.0048400257,589
0.007849009,29500000,387.55,295000,294.76288,0.9396693035960197,8122,0.83953077,345.4067348004222,1.24735,0.09792999,3958.6590917110443,-0.0052416115,590
0.00613127,29550000,338.74,295500,312.76553,0.9417500756680965,8177,0.8740891,324.4591459694624,1.2342999,0.070804,3965.229686975479,-0.0058947927,591
0.0076725585,29600000,401.93,296000,263.77444,0.9384424649178982,8067,0.84351987,376.5653610835559,1.2202716,0.093138,3971.894515991211,-0.0047546225,592
0.006689576,29650000,404.26,296500,281.142,0.9430707953870296,8068,0.91582495,406.6504207350139,1.2056382,0.078892,3978.714128255844,-0.00461674,593
0.0076550203,29700000,413.89,297000,239.82513,0.9399345442652702,8120,0.79357374,342.2341400737768,1.1793656,0.091792,3985.2682485580444,-0.005935317,594
0.0069033164,29750000,397.64,297500,288.91757,0.9410486482083797,8139,0.91133976,391.7599604891074,1.1573148,0.083324015,3991.982300758362,-0.005568606,595
0.007534219,29800000,394.32,298000,301.69968,0.9351242333650589,7986,0.8437854,365.9474374838587,1.1416516,0.09220202,3998.461272716522,-0.006402554,596
0.006673668,29850000,392.62,298500,323.18344,0.9382413029670715,8393,0.9567914,371.4580676925305,1.1255913,0.07971199,4005.2523033618927,-0.005924433,597
0.0073678554,29900000,390.28,299000,274.3981,0.9388844221830368,7935,0.86655414,347.0906356724749,1.1133236,0.089949995,4011.7547075748444,-0.0047234,598
0.009029036,29950000,403.4,299500,233.97934,0.9419319368898869,7871,0.80214727,358.10105443556256,1.099332,0.109147996,4018.5472724437714,-0.0044341725,599
0.007557399,30000000,408.76,300000,276.4161,0.9398601055145264,8360,0.8405376,378.52922025379223,1.090505,0.089738004,4025.4549655914307,-0.005612026,600
0.008362862,30050000,379.23,300500,298.37494,0.9386425837874413,8215,0.9258233,391.83636946929954,1.0871673,0.10482401,4032.0189666748047,-0.004659464,601
0.007347427,30100000,411.21,301000,281.23825,0.9409640803933144,8144,0.9033965,379.4133051645229,1.0805681,0.09037999,4038.4055421352386,-0.00587769,602
0.007997641,30150000,438.39,301500,264.05457,0.939462885260582,8187,0.8704532,402.40273518202696,1.0677435,0.09808403,4044.9953422546387,-0.005664098,603
0.0068701883,30200000,381.78,302000,292.88074,0.9347199350595474,8070,0.8666032,370.18414981363424,1.0512602,0.081365995,4051.676232099533,-0.004642589,604
0.0064090937,30250000,376.27,302500,303.53125,0.936872661113739,7971,0.8555053,355.6388952435067,1.0404005,0.076225996,4058.4625124931335,-0.0053235386,605
0.0067139263,30300000,397.7,303000,311.57773,0.9392790570855141,7596,0.9372142,398.0828909231543,1.0307856,0.08136599,4065.1542201042175,-0.006574812,606
0.007105521,30350000,402.91,303500,308.3278,0.9382137134671211,7906,0.91582376,413.2747206685264,1.0175135,0.08524,4072.2702679634094,-0.0063125775,607
0.0075484277,30400000,424.74,304000,269.90253,0.9375016689300537,8146,0.84606993,378.5593206142105,0.99983627,0.091864,4079.191640138626,-0.006581127,608
0.0069566043,30450000,385.25,304500,259.86514,0.9432553425431252,8571,0.88660103,362.4403752967703,0.9833943,0.082814,4085.8462619781494,-0.0061245654,609
0.008859777,30500000,401.69,305000,256.88522,0.9431260228157043,8022,0.8412374,369.45877305521674,0.9656746,0.111162014,4092.2353382110596,-0.005057642,610
0.00681487,30550000,393.11,305500,268.4001,0.9432950876653194,8094,0.8727431,352.5333299223558,0.94864964,0.08209801,4099.054427623749,-0.0064834757,611
0.0096331695,30600000,435.84,306000,229.99771,0.9461991898715496,8174,0.8129229,382.77731277400034,0.9373267,0.122772,4105.827890872955,-0.0046146046,612
0.012172622,30650000,441.64,306500,248.46758,0.9415221475064754,8182,0.79215264,372.0016602229439,0.9193403,0.13606,4112.41365981102,-0.001455695,613
0.007188778,30700000,371.62,307000,282.86893,0.9386274218559265,8108,0.79060835,331.8573323998735,0.91068566,0.087111995,4118.971897602081,-0.0052180914,614
0.007885732,30750000,440.66,307500,225.8691,0.9441770017147064,8185,0.82977086,371.31852506044305,0.8941598,0.09627999,4125.528126955032,-0.0056068124,615
0.0067148777,30800000,369.95,308000,317.50174,0.9404477775096893,8223,0.8834891,329.7424297608418,0.8760612,0.08005801,4132.0319883823395,-0.005394623,616
0.0065264357,30850000,398.86,308500,268.5818,0.9396039955317974,8182,0.84392107,341.3387649688524,0.8660199,0.077412,4138.457119703293,-0.0046572476,617
0.008697588,30900000,414.98,309000,235.90962,0.9519698433578014,8095,0.9264691,394.07303339721204,0.8493897,0.10693997,4145.092300415039,-0.0054639466,618
0.00867007,30950000,434.64,309500,253.99922,0.9458107799291611,8093,0.86578804,405.59516302638673,0.8200754,0.10659801,4151.764461994171,-0.005203666,619
0.008188552,31000000,411.68,310000,271.7852,0.9406682550907135,8235,0.90079826,389.0865381474667,0.798928,0.09952403,4158.420646429062,-0.0032630516,620
0.007236761,31050000,382.02,310500,269.34198,0.9388301111757755,8346,0.74270576,309.2719889672055,0.79168355,0.08922001,4164.93936753273,-0.007146855,621
0.009364931,31100000,439.98,311000,220.70381,0.9556562453508377,7970,0.9013465,410.73090771052125,0.7832064,0.11088401,4171.265349388123,-0.00440861,622
0.008264471,31150000,400.11,311500,271.93463,0.9464346691966057,8363,0.89868736,403.3811301139697,0.7616537,0.10089798,4177.995912313461,-0.0047036107,623
0.007838636,31200000,422.98,312000,258.33685,0.947676382958889,8067,0.92203265,411.1687377087398,0.739347,0.097110026,4184.259053707123,-0.005801041,624
0.0060830847,31250000,396.75,312500,286.50964,0.9453258588910103,7711,1.0015017,431.8314013448677,0.72130096,0.07085998,4190.928795099258,-0.0062140315,625
0.010188345,31300000,422.9,313000,234.94875,0.9528201781213284,8189,0.90628093,403.26404427216784,0.70573837,0.124622,4197.733866214752,-0.0039393827,626
0.008287501,31350000,418.35,313500,253.12592,0.9465979896485806,8118,0.9076783,392.60312204164546,0.69947654,0.101588,4204.246349334717,-0.0050319918,627
0.007631832,31400000,385.01,314000,269.6215,0.9466654732823372,8050,0.9023299,381.3841556477861,0.6859942,0.093880005,4210.7811627388,-0.006115755,628
0.010173565,31450000,454.97,314500,245.809,0.9452088922262192,8237,0.84392023,393.5766157227084,0.66671354,0.11869398,4217.321471691132,-0.0031097485,629
0.007586421,31500000,371.89,315000,280.26578,0.9477048888802528,7994,0.9055492,350.4064999398663,0.647892,0.087074004,4224.021008014679,-0.004390605,630
0.010136801,31550000,432.46,315500,305.12354,0.9420205354690552,8381,0.991034,455.40226061888774,0.621379,0.10871401,4230.811415195465,-0.0025244448,631
0.008792618,31600000,418.67,316000,248.94286,0.9498513899743557,8269,0.9337909,391.60130534265295,0.6081525,0.107370004,4237.093183755875,-0.0036483225,632
0.008516644,31650000,423.75,316500,264.55414,0.9455505833029747,8111,0.9450223,427.1516169293155,0.5921499,0.10563398,4243.793899297714,-0.0048026335,633
0.007564304,31700000,398.71,317000,258.78134,0.9446094520390034,8487,0.8587132,383.1849153632098,0.5784016,0.09258801,4250.374531984329,-0.0046011885,634
0.006561233,31750000,362.56,317500,288.28134,0.9421863257884979,8321,0.8631878,341.51894120858566,0.5626095,0.078310005,4256.761541366577,-0.0060558645,635
0.007092697,31800000,424.42,318000,261.1073,0.9476652480661869,8178,0.9661281,394.4531378379199,0.550631,0.08580599,4263.009261131287,-0.005812894,636
0.007702653,31850000,391.09,318500,247.39455,0.945210050791502,8188,0.84531295,344.8756276914512,0.53283036,0.094894,4269.650374174118,-0.0065798354,637
0.008814977,31900000,421.6,319000,246.02924,0.9464867562055588,8235,0.92938393,401.9350044795074,0.5162482,0.10731799,4276.203877687454,-0.00397091,638
0.0078081405,31950000,416.16,319500,245.40718,0.9465969018638134,8020,0.8722641,383.6406563455316,0.5074439,0.091995984,4282.49965763092,-0.00440712,639
0.00961077,32000000,444.43,320000,228.87436,0.954611100256443,8232,0.9760075,440.01188149396154,0.49463922,0.11758001,4289.365278959274,-0.0042558033,640
0.008767854,32050000,419.4,320500,231.60364,0.951473344117403,8092,0.9067549,418.18815479482606,0.47733378,0.10690001,4295.832393169403,-0.0042987233,641
0.00860235,32100000,409.45,321000,256.98438,0.9529834575951099,8249,0.91154575,395.9418106202278,0.47023517,0.107136,4302.657225608826,-0.0052412795,642
0.007998504,32150000,441.78,321500,230.91988,0.9489865489304066,8330,0.95210385,427.4929249415989,0.45579708,0.098904006,4309.209861278534,-0.006485662,643
0.00631374,32200000,384.19,322000,276.3909,0.9456458389759064,8065,0.9247308,378.9117403091971,0.43114635,0.074357994,4315.691977024078,-0.0062558455,644
0.017521197,32250000,443.14,322500,259.47675,0.9460584633052349,7954,0.97203726,442.156542832677,0.4131613,0.14617802,4322.547331809998,0.0036853352,645
0.014679193,32300000,428.91,323000,267.25674,0.9469234086573124,8249,0.969625,416.69891525179963,0.40580425,0.15540601,4329.148840904236,0.0020269686,646
0.0078193275,32350000,433.87,323500,269.42453,0.9467570781707764,8052,0.9502431,433.35232410559894,0.38521317,0.09721602,4335.574402809143,-0.005455455,647
0.007843032,32400000,425.87,324000,272.11005,0.9475070498883724,7863,1.0308259,449.65850729034076,0.3644518,0.095213994,4342.36088180542,-0.0054891193,648
0.008374122,32450000,425.47,324500,265.6327,0.9468473009765148,8175,0.970005,417.66160931444597,0.3505085,0.10091202,4349.301975250244,-0.003555645,649
0.008509274,32500000,436.59,325000,280.23013,0.9443014413118362,8264,0.9615013,424.911583868645,0.34104234,0.10624401,4355.899845838547,-0.0051630302,650
0.0075810067,32550000,398.44,325500,246.53745,0.9525926895439625,8007,0.93575346,398.33556527019465,0.3301456,0.09421799,4362.463736534119,-0.005942986,651
0.008487596,32600000,421.56,326000,267.87158,0.9482141695916653,8294,0.9774775,426.98811024414886,0.3137291,0.10343,4369.175941705704,-0.004738085,652
0.007864415,32650000,418.23,326500,244.29266,0.9520791731774807,7863,0.94274396,414.1789156790908,0.2949758,0.09825401,4375.656650304794,-0.0057938676,653
0.010100029,32700000,441.3,327000,208.92773,0.9483380950987339,8167,0.83704424,377.5810433044176,0.27610815,0.12073801,4382.473632335663,-0.0026935402,654
0.012505254,32750000,430.06,327500,236.25008,0.954094834625721,8385,0.9590692,407.19423115750817,0.26907727,0.14246,4389.032730340958,-0.0014580083,655
0.007431021,32800000,426.03,328000,273.91415,0.9490123949944973,8141,1.0013312,438.85263818520923,0.26178026,0.08899201,4395.432178974152,-0.0042452966,656
0.007707002,32850000,421.8,328500,218.9287,0.9513904079794884,8148,0.88973653,401.64547376197123,0.24064222,0.094666,4401.958601951599,-0.005386157,657
0.009471174,32900000,432.13,329000,227.77939,0.951955359429121,8115,0.9287467,408.957734384405,0.21805216,0.113783985,4408.536062479019,-0.004311374,658
0.007894965,32950000,419.07,329500,250.31194,0.9476977847516537,8081,0.9361269,390.306732099576,0.19054694,0.09529399,4415.291294336319,-0.0058883186,659
0.0117508955,33000000,434.2,330000,282.71323,0.9440792538225651,8054,0.96795994,445.0819374933809,0.16631024,0.14162399,4421.708945512772,-0.0025172827,660
0.013055796,33050000,444.25,330500,274.66144,0.9465255364775658,8106,0.98597866,441.9938074656722,0.15351368,0.143742,4428.364281177521,0.0018821375,661
0.009375529,33100000,427.88,331000,246.34076,0.9506046958267689,8317,0.9174164,416.81519814922757,0.14175355,0.118149996,4434.793545722961,-0.006693515,662
0.0077321995,33150000,424.92,331500,268.04825,0.9462703764438629,8126,0.9611715,447.2125522961797,0.12605318,0.09164,4441.278604745865,-0.0056423927,663
0.008054246,33200000,427.55,332000,257.77206,0.9501839354634285,8419,1.0133871,448.3103101706568,0.109727934,0.095982015,4447.886996507645,-0.0044377255,664
0.0088142445,33250000,419.34,332500,297.31335,0.9496297985315323,8017,1.087499,467.2868013332029,0.096329935,0.111331984,4454.1182951927185,-0.0040590535,665
0.009197511,33300000,440.62,333000,225.20369,0.9506178721785545,7776,0.9485538,419.25166092541053,0.07978064,0.113621995,4460.737850189209,-0.0050472855,666
0.010881752,33350000,426.11,333500,248.21638,0.9485711604356766,8065,0.9762498,437.1059739979228,0.06496943,0.13178602,4467.500100851059,-0.003929408,667
0.009906344,33400000,444.85,334000,199.39432,0.9529467187821865,8335,0.8518982,393.9001346765571,0.055859756,0.121708006,4474.07501912117,-0.0030808502,668
0.008455307,33450000,405.41,334500,239.51094,0.9524830542504787,8528,1.0057101,411.4959659400094,0.039732087,0.10414202,4480.457918167114,-0.004754909,669
0.007368795,33500000,412.64,335000,264.79007,0.9460031352937222,8314,0.9705723,397.5859832459043,0.02206696,0.089102,4486.863982439041,-0.0061030393,670
0.009610126,33550000,425.3,335500,245.87436,0.9471070729196072,8335,0.9008064,417.1824043570499,0.012187945,0.11758601,4493.382554769516,-0.004861039,671
0.009590145,33600000,437.68,336000,216.06473,0.952027153223753,8313,0.9046431,432.37545072699425,0.0037745894,0.119799994,4499.765604734421,-0.005077564,672
0.015749129,33650000,451.27,336500,199.20041,0.9513155370950699,7972,0.88384604,412.5876325267169,-0.006134974,0.14231199,4506.306503295898,0.0004713574,673
0.0073602693,33700000,423.0,337000,240.85698,0.9524170570075512,8184,0.9827793,425.6622243789453,-0.0059071034,0.09106,4513.086149215698,-0.0064778905,674
0.011147798,33750000,439.87,337500,214.0245,0.9487575069069862,8132,0.9083772,402.2819850701415,-0.018904114,0.127618,4519.56015086174,-0.0036385935,675
0.009776967,33800000,419.45,338000,255.98827,0.9534496255218983,8359,1.0681928,452.07382036376447,-0.028376687,0.12069602,4526.130789756775,-0.0037181005,676
0.010027018,33850000,439.06,338500,245.60318,0.9507585950195789,8048,0.98958635,447.42032273112113,-0.046933595,0.12405001,4532.585620164871,-0.0035071962,677
0.0101737175,33900000,442.46,339000,238.4597,0.9500452503561974,8081,0.9539691,452.70404368947214,-0.054900523,0.128328,4539.377272605896,-0.004197694,678
