ep_len_mean,policy_loss,serial_timesteps,clipfrac,n_updates,explained_variance,true_reward,approxkl,ep_reward_mean,fps,value_loss,total_timesteps,time_elapsed,policy_entropy
104.0,-0.005517231,161000,0.034443997,322,0.5676694810390472,8.013618,0.0036994473,888.1794778889883,8311,8227.733,16100000,2150.7062726020813,2.7534263
102.11,-0.0056780186,161500,0.038796004,323,0.542794406414032,7.998085,0.004017448,800.1893902801698,8092,7785.6675,16150000,2157.1616480350494,2.7448423
96.65,-0.0047668745,162000,0.024901994,324,0.568300873041153,7.789315,0.0030553949,802.143534508181,8094,8007.1523,16200000,2163.8983011245728,2.742901
96.58,-0.0054212366,162500,0.034534,325,0.5472810566425323,8.019027,0.0036377313,797.3178796508209,8044,7974.747,16250000,2170.6200461387634,2.7378178
98.16,-0.0052686376,163000,0.033014003,326,0.55220827460289,8.058723,0.0035538345,849.4609973386862,7904,8186.9595,16300000,2177.13023686409,2.730644
86.24,-0.0052975225,163500,0.035252005,327,0.5547468662261963,8.017964,0.0037610335,742.2039179854421,7934,8158.348,16350000,2183.866147994995,2.7257469
91.08,-0.005045337,164000,0.032618,328,0.5439935326576233,8.074571,0.0035488391,737.5221780996351,8035,8346.645,16400000,2190.6570224761963,2.723455
126.59,-0.004725373,164500,0.035498,329,0.5592600405216217,8.11698,0.0037736467,1093.286190570835,8247,8413.878,16450000,2197.219435453415,2.7215753
91.64,-0.005320566,165000,0.03269799,330,0.5545175671577454,7.8061357,0.0036002623,726.5664409255586,8384,8078.311,16500000,2203.864362478256,2.7161727
94.47,-0.0050334996,165500,0.032661997,331,0.5540590584278107,8.310938,0.0035761609,811.7166201122477,8517,8206.874,16550000,2210.3059878349304,2.7117503
110.33,-0.0049195057,166000,0.032727998,332,0.5533948540687561,8.02022,0.0036184024,950.5745501248817,8226,8120.8193,16600000,2216.4505684375763,2.705977
96.31,-0.0054393536,166500,0.032334004,333,0.5631972551345825,7.9929233,0.003508438,847.5262269445716,8357,8381.921,16650000,2223.0262706279755,2.6987998
101.41,-0.005143082,167000,0.033800002,334,0.5623518526554108,8.192817,0.00362738,844.8815026857238,8051,8420.143,16700000,2229.635710000992,2.6918302
85.61,-0.0053051775,167500,0.033202007,335,0.5656238794326782,7.6137476,0.0036257359,691.908239506485,8045,7406.6475,16750000,2236.4185376167297,2.6837409
96.37,-0.0047666933,168000,0.030173998,336,0.5633183717727661,7.9900923,0.0034478498,803.579909091657,8057,7924.66,16800000,2243.124411344528,2.6775434
101.76,-0.00530294,168500,0.034366,337,0.5631225109100342,8.0275955,0.0036528965,831.8899718147982,8074,8108.5864,16850000,2249.8415076732635,2.6724613
103.33,-0.0049184696,169000,0.03153,338,0.5447496771812439,8.282301,0.0035374397,905.6239743171143,8481,8342.868,16900000,2256.4734992980957,2.6624463
106.1,-0.0053444165,169500,0.031220004,339,0.5593210160732269,8.185062,0.003502964,892.3954563747906,8264,8092.0996,16950000,2262.8407759666443,2.6557276
95.1,-0.0050390707,170000,0.033292,340,0.5395047068595886,8.346665,0.0036604544,841.8118578508916,8219,8238.188,17000000,2269.2998950481415,2.6586764
90.46,-0.0049780547,170500,0.032184005,341,0.5667395293712616,8.046484,0.0035964826,794.7315999360312,8355,8002.72,17050000,2275.744199991226,2.6573439
105.86,-0.0049235853,171000,0.028592,342,0.5655877590179443,7.8797517,0.0032588833,935.9685068960372,8008,8072.0767,17100000,2282.203629732132,2.653573
91.48,-0.005178969,171500,0.034383997,343,0.5645359456539154,8.148553,0.003618645,771.3636444013542,8517,8322.746,17150000,2288.838196516037,2.6506846
109.56,-0.004812502,172000,0.031157995,344,0.5624724924564362,8.426237,0.003459652,1018.3572890299372,8125,8157.449,17200000,2295.1826424598694,2.6458478
97.54,-0.0047903555,172500,0.030571999,345,0.5679598152637482,8.056006,0.003480165,834.3438813005621,8012,8021.003,17250000,2301.862213611603,2.639814
112.62,-0.0055542295,173000,0.034434,346,0.5621811747550964,8.313655,0.003711423,996.2625921654399,8349,8309.156,17300000,2308.464612007141,2.6378644
87.07,-0.0052328156,173500,0.032438,347,0.5673056840896606,8.275881,0.003598671,730.3438363266247,7823,8297.202,17350000,2315.026001930237,2.6377912
96.88,-0.0044845673,174000,0.027833993,348,0.5735031366348267,8.231875,0.00327957,842.4858449090831,7716,8319.664,17400000,2322.0276477336884,2.6283984
95.83,-0.005015662,174500,0.030274002,349,0.569304347038269,8.401643,0.003405023,856.6948927518632,8096,8207.486,17450000,2328.9291310310364,2.6225364
109.64,-0.0053245802,175000,0.037001997,350,0.5689054131507874,8.260733,0.003907724,898.6576852396236,7970,8261.652,17500000,2335.652198076248,2.6207213
109.12,-0.0050790817,175500,0.034879997,351,0.5576730072498322,8.339152,0.0037847408,959.2138181893807,7955,8286.504,17550000,2342.551162004471,2.6144898
117.18,-0.005075022,176000,0.035298005,352,0.5692799091339111,8.229858,0.0037040925,1005.672230519231,8034,8211.093,17600000,2349.0397505760193,2.603568
79.0,-0.0051045697,176500,0.032289993,353,0.578445702791214,8.210522,0.0036281743,704.3469689646176,7890,7894.6035,17650000,2355.8130090236664,2.591152
95.36,-0.004942138,177000,0.031036004,354,0.5618957281112671,8.333157,0.0034899053,827.2573553837975,8111,8159.2505,17700000,2362.742992401123,2.5818357
114.23,-0.005650565,177500,0.034394003,355,0.570771723985672,8.368736,0.0036348505,1046.2739928992173,7824,8533.63,17750000,2369.368654727936,2.577136
89.85,-0.004688059,178000,0.030134004,356,0.5714463591575623,8.104853,0.0033909427,752.4601912018541,8213,7938.1343,17800000,2376.1584792137146,2.579387
92.49,-0.005307622,178500,0.031648,357,0.5693684816360474,7.8746376,0.0034915758,822.0921648473222,8072,7845.007,17850000,2382.823066711426,2.577996
116.49,-0.0049454886,179000,0.030632,358,0.5699559152126312,8.395755,0.0034906343,1001.311255169157,8057,8019.62,17900000,2389.4436495304108,2.5683608
114.37,-0.0055707623,179500,0.036258,359,0.5689084529876709,8.197186,0.00379749,983.6720083353797,7866,8062.505,17950000,2396.246936559677,2.563107
106.63,-0.0047246614,180000,0.032395996,360,0.5572084486484528,8.598266,0.0035135923,928.8428281592019,8070,8241.072,18000000,2403.201746702194,2.5583248
93.55,-0.004443305,180500,0.023747995,361,0.5746234357357025,8.043018,0.003151097,769.4829612599528,8228,8075.8086,18050000,2409.9694690704346,2.5482185
98.82,-0.0052878354,181000,0.033212006,362,0.5673617422580719,8.339328,0.003611756,854.3030031801405,8235,8185.3926,18100000,2416.610902070999,2.5400531
101.15,-0.005189882,181500,0.036067996,363,0.5761646330356598,8.228988,0.0038615086,859.6689606431406,7930,7888.1904,18150000,2423.0002479553223,2.5296345
97.54,-0.0050405557,182000,0.031779997,364,0.5876703262329102,8.212623,0.0036092026,809.6291924008239,7977,7856.7056,18200000,2429.7614500522614,2.5133529
81.76,-0.00591138,182500,0.036456,365,0.5777936279773712,8.461176,0.0038395708,712.7575884566317,8157,8294.985,18250000,2436.360638856888,2.5015345
96.31,-0.0052165347,183000,0.036241993,366,0.5795968770980835,8.243601,0.0037986126,877.5288524602865,8336,8312.345,18300000,2443.0200457572937,2.492373
100.19,-0.0058089453,183500,0.036094006,367,0.5757947564125061,8.617332,0.0038095254,906.856280449992,7965,8390.09,18350000,2449.674819469452,2.485401
128.95,-0.005192056,184000,0.036874,368,0.5739493668079376,8.082236,0.0038565693,1023.8089085420703,8113,7864.159,18400000,2456.5435926914215,2.4821792
101.44,-0.0054249405,184500,0.03618199,369,0.5764838457107544,8.348997,0.0037383882,869.6247341629298,8140,8156.7104,18450000,2463.208750963211,2.4778647
103.9,-0.0051871897,185000,0.034727998,370,0.5599905550479889,8.358131,0.0037362697,914.4737298673842,7925,8352.274,18500000,2469.963591814041,2.4720435
110.17,-0.004651786,185500,0.029452007,371,0.5821441113948822,8.2990465,0.0034145413,967.1636132665514,8039,7800.804,18550000,2476.6156420707703,2.468387
111.62,-0.0057235695,186000,0.037077997,372,0.5624543130397797,8.402085,0.0038186433,956.65500426304,8118,8125.1094,18600000,2483.2420370578766,2.462322
120.24,-0.0053534005,186500,0.033237997,373,0.5784937739372253,8.2618065,0.0035618967,1014.5350417487276,8081,7887.244,18650000,2489.85195851326,2.4610581
103.26,-0.0053171203,187000,0.03477601,374,0.5752842426300049,8.324901,0.003773123,915.8368886063248,8049,7970.806,18700000,2496.5162069797516,2.4613488
106.64,-0.0057229903,187500,0.036837995,375,0.5573120713233948,8.443546,0.0038532233,950.0064666756639,7874,8442.719,18750000,2503.2177357673645,2.4589362
103.94,-0.0046950094,188000,0.030359995,376,0.5739637017250061,8.548854,0.0035308772,932.1821573799616,8035,8177.044,18800000,2509.961929798126,2.4519334
103.38,-0.004974867,188500,0.032757994,377,0.5732322931289673,8.371382,0.003545346,894.7086066055996,8157,8026.6455,18850000,2516.6290538311005,2.447946
94.36,-0.0046909763,189000,0.028873991,378,0.5826591849327087,8.442678,0.0032885487,838.6837198372804,8064,8050.584,18900000,2523.2780148983,2.447922
109.28,-0.005276493,189500,0.036682002,379,0.5611436665058136,8.687584,0.0038535104,984.1850358962221,8160,8282.61,18950000,2530.1009392738342,2.4445875
110.16,-0.005493041,190000,0.037467998,380,0.5807711780071259,8.243901,0.003924974,923.7602172875288,8264,7761.8125,19000000,2536.528899669647,2.4355135
120.26,-0.0056485934,190500,0.038760003,381,0.5772271156311035,8.795713,0.0040136552,1081.684776420202,8203,8280.921,19050000,2543.0601954460144,2.4249923
91.84,-0.0051916903,191000,0.034913994,382,0.5715309381484985,8.366744,0.003746587,750.5905844177073,8131,7975.0566,19100000,2549.5285778045654,2.4170637
108.05,-0.005206715,191500,0.03655,383,0.5809974372386932,8.511156,0.0038824358,994.956192566182,8294,7958.5645,19150000,2556.2688410282135,2.4103115
120.57,-0.0047206236,192000,0.031287998,384,0.5816104412078857,8.346158,0.003454461,1013.5588389108924,7956,7781.8438,19200000,2562.7145931720734,2.4035685
111.88,-0.0050940234,192500,0.037846,385,0.5725422501564026,8.596502,0.003929081,987.6481815824518,8052,8200.086,19250000,2569.5546386241913,2.398208
109.61,-0.004975802,193000,0.034624003,386,0.5671282410621643,8.875195,0.0037473494,1001.3888102560304,8069,8259.892,19300000,2576.17742562294,2.3917043
124.91,-0.0052172625,193500,0.036454007,387,0.5663337111473083,8.597259,0.003826486,1085.2746381669294,8517,8196.645,19350000,2582.9381675720215,2.3835473
100.76,-0.005516192,194000,0.035816003,388,0.5759645402431488,8.4833765,0.0037300824,833.4603322849888,8248,7940.55,19400000,2589.145085811615,2.3784761
109.91,-0.0055220127,194500,0.038037997,389,0.5758680105209351,8.542105,0.0039517577,971.1506830226793,7968,8127.8223,19450000,2595.5258803367615,2.3756504
107.37,-0.0051811743,195000,0.034266006,390,0.5756499171257019,8.67101,0.003696951,924.7067690836266,8151,8400.163,19500000,2602.3618009090424,2.3745468
117.28,-0.0050910995,195500,0.035434004,391,0.59493288397789,8.633731,0.0038224733,1038.0004125583614,8096,8174.0186,19550000,2609.079710960388,2.3719983
104.76,-0.0049631847,196000,0.033566,392,0.5628403425216675,8.415396,0.0036585743,925.9677119942254,7971,8161.964,19600000,2615.7207522392273,2.3652334
123.7,-0.0053847497,196500,0.037351996,393,0.5928972363471985,8.481271,0.003920378,1117.541686026575,8224,8090.3687,19650000,2622.3551633358,2.357106
99.74,-0.0050203837,197000,0.034728,394,0.5872305333614349,8.698585,0.003757638,924.9764793455793,7906,8123.3066,19700000,2628.8945326805115,2.3496888
110.47,-0.0059401095,197500,0.03741,395,0.5914224684238434,8.576672,0.0038517544,970.6348905488197,8086,8034.1987,19750000,2635.5829162597656,2.3466399
108.59,-0.0050176843,198000,0.041608006,396,0.5810364484786987,8.748641,0.004062886,1016.6547281459905,8126,8233.888,19800000,2642.214591741562,2.3470304
103.17,-0.005255972,198500,0.036631998,397,0.5703175663948059,8.587986,0.0038641286,924.6364117933111,8092,8165.078,19850000,2648.8679218292236,2.3442686
98.92,-0.0051697213,199000,0.034042004,398,0.5834363698959351,8.607968,0.0036934628,897.4122232476866,7876,7934.5225,19900000,2655.6012675762177,2.3378475
122.04,-0.0056620063,199500,0.039447993,399,0.5876086056232452,8.60053,0.0040052845,1119.0103225113905,7909,8264.652,19950000,2662.5426363945007,2.3295274
125.58,-0.0057440046,200000,0.039924,400,0.5848511457443237,8.589694,0.0040860516,1113.7319641856895,8080,8035.632,20000000,2669.387678861618,2.3232634
104.04,-0.005249754,200500,0.031391997,401,0.5858319699764252,8.587137,0.0035636062,982.6410516249947,8001,8061.5693,20050000,2676.108779668808,2.3176136
101.06,-0.004866143,201000,0.034266002,402,0.5812937319278717,8.580638,0.0036105937,882.9520787140541,8000,8064.2896,20100000,2682.788831949234,2.3092506
106.35,-0.005535319,201500,0.0356,403,0.579334944486618,8.7762,0.0037506244,998.5984682945395,8113,8365.737,20150000,2689.5360264778137,2.300486
104.0,-0.005006611,202000,0.034598,404,0.5867446660995483,8.56616,0.0037260605,1015.2077377177245,7978,8069.9995,20200000,2695.9939942359924,2.2909548
121.68,-0.0044367183,202500,0.027,405,0.6011075079441071,8.706435,0.0032512394,1099.468705830771,8182,8064.2695,20250000,2702.73278260231,2.281591
94.0,-0.005014366,203000,0.033906,406,0.5886106789112091,8.614043,0.0036808788,848.6905654344897,8068,7980.833,20300000,2709.3855922222137,2.2726126
109.87,-0.005433408,203500,0.041167997,407,0.5758236944675446,8.927176,0.0041357568,988.0990719284024,7933,8300.97,20350000,2716.2284660339355,2.2651715
109.02,-0.005461055,204000,0.038567998,408,0.5774489045143127,8.69085,0.0039505903,992.8059143625171,7960,7953.2046,20400000,2723.0396428108215,2.2569807
107.56,-0.005210638,204500,0.040009998,409,0.5753301680088043,9.0289135,0.0041062934,1001.8929769150517,8229,8605.579,20450000,2729.8337392807007,2.249999
110.08,-0.0055573243,205000,0.042641994,410,0.5866282284259796,8.912273,0.0042493334,1018.9084472319623,8226,8531.371,20500000,2736.2951488494873,2.2434483
102.89,-0.005374099,205500,0.034692,411,0.5843429267406464,8.591457,0.0037471585,981.0996023649606,8197,8088.7188,20550000,2742.8686757087708,2.2350805
118.1,-0.0045859017,206000,0.026878,412,0.5875276625156403,8.635757,0.0031946353,1071.3281420077965,7946,8212.17,20600000,2749.275130748749,2.2313278
124.22,-0.005514317,206500,0.035609998,413,0.5868285894393921,8.692775,0.0037489473,1105.0799076316598,7802,8054.734,20650000,2755.8452093601227,2.2241645
94.36,-0.004860555,207000,0.029676005,414,0.5941019654273987,8.687269,0.0033969248,851.7932974003348,7900,8120.346,20700000,2762.563670873642,2.2157855
113.8,-0.0055242092,207500,0.039014,415,0.5916650295257568,8.913691,0.004060616,1032.5528140875604,7925,8097.4883,20750000,2769.4266233444214,2.2047987
92.37,-0.0056713154,208000,0.038418002,416,0.5731924772262573,8.917066,0.003923288,824.8385860107536,8252,8218.541,20800000,2776.2674667835236,2.1939106
102.14,-0.0050846054,208500,0.035132002,417,0.5972510278224945,8.951969,0.003793852,931.7345757958666,7915,8229.172,20850000,2782.8416800498962,2.1886191
102.26,-0.004675214,209000,0.03367,418,0.5816148817539215,8.873163,0.0035980332,922.1034815336868,7859,8042.338,20900000,2789.663614988327,2.1855211
101.48,-0.00568574,209500,0.036038,419,0.5959343612194061,8.702913,0.0038055342,907.7816634831856,7918,8029.975,20950000,2796.5559499263763,2.1824248
93.43,-0.005206048,210000,0.035264004,420,0.6039945781230927,8.569134,0.0037874395,792.6210008907947,8410,7724.6436,21000000,2803.4988520145416,2.1753325
111.78,-0.005165826,210500,0.034219995,421,0.5861806571483612,8.62357,0.0037069963,986.1667084714537,8208,8089.3823,21050000,2810.0734775066376,2.1647143
112.29,-0.0053288955,211000,0.037184,422,0.5979433059692383,8.944846,0.003918458,1031.409665587541,8015,8314.904,21100000,2816.599469423294,2.1541343
102.49,-0.006184815,211500,0.046225995,423,0.6099365055561066,8.851741,0.0044830544,934.7339070319431,8034,8051.466,21150000,2823.3016970157623,2.1398516
114.15,-0.0060503455,212000,0.04242,424,0.607934296131134,8.793974,0.004264448,1105.6832800420189,8253,7916.8633,21200000,2830.040328025818,2.1270206
127.8,-0.0059292973,212500,0.042097997,425,0.594676673412323,8.806963,0.0041879006,1118.4961679145647,8207,8018.676,21250000,2836.637050151825,2.1175303
95.76,-0.005633309,213000,0.038135998,426,0.5954078137874603,8.704492,0.0039601536,893.5584730132948,8158,8131.773,21300000,2843.072993993759,2.1100252
115.47,-0.005583301,213500,0.036473997,427,0.6084326207637787,8.730715,0.0038593092,1068.8810695168143,8275,7921.2373,21350000,2849.7721860408783,2.100362
114.07,-0.005112995,214000,0.032516,428,0.6022278368473053,8.845338,0.003525812,1082.9045460322263,8009,8175.0737,21400000,2856.329572916031,2.0918016
110.02,-0.005686021,214500,0.03656,429,0.5798438191413879,8.955841,0.0038311584,975.6784979005298,8166,8403.896,21450000,2863.0806081295013,2.0878477
109.87,-0.005975927,215000,0.045612,430,0.5903964042663574,8.851932,0.0044769933,983.6939553300035,8187,8128.4106,21500000,2869.6551921367645,2.0817237
107.88,-0.00497694,215500,0.035364,431,0.5966289639472961,8.848865,0.003838355,960.1666604147176,8134,7998.272,21550000,2876.2058379650116,2.074718
122.59,-0.0053294883,216000,0.04001401,432,0.5837577283382416,8.776939,0.0040650438,1170.7882227477735,8030,8089.055,21600000,2882.952701330185,2.0692399
121.98,-0.0053306324,216500,0.037560005,433,0.5940386652946472,8.811134,0.0038964527,1132.2655500003602,7993,8062.247,21650000,2889.5126152038574,2.0638654
107.19,-0.0053304876,217000,0.036114004,434,0.6107381582260132,8.968027,0.003878401,987.9396922207344,7990,8040.439,21700000,2896.355214357376,2.0564382
129.52,-0.00573196,217500,0.038194012,435,0.6073722243309021,9.092518,0.003968786,1227.1351293426287,8187,8371.139,21750000,2903.1748881340027,2.046503
103.6,-0.004918435,218000,0.032516,436,0.6223907470703125,9.006589,0.0036391278,951.8049624914047,8210,7981.825,21800000,2909.760776758194,2.0386667
114.79,-0.0051739775,218500,0.034665994,437,0.6121931076049805,8.902247,0.0037628969,1066.4626294750417,8199,7958.0327,21850000,2916.3238723278046,2.0315673
121.34,-0.005461125,219000,0.037522007,438,0.6024591028690338,8.999159,0.0038159913,1193.0433377524,8057,8196.861,21900000,2923.0452659130096,2.0278106
121.72,-0.005781529,219500,0.041727997,439,0.5979001820087433,9.108436,0.0041539664,1112.3877928099275,8170,8408.543,21950000,2929.736570119858,2.0238512
122.8,-0.0054298383,220000,0.041219994,440,0.6045843362808228,9.208701,0.0041191485,1189.4197036594421,8105,8520.665,22000000,2936.3405249118805,2.0179358
122.59,-0.0056762183,220500,0.044021998,441,0.6052105128765106,8.90956,0.0042325445,1146.6270565528016,8184,7933.2964,22050000,2943.0908868312836,2.0124292
120.83,-0.0057995375,221000,0.038830005,442,0.5931094586849213,9.056233,0.003981192,1116.8171391954645,8225,8203.56,22100000,2949.6845870018005,2.0046334
144.9,-0.005169669,221500,0.035006,443,0.607435941696167,8.862043,0.0037827373,1353.2413998297486,7934,8131.9883,22150000,2956.297931909561,1.9962813
117.76,-0.0060394336,222000,0.04754,444,0.5851856768131256,8.933693,0.0045524877,1098.2649152103206,8049,8288.399,22200000,2963.075596809387,1.9862975
113.34,-0.006477928,222500,0.04913,445,0.5996512174606323,8.984191,0.0045497604,1046.0778254913027,8216,8048.57,22250000,2969.7808890342712,1.9811995
141.54,-0.0053831907,223000,0.036412004,446,0.6124644577503204,8.7358465,0.0039000052,1299.3449312312785,8025,7789.7495,22300000,2976.433487892151,1.976506
98.37,-0.0059580654,223500,0.04511399,447,0.6012917757034302,8.917728,0.004333623,921.9154479611676,8228,7905.9805,22350000,2983.135579586029,1.972203
105.67,-0.005351782,224000,0.040235996,448,0.6014596521854401,8.969961,0.0040708925,1001.5269972831662,8496,7997.7964,22400000,2989.674042701721,1.9681131
127.67,-0.0051126345,224500,0.038376007,449,0.5991808474063873,9.02797,0.0039955215,1162.6676268854783,8586,7885.8765,22450000,2996.0744223594666,1.9555104
106.69,-0.0051649753,225000,0.037778,450,0.6161502301692963,8.76222,0.0038920937,954.3245737028332,7756,7558.6025,22500000,3002.578992843628,1.9411628
121.73,-0.005932836,225500,0.046294007,451,0.6029287278652191,9.034142,0.0044488083,1106.2978579642752,8038,7898.389,22550000,3009.5150303840637,1.9341396
129.46,-0.005313378,226000,0.03978,452,0.6045013070106506,8.961423,0.004057475,1260.0214199745544,8144,8077.928,22600000,3016.336567878723,1.9256794
115.03,-0.0054456713,226500,0.038159996,453,0.6099580824375153,9.045862,0.003929889,1044.1187635894353,8200,8193.002,22650000,3022.943636894226,1.9153594
120.83,-0.0058445223,227000,0.037766,454,0.609074741601944,9.094216,0.0039063073,1129.5635894956533,7944,8179.627,22700000,3029.5362362861633,1.9061656
122.18,-0.0052007046,227500,0.035158,455,0.5919131338596344,8.885735,0.0037492493,1110.06445597752,8000,8106.5156,22750000,3036.322844028473,1.901213
134.05,-0.0063012433,228000,0.048563994,456,0.5957233011722565,9.200681,0.0044846777,1219.3126153738401,7935,8202.615,22800000,3043.205462694168,1.9014316
129.17,-0.005555043,228500,0.038484,457,0.6074233949184418,9.179995,0.0039440147,1213.2377950016921,8298,8030.6895,22850000,3049.7586195468903,1.8973106
113.3,-0.0054161455,229000,0.033832,458,0.6035967171192169,8.872047,0.0036985227,1102.4366562190162,8143,8056.2524,22900000,3056.2209074497223,1.891911
119.84,-0.005702,229500,0.041903995,459,0.6105145215988159,8.913941,0.0041498765,1102.0548837645374,8484,7948.3667,22950000,3062.743074655533,1.8870654
116.19,-0.0054467996,230000,0.039541997,460,0.610496312379837,8.946463,0.004056979,1101.7789032101539,8183,8245.933,23000000,3069.07093667984,1.8815966
92.58,-0.0059220423,230500,0.043727998,461,0.6219455599784851,8.933645,0.0041882754,847.1080628178828,8354,7622.5806,23050000,3075.684999704361,1.8791965
120.52,-0.0056236754,231000,0.039918,462,0.6144651174545288,8.995181,0.0040272414,1065.299862299417,8353,8152.2036,23100000,3082.302252292633,1.8766083
110.61,-0.0059691174,231500,0.042082,463,0.6070775091648102,8.870083,0.004152686,1026.4932797343424,8037,7806.1655,23150000,3088.8355872631073,1.8733069
117.16,-0.005862108,232000,0.040911995,464,0.615763247013092,8.749095,0.004125679,1102.0717105923104,8210,7605.9355,23200000,3095.647666454315,1.868698
129.76,-0.005733062,232500,0.044032007,465,0.6032648086547852,9.021391,0.004330868,1229.8079503206827,7934,8114.696,23250000,3102.3555538654327,1.859691
117.5,-0.0049202377,233000,0.036016,466,0.6017161309719086,8.885351,0.0038484228,1065.2315238335473,8242,7754.2036,23300000,3108.9666590690613,1.8498793
133.34,-0.005678174,233500,0.039246,467,0.6138381659984589,8.7659445,0.004026212,1245.5016407841676,8011,8197.497,23350000,3115.348156452179,1.8420253
132.91,-0.005144054,234000,0.03883,468,0.6128701567649841,8.715943,0.004039651,1242.4157863969403,8108,7499.6055,23400000,3121.9307103157043,1.8316486
126.9,-0.0059820674,234500,0.043582,469,0.5982519090175629,9.191295,0.0042755324,1157.107592452469,7890,8092.397,23450000,3128.614467382431,1.8242927
100.21,-0.005359996,235000,0.039618004,470,0.6048896908760071,9.1377535,0.004043847,923.9625339789688,8224,7999.2495,23500000,3135.510956287384,1.8225522
126.72,-0.00564412,235500,0.041740008,471,0.6005265414714813,8.99624,0.0041993116,1175.6006695160956,8180,7976.0444,23550000,3142.1047661304474,1.8179505
119.36,-0.0051609427,236000,0.036982,472,0.5994769632816315,9.019832,0.0038337843,1161.613112058267,7970,7948.0,23600000,3148.5701444149017,1.8071547
118.63,-0.0054919627,236500,0.042513996,473,0.6100593507289886,9.069787,0.004211199,1150.9063863907243,8100,7851.3555,23650000,3155.367006778717,1.7985791
140.23,-0.0059163845,237000,0.044670004,474,0.6040997505187988,9.156603,0.0043233163,1374.036788949643,8290,8076.2896,23700000,3162.1657285690308,1.7900615
112.73,-0.005673192,237500,0.040942002,475,0.6077901124954224,9.084326,0.0040917885,1060.2814590778435,7751,7971.466,23750000,3168.857337474823,1.7852596
127.21,-0.0061721737,238000,0.04532001,476,0.6100107133388519,9.0713,0.0043793833,1203.2710170620867,8099,8048.7017,23800000,3175.713971853256,1.7809997
136.0,-0.00615583,238500,0.046829995,477,0.6178449392318726,9.119281,0.0045216535,1283.2821970351692,7788,7839.766,23850000,3182.49964094162,1.7741796
131.42,-0.0057176333,239000,0.04217599,478,0.6133782267570496,9.134908,0.004243793,1227.018747743211,8244,8018.872,23900000,3189.250317335129,1.7651954
133.79,-0.00555531,239500,0.040189993,479,0.6114434897899628,9.209442,0.0040081874,1307.209796937853,8317,8189.7544,23950000,3195.7262256145477,1.7590412
164.58,-0.005938759,240000,0.051457997,480,0.6030579805374146,9.304462,0.004708543,1632.9445502822834,7927,8135.1387,24000000,3202.2101650238037,1.7602903
123.89,-0.0057219565,240500,0.042527996,481,0.6138885617256165,8.949456,0.004218231,1110.970775458651,8034,7463.136,24050000,3209.0252583026886,1.7573876
119.5,-0.0050366814,241000,0.0369,482,0.6161025166511536,8.948457,0.0038661107,1059.4877217743174,8251,7737.2163,24100000,3215.714552640915,1.7501259
121.76,-0.004811579,241500,0.031872,483,0.6053324937820435,9.000755,0.003550341,1121.3861570350127,8049,7843.7993,24150000,3222.180199623108,1.7480081
110.18,-0.005602811,242000,0.04257,484,0.6087461709976196,9.401946,0.0042021815,1068.3978427395796,8226,8248.193,24200000,3228.8859078884125,1.7465701
124.13,-0.005993287,242500,0.040936008,485,0.620589017868042,8.915284,0.004138268,1136.4888526551147,8047,8115.3057,24250000,3235.4846484661102,1.7396181
112.15,-0.0056362073,243000,0.041018005,486,0.5968480706214905,8.956902,0.004160503,1024.700150113164,8420,7780.1714,24300000,3242.034022092819,1.7276812
131.52,-0.0054626046,243500,0.041756004,487,0.6012077629566193,9.100024,0.0042026206,1231.1479572993544,8400,7607.99,24350000,3248.3663613796234,1.7190084
134.68,-0.005072513,244000,0.037437998,488,0.6182697415351868,8.993174,0.003898887,1193.436930000381,7766,7619.214,24400000,3254.788450241089,1.7124307
123.85,-0.0058376556,244500,0.04311,489,0.6217504143714905,9.060904,0.0042966143,1200.466481572747,8030,7762.395,24450000,3261.8000943660736,1.7064085
119.84,-0.005667695,245000,0.038026,490,0.6158654391765594,9.344672,0.003912406,1182.9855612929398,7673,7914.87,24500000,3268.4566493034363,1.7001731
109.58,-0.00652297,245500,0.049037997,491,0.6234197616577148,9.173278,0.004636533,1009.342153706681,7929,7979.7144,24550000,3275.4701056480408,1.6924397
131.03,-0.0057532433,246000,0.040886,492,0.6214996576309204,8.6956215,0.0041470863,1165.901228139809,8052,7399.302,24600000,3282.350545167923,1.6832607
138.01,-0.0065652933,246500,0.049798,493,0.6359247267246246,8.911358,0.004688752,1303.3912641640845,7934,7735.3413,24650000,3289.0357563495636,1.6742445
137.49,-0.0061495304,247000,0.045769997,494,0.6069481074810028,9.356681,0.0044295527,1276.4874100437437,8066,8137.824,24700000,3295.8281633853912,1.6689765
131.81,-0.006348963,247500,0.044832002,495,0.6203966438770294,8.881379,0.0043288176,1210.498906366639,7898,7620.9243,24750000,3302.5422580242157,1.6661644
110.32,-0.0053873453,248000,0.04088,496,0.6281748712062836,9.047455,0.004101657,1066.5501751909592,8317,7591.3843,24800000,3309.31950879097,1.6614375
134.13,-0.005675885,248500,0.043116003,497,0.6098526120185852,9.376263,0.0041963486,1322.2879696554558,8145,8060.273,24850000,3315.9163756370544,1.6596913
120.99,-0.005850451,249000,0.03893399,498,0.6302234530448914,8.855976,0.0039974977,1179.1547985450004,7986,7243.136,24900000,3322.320350408554,1.6556813
122.19,-0.0056766593,249500,0.044522002,499,0.6235721111297607,9.212908,0.004316122,1157.904210244771,8072,8084.0527,24950000,3329.0019669532776,1.6493783
