fps,policy_loss,ep_reward_mean,total_timesteps,ep_len_mean,time_elapsed,clipfrac,value_loss,n_updates,policy_entropy,explained_variance,approxkl,serial_timesteps,true_reward
8078,-0.0062580635,5.742472171960981,24700000,63.39,3287.7752957344055,0.15748997,0.055789307,494,-0.18697746,0.9906206550076604,0.011518396,247000,0.13103326
7889,-0.005765485,5.856943577018683,24750000,66.36,3294.382356405258,0.155088,0.06057153,495,-0.18478182,0.9897303450852633,0.011511377,247500,0.12832367
8086,-0.0075731003,5.95949691626367,24800000,64.43,3301.152421951294,0.16231395,0.057488505,496,-0.21028745,0.9903574762865901,0.012051319,248000,0.13360436
7873,-0.0063564307,6.541650872658938,24850000,74.22,3307.739913702011,0.16969599,0.082742855,497,-0.22562833,0.9868527501821518,0.012851264,248500,0.13143134
7965,-0.007994884,5.875156259650757,24900000,66.89,3314.6245443820953,0.15052198,0.05142803,498,-0.22321375,0.9909704905003309,0.011201608,249000,0.12888606
8061,-0.0075097852,5.9263891882271125,24950000,68.56,3321.2265105247498,0.137888,0.06440225,499,-0.22621498,0.9891943670809269,0.010261316,249500,0.13174099
8202,-0.0075788107,6.190100484990762,25000000,62.73,3327.962965488434,0.15524201,0.042631622,500,-0.23488523,0.9923143899068236,0.011439371,250000,0.13389267
7770,-0.0062723244,5.72458866782501,25050000,61.88,3334.622230052948,0.161028,0.089882284,501,-0.24835503,0.9851665906608105,0.011959958,250500,0.12861177
8119,-0.008593368,5.7183287232384465,25100000,59.8,3341.5752580165863,0.15479597,0.062222734,502,-0.25767747,0.9899100298061967,0.011533014,251000,0.12907507
8082,-0.007591403,6.280382959136914,25150000,69.65,3348.2358314990997,0.153892,0.06430863,503,-0.2745119,0.9896938074380159,0.011396782,251500,0.12952234
7957,-0.0072569256,6.0407076453522315,25200000,65.17,3354.988748073578,0.146914,0.10501237,504,-0.27698,0.9832501243799925,0.010968823,252000,0.12646233
8235,-0.007486829,4.876272727000323,25250000,57.36,3361.7409160137177,0.156302,0.061692692,505,-0.27296194,0.989937711507082,0.0116406325,252500,0.13581009
8133,-0.006702401,4.848671925653179,25300000,57.25,3368.194258213043,0.15379602,0.089160204,506,-0.27554733,0.9858466489240527,0.0114812525,253000,0.13230789
8062,-0.007922489,5.051696491949442,25350000,58.31,3374.836004257202,0.15862402,0.058906708,507,-0.27673146,0.9902123548090458,0.0118440315,253500,0.12820445
8359,-0.008133793,5.124258597433072,25400000,56.59,3381.2650570869446,0.159052,0.052709885,508,-0.28245875,0.9910310786217451,0.011713756,254000,0.1320237
8376,-0.007313348,5.399207651148317,25450000,62.83,3387.7273094654083,0.166146,0.06280251,509,-0.29060727,0.9890337660908699,0.012364703,254500,0.13172515
7928,-0.006786524,4.944435312772693,25500000,56.83,3394.2648899555206,0.15281999,0.063679464,510,-0.29816765,0.9894476644694805,0.011411326,255000,0.13287103
8208,-0.007271895,5.792946870180312,25550000,65.53,3401.0817923545837,0.15516399,0.056749087,511,-0.29962522,0.9903631554916501,0.01149147,255500,0.1319858
8123,-0.007915592,4.969789054682769,25600000,57.46,3407.5794410705566,0.153108,0.07240157,512,-0.29417574,0.9881901498883963,0.011326568,256000,0.1304571
8134,-0.008497852,5.808377274752129,25650000,65.01,3414.207065820694,0.14912201,0.065105155,513,-0.28573203,0.9890451347455382,0.011177097,256500,0.12823205
8168,-0.007962901,5.576465888963139,25700000,65.52,3420.774292230606,0.16487199,0.061653975,514,-0.28286257,0.9897570060566068,0.012122655,257000,0.12975334
7959,-0.0077118888,6.167074923797773,25750000,65.56,3427.2909095287323,0.146194,0.057764735,515,-0.28771722,0.9900844898074865,0.010905295,257500,0.13258342
8341,-0.0074437223,5.824982656676693,25800000,63.4,3434.1381311416626,0.138764,0.087799765,516,-0.29712367,0.9856651788577437,0.010456612,258000,0.13172719
8168,-0.0070703328,6.066027341542212,25850000,62.52,3440.5432324409485,0.16201396,0.06922871,517,-0.30792245,0.9888791907578707,0.012082503,258500,0.13459899
7872,-0.0064944588,4.461877458788368,25900000,54.25,3447.135924577713,0.147042,0.071265355,518,-0.3169874,0.9880970614030957,0.011001873,259000,0.12983912
8039,-0.0083877435,6.155419188582455,25950000,62.27,3454.0187566280365,0.144378,0.056963064,519,-0.32228234,0.9910453297197819,0.0108334925,259500,0.13077764
7784,-0.008526303,5.390885037849366,26000000,61.35,3460.8208708763123,0.15586199,0.06319979,520,-0.33425122,0.989266405813396,0.01159766,260000,0.12869065
7809,-0.007379046,6.344218079008569,26050000,64.26,3467.6713972091675,0.16689001,0.07303426,521,-0.33850852,0.9880975103005767,0.012406385,260500,0.12941489
8200,-0.00896875,5.581326670592534,26100000,68.32,3474.6449596881866,0.15953404,0.050124798,522,-0.34405908,0.991407597437501,0.011709255,261000,0.12749498
8081,-0.0074793603,5.767067567691556,26150000,68.02,3481.2325484752655,0.15393603,0.07180484,523,-0.34633264,0.988641457632184,0.011433077,261500,0.12853335
7870,-0.0070060287,5.821643483949738,26200000,62.46,3487.7785968780518,0.149674,0.05114984,524,-0.34681997,0.9910907652229071,0.011177287,262000,0.12913695
8324,-0.007871927,6.119787381338501,26250000,64.43,3494.4855070114136,0.15942398,0.060626213,525,-0.35009098,0.9900175193324685,0.01177147,262500,0.12827624
8404,-0.006066753,6.5678646979662885,26300000,64.91,3500.8374757766724,0.15376996,0.066938646,526,-0.35484272,0.9892322290688753,0.01142562,263000,0.133012
8233,-0.0057567526,5.643964664442574,26350000,67.62,3507.2622742652893,0.16734402,0.052272744,527,-0.36986867,0.9911978915333748,0.012391235,263500,0.12730986
7959,-0.007561537,5.483320390587832,26400000,57.13,3513.6273295879364,0.15891999,0.060028862,528,-0.37785146,0.9897501468658447,0.011890709,264000,0.1290311
7997,-0.0072195954,5.9138845985801165,26450000,69.53,3520.5546395778656,0.16987398,0.05895477,529,-0.37772456,0.9901766469702125,0.012632013,264500,0.12602457
7961,-0.007541623,6.079714550299687,26500000,64.33,3527.3294270038605,0.166152,0.061301194,530,-0.39625984,0.9907718542963266,0.012633946,265000,0.12988712
8123,-0.008227507,5.961982305831916,26550000,68.67,3534.072139263153,0.15389201,0.056807347,531,-0.40884757,0.9907142827287316,0.011334316,265500,0.12803476
7858,-0.006214263,5.029181968480843,26600000,54.47,3540.7312562465668,0.161308,0.07008817,532,-0.4143577,0.9884600099176168,0.012051915,266000,0.13336377
8119,-0.0062057083,6.103157903412357,26650000,63.25,3547.545988559723,0.15719199,0.0725438,533,-0.42507225,0.9883104395121336,0.011838927,266500,0.13246313
8340,-0.0070210774,6.640163004557035,26700000,68.29,3554.163079738617,0.149326,0.0649833,534,-0.43567804,0.9895049883052707,0.011195793,267000,0.13059516
7965,-0.0048324126,5.082698144944734,26750000,63.15,3560.6562838554382,0.17178397,0.06415632,535,-0.44036147,0.9893770376220345,0.012945345,267500,0.1304296
8137,-0.004993917,6.79436927537703,26800000,70.0,3567.614100217819,0.14910598,0.05921701,536,-0.44139817,0.9906680434942245,0.01104591,268000,0.13219209
8243,-0.009080005,6.12112572640297,26850000,66.45,3574.260501384735,0.14173001,0.029344564,537,-0.44483903,0.9951497670263052,0.010450487,268500,0.13191773
8132,-0.006729499,6.250438820377676,26900000,64.19,3580.801998615265,0.156946,0.06458582,538,-0.4596365,0.9890543548390269,0.011743838,269000,0.13054849
8426,-0.0070115267,6.2354650999043955,26950000,65.16,3587.4334573745728,0.15451403,0.071992576,539,-0.45992154,0.9879615604877472,0.011589763,269500,0.1343257
8412,-0.007746841,5.496098860471975,27000000,63.93,3593.8581879138947,0.16677797,0.07979251,540,-0.45517394,0.9871449237689376,0.012484176,270000,0.12938777
8322,-0.0074521992,6.316446100300381,27050000,68.4,3600.1870515346527,0.149462,0.040236093,541,-0.45329022,0.9928859793581069,0.010998964,270500,0.13444583
8284,-0.008308651,5.630413793650368,27100000,61.5,3606.5230782032013,0.153826,0.063492805,542,-0.45195916,0.9897364880889654,0.011384363,271000,0.1341052
8067,-0.0074244444,5.01748610356939,27150000,55.97,3612.9033222198486,0.161444,0.042531263,543,-0.45223328,0.9927481980994344,0.0120372,271500,0.13113198
8344,-0.006762462,5.715846271542905,27200000,64.15,3619.631007194519,0.164976,0.07567963,544,-0.45785648,0.9880789937451482,0.0123271085,272000,0.12906751
8147,-0.0061731674,5.316701420725585,27250000,58.32,3626.17777967453,0.147464,0.06612664,545,-0.46706474,0.9887207048013806,0.010941634,272500,0.13418391
8079,-0.0088359825,5.958270169442949,27300000,67.14,3632.8008115291595,0.16120401,0.0460531,546,-0.47961265,0.9919696925207973,0.011900203,273000,0.13026102
8211,-0.007091044,5.612152240841096,27350000,62.9,3639.44230055809,0.18062,0.08099461,547,-0.482819,0.9863091995939612,0.013473823,273500,0.13260317
8144,-0.008075551,6.330527326833107,27400000,71.68,3646.1561784744263,0.1613,0.044767942,548,-0.48302966,0.9925199784338474,0.011953721,274000,0.13140169
7899,-0.007752306,6.0099884167287385,27450000,65.04,3652.7445986270905,0.15155397,0.034947228,549,-0.4884371,0.9938776977360249,0.011189096,274500,0.13604662
8021,-0.007504645,5.83864963841108,27500000,63.91,3659.608860731125,0.17009802,0.094952784,550,-0.50042033,0.9847044972702861,0.012974415,275000,0.13042997
8096,-0.007612243,5.271733566450567,27550000,58.9,3666.370589733124,0.15866998,0.046761103,551,-0.52342325,0.9918653937056661,0.011829193,275500,0.13079073
7924,-0.008501395,5.652485639044608,27600000,63.31,3672.838433265686,0.15762599,0.046262003,552,-0.5367377,0.9919377872720361,0.01176284,276000,0.12999077
8018,-0.006085453,5.735383533822096,27650000,59.27,3679.53653216362,0.17042196,0.08206629,553,-0.5400071,0.986173746176064,0.01286972,276500,0.13206364
7984,-0.007397584,6.269118716833691,27700000,67.06,3686.2453706264496,0.15996003,0.07895791,554,-0.5427363,0.9869586825370789,0.012109169,277000,0.13074297
7941,-0.008179609,6.434687396582885,27750000,62.53,3692.955268383026,0.16695803,0.06364726,555,-0.54196066,0.9897219724953175,0.012508446,277500,0.13248783
8034,-0.007768984,5.041788488850143,27800000,56.4,3699.677886247635,0.17119803,0.06636811,556,-0.54572916,0.9893238050863147,0.012716165,278000,0.13064153
8350,-0.006617563,5.230512308798643,27850000,61.37,3706.434532880783,0.16633397,0.06731568,557,-0.5521205,0.9885863065719604,0.01251428,278500,0.13357747
7952,-0.0061314898,6.249951331334087,27900000,63.23,3712.899714231491,0.16945997,0.057371758,558,-0.5642029,0.9903210308402777,0.013148262,279000,0.13225496
7983,-0.007283347,5.9642865549676936,27950000,62.82,3719.719995498657,0.16372798,0.071541935,559,-0.5709744,0.988067165017128,0.012265496,279500,0.13665146
8029,-0.007838667,5.265795704334014,28000000,60.37,3726.5112318992615,0.16622402,0.05418663,560,-0.5711081,0.990771153010428,0.012376273,280000,0.13013864
7859,-0.0079421615,7.292989178879943,28050000,69.84,3733.2062652111053,0.160308,0.042431436,561,-0.57655776,0.9928376125171781,0.011867455,280500,0.13430546
8060,-0.008009142,5.6514863263748705,28100000,64.83,3739.9856944084167,0.181106,0.067723595,562,-0.5826628,0.988492944277823,0.013687808,281000,0.1317927
8053,-0.008767832,5.4177724217689684,28150000,64.28,3746.684072494507,0.16475798,0.049205832,563,-0.58948094,0.9915459770709276,0.012263681,281500,0.13431779
8188,-0.0066764764,6.3411053122836165,28200000,65.77,3753.429946899414,0.16357002,0.12292239,564,-0.5882258,0.9808394461870193,0.0121715665,282000,0.12842087
8406,-0.0079013305,6.1949189326528,28250000,63.05,3760.120806455612,0.150398,0.06239643,565,-0.59144235,0.9897121405228972,0.011462496,282500,0.1282127
7958,-0.0079601705,6.4624472858037185,28300000,69.22,3766.5713806152344,0.15457997,0.051657673,566,-0.6085931,0.9911703737452626,0.011436838,283000,0.12992729
7870,-0.008683237,5.960171796100695,28350000,65.0,3773.391149997711,0.16497797,0.045869306,567,-0.62252027,0.9926707064732909,0.012240364,283500,0.13431923
7970,-0.007839142,5.717747636797539,28400000,63.29,3780.3134438991547,0.16292,0.04466151,568,-0.637382,0.9926737160421908,0.012214374,284000,0.13358636
8406,-0.0084072035,5.594710363350096,28450000,63.21,3787.219114303589,0.16520801,0.068079576,569,-0.6380943,0.9884939296171069,0.012397618,284500,0.12778777
7855,-0.008053941,5.654009952362248,28500000,62.39,3793.7224595546722,0.16616802,0.069673836,570,-0.64343345,0.988840889185667,0.012312405,285000,0.13382925
8262,-0.007875326,5.699090246621053,28550000,62.34,3800.404718875885,0.18404002,0.06192534,571,-0.647028,0.989578902721405,0.013968673,285500,0.13847186
7922,-0.008042086,5.4348868377004695,28600000,59.74,3806.860983133316,0.17244197,0.061101686,572,-0.6495503,0.989767917431891,0.012680877,286000,0.13564317
7773,-0.007771187,5.462604193294683,28650000,63.83,3813.7295598983765,0.16298199,0.0544599,573,-0.6599449,0.9912145379930735,0.012116438,286500,0.13179179
8109,-0.007459683,5.868278334147908,28700000,65.1,3820.572981119156,0.16209799,0.03891455,574,-0.6720245,0.9932497912086546,0.012051272,287000,0.13403678
8176,-0.0077318535,6.254020285614461,28750000,64.62,3827.2810962200165,0.167574,0.065172374,575,-0.68106323,0.9889806248247623,0.012482623,287500,0.13575125
8180,-0.0078877695,4.968221580856189,28800000,54.53,3833.604048013687,0.16808203,0.028770573,576,-0.6855186,0.9948802147991955,0.012472371,288000,0.13714325
7964,-0.0068974704,5.164238190881734,28850000,61.63,3840.1281955242157,0.16262996,0.0518527,577,-0.69779336,0.9913606643676758,0.012139794,288500,0.1350572
7932,-0.00775612,6.2727704608264325,28900000,57.82,3846.7058384418488,0.17277199,0.094464295,578,-0.69410866,0.9853283651173115,0.012982744,289000,0.13231272
7869,-0.0072131716,5.6205459046558826,28950000,62.38,3853.2256157398224,0.16517004,0.070074804,579,-0.6832934,0.9882936598733068,0.012487768,289500,0.13621809
7906,-0.007884894,5.779512774807227,29000000,70.46,3860.160155773163,0.17376997,0.06921125,580,-0.6792987,0.9888210687786341,0.012894048,290000,0.12966497
7880,-0.008448671,5.634121775344974,29050000,60.46,3867.005738735199,0.17316997,0.061464325,581,-0.6718872,0.9892144808545709,0.01286372,290500,0.13452703
8190,-0.008412052,6.017330844891258,29100000,64.78,3873.8807334899902,0.177842,0.05158668,582,-0.6713731,0.9913947368040681,0.013391553,291000,0.13530262
8190,-0.0066631665,5.048750844177557,29150000,55.0,3880.470824956894,0.16270798,0.051664785,583,-0.6697966,0.9917463157325983,0.01207473,291500,0.13425389
8214,-0.00810143,6.214648888139782,29200000,68.66,3887.171872854233,0.161588,0.053472705,584,-0.6737433,0.9910856364294887,0.011972001,292000,0.13357027
8153,-0.0074275495,5.89704882690814,29250000,61.32,3893.653797388077,0.17458399,0.055648427,585,-0.6826856,0.9907807661220431,0.013137278,292500,0.12772699
7916,-0.008163317,5.894782156915244,29300000,61.88,3900.1810841560364,0.16066399,0.044510555,586,-0.6906466,0.992890250403434,0.0119817685,293000,0.13393594
7915,-0.0063864863,5.913137208623811,29350000,69.54,3906.71133852005,0.17456795,0.07397208,587,-0.6901644,0.9875491503626108,0.013035144,293500,0.1305598
8226,-0.008394439,5.964394521739305,29400000,63.17,3913.4090876579285,0.17306997,0.036591303,588,-0.69347495,0.9936575680039823,0.012855386,294000,0.13735501
7945,-0.0071916957,5.622136009130918,29450000,60.01,3920.0174000263214,0.17573199,0.07048521,589,-0.69433945,0.988472948782146,0.013002954,294500,0.13471453
8341,-0.007729939,5.559875844014605,29500000,60.05,3926.613209962845,0.16797802,0.04783882,590,-0.70650244,0.992367543745786,0.012564872,295000,0.13298239
7822,-0.007790931,5.456617529722789,29550000,61.14,3933.1533575057983,0.16100596,0.0466361,591,-0.7130726,0.9923336561769247,0.011958,295500,0.13853806
8173,-0.0068396796,7.236096722302173,29600000,69.05,3939.9548659324646,0.17802206,0.043825272,592,-0.7121662,0.9930880297906697,0.013185394,296000,0.13515198
8151,-0.0070461263,5.806932923371496,29650000,65.68,3946.6304993629456,0.17071201,0.046865314,593,-0.70949745,0.9920526575297117,0.01262627,296500,0.13381265
7994,-0.008227546,5.8677843294259215,29700000,64.47,3953.038782596588,0.183464,0.06468343,594,-0.7074966,0.9897497892379761,0.0135148,297000,0.13158113
8100,-0.0073514264,6.236043706209748,29750000,62.94,3959.7546722888947,0.16388603,0.045169473,595,-0.7111602,0.9922632407397032,0.012135885,297500,0.13571359
8105,-0.006859197,6.341579826935776,29800000,69.85,3966.432181119919,0.15699598,0.07454147,596,-0.7157697,0.9882906368002295,0.011611358,298000,0.1322689
8073,-0.0071459217,6.119969893943053,29850000,65.62,3973.1194133758545,0.16728802,0.05684258,597,-0.7178007,0.991006987169385,0.012428135,298500,0.13405575
8016,-0.007519492,4.93143150777396,29900000,58.74,3979.725808620453,0.17109801,0.04623734,598,-0.72093886,0.9923909157514572,0.012811488,299000,0.13567168
8205,-0.007982379,6.357264435393736,29950000,63.71,3986.3875567913055,0.16882601,0.033334766,599,-0.73021567,0.9942358150146902,0.012476475,299500,0.13999917
8153,-0.007791762,5.383976337998901,30000000,60.67,3993.0311617851257,0.15197003,0.03750752,600,-0.74321234,0.993549054954201,0.011278294,300000,0.13291158
8135,-0.0074170763,6.474014000678144,30050000,63.49,3999.494078397751,0.16718201,0.06151627,601,-0.7542349,0.9900175398215652,0.01245315,300500,0.13163613
7982,-0.0092499815,5.842586298636888,30100000,66.02,4006.1391355991364,0.15825802,0.04556611,602,-0.75317746,0.9925275868736207,0.011913124,301000,0.13311933
8273,-0.0082496945,4.34192727631802,30150000,57.78,4012.893810033798,0.169724,0.067511104,603,-0.73928565,0.9892618684098125,0.012804471,301500,0.13108009
8209,-0.0077321674,4.919176522039997,30200000,61.79,4019.502696990967,0.166254,0.042314142,604,-0.7437229,0.9928638897836208,0.012396208,302000,0.13293537
8299,-0.007893044,6.636875318753955,30250000,71.24,4025.948787689209,0.173866,0.038635664,605,-0.7519409,0.9938437296077609,0.012678236,302500,0.13583815
7902,-0.007917472,6.037518320661329,30300000,63.81,4032.5256962776184,0.16283798,0.06825046,606,-0.76109385,0.9885571459308267,0.01224531,303000,0.13017742
8079,-0.0064808214,6.057795601564721,30350000,62.74,4039.402155160904,0.165676,0.063687146,607,-0.7654033,0.9897541096433997,0.012342718,303500,0.13507943
8074,-0.0067790025,6.2142849468016355,30400000,65.2,4046.114825963974,0.18188602,0.11000848,608,-0.7659629,0.9830481577664614,0.013698374,304000,0.13577574
8002,-0.009337808,5.500311442750826,30450000,63.75,4052.8217947483063,0.16877799,0.05069552,609,-0.76407427,0.9917048867791891,0.012586025,304500,0.1361886
8061,-0.007009525,6.047108711792025,30500000,69.63,4059.5848591327667,0.15506001,0.09364665,610,-0.7628273,0.9858442675322294,0.0115061095,305000,0.12790425
8164,-0.0050785947,4.286310455129569,30550000,50.49,4066.1866714954376,0.17420201,0.08473671,611,-0.75984055,0.9861063715070486,0.013080794,305500,0.13124141
7878,-0.007096712,4.4211163292644775,30600000,54.1,4072.912551164627,0.175228,0.056834847,612,-0.7630631,0.9904060214757919,0.013190461,306000,0.13413672
8081,-0.00801647,4.960813439636113,30650000,60.48,4079.7383971214294,0.16422401,0.051699605,613,-0.7711799,0.9916316019371152,0.012163018,306500,0.1315511
7855,-0.008414612,5.241597893486468,30700000,61.04,4086.3408422470093,0.15892401,0.040455565,614,-0.771383,0.9929581102915108,0.011674475,307000,0.12852634
7821,-0.006005992,5.700641792753158,30750000,61.35,4093.2858514785767,0.176082,0.07839351,615,-0.7678843,0.987253500148654,0.013498341,307500,0.13511091
8101,-0.00838817,5.934113706595672,30800000,69.16,4100.094699621201,0.15437397,0.047753368,616,-0.76113147,0.9919646615162492,0.011348159,308000,0.13283326
7824,-0.008413697,7.225510761191399,30850000,66.92,4106.58710193634,0.17437205,0.043057457,617,-0.7683803,0.993146640714258,0.012930416,308500,0.13756543
8114,-0.008248103,5.129610295516613,30900000,61.02,4113.484662294388,0.16968003,0.061466347,618,-0.7727903,0.9901361353695393,0.012791411,309000,0.13271198
7782,-0.007872771,5.092595675631601,30950000,57.98,4120.230999946594,0.17566198,0.073932245,619,-0.7731386,0.9875946752727032,0.013354396,309500,0.13127606
7839,-0.006199179,5.943252295541388,31000000,63.83,4127.065409183502,0.16588,0.06672726,620,-0.7760306,0.9886987498030066,0.0123965535,310000,0.13095532
7761,-0.008152528,5.073955082123284,31050000,62.24,4133.946469783783,0.16255401,0.065444954,621,-0.7823895,0.9888826673850417,0.012084935,310500,0.13109486
7950,-0.0085783275,6.214467334580986,31100000,59.91,4140.986294746399,0.16356401,0.061551347,622,-0.78670424,0.9903808822855353,0.012222738,311000,0.13050507
7670,-0.0074190153,7.103144423780322,31150000,72.84,4147.740869283676,0.18412602,0.073192865,623,-0.8036036,0.9883024049922824,0.0137987975,311500,0.13583978
7880,-0.007993357,5.571954113534303,31200000,56.14,4154.783893823624,0.17662397,0.05913844,624,-0.8286563,0.9904444040730596,0.013291138,312000,0.13562748
7691,-0.008007804,6.017880734982027,31250000,68.87,4161.590378046036,0.17540796,0.063380115,625,-0.83347887,0.990284875035286,0.01303339,312500,0.13339598
7727,-0.008565271,6.794883012360078,31300000,67.7,4168.63596701622,0.17195804,0.050702933,626,-0.8343037,0.9914787663146853,0.012655791,313000,0.1328496
7950,-0.0076446943,5.5921133430505146,31350000,65.69,4175.5969779491425,0.16780399,0.083940305,627,-0.8385438,0.9861612869426608,0.012482401,313500,0.12990153
8021,-0.006309433,6.20285278620162,31400000,66.98,4182.337667942047,0.16864,0.052729044,628,-0.84135514,0.9915867075324059,0.012647859,314000,0.13621973
7899,-0.0068389205,5.9878033647369735,31450000,66.97,4189.0312242507935,0.16040598,0.058292683,629,-0.83946854,0.9906168915331364,0.011841308,314500,0.13112462
8118,-0.0070457635,4.6877216964023685,31500000,61.76,4195.694756031036,0.16964796,0.07704011,630,-0.8447584,0.9873814219608903,0.012544679,315000,0.12769939
7910,-0.008226587,4.499268519725956,31550000,58.48,4202.29577922821,0.172694,0.04298142,631,-0.85080224,0.992530329618603,0.01281935,315500,0.13328631
8110,-0.0069702016,5.671504123098857,31600000,62.73,4208.941686868668,0.17308998,0.0868456,632,-0.8453048,0.9868372408673167,0.012968041,316000,0.13126428
7986,-0.0073471284,5.695398840838534,31650000,61.71,4215.611813545227,0.162448,0.053921286,633,-0.83606774,0.9912435375154018,0.011946231,316500,0.13302557
7993,-0.007202444,6.65025674799821,31700000,65.37,4222.382309675217,0.16829197,0.07508242,634,-0.8337443,0.9877664912492037,0.01253528,317000,0.12968609
7926,-0.0073357485,6.1512957363390885,31750000,65.94,4229.236917972565,0.17684802,0.07179444,635,-0.8188036,0.988260387443006,0.013060382,317500,0.12768759
8123,-0.007809643,6.289830550112238,31800000,64.86,4235.782786846161,0.196618,0.07679671,636,-0.8096474,0.9882830018177629,0.014841753,318000,0.1329838
8331,-0.007223585,6.981881723631668,31850000,71.35,4242.444063425064,0.171046,0.07600364,637,-0.8122967,0.9886380163952708,0.012684955,318500,0.12849078
8105,-0.007821091,6.470494655086805,31900000,66.41,4248.826064586639,0.16180003,0.0410833,638,-0.8124969,0.9933423879556358,0.011940998,319000,0.134861
8131,-0.008546758,6.71979624186235,31950000,66.74,4255.472149848938,0.15039201,0.0535032,639,-0.8163043,0.9910760223865509,0.01117886,319500,0.13411641
8252,-0.007004385,7.361408439890802,32000000,71.05,4262.157473325729,0.16875,0.062144913,640,-0.8188051,0.9908032016828656,0.012532407,320000,0.13125576
8357,-0.0073499368,6.243590817491931,32050000,65.2,4268.661811828613,0.16087402,0.07230589,641,-0.8174064,0.988923029974103,0.012085526,320500,0.13200606
7999,-0.006842005,7.347832847367645,32100000,75.95,4275.148639202118,0.169314,0.06412802,642,-0.8127834,0.9895776892080903,0.012493111,321000,0.12374032
8140,-0.008222417,5.663942486671731,32150000,64.25,4281.965155124664,0.17364405,0.061237574,643,-0.81916976,0.9902760786935687,0.0128592,321500,0.13178955
7771,-0.005546419,7.106730176470519,32200000,71.7,4288.49218916893,0.16558804,0.06884862,644,-0.83009565,0.9894680567085743,0.012273227,322000,0.13578348
7914,-0.007736662,7.3679277054841075,32250000,73.11,4295.498884439468,0.165306,0.043259826,645,-0.84226584,0.9932092605158687,0.01215437,322500,0.13444819
7902,-0.0077779535,6.380886817927203,32300000,68.87,4302.368045330048,0.182014,0.05497409,646,-0.8627629,0.9910824671387672,0.013682328,323000,0.1327121
7476,-0.007907373,7.203820725123369,32350000,71.04,4309.155137300491,0.16493602,0.045077346,647,-0.88020587,0.9928063722327352,0.012130106,323500,0.12927736
7925,-0.007648524,6.004973643869671,32400000,69.41,4316.233683824539,0.16000399,0.053301975,648,-0.87687254,0.9914576895534992,0.0118512055,324000,0.1337092
8216,-0.006870261,6.134981143692712,32450000,63.63,4322.8146114349365,0.17402601,0.0441642,649,-0.87901425,0.992413173429668,0.012885871,324500,0.13122429
7934,-0.008456324,6.552327205911424,32500000,69.15,4329.395529747009,0.16901402,0.068749085,650,-0.8836176,0.9886994129046798,0.012720756,325000,0.13516097
8104,-0.007165786,5.900646152210902,32550000,66.05,4336.035658121109,0.175298,0.053287383,651,-0.8814539,0.9917723229154944,0.012943601,325500,0.1311999
7805,-0.007300889,6.268389871958789,32600000,68.5,4342.747522830963,0.17616396,0.0763058,652,-0.88059014,0.9884410016238689,0.013075488,326000,0.13481359
7748,-0.0069427844,5.772112761411263,32650000,68.21,4349.8077030181885,0.16665405,0.064609274,653,-0.89096624,0.9897042084485292,0.012377879,326500,0.13332635
7902,-0.008196202,5.118463853263092,32700000,57.2,4356.808616638184,0.17598802,0.061328128,654,-0.8915154,0.9905508169904351,0.013009459,327000,0.13462329
7836,-0.006660758,6.240207601658621,32750000,67.36,4363.529136180878,0.16357799,0.052464873,655,-0.8945136,0.9911728836596012,0.01219194,327500,0.13254699
8021,-0.0066082315,6.51793169265824,32800000,66.44,4370.19967007637,0.17632397,0.041949175,656,-0.9089443,0.9933000314049423,0.0129844,328000,0.132784
8136,-0.007792191,6.402521207073805,32850000,63.41,4377.03808760643,0.163472,0.052720275,657,-0.91700345,0.9915741086006165,0.0121708345,328500,0.13920893
7790,-0.0071879383,6.605144043286418,32900000,68.56,4383.5805423259735,0.174932,0.060391393,658,-0.92032534,0.9903266001492739,0.013055479,329000,0.1314599
7784,-0.0050891154,6.141910041689407,32950000,69.04,4390.323837757111,0.18302394,0.06295467,659,-0.9279505,0.9899819046258926,0.013748653,329500,0.13412502
7910,-0.0073434357,4.641979941124882,33000000,55.19,4397.26934170723,0.17387599,0.08175212,660,-0.932911,0.987001333385706,0.013107071,330000,0.13341567
8124,-0.00815189,6.061501693253231,33050000,62.86,4403.888121366501,0.18343,0.08292791,661,-0.925933,0.9868666809052229,0.013638926,330500,0.13708878
7873,-0.0095713,4.86660770560964,33100000,59.58,4410.563486814499,0.18279606,0.071492404,662,-0.931401,0.988346641883254,0.0138420435,331000,0.13285986
8167,-0.008159562,6.232763633719879,33150000,68.79,4417.3303129673,0.17890404,0.05267929,663,-0.94584584,0.9915358107537031,0.013460644,331500,0.13632682
8086,-0.007824929,4.628437885262829,33200000,56.46,4423.990339040756,0.16959995,0.059000354,664,-0.9534631,0.9906451012939215,0.012539114,332000,0.13845263
7980,-0.0074132956,5.799475382267264,33250000,64.67,4430.693296432495,0.16633797,0.049331833,665,-0.9673729,0.9914951026439667,0.012258303,332500,0.1379701
8235,-0.007666656,6.2588865438495125,33300000,65.73,4437.431777000427,0.176214,0.044036046,666,-0.9801586,0.9925884720869362,0.013011831,333000,0.13659431
7964,-0.0077168667,5.780364508085186,33350000,70.22,4444.134447813034,0.17549796,0.08323223,667,-0.978499,0.9865259798243642,0.013054673,333500,0.1336411
7990,-0.008128681,5.897173054276063,33400000,59.64,4450.768194913864,0.18281002,0.091116995,668,-0.9747879,0.9856743216514587,0.013747837,334000,0.13359098
