fps,policy_loss,ep_reward_mean,total_timesteps,ep_len_mean,time_elapsed,clipfrac,value_loss,n_updates,policy_entropy,explained_variance,approxkl,serial_timesteps,true_reward
8039,-0.0063504637,0.5082752434258873,1450000,41.57,187.81085515022278,0.048869997,0.18142603,29,5.1822066,0.8975920528173447,0.0046485565,14500,-0.026276309
7982,-0.0067966324,0.013465839943601168,1500000,38.38,194.53500247001648,0.048903998,0.1954467,30,5.162619,0.8967754766345024,0.0047336514,15000,-0.022028616
7961,-0.0063718236,0.024381837468390587,1550000,38.67,201.0950427055359,0.046892,0.16542278,31,5.1358137,0.9091163128614426,0.0046363138,15500,-0.023679458
8240,-0.006947959,0.21269790738559094,1600000,43.55,207.98226141929626,0.048516013,0.18078166,32,5.1199937,0.9111575558781624,0.004610802,16000,-0.024039712
7742,-0.0063803447,-0.07420580366546346,1650000,40.95,214.68182134628296,0.045038,0.17865588,33,5.1046453,0.9055118635296822,0.0045157787,16500,-0.018578786
8007,-0.0067302673,-0.05353509710788785,1700000,39.97,221.5879101753235,0.045464005,0.19256006,34,5.0823345,0.897313617169857,0.00454794,17000,-0.020045653
8073,-0.006353921,0.28499695701211747,1750000,42.79,228.30943131446838,0.044158,0.16620041,35,5.0606613,0.9127747267484665,0.004461811,17500,-0.018774023
7786,-0.0063066147,-0.04448596598231234,1800000,44.15,234.97960257530212,0.04308201,0.18411294,36,5.048468,0.9094464778900146,0.0042704847,18000,-0.016514597
8017,-0.0070931045,-0.07449344528184156,1850000,34.27,241.7770960330963,0.050169997,0.16410005,37,5.030203,0.9172753542661667,0.004726074,18500,-0.01954675
7998,-0.006342492,0.5983003157096392,1900000,36.68,248.51970434188843,0.048361994,0.20229584,38,5.008001,0.9149213507771492,0.0047030034,19000,-0.012213601
7608,-0.0065522287,0.3082222465869563,1950000,43.71,255.22293734550476,0.044358,0.18088001,39,4.995789,0.9155407026410103,0.0044140033,19500,-0.013236614
7839,-0.0060634883,0.6307189919395023,2000000,40.09,262.3863670825958,0.04793799,0.18665007,40,4.9698343,0.9256331920623779,0.004753686,20000,-0.011861379
7994,-0.0068953866,0.03627126098595909,2050000,46.1,269.11663031578064,0.048676003,0.20892933,41,4.9375687,0.9148454964160919,0.004666242,20500,-0.011037314
7853,-0.0065654106,0.2592655948565516,2100000,39.58,275.83437180519104,0.046189994,0.19195284,42,4.911223,0.916299618780613,0.0045684604,21000,-0.011653012
7888,-0.0062553356,0.2500541760835768,2150000,37.54,282.68596267700195,0.042891994,0.19961819,43,4.8838477,0.9204515516757965,0.0044106515,21500,-0.011871111
7998,-0.00659316,0.5238622075897911,2200000,49.54,289.4839119911194,0.04684,0.19013035,44,4.8579082,0.9230706617236137,0.0045615816,22000,-0.005827569
8306,-0.006949988,0.6622827059357951,2250000,38.64,296.26688027381897,0.049877997,0.19901367,45,4.83179,0.9192191436886787,0.0048360564,22500,-0.011557636
7996,-0.006677854,0.8695002933188516,2300000,45.78,302.68414545059204,0.046476003,0.18200889,46,4.811439,0.9309731498360634,0.0045893635,23000,-0.0071734437
8096,-0.0061295275,0.5382588494137599,2350000,45.94,309.4636766910553,0.04547,0.20857418,47,4.792214,0.9207852333784103,0.0045201844,23500,-0.0044497545
8143,-0.00683172,1.2892361375096515,2400000,44.83,315.91129875183105,0.047368,0.18816674,48,4.7669106,0.931584320962429,0.004630792,24000,-0.005855122
8333,-0.0058938866,0.9045014315563822,2450000,42.2,322.5173375606537,0.046381995,0.20716988,49,4.73719,0.931393526494503,0.00461533,24500,-0.0030035828
8056,-0.0069518876,1.0617886246518173,2500000,43.19,328.8568117618561,0.052419998,0.20792857,50,4.698451,0.9278996214270592,0.0050696214,25000,-0.0019090148
7890,-0.006771632,0.8231423003292184,2550000,45.47,335.3398697376251,0.049521994,0.17833722,51,4.6656,0.9376123286783695,0.0046434323,25500,-0.00230012
8054,-0.007292382,0.4647553604334826,2600000,43.37,342.11735224723816,0.051655997,0.20168166,52,4.6460133,0.9292343556880951,0.004814864,26000,-0.0044128383
7948,-0.008152378,0.9706687954787049,2650000,37.98,348.80212926864624,0.06154001,0.19558956,53,4.620837,0.933533675968647,0.0054594474,26500,0.0011376386
7905,-0.0073347823,1.1317689886807056,2700000,52.59,355.6458230018616,0.051593985,0.2081814,54,4.5970726,0.929698757827282,0.0048896167,27000,0.0019891695
7894,-0.007189002,1.845363040404045,2750000,47.95,362.2387297153473,0.05011,0.19109222,55,4.573494,0.9408981613814831,0.00478561,27500,0.005049118
8422,-0.0072083026,1.4929677497767262,2800000,44.83,369.05551648139954,0.05150601,0.22671732,56,4.5463514,0.9318653717637062,0.004914403,28000,0.0024821039
