fps,n_updates,value_loss,ep_reward_mean,approxkl,policy_loss,clipfrac,serial_timesteps,time_elapsed,policy_entropy,explained_variance,ep_len_mean,true_reward,total_timesteps
8129,1276,0.07617611,40.80857196416587,0.36368552,0.013198695,0.42960396,638000,8524.498915433884,-5.2071853,0.9769045524299145,497.41,0.079414256,63800000
8330,1277,0.14397004,41.075981325267236,1.3374768,0.002306856,0.44039997,638500,8531.235027074814,-5.1803546,0.965252973139286,496.05,0.07782421,63850000
7915,1278,0.11512085,40.164040983224346,0.1681658,0.001818978,0.47026595,639000,8537.699128389359,-5.185096,0.9617659226059914,497.17,0.07787517,63900000
8176,1279,0.09909354,39.417056067247884,0.26066884,0.005222334,0.4100119,639500,8544.52945137024,-5.2100587,0.9650605544447899,498.36,0.07740031,63950000
7756,1280,0.055217534,39.85945707969605,0.20201834,0.004557779,0.46967402,640000,8551.085629463196,-5.1776366,0.9811295624822378,497.85,0.07747526,64000000
8147,1281,0.14054595,40.09481731479504,0.4758745,0.0030815434,0.42050412,640500,8557.743426322937,-5.147175,0.9561676792800426,496.88,0.07778375,64050000
8311,1282,0.06844087,40.28613627180046,0.48089665,0.0034107296,0.429256,641000,8564.245151996613,-5.1569853,0.9791402202099562,496.65,0.07770307,64100000
7884,1283,0.16890426,39.7585268625175,0.36831024,0.0024557596,0.476132,641500,8570.465709209442,-5.149632,0.9597491025924683,495.92,0.07538898,64150000
7977,1284,0.10447891,41.06435462088113,0.45224294,0.0046184566,0.46047196,642000,8577.348477363586,-5.1266828,0.9654080681502819,496.93,0.079420045,64200000
8214,1285,0.031068288,41.13479359085302,0.16635552,0.0035846306,0.4359,642500,8584.05854511261,-5.1249757,0.9816113002598286,499.48,0.08176764,64250000
7926,1286,0.12640488,39.674549878138514,0.764522,0.00047804526,0.42625186,643000,8590.486017227173,-5.1410027,0.9669306315481663,498.03,0.07698735,64300000
8213,1287,0.0538726,40.77003362206133,0.16916351,0.0048274724,0.503604,643500,8597.282259702682,-5.1390657,0.9765829183161259,498.85,0.08053965,64350000
8181,1288,0.15016276,39.424045506703784,0.25162858,-0.0026173843,0.329424,644000,8603.893235206604,-5.119689,0.9580490775406361,497.47,0.076429926,64400000
8236,1289,0.09023877,37.6835598343809,0.56067085,0.007847153,0.3949341,644500,8610.267382144928,-5.1130548,0.9780599530786276,498.93,0.07440042,64450000
8070,1290,0.22474726,40.854814971075065,1.235792,0.0024441886,0.359654,645000,8616.879688739777,-5.1415424,0.9378051944077015,496.4,0.0784877,64500000
8360,1291,0.02011352,41.14379302399632,0.09493224,0.0067470307,0.513106,645500,8623.542111635208,-5.1270556,0.9830560348927975,500.0,0.08228759,64550000
8316,1292,0.056697164,39.66937748833945,0.349573,-0.0010279241,0.35555404,646000,8629.802308321,-5.1385126,0.9839990921318531,496.72,0.07635559,64600000
7959,1293,1.1921464,41.161551221330264,5.836653,-0.0072631724,0.25056398,646500,8636.318902730942,-5.2005157,0.8520504832267761,494.61,0.07341975,64650000
7606,1294,0.06513956,41.071515548356054,4.7251277,0.0031801825,0.3117159,647000,8643.025441646576,-5.222743,0.9816669002175331,497.8,0.07954058,64700000
7952,1295,0.061865926,40.487260565551736,0.17520379,0.0073206895,0.42661598,647500,8650.123492956161,-5.182692,0.9762416053563356,498.46,0.07933861,64750000
7994,1296,0.072400734,40.004886245541314,2.4692042,0.005632354,0.38968003,648000,8656.684571027756,-5.145183,0.9805496856570244,497.4,0.07725761,64800000
8036,1297,0.099788524,40.205435185711536,0.7466587,0.002195219,0.38060805,648500,8663.572256803513,-5.133847,0.9628899954259396,498.91,0.07942837,64850000
7912,1298,10.996143,40.40819278558905,2.8820167,-0.007070719,0.33252603,649000,8670.37767291069,-5.1654663,0.5950811505317688,494.06,0.061219994,64900000
8123,1299,0.06547474,38.95143152843008,1.0568988,-0.0013420044,0.42000788,649500,8677.284443616867,-5.1819377,0.9787796325981617,500.0,0.07790285,64950000
8012,1300,0.13048582,39.3782327758685,2.4191759,0.0034792447,0.36838603,650000,8683.966408014297,-5.2255907,0.9669793248176575,497.05,0.07603358,65000000
7761,1301,0.044937257,40.57238208582539,0.19725098,0.002987977,0.40166798,650500,8690.855898141861,-5.228341,0.9829425718635321,498.25,0.07945733,65050000
8080,1302,0.06696961,40.905061311654805,0.2565561,0.0015933192,0.3344821,651000,8697.868785142899,-5.229072,0.9751771166920662,498.23,0.08024242,65100000
7923,1303,0.089525506,39.4844581932405,4.7300987,0.0047805915,0.369548,651500,8704.568578958511,-5.2523975,0.9763629660010338,497.89,0.076876886,65150000
7828,1304,0.04831188,39.97367379071679,0.2411834,0.008780196,0.42951202,652000,8711.417575836182,-5.238506,0.9866408621892333,497.08,0.07732379,65200000
8122,1305,0.079388164,41.08703311093339,0.13220298,0.0035122512,0.41421008,652500,8718.101572275162,-5.20758,0.9657676555216312,499.43,0.08157474,65250000
8102,1306,0.118095435,40.58115882316834,0.9712475,0.0016242336,0.3509081,653000,8724.737798213959,-5.214962,0.9692018870264292,497.47,0.07819923,65300000
8081,1307,0.13821556,37.33542387620908,0.24890119,0.0024571223,0.37583008,653500,8731.467463254929,-5.247738,0.9736917335540056,497.82,0.0723949,65350000
8073,1308,0.4340258,36.4639171242255,14.064047,0.0040192395,0.4351661,654000,8738.053472995758,-5.261902,0.9465757384896278,497.66,0.070663914,65400000
8045,1309,0.11071005,40.890619168578596,0.17055449,0.00017923651,0.431824,654500,8744.537588596344,-5.288407,0.9694430883973837,496.57,0.07841897,65450000
7986,1310,0.031293366,40.503754942521134,0.32161722,0.011209178,0.48775208,655000,8751.39312672615,-5.27872,0.9833341725170612,499.51,0.080575384,65500000
8171,1311,0.08710552,39.10892330217122,10.481045,0.005130989,0.43949804,655500,8758.283465147018,-5.263873,0.9736372884362936,499.44,0.07773142,65550000
8070,1312,0.058463875,40.282073480231226,0.12865789,0.0041765394,0.47401008,656000,8764.934732437134,-5.2708526,0.9752771891653538,498.99,0.07963681,65600000
8029,1313,0.05779347,41.36673766301173,0.2796956,0.00778405,0.577806,656500,8771.678745269775,-5.2604017,0.9754494857043028,498.35,0.08124647,65650000
8168,1314,0.032255486,41.13077503638124,0.10666217,0.007107837,0.46637404,657000,8778.324483394623,-5.229837,0.9788110349327326,499.41,0.08180212,65700000
8313,1315,0.046248574,40.49030088177865,0.16111256,0.0043425113,0.443282,657500,8784.987095832825,-5.184045,0.9741444233804941,499.42,0.0805058,65750000
7860,1316,0.12749256,40.25503920530653,0.45411488,0.005686371,0.4145801,658000,8791.328699827194,-5.17036,0.9661075919866562,496.65,0.07714815,65800000
8238,1317,0.09351309,39.19463520576066,0.25895604,0.00577229,0.45510402,658500,8798.324010372162,-5.1615615,0.9752070158720016,497.89,0.0758406,65850000
8114,1318,0.11278468,39.011166970009015,0.50796926,-0.0015387097,0.329814,659000,8804.78689289093,-5.1747656,0.9773034993559122,496.67,0.07478645,65900000
8012,1319,0.07252473,40.108582583658645,0.17645228,0.003090988,0.454214,659500,8811.503713846207,-5.1769905,0.9780409149825573,497.3,0.07774816,65950000
8041,1320,0.23561403,40.221344707053646,0.43827626,-0.00060314965,0.42241398,660000,8818.272902727127,-5.1859593,0.956616934388876,495.23,0.075321905,66000000
8130,1321,0.08308517,40.859001534177125,1.1745315,0.0045339502,0.43857604,660500,8824.981244564056,-5.236162,0.9644624255597591,498.46,0.08013343,66050000
8233,1322,2.7872846,39.21669551248014,32.177547,-0.0051428694,0.290252,661000,8831.458008289337,-5.306642,0.7872963547706604,496.09,0.06823494,66100000
8178,1323,45.39233,38.791810762532116,19.631433,-0.007303076,0.34695,661500,8838.098604679108,-5.393664,0.4114977717399597,496.21,0.041823663,66150000
7967,1324,43.87732,39.85130732588283,19.692644,-0.00741957,0.27601406,662000,8844.60365653038,-5.481088,0.4446747303009033,492.66,0.042241845,66200000
8221,1325,0.23916106,41.378673248340384,0.81007606,0.0031926814,0.4478701,662500,8851.166218042374,-5.5277433,0.9516376070678234,495.22,0.077816956,66250000
8117,1326,6.760001,40.80198635471076,13.764557,-0.005440524,0.31983802,663000,8857.823940038681,-5.5772133,0.6880942285060883,495.16,0.06701393,66300000
7670,1327,0.050266165,40.969641674662,0.3605632,0.0063222772,0.47211194,663500,8864.551823854446,-5.594269,0.9631551131606102,500.0,0.08193929,66350000
8257,1328,7.5135155,40.62916252751987,69.05871,-0.0056788437,0.33053803,664000,8871.415788412094,-5.637364,0.646673172712326,495.69,0.06813128,66400000
8129,1329,0.13307072,39.562680258577906,1.9059025,0.006335296,0.45902595,664500,8877.812972784042,-5.680983,0.9583585932850838,498.64,0.07760278,66450000
8083,1330,49.383926,39.04406752597472,20.795498,-0.004706017,0.3488761,665000,8884.46524977684,-5.752982,0.47268420457839966,490.83,0.03396363,66500000
8317,1331,0.09053642,40.84019625721177,2.542034,0.009274833,0.47319385,665500,8890.97326016426,-5.761146,0.9706876315176487,497.27,0.07914037,66550000
8020,1332,0.13086651,40.86429906274094,0.43201008,0.009485587,0.47883597,666000,8897.502135276794,-5.7260194,0.964059442281723,497.48,0.0791963,66600000
7841,1333,0.102456056,38.66613298298052,1.8547391,0.01351634,0.6014459,666500,8903.981689453125,-5.658074,0.9740662164986134,497.93,0.07515381,66650000
7880,1334,0.020536967,41.03698410391455,0.08874698,0.011905065,0.41726807,667000,8910.798657417297,-5.5704455,0.9852935681119561,500.0,0.082073964,66700000
7773,1335,64.64555,37.093390545599924,22.797302,-0.008299873,0.32331604,667500,8917.626343727112,-5.6008844,0.47358590364456177,489.8,0.016782487,66750000
8059,1336,32.403954,39.5282796136589,19.366783,-0.0058446443,0.347518,668000,8924.461563110352,-5.6658998,0.533157080411911,493.14,0.045266114,66800000
8079,1337,0.15743688,40.13727246178012,0.45437577,0.006551349,0.465062,668500,8931.153070926666,-5.675214,0.9628282338380814,497.36,0.07753617,66850000
8308,1338,0.08060125,39.74890818169018,0.8134766,0.008539787,0.49115014,669000,8937.920381307602,-5.6827974,0.9752455372363329,498.33,0.07759486,66900000
8064,1339,0.08444633,40.09279825315537,2.8227172,0.0058794175,0.44714183,669500,8944.382167816162,-5.7009296,0.9768030103296041,497.27,0.07754435,66950000
8165,1340,0.12764934,39.789137214759975,0.30659622,0.00873208,0.533042,670000,8951.137776851654,-5.654933,0.9641414694488049,497.68,0.07703886,67000000
7948,1341,0.052890062,38.73422607367132,0.69579285,0.006384367,0.39713195,670500,8957.844395160675,-5.6286316,0.9849442802369595,498.14,0.07592968,67050000
8065,1342,0.036567625,39.95518231509064,0.22684187,0.013902128,0.5137999,671000,8964.40221953392,-5.5908556,0.9868802493438125,499.13,0.078897476,67100000
7918,1343,0.09527573,39.78920309236717,0.45529452,0.005252108,0.42302403,671500,8971.128967285156,-5.5542645,0.96971639059484,498.6,0.07834689,67150000
8102,1344,0.30964425,38.47456176643533,0.16253847,0.0026601574,0.43295598,672000,8977.787033081055,-5.540167,0.9559189453721046,493.6,0.07098276,67200000
8222,1345,27.442307,39.252972244602546,5.9799457,-0.0064965473,0.33841205,672500,8984.36470746994,-5.5851912,0.5665379762649536,492.54,0.045834415,67250000
8020,1346,26.366655,39.91098844970086,76.27214,-0.0074652005,0.38217396,673000,8990.766749382019,-5.6613617,0.5880831480026245,493.26,0.04616581,67300000
8388,1347,6.9552455,37.316273552347205,63.357643,-0.006426939,0.32342198,673500,8997.49709033966,-5.7349505,0.7290179431438446,495.67,0.059945915,67350000
8029,1348,0.18132174,39.73421281607243,4.776017,0.0073728077,0.52397996,674000,9003.954262971878,-5.7450843,0.9622733443975449,496.42,0.076021716,67400000
7736,1349,0.21975988,40.14769606232836,0.53407615,0.007047283,0.510874,674500,9010.61163020134,-5.732088,0.9499267563223839,495.9,0.076612785,67450000
8054,1350,0.03800868,41.655425447032414,0.23856182,0.012689769,0.56066,675000,9017.601139307022,-5.714633,0.9743331857025623,499.43,0.08285839,67500000
8105,1351,0.08803834,39.78713923034587,0.32993484,0.011499202,0.505274,675500,9024.149253845215,-5.6465755,0.9711609147489071,498.91,0.07844738,67550000
8327,1352,0.07357784,39.748642541702196,0.47636294,0.007103929,0.5319521,676000,9030.795010089874,-5.620954,0.975618863478303,498.38,0.077940874,67600000
7977,1353,0.11676086,39.99226795872332,0.2613386,0.0093821,0.49855196,676500,9037.246218204498,-5.572908,0.966619960963726,498.18,0.07803082,67650000
8180,1354,0.06943821,41.403545050134234,0.2388053,0.0054150824,0.46506596,677000,9043.933820962906,-5.5541368,0.9663215167820454,498.78,0.08177695,67700000
8191,1355,0.27861422,40.73819378041695,1.5665846,0.0017361102,0.334304,677500,9050.621052026749,-5.581275,0.9542406499385834,492.51,0.07447427,67750000
8153,1356,0.16605042,39.46093379921618,0.30069152,0.007855112,0.5892299,678000,9056.929258346558,-5.5788183,0.96430654078722,496.95,0.07600215,67800000
7767,1357,0.21023674,38.700521489175,1.3511037,0.0016681344,0.37094402,678500,9063.478419065475,-5.5734663,0.9734144303947687,493.29,0.0706804,67850000
7971,1358,0.1953182,38.449197472591074,0.80881524,0.004920629,0.40563393,679000,9070.21999669075,-5.5771184,0.9680623039603233,495.9,0.07302501,67900000
8297,1359,0.090074636,40.20170247873297,0.58124036,0.012748247,0.510048,679500,9077.045713424683,-5.583873,0.9675786830484867,498.98,0.07938429,67950000
8225,1360,19.90135,39.087748615897524,45.46735,0.010170393,0.354534,680000,9083.514695644379,-5.605042,0.6151139140129089,493.85,0.049628742,68000000
7966,1361,23.747997,37.13721215922153,49.60972,-0.0060195136,0.41480395,680500,9089.945338010788,-5.6727247,0.6446295082569122,492.91,0.0416943,68050000
8341,1362,28.47245,39.53413877937217,122.01989,-0.009932947,0.29495993,681000,9096.693368673325,-5.7438307,0.626473993062973,494.47,0.04205495,68100000
8237,1363,0.27805123,39.246909755449636,0.6083666,0.0026319826,0.44989806,681500,9103.245690107346,-5.7877784,0.9535307995975018,495.04,0.073909685,68150000
7973,1364,28.784946,39.496083027254315,9.884363,-0.0074594496,0.33415198,682000,9109.9330265522,-5.851434,0.6015533208847046,493.63,0.043688662,68200000
8076,1365,25.89841,40.55672604603798,75.33408,-0.0050988253,0.51521,682500,9116.767862081528,-5.902963,0.6221625506877899,493.39,0.048370004,68250000
7874,1366,0.20022543,40.48157156718964,1.2643383,0.015475284,0.58673596,683000,9123.554809093475,-5.8818493,0.952454250305891,496.24,0.07770434,68300000
8121,1367,0.2250814,36.02888980628108,1.4900018,0.022454005,0.661826,683500,9130.567263364792,-5.806991,0.9748278632760048,498.86,0.071214706,68350000
8082,1368,0.085799344,39.6094445414576,0.5881903,0.016137887,0.560134,684000,9137.243322849274,-5.7051907,0.9778026267886162,497.58,0.07716016,68400000
7962,1369,0.091545284,39.97054551534232,1.937707,0.012017095,0.579782,684500,9143.710489749908,-5.6557055,0.9747743140906096,497.25,0.07743782,68450000
7805,1370,0.16862483,38.82284729944477,0.41254714,0.0049128355,0.45808598,685000,9150.493390083313,-5.61009,0.959980521351099,498.02,0.07580663,68500000
8067,1371,0.116049185,39.69911364914769,0.28085288,0.009445764,0.5870061,685500,9157.459768772125,-5.568675,0.9704529047012329,496.55,0.076088265,68550000
8183,1372,0.19616857,40.12292928091938,0.67487663,0.004952304,0.5025821,686000,9164.083021640778,-5.534882,0.9468545615673065,497.24,0.077650994,68600000
8150,1373,0.12719269,39.740892881039784,0.8951634,0.0064131655,0.42420608,686500,9170.798186302185,-5.5622554,0.9779570214450359,495.15,0.07424951,68650000
8207,1374,0.06341579,41.4331536903292,0.24795899,0.010081904,0.52954394,687000,9177.424861431122,-5.5738087,0.9724574778228998,498.5,0.08138135,68700000
8129,1375,0.05987811,40.304181655322715,0.31425235,0.007732967,0.44004205,687500,9183.906618595123,-5.5608172,0.9797844085842371,498.03,0.07866853,68750000
8194,1376,0.21969068,37.73172049938057,24.783493,-0.0004962402,0.36907005,688000,9190.506273031235,-5.5764203,0.9639328494668007,497.14,0.07287459,68800000
7797,1377,0.2508013,39.77689291083212,0.42967507,0.005257189,0.50375795,688500,9196.93154001236,-5.58238,0.9452477023005486,496.3,0.075828694,68850000
8260,1378,0.09706377,39.50417603569967,0.36212924,0.008093427,0.51488817,689000,9203.876097679138,-5.564106,0.9786134231835604,497.14,0.076410234,68900000
8233,1379,0.051396415,40.81076953584288,0.2005137,0.0076428787,0.54871404,689500,9210.435875415802,-5.523248,0.9791782144457102,498.17,0.07998415,68950000
7845,1380,0.19072886,39.18707293053321,0.26918745,0.004517871,0.40339392,690000,9216.82237648964,-5.472004,0.9656409062445164,496.86,0.07526988,69000000
7712,1381,0.10709076,38.74272607038949,5.748664,0.0033187708,0.45527393,690500,9223.806733846664,-5.444716,0.9718213826417923,498.16,0.07551463,69050000
7762,1382,0.16053829,38.800764304525195,1.0112983,0.0046610953,0.3176461,691000,9230.790413618088,-5.411886,0.9762376938015223,494.24,0.07213885,69100000
7945,1383,0.04100927,41.689590096060876,0.28718242,0.007733816,0.46925,691500,9237.429501056671,-5.4091206,0.9818595666438341,498.79,0.08215575,69150000
8172,1384,0.10491744,38.93203192591516,2.0642004,0.004661785,0.34937397,692000,9244.102183580399,-5.3815074,0.9775616228580475,496.77,0.074863724,69200000
7939,1385,0.14764535,38.559859686084984,1.0897325,0.005578678,0.38953003,692500,9250.738162279129,-5.4022765,0.9735907632857561,497.38,0.07423658,69250000
7803,1386,0.10761054,40.721103045607414,0.7481703,0.0013446495,0.47062206,693000,9257.542922735214,-5.434239,0.9670585617423058,497.88,0.07913386,69300000
7737,1387,0.064496085,40.085307864208474,0.50768656,0.006815401,0.44071797,693500,9264.352446556091,-5.429933,0.9776240233331919,497.81,0.07807931,69350000
8189,1388,0.13180435,40.13966863912479,0.83495104,0.00057336653,0.39629993,694000,9271.397173643112,-5.4085803,0.9689088240265846,496.66,0.07697153,69400000
8027,1389,0.107456915,40.32180729650596,0.23200306,0.003429887,0.43016392,694500,9277.94706940651,-5.40189,0.9647526331245899,497.63,0.07870201,69450000
8249,1390,0.20529443,41.00035046826695,1.4860682,0.0027396467,0.3952119,695000,9284.638508796692,-5.410583,0.9595969952642918,495.46,0.07729534,69500000
8239,1391,0.25728115,39.1139601621228,0.3155431,-0.0007882341,0.37356603,695500,9291.145693778992,-5.419425,0.9574841558933258,494.76,0.07324018,69550000
8183,1392,0.10820449,39.16873818576465,0.18495704,0.002660314,0.4631921,696000,9297.534998893738,-5.4073963,0.9695632662624121,498.82,0.07736984,69600000
7851,1393,0.12662394,39.441629412505975,0.69301283,-0.0010668891,0.37595809,696500,9303.921153783798,-5.4227686,0.9689100868999958,497.48,0.076459005,69650000
8095,1394,0.39691588,38.511771102074505,0.24209009,-4.2381867e-05,0.39143208,697000,9310.863236427307,-5.4415174,0.9487371407449245,494.07,0.0715812,69700000
8074,1395,0.24519135,39.50031574006972,0.7098925,0.002464442,0.41747585,697500,9317.476232290268,-5.4497337,0.9605101123452187,494.03,0.07295839,69750000
8361,1396,0.106326215,39.9233738732389,0.48278558,0.0053693037,0.34268,698000,9324.114193677902,-5.4541864,0.9800189137458801,494.95,0.07506635,69800000
8014,1397,0.10013041,39.328604007098164,0.21451534,0.003359873,0.48041984,698500,9330.663187265396,-5.442093,0.9773068055510521,498.28,0.07689673,69850000
7985,1398,0.24206504,39.03163505128761,1.217894,0.0021513922,0.461912,699000,9337.27388882637,-5.4540005,0.9554247707128525,495.59,0.07379443,69900000
7829,1399,0.13649908,38.09184489238805,0.18048675,0.0053341873,0.4884101,699500,9344.158155202866,-5.410897,0.9704138040542603,496.87,0.07354117,69950000
7946,1400,0.19792823,38.92001653648589,11.261332,0.0031868068,0.37258798,700000,9350.887691736221,-5.3873744,0.9666574075818062,495.58,0.07312552,70000000
7887,1401,0.12093734,39.587700758994124,2.8047543,0.0053786356,0.41966996,700500,9357.405071496964,-5.362002,0.9766824170947075,495.47,0.07506626,70050000
7699,1402,0.22432959,38.67719684501553,0.77254945,0.000855542,0.31864604,701000,9364.38020825386,-5.3674107,0.9649270214140415,495.09,0.0729164,70100000
8191,1403,0.16521664,38.1606275489979,0.25064725,0.005556918,0.53275794,701500,9371.29565000534,-5.3769336,0.9652573578059673,497.11,0.07368562,70150000
7648,1404,0.15522873,39.4268685030002,0.3096591,0.0030580591,0.47463,702000,9378.041855096817,-5.3835535,0.9663919284939766,497.33,0.07608815,70200000
8125,1405,0.10510338,40.51082373088355,0.16656853,0.0038645759,0.4634199,702500,9385.049279212952,-5.394134,0.9701109603047371,496.67,0.07830246,70250000
8260,1406,0.15923397,40.667782409264255,0.57290804,0.0036215233,0.35838196,703000,9391.751269102097,-5.3932786,0.9693960230797529,494.85,0.07614888,70300000
7900,1407,0.17832482,40.3367237092354,0.44385627,0.0032532874,0.43058577,703500,9398.311325073242,-5.38549,0.9533941857516766,496.75,0.0779466,70350000
7817,1408,0.073216885,38.51448544585437,0.13114554,0.008234649,0.51371396,704000,9405.234230279922,-5.3330455,0.983508825302124,497.87,0.07491205,70400000
8183,1409,0.121558145,39.676736257337524,0.21678497,0.0038802961,0.45639205,704500,9412.135310173035,-5.305908,0.9679617993533611,496.93,0.07636448,70450000
7950,1410,0.15611662,37.98263967924977,0.26755974,0.0010669762,0.379962,705000,9418.808273792267,-5.324821,0.9683795794844627,497.01,0.07336441,70500000
8131,1411,0.08589288,40.13649812647223,0.27191317,0.008153587,0.5010741,705500,9425.475132226944,-5.332011,0.9618825577199459,499.32,0.07971958,70550000
8069,1412,0.5360769,37.09962011577146,0.4953226,-0.002028127,0.41226196,706000,9432.013302326202,-5.349013,0.9421074762940407,496.07,0.070778646,70600000
8321,1413,0.108090185,38.80066570586963,0.2143643,0.004437065,0.42462012,706500,9438.69677734375,-5.354786,0.9806934930384159,495.87,0.07342168,70650000
8168,1414,0.10314699,38.55159840368986,0.39433387,0.005256015,0.46763995,707000,9445.141636371613,-5.3643966,0.9759110417217016,498.1,0.075622335,70700000
7901,1415,0.24535692,39.89893055132264,0.3231681,0.0023565274,0.41059807,707500,9451.779029130936,-5.372727,0.9460453204810619,496.31,0.07656442,70750000
8155,1416,0.13363956,39.149489280450055,0.33496067,0.0030089268,0.38636598,708000,9458.642689228058,-5.3970766,0.9762870278209448,495.8,0.07430154,70800000
7912,1417,0.11380823,39.55915963365802,0.2810474,0.0067859064,0.51865,708500,9465.371901512146,-5.3827343,0.9729442428797483,497.17,0.076455586,70850000
8395,1418,0.24751395,38.137979732999824,0.24972649,0.0025592512,0.40055788,709000,9471.917157649994,-5.3753448,0.9561369717121124,495.29,0.07197932,70900000
7936,1419,0.036482763,40.90374057579395,0.13282676,0.00354887,0.44444397,709500,9478.342568397522,-5.3710036,0.9871769472956657,497.86,0.07967493,70950000
8178,1420,0.10806517,40.02657836174527,1.4423736,0.012659768,0.359942,710000,9485.123827457428,-5.3432937,0.9722348749637604,497.29,0.07730128,71000000
8174,1421,0.1529121,39.34952107340061,0.9676383,0.010005897,0.48642385,710500,9491.810576915741,-5.3246894,0.9673703201115131,496.24,0.075222805,71050000
7868,1422,0.2776355,38.663403773077945,0.57202417,0.00025551993,0.45843202,711000,9498.321113109589,-5.32493,0.9573823064565659,494.62,0.07198439,71100000
7925,1423,0.09681484,39.49960662180014,0.19610718,0.004047626,0.44421804,711500,9505.213248968124,-5.3230944,0.9753187298774719,497.6,0.07681746,71150000
8257,1424,0.20950057,38.88706556893705,0.29048395,0.0033488772,0.416596,712000,9511.908408880234,-5.325122,0.9615909419953823,494.1,0.07232709,71200000
8292,1425,0.31297788,37.00055719536389,0.87445503,0.002774125,0.3687661,712500,9518.500146627426,-5.335221,0.9533251821994781,494.98,0.06926347,71250000
8427,1426,0.2974226,39.74947503825151,0.39398333,0.0013283066,0.40881002,713000,9525.011502027512,-5.347408,0.9595832638442516,492.36,0.07204194,71300000
8394,1427,0.248972,38.398552081196065,0.43627185,0.0061786217,0.45793203,713500,9531.242718696594,-5.369446,0.9620794542133808,494.34,0.07152614,71350000
8139,1428,0.2988735,40.540365127453335,0.45104608,0.0045189783,0.45791602,714000,9537.54571223259,-5.3715916,0.9426790699362755,495.25,0.076185174,71400000
8047,1429,0.18360025,37.960209451631975,0.15025969,0.0017130369,0.39355806,714500,9544.305985927582,-5.3537974,0.9658037275075912,497.63,0.07374561,71450000
8252,1430,0.034164008,39.41635280815633,0.07245026,0.007574545,0.42015594,715000,9550.78316450119,-5.3400617,0.9866265784949064,498.92,0.07792968,71500000
8272,1431,0.20316553,40.36342162864186,0.42534062,0.0041802577,0.47553006,715500,9557.379938840866,-5.3320074,0.9434037767350674,496.95,0.07794566,71550000
8406,1432,0.17108127,39.862444727365165,0.23409155,0.003299084,0.47925603,716000,9563.979971408844,-5.3406477,0.9574935175478458,496.79,0.07683773,71600000
8019,1433,0.16921042,38.65713788833431,0.4066988,0.0035213113,0.3610401,716500,9570.389354228973,-5.3544903,0.9744565729051828,492.94,0.07035435,71650000
8248,1434,0.3203821,38.42112886217328,0.23649567,0.003744944,0.44650418,717000,9577.108349323273,-5.362882,0.9522699229419231,492.92,0.07091328,71700000
8067,1435,0.19407363,38.86182558439756,0.2185665,0.0055275545,0.52321404,717500,9583.703148841858,-5.363486,0.9566825367510319,496.65,0.0746678,71750000
8100,1436,0.15762214,39.112361781155506,0.36075535,0.0014266488,0.4101239,718000,9590.460452795029,-5.3481317,0.9748486671596766,493.41,0.07204789,71800000
8234,1437,0.33115765,37.92963628078951,0.49895355,-0.0027054136,0.350998,718500,9597.146306037903,-5.3641953,0.9574071541428566,493.96,0.06981797,71850000
8332,1438,0.19885266,39.773792147980146,0.21868467,-0.0003923248,0.39903596,719000,9603.423403024673,-5.430556,0.9540565572679043,497.53,0.076758824,71900000
8588,1439,0.13947132,39.31163554825081,0.5019146,0.0013174956,0.39915395,719500,9609.672176837921,-5.4464192,0.9743051901459694,495.56,0.073899314,71950000
8369,1440,0.11741925,39.014372783626676,0.5227382,0.015526507,0.40468997,720000,9615.824465990067,-5.4801,0.9741295743733644,497.31,0.07554102,72000000
8635,1441,0.21316856,39.24448699868777,1.6810566,0.0031150738,0.4159,720500,9622.34243631363,-5.479213,0.969479326158762,492.6,0.07108383,72050000
8639,1442,0.17839915,39.92648964448143,0.38897496,0.005094843,0.41189206,721000,9628.479580640793,-5.4969354,0.9623025134205818,495.31,0.075359896,72100000
8009,1443,0.30592707,38.83471818966472,0.18221894,-0.001246778,0.34766003,721500,9634.793075799942,-5.4737506,0.9476643428206444,494.91,0.07263147,72150000
8445,1444,0.14369337,39.22481164906712,0.26727298,0.0058051003,0.5193641,722000,9641.30709528923,-5.4735827,0.9737355262041092,495.52,0.07415778,72200000
8081,1445,0.24188149,39.41784439059857,0.17644589,0.0008828568,0.45021796,722500,9647.856721401215,-5.4874415,0.9573423489928246,494.28,0.07341429,72250000
8025,1446,0.21769615,41.12347676291967,0.57545584,0.0054366905,0.51534605,723000,9654.569852352142,-5.4983172,0.9540017247200012,494.34,0.07706963,72300000
8297,1447,0.23642679,39.42430009965117,0.5394504,0.0043432047,0.4627439,723500,9661.37930226326,-5.5006886,0.9529770873486996,495.27,0.074501604,72350000
8016,1448,0.3265615,40.57662840461129,0.4164817,0.0016349726,0.41573602,724000,9667.980791330338,-5.5052266,0.9293795526027679,495.32,0.07721223,72400000
8129,1449,0.23814902,39.35142320636501,0.47772396,0.0024962842,0.50612205,724500,9674.592552661896,-5.520994,0.9604678303003311,494.16,0.072886765,72450000
7981,1450,0.31565168,37.34329304348284,6.648717,0.0064014774,0.34775198,725000,9681.153470277786,-5.533988,0.9603166468441486,493.3,0.068868645,72500000
7875,1451,0.183864,38.96068861215894,0.25479436,0.002959296,0.527614,725500,9687.933498382568,-5.5424495,0.9573564454913139,497.4,0.07569586,72550000
