ep_len_mean,fps,policy_loss,total_timesteps,ep_reward_mean,value_loss,clipfrac,approxkl,time_elapsed,n_updates,serial_timesteps,policy_entropy,explained_variance,true_reward
293.54,8471,-0.0059486227,1450000,0.5834886468946934,0.035116702,0.042826008,0.004383317,182.28674507141113,29,14500,5.1294484,0.8422000259160995,-0.0010064924
357.2,8124,-0.005648258,1500000,0.29035037964582444,0.031320073,0.04851801,0.0048420373,188.812171459198,30,15000,5.100292,0.8245788365602493,0.00031626187
376.36,8217,-0.005569878,1550000,0.46067978262901305,0.028073525,0.047599994,0.004638291,195.55709409713745,31,15500,5.069891,0.8398907482624054,0.001404862
402.42,8735,-0.0047194646,1600000,0.9926795572042465,0.018726876,0.037766002,0.004179374,202.27442693710327,32,16000,5.0379286,0.864716187119484,0.0036157793
352.13,8405,-0.0055705295,1650000,1.1900476244091989,0.016827112,0.052098006,0.004937445,208.44830894470215,33,16500,5.006782,0.881141722202301,0.005381294
341.78,8221,-0.004887983,1700000,1.2425294229388237,0.012528121,0.051670004,0.0049205935,214.80486369132996,34,17000,4.9783764,0.9048633649945259,0.0061419434
332.75,8256,-0.005921998,1750000,1.4701818756759166,0.0074813883,0.06522599,0.0057297735,221.45793867111206,35,17500,4.947719,0.9372216686606407,0.007598362
205.12,8437,-0.0050155353,1800000,1.378740072399378,0.0068103294,0.056760002,0.0052536274,228.12669348716736,36,18000,4.908076,0.9536110386252403,0.011687467
186.8,8400,-0.0058105327,1850000,1.3969126172363757,0.005711811,0.057591997,0.0053851022,234.59005570411682,37,18500,4.8649006,0.9636592864990234,0.0141014075
132.44,8222,-0.005500727,1900000,1.2191018243134022,0.0044913096,0.047468014,0.0048300927,241.0376753807068,38,19000,4.8360753,0.9725682232528925,0.016357739
88.47,8354,-0.005116911,1950000,1.2895326481759548,0.0021296258,0.043472,0.00461915,247.58602333068848,39,19500,4.798286,0.9871013648808002,0.019281887
73.89,8452,-0.00550036,2000000,1.3429254000633954,0.0017777154,0.044381995,0.0047107735,254.17494916915894,40,20000,4.7451944,0.9890540689229965,0.022151563
42.53,8233,-0.004709519,2050000,1.0251328932493926,0.000756455,0.041102003,0.004583111,260.52340030670166,41,20500,4.681121,0.9952441402710974,0.025195664
45.28,8307,-0.0041785906,2100000,1.0549818874895573,0.00050282554,0.041696005,0.0046676802,267.26021552085876,42,21000,4.6161036,0.9966039129067212,0.026326738
39.43,8474,-0.00390208,2150000,0.9087223678827285,0.00042189483,0.037428007,0.004366652,273.9022979736328,43,21500,4.546176,0.997127435868606,0.028054858
33.86,8588,-0.003424092,2200000,0.9329309992492199,0.00029320185,0.037673995,0.004309578,280.43866181373596,44,22000,4.478588,0.9979013947304338,0.029512754
30.52,7960,-0.004359858,2250000,0.8643389909714461,0.00026053836,0.044739995,0.004868637,286.86774468421936,45,22500,4.411118,0.9981758373323828,0.031245124
33.85,8128,-0.0034341768,2300000,0.8957043190300464,0.0002191505,0.043755997,0.0047617005,293.76969838142395,46,23000,4.3517838,0.9985515042208135,0.031468272
33.09,8656,-0.0025922474,2350000,0.920496014431119,0.0001946234,0.052177988,0.0050796214,300.5641236305237,47,23500,4.3006115,0.9986521118553355,0.03352079
28.75,8533,-0.003396197,2400000,0.817807086929679,0.00016955433,0.048132006,0.0049615656,306.8420853614807,48,24000,4.2529078,0.9988322185818106,0.034437533
31.1,8391,-0.0037263373,2450000,1.0025403589010238,0.0001573035,0.059599992,0.005599222,313.2650456428528,49,24500,4.201546,0.9988772660726681,0.035863515
24.34,8123,-0.00341995,2500000,0.6918601808696985,0.00014900573,0.061138004,0.0056376713,319.7716934680939,50,25000,4.1576633,0.9989257040433586,0.036864273
21.09,8484,-0.0033153223,2550000,0.5277590118348598,0.00017171008,0.060247995,0.00568085,326.5507962703705,51,25500,4.1050377,0.9987366675632074,0.03743833
20.21,8793,-0.0035799032,2600000,0.5113623480498791,0.00013678866,0.07054999,0.006169196,333.10818457603455,52,26000,4.049673,0.9989776009460911,0.038692355
25.63,8429,-0.0051191472,2650000,0.774644251614809,0.00012732153,0.07258601,0.006303962,339.41212940216064,53,26500,4.0049915,0.9990081802243367,0.03959936
30.94,8366,-0.0037283958,2700000,1.13755156904459,0.00012623987,0.07544799,0.006386297,345.9274468421936,54,27000,3.9605362,0.9990146168274805,0.040587664
30.74,9168,-0.0052829855,2750000,1.1722341913729906,0.000101873855,0.082556,0.0068786843,352.34340834617615,55,27500,3.9123502,0.9991942349588498,0.041321587
17.82,8342,-0.0050938115,2800000,0.6147112377732992,0.000107189684,0.083712004,0.006916561,358.4025447368622,56,28000,3.864589,0.9991418468416668,0.041802544
10.53,8894,-0.004845265,2850000,0.08668593287467957,8.734622e-05,0.07705799,0.006591646,365.0296730995178,57,28500,3.8149095,0.999285597819835,0.04231644
16.58,8650,-0.004608907,2900000,0.25054003834724425,8.2393235e-05,0.07595601,0.0066151815,371.0291066169739,58,29000,3.7602453,0.9993078605039045,0.042796377
22.59,8450,-0.0045960518,2950000,0.5540432256460189,8.868151e-05,0.07995799,0.006714418,377.1475076675415,59,29500,3.710304,0.9992490891600028,0.04339872
29.75,8394,-0.0046007494,3000000,1.0379107208549976,7.472395e-05,0.073637985,0.0063515035,383.50119519233704,60,30000,3.6688578,0.999353262828663,0.044460785
33.48,8722,-0.004057213,3050000,1.3427503214776515,7.280061e-05,0.079097986,0.0066382093,389.9714455604553,61,30500,3.6250803,0.999367099488154,0.045178875
28.24,8535,-0.0042947396,3100000,1.2240921485424041,0.00011499782,0.07537,0.006512568,396.27704405784607,62,31000,3.5734587,0.9989524068078026,0.045834437
9.34,8379,-0.0042030825,3150000,0.2992296233773232,7.1368464e-05,0.06906,0.0060746903,402.7302782535553,63,31500,3.5259702,0.9993761904188432,0.04626235
7.27,8153,-0.0035128752,3200000,0.0023750102519989012,7.202593e-05,0.065423995,0.005940508,409.0903699398041,64,32000,3.4897535,0.9993688714457676,0.046346437
9.47,8049,-0.0034587733,3250000,0.02918916940689087,9.4225e-05,0.06504001,0.005918863,415.74018001556396,65,32500,3.4431674,0.9991743295104243,0.046348047
12.82,8277,-0.0042707073,3300000,0.10229919075965882,6.515517e-05,0.056684002,0.005525208,422.3925905227661,66,33000,3.3932636,0.9994239207589999,0.04660141
15.68,8407,-0.0032316244,3350000,0.199465993642807,6.826528e-05,0.053393997,0.005376813,428.89525842666626,67,33500,3.3450341,0.999389264266938,0.046818573
17.63,8142,-0.0039528026,3400000,0.2799195647239685,6.665227e-05,0.061987992,0.005739252,435.3174057006836,68,34000,3.3022885,0.9994077194132842,0.04700733
20.02,8258,-0.0022075528,3450000,0.4013650321960449,6.7624875e-05,0.051033992,0.005107467,442.0643789768219,69,34500,3.2664173,0.9993904661387205,0.04729197
22.93,8306,-0.0026365675,3500000,0.5757442581653595,6.989434e-05,0.041664,0.004622025,448.41367053985596,70,35000,3.2251203,0.9993589553632773,0.04764541
23.8,8594,-0.0025078314,3550000,0.634910284280777,6.8804104e-05,0.050440002,0.005090151,454.9951243400574,71,35500,3.182394,0.9993762121885084,0.047754776
25.11,8512,-0.0011389795,3600000,0.7273034119606018,6.7108835e-05,0.037939996,0.004351991,461.40067768096924,72,36000,3.1394753,0.9993805094854906,0.047965325
26.14,8533,-0.0014081415,3650000,0.8049587285518647,6.661798e-05,0.041566,0.0044882502,467.7812738418579,73,36500,3.1060345,0.9993906022282317,0.048099548
26.28,8487,-0.00065923226,3700000,0.8145463752746582,6.821549e-05,0.040828,0.0043125497,473.9414641857147,74,37000,3.0858755,0.9993902057176456,0.048098873
26.19,8408,-0.0010430518,3750000,0.8077535676956177,6.271882e-05,0.03723,0.0042418023,480.59014320373535,75,37500,3.0675962,0.9994237639475614,0.04811052
27.07,8525,-0.0014062073,3800000,0.8757010841369629,6.604476e-05,0.04069199,0.00452999,487.25749158859253,76,38000,3.0358012,0.9993978796410374,0.048243813
28.63,8611,-0.0018602397,3850000,1.0028375577926636,5.9883805e-05,0.057370014,0.005438283,493.5707654953003,77,38500,2.999718,0.9994399187271483,0.048517264
30.01,8671,-0.004312242,3900000,1.1197990131378175,6.314976e-05,0.064665996,0.0059183394,499.97083616256714,78,39000,2.9568,0.9994165326352231,0.048799608
31.38,8693,-0.005920712,3950000,1.242775701880455,5.7754594e-05,0.08424,0.0069331722,506.29438853263855,79,39500,2.9096115,0.9994517184677534,0.04908856
32.66,8406,-0.003049351,4000000,1.366220876723528,6.3224026e-05,0.05513798,0.005399692,512.4231686592102,80,40000,2.860974,0.9994203358655795,0.04950229
33.47,8310,-0.0008916109,4050000,1.4813785055279731,7.6685974e-05,0.05302201,0.005158686,518.9509906768799,81,40500,2.819276,0.9992820566985756,0.049858104
33.88,8116,-0.000985564,4100000,1.4876398633420467,7.197861e-05,0.03751,0.0043434575,525.5733959674835,82,41000,2.7797713,0.9993248335085809,0.049808957
34.43,8343,-0.0009511461,4150000,1.540550710260868,8.03562e-05,0.041406006,0.004477348,532.3880214691162,83,41500,2.7415543,0.9992461067158729,0.049929332
34.09,8212,-0.0008607225,4200000,1.5088016618788243,0.00010160427,0.033521995,0.003941014,538.6670458316803,84,42000,2.709231,0.9992649523192085,0.049883373
34.7,8391,-0.0017006327,4250000,1.5721684801578522,8.6247914e-05,0.044473995,0.0045295344,545.3294985294342,85,42500,2.6914396,0.9991986097302288,0.0500122
33.78,8222,-0.00045580286,4300000,1.4966195085644722,7.5610915e-05,0.032510005,0.003879352,551.9034888744354,86,43000,2.6684766,0.9993070329655893,0.049876034
34.42,8307,-0.0014583286,4350000,1.5424714566022157,0.00013942971,0.043213997,0.0046081077,558.5258691310883,87,43500,2.6351714,0.9992638344992884,0.049958386
33.57,8259,-0.00095894665,4400000,1.4592660322785378,0.00013156683,0.03756,0.0043139593,565.2078120708466,88,44000,2.5951035,0.9991466048522852,0.049829982
34.27,8280,-0.0010063745,4450000,1.527792198508978,7.737158e-05,0.047033995,0.0047970745,571.8791937828064,89,44500,2.554781,0.9992850315175019,0.049938455
33.19,8612,-0.0016036682,4500000,1.424139287173748,5.7331537e-05,0.042904004,0.0045989924,578.5386824607849,90,45000,2.5128806,0.999459404440131,0.049762223
34.19,8393,-0.00084625324,4550000,1.520534337311983,7.481242e-05,0.043656006,0.004608571,585.0118577480316,91,45500,2.4756765,0.9992954599438235,0.049930025
33.65,8306,-0.00045170728,4600000,1.4858244444429873,7.259609e-05,0.040599994,0.004401051,591.574197769165,92,46000,2.4517434,0.9993251481791958,0.04991953
34.21,8343,-0.0018237898,4650000,1.5409257109463215,8.0360565e-05,0.06307799,0.0055721616,598.146096944809,93,46500,2.4277472,0.9992450377903879,0.050023828
33.47,8446,-0.0006412594,4700000,1.4500833087414504,6.2941304e-05,0.053296007,0.0052042054,604.5857791900635,94,47000,2.3980944,0.9994202093221247,0.04983695
33.94,8537,-0.000882646,4750000,1.4957312343269586,7.098412e-05,0.038256,0.004346397,611.2092740535736,95,47500,2.3582423,0.9993377930368297,0.049934413
33.02,7981,-0.001824466,4800000,1.4044952985644341,5.3667984e-05,0.052800003,0.0051655876,617.711110830307,96,48000,2.3147957,0.9995162952982355,0.049774285
33.45,8224,-0.000849814,4850000,1.4500449009239673,6.504348e-05,0.052442007,0.005092218,624.5590283870697,97,48500,2.2739167,0.9994200994260609,0.04987614
33.53,8471,-0.00069989025,4900000,1.4578165909647942,6.273054e-05,0.056108013,0.0051609487,631.1544473171234,98,49000,2.2415912,0.9994211701559834,0.04988929
33.78,8248,-0.00015081462,4950000,1.4821670639514923,6.759372e-05,0.049569987,0.0048933816,637.5794341564178,99,49500,2.216556,0.9993845201679505,0.049969673
33.85,8573,-0.0011252082,5000000,1.4874980641901494,6.746071e-05,0.051264,0.0049238964,644.3414998054504,100,50000,2.1903734,0.9993771971203387,0.049947143
33.41,8550,-0.0003290806,5050000,1.4477832531929016,6.1109844e-05,0.052136,0.004975034,650.605354309082,101,50500,2.1572547,0.9994545070221648,0.049912598
33.54,8398,-0.0009384968,5100000,1.460310013592243,6.221242e-05,0.045208007,0.004655728,657.123321056366,102,51000,2.121948,0.9994298035162501,0.049944203
33.77,8733,-0.000267557,5150000,1.4828154699504374,7.267781e-05,0.04733801,0.0046737534,663.6550464630127,103,51500,2.093155,0.9993734168238007,0.04997498
33.76,8338,-0.0008811445,5200000,1.4831627763807773,6.646559e-05,0.053686004,0.0051683425,669.7240340709686,104,52000,2.0612698,0.9993539027636871,0.049984135
33.31,8408,-0.0004708796,5250000,1.4375873321294785,6.3783606e-05,0.053201996,0.0050649517,676.2580094337463,105,52500,2.038444,0.9994369005435146,0.049930464
33.39,8328,-4.6140016e-05,5300000,1.4454881340265273,5.7807025e-05,0.04759399,0.0047985646,682.76251745224,106,53000,2.0103405,0.9994692956679501,0.049919497
33.16,8573,-0.00054687157,5350000,1.4247641825675965,5.35268e-05,0.06198399,0.005575902,689.3364064693451,107,53500,1.962435,0.9995153935160488,0.049907573
33.44,8176,-0.00078434503,5400000,1.453642608821392,5.9683913e-05,0.043408,0.004558102,695.78435754776,108,54000,1.9222635,0.9994570576236583,0.049971387
33.13,8168,-0.00057671615,5450000,1.4214872431755066,5.370312e-05,0.055526007,0.0052019563,702.4782218933105,109,54500,1.8821796,0.9995148317539133,0.049913954
33.91,8645,-0.0011477466,5500000,1.4968380662798881,6.915329e-05,0.06741,0.0058927448,709.2029089927673,110,55000,1.8511815,0.9993612969992682,0.050038155
32.63,8662,-0.0021255293,5550000,1.3728505769371986,5.171102e-05,0.076290004,0.0065220078,715.5904459953308,111,55500,1.8143364,0.9996228671225253,0.049820166
33.16,8525,-8.350552e-05,5600000,1.4256168130040168,0.00016767054,0.040145997,0.0042731245,721.9243161678314,112,56000,1.7803632,0.9991184069076553,0.04993292
33.55,8282,-0.0004989089,5650000,1.4638972359895706,6.5477594e-05,0.053898,0.005133854,728.3759038448334,113,56500,1.7522774,0.999375288549345,0.05001493
33.12,8250,0.00010150633,5700000,1.4222812511026859,5.2190142e-05,0.061451994,0.0055031376,735.0457971096039,114,57000,1.7183663,0.9995254951063544,0.04996375
32.72,8013,-0.0018881923,5750000,1.3828262451291085,4.1396725e-05,0.056325994,0.0052851927,741.6880419254303,115,57500,1.6820225,0.9996257943566889,0.04988911
32.92,8096,-0.00042181957,5800000,1.4024554547667503,4.6137135e-05,0.060818005,0.005486697,748.5798952579498,116,58000,1.6376439,0.9995820017938968,0.049932983
32.84,8339,-0.00058008067,5850000,1.395314026772976,4.2836255e-05,0.055182002,0.0051386883,755.3179535865784,117,58500,1.6052191,0.9996051806665491,0.049942225
33.67,8354,-0.00039051764,5900000,1.4750701941549778,6.52825e-05,0.061518025,0.005425153,761.9868490695953,118,59000,1.5839697,0.9993823306867853,0.05004609
32.9,8384,-0.00087861397,5950000,1.4020836302638053,4.4474065e-05,0.054672003,0.0052631493,768.2159326076508,119,59500,1.5518471,0.9995993937773164,0.049915835
33.5,8728,-0.00086061953,6000000,1.4600464962422848,6.257705e-05,0.057902016,0.0053310823,774.6766829490662,120,60000,1.5174043,0.9994399547576904,0.05002481
33.35,8458,-0.0003710571,6050000,1.4449731811881066,5.610845e-05,0.057793997,0.005251918,780.9905049800873,121,60500,1.4997478,0.9994785914896056,0.05001782
32.61,8605,-0.0018545904,6100000,1.3751143833994866,3.840453e-05,0.07979001,0.0066747963,787.3982253074646,122,61000,1.4675529,0.9996659662865568,0.04989548
33.09,8712,-0.0005579956,6150000,1.4224446707963943,5.2537434e-05,0.058833994,0.0054181926,793.7383241653442,123,61500,1.4261539,0.9995459745405242,0.050014008
32.97,8195,-0.00033882397,6200000,1.4098357298970223,4.7412166e-05,0.056043994,0.005351633,800.0205438137054,124,62000,1.3894436,0.9995826410013251,0.050008737
33.03,8569,-0.000502743,6250000,1.4161805173754691,7.7404104e-05,0.05569199,0.0051796692,806.7042214870453,125,62500,1.3587645,0.9995667143957689,0.05000502
33.07,8459,-0.00041884746,6300000,1.420675292313099,5.0267554e-05,0.069102,0.005944792,812.7560329437256,126,63000,1.3395321,0.9995412527350709,0.05001042
32.7,8522,0.00017369364,6350000,1.3853445529937745,3.841831e-05,0.059982006,0.005575665,819.1581444740295,127,63500,1.3016964,0.9996574582473841,0.049981806
32.96,8350,-0.00071620924,6400000,1.427663414478302,5.9608483e-05,0.066263996,0.00576292,825.6600952148438,128,64000,1.2694623,0.9994567850371823,0.05008153
33.12,8544,-0.0002386333,6450000,1.4248082667589188,5.2638447e-05,0.06855799,0.0059828847,832.2101619243622,129,64500,1.2440218,0.9995269462233409,0.050041113
33.4,7976,-0.0009003322,6500000,1.4517943808436393,5.981369e-05,0.08321599,0.0066505983,838.6357054710388,130,65000,1.2254825,0.9994510653195903,0.050103102
32.71,8274,0.0001458413,6550000,1.385584907233715,3.845092e-05,0.069377996,0.0059420983,845.5192515850067,131,65500,1.2105212,0.9996503082511481,0.04999818
33.13,8449,-0.00017891897,6600000,1.4257907390594482,7.819334e-05,0.07483201,0.0062390016,851.9770650863647,132,66000,1.1861895,0.9995277242851444,0.050061364
32.88,8162,5.461697e-05,6650000,1.4020710092782975,6.821561e-05,0.056633994,0.0053341757,858.4932680130005,133,66500,1.1556782,0.9995192717178725,0.050033785
32.63,8692,-0.00027685563,6700000,1.3790239959955215,3.5074758e-05,0.08514001,0.006880852,865.1292345523834,134,67000,1.1220345,0.999679102213122,0.049992975
33.32,8355,-0.00089562155,6750000,1.4451838199794294,5.7371584e-05,0.079962,0.0065105627,871.1298980712891,135,67500,1.097424,0.9994767477037385,0.0500954
32.92,8137,1.6075424e-05,6800000,1.4059983390569686,4.3820837e-05,0.08704803,0.006952742,877.4354906082153,136,68000,1.0694793,0.9996021062834188,0.050025772
32.94,8205,-7.4918404e-05,6850000,1.4094062575697899,4.5155597e-05,0.06746402,0.0058236783,884.1910705566406,137,68500,1.035997,0.9995831707201432,0.05007946
33.22,8383,-0.0010231636,6900000,1.4372907552123069,5.5564265e-05,0.07928,0.0063994383,890.8707821369171,138,69000,1.0241464,0.9994912788388319,0.050116286
32.76,8071,0.00060792675,6950000,1.3921416625380516,4.022538e-05,0.06524201,0.0057826145,897.3274850845337,139,69500,1.0013382,0.9996442793344613,0.050028443
32.62,7914,-0.0007609921,7000000,1.3783479404449464,3.8059872e-05,0.06820599,0.0060039596,904.2150325775146,140,70000,0.96028113,0.9996737198380288,0.050007526
32.78,8272,-0.0007179161,7050000,1.3933601608872415,4.1042847e-05,0.06710599,0.005849398,910.984263420105,141,70500,0.9206679,0.9996442246774677,0.05005508
32.51,8177,-0.0005261848,7100000,1.3675603052973748,3.5163786e-05,0.073660016,0.006409601,917.3358354568481,142,71000,0.8800323,0.9996884205611423,0.04999729
32.82,8091,0.0010152888,7150000,1.3982215464115142,4.1971278e-05,0.09924798,0.007890307,923.7810318470001,143,71500,0.8532551,0.9996248612878844,0.05005882
32.85,7988,-0.00081181945,7200000,1.4031462940573691,4.2024345e-05,0.07001601,0.006041371,930.4420251846313,144,72000,0.82459676,0.999615302978782,0.050073925
32.9,7974,-0.00030564694,7250000,1.406261346936226,4.4537574e-05,0.06763598,0.005948527,937.3078768253326,145,72500,0.7889326,0.9995977103244513,0.05007719
32.21,8112,-0.00311159,7300000,1.3404095321893692,1.9862864e-05,0.08908601,0.007154742,944.0365104675293,146,73000,0.75540984,0.9998322658066172,0.04997593
32.83,8734,-0.00041338257,7350000,1.4000557896494865,4.3861502e-05,0.062243994,0.0055917,950.8038854598999,147,73500,0.7132141,0.9996131274383515,0.050096873
32.49,8108,0.00088401296,7400000,1.3670711940526963,2.8620607e-05,0.09003203,0.007416913,957.007937669754,148,74000,0.68257,0.9997390412027016,0.050036315
32.98,8301,5.8791862e-05,7450000,1.413038427233696,4.7807116e-05,0.070622,0.0059864963,963.89728474617,149,74500,0.66373044,0.9995608201716095,0.05012881
32.28,8109,-0.00018970676,7500000,1.346920248568058,2.015895e-05,0.093991995,0.007580542,970.3367986679077,150,75000,0.6422398,0.9998193118954077,0.05003008
32.96,8479,-0.00063598156,7550000,1.412716772556305,5.5809152e-05,0.07910801,0.0064924443,977.1030144691467,151,75500,0.6216681,0.9995652888610493,0.050142568
32.57,8290,0.001332942,7600000,1.3745064920186996,3.5995763e-05,0.093717985,0.0073093725,983.5350856781006,152,76000,0.6074661,0.9997118706523906,0.050073184
33.24,8322,-0.0010633161,7650000,1.4393872009962798,5.6741206e-05,0.108304,0.008391062,990.1459980010986,153,76500,0.59276575,0.9994795879465528,0.05016005
32.53,8505,0.000912876,7700000,1.371482491493225,3.592077e-05,0.09386402,0.007555596,996.8216555118561,154,77000,0.57520646,0.9997280646348372,0.05008494
32.52,8233,0.0014506758,7750000,1.3697590041160583,2.981917e-05,0.079326004,0.0068110437,1003.2405545711517,155,77500,0.54549927,0.9997263193072286,0.050073583
33.21,8161,-0.0017589321,7800000,1.4358170613646508,5.865417e-05,0.08074998,0.006572753,1009.8086585998535,156,78000,0.5321007,0.9994671210297383,0.050180268
32.33,8517,-0.0010407091,7850000,1.353061718046665,0.0001899145,0.078064,0.0066700988,1016.4057855606079,157,78500,0.49692762,0.9998005122179165,0.050057594
32.72,8513,0.00018004836,7900000,1.3898068994283677,0.00034212682,0.06290399,0.0056398944,1022.759131193161,158,79000,0.445981,0.9995805163343903,0.050145604
32.42,8188,0.00069517083,7950000,1.3614532670378685,2.788393e-05,0.090312034,0.0071472423,1028.986831665039,159,79500,0.42131343,0.9997157147736289,0.050080307
32.95,8511,7.773239e-05,8000000,1.4122364541888237,4.730836e-05,0.10292802,0.007902764,1035.6779549121857,160,80000,0.40560246,0.9995645994204096,0.050172247
32.49,8238,0.0009305277,8050000,1.3684549677371978,2.8224886e-05,0.08998397,0.0071966248,1042.1182346343994,161,80500,0.37842217,0.9997410246287473,0.050107237
32.88,8396,-0.0009046495,8100000,1.4060393460094929,4.4893877e-05,0.10096397,0.007792978,1048.7224609851837,162,81000,0.35280883,0.9995899827335961,0.050181083
32.37,8457,-0.0002406429,8150000,1.3564334425330162,2.382531e-05,0.07993,0.006571136,1055.2008769512177,163,81500,0.32037997,0.9997818578995066,0.050094303
33.01,8445,-0.00010701373,8200000,1.417475494146347,5.0982973e-05,0.09251996,0.007269499,1061.7586472034454,164,82000,0.30481267,0.999533518392127,0.050188463
32.42,8033,0.00016709854,8250000,1.3619140121340751,2.5298164e-05,0.07288002,0.0062165125,1068.3146090507507,165,82500,0.2834385,0.9997683452238562,0.05009226
32.34,8186,0.0002367926,8300000,1.3539643201231957,2.1826798e-05,0.089398004,0.0071490128,1075.2775745391846,166,83000,0.23817231,0.999800674529979,0.05011524
32.47,8070,0.00076783577,8350000,1.366957950592041,2.7397247e-05,0.09209602,0.007298105,1081.9000282287598,167,83500,0.20677797,0.9997493898845278,0.0501458
32.33,8169,0.0004401224,8400000,1.3540521359443665,2.1109077e-05,0.09507802,0.0076236124,1088.6474816799164,168,84000,0.16847059,0.9998072352318559,0.05010551
32.47,8387,-0.00015390055,8450000,1.3663166081905365,2.6945383e-05,0.06577801,0.005860833,1095.3856716156006,169,84500,0.12301545,0.9997539429459721,0.050138783
32.41,8198,0.0022042636,8500000,1.360973486304283,2.4580555e-05,0.10776799,0.008621836,1101.9208822250366,170,85000,0.08780821,0.9997756315860897,0.050153553
32.9,8441,-0.0009417122,8550000,1.4083503752946853,4.687616e-05,0.10620799,0.008242901,1108.6004588603973,171,85500,0.0681895,0.9995710576185957,0.05022065
32.35,8157,0.0014153756,8600000,1.3553870636224747,2.2402704e-05,0.12253397,0.009183849,1115.171071767807,172,86000,0.04046701,0.9997978516767034,0.050142255
32.29,7983,-0.0003385028,8650000,1.351039055287838,1.9514471e-05,0.080804005,0.0067234444,1122.0088896751404,173,86500,-0.00038398625,0.9998227204050636,0.050154697
32.62,8388,0.00013075286,8700000,1.3819268891215324,3.4252844e-05,0.09121599,0.007256535,1128.7916626930237,174,87000,-0.035573643,0.9996873862692155,0.050195713
32.21,8198,-0.000868923,8750000,1.3427651926875115,1.5458289e-05,0.09058202,0.0072037093,1135.393755197525,175,87500,-0.06799561,0.9998598892416339,0.05012111
32.41,7838,0.00044266216,8800000,1.3624004271626473,2.4654157e-05,0.09506402,0.007585798,1142.1317250728607,176,88000,-0.10768333,0.9997758503159275,0.050177433
32.28,8168,0.00031489364,8850000,1.3501435983181,1.8758235e-05,0.084464,0.0068889153,1148.9748651981354,177,88500,-0.13987315,0.9998295591503847,0.050174672
32.67,8181,0.0014620345,8900000,1.3874819257855415,3.693881e-05,0.11313398,0.008830512,1155.7080550193787,178,89000,-0.16114023,0.9996632234833669,0.05022602
32.8,8073,9.519123e-06,8950000,1.399109600186348,4.348323e-05,0.091936,0.0072140084,1162.211659193039,179,89500,-0.17881455,0.9996060275589116,0.050217573
32.32,8288,0.00064188836,9000000,1.3535190743207932,2.1595339e-05,0.0964,0.007645251,1169.0578382015228,180,90000,-0.20481116,0.999808527645655,0.0501726
32.18,8166,0.00014187014,9050000,1.341140086054802,1.4101179e-05,0.09063801,0.0072354353,1175.6180338859558,181,90500,-0.24519137,0.9998707981867483,0.050160293
32.61,7972,0.00058005657,9100000,1.3815523013472557,3.4230092e-05,0.09461799,0.0073934793,1182.3155193328857,182,91000,-0.2691924,0.9996877586236224,0.050198577
32.49,8033,0.00047931884,9150000,1.3707541501522065,2.8839153e-05,0.084646024,0.0068205292,1189.0995371341705,183,91500,-0.28132668,0.9997399748244788,0.05018941
32.55,8340,0.00068148685,9200000,1.3762143683433532,3.1993175e-05,0.09594603,0.0076496955,1195.9315671920776,184,92000,-0.30644292,0.9997089102980681,0.050210323
32.66,8197,8.556766e-06,9250000,1.387520991563797,3.663672e-05,0.10366999,0.0078067495,1202.5179529190063,185,92500,-0.32425755,0.999667445285013,0.050223254
32.3,8093,0.0014732175,9300000,1.3526015824079514,1.9060073e-05,0.111871965,0.008524291,1209.129893064499,186,93000,-0.33982697,0.9998281260195654,0.05016081
32.51,8114,0.00019772106,9350000,1.3726772633194924,3.0363466e-05,0.11415401,0.008636061,1215.994239807129,187,93500,-0.3728104,0.9997335259686224,0.050204672
32.49,8196,0.0013641522,9400000,1.3710630306601523,0.00011185855,0.120875984,0.009116157,1222.9563739299774,188,94000,-0.39710546,0.999740107828984,0.050216265
32.36,7997,0.00141172,9450000,1.3574645784497261,2.6136448e-05,0.085972,0.0069621243,1229.7906155586243,189,94500,-0.42610213,0.9997101004119031,0.050177477
32.3,8186,0.00060273823,9500000,1.3523780488967896,2.0862197e-05,0.10354202,0.007957099,1236.7580106258392,190,95000,-0.4568932,0.9998167262383504,0.05017701
32.39,8144,0.0008639295,9550000,1.3606371730566025,2.5710946e-05,0.11140802,0.00842597,1243.3598926067352,191,95500,-0.48979238,0.9997817399125779,0.050188627
32.11,8263,-0.0023069,9600000,1.3344522833824157,9.558763e-06,0.09915199,0.007827283,1250.036747455597,192,96000,-0.5419186,0.9999132438751985,0.050135106
32.2,8101,-0.00027408937,9650000,1.3438122713565825,1.4209692e-05,0.11178002,0.008504929,1256.6846361160278,193,96500,-0.593302,0.9998712862288812,0.05017789
32.22,8526,0.00030686308,9700000,1.3458345219492913,1.5373496e-05,0.11241399,0.0086289365,1263.2181932926178,194,97000,-0.6284189,0.9998629795736633,0.050200645
32.3,8338,0.0011449731,9750000,1.3533305019140243,2.0014117e-05,0.12833999,0.009561704,1269.6914329528809,195,97500,-0.65862375,0.9998218511755113,0.050219424
32.56,8389,0.00021748326,9800000,1.377577132433653,3.2395477e-05,0.108122,0.00821942,1276.2791721820831,196,98000,-0.6762116,0.9997056705178693,0.05024378
32.5,8018,0.0008864269,9850000,1.372354657948017,2.9421219e-05,0.11219198,0.008716989,1282.9079325199127,197,98500,-0.6953724,0.9997332582715899,0.05024623
