,t,px,py,pz,qw,qx,qy,qz,vx,vy,vz,omex,omey,omez,accx,accy,accz,taux,tauy,tauz,jerkx,jerky,jerkz,snapx,snapy,snapz,bomex,bomey,bomez,baccx,baccy,baccz,mot1,mot2,mot3,mot4,motdex1,motdex2,motdex3,motdex4,f1,f2,f3,f4
0,0.0,0.0,0.0,5.0,-4.371139000186241e-08,0.999999999999999,0.0,0.0,5.0,0.0,0.0,3.1415927,3.1415927,3.1415927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.02,0.20002364,1.6018957e-05,4.991959095001221,-0.03837965775625923,0.9953900108796526,-0.06322957908117414,0.06105529003071961,5.004307,0.002819518,-0.4318513,-0.26184335,2.963816,3.1096952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.04,0.4008402,0.00025315757,4.96293306350708,0.04764766724919679,0.9830864688582084,-0.13251361559404823,0.11709328006252746,5.0455174,0.0017652586,-1.0485013,-8.760896,3.8313577,2.9680808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.06,0.60410446,-0.001369955,4.9071574211120605,0.3051069374621135,0.9105382851208823,-0.20622936898862937,0.18788090751368205,5.119128,-0.113529734,-1.7344669,-16.21327,8.156257,2.762087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.08,0.81007904,-0.0105723785,4.826467990875244,0.6216770061664284,0.6800309010606137,-0.22621241910573253,0.31607533128823745,5.1738887,-0.3545135,-2.2597582,-17.21954,14.216304,2.536309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.1,1.0173975,-0.027923571,4.729034900665283,0.8316875019980079,0.3139428359421523,-0.18200601182511073,0.42024945739456937,5.187018,-0.5181412,-2.577529,-17.321726,11.34892,2.3544567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.12,1.2239347,-0.051745445,4.6235857009887695,0.8837712887227821,-0.04551916782049201,-0.19151069603381077,0.4244996677205394,5.11551,-0.64673734,-2.6636486,-14.858394,4.2645993,2.0938632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.14,1.4244602,-0.077203594,4.5166521072387695,0.8294098964008022,-0.2745951975315719,-0.273584533713973,0.4022787642388244,4.8814387,-0.60046554,-2.6886568,-9.66515,-2.400903,1.7694346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.16,1.6123556,-0.09877043,4.407348155975342,0.7398380209655171,-0.35167224636527183,-0.3939885159989895,0.41682056466919304,4.4963055,-0.4806497,-2.7977207,-3.6526358,-7.1199617,1.4395477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.18,1.7831341,-0.116814286,4.291451930999756,0.6452306053131103,-0.3138622905293465,-0.509578546518528,0.4748659110517557,4.040061,-0.44384983,-3.0116029,-0.18280752,-8.009191,1.0534247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
