total_timesteps,approxkl,n_updates,explained_variance,ep_reward_mean,fps,time_elapsed,clipfrac,policy_entropy,serial_timesteps,ep_len_mean,policy_loss,value_loss,true_reward
19350000,0.012395483,387,0.9939134139567614,3.222225954774767,8087,2616.354813814163,0.16813599,-2.0535035,193500,111.93,-0.008253305,0.0056509264,0.0007205196
19400000,0.01261868,388,0.9937481982633471,2.352127673205905,7800,2623.1349115371704,0.16860998,-2.0628173,194000,96.14,-0.0079103215,0.0061246944,-0.0016481973
19450000,0.012678636,389,0.9930953732691705,2.2537328081650774,7921,2629.9641556739807,0.17055203,-2.073121,194500,89.71,-0.008362937,0.006008727,-0.0048317816
19500000,0.012442901,390,0.9928763853386045,2.26473887822096,7749,2636.864054441452,0.16693597,-2.0817125,195000,103.12,-0.008648053,0.0059167217,-0.003474308
19550000,0.0126787,391,0.9930468322709203,3.8454887601821977,8075,2643.7868463993073,0.16866998,-2.1042132,195500,92.57,-0.009051571,0.0059259534,-0.0006589187
19600000,0.012804706,392,0.9937315960414708,3.941433251906856,7884,2650.4418313503265,0.17014,-2.1297402,196000,99.95,-0.008068771,0.0055590337,0.0021293627
19650000,0.012787981,393,0.993846021592617,1.9712254979300632,7914,2657.1845712661743,0.171332,-2.1441865,196500,109.53,-0.008356789,0.0056890585,-0.005605193
19700000,0.012836338,394,0.9929037094116211,2.4981856427049207,8213,2663.8363370895386,0.17239405,-2.1544251,197000,104.57,-0.008272034,0.005829284,-0.0024950097
19750000,0.013039666,395,0.9940415900200605,3.0776993633517122,8260,2670.3986966609955,0.17417198,-2.161869,197500,97.93,-0.009117336,0.0051862244,-0.0004582965
19800000,0.012774394,396,0.9929766799323261,3.60893455210753,8293,2676.9694607257843,0.171756,-2.1711414,198000,94.87,-0.008010827,0.00645532,-0.0009760383
19850000,0.012943635,397,0.9935778025537729,2.430503998594795,8117,2683.4605934619904,0.17334802,-2.186107,198500,97.64,-0.0085041765,0.0056611323,-0.0056744134
19900000,0.0129032135,398,0.9939533495344222,2.696597146744971,8391,2690.2149391174316,0.17332001,-2.2017007,199000,110.5,-0.00861264,0.005239291,-0.0033350748
19950000,0.013131854,399,0.993815413210541,2.069621196283042,8012,2696.734167575836,0.17428596,-2.209834,199500,118.78,-0.00933222,0.005670962,-0.0043343846
20000000,0.012873178,400,0.9933132366277277,2.795633357905026,7908,2703.4572489261627,0.17439398,-2.2262352,200000,98.57,-0.008707675,0.0055880737,-0.00276914
20050000,0.012639374,401,0.9940463262610137,4.06737577010048,7936,2710.369164943695,0.16932003,-2.242758,200500,92.2,-0.008704283,0.005455004,0.0010059397
20100000,0.012960311,402,0.9937100778333843,2.2111513542312604,7843,2717.13672542572,0.172332,-2.2572527,201000,85.7,-0.007409306,0.005780999,-0.0034942508
20150000,0.013090692,403,0.9941693558357656,3.067908317453257,7843,2723.9265973567963,0.17456402,-2.268031,201500,90.18,-0.008646861,0.0053868233,0.0014447434
20200000,0.0132119,404,0.9936582348309457,3.4904875843643093,7877,2730.851080417633,0.17602198,-2.2814085,202000,98.88,-0.00875793,0.0053587393,0.0012167552
20250000,0.012893043,405,0.9939839970320463,2.9190819062550144,7999,2737.7987987995148,0.17285801,-2.3016875,202500,96.89,-0.008111039,0.0054979892,-0.0074957567
20300000,0.013739262,406,0.9931902610696852,3.2752946651057937,7973,2744.699158191681,0.18302399,-2.3148499,203000,82.64,-0.007812129,0.0060103857,-0.00110698
20350000,0.012597326,407,0.9942244729027152,2.8056347715652374,8172,2751.4961042404175,0.17022999,-2.3286104,203500,88.1,-0.007786694,0.0056169983,-0.0019591465
20400000,0.0132122375,408,0.9933446263894439,3.27447009519703,7835,2758.1631755828857,0.176928,-2.34586,204000,89.82,-0.00789156,0.0057099755,0.0007437001
20450000,0.013444421,409,0.9939124477095902,1.671059234067907,7875,2764.9735958576202,0.18046404,-2.3583367,204500,111.72,-0.007529122,0.005445825,-0.0041145715
20500000,0.0133086005,410,0.9939951705746353,2.4719859634716705,7825,2771.8924820423126,0.17816596,-2.3753746,205000,112.13,-0.009483706,0.0052332105,-0.0044101006
20550000,0.01349218,411,0.9935879707336426,3.2968463468483606,7720,2778.7297010421753,0.18030596,-2.3811874,205500,108.23,-0.008699532,0.0056109005,-0.001797296
20600000,0.013927085,412,0.9929958605207503,2.604852400904274,8026,2785.7689106464386,0.18493596,-2.3916574,206000,94.84,-0.0074835992,0.0060350513,-0.003804176
20650000,0.01305126,413,0.9936748784966767,2.1807216724120373,7712,2792.450539827347,0.174542,-2.4104111,206500,96.97,-0.007730095,0.005799049,-0.0033206067
20700000,0.013234908,414,0.9937407998368144,3.091431980820271,7989,2799.4320352077484,0.17607996,-2.4264936,207000,114.68,-0.008334403,0.0053546024,-0.0009196247
20750000,0.013217369,415,0.9939350760541856,1.4052094467020653,8256,2806.231142282486,0.176416,-2.4389815,207500,91.71,-0.008849892,0.0058244406,-0.0046688057
20800000,0.0135024525,416,0.9936263943091035,1.623699193989887,8347,2812.7605051994324,0.17754601,-2.451532,208000,89.85,-0.008000724,0.0055016945,-0.0063002245
20850000,0.013439716,417,0.9941194015555084,2.6019881187383724,7997,2819.211163043976,0.17855799,-2.4583123,208500,103.27,-0.007667696,0.0058528436,-0.012450858
20900000,0.013789156,418,0.9942703754641116,2.8091103754291544,7745,2825.966281890869,0.18107995,-2.4725928,209000,100.56,-0.007727483,0.0056000734,-0.0013843158
20950000,0.013150399,419,0.9937162334099412,2.552508585732285,8058,2833.0061779022217,0.17601798,-2.4802015,209500,95.9,-0.008678854,0.0059006647,-0.0063601076
21000000,0.01329912,420,0.9940601433627307,1.4476070978493225,8029,2839.7564878463745,0.17873803,-2.4775712,210000,75.53,-0.0075881113,0.0055752224,-0.0051215827
21050000,0.014019744,421,0.9938763817772269,3.620379389806476,7937,2846.5376024246216,0.186474,-2.4808667,210500,90.5,-0.008040353,0.0056709144,-0.0011964133
21100000,0.013480618,422,0.9936755169183016,2.838417636035265,8015,2853.447788476944,0.18077804,-2.4974015,211000,106.74,-0.007886046,0.0056933505,-0.0045996117
21150000,0.013168651,423,0.9934359984472394,2.511224439203579,8010,2860.220767021179,0.17513601,-2.512878,211500,109.9,-0.007498207,0.005500876,-0.0042457585
21200000,0.013388148,424,0.993596482090652,2.0428843437205795,7797,2866.9162843227386,0.17876604,-2.5284264,212000,82.39,-0.00843992,0.005634796,-0.003950311
21250000,0.013694998,425,0.9939837981946766,4.395744980750023,8082,2873.8795816898346,0.18132801,-2.5470343,212500,110.28,-0.007870833,0.005352338,-0.0015560559
21300000,0.014052433,426,0.9944257731549442,3.1042161794793355,7839,2880.4980301856995,0.184542,-2.55486,213000,97.98,-0.007869113,0.0052782316,-0.0052670534
21350000,0.014071265,427,0.9932940332219005,2.375789882883764,7866,2887.2967977523804,0.18676001,-2.5697465,213500,92.06,-0.008503549,0.005767958,-0.0016632538
21400000,0.0136126755,428,0.994229412637651,2.619697839425717,8259,2894.141437768936,0.18201594,-2.58069,214000,94.94,-0.008077438,0.0052508325,-0.0007650956
21450000,0.013306819,429,0.9939632737077773,3.2949415216957276,7601,2900.6083822250366,0.17677398,-2.5932562,214500,104.85,-0.0087277675,0.0052017276,-0.0013289065
21500000,0.013439076,430,0.9945627301931381,2.398178749517683,8087,2907.6660985946655,0.180426,-2.6018414,215000,100.43,-0.008148995,0.0053313687,-0.0017586575
21550000,0.014011288,431,0.9940750296227634,1.9842225051841524,8173,2914.3003222942352,0.18568394,-2.6112092,215500,93.48,-0.007879768,0.0053436286,-0.004181254
21600000,0.013328309,432,0.9936059699393809,2.94263354485709,7812,2921.0181970596313,0.17833596,-2.6171877,216000,96.4,-0.007619683,0.005666268,-0.0021193724
21650000,0.014358306,433,0.9943152186460793,2.939857535174233,8020,2927.9748752117157,0.18823601,-2.6208081,216500,93.76,-0.007417117,0.0053003468,-0.002107246
21700000,0.014122876,434,0.9935464910231531,2.539922246171336,7835,2934.788046360016,0.188004,-2.6245136,217000,110.3,-0.008021211,0.0055721235,-0.0018619127
21750000,0.013676132,435,0.9938610917888582,3.7563054532902607,8065,2941.7530601024628,0.18022001,-2.632286,217500,103.78,-0.008344373,0.005298674,-0.0043776524
21800000,0.014440514,436,0.9941001208499074,2.7991267637514103,8075,2948.4353046417236,0.18743002,-2.6430938,218000,84.03,-0.0074862037,0.0052649854,-0.00049405167
21850000,0.0146404095,437,0.9942004424519837,3.0491012553196923,7868,2955.1417050361633,0.193708,-2.6614892,218500,106.68,-0.008620748,0.0051771495,-0.0056901746
21900000,0.013486186,438,0.9937525256536901,2.632405640236539,7928,2961.9101905822754,0.17981802,-2.6746435,219000,92.34,-0.007430352,0.005482427,-0.0018321619
21950000,0.013506183,439,0.9941170550882816,2.8306793869292597,7942,2968.7634465694427,0.17996399,-2.6838665,219500,86.63,-0.0075454223,0.0053345887,-0.006608248
22000000,0.0144285355,440,0.9934292021207511,2.6320412271434908,8139,2975.58083152771,0.19099799,-2.7038288,220000,104.63,-0.007882485,0.005934768,-0.004691984
22050000,0.014711226,441,0.9936346304602921,2.4627836718394245,7998,2982.2297608852386,0.19420797,-2.7158103,220500,109.21,-0.0069750394,0.0053310003,-0.003017606
22100000,0.013929475,442,0.9941230048425496,3.5865404643710734,8187,2988.6793773174286,0.18364401,-2.7239475,221000,115.3,-0.0078851385,0.005227213,0.0013444168
22150000,0.01385768,443,0.9941028645262122,3.731202759985172,7887,2995.2455174922943,0.18266998,-2.7291856,221500,99.39,-0.008248198,0.0052084727,-0.002439125
22200000,0.013773007,444,0.9936897358857095,2.6995392235268083,7984,3002.0428550243378,0.182918,-2.7360601,222000,89.05,-0.007910632,0.0056102,-0.006076363
22250000,0.013630109,445,0.9940088563598692,3.0071438322121686,8074,3008.5948643684387,0.18205804,-2.7489,222500,88.14,-0.008449243,0.00569335,-0.0022847687
22300000,0.014990947,446,0.9942037155851722,3.7036332597452564,7921,3015.3650217056274,0.19783002,-2.764215,223000,112.85,-0.008099285,0.0053570378,-0.002090027
22350000,0.013811899,447,0.994088813662529,1.890460031957191,7901,3021.9570503234863,0.182852,-2.7723877,223500,93.96,-0.008436937,0.005357675,-0.006301833
22400000,0.013607268,448,0.9939207909628749,3.3756068928957395,7862,3028.575299024582,0.18241794,-2.7778497,224000,106.23,-0.00803275,0.0049299193,-0.0031827125
22450000,0.013931282,449,0.9940817896276712,2.414103115859216,7798,3035.441045999527,0.185716,-2.7887397,224500,93.57,-0.008178568,0.005272898,-0.002934263
22500000,0.014021009,450,0.9943957217037678,1.4545507293369155,7973,3042.3157165050507,0.18554999,-2.7992556,225000,93.54,-0.007998214,0.0052412213,-0.004625686
22550000,0.013230078,451,0.9941974328830838,3.506406760249811,7971,3049.044544696808,0.17761198,-2.808454,225500,103.71,-0.007882781,0.0052628643,-0.00039211535
22600000,0.014007506,452,0.9943351442925632,2.809370619284309,8159,3055.935460329056,0.18726,-2.8117287,226000,91.49,-0.007072162,0.0051989104,-0.0045856973
22650000,0.013735504,453,0.994225999340415,2.63752429099477,7842,3062.550937652588,0.18428598,-2.812001,226500,105.27,-0.007433632,0.0052515147,-0.0006135315
22700000,0.0140874265,454,0.9938716636970639,2.9136404081130602,7778,3069.5515270233154,0.18602398,-2.8180883,227000,87.9,-0.007321177,0.005742779,-0.007872787
22750000,0.014728325,455,0.9940334535203874,3.6533615943197217,7788,3076.4819672107697,0.192038,-2.83924,227500,99.41,-0.0076266946,0.0053728567,-0.005125765
22800000,0.014045429,456,0.9939542897045612,2.6203858114690957,7914,3083.5157568454742,0.18578999,-2.8501093,228000,91.32,-0.008046491,0.0051593953,-0.0016056232
22850000,0.014389562,457,0.9942514658905566,3.178470821091978,7971,3090.4487385749817,0.19050603,-2.8622646,228500,94.06,-0.0077761286,0.0051077898,-0.0009822554
22900000,0.013687724,458,0.9938546433113515,3.262041255151562,7775,3097.0277354717255,0.18153805,-2.8840134,229000,105.33,-0.008256187,0.0052521788,-0.0048452164
22950000,0.0144478455,459,0.9940009065903723,2.557984417105763,7986,3103.9722616672516,0.19067803,-2.9045057,229500,106.32,-0.007199865,0.005831059,-0.0036606067
23000000,0.014294678,460,0.9941405211575329,2.8839852545355096,8027,3110.799703836441,0.18989006,-2.915743,230000,85.45,-0.0069397027,0.005319823,-0.007104511
23050000,0.014733605,461,0.9942361651919782,2.3181072800562834,7906,3117.358868122101,0.19255799,-2.9228714,230500,86.21,-0.008189081,0.0050752806,-0.0032191235
23100000,0.014394391,462,0.9943286115303636,2.9685297727933357,7990,3124.1937489509583,0.189742,-2.9383874,231000,108.32,-0.008435007,0.0051942808,-0.002817692
23150000,0.014849558,463,0.9934734492562711,3.155113497555576,7852,3131.110864877701,0.19457197,-2.9499269,231500,97.34,-0.00723765,0.005618993,-0.002931971
23200000,0.015498841,464,0.9943795837461948,3.5358092391686657,8383,3138.059381723404,0.202638,-2.9590952,232000,89.36,-0.0071849916,0.005244041,-0.0046642614
23250000,0.014619846,465,0.9938652641139925,2.6367801083713855,7740,3144.541606903076,0.19074003,-2.975812,232500,79.23,-0.006438724,0.005282604,-0.0042497735
23300000,0.015285016,466,0.9939916576258838,2.5909368693349095,8047,3151.391227245331,0.20177403,-2.9872227,233000,90.27,-0.007876971,0.0051792674,-0.0028075366
23350000,0.014037538,467,0.9943563467822969,2.6600855008291546,7889,3158.0363416671753,0.18620798,-3.0023942,233500,92.74,-0.0065531707,0.0053012823,-0.0034117221
23400000,0.014748382,468,0.9942240412347019,3.5758582353145902,8131,3164.9055383205414,0.19301394,-3.0177557,234000,83.93,-0.0069068368,0.005469486,0.0016830806
23450000,0.014273337,469,0.9941453067585826,3.0830384012248033,7914,3171.614035129547,0.19137403,-3.025732,234500,93.42,-0.0072492347,0.0051655727,0.0016166543
23500000,0.014513782,470,0.9935213145799935,1.8444078944681679,8102,3178.50421500206,0.19002798,-3.0373623,235000,106.35,-0.006163209,0.005499385,-0.006198494
23550000,0.014182656,471,0.9946461417712271,2.2405987726557943,8146,3185.0765488147736,0.18827397,-3.054561,235500,95.62,-0.008419066,0.0050098896,-0.0072358325
23600000,0.014741575,472,0.9943547868169844,2.2347116369103603,7921,3191.7258257865906,0.19628197,-3.0654864,236000,98.14,-0.007174431,0.005029102,-0.0039871987
23650000,0.014986954,473,0.994361269287765,3.1019702033215437,7853,3198.4906458854675,0.19689001,-3.0763822,236500,85.34,-0.008748899,0.0049971114,-0.0033798676
23700000,0.015238118,474,0.9944630223326385,4.549884305032211,7694,3205.367032766342,0.20215,-3.0829434,237000,97.28,-0.0076178187,0.0049891667,-0.0008462907
23750000,0.014596491,475,0.9941526683978736,2.21251716145307,7851,3212.362206697464,0.19316,-3.0919995,237500,92.76,-0.0063047195,0.0055398922,-0.0065046265
23800000,0.01443432,476,0.9949995442293584,2.027855119025189,8120,3219.2359611988068,0.19137998,-3.1040487,238000,95.42,-0.0069128126,0.0049662525,-0.0009114972
23850000,0.015006932,477,0.9942987998947501,3.2170988224147004,8030,3225.98308300972,0.19677196,-3.1151757,238500,75.99,-0.0070594065,0.0053201104,-0.003389758
23900000,0.015000598,478,0.9946953444741666,3.5755551389006723,8102,3232.7970445156097,0.19682004,-3.1196804,239000,96.05,-0.007477945,0.004947288,-0.0021707097
23950000,0.014631916,479,0.993966587819159,3.5275535146714536,7844,3239.5499114990234,0.19296202,-3.1264472,239500,84.21,-0.0073951874,0.00573924,-0.00052350835
24000000,0.01443304,480,0.9939139587804675,2.544822756894864,7914,3246.310229063034,0.19225399,-3.1379545,240000,107.33,-0.006856852,0.004846379,-0.0035621615
24050000,0.014828837,481,0.994411719031632,1.3642399622208905,8006,3253.265351295471,0.19490398,-3.1515026,240500,99.86,-0.006512927,0.00535391,-0.002744236
24100000,0.014964899,482,0.994443220552057,3.515194436621605,8203,3259.9528942108154,0.19817004,-3.1596785,241000,87.84,-0.00836071,0.005192397,-0.00076206186
24150000,0.01593814,483,0.9940791097469628,3.3816287217209173,8143,3266.3795399665833,0.20658997,-3.1675196,241500,95.12,-0.0076166904,0.005333075,-0.0044929585
24200000,0.0152948955,484,0.9942542077042162,3.19378401413509,7679,3273.0899062156677,0.200224,-3.1850882,242000,87.92,-0.008547185,0.005627173,-0.0057020476
24250000,0.015366223,485,0.9941814322955906,2.773499513001734,7996,3280.0181093215942,0.20206198,-3.2042575,242500,98.76,-0.006409936,0.005662007,-0.006216474
24300000,0.015255357,486,0.9940610034391284,2.693477353205635,7894,3286.89204621315,0.200496,-3.2157252,243000,92.98,-0.007929718,0.005509541,-0.002865448
24350000,0.015110834,487,0.9943314786069095,3.6624529358214932,7701,3293.7018699645996,0.19721799,-3.2281516,243500,92.15,-0.008391744,0.0053107613,-0.0050125304
24400000,0.015120617,488,0.9942593513987958,2.702788330667063,7884,3300.6876604557037,0.19928202,-3.2402792,244000,82.48,-0.0071115196,0.0051974296,-0.0050179567
24450000,0.014928482,489,0.9945049649104476,3.4192560902397235,8096,3307.537558555603,0.19660406,-3.2566764,244500,109.85,-0.007368797,0.0048817485,-0.0009290494
24500000,0.016115284,490,0.9942285274155438,3.2906050260256596,7996,3314.254681825638,0.21097805,-3.2669468,245000,92.04,-0.007626414,0.005086347,-0.0028210976
24550000,0.014477273,491,0.9946906422264874,2.3148931201914094,7910,3321.032133579254,0.19225797,-3.2701046,245500,107.85,-0.007116592,0.0047100675,-0.0028540888
24600000,0.015105868,492,0.9943383238278329,2.1688763723146987,7812,3327.881914138794,0.197368,-3.2837296,246000,95.37,-0.0067659765,0.0049904324,-0.005448142
24650000,0.015636958,493,0.9942835466936231,2.435439803278496,7943,3334.4846704006195,0.20520598,-3.3002918,246500,89.71,-0.0077965837,0.0047136014,-0.003714234
24700000,0.014961996,494,0.9945840528234839,2.576576368807946,7886,3341.34760761261,0.19654197,-3.3095233,247000,96.03,-0.00797789,0.0049682856,-0.003983959
24750000,0.015287728,495,0.994355735834688,2.189829504303634,8302,3348.3329639434814,0.20005207,-3.3184998,247500,104.49,-0.0068217413,0.005313924,-0.004519712
24800000,0.015172449,496,0.9945592982694507,2.2174152800394222,7747,3354.909389257431,0.198386,-3.3277652,248000,89.31,-0.007664347,0.005073794,-0.0047933348
24850000,0.015514756,497,0.9940849277190864,2.9033124708512332,7994,3361.901703119278,0.204994,-3.3391955,248500,85.02,-0.0069279484,0.0051558693,-0.0044014207
24900000,0.015358109,498,0.9937496278434992,3.1523930910619673,7825,3368.6300649642944,0.20173395,-3.3482084,249000,110.13,-0.006759433,0.0054235943,0.002774214
24950000,0.015402192,499,0.9940757201984525,3.2712965630855617,7896,3375.554182767868,0.200406,-3.3652554,249500,99.92,-0.007845593,0.0053710705,-0.0025438664
25000000,0.015295308,500,0.993978617247194,3.154321160390391,8239,3382.39461684227,0.199444,-3.3775551,250000,96.97,-0.007407284,0.0052668084,-0.0047442294
25050000,0.015261816,501,0.9948839172720909,3.7294251235143747,8153,3388.9179825782776,0.20106399,-3.384982,250500,99.38,-0.007551894,0.004787969,-0.00023511825
25100000,0.015419222,502,0.9943039962090552,2.663551025048946,7881,3395.6427166461945,0.20218003,-3.3946521,251000,89.79,-0.0074253785,0.0050878488,0.0021983606
25150000,0.015609881,503,0.9945271811448038,3.1302226112746574,7831,3402.5535950660706,0.203644,-3.4105039,251500,97.89,-0.0068226214,0.0049034366,-0.0021801249
25200000,0.015568868,504,0.9943999950774014,1.7572174469652238,8028,3409.2591869831085,0.203672,-3.420371,252000,96.84,-0.0074329358,0.005165199,-0.006235985
25250000,0.015522365,505,0.9942064676433802,2.970494028181056,7712,3415.9991478919983,0.20280197,-3.4300883,252500,93.74,-0.007381564,0.0049471688,-0.0031449026
25300000,0.015893681,506,0.9936366314068437,2.5852467293761583,7857,3422.700278520584,0.20823404,-3.4312894,253000,98.61,-0.0067861783,0.005394629,-0.003288778
25350000,0.015578297,507,0.9943334464915097,3.031415664161323,7793,3429.615603208542,0.20446797,-3.4282491,253500,101.12,-0.007380411,0.004960914,-0.0058102203
25400000,0.01591233,508,0.9939654553309083,2.8424823538816417,8240,3436.6133427619934,0.20718193,-3.4403646,254000,96.15,-0.006827959,0.0053641517,-0.0058305394
25450000,0.015637705,509,0.9945050231181085,3.3309350411572085,8151,3443.253730773926,0.20427601,-3.4544907,254500,101.04,-0.0068139406,0.004827372,-0.0021998275
25500000,0.016589383,510,0.9941649357788265,2.9624065859078836,8020,3449.9429976940155,0.21436003,-3.4575925,255000,105.92,-0.0075419922,0.0053613544,-0.0030580899
25550000,0.016565813,511,0.9942994499579072,2.259238463754009,8216,3456.653408765793,0.21295807,-3.463347,255500,96.85,-0.0059396666,0.005151553,-0.0015218491
25600000,0.015645437,512,0.9939336413517594,3.194447992778005,8092,3462.9935154914856,0.20263003,-3.4722366,256000,101.48,-0.0072653685,0.005083248,0.0019857436
25650000,0.015182718,513,0.9946864508092403,2.7619117164969067,8082,3469.5947358608246,0.19867803,-3.488428,256500,98.2,-0.0063466327,0.0047812997,-0.005688599
25700000,0.015828095,514,0.9948320649564266,2.8335583079973,7926,3476.4218888282776,0.20928599,-3.5002944,257000,90.83,-0.007567593,0.004568739,-0.0038948397
25750000,0.015327903,515,0.9947459287941456,3.3574652411464196,7991,3483.146581888199,0.20141003,-3.513103,257500,80.54,-0.007072003,0.0047277655,-0.002768179
25800000,0.016136907,516,0.9946141443215311,2.11764647961485,7818,3489.869322538376,0.21099195,-3.523092,258000,85.61,-0.006990295,0.00480835,-0.0022384182
25850000,0.016244536,517,0.9945840095169842,2.2853594309167238,7922,3496.795485973358,0.21219799,-3.5227222,258500,85.15,-0.007192559,0.004848631,-0.0037022473
25900000,0.016131315,518,0.9948099870234728,3.6365993336391695,8171,3503.549060344696,0.20954804,-3.5254278,259000,93.32,-0.0068509895,0.004992331,-0.0041982518
25950000,0.01561768,519,0.9943649969063699,2.9219403243892157,7974,3510.173128604889,0.20447198,-3.5315893,259500,88.36,-0.0068987524,0.004914743,0.000115761795
26000000,0.016470069,520,0.9942791135981679,2.7792736421666633,8129,3517.087812423706,0.21257396,-3.5373313,260000,96.28,-0.006968424,0.004880171,0.0015471549
26050000,0.015682252,521,0.9944240166805685,3.349544474044669,8226,3523.7967550754547,0.20350999,-3.549455,260500,100.25,-0.0075655878,0.005307725,-0.0007981952
26100000,0.016217992,522,0.9943578294478357,3.1254173145726964,8068,3530.359435081482,0.21134995,-3.5646863,261000,88.86,-0.006010084,0.005186451,-0.0023647903
26150000,0.016081966,523,0.9944696091115475,2.5751965725522314,7774,3537.0526316165924,0.2085721,-3.5762513,261500,103.24,-0.006456871,0.004727297,-0.0029700873
26200000,0.01634431,524,0.9947100915014744,3.6819993477439494,8108,3543.8131818771362,0.21179396,-3.5907211,262000,110.49,-0.0070886137,0.005157529,-0.0014697771
26250000,0.01616971,525,0.9946020492352545,3.4935452270134557,8308,3550.451312303543,0.21068002,-3.6016903,262500,91.86,-0.0066443514,0.0049808677,0.0027072476
26300000,0.015839405,526,0.9948832062073052,2.692516069559206,8148,3557.046817779541,0.206204,-3.6091855,263000,103.28,-0.0063263755,0.0045705866,-0.005235985
26350000,0.016384268,527,0.9942156006582081,3.0530763244529227,7912,3563.7954728603363,0.21391799,-3.6096878,263500,104.25,-0.0064708223,0.004799257,-0.0022948922
26400000,0.016021932,528,0.9943035333417356,2.6590466376939004,8026,3570.639911174774,0.20933399,-3.6117089,264000,106.54,-0.0075799604,0.00515755,-0.0011451056
26450000,0.016611297,529,0.9940562676638365,2.4559909099798096,7963,3577.476575613022,0.21490392,-3.614672,264500,89.09,-0.0068864934,0.005059837,-0.0076446137
26500000,0.01635717,530,0.9942980608902872,3.3141003109996383,8005,3584.3169553279877,0.21308401,-3.6230505,265000,88.25,-0.005676182,0.0048641264,0.00013339832
26550000,0.016105376,531,0.9949501822702587,3.432709988356655,7878,3590.9444239139557,0.21105799,-3.636577,265500,85.27,-0.0054603945,0.00497125,-0.005049101
26600000,0.016279954,532,0.9941220809705555,2.704037936846871,8104,3597.9427728652954,0.21374197,-3.6443598,266000,113.55,-0.007331399,0.0048838877,-0.0023242654
26650000,0.016315054,533,0.9941314943134785,2.9173597294943465,8167,3604.552904844284,0.21425404,-3.648855,266500,100.32,-0.0057620667,0.0047849705,0.003498335
26700000,0.016587667,534,0.9946236861869693,2.4445233602277585,8048,3611.1235780715942,0.21492398,-3.6490772,267000,98.91,-0.005621159,0.004821259,-0.0026480746
26750000,0.01618765,535,0.9942315923981369,2.0360807982402185,7872,3617.656165122986,0.21082804,-3.6503222,267500,99.36,-0.006841643,0.0045826067,-0.0023551015
26800000,0.01650198,536,0.994035133626312,3.035448599053634,7932,3624.360806941986,0.21160997,-3.667272,268000,99.85,-0.0076705934,0.0050078626,0.0016370969
26850000,0.0166535,537,0.9938893867656589,2.880503637052316,8380,3631.1334030628204,0.21639599,-3.6813235,268500,99.18,-0.005813064,0.005137622,-0.005049126
26900000,0.017058209,538,0.9936510068364441,2.1531850440305424,7905,3637.659158229828,0.22070605,-3.6971056,269000,102.35,-0.0076495702,0.004704324,0.00029156028
26950000,0.016559085,539,0.9949019504711032,2.689825865206003,7837,3644.6145129203796,0.21444401,-3.7077456,269500,98.31,-0.006860714,0.004387576,-0.00020535613
27000000,0.016564036,540,0.9939332297071815,3.21986516583529,8016,3651.579904794693,0.21467006,-3.711589,270000,93.83,-0.0060848575,0.0050086374,-0.00528955
27050000,0.016322648,541,0.9947342886589468,2.2336255392515887,7861,3658.367247581482,0.21183601,-3.7188053,270500,77.02,-0.005894186,0.004820571,-0.005658133
27100000,0.016100144,542,0.9944895706139505,2.613399117631925,7961,3665.334213733673,0.21032801,-3.7293246,271000,104.68,-0.006445997,0.0049412386,-0.0029756601
27150000,0.016765602,543,0.9947684947401285,2.6552068321756086,8070,3672.1670491695404,0.21416602,-3.7329593,271500,98.54,-0.0069430973,0.0046764575,-0.0023841602
27200000,0.016053604,544,0.9949709670618176,4.7742210348731895,7931,3678.973836183548,0.21099195,-3.7370734,272000,100.46,-0.0064304457,0.0044611804,0.0066405735
27250000,0.01769722,545,0.9949029004201293,3.853427491493494,8180,3685.845620393753,0.22719403,-3.746097,272500,92.89,-0.0065867133,0.0044415053,-0.0008450598
27300000,0.015874885,546,0.9945030575618148,3.345174603401247,8028,3692.5763359069824,0.20808004,-3.7633157,273000,104.28,-0.0067449166,0.004968147,-0.0019560035
27350000,0.016546851,547,0.9951128461398184,2.2807210885947278,8056,3699.282119035721,0.21462399,-3.7803237,273500,89.14,-0.0066555454,0.0044025085,-0.0011810662
27400000,0.01651389,548,0.9949695873074234,3.3158607561394455,8235,3705.9219541549683,0.215052,-3.788558,274000,82.47,-0.0062328484,0.0047393003,-0.006762116
27450000,0.01746552,549,0.994313778821379,2.9386124923019086,8094,3712.46999669075,0.22388197,-3.7935505,274500,108.92,-0.006532099,0.004986683,-0.0009528873
27500000,0.016440319,550,0.9947687960229814,2.2838838515386306,8331,3719.117215871811,0.21355996,-3.8025782,275000,96.32,-0.006767398,0.004492791,-0.0043903375
27550000,0.017398484,551,0.9939419184811413,2.278090413065511,8010,3725.5946805477142,0.22011204,-3.8158557,275500,96.39,-0.0054952377,0.0057610124,-0.0030589735
27600000,0.01631163,552,0.9949605367146432,3.4964770187350225,8387,3732.2453899383545,0.211408,-3.8227859,276000,97.05,-0.0063428073,0.004723041,-0.00076665846
27650000,0.016356012,553,0.994778792373836,3.6173799389584382,7914,3738.760137319565,0.212664,-3.8393548,276500,116.88,-0.006587902,0.004520251,0.0004337194
27700000,0.016957205,554,0.9940333529375494,2.6860540534601025,8172,3745.568153858185,0.21735205,-3.8506382,277000,82.88,-0.0065084053,0.005438084,-0.005402656
27750000,0.017579153,555,0.9946094080805779,3.691483097147284,8444,3752.2269928455353,0.22565803,-3.8623242,277500,104.49,-0.00798759,0.004534957,-0.0013222204
