n_updates,fps,policy_entropy,true_reward,value_loss,approxkl,total_timesteps,ep_reward_mean,serial_timesteps,explained_variance,policy_loss,time_elapsed,clipfrac,ep_len_mean
697,7910,-2.6947324,0.08296009,0.09814481,0.014832458,34850000,9.00283739996572,348500,0.9828923735767603,-0.006062204,4650.842160224915,0.18955399,112.83
698,8235,-2.69906,0.08592248,0.116986506,0.01457177,34900000,8.448101218277007,349000,0.9806792587041855,-0.006740876,4657.69083571434,0.18817398,109.18
699,8297,-2.7019432,0.08628894,0.11552852,0.01656494,34950000,9.631410788810463,349500,0.9799293130636215,-0.0039775,4664.376400947571,0.21006796,118.99
700,8104,-2.7133312,0.084234335,0.10112466,0.0145114735,35000000,9.031307390105358,350000,0.9835740141570568,-0.005774774,4670.9185037612915,0.18817204,120.83
701,7923,-2.7145865,0.085935414,0.13254048,0.015898796,35050000,8.457856686875385,350500,0.9786401856690645,-0.0071762605,4677.704740285873,0.20341198,104.2
702,8416,-2.7192624,0.08539215,0.0995093,0.015068159,35100000,9.719582537847892,351000,0.9833289571106434,-0.0058411793,4684.369289159775,0.19534402,127.45
703,7998,-2.728177,0.08643332,0.13308473,0.015785815,35150000,11.331900792570814,351500,0.9785194918513298,-0.0053138006,4690.825735807419,0.19740799,138.98
704,7921,-2.734183,0.08052164,0.10945488,0.014774749,35200000,9.201191992597305,352000,0.9818201959133148,-0.006093055,4697.625430822372,0.18950199,119.42
705,8192,-2.7457774,0.08648355,0.08539261,0.015682254,35250000,8.237995484275308,352500,0.9847566206008196,-0.004578,4704.342594385147,0.20191804,105.11
706,8234,-2.763466,0.085358,0.11190115,0.015099412,35300000,9.601186399498692,353000,0.9820564351975918,-0.006386938,4711.01643371582,0.19298007,123.69
707,7831,-2.7802649,0.08081954,0.08059188,0.0146209225,35350000,10.101224566172242,353500,0.9861397659406066,-0.004685418,4717.604816913605,0.19127199,155.38
708,8094,-2.7910058,0.08372713,0.12625393,0.015407962,35400000,7.832527410659095,354000,0.9790621697902679,-0.005924088,4724.447369098663,0.19816202,104.18
709,8177,-2.7935736,0.08381557,0.112299636,0.015466335,35450000,8.565333088276894,354500,0.9810592550784349,-0.0045008706,4731.1607530117035,0.19908199,100.94
710,7975,-2.805309,0.08779669,0.09771913,0.016853666,35500000,9.592873464081203,355000,0.9838743191212416,-0.0046405345,4737.935824394226,0.21387197,109.48
711,8259,-2.8148336,0.08458658,0.12099757,0.016537163,35550000,7.733388422299467,355500,0.9792825020849705,-0.0064378553,4744.7398908138275,0.20564802,96.6
712,8043,-2.8252218,0.085990354,0.11035903,0.0148999635,35600000,9.027221832783544,356000,0.9820736292749643,-0.0057136887,4751.371277809143,0.19479601,109.97
713,8237,-2.8305933,0.084929034,0.09141795,0.014670179,35650000,9.668409161991876,356500,0.9838893059641123,-0.0050211693,4758.164556264877,0.18926193,119.42
714,7960,-2.8413281,0.08623437,0.10211239,0.016081255,35700000,7.164210421653843,357000,0.983011806383729,-0.004574719,4764.81104516983,0.20389396,91.95
715,8064,-2.8524036,0.08768056,0.11197267,0.016458504,35750000,8.588782164899385,357500,0.9811401385813951,-0.0057153953,4771.5968379974365,0.208944,107.14
716,8096,-2.8745804,0.08389556,0.09141367,0.015173916,35800000,9.697870589173036,358000,0.9849629504606128,-0.0048814495,4778.350936174393,0.19260803,127.36
717,8126,-2.8885844,0.091454715,0.088158205,0.01526551,35850000,8.751186131908035,358500,0.9852930838242173,-0.006272572,4785.188334465027,0.19712,107.63
718,7908,-2.8968012,0.085245915,0.098837174,0.016031148,35900000,7.808603995410522,359000,0.9838211424648762,-0.006227943,4791.935654401779,0.20572403,108.18
719,8176,-2.907672,0.088877335,0.09917174,0.01634601,35950000,9.270935682279523,359500,0.9837079625576735,-0.006365563,4798.771062135696,0.20466594,102.33
720,7918,-2.9132028,0.08795424,0.08650906,0.01636548,36000000,9.996031241439342,360000,0.9862257186323404,-0.0053044646,4805.332355260849,0.20935999,118.11
721,8050,-2.9114623,0.08679002,0.0849783,0.01687574,36050000,7.2068734781171955,360500,0.9862621985375881,-0.00483042,4812.145812988281,0.21329397,92.53
722,7906,-2.9165123,0.08700524,0.09534133,0.01618077,36100000,10.099754921936329,361000,0.9835281372070312,-0.0044202306,4818.915016651154,0.20326398,128.04
723,8191,-2.9257333,0.08704883,0.08202788,0.015545346,36150000,8.775676911125702,361500,0.9862140854820609,-0.0061235726,4825.769983530045,0.20114604,103.06
724,7804,-2.9406295,0.08560921,0.106501855,0.0159517,36200000,8.216021960600774,362000,0.9807201605290174,-0.004336334,4832.262979507446,0.199028,105.4
725,8020,-2.9581504,0.08270761,0.124401204,0.01637046,36250000,8.970448152180179,362500,0.9785291533917189,-0.006538914,4839.29029417038,0.202618,123.33
726,7926,-2.9736047,0.083749436,0.1185883,0.016348667,36300000,9.411386637927208,363000,0.9792132526636124,-0.0061155795,4845.930284738541,0.20887601,112.64
727,8004,-2.9812543,0.087237224,0.08703238,0.014958607,36350000,9.057019036378625,363500,0.9861596003174782,-0.005229997,4852.716301441193,0.192918,112.77
728,8186,-2.9854357,0.08759186,0.11276319,0.017330915,36400000,9.16074016282677,364000,0.9811626002192497,-0.0057760165,4859.1850073337555,0.21156,113.45
729,8164,-2.9934144,0.085626066,0.093744606,0.015294003,36450000,8.307448493603733,364500,0.9843141809105873,-0.00629216,4865.9667065143585,0.19371204,116.49
730,8026,-2.997281,0.089263946,0.10831183,0.01567042,36500000,9.30743082807836,365000,0.982170607894659,-0.0062152892,4872.6184322834015,0.19963402,104.42
731,8366,-3.0030575,0.08680661,0.091119215,0.016591307,36550000,9.205373973998794,365500,0.984398977831006,-0.005061516,4879.418899536133,0.210702,120.12
732,8125,-3.006709,0.08350941,0.10530932,0.015312302,36600000,9.555547556706442,366000,0.9807959366589785,-0.004947551,4886.0091025829315,0.19395794,139.55
733,8221,-3.0126376,0.085057676,0.10933852,0.01836005,36650000,9.654692960275352,366500,0.9811764545738697,-0.0037112723,4892.7985780239105,0.229292,113.16
734,8044,-3.030146,0.07465628,0.11680657,0.016004575,36700000,10.542525449164968,367000,0.9798221196979284,-0.0054968093,4899.440905094147,0.20360604,166.69
735,8145,-3.044719,0.08594891,0.080689885,0.014949972,36750000,8.839380377547059,367500,0.9857177529484034,-0.0051187407,4906.144966840744,0.19089605,104.85
736,8293,-3.0456543,0.07869379,0.11481969,0.015486701,36800000,10.049814669155166,368000,0.9810583051294088,-0.005802945,4912.932667016983,0.19416802,139.24
737,8330,-3.0378797,0.08651299,0.088421725,0.015806867,36850000,7.779433399978188,368500,0.9856666401028633,-0.006218569,4919.453384637833,0.20215002,96.42
738,8584,-3.0444858,0.085833356,0.11828958,0.01802453,36900000,9.011135602391732,369000,0.9817623980343342,-0.005360162,4925.83691573143,0.216146,121.11
739,8362,-3.0490625,0.09088378,0.09942542,0.016554678,36950000,9.656034675842385,369500,0.9834877401590347,-0.0060132365,4931.988852024078,0.20661,112.63
740,8291,-3.0508518,0.084920704,0.11827888,0.016565543,37000000,8.432518919597205,370000,0.980390315875411,-0.006168252,4938.476086854935,0.20888194,107.46
741,8118,-3.0625613,0.08344612,0.08168878,0.016231382,37050000,9.719963040038419,370500,0.9855802217498422,-0.003860201,4945.076694250107,0.20815405,139.62
742,8316,-3.0761094,0.08286076,0.09589233,0.017357023,37100000,8.988393797167445,371000,0.9839598927646875,-0.005474112,4951.810293674469,0.21367602,117.05
743,8110,-3.0846097,0.07641325,0.12280479,0.017408641,37150000,10.54150062022385,371500,0.9793464448302984,-0.00452817,4958.2951130867,0.22005601,162.85
744,8604,-3.0861177,0.08717252,0.08487797,0.016325112,37200000,9.714993466218438,372000,0.9861935079097748,-0.0046880106,4964.854778051376,0.21362405,117.27
745,8151,-3.086258,0.08252537,0.09662756,0.014491463,37250000,10.758724927165604,372500,0.9838365111500025,-0.0046949927,4971.178934812546,0.18777396,153.41
746,7830,-3.086904,0.07249264,0.1455012,0.01454172,37300000,9.194476475114497,373000,0.9747028406709433,-0.0052692024,4977.654688358307,0.18393402,180.52
747,8350,-3.0956373,0.08711697,0.10223546,0.016029773,37350000,8.411319053505249,373500,0.9831263720989227,-0.0051671537,4984.6691908836365,0.20633005,110.17
748,7920,-3.1056564,0.07285244,0.092587516,0.014588915,37400000,10.77673704420682,374000,0.9840274136513472,-0.0046018544,4991.225506544113,0.19154002,199.84
749,8238,-3.1103954,0.08577846,0.114211105,0.017460633,37450000,8.532317792516697,374500,0.9808022528886795,-0.005098936,4998.203446388245,0.21884395,111.68
750,7967,-3.1137078,0.075799085,0.119518586,0.017072985,37500000,10.780402760203396,375000,0.979799771681428,-0.005102864,5004.8369817733765,0.21456602,173.84
751,7957,-3.1174123,0.084173255,0.09986591,0.015855612,37550000,10.634430120675315,375500,0.9835996218025684,-0.006583749,5011.638510227203,0.20248398,134.59
752,8066,-3.1269913,0.080071144,0.10523114,0.015822737,37600000,9.428730901459566,376000,0.982483072206378,-0.0049179764,5018.3189516067505,0.19833204,149.52
753,7921,-3.1372595,0.09095157,0.08738395,0.017238172,37650000,9.125897390441242,376500,0.9859170401468873,-0.005088538,5025.050340175629,0.216082,110.81
754,8039,-3.1411486,0.082159825,0.11560454,0.017025433,37700000,9.433583721063332,377000,0.9797360152006149,-0.0058621103,5031.925765037537,0.20969398,122.39
755,7821,-3.1360857,0.083553776,0.09620118,0.01493861,37750000,8.524789296087983,377500,0.983895355835557,-0.005308079,5038.69428062439,0.19215797,140.96
756,8080,-3.1473799,0.089102834,0.08214603,0.017351234,37800000,10.451476466976455,378000,0.9864177517592907,-0.0029865936,5045.697637796402,0.22043201,123.7
757,8148,-3.161135,0.080537245,0.13785446,0.017305987,37850000,8.156588692402801,378500,0.9769131634384394,-0.0057602306,5052.360171079636,0.21187998,123.42
758,7914,-3.1733036,0.08816138,0.11516384,0.0174343,37900000,8.555599214049943,379000,0.9804274197667837,-0.0040154145,5059.061868906021,0.21771199,101.86
759,8106,-3.1806757,0.08231836,0.102216914,0.016250977,37950000,9.15487769937041,379500,0.9821419175714254,-0.0039041732,5065.996696949005,0.20836996,139.51
760,7947,-3.1920867,0.08628065,0.0970508,0.017694147,38000000,9.878793951607513,380000,0.9833999816328287,-0.005681857,5072.670604467392,0.22247204,126.85
761,8044,-3.2177444,0.08515673,0.10985604,0.017163908,38050000,8.01215324888486,380500,0.9810562692582607,-0.0050085117,5079.454805612564,0.21776599,108.11
762,8042,-3.2293158,0.09227718,0.07985817,0.015066433,38100000,9.967455708605703,381000,0.9873235365375876,-0.0052340943,5086.239673376083,0.19749197,111.68
763,7941,-3.2409441,0.0871944,0.0841294,0.016759885,38150000,10.168324737068687,381500,0.9857811853289604,-0.0055458574,5092.960076093674,0.21006802,116.81
764,8294,-3.256954,0.08512802,0.08679757,0.016763778,38200000,8.898899482801026,382000,0.9850192135199904,-0.005703132,5099.9016308784485,0.21181402,134.92
765,8100,-3.2709162,0.09381464,0.09877901,0.017182225,38250000,7.342639104322298,382500,0.9840789586305618,-0.0055402927,5106.407765388489,0.21429798,84.47
766,8181,-3.2832747,0.08624716,0.09761545,0.016750487,38300000,10.296057805198652,383000,0.9829298499971628,-0.005285365,5113.200375080109,0.21074997,136.34
767,8189,-3.2869883,0.084566966,0.10012621,0.01737817,38350000,8.463641759984894,383500,0.9838952627032995,-0.006320759,5119.84566617012,0.21802,100.51
768,7966,-3.2828326,0.087783575,0.09071474,0.0167161,38400000,9.902689614722913,384000,0.9845558889210224,-0.005434477,5126.425010919571,0.21339402,121.2
769,7813,-3.280874,0.09241128,0.10942745,0.021237884,38450000,8.585783081076807,384500,0.9828611575067043,-0.0035254047,5133.1465537548065,0.24840803,101.63
770,8121,-3.275403,0.087221436,0.09576091,0.0169567,38500000,8.247754003024893,385000,0.9842232689261436,-0.0061179097,5140.13748216629,0.21241799,103.12
771,7968,-3.2811828,0.090056874,0.112055026,0.01743703,38550000,8.80933596154384,385500,0.9814430493861437,-0.0049207555,5146.836333036423,0.21789004,98.79
772,7792,-3.2822356,0.09042117,0.107025124,0.01743334,38600000,9.518630003122672,386000,0.9827582184225321,-0.005681978,5153.567658185959,0.21788399,119.28
773,7967,-3.291146,0.07741293,0.097882144,0.015645692,38650000,10.53645392309645,386500,0.9821797888725996,-0.00536514,5160.51948094368,0.20161603,166.47
774,8196,-3.2995079,0.08807712,0.077238746,0.015954789,38700000,8.36561936674676,387000,0.9867344135418534,-0.003640347,5167.374916791916,0.20404197,103.96
775,8291,-3.3152676,0.08122398,0.10533329,0.016579773,38750000,10.003326589873396,387500,0.9818441458046436,-0.006092325,5173.935712814331,0.210608,136.56
776,7968,-3.3191874,0.08934696,0.0805968,0.016754294,38800000,8.430685295514014,388000,0.986302393488586,-0.004876493,5180.420542478561,0.21076801,101.05
777,7855,-3.3229935,0.080825314,0.11950427,0.01649124,38850000,10.00278348881584,388500,0.9807836078107357,-0.0042709624,5187.252487659454,0.20527796,155.88
778,8128,-3.3283398,0.086713724,0.10057898,0.017430637,38900000,8.23940319163521,389000,0.9827088732272387,-0.005156674,5194.123699188232,0.220606,105.12
779,8192,-3.3374708,0.08800524,0.09378026,0.018063968,38950000,10.25289817836121,389500,0.9836210384964943,-0.005444689,5200.6245794296265,0.22562999,121.81
780,8002,-3.3478045,0.07507903,0.11218873,0.01687214,39000000,8.395340598812618,390000,0.9794931970536709,-0.0039929245,5207.046659231186,0.21391794,165.38
781,7847,-3.3617227,0.088660575,0.09215117,0.0182179,39050000,9.562329628609696,390500,0.9851021282374859,-0.005444096,5213.865919113159,0.223958,115.81
782,7762,-3.3827844,0.085445546,0.0830013,0.017324595,39100000,10.150926309771457,391000,0.9860752550885081,-0.0037070399,5220.731966257095,0.21608202,140.21
783,8445,-3.4018369,0.09096441,0.08934296,0.017086802,39150000,8.618552258079726,391500,0.9845446115359664,-0.0057675214,5227.718096494675,0.21547796,99.83
784,8063,-3.4109101,0.086385496,0.090501964,0.017057588,39200000,10.78686893081096,392000,0.9843989312648773,-0.004440071,5234.207187175751,0.21670805,145.09
785,8422,-3.4133897,0.08953555,0.10413785,0.017476821,39250000,8.187538655547396,392500,0.9826069064438343,-0.0041158143,5240.9974048137665,0.21588804,94.8
786,8061,-3.4059336,0.085006796,0.11307207,0.01974237,39300000,8.082391473998868,393000,0.9806097541004419,-0.0057870164,5247.559131145477,0.23812796,108.96
787,8148,-3.405272,0.089107566,0.109886296,0.01751891,39350000,7.671985370552502,393500,0.9807475544512272,-0.0067622825,5254.393850564957,0.21767405,93.18
788,7849,-3.4121048,0.08639513,0.10344503,0.017362846,39400000,8.385627923248249,394000,0.9824775476008654,-0.0055806036,5260.989879608154,0.21713401,108.96
789,8089,-3.4263766,0.084162034,0.10688006,0.018027687,39450000,9.54891639908943,394500,0.981284786015749,-0.005078596,5267.977293968201,0.22433798,153.25
790,7950,-3.4362457,0.08797445,0.08958626,0.016909594,39500000,9.691655868005945,395000,0.9842761121690273,-0.006202953,5274.603303194046,0.213878,114.98
791,7881,-3.4503732,0.088501066,0.071305186,0.017117333,39550000,7.9461467422732674,395500,0.9876028848811984,-0.0041152695,5281.296115875244,0.21325794,100.03
792,7954,-3.4601345,0.085519865,0.10754171,0.017686568,39600000,9.581057071685645,396000,0.9826927036046982,-0.0059461994,5288.124505519867,0.22008795,112.29
793,8257,-3.463109,0.08665116,0.1078307,0.017945338,39650000,9.663547911548084,396500,0.9805758316069841,-0.005122225,5295.025265693665,0.22224998,130.41
794,8330,-3.4776688,0.091073215,0.08813173,0.018759614,39700000,9.395269582669716,397000,0.9840666335076094,-0.0049402695,5301.429906845093,0.23085402,105.63
795,8337,-3.4943142,0.08614073,0.090548426,0.018943138,39750000,8.736642989922547,397500,0.9839472156018019,-0.0026751733,5307.914685726166,0.234382,110.67
796,8026,-3.4957032,0.086029045,0.09526076,0.016203955,39800000,9.648418664121927,398000,0.9833818953484297,-0.0046973294,5314.465430021286,0.20565401,130.71
797,8115,-3.5076554,0.09122542,0.08260174,0.018217824,39850000,8.423654629206867,398500,0.986093052662909,-0.0036600267,5321.206249237061,0.226848,97.16
798,7954,-3.5171955,0.087444335,0.068888426,0.017549155,39900000,8.716334357310188,399000,0.9882710380479693,-0.0027857707,5327.985748529434,0.22335005,109.17
799,8051,-3.5110135,0.087258495,0.10248739,0.018712584,39950000,8.22534118643045,399500,0.9825070481747389,-0.00464356,5334.936144590378,0.229814,99.17
800,8023,-3.51233,0.08722772,0.07994416,0.017234059,40000000,8.061456756895932,400000,0.985834825783968,-0.0058572865,5341.754103422165,0.21707399,103.46
801,8236,-3.5206382,0.089804366,0.11304107,0.018645037,40050000,9.198802011259396,400500,0.9813036434352398,-0.0042682025,5348.495589494705,0.22617209,108.61
802,8192,-3.520531,0.09348504,0.10692208,0.018142663,40100000,9.373833988166734,401000,0.9824689943343401,-0.005619075,5355.0503606796265,0.22471999,102.13
803,8034,-3.5225995,0.089882255,0.07836915,0.017918123,40150000,9.411871326725523,401500,0.9867237731814384,-0.0046492214,5361.535624742508,0.22584398,108.27
804,8018,-3.5294833,0.08662099,0.11449153,0.019782752,40200000,9.20140272497796,402000,0.9796962775290012,-0.0057785916,5368.197715997696,0.23705605,115.85
805,8460,-3.5397265,0.08669572,0.10671329,0.019883571,40250000,8.735170488103467,402500,0.9816444795578718,-0.0038517164,5375.000576257706,0.23348004,103.46
806,8206,-3.5426698,0.09071486,0.0906116,0.019577269,40300000,9.642200117174944,403000,0.9850232638418674,-0.0033353216,5381.497834444046,0.24009992,108.52
807,8255,-3.535073,0.08810233,0.07924769,0.017408306,40350000,7.952679776668447,403500,0.9861688781529665,-0.004073844,5388.126967191696,0.22094405,100.48
808,8203,-3.5403628,0.088318214,0.09462442,0.019098522,40400000,8.815753113313113,404000,0.9831284638494253,-0.0055070817,5394.66836810112,0.236792,106.46
809,8181,-3.5470748,0.08893328,0.13727258,0.018433286,40450000,9.142063981700595,404500,0.9771047383546829,-0.004917086,5401.192285299301,0.224286,110.17
810,7785,-3.56136,0.09276862,0.07841978,0.016382057,40500000,9.453975391715467,405000,0.9870777567848563,-0.0057959403,5407.913932323456,0.20845598,106.18
811,8008,-3.5703466,0.08736332,0.08936598,0.018395444,40550000,7.637375762197771,405500,0.9849334983155131,-0.005688082,5414.973514556885,0.22914001,95.41
812,7984,-3.5731683,0.08768634,0.11735521,0.019874183,40600000,9.763923502604303,406000,0.9798965435475111,-0.0035589517,5421.826691865921,0.24406002,120.47
813,8112,-3.5703177,0.087738134,0.12350339,0.018841745,40650000,7.90695381835183,406500,0.9789424743503332,-0.005194257,5428.607716560364,0.22952402,95.07
814,8444,-3.5721426,0.0910569,0.0865473,0.019582326,40700000,8.288224758441501,407000,0.9854793846607208,-0.005126798,5435.159379720688,0.24177605,96.52
815,8082,-3.5768592,0.08964849,0.07760773,0.018604178,40750000,8.759006176401599,407500,0.9863947704434395,-0.0055205156,5441.618824958801,0.23010601,102.72
816,8015,-3.5891752,0.08844422,0.09640628,0.019224234,40800000,9.353290534534608,408000,0.9832022357732058,-0.0044891373,5448.409594297409,0.23754202,109.33
817,7917,-3.5960455,0.09146904,0.08451665,0.016757153,40850000,8.661960571527452,408500,0.9854795625433326,-0.004678173,5455.2025310993195,0.21377604,97.81
818,8023,-3.597726,0.084379844,0.12609804,0.01870491,40900000,8.65387879235117,409000,0.9776066429913044,-0.0052518733,5462.02805519104,0.22898999,105.45
819,8052,-3.6023593,0.09213413,0.10563142,0.019892745,40950000,8.684363532764074,409500,0.9823552165180445,-0.005513951,5468.865179538727,0.24086003,102.91
820,7993,-3.6126122,0.08891672,0.09284074,0.019953048,41000000,7.658581543499167,410000,0.9843502901494503,-0.00442554,5475.723943710327,0.24168,97.82
821,8111,-3.6180482,0.09018088,0.07584717,0.017496422,41050000,8.775348210112424,410500,0.9874835070222616,-0.004292947,5482.404585123062,0.22305003,96.25
822,7777,-3.6193357,0.09057965,0.09589419,0.018193748,41100000,9.202808411427686,411000,0.9838038273155689,-0.004983917,5489.119978189468,0.22512403,107.2
823,8060,-3.6120813,0.09163718,0.076738566,0.016131755,41150000,8.421153289202849,411500,0.9874800126999617,-0.005911712,5496.035491466522,0.20607197,100.03
824,8152,-3.5986865,0.0907125,0.0823545,0.01829853,41200000,9.869572688395419,412000,0.9858743119984865,-0.0051755654,5502.636533498764,0.22653398,116.67
825,8018,-3.5923383,0.08910275,0.09345113,0.018492298,41250000,9.055636968019243,412500,0.9838780891150236,-0.0055929483,5509.33208322525,0.22669801,105.58
826,7830,-3.596922,0.09078253,0.08074739,0.019246314,41300000,8.87994896251359,413000,0.985526573844254,-0.0046459395,5516.13055229187,0.23708607,107.89
827,8060,-3.5903265,0.09264396,0.10423483,0.017032702,41350000,8.755316491297199,413500,0.9829377587884665,-0.0044602463,5523.132091522217,0.21639797,99.52
828,7965,-3.5839603,0.09077527,0.10339038,0.018285124,41400000,8.670382463322968,414000,0.9819381795823574,-0.004786784,5529.924520254135,0.226366,95.91
829,8059,-3.5975454,0.09083374,0.08508799,0.01934535,41450000,7.289150867247809,414500,0.9857993004843593,-0.0045127897,5536.725193500519,0.23504001,94.04
830,7975,-3.6061814,0.088990934,0.08693926,0.017792605,41500000,7.546529547240571,415000,0.9851383538916707,-0.0045902897,5543.4766137599945,0.22414404,112.31
831,7915,-3.6108139,0.088774554,0.11046835,0.01958326,41550000,8.995373241554626,415500,0.9813489578664303,-0.005151163,5550.412037372589,0.23605804,108.2
832,8363,-3.6201642,0.08955664,0.094637424,0.017825503,41600000,8.692571303027071,416000,0.9843872133642435,-0.0021633392,5557.179666519165,0.22434999,130.54
833,8023,-3.6382313,0.09365457,0.09754487,0.01994401,41650000,8.489494496199368,416500,0.9838211666792631,-0.00356729,5563.754763364792,0.24318404,100.71
834,8005,-3.6455307,0.08661875,0.098802865,0.019728526,41700000,9.103765626717722,417000,0.9828569907695055,-0.00489401,5570.524428844452,0.23847191,118.62
835,7941,-3.6440787,0.09097775,0.089516945,0.018944329,41750000,9.830494182426774,417500,0.9844888309016824,-0.0043650325,5577.360486984253,0.23415403,108.7
836,8332,-3.6485682,0.08482419,0.10406865,0.019582873,41800000,8.098460226884235,418000,0.9816450625658035,-0.0038832792,5584.147798061371,0.24217999,111.52
837,8086,-3.644678,0.08916271,0.09112548,0.020261256,41850000,8.788605566073239,418500,0.9845413267612457,-0.0051728664,5590.8231320381165,0.24438396,111.99
838,7897,-3.6411862,0.09176111,0.10145628,0.020463696,41900000,9.031152472369286,419000,0.9824247788637877,-0.005189612,5597.593886613846,0.24515194,109.06
839,7788,-3.6487882,0.08758519,0.088485025,0.016914919,41950000,9.13749382823982,419500,0.9847004106268287,-0.0045461087,5604.447638273239,0.21235396,107.02
840,7750,-3.654116,0.090730965,0.06947878,0.015907416,42000000,9.020579056412389,420000,0.9884832222014666,-0.005793471,5611.3988301754,0.20573805,112.48
841,7864,-3.664084,0.08727775,0.11956412,0.018632758,42050000,9.179323058141598,420500,0.9796199351549149,-0.0044552484,5618.438865661621,0.22848204,115.56
842,8239,-3.6728036,0.09015795,0.075357124,0.017962497,42100000,9.285788402006583,421000,0.9871131479740143,-0.0038591078,5625.440749406815,0.22694796,102.7
843,7833,-3.6708572,0.0879054,0.09851859,0.01770971,42150000,8.37157448039121,421500,0.9827681221067905,-0.0061431755,5631.987137556076,0.21851401,115.2
844,8078,-3.6773953,0.091970384,0.09787744,0.018816661,42200000,8.141248620938422,422000,0.9839163292199373,-0.0038820072,5638.928438425064,0.22729397,101.11
845,8084,-3.679065,0.09032467,0.108716555,0.021429414,42250000,10.078401308367175,422500,0.9818137641996145,-0.0029426378,5645.648946523666,0.25462398,122.95
846,7886,-3.675742,0.087764,0.079415135,0.01793283,42300000,7.952396675306154,423000,0.9858185639604926,-0.00435669,5652.279627323151,0.22409195,97.62
847,7949,-3.6762753,0.090120494,0.119148076,0.018437035,42350000,9.741437572453433,423500,0.9804671760648489,-0.004209195,5659.275331258774,0.23009396,130.11
848,7989,-3.6784015,0.08763994,0.10617583,0.019141003,42400000,9.99375834325183,424000,0.9824244044721127,-0.0046038963,5666.187097072601,0.23449399,131.09
849,8248,-3.6797779,0.09027583,0.09353175,0.019431282,42450000,8.619790293777333,424500,0.984102925285697,-0.005176338,5672.948839426041,0.23540999,109.95
850,7866,-3.684021,0.089843504,0.08931896,0.018516267,42500000,8.872122583689052,425000,0.9844083767384291,-0.0038139734,5679.591330766678,0.23096201,108.31
851,8192,-3.693258,0.09147841,0.10955794,0.018576987,42550000,8.698573231756672,425500,0.9816990252584219,-0.0048127524,5686.4903264045715,0.22769798,100.81
852,8050,-3.710617,0.09269027,0.093191825,0.019127717,42600000,10.610107336566871,426000,0.9847157131880522,-0.004997605,5693.141039848328,0.233728,133.69
853,7851,-3.7166948,0.08367131,0.09239199,0.018612847,42650000,9.978668436341941,426500,0.9835667256265879,-0.004551741,5699.638175725937,0.23199402,125.44
854,8459,-3.714484,0.088529885,0.10376703,0.018187806,42700000,8.870981662058476,427000,0.9823879599571228,-0.0060742623,5706.607823610306,0.22771592,105.08
855,8170,-3.720778,0.08977201,0.10062103,0.01862635,42750000,9.910943673005677,427500,0.9832570031285286,-0.0045684758,5713.147703886032,0.23082602,118.61
856,7940,-3.727382,0.0931738,0.0825793,0.018866535,42800000,9.2421370971563,428000,0.9857290694490075,-0.0043773036,5719.799706697464,0.23433,111.28
857,8305,-3.7223465,0.088492736,0.1122149,0.019501463,42850000,8.397036597199403,428500,0.9811563212424517,-0.0045293607,5726.490211963654,0.23327598,110.05
858,8337,-3.7195153,0.09260169,0.089086264,0.02031647,42900000,9.220707491054709,429000,0.9853402329608798,-0.0034567695,5733.086634874344,0.24840203,101.93
859,8135,-3.7317755,0.08564031,0.10842215,0.01933228,42950000,8.954886084820936,429500,0.9810862112790346,-0.0031511337,5739.643758773804,0.23723806,122.75
860,8010,-3.7413921,0.09094131,0.11495937,0.021925958,43000000,8.949902048623553,430000,0.9798154607415199,-0.0018725625,5746.369609117508,0.25523198,98.49
861,8167,-3.74564,0.092249826,0.07661492,0.019090237,43050000,8.756543650408785,430500,0.9865852175280452,-0.005017199,5753.239173173904,0.23571798,104.27
862,8053,-3.754428,0.09372256,0.06551125,0.018713957,43100000,8.980760250330205,431000,0.9886107817292213,-0.005453214,5759.802674531937,0.23546599,98.81
863,8144,-3.759973,0.090601765,0.10655846,0.020162856,43150000,7.606637381932378,431500,0.9808804001659155,-0.0061997278,5766.57915854454,0.24375999,95.91
864,7718,-3.7592247,0.090648405,0.080717556,0.01825544,43200000,9.105905382670025,432000,0.9855734501034021,-0.004210526,5773.316328763962,0.22744602,102.62
865,8145,-3.7653582,0.09213831,0.08988693,0.019249074,43250000,8.052786490644358,432500,0.9838920887559652,-0.0036453474,5780.372140884399,0.23615995,100.08
866,8046,-3.7658815,0.090448946,0.101773605,0.018825943,43300000,8.904088443282525,433000,0.9835025891661644,-0.005026713,5786.851895570755,0.23269199,102.07
867,7929,-3.771139,0.09136728,0.09572677,0.01868201,43350000,9.630643915411492,433500,0.9843600485473871,-0.0059388583,5793.699203252792,0.22567013,109.72
868,8371,-3.7745392,0.08931813,0.09407803,0.018788075,43400000,8.923653151018662,434000,0.9844666002318263,-0.004070836,5800.608031749725,0.22899804,109.8
869,7966,-3.7707582,0.09283774,0.10492261,0.019870006,43450000,8.586806743399684,434500,0.9815282262861729,-0.0052358415,5807.280645370483,0.23579398,98.49
870,7856,-3.7685382,0.09037142,0.121513546,0.020424128,43500000,8.822807905225199,435000,0.9803461786359549,-0.0059491443,5814.184472084045,0.24198599,108.41
871,8227,-3.7819517,0.09468164,0.070540436,0.01762641,43550000,9.161102630743372,435500,0.987945125438273,-0.0044162013,5821.075598955154,0.21820804,104.28
