n_updates,fps,policy_entropy,true_reward,value_loss,approxkl,total_timesteps,ep_reward_mean,serial_timesteps,explained_variance,policy_loss,time_elapsed,clipfrac,ep_len_mean
46,8026,4.7838917,-0.009314896,0.17129807,0.0044941218,2300000,0.8741788117494435,23000,0.9321689754724503,-0.0065450924,303.86107444763184,0.045320004,47.5
47,7889,4.762676,-0.0077306866,0.19949245,0.0046251053,2350000,0.53512707287784,23500,0.9231413751840591,-0.0067637456,310.47818994522095,0.048338,36.13
48,8266,4.7437153,-0.012811628,0.16521135,0.004672749,2400000,0.1331767958655837,24000,0.9315405413508415,-0.0069214995,317.41454124450684,0.049138002,39.76
49,8140,4.7277346,-0.0049074325,0.17346682,0.0045032813,2450000,1.0374805989050946,24500,0.9331405088305473,-0.0064453785,323.941659450531,0.04676199,40.98
50,7761,4.70405,-0.0061536366,0.18736088,0.0048938524,2500000,0.49536855105499855,25000,0.9355959221720695,-0.006708977,330.65968346595764,0.050804,45.04
51,8157,4.6783247,-0.0048739645,0.20864134,0.0048900456,2550000,1.225034583423112,25500,0.9295869618654251,-0.0073000574,337.5901713371277,0.052052006,45.26
52,7909,4.658836,-0.0023103484,0.2088208,0.0046830354,2600000,1.303601640383131,26000,0.9343110471963882,-0.0071997535,344.34059166908264,0.048597995,48.69
53,7941,4.6331315,-0.006796048,0.18360399,0.005005956,2650000,0.6752262407004309,26500,0.9336648732423782,-0.00703494,351.10732102394104,0.054287996,38.06
54,7816,4.6200347,-0.0014626349,0.21011871,0.004465503,2700000,0.9218065222594305,27000,0.9375456497073174,-0.006011024,358.1199266910553,0.045846004,42.73
55,8048,4.607305,-0.004005358,0.19105735,0.0043240907,2750000,1.1368306069946266,27500,0.9382929541170597,-0.0065537216,365.043092250824,0.043050002,43.88
56,7703,4.589658,-0.0012777305,0.19030297,0.0052276123,2800000,1.1629855959406996,28000,0.9409572593867779,-0.0069683655,371.79678750038147,0.058431998,43.36
57,7714,4.569476,-0.0025138082,0.19743492,0.0050129234,2850000,1.1571250135170703,28500,0.9379146136343479,-0.007176157,378.713299036026,0.054355994,46.36
58,8357,4.5456843,-0.0003409459,0.18977463,0.004632808,2900000,1.1286058582614351,29000,0.9463346339762211,-0.0067750043,385.74628043174744,0.047888007,41.3
59,7840,4.522448,-2.4417257e-05,0.19034104,0.004914076,2950000,1.5128069703215443,29500,0.9442673251032829,-0.0063673677,392.33638620376587,0.052548,46.02
60,8031,4.497142,0.0013287697,0.16628614,0.005200007,3000000,0.781166031143075,30000,0.9460140503942966,-0.0068124677,399.3131139278412,0.057096,46.08
61,8183,4.469264,0.0029460108,0.1859996,0.004965112,3050000,1.4089520434207226,30500,0.9476959854364395,-0.007354817,405.9560110569,0.053044006,42.24
62,7995,4.4410033,0.00010533968,0.2141533,0.004848874,3100000,0.5846193065670378,31000,0.9418689198791981,-0.007040387,412.6529223918915,0.051405992,40.39
63,7968,4.421337,0.004876715,0.18890096,0.0049940404,3150000,1.7541301196507992,31500,0.948072511702776,-0.007751603,419.517156124115,0.05429201,45.13
64,7868,4.400656,0.003958689,0.19321518,0.0049584727,3200000,1.0968200774700017,32000,0.9449694119393826,-0.0069780205,426.320294380188,0.053602,44.3
65,8102,4.3755536,0.00789622,0.19031273,0.004959229,3250000,1.8203826389519964,32500,0.9489429667592049,-0.0072160256,433.2728192806244,0.05279599,43.37
66,8035,4.3468885,0.0013539995,0.17316224,0.0050004246,3300000,1.744299774332867,33000,0.9524553157389164,-0.006662503,440.121910572052,0.052742,48.47
67,8149,4.3192267,0.0032778159,0.16621186,0.0050786627,3350000,2.0673032132889784,33500,0.9516707733273506,-0.0068502035,446.8826837539673,0.054732,50.67
68,8025,4.2891164,0.0053963605,0.17122532,0.0052335365,3400000,1.4427477427037956,34000,0.9533623792231083,-0.007762974,453.6365296840668,0.057804,47.33
69,7973,4.26099,0.006117207,0.18599965,0.0051865815,3450000,1.4160865014858428,34500,0.9526626355946064,-0.0075434446,460.36870098114014,0.056430005,48.26
70,8098,4.238989,0.0053677796,0.17391725,0.005171535,3500000,1.3131121778923625,35000,0.9585635997354984,-0.0076431204,467.29664731025696,0.057838008,47.65
71,8189,4.218176,0.00568342,0.17853118,0.0054436624,3550000,2.1756059708076645,35500,0.9553117714822292,-0.007695797,474.09852385520935,0.061998,53.0
72,7672,4.1990123,0.003711276,0.19042616,0.0050658123,3600000,2.088966040592568,36000,0.9533342309296131,-0.007201868,480.69106554985046,0.055054,47.59
73,8012,4.1820574,0.0070325295,0.17527205,0.0049970555,3650000,1.1880402101523941,36500,0.9566215984523296,-0.007452173,487.73916482925415,0.053811993,42.11
