ep_len_mean,serial_timesteps,true_reward,ep_reward_mean,total_timesteps,policy_entropy,policy_loss,n_updates,time_elapsed,clipfrac,approxkl,fps,value_loss,explained_variance
486.32,306500,0.09399198,45.98246069733054,30650000,3.18934,-0.0026016622,613,1325.7928357124329,0.039258003,0.0039624623,23761,0.050050844,0.9413352087140083
489.35,307000,0.093704715,46.07945292223245,30700000,3.1873024,-0.0022121456,614,1327.9706463813782,0.03959,0.004006239,23711,0.041515775,0.949834767729044
488.88,307500,0.093965955,46.190033104680985,30750000,3.1831346,-0.0025423327,615,1330.1472046375275,0.033059996,0.0034930247,23568,0.03361165,0.9597362391650677
493.55,308000,0.093876466,46.4795831856248,30800000,3.178967,-0.002495602,616,1332.3341722488403,0.046069995,0.0044989004,23307,0.025773427,0.9514290615916252
488.88,308500,0.093555264,46.06367963435478,30850000,3.1752095,-0.0021394505,617,1334.5449755191803,0.043403998,0.0042602383,23865,0.03651543,0.954259242862463
493.25,309000,0.094026126,46.54873080651072,30900000,3.1732461,-0.002841005,618,1336.7083013057709,0.036742,0.0037405912,23602,0.023929747,0.9565528780221939
445.02,309500,0.09304994,41.690194605071376,30950000,3.1677744,-0.0022015877,619,1338.903477191925,0.080603994,0.0062315906,23801,0.1228898,0.877696305513382
493.01,310000,0.093730636,46.38757948649582,31000000,3.1657553,-0.0027899398,620,1341.09885430336,0.027765999,0.0033539247,23735,0.021766175,0.9619486890733242
486.26,310500,0.093209945,45.71510052403435,31050000,3.1605115,-0.0029560851,621,1343.285825252533,0.023680001,0.0030510712,23758,0.042428337,0.9539488144218922
491.65,311000,0.09414416,46.46904868757352,31100000,3.1572125,-0.0028785458,622,1345.4668219089508,0.016902,0.002399706,23935,0.030933881,0.9499297551810741
488.84,311500,0.093734,46.092980485149894,31150000,3.153914,-0.0030120462,623,1347.62144947052,0.03536,0.0037768856,23674,0.035075773,0.958395067602396
488.41,312000,0.09376075,46.2937108585611,31200000,3.1524663,-0.003398185,624,1349.8064827919006,0.032674,0.0037943278,23581,0.038813595,0.9591503664851189
486.64,312500,0.09322459,45.69526876555174,31250000,3.1495686,-0.0030798267,625,1352.0133874416351,0.030360002,0.0032828208,23612,0.04149387,0.9610440209507942
493.11,313000,0.09379043,46.39879066059395,31300000,3.14502,-0.002010043,626,1354.2166464328766,0.027833998,0.0032280274,23759,0.029151356,0.9480437152087688
475.42,313500,0.09390085,44.87834290194325,31350000,3.1405444,-0.002129659,627,1356.3875102996826,0.063406006,0.0053609265,23542,0.050534267,0.9385470002889633
490.3,314000,0.09365935,46.189561590653845,31400000,3.1377146,-0.0029157258,628,1358.5761280059814,0.059056003,0.005149423,24425,0.03490552,0.9500718489289284
491.54,314500,0.09362397,46.2138079381478,31450000,3.1325135,-0.0030482209,629,1360.6983997821808,0.023831999,0.0028681257,23487,0.03385251,0.9535057656466961
491.71,315000,0.0942862,46.52266571851098,31500000,3.1276448,-0.0029283038,630,1362.9086694717407,0.026304001,0.0031279202,24471,0.040793117,0.9429079629480839
489.59,315500,0.094462685,46.53489758081734,31550000,3.1231196,-0.0026317607,631,1365.0133373737335,0.020126,0.0027913272,23886,0.036373828,0.9529845081269741
491.79,316000,0.09380787,46.32035171127645,31600000,3.120978,-0.0027149727,632,1367.1975977420807,0.056261998,0.0050356546,24103,0.03359222,0.9532773569226265
491.62,316500,0.09448673,46.63698844756,31650000,3.1175475,-0.0021195826,633,1369.346787929535,0.036802,0.0039008441,23759,0.02915656,0.9560919031500816
486.81,317000,0.09439834,46.192500056599386,31700000,3.1100905,-0.0028886227,634,1371.5510294437408,0.037778,0.0038556582,24125,0.03961151,0.9425315819680691
489.72,317500,0.09424661,46.41275224750571,31750000,3.1016083,-0.0026487655,635,1373.712592124939,0.058879994,0.005198606,23852,0.035143048,0.9570210464298725
489.77,318000,0.09431499,46.402154089952816,31800000,3.0969172,-0.0017952023,636,1375.9038643836975,0.057054,0.0049555553,24109,0.044249203,0.9434116333723068
483.91,318500,0.091511555,45.72549668518943,31850000,3.0936854,-0.0028743823,637,1378.0759673118591,0.025526002,0.0034253555,23708,0.16265382,0.9404128082096577
490.97,319000,0.09427229,46.47888938442134,31900000,3.090982,-0.0029658754,638,1380.269413948059,0.026240002,0.0028749988,24087,0.033691797,0.954395841807127
489.83,319500,0.094047725,46.3163858794485,31950000,3.082853,-0.002080372,639,1382.415364265442,0.039432,0.0038817439,24211,0.040533245,0.952359028160572
492.37,320000,0.0947651,46.83274853523122,32000000,3.0774298,-0.0030064485,640,1384.5601885318756,0.030120004,0.0034277774,23639,0.02606999,0.9593707732856274
492.12,320500,0.09448461,46.6807876123258,32050000,3.073207,-0.0019159827,641,1386.773577928543,0.028952003,0.003253039,23807,0.029838994,0.9545564986765385
489.74,321000,0.09474766,46.639238242858845,32100000,3.0687263,-0.0023637502,642,1388.9442088603973,0.02734,0.0033541122,23814,0.031322736,0.9614198580384254
489.43,321500,0.09517558,46.83840824464336,32150000,3.0606549,-0.0023306217,643,1391.1220767498016,0.015286,0.002391961,23858,0.0365986,0.9554730579257011
490.21,322000,0.09430935,46.46433199852407,32200000,3.0532565,-0.0029645138,644,1393.285539150238,0.034473997,0.0036899392,23545,0.0330664,0.9592432007193565
487.07,322500,0.0947028,46.41105715487152,32250000,3.0491793,-0.0027079647,645,1395.5172147750854,0.034046,0.0036332556,23947,0.039163034,0.9597145095467567
492.05,323000,0.094087675,46.49506800159601,32300000,3.044087,-0.003147597,646,1397.6704940795898,0.01897,0.0024955932,23728,0.033744495,0.9529585503041744
490.13,323500,0.09481105,46.689373748040815,32350000,3.0394256,-0.00249778,647,1399.8397431373596,0.031268,0.0035980996,24134,0.036787756,0.9519806541502476
490.18,324000,0.09480153,46.70684530427126,32400000,3.038731,-0.0025737653,648,1401.9999282360077,0.024943998,0.0030260875,24132,0.038973887,0.949652548879385
493.18,324500,0.0953791,47.184930305872115,32450000,3.0383477,-0.0022414834,649,1404.152599811554,0.012236,0.0018416664,23830,0.02413244,0.9543473310768604
487.78,325000,0.094424404,46.32743032997474,32500000,3.0374014,-0.0030335255,650,1406.3355169296265,0.027320003,0.002943666,23791,0.05733168,0.9367435276508331
492.74,325500,0.09459788,46.77392947025597,32550000,3.036632,-0.0023754197,651,1408.5136721134186,0.019396,0.002721204,23909,0.05184474,0.9062899202108383
490.11,326000,0.09419774,46.391822820165544,32600000,3.0338664,-0.0027345098,652,1410.6759214401245,0.021558,0.0027756153,23698,0.042536303,0.9462604932487011
489.29,326500,0.09447177,46.478868960594994,32650000,3.0298824,-0.003234179,653,1412.868689775467,0.027172,0.0031584434,23712,0.03359543,0.9589070528745651
489.68,327000,0.09458972,46.5682622655484,32700000,3.0235887,-0.0028920725,654,1415.0448570251465,0.036987998,0.0037149265,23584,0.04194042,0.9457039311528206
490.16,327500,0.09487402,46.72411358882346,32750000,3.0185492,-0.0018718563,655,1417.2420716285706,0.054903995,0.0050288397,23721,0.036898825,0.9521384052932262
490.84,328000,0.09511068,46.90843856891879,32800000,3.0140967,-0.003187485,656,1419.4237327575684,0.020615999,0.002864007,24167,0.030875012,0.9534892626106739
490.95,328500,0.09460716,46.66750952311326,32850000,3.0134532,-0.0032872795,657,1421.5572080612183,0.049131997,0.00473362,23630,0.038540162,0.9446611627936363
490.74,329000,0.09492423,46.80195858135819,32900000,3.0137923,-0.0020538704,658,1423.73788189888,0.026482001,0.003239841,23692,0.032903794,0.9549599438905716
490.2,329500,0.09401372,46.30297987728613,32950000,3.011618,-0.0027385324,659,1425.9280548095703,0.030908,0.0033771023,23941,0.058679603,0.9241508841514587
489.81,330000,0.09482126,46.72175682699308,33000000,3.00987,-0.0029194667,660,1428.0855112075806,0.02527,0.0031922138,23785,0.028153205,0.9623344279825687
489.46,330500,0.09482916,46.63988166421652,33050000,3.0068352,-0.0025937518,661,1430.251326084137,0.03497,0.0038334292,23743,0.03339035,0.956077579408884
487.92,331000,0.09485442,46.55239290908328,33100000,3.0018,-0.0026880787,662,1432.4221947193146,0.01636,0.0023667838,23920,0.026381686,0.9715412296354771
492.38,331500,0.09482455,46.87191924262792,33150000,2.9927964,-0.0028747094,663,1434.5992596149445,0.03684,0.0036592025,23604,0.026744682,0.9557646587491035
489.47,332000,0.09458005,46.52664678175177,33200000,2.9884272,-0.0020101317,664,1436.7967550754547,0.035445996,0.0037131943,23859,0.045963615,0.9442571103572845
490.53,332500,0.09436281,46.50716251762635,33250000,2.9882846,-0.0029698391,665,1438.978551864624,0.039668,0.00374435,24467,0.038494777,0.9499665834009647
491.63,333000,0.094913974,46.87646611632779,33300000,2.9890277,-0.0023328725,666,1441.0981924533844,0.022232,0.0029194045,24211,0.020953974,0.968465231359005
490.64,333500,0.09341337,46.03601630605815,33350000,2.9862523,-0.0033173312,667,1443.2247402668,0.025533998,0.0031402137,23587,0.04171082,0.9479885995388031
490.49,334000,0.09473977,46.731546739619226,33400000,2.9832923,-0.0027563635,668,1445.4071826934814,0.033716,0.0036544148,23677,0.047164172,0.9321252703666687
492.78,334500,0.09474826,46.87682277785614,33450000,2.983437,-0.0026973046,669,1447.5987212657928,0.026822,0.0032890453,24213,0.02694207,0.9506054222583771
488.28,335000,0.09491337,46.63525564853102,33500000,2.9794528,-0.0026371493,670,1449.7328505516052,0.030780002,0.0035396353,23984,0.03370212,0.9603729732334614
489.26,335500,0.09459221,46.501136512104424,33550000,2.9744468,-0.0024822599,671,1451.8939197063446,0.033342,0.0035303403,23724,0.043711618,0.946429368108511
490.8,336000,0.09481564,46.743571977047395,33600000,2.9699478,-0.0026400378,672,1454.1030819416046,0.017842,0.0026173587,23877,0.026084747,0.9635465815663338
488.84,336500,0.09475836,46.606287543587385,33650000,2.9642458,-0.0027631614,673,1456.2675549983978,0.03394,0.003550009,23713,0.046114825,0.9423232823610306
491.01,337000,0.093896165,46.327217427538926,33700000,2.9575255,-0.0028293866,674,1458.448371887207,0.028304,0.003337232,23824,0.034247536,0.9540931023657322
488.17,337500,0.09462624,46.44910179307684,33750000,2.951019,-0.0028385576,675,1460.619246006012,0.025872001,0.0030819452,23805,0.043183364,0.9507180638611317
490.71,338000,0.09500994,46.82237069573253,33800000,2.9477758,-0.0028402878,676,1462.7930881977081,0.014498,0.002141748,23718,0.030826395,0.9547061324119568
490.05,338500,0.09478011,46.687170239072294,33850000,2.9468083,-0.002390841,677,1464.967922925949,0.026007999,0.003190461,24148,0.030507077,0.9592899195849895
489.94,339000,0.09449327,46.529197077024726,33900000,2.943535,-0.002455908,678,1467.1031324863434,0.038322,0.0039406153,24395,0.03179554,0.9587052538990974
491.73,339500,0.09473477,46.7692698732391,33950000,2.9355059,-0.0026547413,679,1469.2245967388153,0.03243,0.0034927255,23709,0.0374751,0.9428191594779491
491.61,340000,0.09492642,46.844628986381,34000000,2.9251754,-0.0023664285,680,1471.3990807533264,0.054741997,0.0048586847,23649,0.049390417,0.9225157648324966
491.09,340500,0.09464125,46.685986219773184,34050000,2.91754,-0.002581779,681,1473.5844106674194,0.034406,0.0038945875,23670,0.03201974,0.956104576587677
491.34,341000,0.0950252,46.881574626564976,34100000,2.9126008,-0.0029262672,682,1475.7768094539642,0.031344004,0.0031902262,23752,0.04006436,0.9423333443701267
493.36,341500,0.09498972,47.01377864915877,34150000,2.9075618,-0.002316491,683,1477.9534893035889,0.022448,0.0028630202,23727,0.03150364,0.941272422671318
491.5,342000,0.09533178,47.046221418778,34200000,2.9045548,-0.0025799298,684,1480.1260061264038,0.028872002,0.0032920137,24113,0.03732006,0.9441172629594803
487.5,342500,0.093495876,46.33564890285954,34250000,2.9011161,-0.0021133316,685,1482.271197795868,0.025558,0.0029411365,24022,0.13461103,0.9155425950884819
490.37,343000,0.095046885,46.81943400603719,34300000,2.897554,-0.002836266,686,1484.417004108429,0.041018,0.0040166997,23885,0.039061073,0.9466135613620281
488.08,343500,0.09499626,46.642829846831084,34350000,2.8907936,-0.0031143602,687,1486.5831987857819,0.030246,0.0034691147,24058,0.030477325,0.967220950871706
490.21,344000,0.0951729,46.87751833166025,34400000,2.8840384,-0.0030878508,688,1488.7249097824097,0.032238,0.003540805,23580,0.036968097,0.950805064290762
490.72,344500,0.09502366,46.85371856337413,34450000,2.8796914,-0.0028107893,689,1490.930212020874,0.049504004,0.0045679742,23830,0.034254905,0.9523397870361805
493.19,345000,0.094510145,46.7695715589507,34500000,2.877193,-0.0023924788,690,1493.0939438343048,0.042602003,0.00439011,24153,0.035315055,0.9440379366278648
490.63,345500,0.09513601,46.88326770383865,34550000,2.8739388,-0.0029252605,691,1495.2383036613464,0.042814,0.004422903,23685,0.046767168,0.9327906370162964
489.4,346000,0.09560538,47.04177259813994,34600000,2.8687472,-0.0025242197,692,1497.4149870872498,0.028808001,0.0033585064,23890,0.038496558,0.9496630877256393
491.95,346500,0.094668485,46.75598737007007,34650000,2.8605442,-0.0023370502,693,1499.5848460197449,0.043923996,0.004177707,24199,0.03921175,0.937055915594101
485.39,347000,0.09477291,46.333144036009905,34700000,2.8545413,-0.0028316374,694,1501.718979358673,0.038408,0.003969812,24272,0.036186103,0.9673185050487518
489.62,347500,0.094525635,46.49438195420924,34750000,2.8496652,-0.0031027193,695,1503.847912788391,0.024748001,0.0029428187,23577,0.051160343,0.940161406993866
490.36,348000,0.09410515,46.353787246035644,34800000,2.8475006,-0.003503242,696,1506.060642004013,0.027592,0.00308885,23490,0.04537218,0.9459869153797626
490.81,348500,0.09521236,46.94665611617267,34850000,2.8461494,-0.0029454927,697,1508.2585034370422,0.026986,0.003227977,23690,0.036240615,0.9493254162371159
491.51,349000,0.09515836,46.933073362477586,34900000,2.841695,-0.0023586175,698,1510.4422912597656,0.049794,0.004628821,23654,0.028680127,0.9584309794008732
490.11,349500,0.09457724,46.57808973249979,34950000,2.8360283,-0.0026933027,699,1512.6344344615936,0.02476,0.0029812756,23889,0.031143267,0.9616364613175392
490.03,350000,0.09479379,46.70599501484335,35000000,2.828366,-0.0028216117,700,1514.7922773361206,0.036636002,0.0040248344,24150,0.038576543,0.9518570601940155
491.72,350500,0.09458253,46.70481017727405,35050000,2.8208718,-0.00285829,701,1516.930157661438,0.014880002,0.0019741373,23859,0.033869103,0.951365765184164
492.09,351000,0.094907165,46.883795773325836,35100000,2.8156629,-0.003195706,702,1519.1020233631134,0.021028,0.0027598625,24226,0.039759584,0.937978021800518
492.04,351500,0.09466909,46.75836150753835,35150000,2.8073888,-0.0022100199,703,1521.2308747768402,0.046636004,0.0045234496,24369,0.033706374,0.9484420940279961
490.51,352000,0.09513133,46.86868470304558,35200000,2.79851,-0.002971161,704,1523.3620328903198,0.08170399,0.0064376257,24092,0.046314586,0.9281231090426445
491.64,352500,0.09467171,46.72584541682736,35250000,2.7928343,-0.0029208728,705,1525.5054860115051,0.054122,0.005100552,23870,0.03396327,0.9510213248431683
491.5,353000,0.09379019,46.28946657320164,35300000,2.7890935,-0.003713986,706,1527.6792078018188,0.032416,0.004035553,24027,0.043608066,0.9516977407038212
489.38,353500,0.09488475,46.682443888941776,35350000,2.7862601,-0.0028530643,707,1529.8237552642822,0.050728,0.0048152157,23749,0.032393895,0.9595026969909668
493.2,354000,0.09451668,46.76428000299318,35400000,2.782045,-0.0030471643,708,1531.9930443763733,0.034622,0.0038265982,23410,0.035730198,0.9394720420241356
485.63,354500,0.09089662,45.663332541276326,35450000,2.7786226,-0.0028341075,709,1534.1929428577423,0.019954,0.0029925157,23620,0.18772177,0.9065837934613228
492.03,355000,0.09493593,46.899067248348146,35500000,2.7777245,-0.0028965874,710,1536.3789467811584,0.053354003,0.0047599124,23499,0.026763618,0.9583694450557232
488.78,355500,0.09478627,46.66684427717984,35550000,2.7762024,-0.002592386,711,1538.583518743515,0.057437997,0.0051171524,23995,0.03556732,0.9610928036272526
490.69,356000,0.09500974,46.82870901837392,35600000,2.773975,-0.0027889574,712,1540.7614243030548,0.018152,0.002488732,24189,0.03997798,0.943755604326725
492.91,356500,0.094785735,46.87444138915918,35650000,2.7682333,-0.002957515,713,1542.890525817871,0.029554004,0.0035483583,24053,0.024099328,0.9620029740035534
490.38,357000,0.09450681,46.57818974821043,35700000,2.7636578,-0.0027149734,714,1545.0306310653687,0.033228002,0.0036313504,24355,0.038083054,0.953133400529623
490.83,357500,0.09438202,46.55509432108374,35750000,2.7611334,-0.0031929272,715,1547.1611256599426,0.052378,0.004936485,24137,0.036481827,0.9510699957609177
485.19,358000,0.09000336,45.99723379240277,35800000,2.7598379,-0.0005118919,716,1549.3111970424652,0.055028,0.0052200123,23998,0.46234512,0.902814507484436
490.33,358500,0.09476914,46.684818173665555,35850000,2.7591946,-0.0017027784,717,1551.4586958885193,0.045221996,0.004443519,24060,0.0321419,0.9590355344116688
492.58,359000,0.09522918,47.091593024078755,35900000,2.7558975,-0.00261777,718,1553.6165990829468,0.021908,0.0028314253,23618,0.026974026,0.9569748900830746
491.68,359500,0.09483967,46.87429793670308,35950000,2.7478871,-0.002681904,719,1555.8126950263977,0.034422003,0.0037952824,24101,0.026953641,0.9597509242594242
493.71,360000,0.09482458,46.96489009835408,36000000,2.7425036,-0.0025762676,720,1557.955062866211,0.03878,0.0040343395,24061,0.021123858,0.963135115802288
491.4,360500,0.094983034,46.93369372969493,36050000,2.7376797,-0.0039064493,721,1560.0981557369232,0.027331999,0.0033802253,23794,0.040139604,0.9331256002187729
492.25,361000,0.09499653,46.95840471094474,36100000,2.729341,-0.0027076914,722,1562.288331747055,0.04615,0.0043847486,23854,0.029550046,0.9506452083587646
492.55,361500,0.095394,47.16181744854897,36150000,2.7207394,-0.0026204295,723,1564.4520053863525,0.031036,0.0034079242,24362,0.017927073,0.9696447663009167
494.29,362000,0.09457431,46.876775957836365,36200000,2.717393,-0.0027054108,724,1566.5772325992584,0.023519998,0.0030600675,23837,0.028622532,0.9435419850051403
489.58,362500,0.09469142,46.60331726514385,36250000,2.7163057,-0.0024269237,725,1568.750756263733,0.027872,0.0031988616,23920,0.03445368,0.9594110026955605
488.63,363000,0.09508994,46.75539644055068,36300000,2.7145975,-0.00319906,726,1570.9040756225586,0.045088,0.004433725,23840,0.056609146,0.9240345284342766
492.57,363500,0.09454383,46.740587674797574,36350000,2.7128556,-0.0028462932,727,1573.104073524475,0.039734,0.0040312475,23841,0.038383268,0.9360368400812149
490.78,364000,0.09472297,46.70944739362225,36400000,2.7135382,-0.0030871688,728,1575.2963871955872,0.016368,0.0022210185,24008,0.024737444,0.9662962555885315
488.2,364500,0.09491863,46.61208793880272,36450000,2.7075658,-0.0021933636,729,1577.4594094753265,0.069736004,0.0056940434,23995,0.05095134,0.9395620711147785
492.21,365000,0.095264345,47.07541572581977,36500000,2.7008648,-0.0024656605,730,1579.6146080493927,0.028102,0.0034911335,24313,0.02267563,0.9627287872135639
487.93,365500,0.09477302,46.635286475470345,36550000,2.696851,-0.0025067523,731,1581.7328653335571,0.030344,0.0034497795,23992,0.042518713,0.9582796953618526
489.84,366000,0.09511477,46.83263535380363,36600000,2.69527,-0.002860908,732,1583.8858828544617,0.036092002,0.003611898,23874,0.03023904,0.9612572975456715
490.12,366500,0.095277555,46.94233866434544,36650000,2.6933737,-0.0022143605,733,1586.0624194145203,0.042581998,0.004228851,23740,0.036792994,0.9493685588240623
492.67,367000,0.09566682,47.289689878337086,36700000,2.690145,-0.001983242,734,1588.2447547912598,0.040628005,0.004139124,24182,0.04035463,0.9236199706792831
491.22,367500,0.094894044,46.807110979864376,36750000,2.6876407,-0.0023058902,735,1590.385793209076,0.039091997,0.0040345467,23536,0.036433432,0.9445471949875355
487.71,368000,0.094574235,46.74181890752166,36800000,2.6865916,-0.0036422522,736,1592.5712473392487,0.016098,0.002351923,24015,0.055844773,0.9316250830888748
489.27,368500,0.09429782,46.366966375255146,36850000,2.6866443,-0.0026856482,737,1594.720617055893,0.029066,0.0033672634,23374,0.059926283,0.9297977983951569
490.69,369000,0.09468439,46.68857329698214,36900000,2.6865532,-0.0025029888,738,1596.9323091506958,0.040482,0.003949565,23772,0.029930493,0.958599254488945
489.67,369500,0.094912186,46.82739841923117,36950000,2.6848722,-0.0023879325,739,1599.1070742607117,0.061658002,0.0052476632,23384,0.037455536,0.9565007835626602
490.88,370000,0.095226355,46.95402384711429,37000000,2.6815794,-0.0030173284,740,1601.3119370937347,0.028052002,0.0033296421,23996,0.037023645,0.9473438635468483
490.24,370500,0.09531403,46.95440810543485,37050000,2.6780791,-0.0026843785,741,1603.4805731773376,0.028644,0.003323021,23957,0.033329427,0.9533588513731956
491.39,371000,0.0950968,46.91727539362386,37100000,2.678035,-0.0027695415,742,1605.653485774994,0.049884,0.004603227,23689,0.041852355,0.9337615817785263
490.38,371500,0.09540517,47.010143088977784,37150000,2.6781354,-0.0027320678,743,1607.8310103416443,0.02195,0.0028025932,24133,0.037100457,0.950041227042675
488.59,372000,0.09484461,46.6096311969962,37200000,2.679797,-0.002909723,744,1609.9689869880676,0.040195998,0.0041203806,23506,0.040025257,0.9539731629192829
492.39,372500,0.095393255,47.17104078877717,37250000,2.6788785,-0.0022053707,745,1612.1838552951813,0.044908,0.004462513,23903,0.033690073,0.9434157386422157
488.06,373000,0.09403905,46.175982621391306,37300000,2.675493,-0.0024967615,746,1614.3426246643066,0.03261,0.0035803332,23818,0.048603468,0.9499958716332912
491.32,373500,0.09520677,46.97754730858885,37350000,2.6739419,-0.0034286059,747,1616.5179476737976,0.028514002,0.0030155424,23831,0.033452682,0.9467604942619801
491.95,374000,0.09543384,47.13487342320383,37400000,2.6721287,-0.0026665241,748,1618.6863095760345,0.032353997,0.0037481482,23913,0.034267418,0.9430591128766537
491.29,374500,0.095393926,47.06800853759596,37450000,2.6669464,-0.003148301,749,1620.8528382778168,0.025791999,0.0031601458,24127,0.027425846,0.9590163193643093
489.08,375000,0.09510896,46.7973281510151,37500000,2.6601598,-0.0030572582,750,1623.01016497612,0.020932,0.0026765824,23976,0.03383009,0.9586389660835266
492.63,375500,0.095469296,47.23307511644904,37550000,2.6538334,-0.0027267332,751,1625.163655757904,0.029730001,0.0034081056,23989,0.026367491,0.9536343663930893
491.79,376000,0.09550685,47.15805639606493,37600000,2.647805,-0.0029873273,752,1627.3153550624847,0.029328,0.003521156,23449,0.036022924,0.94284363463521
491.35,376500,0.09534997,47.07676163010299,37650000,2.6435256,-0.0027160693,753,1629.517389535904,0.02757,0.0032087348,23353,0.044588033,0.927481971681118
485.01,377000,0.094916984,46.40572620870545,37700000,2.639435,-0.003029766,754,1631.7293701171875,0.03348,0.0036853044,23818,0.054152243,0.94767701998353
489.59,377500,0.09561877,47.0445083011128,37750000,2.636285,-0.0025395895,755,1633.9000146389008,0.018402,0.0026609139,23851,0.026049867,0.9661329239606857
490.5,378000,0.095166974,46.88522642226424,37800000,2.6299474,-0.0021470785,756,1636.0611052513123,0.065316,0.00549932,23825,0.04434952,0.9393398799002171
490.72,378500,0.09482872,46.73932716769283,37850000,2.626456,-0.0031007351,757,1638.2221913337708,0.036470003,0.004085933,23730,0.048589922,0.9335106387734413
486.63,379000,0.09487084,46.472270058747384,37900000,2.619981,-0.0026096655,758,1640.3920328617096,0.0183,0.0024529875,23814,0.060528487,0.937974113970995
490.62,379500,0.09553765,47.12195310497656,37950000,2.6133156,-0.0024308749,759,1642.564535856247,0.059097998,0.005038211,23630,0.037074782,0.947308823466301
491.98,380000,0.09514695,47.00149740622292,38000000,2.6086566,-0.0027541232,760,1644.7536432743073,0.028472,0.0033088878,23793,0.030602217,0.9526548683643341
490.04,380500,0.09527217,46.96930589526892,38050000,2.605914,-0.0021328484,761,1646.9474744796753,0.072012,0.0059518763,23638,0.032186482,0.9568185955286026
491.17,381000,0.0952653,47.00484816772618,38100000,2.606028,-0.0027516023,762,1649.1346497535706,0.028584,0.0032146587,23796,0.03469114,0.9511708952486515
490.16,381500,0.09493899,46.77896830504207,38150000,2.6045108,-0.002928647,763,1651.3076536655426,0.033759996,0.0036227312,24170,0.038412828,0.9497840702533722
488.9,382000,0.09500141,46.69669392257865,38200000,2.6006951,-0.0025269575,764,1653.4443516731262,0.027317997,0.0032362572,23602,0.029189602,0.9660377278923988
489.73,382500,0.095178895,46.86800869334489,38250000,2.5940561,-0.0023926543,765,1655.6335513591766,0.050844003,0.0049181925,23697,0.040738028,0.9433757625520229
488.98,383000,0.09480819,46.6312147693213,38300000,2.589453,-0.0033322978,766,1657.8119480609894,0.034176,0.0036516115,23581,0.04520373,0.9510262720286846
488.88,383500,0.09527192,46.8348918826133,38350000,2.5886045,-0.003000304,767,1660.0040318965912,0.021636,0.0028373743,23828,0.038421843,0.954541090875864
491.38,384000,0.09561029,47.20366270389408,38400000,2.5851703,-0.002555937,768,1662.1760687828064,0.024454,0.003234738,23708,0.035910975,0.9452032260596752
492.53,384500,0.0956138,47.27490346296574,38450000,2.5807738,-0.0022510304,769,1664.3513436317444,0.064204,0.0055831713,23572,0.035718378,0.9372455775737762
489.59,385000,0.0949338,46.73064479249646,38500000,2.574152,-0.0021781023,770,1666.536122560501,0.032032,0.0033297432,23528,0.030324131,0.9642939381301403
491.38,385500,0.09556888,47.162823648545015,38550000,2.5687802,-0.0026373956,771,1668.7430548667908,0.033407997,0.0036122422,23935,0.036607735,0.9457992203533649
490.95,386000,0.09555371,47.10973769569304,38600000,2.5655878,-0.0025390605,772,1670.8970861434937,0.051806003,0.004722491,23587,0.045222368,0.9360029324889183
491.2,386500,0.0951628,46.96027424454689,38650000,2.5645,-0.0024605063,773,1673.0913603305817,0.020203998,0.0027990148,24205,0.03495676,0.9499277584254742
490.7,387000,0.095426165,47.03454310794477,38700000,2.5592413,-0.0022376718,774,1675.2283327579498,0.06692799,0.005651493,23444,0.035683747,0.9512932747602463
491.33,387500,0.095520996,47.118559941076676,38750000,2.55403,-0.0023255905,775,1677.4346346855164,0.048313998,0.0046511875,23579,0.027564779,0.959314439445734
489.21,388000,0.09552745,46.98537072332576,38800000,2.5471349,-0.002924964,776,1679.6192908287048,0.03021,0.0033751223,23660,0.03967583,0.9504541382193565
490.58,388500,0.09539638,47.036724096611145,38850000,2.5401444,-0.0027393715,777,1681.8049342632294,0.028554002,0.0033578102,23664,0.037569825,0.948122426867485
489.39,389000,0.095462345,46.9581040946953,38900000,2.5344186,-0.0024486883,778,1683.9890060424805,0.049564,0.004651713,23703,0.047102325,0.9371175691485405
491.33,389500,0.09553127,47.13228212459013,38950000,2.5332038,-0.002630155,779,1686.1602568626404,0.051090002,0.0046794126,23235,0.036681883,0.9470391906797886
488.09,390000,0.094636224,46.5053774156794,39000000,2.5309782,-0.0026147938,780,1688.380410194397,0.03539,0.0038726374,23514,0.046063304,0.9476335048675537
491.13,390500,0.095144466,46.932497873415706,39050000,2.526975,-0.0029347984,781,1690.5705637931824,0.030956,0.0035117897,23775,0.034629647,0.9507596790790558
489.45,391000,0.09541054,46.94431490736082,39100000,2.5285435,-0.0024061385,782,1692.7467930316925,0.027830001,0.0033346303,23706,0.036600348,0.9532904215157032
490.54,391500,0.09548371,47.07536972492933,39150000,2.530392,-0.0031256196,783,1694.9204785823822,0.02162,0.0028682116,23807,0.042505674,0.9379879869520664
489.59,392000,0.095281154,46.886126498766245,39200000,2.5288665,-0.0025800932,784,1697.0841052532196,0.069538005,0.0056732087,23557,0.039564982,0.9476877972483635
490.76,392500,0.095509596,47.09035541186109,39250000,2.5265472,-0.00239541,785,1699.2723941802979,0.059080005,0.0051296763,23910,0.036165588,0.9485114924609661
489.6,393000,0.09557495,47.04444654289633,39300000,2.5240536,-0.0028080991,786,1701.4263324737549,0.024168,0.0031872697,23732,0.039240114,0.9500314928591251
488.13,393500,0.0949005,46.95652496017516,39350000,2.516516,-0.0024521833,787,1703.604184627533,0.014374,0.002215615,24059,0.078649424,0.9396000429987907
