n_updates,explained_variance,policy_entropy,total_timesteps,serial_timesteps,ep_len_mean,policy_loss,value_loss,fps,true_reward,clipfrac,ep_reward_mean,time_elapsed,approxkl
53,0.9676381275057793,4.0203013,2650000,26500,25.3,-0.002040828,0.029547524,8259,0.07392676,0.05208201,1.2819651349823107,344.743292093277,0.005033621
54,0.9722682554274797,3.9903018,2700000,27000,32.59,-0.0019605216,0.025523035,8270,0.074172765,0.05625801,1.9573604327219072,351.23967480659485,0.0051874574
55,0.9693840350955725,3.9535558,2750000,27500,26.47,-0.0017210557,0.027259583,8043,0.07610571,0.058058023,1.3932762777162133,357.7439968585968,0.0053749857
56,0.9673443622887135,3.9324267,2800000,28000,27.84,-0.0016073149,0.026940979,8422,0.077994,0.051034003,1.4603075516445096,364.38256335258484,0.0048205834
57,0.9696021545678377,3.9178913,2850000,28500,26.32,-0.0016720158,0.024127971,8358,0.07873316,0.066301994,1.2790754078616737,370.82932448387146,0.005758558
58,0.9655983112752438,3.8943734,2900000,29000,28.25,-0.0014551342,0.027493624,7970,0.07910746,0.053696,1.420456790989847,377.14742398262024,0.0051334663
59,0.9704105891287327,3.8745093,2950000,29500,30.27,-0.0016484405,0.02344501,8451,0.07972354,0.05924601,1.6780663673361413,384.00625014305115,0.0054084077
60,0.9667757377028465,3.854893,3000000,30000,36.03,-0.000862208,0.025453465,7997,0.08146572,0.046336006,2.2996628542258986,390.353972196579,0.0046825614
61,0.967355590313673,3.828341,3050000,30500,38.04,-0.0013311106,0.024303088,8099,0.08262577,0.064364,2.599525900412118,397.13047099113464,0.0057337675
62,0.9734246917068958,3.7979364,3100000,31000,38.06,-0.0015966204,0.019749762,8422,0.083953395,0.06379599,2.786146619809442,403.8784236907959,0.0056659156
63,0.9625631868839264,3.764107,3150000,31500,37.68,-0.0014367788,0.027795019,8486,0.084953465,0.060097996,2.9087724289699692,410.0177149772644,0.005448703
64,0.968229778110981,3.7531312,3200000,32000,36.04,-0.001285704,0.022903185,7883,0.08612822,0.075766,2.8510100254722057,416.40976428985596,0.006176107
65,0.966311227530241,3.752086,3250000,32500,33.0,-0.0012033688,0.02456367,8068,0.08613148,0.060016017,2.6117859899208997,422.969820022583,0.005390568
66,0.9717742651700974,3.740337,3300000,33000,29.45,-0.00091291085,0.02093073,8429,0.0862271,0.050866004,2.251140556774917,429.560485124588,0.0049405512
67,0.9672659002244473,3.7282672,3350000,33500,17.68,-0.0006152336,0.025083434,7988,0.086005524,0.07733599,1.0593418018738157,435.9208207130432,0.0063876086
68,0.9635497368872166,3.7139456,3400000,34000,18.02,-0.00092655694,0.026509473,8245,0.087471716,0.049955998,1.1638170216194703,442.77545142173767,0.004815789
69,0.9685071781277657,3.695189,3450000,34500,16.12,-0.0006925793,0.024293236,8155,0.08630909,0.062621996,0.7201589159824653,449.2927532196045,0.0055954335
70,0.9692482762038708,3.6696312,3500000,35000,15.13,-0.0014054233,0.02304575,8101,0.08710117,0.055522002,0.6286243578811991,455.99034309387207,0.005208938
71,0.9636508300900459,3.6566105,3550000,35500,13.72,-0.0009959495,0.026928533,8137,0.08727527,0.048007995,0.5072339069854934,462.7579905986786,0.004720884
72,0.9693258684128523,3.6502922,3600000,36000,14.53,-0.000926184,0.022165582,7925,0.08747146,0.041565992,0.6430802381387912,469.4637818336487,0.0043435623
73,0.9680218398571014,3.6463706,3650000,36500,13.45,-0.00050338084,0.023108296,7987,0.087783866,0.046394005,0.4323718834604369,476.22494435310364,0.004592392
74,0.9677824229001999,3.6338089,3700000,37000,15.96,-0.0008625721,0.023319133,8364,0.08799689,0.05715801,0.4319146042520879,483.0474581718445,0.0052159177
75,0.9609489887952805,3.6217022,3750000,37500,15.82,-0.00014789497,0.027776103,8195,0.08835913,0.04899602,0.33487817813642323,489.48357915878296,0.0046706046
76,0.9650286510586739,3.6137779,3800000,38000,14.53,-0.00044207956,0.024796844,8101,0.08839521,0.059132002,0.3033331767469645,496.0839717388153,0.005410463
77,0.9684223867952824,3.5997114,3850000,38500,16.36,-0.00045097966,0.023366764,7934,0.087399416,0.053124007,0.5181952319157426,502.6786196231842,0.0050635864
78,0.9637033678591251,3.5774984,3900000,39000,15.57,-0.0010407082,0.026667716,7907,0.08782107,0.056293998,0.3956240525405155,509.5199360847473,0.0051341695
79,0.9663350805640221,3.5597641,3950000,39500,16.65,-0.0018034547,0.025054436,8191,0.087714,0.06840199,0.43679476685560076,516.332052230835,0.005929381
80,0.9695916380733252,3.5423713,4000000,40000,16.42,-0.00040529895,0.022127211,8061,0.08817284,0.078297995,0.40236581516772274,523.0021204948425,0.0063196905
81,0.9672251455485821,3.51807,4050000,40500,15.99,-0.00072350306,0.023493867,7988,0.088330306,0.05193801,0.3381182870588964,529.7494904994965,0.004989735
82,0.9663040861487389,3.490666,4100000,41000,16.03,-0.00054058223,0.023934728,8188,0.08857411,0.058116004,0.3698514345791773,536.4988839626312,0.005401235
83,0.965175848454237,3.464529,4150000,41500,18.39,-0.00071635214,0.02475047,8135,0.08886303,0.062985994,0.46427291372208856,543.0313794612885,0.00565048
84,0.9679577797651291,3.446608,4200000,42000,19.86,-0.0012467048,0.022820853,8070,0.08902971,0.058368,0.5558291747007752,549.654797077179,0.005331139
85,0.9627337120473385,3.4373608,4250000,42500,21.6,-0.0009258491,0.026551003,8009,0.08919317,0.04933599,0.7193060541976593,556.0633473396301,0.0048811343
86,0.9652419872581959,3.426708,4300000,43000,24.56,-0.001239514,0.024826784,8104,0.08925402,0.082721986,0.9657225433029817,562.8275880813599,0.0067469263
87,0.9704770017415285,3.405073,4350000,43500,24.68,-0.00054954254,0.020985426,8260,0.08948935,0.07895002,0.9705442482334911,569.6573467254639,0.006509906
88,0.9637284018099308,3.3813486,4400000,44000,22.3,-0.0009078314,0.025462609,7932,0.08948479,0.065890014,0.7437108137825271,576.3282735347748,0.0058053453
89,0.9610427655279636,3.365666,4450000,44500,23.82,-0.00026006933,0.027416065,7999,0.089908466,0.060850006,0.8571285671379882,583.1751263141632,0.0054305373
90,0.9674551412463188,3.349207,4500000,45000,24.83,-0.00036040077,0.022558423,8358,0.09004154,0.053064004,0.9810721693432424,589.671201467514,0.0050759395
91,0.967486284673214,3.326334,4550000,45500,24.22,-0.00029633066,0.023101576,8114,0.089720234,0.084714,0.9424712311386247,596.2095746994019,0.0068193935
92,0.9604828096926212,3.3106196,4600000,46000,23.18,-0.0002670829,0.027776903,8313,0.08995876,0.063931994,0.8038123112914036,603.0389077663422,0.0056437496
93,0.9685023576021194,3.3005428,4650000,46500,24.19,-0.0010807163,0.022264356,7868,0.08979714,0.059163995,0.9126610477402574,609.5604979991913,0.005348168
94,0.9678809009492397,3.2841249,4700000,47000,23.11,-0.00086765154,0.022561831,8174,0.089777365,0.09049,0.7923424897322547,616.5058975219727,0.0070632673
95,0.9652744717895985,3.2550068,4750000,47500,24.89,-0.0011254185,0.024150252,7924,0.09042978,0.063262,0.9695406167040346,623.2409701347351,0.0056001646
96,0.9653865434229374,3.2289393,4800000,48000,26.76,-0.00025002114,0.02410216,8290,0.09088921,0.06430801,1.191709911042708,630.1776003837585,0.0056167734
97,0.9680069088935852,3.2164812,4850000,48500,26.64,-0.00080300967,0.022076242,8178,0.09077295,0.064386,1.1640313339262502,636.7543442249298,0.0056341277
98,0.9591262824833393,3.2048087,4900000,49000,26.17,-0.00038628437,0.02801118,8030,0.09063601,0.050491985,1.1415579920538586,643.3419046401978,0.0048514786
99,0.9672729000449181,3.189891,4950000,49500,27.63,-2.6757181e-05,0.022157686,8259,0.09104984,0.057337996,1.2855981449742102,650.161749124527,0.005318969
100,0.9577139392495155,3.1805878,5000000,50000,27.29,-0.00038850002,0.029013371,8014,0.09089911,0.055467993,1.245728388777061,656.5013344287872,0.005171437
101,0.9701034836471081,3.1762924,5050000,50500,30.72,-0.00056267093,0.020155456,8389,0.09188905,0.054540016,1.7244636626384453,663.0239894390106,0.0050866175
102,0.9673980139195919,3.1624887,5100000,51000,30.77,-0.0005562107,0.022176009,8060,0.09173206,0.057517987,1.7141158037475543,669.4176249504089,0.00528422
103,0.9637387059628963,3.1468399,5150000,51500,30.48,-0.0007706715,0.02510633,8186,0.09170441,0.066158,1.701024764541653,676.2572121620178,0.0056835897
104,0.9645796157419682,3.127739,5200000,52000,32.62,-0.0006746948,0.024484212,8008,0.092229284,0.08007598,2.0009394695228546,682.9307506084442,0.006421472
105,0.9669566117227077,3.1116483,5250000,52500,32.12,-0.00089193624,0.022653002,8153,0.09224744,0.06784199,1.9291732789226808,689.52960729599,0.0058165016
106,0.9676387496292591,3.0815575,5300000,53000,30.19,-0.0005156549,0.022038845,7914,0.091698386,0.046751995,1.6074556200386723,696.1623287200928,0.004659458
107,0.9651834964752197,3.0449255,5350000,53500,29.8,-0.00045065273,0.023747513,8499,0.09166647,0.054934006,1.5396444365184287,702.9569103717804,0.005115618
108,0.9667847193777561,3.0259392,5400000,54000,31.47,-0.0010670114,0.022736581,8229,0.09201209,0.06350599,1.8060394716946757,709.3528652191162,0.0056326496
109,0.9679753743112087,3.0200849,5450000,54500,33.63,-0.0006514565,0.021494448,8186,0.09263911,0.053471994,2.110705924956128,716.064385175705,0.0050830464
110,0.967462033033371,3.010652,5500000,55000,32.33,-0.00012958783,0.022070237,8434,0.09240748,0.063854,1.9282160421906156,722.8089385032654,0.00556139
111,0.9671283811330795,3.005213,5550000,55500,33.48,-0.00027465,0.022301683,8116,0.09269594,0.068688005,2.110859356649744,729.1419880390167,0.0058732764
112,0.9651557803153992,3.0015502,5600000,56000,34.39,-0.00035293764,0.02398392,8111,0.09304576,0.082338005,2.297625388207962,735.7664680480957,0.0066614896
113,0.9629076085984707,2.9903274,5650000,56500,34.92,-0.0007069919,0.024661701,8206,0.09316614,0.059871998,2.3294622782393706,742.4146180152893,0.005482387
114,0.966088593006134,2.9791584,5700000,57000,34.56,-0.000690417,0.022559002,8239,0.09319398,0.054782,2.249303111869958,749.06543135643,0.005069682
115,0.9654221460223198,2.9705076,5750000,57500,34.1,-0.0005715683,0.023430562,7856,0.09299081,0.08097599,2.244496752806881,755.5251202583313,0.006590665
116,0.965505201369524,2.9487095,5800000,58000,36.76,-5.625188e-05,0.023002489,8224,0.09376117,0.058248,2.6003939250050463,762.4634547233582,0.005387144
117,0.9687319882214069,2.94275,5850000,58500,37.1,0.00011679346,0.020834368,8252,0.09400446,0.069357984,2.6842186919986855,768.9984679222107,0.0058565103
118,0.9658683091402054,2.932602,5900000,59000,38.27,-0.0008145704,0.02273675,8347,0.09432472,0.054622,2.8605589476437308,775.5296425819397,0.0051588034
119,0.969084395095706,2.9151354,5950000,59500,38.08,-0.000323441,0.020516887,8489,0.09445659,0.044088006,2.826038085974578,782.1902761459351,0.0045485925
120,0.9673825725913048,2.9081597,6000000,60000,38.73,-0.00044536896,0.022023449,8426,0.09441836,0.06433601,2.9741031488898444,788.5900592803955,0.005611914
121,0.9707913342863321,2.893821,6050000,60500,39.85,-0.0010676176,0.019175304,8263,0.09478019,0.073520005,3.130667291403224,795.0171926021576,0.0060681356
122,0.9698248766362667,2.892307,6100000,61000,39.24,-0.00013837757,0.01979367,8335,0.09464384,0.075675994,3.0177396061021136,801.6104741096497,0.00620967
123,0.9594957306981087,2.8908048,6150000,61500,37.88,1.810593e-05,0.026642827,8477,0.094239935,0.060655996,2.804166399471578,808.0657751560211,0.0054147886
124,0.9633033685386181,2.8755789,6200000,62000,37.42,-0.0007822615,0.024341697,8294,0.094245344,0.052052017,2.7265673985640753,814.5661518573761,0.0050029783
125,0.9727744460105896,2.8593018,6250000,62500,39.49,-0.0008104005,0.01778768,8028,0.094936155,0.047135998,3.0647402771704946,821.0281484127045,0.0046957736
126,0.9648274183273315,2.8545184,6300000,63000,39.23,-0.0007813661,0.023181297,8421,0.09484094,0.04501,3.029041300425597,827.7267065048218,0.0045161187
127,0.9714380074292421,2.8557184,6350000,63500,41.52,-0.00018873617,0.01876624,8017,0.09542085,0.06707201,3.4252171799511415,834.19553565979,0.0058575664
128,0.966667789965868,2.8549988,6400000,64000,41.54,-0.0005609186,0.022237215,8408,0.09544291,0.07791202,3.4464518045878503,841.0538001060486,0.006388549
129,0.9676050432026386,2.838297,6450000,64500,41.68,-0.00046526978,0.02145375,7764,0.09564326,0.075799994,3.471745059962268,847.5546875,0.006409745
130,0.9691250026226044,2.8197603,6500000,65000,42.15,2.3331573e-05,0.020248802,8232,0.09584552,0.072196,3.5494370068266288,854.4588236808777,0.006077681
131,0.9653611592948437,2.807339,6550000,65500,41.85,-0.0003399391,0.022897504,8243,0.09591641,0.07356399,3.4967478676274184,861.1554079055786,0.00628541
132,0.9646816998720169,2.7907357,6600000,66000,41.68,-0.00061696593,0.023737686,8466,0.09598573,0.10977803,3.554870007515419,867.6978938579559,0.008134134
133,0.9648471847176552,2.7901604,6650000,66500,43.08,-0.000349713,0.023760797,8081,0.09632872,0.07414,3.775745030590042,874.1020755767822,0.006256082
134,0.9656058549880981,2.787761,6700000,67000,42.09,-0.0003352944,0.023042776,8105,0.09610058,0.06394999,3.6256364476538145,880.9308948516846,0.0055975397
135,0.9681986272335052,2.7730856,6750000,67500,43.68,-0.00064058264,0.021323211,8027,0.096650586,0.057110008,3.8340853612532375,887.6588129997253,0.0053265565
136,0.9700972493737936,2.7550237,6800000,68000,42.24,-0.00020574275,0.019883761,8064,0.096744426,0.053361993,3.7661131703385036,894.3676979541779,0.0050287587
137,0.9663031473755836,2.7318413,6850000,68500,42.06,-0.001075383,0.022430276,7944,0.09654624,0.068186,3.715164586187457,901.0259563922882,0.0058555882
138,0.9681925252079964,2.708838,6900000,69000,40.22,-4.7776034e-06,0.021590002,8060,0.09673954,0.09270801,3.601295029743633,907.6941850185394,0.0072835307
139,0.9636109620332718,2.7015598,6950000,69500,42.1,-0.00014713564,0.02435792,8197,0.09688659,0.077580005,3.77405906858301,914.3688309192657,0.0063634138
140,0.9698064774274826,2.711794,7000000,70000,40.54,-0.0007602103,0.01973221,7960,0.097321466,0.07978399,3.70524003942759,920.914181470871,0.0065516303
141,0.963341910392046,2.717082,7050000,70500,40.37,-0.0007930071,0.024482971,8632,0.096699424,0.06972201,3.542242286686669,927.5761561393738,0.0058912938
142,0.9710349328815937,2.7138226,7100000,71000,44.19,-0.0005121257,0.01888273,7985,0.09687568,0.06933199,3.9449009708481024,933.8739433288574,0.0060193767
143,0.969351589679718,2.7180417,7150000,71500,41.59,-0.00041764203,0.020308416,8188,0.09682436,0.048232004,3.686517917868332,940.6051383018494,0.004715549
144,0.9699653889983892,2.714512,7200000,72000,44.01,7.651606e-05,0.019806573,8333,0.09683602,0.049064007,3.927656739508675,947.2870576381683,0.0047681495
145,0.971742819994688,2.6942823,7250000,72500,42.81,-0.00044546233,0.018627727,8461,0.09685629,0.05966799,3.7796426328524833,953.9178647994995,0.005434932
146,0.9636619538068771,2.6804376,7300000,73000,41.53,9.026918e-05,0.024111308,8233,0.096673965,0.065833986,3.642408106175135,960.4682714939117,0.0056924736
147,0.9711652509868145,2.6749911,7350000,73500,42.79,-0.00046786267,0.019019026,8474,0.096647106,0.071006,3.7281507065574986,967.0746791362762,0.0060196356
148,0.9675800651311874,2.6593864,7400000,74000,42.48,-0.000247615,0.021437798,8218,0.09669043,0.08370601,3.7168070321038247,973.4803128242493,0.0068245907
149,0.9656573012471199,2.6476564,7450000,74500,42.63,-0.00013463422,0.022476517,7841,0.09659792,0.052415997,3.73956421016017,980.1083927154541,0.004898651
150,0.9667076580226421,2.6404862,7500000,75000,41.16,-0.00019019262,0.021896612,8242,0.09688092,0.061460003,3.688466164228739,986.9051740169525,0.0054686503
151,0.9663367904722691,2.6319506,7550000,75500,42.84,-0.0006525178,0.022423567,8260,0.096735254,0.090144016,3.8091552047402364,993.4458105564117,0.006932865
152,0.9723340924829245,2.620506,7600000,76000,41.56,0.00032269087,0.018145807,8262,0.09721309,0.07832,3.7624532290027126,999.8692615032196,0.0064546447
153,0.9650734961032867,2.6003482,7650000,76500,40.83,-0.0007018665,0.023005046,8192,0.096943244,0.056522,3.625169921305205,1006.5523743629456,0.005211157
154,0.970082450658083,2.5906014,7700000,77000,42.36,3.7589944e-05,0.01987297,8261,0.09688979,0.10117799,3.7956971433537547,1012.8807220458984,0.0077176564
155,0.9654017090797424,2.5779285,7750000,77500,43.06,-0.00037182844,0.02308532,7938,0.096585296,0.10580002,3.819131630863703,1019.4907619953156,0.008032377
156,0.9685010835528374,2.5665655,7800000,78000,43.38,-0.00055076455,0.020477647,8035,0.09678414,0.07509001,3.8319508042189407,1026.382926940918,0.0062496644
157,0.963360670953989,2.5547225,7850000,78500,42.01,-0.0002573748,0.024097173,8112,0.09654992,0.08021599,3.6372515838374966,1033.2261443138123,0.0066740294
158,0.9672438688576221,2.5386553,7900000,79000,41.78,-5.921347e-05,0.021105062,7984,0.096896976,0.067766,3.7164934084878767,1039.9109377861023,0.005888784
159,0.9714934956282377,2.520399,7950000,79500,42.57,0.0007025905,0.018577203,8133,0.09714329,0.089034006,3.8246821789242675,1046.8171558380127,0.0070606726
160,0.9681057818233967,2.5012271,8000000,80000,41.86,-4.7242564e-05,0.021151952,8188,0.09707962,0.07574401,3.7344355007697594,1053.510576248169,0.0063510565
161,0.9616560377180576,2.4985876,8050000,80500,41.78,-0.00031560057,0.025351496,8147,0.09683958,0.060847994,3.6976045088289538,1060.2507803440094,0.005373058
162,0.9655339196324348,2.504798,8100000,81000,41.32,-0.00035681284,0.022442793,8125,0.09706352,0.07673801,3.6419403447405783,1066.6608123779297,0.006293984
163,0.9661874733865261,2.4906418,8150000,81500,42.19,-0.00076001615,0.02220241,8273,0.09690476,0.08329401,3.7572455674922094,1073.447237253189,0.006749114
164,0.9703243412077427,2.4640515,8200000,82000,38.81,-0.00019194078,0.019481955,8373,0.09731116,0.07331801,3.5068639134126713,1080.0415976047516,0.006230353
165,0.9695069175213575,2.4453897,8250000,82500,40.21,-0.00056539476,0.020016108,8157,0.09711871,0.06830802,3.5896545886364764,1086.585690498352,0.00578735
166,0.9705057963728905,2.4515057,8300000,83000,41.01,0.00038398945,0.019224152,8169,0.097227566,0.09571598,3.698399401590286,1093.1863021850586,0.00747882
167,0.968693770468235,2.4492283,8350000,83500,38.77,0.00019358048,0.020753372,8331,0.09758594,0.073432,3.5421114010908057,1099.8805878162384,0.006102785
168,0.9712698720395565,2.441976,8400000,84000,37.3,7.1994655e-05,0.019099714,8410,0.09764587,0.05699802,3.4272117838569103,1106.0965955257416,0.0051909937
169,0.9738130867481232,2.430228,8450000,84500,38.7,0.0006674005,0.017287299,8135,0.09765213,0.06768001,3.572806522877072,1112.3735461235046,0.0057477565
170,0.9743676837533712,2.409088,8500000,85000,32.73,-0.00015254866,0.016915824,7990,0.097787306,0.053048003,2.9870427236013346,1118.72647356987,0.005067561
171,0.9690138138830662,2.377495,8550000,85500,37.84,-0.00032649733,0.020446341,8186,0.09765987,0.065193996,3.4636737380269915,1125.529394865036,0.005791111
172,0.9663350395858288,2.3562517,8600000,86000,31.66,0.0003231509,0.022368202,8173,0.09763933,0.07637402,2.8796177772677036,1131.983627796173,0.006368236
173,0.9753358606249094,2.351463,8650000,86500,33.79,-9.671688e-05,0.016487597,8005,0.09796143,0.0493,3.1226606446190273,1138.606011390686,0.0047774785
174,0.9653227403759956,2.3368766,8700000,87000,37.48,7.863499e-05,0.022900077,8639,0.09742135,0.07457801,3.375888782031834,1145.2255866527557,0.006264474
175,0.9733875654637814,2.3215868,8750000,87500,32.34,-0.0008850399,0.017024241,8272,0.09776761,0.093048,2.9419983172917274,1151.3717443943024,0.0072265444
176,0.9691159185022116,2.3022683,8800000,88000,35.01,-6.4134634e-05,0.020527607,8198,0.09774891,0.06306601,3.209337284003559,1158.0314180850983,0.005572283
177,0.9698388259857893,2.2909007,8850000,88500,35.35,2.8279712e-05,0.02009486,8230,0.097628206,0.074822,3.2327684057244914,1164.6356132030487,0.0061953813
178,0.9690532609820366,2.2887428,8900000,89000,36.89,-0.0006116403,0.020642169,8082,0.09751419,0.054598004,3.335680992733396,1171.147096157074,0.005072456
179,0.9676027037203312,2.2891169,8950000,89500,31.99,-3.3293327e-05,0.02169105,8196,0.09753321,0.06330201,2.8512566590643837,1177.7689538002014,0.005552079
180,0.9667185172438622,2.282389,9000000,90000,36.49,2.1240834e-05,0.022125566,8255,0.09769182,0.09366001,3.3213447749230545,1184.4346997737885,0.0073564504
181,0.9721319004893303,2.2661269,9050000,90500,35.22,0.00011281399,0.01850145,8071,0.09774334,0.070728004,3.217206690957537,1191.0251636505127,0.005951296
182,0.9698369391262531,2.2600894,9100000,91000,33.93,-3.25533e-05,0.019807814,8159,0.097905226,0.07340999,3.1157374924901524,1197.730763912201,0.0061269132
183,0.9734545443207026,2.269658,9150000,91500,29.11,-0.00036889114,0.01759901,8025,0.09795813,0.066968,2.6504753991574397,1204.3226313591003,0.005782144
184,0.9717888236045837,2.2744899,9200000,92000,32.46,-0.0002229516,0.018778438,8389,0.09791627,0.07195601,2.9807449340910535,1211.1782541275024,0.006069302
185,0.9706472381949425,2.2604291,9250000,92500,31.72,-0.00038126207,0.019629607,8108,0.097885616,0.07302401,2.89795618514705,1217.7311248779297,0.0061460836
186,0.9688731040805578,2.235838,9300000,93000,32.39,-0.00011494433,0.020549925,8095,0.09764371,0.057461996,2.90661392534239,1224.4211337566376,0.005360712
187,0.9721013270318508,2.2077029,9350000,93500,29.78,7.359237e-05,0.018710032,8374,0.098101415,0.094236,2.745650938829931,1231.0961909294128,0.007603714
188,0.9718368742614985,2.1996124,9400000,94000,31.53,1.7491604e-05,0.018687438,8057,0.09774874,0.084778,2.897364536508976,1237.358169078827,0.006837365
189,0.9698553755879402,2.2012482,9450000,94500,39.56,0.00061622297,0.02008521,8385,0.097599775,0.102486,3.596892192402738,1243.9916405677795,0.008069969
190,0.9704246781766415,2.2056136,9500000,95000,38.59,-0.0003227546,0.019731116,8360,0.09746665,0.086338006,3.5113631706006707,1250.460987329483,0.0070747905
191,0.967984102666378,2.205302,9550000,95500,35.5,-1.46741195e-05,0.021412805,8247,0.09772815,0.080854,3.222461112100282,1257.0075566768646,0.0065478473
192,0.9654809013009071,2.1867564,9600000,96000,37.63,-0.0002648514,0.022989718,7978,0.09776664,0.06677598,3.456898798594775,1263.6788272857666,0.0058422918
193,0.9674654416739941,2.1665254,9650000,96500,30.65,0.00013868144,0.02125162,8000,0.097819425,0.065114,2.759161165341502,1270.1870486736298,0.0058254115
194,0.9733534622937441,2.166971,9700000,97000,34.1,-0.0008330223,0.01768934,7998,0.097897194,0.059838004,3.1646627342581635,1276.8799269199371,0.005326312
195,0.966618537902832,2.15766,9750000,97500,37.08,-6.987491e-05,0.022161959,8402,0.097644806,0.08581601,3.3855828627123263,1283.5231292247772,0.0069098193
196,0.9707826413214207,2.1475518,9800000,98000,36.39,0.000103069295,0.01944454,8231,0.097638875,0.08215399,3.3137845715144065,1290.0859637260437,0.0066993847
197,0.9716973342001438,2.1414437,9850000,98500,33.86,-0.0005724367,0.018870007,8118,0.09764028,0.061815996,3.0794040816521737,1296.6757991313934,0.005469926
198,0.9733457881957293,2.1320007,9900000,99000,39.22,-0.0001615115,0.0177323,7954,0.09772197,0.079505995,3.6204934649021014,1303.3907086849213,0.0066810083
199,0.9692187532782555,2.1206102,9950000,99500,36.97,-0.00037180516,0.020448487,8314,0.09754577,0.063006006,3.3792323369087534,1310.2399983406067,0.005544779
200,0.9692898895591497,2.1252675,10000000,100000,39.06,-0.0003584506,0.020556731,8196,0.09743205,0.06114401,3.5138162583552184,1316.8123092651367,0.0054174284
201,0.9723184611648321,2.1320796,10050000,100500,38.93,-0.00038877886,0.018528167,7911,0.09757316,0.066057995,3.5664885456633058,1323.3552021980286,0.005739567
202,0.9691264200955629,2.1376035,10100000,101000,38.18,-4.8044647e-05,0.020794056,8127,0.097509645,0.079424,3.4484635592089035,1330.206173658371,0.006441558
203,0.9714136719703674,2.1271577,10150000,101500,34.38,9.2598355e-05,0.019133367,7821,0.09758131,0.05316399,3.1043749879137614,1336.825181722641,0.0049207
204,0.9766547307372093,2.11563,10200000,102000,37.42,8.727937e-05,0.015652645,7971,0.09766418,0.07074401,3.401802197888319,1343.8297905921936,0.0059750313
205,0.9703644271939993,2.1033962,10250000,102500,41.42,-0.00047014002,0.019742388,8189,0.0973062,0.07838199,3.751502092903829,1350.6247823238373,0.006445614
206,0.9705125465989113,2.091887,10300000,103000,38.95,-0.0005445557,0.01992188,7955,0.09733165,0.079366006,3.505972765068873,1357.337496995926,0.0065054167
207,0.9725743569433689,2.088141,10350000,103500,40.62,-0.00013455703,0.018207308,8230,0.09726544,0.062431995,3.677420899304561,1364.212800502777,0.0054714717
208,0.9733644593507051,2.0951285,10400000,104000,40.69,-2.2393675e-05,0.017754562,8393,0.09731534,0.07403201,3.6612292118766345,1370.8835961818695,0.0060817343
209,0.9736382309347391,2.1003487,10450000,104500,41.6,0.00011847349,0.017617987,7736,0.09727572,0.060092006,3.742097428952402,1377.383437871933,0.0053222305
210,0.9686984121799469,2.0917058,10500000,105000,43.66,8.449348e-05,0.020779295,8200,0.09703075,0.072838,3.9157531187109997,1384.3655624389648,0.006090588
211,0.9682427756488323,2.0825307,10550000,105500,42.67,-0.00068200304,0.021280993,8338,0.09704883,0.070183985,3.8182963072290295,1390.933388710022,0.005932044
212,0.9747769199311733,2.0672672,10600000,106000,42.52,-0.0005757963,0.016444212,8581,0.09714307,0.057578005,3.825607939075562,1397.4182419776917,0.0052297176
213,0.9730568900704384,2.0578873,10650000,106500,39.99,-0.0005499138,0.018006718,8314,0.09717438,0.072606,3.5844012187654153,1403.782196521759,0.006130132
214,0.9720793794840574,2.052124,10700000,107000,40.64,0.00050402025,0.01848488,8167,0.09717587,0.100145996,3.6044953386549605,1410.287141084671,0.008137537
215,0.9750389512628317,2.0404286,10750000,107500,42.31,-0.000286006,0.016482618,8033,0.0973492,0.09594198,3.821034034107579,1417.0001084804535,0.0076355147
216,0.9673279374837875,2.0338972,10800000,108000,41.82,-0.00046578157,0.021448849,8250,0.097129434,0.074168004,3.737945086354739,1423.7107169628143,0.0061727236
217,0.967877697199583,2.0290358,10850000,108500,42.75,-0.0005159096,0.021267442,8230,0.09714999,0.06682,3.8234789560805074,1430.4636540412903,0.0057265367
218,0.9754266012459993,2.010252,10900000,109000,39.69,-0.00062615867,0.016216906,7870,0.097554035,0.07566399,3.592828605401737,1436.8847522735596,0.0062869876
219,0.9752632491290569,1.9994086,10950000,109500,34.69,-0.00035641066,0.016327497,8293,0.09773404,0.08026599,3.154179159826599,1443.7522280216217,0.006604926
220,0.9724325910210609,1.9978032,11000000,110000,33.9,0.00013300443,0.018446358,8194,0.09779222,0.0639,3.0926095924474066,1450.4004063606262,0.0055718557
221,0.9770663324743509,1.9980141,11050000,110500,37.61,-8.409989e-05,0.015253548,8392,0.09786233,0.081152,3.4350604015219144,1457.1089551448822,0.0065608476
222,0.9746912010014057,1.9828043,11100000,111000,36.13,0.00012984563,0.016184526,8196,0.09791985,0.07599401,3.3351276996181696,1463.585149526596,0.006404142
223,0.9727124478667974,1.9818158,11150000,111500,35.58,0.0006247616,0.018387077,8191,0.09787501,0.07478199,3.2473466484478557,1470.208725452423,0.006231352
224,0.9683511443436146,1.96464,11200000,112000,34.47,8.280269e-05,0.02106206,8248,0.09770911,0.07281001,3.1112765770728585,1476.5982916355133,0.0062812306
225,0.9745579157024622,1.9330201,11250000,112500,33.91,-0.00052455394,0.017206447,8089,0.0979823,0.069074005,3.1230610314692604,1483.3547706604004,0.0059027374
226,0.9745811372995377,1.9224832,11300000,113000,28.39,5.43464e-05,0.017063791,7917,0.09790362,0.10389999,2.541139301561634,1490.1225306987762,0.008127043
