serial_timesteps,approxkl,total_timesteps,time_elapsed,ep_len_mean,n_updates,ep_reward_mean,value_loss,explained_variance,policy_loss,fps,clipfrac,policy_entropy,true_reward
212000,0.017466504,21200000,1406.5005667209625,500.0,424,45.222007569205836,0.014608699,0.9618661664426327,-0.002711702,20772,0.21639797,-2.6279316,0.09044401
212500,0.011082927,21250000,1409.3433287143707,500.0,425,45.055944604833655,0.0055934666,0.9781098291277885,-0.0034360855,16661,0.14645599,-2.6452568,0.09011188
213000,0.016510895,21300000,1412.740339756012,500.0,426,45.14189102521199,0.00479605,0.9819462951272726,-0.0026551913,18342,0.21274203,-2.670046,0.09028378
213500,0.016775532,21350000,1416.0164513587952,500.0,427,44.77424189394544,0.0087502105,0.9761850852519274,-0.00076597487,17345,0.21997602,-2.6717672,0.08954848
214000,0.013052365,21400000,1419.2095127105713,500.0,428,45.25912718298601,0.008710344,0.9695780165493488,-0.0036253259,16891,0.16352205,-2.661278,0.09051825
214500,0.015916796,21450000,1422.6817004680634,500.0,429,45.5922702700664,0.008602638,0.9646960832178593,-0.0030037204,16337,0.19212204,-2.6683037,0.091184534
215000,0.030412251,21500000,1426.1603326797485,499.26,430,45.197214715480875,0.035130564,0.9317248612642288,-0.0007313122,15843,0.30801806,-2.6744552,0.08987834
215500,0.018399874,21550000,1429.6094417572021,500.0,431,45.2455000146077,0.0032903326,0.9831610359251499,-0.0024749746,17198,0.24484998,-2.6891532,0.090491004
216000,0.014901955,21600000,1432.8825244903564,500.0,432,45.13527247222632,0.011907901,0.9691900163888931,-0.0027640641,16231,0.18684208,-2.697127,0.09027055
216500,0.014902476,21650000,1436.2589719295502,500.0,433,45.318549056016785,0.0044651865,0.9790791496634483,-0.0035635782,16827,0.19206801,-2.7008634,0.09063709
217000,0.01972361,21700000,1439.797404050827,500.0,434,45.334620232208344,0.018065609,0.9438403658568859,-0.0037284172,17599,0.23731796,-2.7032917,0.090669245
217500,0.014770052,21750000,1443.1392781734467,500.0,435,45.29920155859987,0.02640732,0.9334390610456467,-0.0030100183,15431,0.18438205,-2.723396,0.09059841
218000,0.013588564,21800000,1446.939433336258,500.0,436,45.34415248658961,0.0033705223,0.9857586678117514,-0.0029164655,16565,0.17711596,-2.7356434,0.09068831
218500,0.017244903,21850000,1450.4949069023132,500.0,437,45.45161209972097,0.003154975,0.986391318961978,-0.002397064,17790,0.21782595,-2.735153,0.09090323
219000,0.028283263,21900000,1453.6835007667542,500.0,438,45.66354687134876,0.004301785,0.9753768611699343,-0.0010748869,16139,0.32503197,-2.7468033,0.0913271
219500,0.014798831,21950000,1457.2292659282684,500.0,439,45.37664059804752,0.004254248,0.9827447403222322,-0.0036247594,17331,0.19144802,-2.7559009,0.09075328
220000,0.016494459,22000000,1460.5832016468048,500.0,440,45.223983641445535,0.0051445244,0.9799142386764288,-0.0038642578,14770,0.21685404,-2.768946,0.09044797
220500,0.016853973,22050000,1464.4292571544647,500.0,441,45.008655606789056,0.010485717,0.9768315739929676,-0.0024355648,20921,0.20362802,-2.773639,0.090017304
221000,0.021646852,22100000,1467.0781109333038,499.42,442,45.82770003433558,0.023094801,0.9493496119976044,-0.0020599219,18320,0.191704,-2.778235,0.09115742
221500,0.017904373,22150000,1470.3319001197815,500.0,443,44.926334303004786,0.02227683,0.9578440599143505,-0.0016939244,16126,0.21212395,-2.7770736,0.08985267
222000,0.0143382065,22200000,1473.7598838806152,500.0,444,44.91726729728099,0.009657901,0.9738972336053848,-0.0032609222,19118,0.16773596,-2.775672,0.08983454
222500,0.018711947,22250000,1476.7144446372986,498.78,445,45.73235247722414,0.052923676,0.9278753399848938,-0.0031868226,18956,0.15436402,-2.794998,0.09038188
223000,0.017171426,22300000,1479.8743467330933,500.0,446,44.89855290604428,0.015178083,0.963199008256197,-0.0016221227,16157,0.20954399,-2.8219767,0.0897971
223500,0.013534852,22350000,1483.571897983551,500.0,447,45.40165648704113,0.0036531354,0.9839414656162262,-0.0018449554,17528,0.17825598,-2.824776,0.09080332
224000,0.017378597,22400000,1486.921932220459,500.0,448,45.281897221914576,0.0047317343,0.9794849045574665,-0.0021133132,15695,0.21957201,-2.8304343,0.09056379
224500,0.03673133,22450000,1490.6911799907684,498.84,449,45.46046633855681,0.040792476,0.9455388523638248,-0.0035670123,17701,0.15118998,-2.839165,0.089914806
225000,0.012907119,22500000,1493.788980960846,500.0,450,45.3190539063054,0.0048064403,0.9752160590142012,-0.0028475963,22506,0.17191601,-2.848271,0.09063811
225500,0.015565458,22550000,1496.4839837551117,500.0,451,45.35352766776563,0.0152878305,0.9493265822529793,-0.0013313931,14526,0.19368,-2.8538208,0.09070706
226000,0.013073748,22600000,1500.198692560196,500.0,452,45.69463714554957,0.0039856653,0.9812937788665295,-0.002758241,16010,0.16803804,-2.8549333,0.09138927
226500,0.01442801,22650000,1503.9003677368164,500.0,453,45.2648774410158,0.01015713,0.9657527208328247,-0.0012408342,19851,0.170444,-2.8561065,0.090529755
227000,0.018714873,22700000,1506.9931569099426,500.0,454,45.20878694843856,0.013461283,0.9692735131829977,0.00040492244,16578,0.217906,-2.8531845,0.09041758
227500,0.017244307,22750000,1510.4928405284882,499.35,455,44.952680353888645,0.041010313,0.9469972737133503,0.00020951929,19366,0.18960191,-2.848141,0.089354776
228000,0.016189348,22800000,1513.6079783439636,500.0,456,45.33015778140667,0.010300392,0.974062355235219,-0.0046237516,16113,0.19156995,-2.8528268,0.09066031
228500,0.040215828,22850000,1517.153348684311,499.51,457,45.24847324046439,0.030744893,0.9400088265538216,-0.0023986273,18411,0.37091586,-2.8609838,0.08997117
229000,0.015901687,22900000,1520.4308845996857,499.48,458,45.816365661913316,0.023137355,0.9516121856868267,-0.0015765636,18356,0.17124,-2.865144,0.091147214
229500,0.015843404,22950000,1523.6644089221954,500.0,459,45.276951405039796,0.009672275,0.9599535576999187,-0.0019311341,19771,0.20072001,-2.8719714,0.09055391
230000,0.022472033,23000000,1526.679214477539,500.0,460,45.9347077951336,0.00215143,0.9836119767278433,-0.0006648114,18168,0.274354,-2.8748407,0.09186941
230500,0.015161502,23050000,1530.0001573562622,500.0,461,45.92601981164058,0.007862267,0.9778652917593718,-0.0035556906,18410,0.17762598,-2.8755615,0.09185204
231000,0.01691529,23100000,1532.9797015190125,500.0,462,45.156695426989266,0.010454129,0.9760481864213943,-0.0036459756,19147,0.19318396,-2.8787446,0.09031339
231500,0.018480815,23150000,1536.0247075557709,500.0,463,45.071998949109584,0.022445941,0.9578460156917572,-0.001232211,20440,0.20830603,-2.8937726,0.09014399
232000,0.018083982,23200000,1538.9489583969116,500.0,464,45.42330351709827,0.005198015,0.9819961618632078,-0.001296726,17068,0.22753197,-2.8986664,0.09084661
232500,0.023798985,23250000,1542.370439529419,499.47,465,45.59324579059077,0.019114828,0.9589918479323387,0.0019578754,17251,0.26448607,-2.8860455,0.09072105
233000,0.016452022,23300000,1545.852775335312,499.42,466,44.513172993304686,0.032855082,0.9566464647650719,-0.0025030256,19604,0.14678998,-2.884834,0.08851375
233500,0.02058742,23350000,1548.822857618332,500.0,467,45.44955782434645,0.0058431714,0.976318933069706,-0.0020756596,19553,0.24266405,-2.8854203,0.09089911
234000,0.013460888,23400000,1551.884017944336,500.0,468,44.67163551066553,0.008426558,0.9776399601250887,-0.0033449668,16092,0.16515598,-2.8731797,0.08934327
234500,0.023786193,23450000,1555.2080428600311,500.0,469,45.434543680286154,0.0152015975,0.9334767833352089,-0.0024449686,17163,0.27126807,-2.8802776,0.090869084
235000,0.017425353,23500000,1558.624787569046,498.94,470,45.28480274444113,0.03132025,0.9595636464655399,-0.0018611891,18555,0.16850401,-2.8947287,0.0896049
235500,0.026326634,23550000,1561.834410905838,500.0,471,45.47789974567169,0.0061771213,0.9745861496776342,-0.0023071286,16882,0.25355595,-2.8952386,0.090955794
236000,0.016143141,23600000,1565.4211325645447,500.0,472,44.836182556579224,0.011407251,0.9668287374079227,-0.0024485134,17291,0.21032593,-2.9084759,0.08967236
236500,0.015798368,23650000,1568.8082511425018,499.32,473,45.276376867780854,0.028199857,0.9437287710607052,-0.0036490762,17242,0.17409201,-2.909994,0.09003004
237000,0.016412621,23700000,1572.099997997284,500.0,474,45.55257737352236,0.01871027,0.9448924250900745,-0.0018821785,16740,0.20867002,-2.9209707,0.09110515
237500,0.0142858615,23750000,1575.6605813503265,500.0,475,45.89393251661315,0.0032850853,0.9807512406259775,-0.0015071988,17203,0.18582802,-2.9260273,0.09178786
238000,0.015244555,23800000,1578.9865889549255,500.0,476,45.3366645316852,0.011618359,0.966449186205864,-0.0032816047,16713,0.189988,-2.929467,0.09067333
238500,0.015368436,23850000,1582.6303794384003,500.0,477,46.05230702085968,0.0032515135,0.9773295260965824,-0.002526045,17591,0.206474,-2.9396355,0.09210462
239000,0.017306618,23900000,1585.8494868278503,499.47,478,45.152031585792066,0.020200513,0.9612155109643936,-0.0035167632,19034,0.18246801,-2.9512491,0.0898315
239500,0.02018907,23950000,1588.8782770633698,500.0,479,44.838914539410396,0.008309115,0.9796999171376228,-0.0027915866,16238,0.24971198,-2.961,0.089677826
240000,0.018839689,24000000,1592.3639719486237,500.0,480,44.84280607854549,0.008226788,0.9740762021392584,9.794218e-05,18816,0.23263197,-2.96704,0.08968562
240500,0.019934956,24050000,1595.5468955039978,500.0,481,45.82541172016807,0.00390433,0.9788739159703255,-0.0019374901,16758,0.25605,-2.9795437,0.09165082
241000,0.01481604,24100000,1598.9093298912048,500.0,482,45.5809293394494,0.005843859,0.9712896309792995,-0.0037561276,16947,0.18552798,-2.9927583,0.09116186
241500,0.025269158,24150000,1602.1404738426208,499.42,483,45.51552950995196,0.020156434,0.9618139527738094,-0.0023287036,20344,0.24049601,-2.9891732,0.0904662
242000,0.023668613,24200000,1605.0288271903992,500.0,484,45.355516234982716,0.008479803,0.9772059042006731,-0.0018263181,18906,0.261876,-2.9914477,0.090711035
242500,0.014131289,24250000,1608.2845888137817,500.0,485,45.58045275369761,0.0065291864,0.9701908901333809,-0.0035865016,14628,0.17565596,-3.0104187,0.09116091
243000,0.016357016,24300000,1612.2383625507355,500.0,486,45.422022663761474,0.0046109916,0.9808789789676666,-0.002515833,16257,0.20951596,-3.0248246,0.09084404
243500,0.017597038,24350000,1615.7377126216888,500.0,487,45.49213741095715,0.004031031,0.9845715155825019,-0.003628917,14005,0.22818397,-3.0329776,0.09098427
244000,0.026024794,24400000,1619.885003566742,499.4,488,45.75757972336418,0.026132708,0.9425572492182255,-0.00052483025,18180,0.26051396,-3.029048,0.09101193
244500,0.013249796,24450000,1623.21919631958,499.47,489,45.59455952653696,0.04582044,0.9161982983350754,-0.0027945035,15914,0.14807001,-3.0447257,0.09061672
245000,0.016668156,24500000,1626.7500956058502,500.0,490,45.74937094885754,0.015183189,0.9548478871583939,-0.0026062739,16013,0.20503199,-3.0617142,0.09149874
245500,0.014600044,24550000,1630.4381000995636,500.0,491,45.53436383828092,0.0018567641,0.9906206894665956,-0.0027122092,19807,0.18915999,-3.0826728,0.09106873
246000,0.017718198,24600000,1633.3732569217682,500.0,492,45.537762939664624,0.0066603636,0.9714127909392118,-0.0030446837,15896,0.20783204,-3.0959394,0.09107552
246500,0.02211895,24650000,1637.0132114887238,499.49,493,45.75857227367291,0.024642423,0.9575044512748718,-0.00032379656,15848,0.19656998,-3.097885,0.0910345
247000,0.014946912,24700000,1640.3983397483826,500.0,494,45.62233438720769,0.005746233,0.977424880489707,-0.0014874552,18228,0.18000199,-3.1041968,0.09124467
247500,0.02194643,24750000,1643.758558511734,500.0,495,45.25291260610089,0.015169017,0.9561058171093464,-0.0016143918,15259,0.24450397,-3.1182375,0.09050582
248000,0.019086141,24800000,1647.5865788459778,500.0,496,45.673388114767114,0.006504144,0.9747604671865702,-0.002991624,20863,0.22279595,-3.1193707,0.091346785
248500,0.020808913,24850000,1650.3147184848785,500.0,497,45.63593732035315,0.0051152064,0.9785865247249603,-0.002312456,18101,0.264688,-3.1216128,0.09127188
249000,0.0383563,24900000,1653.4330604076385,500.0,498,45.64931270090872,0.008300358,0.9648713693022728,0.00017632719,17638,0.307626,-3.1267278,0.091298625
249500,0.020049961,24950000,1656.662368297577,500.0,499,45.610033413322235,0.005340055,0.9785661641508341,-0.0036312193,16159,0.251636,-3.122985,0.09122008
250000,0.020729557,25000000,1660.3199663162231,499.35,500,45.21377343781773,0.03148458,0.947172399610281,-0.0013626434,17972,0.15884,-3.1186328,0.08990298
250500,0.016973551,25050000,1663.6379776000977,500.0,501,44.91683712717806,0.031725317,0.9407924897968769,-0.0024391783,15265,0.20093201,-3.1093998,0.08983367
251000,0.015722066,25100000,1667.4011011123657,499.48,502,45.917507305870274,0.029088177,0.9393427111208439,-0.0038457438,16601,0.18162607,-3.0983088,0.09137428
251500,0.01547088,25150000,1670.7683429718018,499.44,503,45.928073604088496,0.032808095,0.9380458444356918,-0.0027462542,15725,0.16926602,-3.0953028,0.09136241
252000,0.02366164,25200000,1674.5488111972809,500.0,504,45.53088169639168,0.003693608,0.9800608288496733,-0.0018764888,17896,0.29166803,-3.1023116,0.091061756
252500,0.022206878,25250000,1677.633905172348,500.0,505,45.5664298534127,0.017439855,0.9441660866141319,-0.0004793112,18027,0.25558597,-3.1102674,0.09113285
253000,0.017246917,25300000,1680.801843881607,500.0,506,44.90230443187946,0.009554685,0.9787523876875639,-0.002308922,18545,0.21486998,-3.114479,0.08980461
253500,0.024465062,25350000,1684.0767159461975,500.0,507,45.04576665990368,0.021171086,0.9609035849571228,-0.002261023,17620,0.27417392,-3.1170554,0.090091534
254000,0.018073363,25400000,1687.2490129470825,499.48,508,46.066522053554216,0.02021699,0.950414314866066,-0.00300567,15100,0.20739602,-3.1182575,0.09165703
254500,0.014187699,25450000,1690.980550289154,500.0,509,45.36759942787049,0.005615562,0.977310823276639,-0.0020554392,17452,0.18140805,-3.1252012,0.090735205
255000,0.021399999,25500000,1694.4188389778137,500.0,510,45.29711857139035,0.011106296,0.9648840203881264,-0.0016025379,17877,0.250366,-3.1290977,0.09059424
255500,0.014234997,25550000,1697.7042577266693,500.0,511,45.63920956947994,0.007956076,0.9762961752712727,-0.0028919042,18251,0.17934602,-3.1151857,0.09127842
256000,0.016530477,25600000,1700.9658796787262,500.0,512,45.78195614024227,0.0044050394,0.9831645004451275,-0.0034857825,15172,0.21287604,-3.127587,0.09156392
256500,0.021010255,25650000,1704.7112972736359,500.0,513,45.15804209528149,0.014635194,0.9616716206073761,-0.0027737503,20015,0.25812,-3.1461828,0.09031607
257000,0.019020623,25700000,1707.6898257732391,500.0,514,46.00988989485691,0.0065368693,0.9759132266044617,-0.002913523,16893,0.24594797,-3.1689854,0.09201978
257500,0.023444002,25750000,1711.1640470027924,500.0,515,45.40622566696818,0.009761958,0.9784326627850533,-0.0021764108,18412,0.27663392,-3.174653,0.09081245
258000,0.022365294,25800000,1714.2485880851746,500.0,516,45.565750385277425,0.007264282,0.9707714151591063,-0.0014872757,19083,0.26865998,-3.178108,0.0911315
258500,0.0152337495,25850000,1717.1995210647583,500.0,517,45.76829917860459,0.0024192738,0.9879749761894345,-0.0038090989,21484,0.19759198,-3.1899657,0.091536604
259000,0.02203007,25900000,1720.0415198802948,500.0,518,45.4855476237475,0.0053300285,0.9756226185709238,-0.00048534534,17066,0.27169204,-3.2118378,0.0909711
259500,0.014482715,25950000,1723.4229550361633,500.0,519,45.64273231123239,0.0052900906,0.9754316173493862,-0.002300826,16844,0.18589999,-3.22408,0.09128547
260000,0.021413043,26000000,1726.9310941696167,500.0,520,45.67599177037768,0.004401816,0.9800572153180838,-0.0025304244,18111,0.263526,-3.213029,0.091351986
260500,0.01724547,26050000,1730.075014591217,500.0,521,45.91262088147152,0.0053309496,0.977428674697876,-0.0019961938,21609,0.21854198,-3.196506,0.09182525
261000,0.022219371,26100000,1732.8162446022034,499.35,522,45.59830678637656,0.027645867,0.9472977072000504,-0.0013047839,18233,0.20436405,-3.185983,0.0906576
261500,0.017803004,26150000,1736.141321182251,499.42,523,44.736218842613816,0.023932979,0.9623656123876572,-0.0029025031,18495,0.18878001,-3.1902313,0.088971496
262000,0.031046184,26200000,1739.3888609409332,499.53,524,45.857462665050114,0.017956698,0.9576172679662704,-0.0014791872,16471,0.3209639,-3.1908844,0.09127109
262500,0.013476874,26250000,1742.9323077201843,500.0,525,46.045768017475126,0.0025754776,0.9821819216012955,-0.0035766228,16300,0.176692,-3.2020252,0.092091545
263000,0.02054217,26300000,1746.4537901878357,500.0,526,45.25788081397067,0.016014503,0.9597287066280842,-0.0033371253,14629,0.24891198,-3.2058628,0.09051576
263500,0.018163694,26350000,1750.2022688388824,500.0,527,45.73500529416649,0.0049391873,0.9806626997888088,-0.0025332535,16252,0.20949,-3.2070837,0.09147001
264000,0.017415762,26400000,1753.7516214847565,500.0,528,45.99565458935191,0.0030903483,0.9847574913874269,-0.0029230157,17815,0.21923998,-3.2167435,0.091991305
264500,0.018378362,26450000,1757.1307590007782,500.0,529,45.751513547281505,0.0046445886,0.976865453645587,-0.0027078993,21213,0.23664401,-3.2225037,0.091503024
265000,0.018935837,26500000,1759.9160919189453,500.0,530,45.261198561030724,0.01405988,0.9633530899882317,-0.0023373317,18186,0.21885204,-3.2272937,0.0905224
265500,0.016807009,26550000,1763.039650440216,500.0,531,45.5311664358696,0.004926988,0.9740906115621328,-0.0016005522,20553,0.22172002,-3.2307029,0.09106232
266000,0.01653617,26600000,1765.9462804794312,500.0,532,45.81629544149575,0.0017600352,0.989998783916235,-0.0034905935,20165,0.21399203,-3.2558663,0.0916326
266500,0.018885948,26650000,1768.8724391460419,499.44,533,44.589640728918674,0.024536015,0.9563577026128769,-0.002478206,20535,0.17260799,-3.2630684,0.08867617
267000,0.017625758,26700000,1771.723143339157,500.0,534,45.962419515748714,0.007561183,0.9697279743850231,-0.0020105029,17881,0.21523596,-3.2553344,0.091924846
267500,0.017917616,26750000,1775.0310227870941,500.0,535,45.22066517294254,0.002782588,0.9892024211585522,-0.003147698,21584,0.2269421,-3.2641075,0.09044133
268000,0.022582993,26800000,1777.7467987537384,500.0,536,45.6052683307267,0.0068346844,0.971816997975111,-0.0015779269,19538,0.24332197,-3.2809827,0.09121053
268500,0.021449167,26850000,1780.735233783722,500.0,537,45.280716306091655,0.0073246676,0.9778213556855917,-0.0030779203,20380,0.25972804,-3.2917147,0.090561435
269000,0.01914411,26900000,1783.7215600013733,500.0,538,45.64803267347961,0.004096783,0.982126297429204,-0.0030459045,19018,0.22930393,-3.3099594,0.09129606
269500,0.01887813,26950000,1786.9583666324615,500.0,539,46.04438324527686,0.0015790211,0.9887991100549698,-0.00016086215,18150,0.23587604,-3.3292804,0.09208877
270000,0.015996382,27000000,1790.266705274582,500.0,540,45.804610142485345,0.006544526,0.9724477641284466,-0.0028804783,16888,0.198798,-3.3433173,0.09160922
270500,0.020110853,27050000,1793.7232887744904,500.0,541,45.66931588687403,0.008045398,0.9614614732563496,-0.0025049495,17485,0.23043202,-3.3569822,0.091338634
271000,0.026565,27100000,1797.1165256500244,500.0,542,46.075130186422626,0.0027210081,0.9824459366500378,-0.0009077011,21474,0.28858796,-3.3642664,0.092150256
271500,0.022667773,27150000,1799.849487066269,500.0,543,44.62036232407707,0.032244418,0.9433489665389061,0.00045625365,19007,0.25075603,-3.3625681,0.08924072
272000,0.026956981,27200000,1803.1097645759583,499.27,544,45.030847220355646,0.026330318,0.9570315852761269,-0.0011708434,18116,0.20396596,-3.3647645,0.08950857
272500,0.021494914,27250000,1806.3558566570282,500.0,545,45.299266225602786,0.017218012,0.9581107422709465,-0.0023733554,18863,0.26252002,-3.3678763,0.09059854
273000,0.020430066,27300000,1809.6281621456146,500.0,546,45.58654578580572,0.011672066,0.9604020640254021,-0.0019173367,15946,0.24625798,-3.3658783,0.0911731
273500,0.020565154,27350000,1813.300363779068,500.0,547,45.55799003622613,0.008623526,0.9703106861561537,-0.0027704316,20781,0.24510805,-3.3831744,0.091115974
274000,0.016510753,27400000,1816.1044881343842,500.0,548,46.123819418508155,0.001265771,0.9902432700619102,-0.0026279904,17627,0.22119397,-3.4069357,0.09224765
274500,0.019580264,27450000,1819.4768269062042,500.0,549,44.936876883572694,0.00846523,0.9691899362951517,-0.002723449,17703,0.22143403,-3.4160993,0.08987375
275000,0.022450287,27500000,1822.8710219860077,500.0,550,45.36899528000915,0.0058289766,0.9774663150310516,-0.0006634492,17370,0.257134,-3.4150987,0.09073799
275500,0.026522178,27550000,1826.2278850078583,499.42,551,45.92764702365843,0.02758845,0.9408045299351215,-0.0030465815,16476,0.25219196,-3.414788,0.091393605
276000,0.018280528,27600000,1829.5144183635712,500.0,552,45.96890378678226,0.0046678185,0.971904281526804,-0.0019736572,20625,0.22417398,-3.4210641,0.09193781
276500,0.020770669,27650000,1832.3211162090302,500.0,553,45.76756821594692,0.01082883,0.9581886902451515,-0.002290299,16346,0.22655393,-3.423935,0.09153513
277000,0.019146714,27700000,1835.793174982071,500.0,554,45.977588627779554,0.0017769092,0.9917032290250063,-0.0029764855,19752,0.23939398,-3.4262357,0.09195518
277500,0.01720528,27750000,1838.8567831516266,500.0,555,44.733923245839065,0.0053357505,0.9805778600275517,-0.001986416,18788,0.21935599,-3.4319515,0.08946784
278000,0.018472679,27800000,1842.0370693206787,500.0,556,45.19721977621018,0.0027994309,0.9896524948999286,-0.0031740195,18493,0.219826,-3.4401658,0.090394445
278500,0.027978217,27850000,1845.3221549987793,499.54,557,44.91251444901633,0.046164956,0.9266753643751144,-0.0032886593,18369,0.2195621,-3.4498987,0.08931521
279000,0.014506339,27900000,1848.4748678207397,500.0,558,45.85472767319088,0.0014468853,0.9895884022116661,-0.0031006737,22509,0.19152799,-3.4651856,0.091709465
279500,0.017485471,27950000,1851.0877051353455,500.0,559,45.454510529798355,0.009449475,0.9677409827709198,-0.0028859451,17283,0.20408401,-3.4698403,0.09090903
280000,0.017449945,28000000,1854.2968797683716,499.47,560,45.07116466680461,0.026975468,0.9447458125650883,-0.0019829168,16562,0.18235998,-3.475877,0.08969111
280500,0.018185282,28050000,1857.6828689575195,500.0,561,45.42411100086538,0.0066556972,0.9743041303008795,-0.0019461737,17894,0.21737403,-3.4845257,0.090848215
281000,0.01688814,28100000,1860.9894623756409,500.0,562,46.089981617243176,0.009649512,0.9516818448901176,-0.001319233,16442,0.20468596,-3.4942865,0.09217997
281500,0.030913653,28150000,1864.6420311927795,500.0,563,45.601692720301656,0.008657495,0.970314497128129,-0.001644273,19657,0.32998604,-3.5057502,0.09120339
282000,0.017470932,28200000,1867.7347075939178,500.0,564,46.19823784356893,0.0038663573,0.9767602682113647,-0.0024939475,15676,0.22015396,-3.5099506,0.092396475
282500,0.01902479,28250000,1871.443455696106,500.0,565,45.74943879736036,0.0033373693,0.9835137873888016,-0.001866678,17382,0.23538002,-3.50702,0.09149889
283000,0.015270846,28300000,1874.7974717617035,500.0,566,45.57498778412799,0.0033204693,0.9861164055764675,-0.004001185,15997,0.190838,-3.5085692,0.09114997
283500,0.019574793,28350000,1878.3105328083038,499.5,567,45.01009130035731,0.06612218,0.921460434794426,-0.0041143973,18345,0.15255596,-3.5082126,0.089541465
284000,0.015574932,28400000,1881.3572432994843,500.0,568,45.75095481853154,0.0029012999,0.9849237585440278,-0.0023533376,19653,0.20214,-3.5174775,0.09150191
284500,0.016235055,28450000,1884.347320318222,500.0,569,45.468329692435546,0.015636675,0.9529041722416878,-0.0016673597,18873,0.18436003,-3.5252707,0.09093666
285000,0.026954705,28500000,1887.4493789672852,499.41,570,45.35434820437338,0.027303934,0.9496340863406658,-0.002007891,17350,0.26616803,-3.5388808,0.09022287
285500,0.018702019,28550000,1890.7740244865417,500.0,571,45.77579782369847,0.0037457163,0.9816161002963781,-0.0030782477,18140,0.22901998,-3.5539112,0.091551594
286000,0.020847093,28600000,1893.9331617355347,500.0,572,44.97091499645299,0.01257702,0.9587209187448025,-0.00253642,17002,0.25461996,-3.566668,0.08994183
286500,0.018392548,28650000,1897.1457455158234,500.0,573,45.356786153035664,0.0045302897,0.982739757746458,-0.00038938384,17193,0.18198603,-3.5657666,0.090713575
287000,0.04543691,28700000,1900.605079650879,500.0,574,45.6825853898592,0.007769438,0.9670255333185196,-0.0005112882,19111,0.39940795,-3.560235,0.09136517
287500,0.020565383,28750000,1903.8009383678436,498.93,575,44.91383055713763,0.09026817,0.9152967035770416,-0.0020954488,20045,0.18904398,-3.5441773,0.088898644
288000,0.023517199,28800000,1906.8581721782684,499.34,576,45.89399134364478,0.03888465,0.9265984371304512,-0.0015338823,22263,0.2687,-3.5534003,0.09124149
288500,0.023558777,28850000,1909.6677949428558,500.0,577,44.667245954819734,0.028176403,0.9419433102011681,-0.0015051301,18151,0.263236,-3.5659027,0.089334495
289000,0.021236144,28900000,1912.7792026996613,500.0,578,45.54984461372997,0.004678555,0.9818541128188372,-0.0024003268,16896,0.26108003,-3.5646386,0.09109969
289500,0.020958416,28950000,1915.973687171936,500.0,579,46.16680049444898,0.017760884,0.9420535750687122,-0.0022242684,19435,0.235834,-3.57718,0.0923336
290000,0.018653378,29000000,1919.099576473236,500.0,580,45.63199536980721,0.004596262,0.9749012514948845,-0.0011389947,18961,0.22820398,-3.5730028,0.09126399
290500,0.028509405,29050000,1922.1888036727905,500.0,581,45.17607125146122,0.020166297,0.9604051075875759,-0.0025338638,17687,0.23086806,-3.5596488,0.09035215
291000,0.024950173,29100000,1925.4378516674042,500.0,582,46.04151618440084,0.009896196,0.960429809987545,-0.002155988,18685,0.24453604,-3.5628633,0.09208303
291500,0.01769302,29150000,1928.6261718273163,500.0,583,46.62316639693638,0.001366261,0.9856940265744925,-0.0014862047,16423,0.23062195,-3.5654209,0.093246326
292000,0.025752751,29200000,1932.155701637268,499.43,584,45.46309964368346,0.03452325,0.9282788038253784,-0.0027783916,17802,0.24064597,-3.5666134,0.09049505
292500,0.03328277,29250000,1935.5620484352112,500.0,585,45.19799375193099,0.011708354,0.9570594020187855,0.00082507386,16233,0.35550794,-3.5794039,0.09039599
293000,0.019645719,29300000,1939.0752582550049,500.0,586,45.88399966355464,0.0053785755,0.9735983069986105,-0.0035623915,17366,0.2441819,-3.5884671,0.091768
293500,0.021191442,29350000,1942.496277332306,499.46,587,45.940165643269594,0.023551645,0.9471252746880054,-0.0030059402,15766,0.182442,-3.5978925,0.09138054
294000,0.013657134,29400000,1946.2586252689362,500.0,588,45.661368734147274,0.0016891593,0.9914829712361097,-0.0021339685,18440,0.16481195,-3.6138957,0.091322735
294500,0.043857776,29450000,1949.4786868095398,499.36,589,45.87547623083872,0.059166003,0.9067558720707893,-0.003949909,20085,0.16352004,-3.6190882,0.09124676
295000,0.019027468,29500000,1952.312967300415,500.0,590,45.045278875121255,0.018495167,0.9615665338933468,-0.0021966335,16050,0.18806599,-3.6316333,0.09009056
295500,0.022733461,29550000,1955.99445104599,500.0,591,45.67527278645546,0.0085694315,0.9690953586250544,-0.0018101606,17368,0.2642599,-3.6424665,0.09135055
296000,0.020361882,29600000,1959.1666088104248,500.0,592,45.240345724600736,0.0048334375,0.9817701391875744,-0.00089752977,17295,0.23640803,-3.6648452,0.09048069
296500,0.02150522,29650000,1962.571536064148,500.0,593,45.281293613904054,0.012715918,0.9676979929208755,-0.00038256706,17159,0.23563604,-3.6783504,0.09056259
297000,0.024848131,29700000,1965.9889278411865,500.0,594,45.59509988804859,0.011484159,0.9655743986368179,-0.0023678734,16473,0.27960798,-3.6816018,0.091190204
297500,0.019484513,29750000,1969.5773193836212,500.0,595,45.79458499339122,0.0031922767,0.9832795690745115,-0.0030745026,16570,0.236896,-3.6874359,0.09158918
298000,0.016486859,29800000,1972.9771716594696,499.47,596,45.35187477855361,0.027900279,0.9533679485321045,-0.0027779106,15417,0.177804,-3.6866772,0.09022202
