n_updates,true_reward,serial_timesteps,explained_variance,time_elapsed,ep_reward_mean,fps,policy_entropy,approxkl,value_loss,policy_loss,ep_len_mean,total_timesteps,clipfrac
3860,0.14092696,1930000,0.8932823017239571,26206.50348687172,1.7968172720821167,7629,-7.2896495,0.02969425,2.366282,-0.0011542265,50.87,193000000,0.322472
3861,0.14333706,1930500,0.9039934948086739,26213.624113321304,2.9207384277970414,8090,-7.2945433,0.028717961,2.0254693,-0.0006148663,50.75,193050000,0.31819198
3862,0.14796421,1931000,0.8812332227826118,26220.24232816696,2.8898268262905185,7927,-7.3012657,0.029761402,2.464899,-0.0010340858,49.87,193100000,0.32880402
3863,0.13581601,1931500,0.8971930593252182,26226.850356578827,2.3388943333287897,7905,-7.3027,0.028195372,2.321334,-0.002716559,47.21,193150000,0.313038
3864,0.15210345,1932000,0.8594350516796112,26233.722708702087,1.9807486315010465,8018,-7.301455,0.027691977,2.9346986,-0.0009068564,44.66,193200000,0.311738
3865,0.14607878,1932500,0.8994803726673126,26240.627769708633,1.81157869958035,7768,-7.3014903,0.028888805,2.1549444,-0.0012579028,48.24,193250000,0.319534
3866,0.14914575,1933000,0.8759270086884499,26247.63157057762,2.559687045231694,7694,-7.299844,0.029098017,2.55153,-0.0014569688,48.36,193300000,0.31970596
3867,0.15607618,1933500,0.8808773830533028,26254.522063732147,2.3955313568367274,7844,-7.299823,0.026054248,2.5365636,-0.0014367318,49.2,193350000,0.30443606
3868,0.14616457,1934000,0.8875927776098251,26261.38943171501,1.92541069705454,8222,-7.3034687,0.029261706,2.30893,-0.0009840985,43.95,193400000,0.324726
3869,0.15290697,1934500,0.8866534382104874,26268.15720152855,2.59099786020437,7863,-7.315243,0.02920323,2.3680396,0.00016145741,49.66,193450000,0.32313004
3870,0.13631903,1935000,0.8912609964609146,26275.122663736343,2.6057565942594376,7948,-7.309415,0.031073794,2.4668157,0.00090523413,51.93,193500000,0.33503002
3871,0.13869448,1935500,0.8997413739562035,26281.870661735535,2.4005302525093795,7870,-7.3067036,0.028638382,2.2300203,0.00019522881,49.15,193550000,0.314186
3872,0.14192922,1936000,0.8577862977981567,26288.733651399612,2.477187493268284,7981,-7.313333,0.030528177,2.890706,0.00081078825,43.32,193600000,0.32567006
3873,0.1403173,1936500,0.8907057419419289,26295.67210841179,1.6491440528629755,7727,-7.301244,0.029764948,2.3960252,-0.0013356949,41.78,193650000,0.329192
3874,0.13463847,1937000,0.8783062472939491,26302.607593774796,2.0984581910207636,7935,-7.2887783,0.029181506,2.6476288,-0.0011781482,51.82,193700000,0.3229539
3875,0.14449155,1937500,0.9004113227128983,26309.394708633423,2.2952308848354734,7925,-7.2856097,0.030194247,2.1059742,-0.0003795177,44.86,193750000,0.328596
3876,0.1483459,1938000,0.9031127914786339,26316.280533075333,2.310413287764386,7840,-7.2819867,0.02778276,1.99915,-0.0022195277,47.03,193800000,0.30933198
3877,0.14662734,1938500,0.8787097781896591,26323.09540772438,2.512449372676565,8035,-7.287321,0.027424563,2.586295,-0.001383768,52.53,193850000,0.304638
3878,0.14596735,1939000,0.8931661546230316,26329.671097517014,2.5405273927695817,7925,-7.3000617,0.030732332,2.2384815,-0.00089496403,48.07,193900000,0.33263603
3879,0.13500065,1939500,0.8681225031614304,26336.4662899971,1.907408593046621,8082,-7.3037395,0.027989414,2.914174,-0.0012016944,44.12,193950000,0.30940807
3880,0.15188555,1940000,0.8945219963788986,26343.306235074997,2.460185458767082,8058,-7.2920656,0.029331982,2.277549,0.0008837987,52.14,194000000,0.32385394
3881,0.13629551,1940500,0.898952029645443,26349.882040977478,2.189553286337032,8046,-7.2791467,0.027823664,2.223329,-0.0018155986,50.05,194050000,0.31392998
3882,0.14962767,1941000,0.9016276225447655,26356.730693101883,2.239907028164016,8262,-7.2737207,0.026737595,2.1479506,-0.0016080118,49.96,194100000,0.30511403
3883,0.13547204,1941500,0.8790521994233131,26363.392018556595,2.6543674121494405,7737,-7.270222,0.027351892,2.6479557,-0.002168469,47.97,194150000,0.30909005
3884,0.14446047,1942000,0.8614819049835205,26370.413453817368,2.4626666268563713,8122,-7.264804,0.026107924,2.7536492,-0.002944279,55.6,194200000,0.30070996
3885,0.14576143,1942500,0.8790433183312416,26377.009137153625,2.0953317738094484,7694,-7.2586727,0.028266601,2.5626657,-0.0015366477,50.31,194250000,0.31623402
3886,0.13254793,1943000,0.8948034420609474,26383.755208730698,2.691125916663732,8031,-7.2702804,0.026792234,2.1140277,-0.0023871174,52.41,194300000,0.304288
3887,0.14434354,1943500,0.8995061293244362,26390.55818772316,2.4073974427634677,8221,-7.281476,0.02805618,2.146177,-0.0016441573,44.56,194350000,0.31477994
3888,0.14789075,1944000,0.9018164128065109,26396.84574818611,2.5437216604479183,8124,-7.279598,0.029662782,2.0079079,-0.0010849015,48.23,194400000,0.32584193
3889,0.14406389,1944500,0.8692315369844437,26403.64465522766,2.3104783005152423,7958,-7.2732887,0.02874055,2.8087804,-0.0011168582,49.14,194450000,0.31832004
3890,0.14306524,1945000,0.9102440625429153,26410.465310573578,1.8334120240631455,8007,-7.27618,0.027671365,1.8873485,-0.0014620567,44.46,194500000,0.31077197
3891,0.1362413,1945500,0.8899985030293465,26417.191009759903,2.8453965695660735,7994,-7.284509,0.027923996,2.3216822,-0.0021807484,50.86,194550000,0.31443602
3892,0.14390583,1946000,0.8712257891893387,26424.04957175255,2.18131928795101,8144,-7.286547,0.029208837,2.6234763,-0.00089389354,44.14,194600000,0.32319805
3893,0.1438874,1946500,0.8829721137881279,26430.75010418892,2.4577451445590124,7895,-7.281891,0.029276505,2.316961,-0.0014385753,50.28,194650000,0.32145393
3894,0.14488715,1947000,0.8880959823727608,26437.57819056511,2.5562697833860875,7859,-7.2815547,0.028948667,2.3200004,-0.0004921578,47.76,194700000,0.32001403
3895,0.15053022,1947500,0.8629975765943527,26444.334120750427,2.3562267123572385,8154,-7.2838,0.028224133,2.7580705,-0.0009110507,47.17,194750000,0.313314
3896,0.14375214,1948000,0.8998310565948486,26451.086116313934,3.118918162086775,8341,-7.282533,0.028446391,2.0255728,0.0003361281,46.99,194800000,0.31743407
3897,0.14610296,1948500,0.8791444152593613,26457.531124591827,1.832974945220194,7987,-7.2785625,0.026360309,2.4538178,-0.0017783527,45.59,194850000,0.30306602
3898,0.14251415,1949000,0.9121950417757034,26464.360651254654,2.920722796783375,8093,-7.2844963,0.027360326,1.843332,-0.0022173277,50.05,194900000,0.30802
3899,0.13468221,1949500,0.914679691195488,26471.10857653618,2.068772545561078,8215,-7.2867064,0.025580006,1.8532784,-0.0021478154,45.72,194950000,0.29883596
3900,0.14434351,1950000,0.8906188234686852,26477.639838933945,2.279468018606858,7810,-7.2825103,0.027644362,2.415495,-0.0011128993,50.06,195000000,0.31384996
3901,0.1388798,1950500,0.8718598186969757,26484.451397180557,2.4405338380896135,7839,-7.2819586,0.026940167,2.65887,-0.0019438335,49.05,195050000,0.309136
3902,0.14524615,1951000,0.8827419877052307,26491.388442993164,2.8984709947709053,8238,-7.2814026,0.026552165,2.3914502,-0.0019650355,48.38,195100000,0.30379593
3903,0.14145665,1951500,0.877814270555973,26498.098161935806,2.8222151157897315,7755,-7.2689643,0.028843649,2.578206,-0.00044874186,51.98,195150000,0.32019
3904,0.13876958,1952000,0.8885914534330368,26504.98387813568,2.5965799117794086,7936,-7.273292,0.025412407,2.2563024,-0.0016507739,51.18,195200000,0.29633805
3905,0.14728744,1952500,0.9036682844161987,26511.8301653862,2.750735003160371,8137,-7.274626,0.027954664,2.072553,-0.0012452181,48.61,195250000,0.31541207
3906,0.14636278,1953000,0.8870701715350151,26518.456244945526,2.941273138980323,8061,-7.2766795,0.030254975,2.3081694,-0.0013758204,46.65,195300000,0.32785603
3907,0.1408834,1953500,0.8852058872580528,26525.139051675797,2.5313461453645143,8335,-7.288434,0.027544606,2.370247,-0.002876207,48.98,195350000,0.31098
3908,0.15269513,1954000,0.8878868371248245,26531.629195690155,1.8194951133446011,8008,-7.296469,0.029068716,2.3271084,-0.0040830113,46.47,195400000,0.31741405
3909,0.15492345,1954500,0.8993427455425262,26538.501750946045,1.9389699147500505,7939,-7.2949758,0.02875564,2.2426484,-0.0017715659,47.39,195450000,0.31828606
3910,0.14276381,1955000,0.8835350200533867,26545.30664873123,2.2271209181541054,7854,-7.29243,0.026505044,2.4955363,-0.003124846,47.93,195500000,0.30361396
3911,0.1382767,1955500,0.8853817358613014,26552.27392244339,2.33199836938802,7771,-7.287798,0.029008254,2.5944576,-0.00076321827,45.44,195550000,0.319126
3912,0.15218788,1956000,0.8872807919979095,26559.126621484756,1.5154879205082397,7780,-7.2905507,0.027736044,2.4551437,-0.0015789564,46.21,195600000,0.31264398
3913,0.14772318,1956500,0.8705265522003174,26566.07807612419,2.5537855825331643,8144,-7.289404,0.028552797,2.770364,-0.00090601103,46.82,195650000,0.319024
3914,0.14723642,1957000,0.8836670443415642,26572.68984746933,2.0016904842181247,7942,-7.2925344,0.026976438,2.678398,-0.0024981368,50.61,195700000,0.307654
3915,0.14274713,1957500,0.8694365322589874,26579.46857190132,2.284359436527775,7787,-7.295611,0.030129388,2.6440766,-0.00026206195,50.67,195750000,0.329608
3916,0.14667535,1958000,0.8838229477405548,26586.3275475502,1.9239747407476535,7879,-7.3015885,0.029399674,2.4628565,-0.00015578727,46.27,195800000,0.32195
3917,0.14915219,1958500,0.8832391425967216,26593.270639896393,2.4434034825323034,7759,-7.308454,0.028473157,2.4805117,-0.0005339042,48.89,195850000,0.3186
3918,0.13563228,1959000,0.9168637543916702,26600.308225631714,2.593425245084509,7473,-7.310361,0.026987782,1.8074346,-0.0032214094,48.38,195900000,0.30491602
3919,0.14004928,1959500,0.8969301283359528,26607.297718048096,2.53507273030933,8056,-7.301671,0.028757859,2.2510552,-0.00085043116,43.9,195950000,0.31951207
3920,0.13936937,1960000,0.8933608308434486,26614.01379585266,2.143219740909044,7974,-7.2935815,0.029190563,2.3606758,-0.001173838,47.69,196000000,0.320654
3921,0.14543886,1960500,0.8960602283477783,26620.530754089355,2.0883900904310577,7761,-7.295024,0.028627679,2.041435,-0.0006602321,46.57,196050000,0.32405403
3922,0.13052242,1961000,0.9006467759609222,26627.523544073105,2.541893618849863,7870,-7.2986536,0.028065536,2.2339249,-0.0007237417,44.16,196100000,0.31791598
3923,0.14749745,1961500,0.9041773304343224,26634.35691165924,2.652044407382127,7894,-7.292245,0.027247958,2.1154203,-0.0009365092,51.49,196150000,0.30801192
3924,0.13078745,1962000,0.8822432532906532,26641.223690509796,1.680200733958227,7869,-7.287926,0.02673062,2.5125573,-0.0017890884,51.2,196200000,0.305128
3925,0.14263691,1962500,0.8699152916669846,26648.081538677216,2.414474838987808,7974,-7.287968,0.027005902,2.6832168,-0.0012243908,47.96,196250000,0.30882394
3926,0.14224105,1963000,0.8918557986617088,26654.851613283157,1.9122108888121148,7856,-7.2826295,0.027361037,2.3558369,-0.001372026,41.81,196300000,0.312234
3927,0.1573478,1963500,0.8913125395774841,26661.569423675537,2.054573747772665,8001,-7.2770514,0.02874624,2.3368871,-0.0010769119,44.67,196350000,0.31645602
3928,0.14231291,1964000,0.8924092128872871,26668.034177303314,2.591232908374659,7949,-7.282292,0.027807416,2.261179,-0.0010344861,45.6,196400000,0.31137204
3929,0.14975372,1964500,0.8946596384048462,26674.89337539673,2.48549275110061,7858,-7.282285,0.02569937,2.3861582,-0.002050962,49.41,196450000,0.29625595
3930,0.14838625,1965000,0.8793488517403603,26681.897542715073,2.5918189266719853,8177,-7.2820086,0.028431723,2.3767715,-0.0026260933,50.07,196500000,0.3143021
3931,0.1463452,1965500,0.8809048384428024,26688.2496445179,2.919406469473324,7671,-7.278986,0.02914638,2.4263902,7.0654816e-05,47.2,196550000,0.31600598
3932,0.14763959,1966000,0.8932641372084618,26695.234586954117,2.222527819826937,7989,-7.273905,0.030330366,2.2146919,0.00015635729,49.04,196600000,0.32945597
3933,0.1468755,1966500,0.8947649672627449,26702.05834722519,2.124873331101262,7847,-7.2712207,0.028009469,2.2781088,-0.002629058,47.03,196650000,0.31444398
3934,0.13875684,1967000,0.8965483456850052,26708.95334792137,2.628883404117514,7861,-7.2691526,0.028191028,2.1719482,-0.001528849,48.09,196700000,0.31683204
3935,0.15741694,1967500,0.8821049183607101,26715.740723609924,2.4593500420778582,7909,-7.2638764,0.02641103,2.3652797,-0.0007130263,45.88,196750000,0.30156207
3936,0.13434637,1968000,0.8937155976891518,26722.55630326271,2.2450079501388247,7873,-7.254212,0.02888693,2.3555927,-0.0010148316,47.26,196800000,0.320088
3937,0.14572743,1968500,0.876499854028225,26729.43223118782,2.461546104366753,8081,-7.2489333,0.026859395,2.458062,-0.0023569467,53.98,196850000,0.30557
3938,0.14597245,1969000,0.8959838077425957,26735.967699289322,2.2347012377101056,7906,-7.2455044,0.026874535,2.239373,-0.002284612,49.4,196900000,0.307138
3939,0.14458363,1969500,0.8775449320673943,26742.69210267067,2.355099486527979,8230,-7.2389216,0.028581584,2.50111,0.00012181151,46.05,196950000,0.31645206
3940,0.14406446,1970000,0.9092011228203773,26749.279766321182,2.5446506141960707,7756,-7.2357616,0.02554896,1.8767734,-0.0024630302,49.79,197000000,0.29646596
3941,0.14346607,1970500,0.9001744985580444,26756.375045776367,2.318984118565859,7975,-7.245105,0.029976005,1.9819041,-0.0006564537,47.14,197050000,0.32667196
3942,0.1447667,1971000,0.8888712748885155,26763.167799949646,2.5121493209298933,7987,-7.2547894,0.027809646,2.326561,-0.002248205,49.72,197100000,0.31377003
3943,0.1493258,1971500,0.8658435493707657,26769.777436733246,2.627604071237365,7968,-7.261182,0.027672127,2.6619544,-0.0012414984,50.58,197150000,0.313046
3944,0.13855103,1972000,0.9108837991952896,26776.43741583824,2.867424862015614,7923,-7.257117,0.027589941,1.8183464,-0.0025412587,52.1,197200000,0.30837804
3945,0.14301655,1972500,0.8802021816372871,26783.23098874092,2.157281053098268,7859,-7.2553406,0.026723692,2.814509,-0.0023387035,46.97,197250000,0.301994
3946,0.13203824,1973000,0.8918717727065086,26790.15204334259,2.4556692182435653,8066,-7.253938,0.027113745,2.4324431,-0.0013373108,48.53,197300000,0.30804402
3947,0.13061582,1973500,0.9016087204217911,26796.866991758347,2.6028338219794387,7795,-7.2495775,0.026348123,2.1998892,-0.0025749726,50.73,197350000,0.30073202
3948,0.14638947,1974000,0.902927815914154,26803.816084861755,2.8243348300617073,7692,-7.2449794,0.026537132,2.0432825,-0.0017332709,54.55,197400000,0.30536598
3949,0.14305997,1974500,0.8931001871824265,26810.626663684845,2.770894998730291,7732,-7.2426915,0.030496148,2.3424532,-0.00030797822,48.62,197450000,0.331662
3950,0.14340042,1975000,0.9007717147469521,26817.64558315277,2.401769026842085,8016,-7.240151,0.028205913,2.220323,-0.001982803,46.82,197500000,0.314852
3951,0.14334889,1975500,0.8949242457747459,26824.362251758575,2.1810150123954006,8043,-7.237593,0.027025793,2.3138154,-0.002533643,42.93,197550000,0.30984795
3952,0.14908218,1976000,0.8551448285579681,26830.868330717087,2.5831263357182617,7743,-7.2378483,0.027394284,3.2059414,-0.00090720697,44.92,197600000,0.30717996
3953,0.145088,1976500,0.8951769918203354,26837.8465423584,2.1784373598027016,7779,-7.23656,0.026879104,2.3009405,-0.0008342305,46.01,197650000,0.309374
3954,0.14453056,1977000,0.8625914752483368,26844.746180057526,2.354045471340214,7568,-7.2306714,0.028560514,3.0162902,-0.00034115478,48.69,197700000,0.314826
3955,0.1480573,1977500,0.8867399096488953,26851.87851524353,2.806073314241512,7742,-7.2339745,0.026768673,2.4790123,-0.0028231526,51.66,197750000,0.305028
3956,0.14579229,1978000,0.890440970659256,26858.922869443893,2.0876290485227944,7750,-7.232097,0.029562868,2.5742114,-0.0013167288,42.91,197800000,0.31882593
3957,0.1467632,1978500,0.8611626774072647,26865.815575361252,2.1257358312033467,7804,-7.2226515,0.02942464,3.043627,-0.0011733613,44.02,197850000,0.32431996
3958,0.15146556,1979000,0.8915275782346725,26872.713119268417,2.6538157050545124,7993,-7.2229705,0.028784953,2.3653984,-0.00067162677,49.88,197900000,0.31994596
3959,0.13985114,1979500,0.8805284574627876,26879.483780145645,2.396579324429476,7724,-7.2356176,0.028107936,2.5046053,-0.0025069637,49.71,197950000,0.31586605
3960,0.14260846,1980000,0.8999446481466293,26886.447785377502,2.705277064872862,8258,-7.246561,0.028074274,2.1746514,-0.0024912925,49.55,198000000,0.31226403
3961,0.13957535,1980500,0.8968820944428444,26893.104303121567,2.7502522312215296,8393,-7.2469316,0.027118051,2.1117852,-0.001821998,55.06,198050000,0.30875802
3962,0.14496611,1981000,0.8627239018678665,26899.449073791504,1.9332172385008015,8266,-7.249968,0.025657533,2.9451766,-0.0015190261,44.67,198100000,0.29612797
3963,0.14135352,1981500,0.8978533893823624,26905.91800427437,1.9599266035164329,7700,-7.258037,0.028833017,2.1660202,-0.0009306702,44.17,198150000,0.32468805
3964,0.13770054,1982000,0.8647102117538452,26912.774829864502,1.8739573480992113,7863,-7.262937,0.03055036,2.8843522,-0.0013426952,49.46,198200000,0.33429006
3965,0.13426982,1982500,0.8820594400167465,26919.61267733574,1.8359773950325324,8012,-7.256751,0.02682179,2.6670215,-0.0030557844,48.42,198250000,0.3050581
3966,0.13490818,1983000,0.899898536503315,26926.428355932236,3.2819897199694608,8003,-7.2562976,0.0281915,2.1804316,-0.0017481968,53.28,198300000,0.312748
3967,0.14371511,1983500,0.882414385676384,26933.191217899323,1.9569034436150106,7930,-7.260801,0.032378815,2.508033,0.00047975534,45.39,198350000,0.33970195
3968,0.14481455,1984000,0.8978480026125908,26940.0653424263,2.218139853022003,7797,-7.2722955,0.030096145,2.2485747,-0.0013632294,47.78,198400000,0.326078
3969,0.15151057,1984500,0.8537485599517822,26947.083748340607,1.4653940280641837,7793,-7.280177,0.02753283,3.3604608,-0.0021440769,44.96,198450000,0.30937797
3970,0.15856165,1985000,0.8838407248258591,26954.097428798676,2.2813715167449846,7884,-7.277887,0.028288815,2.3125832,-0.0014678123,48.31,198500000,0.31708205
3971,0.14974342,1985500,0.8687254637479782,26960.95049214363,1.8489930930853007,7883,-7.2727795,0.026746256,2.9122367,-0.0026986036,44.65,198550000,0.30259392
3972,0.14680542,1986000,0.8937715217471123,26967.808282613754,2.8160453695744216,8191,-7.2695494,0.027446855,2.4626825,-0.002748104,47.04,198600000,0.31015396
3973,0.14554091,1986500,0.8796469271183014,26974.36911034584,2.2634709971859412,8097,-7.2685084,0.029023724,2.6120563,-0.0016384838,51.97,198650000,0.3208019
3974,0.1405119,1987000,0.8840122669935226,26980.951942443848,2.6310532757418694,7791,-7.2701354,0.028602226,2.542332,0.00021334479,49.76,198700000,0.32065403
3975,0.15116061,1987500,0.8960622474551201,26987.997316598892,2.075554968299839,8096,-7.2763305,0.027891688,2.1541474,-0.0028199689,43.27,198750000,0.308874
3976,0.1354344,1988000,0.8618495911359787,26994.59071946144,1.983711140121959,8049,-7.285581,0.025757506,2.7929645,-0.0026013083,46.0,198800000,0.297108
3977,0.14855865,1988500,0.8996265307068825,27001.498821258545,1.5847435600834432,7904,-7.2947264,0.03262206,2.2496417,0.0016208836,42.27,198850000,0.34129798
3978,0.15600082,1989000,0.8769657760858536,27008.48630619049,2.100247614888067,8204,-7.3012156,0.029649707,2.6128278,-0.000672443,47.04,198900000,0.3241641
3979,0.14225729,1989500,0.8785290941596031,27014.93378663063,1.8109862508880905,7807,-7.3067327,0.028795624,2.6202538,-0.0005568231,42.73,198950000,0.31786
3980,0.14860678,1990000,0.8923411816358566,27021.732898950577,1.962219673694999,7865,-7.310211,0.029438572,2.3289611,-0.00078267796,48.59,199000000,0.32339397
3981,0.13024427,1990500,0.8906094133853912,27028.559854507446,2.039288394290779,7778,-7.3026137,0.0270873,2.2764204,-0.00034390905,44.66,199050000,0.31304798
3982,0.14326885,1991000,0.8741588741540909,27035.49183368683,2.114030590742768,7939,-7.2985826,0.026761103,2.789028,-0.0026607346,50.86,199100000,0.30607995
3983,0.13730058,1991500,0.8725249916315079,27042.171674489975,1.619314107885657,8087,-7.3005805,0.028863246,2.639439,-0.0017596871,42.9,199150000,0.317636
3984,0.14094883,1992000,0.8533241599798203,27048.98811674118,2.6213300934207653,8067,-7.2942243,0.029603224,3.1727264,-0.0012979576,55.84,199200000,0.32023203
3985,0.14546801,1992500,0.8917789533734322,27055.514801740646,2.2996662993911015,8276,-7.2797465,0.02719374,2.3848145,-0.0008476619,46.53,199250000,0.30821398
3986,0.14722158,1993000,0.8866377919912338,27061.83607983589,2.808514666497722,7660,-7.2797565,0.026532974,2.45557,-0.0016843843,49.08,199300000,0.30698603
3987,0.1513815,1993500,0.8913697004318237,27068.87656378746,2.0087171718367607,7599,-7.2860737,0.028976126,2.3524365,0.00059691357,45.11,199350000,0.32306397
3988,0.13792326,1994000,0.8825479745864868,27075.85970211029,2.554472206576029,8000,-7.2919354,0.029915368,2.5282683,-0.0009829499,57.0,199400000,0.32510796
3989,0.14871317,1994500,0.8766264319419861,27082.619272232056,2.388148067124057,7854,-7.2932515,0.029335542,2.6772149,-0.00045131124,48.47,199450000,0.32631
3990,0.1436927,1995000,0.8809691071510315,27089.630934238434,2.782440108050214,8000,-7.296604,0.029607516,2.5266552,0.0013322167,44.8,199500000,0.32216197
3991,0.1504156,1995500,0.8744577765464783,27096.422622442245,3.072565878382447,7893,-7.3024297,0.028269932,2.6185946,-0.000825191,47.5,199550000,0.31354004
3992,0.15054724,1996000,0.8689928948879242,27103.308396816254,1.8887396222521784,7885,-7.303987,0.02723987,2.8787537,-0.0025359413,47.53,199600000,0.31106803
3993,0.15029286,1996500,0.8989755809307098,27110.2678334713,2.6635216127935566,7893,-7.3013616,0.026810978,2.1458519,-0.0024359303,50.06,199650000,0.305042
3994,0.14433186,1997000,0.883044071495533,27116.951808452606,1.5461036358429556,7743,-7.299364,0.027507074,2.5732377,-0.00088969304,39.87,199700000,0.3126061
3995,0.1391312,1997500,0.896766297519207,27123.96096777916,1.8819770222085936,7785,-7.296092,0.028747585,2.3183103,-0.0015872479,42.12,199750000,0.32310596
3996,0.14903755,1998000,0.8964317440986633,27130.84886407852,2.0734364801359333,7831,-7.3026843,0.028194264,2.2497456,-0.0010949832,50.46,199800000,0.31588995
3997,0.13933526,1998500,0.8832663297653198,27137.84115433693,2.6094645036794826,7997,-7.3174553,0.02851809,2.4653862,-0.0016867758,49.39,199850000,0.31740403
3998,0.1453796,1999000,0.8928817063570023,27144.602627277374,2.283108543674534,8439,-7.32715,0.027664484,2.3137684,-0.0028248327,49.31,199900000,0.31139404
3999,0.13753599,1999500,0.899593822658062,27150.967739343643,2.91953075316851,8092,-7.319966,0.032173876,2.1466858,-0.0009472551,48.64,199950000,0.34020406
4000,0.13912296,2000000,0.907913826406002,27157.635921239853,2.4403356103751865,8178,-7.308295,0.030210521,1.9802468,-8.766822e-05,47.02,200000000,0.328304
4001,0.14021537,2000500,0.8616990298032761,27164.349194526672,3.3075192340646753,7802,-7.3057604,0.028694307,2.9745512,-0.0026490241,50.66,200050000,0.32159397
4002,0.14785083,2001000,0.8667413145303726,27171.13750576973,2.6778150026341607,7972,-7.306926,0.030613609,2.8640475,0.001052075,52.68,200100000,0.33118206
4003,0.13987581,2001500,0.8790167048573494,27178.019811868668,2.803546137666854,8202,-7.2997074,0.028823791,2.4646814,-0.000990612,51.26,200150000,0.320328
4004,0.14987838,2002000,0.895900085568428,27184.700227975845,2.492450150926452,7787,-7.308973,0.026597884,2.054771,-0.0030313008,50.64,200200000,0.303924
4005,0.14945854,2002500,0.8906883895397186,27191.74567270279,2.667656621091737,8107,-7.3194075,0.027958341,2.3089018,0.00027558338,55.87,200250000,0.31482598
4006,0.14022438,2003000,0.8947194218635559,27198.44481444359,2.7647185573659954,7678,-7.328441,0.028320665,2.248663,-0.0003295256,46.59,200300000,0.312754
4007,0.15180893,2003500,0.8880808502435684,27205.501538276672,1.5849812165838375,7970,-7.332013,0.027131993,2.4076617,-0.0017967959,41.09,200350000,0.3103861
4008,0.1387766,2004000,0.893571600317955,27212.37588572502,1.9972947097057476,7847,-7.333113,0.02813553,2.3391082,-0.0014459635,42.79,200400000,0.32228398
4009,0.13665047,2004500,0.9012027904391289,27219.308510541916,2.091957225617807,7902,-7.3345976,0.026553798,2.2815802,-0.0022244481,50.0,200450000,0.304482
4010,0.13738048,2005000,0.8724852651357651,27226.157366275787,2.487418662435812,7801,-7.328236,0.029135482,2.6965597,-0.0015314732,49.92,200500000,0.319128
4011,0.14453053,2005500,0.8934490159153938,27233.079873085022,2.3687348929455037,7968,-7.32782,0.025983412,2.2071366,-0.0022842952,50.44,200550000,0.301152
4012,0.14579993,2006000,0.8875990211963654,27239.80950975418,2.384563304979929,7943,-7.3305993,0.027053978,2.3065429,-0.0024836517,49.98,200600000,0.30806994
4013,0.14594886,2006500,0.8847729787230492,27246.701031684875,2.569637156063109,7847,-7.330514,0.027545966,2.2972093,-0.0020005472,45.39,200650000,0.3085881
4014,0.1388709,2007000,0.8918226286768913,27253.61871767044,2.0673043540658544,8107,-7.3317394,0.02932703,2.369321,-0.0024039105,46.13,200700000,0.32130203
4015,0.13249741,2007500,0.8748155534267426,27260.22498035431,2.2343071997176596,8111,-7.335002,0.024278276,2.6516778,-0.0024802892,47.6,200750000,0.2881761
4016,0.14198898,2008000,0.8857683092355728,27266.78856754303,1.5285511954254616,7845,-7.334946,0.029399963,2.4751246,-0.0011230375,44.87,200800000,0.322002
4017,0.12357429,2008500,0.8722878098487854,27273.75486755371,2.4691842896115848,7834,-7.3365917,0.026275765,2.8284898,-0.0024724582,50.38,200850000,0.30221793
4018,0.14875983,2009000,0.9018123745918274,27280.667237758636,2.8414575855372823,7842,-7.338139,0.026185872,2.0854359,-0.0023109533,52.27,200900000,0.30009198
4019,0.13608027,2009500,0.8961810320615768,27287.782002687454,3.3714373924046233,7945,-7.336918,0.027628157,2.264952,-0.0014748638,52.95,200950000,0.311094
4020,0.14943945,2010000,0.8808568343520164,27294.622428894043,2.9779052658076397,7892,-7.339628,0.027116146,2.666221,-0.0019841706,52.47,201000000,0.31162798
4021,0.13870898,2010500,0.8764151781797409,27301.49757027626,2.3331958732550264,7872,-7.3373003,0.030851744,2.720944,-0.0003895975,49.03,201050000,0.32948804
4022,0.15156084,2011000,0.9061694964766502,27308.31621146202,2.3093764712625124,7812,-7.324091,0.028819956,2.087694,-0.0012518964,42.63,201100000,0.32055205
4023,0.13609242,2011500,0.8888955488801003,27315.222449302673,1.3478147297138638,7523,-7.318695,0.027044604,2.5342305,-0.0011282716,49.48,201150000,0.309832
4024,0.14674817,2012000,0.8869953453540802,27322.48251414299,1.9801007870579088,8048,-7.312635,0.027715072,2.4503527,-0.00205683,43.34,201200000,0.310912
4025,0.1457679,2012500,0.890343151986599,27329.24411201477,3.330921312495193,8172,-7.310905,0.027414652,2.4157572,-0.0020315293,50.88,201250000,0.31183
4026,0.14474104,2013000,0.8836429864168167,27335.942663669586,2.4806827006526873,7598,-7.3159595,0.027931489,2.6162095,-0.0016074817,50.0,201300000,0.31314802
4027,0.13916932,2013500,0.8813880085945129,27342.938502311707,2.3612584065896955,8015,-7.3160424,0.030808516,2.4462433,-0.0008674257,50.77,201350000,0.32883805
4028,0.13485448,2014000,0.9045036733150482,27349.754301548004,2.950624147586932,7898,-7.3121014,0.029239219,2.0101464,-0.0013711537,50.54,201400000,0.32411402
4029,0.14903024,2014500,0.8718586415052414,27356.620181560516,2.531913854507802,7827,-7.3134975,0.030369872,2.7894077,-0.000982054,44.96,201450000,0.330742
4030,0.13971634,2015000,0.9107686057686806,27363.611874818802,2.70471067344748,8033,-7.312926,0.026540142,2.0316198,0.00022217052,54.47,201500000,0.30513006
