n_updates,true_reward,serial_timesteps,explained_variance,time_elapsed,ep_reward_mean,fps,policy_entropy,approxkl,value_loss,policy_loss,ep_len_mean,total_timesteps,clipfrac
893,0.12579906,446500,0.8593766242265701,6072.174063205719,1.690232384781266,8039,-6.502039,0.027084995,3.2679217,-0.00020797945,44.49,44650000,0.30880612
894,0.120920986,447000,0.865894004702568,6078.935956954956,2.2870857827042346,7926,-6.4917336,0.027305076,2.935766,0.00059930346,54.06,44700000,0.31036797
895,0.11244246,447500,0.8822108209133148,6085.638225317001,2.402619730826991,8028,-6.487305,0.026130829,2.4684782,-0.0006659681,50.6,44750000,0.29876998
896,0.12105817,448000,0.8762516900897026,6092.456160068512,2.2148715611149963,7826,-6.471604,0.02924731,2.6170545,0.0019025195,50.22,44800000,0.32856196
897,0.12048729,448500,0.8503519296646118,6099.300442457199,1.5073710740245587,8225,-6.466286,0.028820176,3.193912,0.0012130926,44.57,44850000,0.32563594
898,0.11448014,449000,0.8774106353521347,6105.852005720139,1.951845348989882,7841,-6.4732313,0.025913721,2.4984417,0.00016494912,52.25,44900000,0.300598
899,0.117152624,449500,0.8839405402541161,6112.671069145203,1.643368638368993,7787,-6.466021,0.027925102,2.586825,0.0013408865,46.92,44950000,0.31582597
900,0.12375872,450000,0.861465111374855,6119.6149644851685,1.9379718973632407,8152,-6.461438,0.026076153,2.9138217,-0.0024256762,47.35,45000000,0.303608
901,0.1262692,450500,0.8565577268600464,6126.277034044266,3.08747513331582,7927,-6.4593024,0.028852966,3.1797924,0.00019173266,56.24,45050000,0.32452798
902,0.12174612,451000,0.8779289796948433,6133.162587404251,1.9489421687724826,8113,-6.4645324,0.027578421,2.7032614,-0.0001518445,44.24,45100000,0.31726003
903,0.12592365,451500,0.8687083125114441,6139.7316036224365,2.1822203404110043,7753,-6.4744263,0.025475204,2.865088,0.00014650152,46.26,45150000,0.299044
904,0.12038505,452000,0.8611798733472824,6146.69286775589,1.716480678083608,8043,-6.4743037,0.025531044,3.2055523,-0.0010603968,51.53,45200000,0.29802203
905,0.120422766,452500,0.864726185798645,6153.393719434738,2.5067380286396657,7967,-6.475497,0.026324842,3.0693753,0.0003681374,44.91,45250000,0.305388
906,0.12422613,453000,0.8647395074367523,6160.170698881149,2.8046719405593468,7804,-6.4755316,0.029423166,3.065286,0.0012663386,47.59,45300000,0.323964
907,0.1267584,453500,0.8937710970640182,6167.0930144786835,2.009903257007245,8045,-6.4752364,0.025954919,2.3229437,0.0006480416,41.87,45350000,0.30179211
908,0.12375651,454000,0.8659857362508774,6173.841655492783,2.0952588693459986,7900,-6.472378,0.027572578,2.839534,0.0010758068,46.51,45400000,0.31822002
909,0.11193952,454500,0.856440931558609,6180.512138366699,1.7120678258234694,7812,-6.4698915,0.027430508,3.2155206,0.0012084306,43.08,45450000,0.31428197
910,0.124531105,455000,0.8670665770769119,6187.493071079254,2.567275913315825,7843,-6.473763,0.025475504,3.04468,-0.00020255495,50.73,45500000,0.29390395
911,0.118546166,455500,0.8689477294683456,6194.429685354233,1.522073931630148,7699,-6.477192,0.0280872,2.822117,0.0009307494,43.6,45550000,0.318016
912,0.13028352,456000,0.8330242782831192,6201.29102230072,2.67329490431679,8192,-6.4885902,0.026934307,3.4630985,-0.0009833593,48.92,45600000,0.30358
913,0.11528927,456500,0.8733401149511337,6207.962631225586,2.606838688796706,8029,-6.492475,0.027161777,2.8691006,0.00026979935,54.84,45650000,0.3121621
914,0.12845413,457000,0.8754759803414345,6214.741777896881,2.0317369673792562,7743,-6.49503,0.027398402,2.6341453,-0.00033916783,44.42,45700000,0.31296402
915,0.11633198,457500,0.8641745448112488,6221.592689990997,2.2650055701838574,7939,-6.4999733,0.027484877,3.058112,0.00055662805,45.58,45750000,0.30801207
916,0.121088795,458000,0.8825390264391899,6228.325967311859,2.154703772318753,7961,-6.498186,0.026987638,2.5281937,0.00033116623,39.77,45800000,0.31008798
917,0.1255327,458500,0.880117192864418,6235.097633600235,2.3369021705153865,7878,-6.5020137,0.027701806,2.6388292,0.0006000016,47.56,45850000,0.3128961
918,0.11103474,459000,0.8672366440296173,6241.924633741379,1.4062743301541922,7776,-6.5080156,0.0265199,2.8372865,-0.00017592119,45.41,45900000,0.30669597
919,0.14157857,459500,0.8211221098899841,6248.834724187851,1.3811151998824789,8023,-6.514577,0.030868752,3.7159688,0.0020802922,48.87,45950000,0.33537796
920,0.11964325,460000,0.857669934630394,6255.5040192604065,1.8699240783308415,7887,-6.521562,0.027971124,2.9702768,-0.00010291449,47.94,46000000,0.31338003
921,0.12367243,460500,0.8686467856168747,6262.303438425064,2.1141567700752057,8203,-6.5232787,0.025547152,2.7676282,-0.0010864177,43.87,46050000,0.29972404
922,0.11661307,461000,0.8865364268422127,6268.936523914337,2.5276647964611767,7921,-6.5156794,0.025706522,2.323311,-0.00060645945,49.43,46100000,0.30187595
923,0.12583181,461500,0.8782622963190079,6275.522025823593,2.411455394250224,7903,-6.5141616,0.027209582,2.5966804,0.0005981006,47.78,46150000,0.30941606
924,0.12183569,462000,0.8713596165180206,6282.364894866943,1.9539734416919237,8277,-6.510221,0.027803674,2.967573,0.00054930797,46.17,46200000,0.31610197
925,0.122316435,462500,0.8509117364883423,6288.866621494293,2.097396997340984,8039,-6.5137477,0.027355695,3.1483994,-0.001144788,50.98,46250000,0.31343
926,0.116108425,463000,0.8603634238243103,6295.514943361282,1.7709607976963162,7862,-6.5139856,0.027615048,3.2526648,0.00021578331,49.44,46300000,0.31019998
927,0.124041125,463500,0.8708853870630264,6302.344646692276,2.548762144973298,7981,-6.5139766,0.029353714,2.7836502,0.0010534035,49.1,46350000,0.3293261
928,0.118847296,464000,0.8613431602716446,6309.213442325592,1.8567035038245376,8104,-6.5171556,0.028415348,2.986497,-0.00060056895,47.41,46400000,0.319552
929,0.12029103,464500,0.8787675201892853,6315.775321483612,1.4075759909873886,7723,-6.515655,0.026946759,2.6591935,2.1455138e-05,38.49,46450000,0.308718
930,0.12276156,465000,0.8632781803607941,6322.458063364029,1.7664585687982617,7995,-6.5116377,0.028351229,3.0482745,0.0013434461,44.52,46500000,0.319706
931,0.1229882,465500,0.8627009987831116,6329.2870807647705,1.684070195224922,8115,-6.5101953,0.02715294,2.9778519,-0.00024135466,41.38,46550000,0.310228
932,0.12711437,466000,0.8852547258138657,6336.060181856155,1.5269682333420496,8343,-6.5133,0.02710607,2.5727158,-0.00062427815,44.81,46600000,0.31138608
933,0.12461568,466500,0.8544585406780243,6342.569000244141,2.4560489083256107,7924,-6.528223,0.027732681,3.0982194,0.00096036255,48.17,46650000,0.31615603
934,0.13677436,467000,0.8741067349910736,6349.314593076706,2.2834568221061637,8212,-6.5466895,0.0252605,2.7987542,-0.0011755012,44.87,46700000,0.293958
935,0.12587292,467500,0.8543163388967514,6356.01469707489,1.710725371579465,8069,-6.5549116,0.026650917,3.0030453,0.001526095,50.65,46750000,0.30753195
936,0.1285268,468000,0.8998498916625977,6362.82986831665,1.470542387874666,7771,-6.553105,0.028141594,2.1744688,0.001287213,43.23,46800000,0.31988597
937,0.12759393,468500,0.8791607841849327,6369.909572601318,2.0024600968748563,8158,-6.5507326,0.026639039,2.63469,0.000859789,48.23,46850000,0.30682597
938,0.12499914,469000,0.8543211221694946,6376.632823944092,2.3386605387795134,8032,-6.5515532,0.025364751,3.1789336,-0.00025682,46.09,46900000,0.29560602
939,0.11663635,469500,0.8868060261011124,6383.174630641937,1.452987188885745,8356,-6.551557,0.029587772,2.5718822,0.0011223166,47.49,46950000,0.32689998
940,0.12707217,470000,0.8554433584213257,6389.598681926727,1.9459773792003399,8013,-6.5572047,0.027372038,3.21162,0.00015980503,48.38,47000000,0.31102002
941,0.12185609,470500,0.8487106561660767,6396.41144323349,1.47143671689053,8062,-6.5597835,0.03387178,3.6060166,0.0043081925,43.59,47050000,0.35441402
942,0.113325685,471000,0.8886480554938316,6403.0945954322815,2.2287629121913413,7751,-6.564056,0.026149543,2.3277133,-0.0016001281,48.67,47100000,0.3044159
