fps,time_elapsed,policy_loss,true_reward,total_timesteps,approxkl,explained_variance,value_loss,serial_timesteps,policy_entropy,n_updates,ep_reward_mean,ep_len_mean,clipfrac
7785,5383.5558822155,-0.0070594535,0.097676486,40050000,0.013184967,0.9971781705971807,0.021765158,400500,-1.226,801,8.726998408090221,91.58,0.17100002
7994,5390.455415964127,-0.0072362195,0.095573366,40100000,0.012611325,0.996099516749382,0.030887365,401000,-1.2271367,802,8.602176573741017,86.42,0.16264601
7870,5397.293980360031,-0.006285668,0.090558946,40150000,0.013824783,0.9954326911829412,0.035567712,401500,-1.2343397,803,7.030893869951851,77.44,0.17385803
7835,5404.217922925949,-0.0051816464,0.09284999,40200000,0.01523751,0.9953263099305332,0.036241118,402000,-1.2421663,804,9.291031951813384,93.91,0.18820803
8359,5411.053287267685,-0.006209278,0.093656614,40250000,0.013384554,0.9965053896885365,0.02632846,402500,-1.2442393,805,8.220969866636006,87.25,0.16969799
8018,5417.505858182907,-0.0077953674,0.09877585,40300000,0.014630512,0.9965335722081363,0.028798915,403000,-1.2489942,806,7.080686577594606,71.82,0.18501607
8153,5424.273328542709,-0.0076004686,0.09178575,40350000,0.013696879,0.9942332105711102,0.043794885,403500,-1.2523923,807,9.202520134774531,93.32,0.17246398
7920,5430.9944479465485,-0.007827444,0.09265717,40400000,0.01455494,0.9937898819334805,0.049356245,404000,-1.2632338,808,7.201765829619762,76.16,0.18539202
8133,5437.973330974579,-0.0067621125,0.09721322,40450000,0.013320757,0.9956994424574077,0.036036443,404500,-1.2653316,809,9.262270947109064,89.97,0.17276596
7881,5444.602493524551,-0.0063081454,0.098489374,40500000,0.014374289,0.9957157839089632,0.035688687,405000,-1.2573497,810,8.63946303355915,89.34,0.17857799
8249,5451.399588108063,-0.0071998457,0.094278544,40550000,0.013515712,0.9956009462475777,0.034727897,405500,-1.2582908,811,7.618271078494726,87.72,0.17236397
8188,5457.856871843338,-0.006533188,0.09762786,40600000,0.013713667,0.9968107384629548,0.025730446,406000,-1.2616663,812,9.001940793686808,83.96,0.17640004
7927,5464.482156991959,-0.0071413056,0.09809967,40650000,0.013012351,0.9974461947567761,0.02009621,406500,-1.2733433,813,8.843506252417574,91.06,0.17296402
7992,5471.235728740692,-0.005164615,0.09502501,40700000,0.014791038,0.9944809903390706,0.044534206,407000,-1.2779964,814,7.759167168507993,78.59,0.18174
8206,5478.031087875366,-0.0059233285,0.09810758,40750000,0.012860558,0.994783652946353,0.042995714,407500,-1.2720549,815,9.682695813440551,93.09,0.16703199
8044,5484.689975976944,-0.006034189,0.09792239,40800000,0.0144297,0.9938887883909047,0.052171804,408000,-1.2699639,816,7.714816024134489,76.16,0.18262598
8277,5491.467051267624,-0.004645453,0.09573751,40850000,0.014821651,0.9954697829671204,0.03538069,408500,-1.2765471,817,7.941756880610629,81.45,0.18472403
8353,5497.777045249939,-0.008436745,0.10231914,40900000,0.013870002,0.9956979542039335,0.035725467,409000,-1.2757488,818,8.143580453480972,82.94,0.17297404
7872,5504.385466814041,-0.0066215117,0.09647043,40950000,0.014043045,0.9968662043102086,0.024411302,409500,-1.2800795,819,7.1604853221306985,79.02,0.180062
7994,5511.178446531296,-0.008103284,0.09660162,41000000,0.01335522,0.9964460073970258,0.027516434,410000,-1.2902014,820,7.464190438099467,75.19,0.174798
8012,5518.006950139999,-0.0067496747,0.09715899,41050000,0.015412117,0.9937482103705406,0.05342323,410500,-1.2973907,821,7.7705655606465,84.32,0.19342798
7855,5524.656759023666,-0.0067750337,0.096337155,41100000,0.015745949,0.9952236618846655,0.03913366,411000,-1.3111073,822,8.010313122510706,80.13,0.19455005
8201,5531.39529633522,-0.0060197287,0.09553161,41150000,0.0146745825,0.9971940636169165,0.022053218,411500,-1.3259014,823,9.665897979767397,88.59,0.18745199
7840,5538.054448127747,-0.0063023777,0.09948988,41200000,0.014496735,0.9958410090766847,0.035125818,412000,-1.330988,824,8.800499244646016,83.14,0.18555197
7871,5544.953994512558,-0.0066669313,0.09581872,41250000,0.014992783,0.995630465913564,0.034150444,412500,-1.3422546,825,7.4987917535325685,77.54,0.18457201
7842,5551.545838832855,-0.006145442,0.098649405,41300000,0.014472582,0.9949315907433629,0.04174848,413000,-1.3495986,826,7.603138046569074,78.51,0.182564
7933,5558.307713508606,-0.0054473435,0.09677057,41350000,0.014802981,0.9940714580006897,0.048300028,413500,-1.3460236,827,8.812020133490696,93.6,0.18702999
8015,5565.238890647888,-0.008261803,0.095395036,41400000,0.012917765,0.9976417594589293,0.01781484,414000,-1.3434453,828,7.439446796102239,77.02,0.169484
7932,5571.998860359192,-0.006017578,0.095578924,41450000,0.014046517,0.9969066854100674,0.023390824,414500,-1.3448101,829,8.018042334663587,81.72,0.181856
7844,5578.827140569687,-0.006557253,0.09636324,41500000,0.0143070845,0.9969154300633818,0.02373062,415000,-1.353636,830,8.161895706579235,81.99,0.1836
7888,5585.649168014526,-0.006370979,0.095735535,41550000,0.014598901,0.9959821365773678,0.031597238,415500,-1.3716516,831,9.19300649040575,93.4,0.18488
8058,5592.557144403458,-0.0055811955,0.099632606,41600000,0.014070657,0.9963415556121618,0.029635742,416000,-1.3837796,832,8.893646731979388,88.48,0.18222201
7855,5599.113012313843,-0.005395543,0.09736362,41650000,0.0144676985,0.9961819685995579,0.02955368,416500,-1.393423,833,8.383799868621427,85.34,0.18353999
8158,5605.913409948349,-0.0068308525,0.09806213,41700000,0.013257652,0.9973530024290085,0.02028742,417000,-1.4002336,834,7.931554116859916,85.41,0.173914
8311,5612.560969591141,-0.008015179,0.097846165,41750000,0.01283187,0.9982370287179947,0.013430934,417500,-1.4089749,835,8.93367660135249,88.47,0.17075594
7949,5619.1455953121185,-0.007485592,0.09332687,41800000,0.015384678,0.9946277923882008,0.04318273,418000,-1.4154806,836,8.445766528627065,88.15,0.19006401
8007,5626.0354018211365,-0.006985077,0.09545751,41850000,0.01645565,0.9944363427348435,0.045026544,418500,-1.423443,837,8.611912218936341,83.05,0.20481998
8051,5632.814362049103,-0.0054324064,0.098056786,41900000,0.015037041,0.9959242404438555,0.033018388,419000,-1.4191948,838,9.341182568610602,91.35,0.19240402
8052,5639.4113738536835,-0.006983553,0.097386755,41950000,0.013903428,0.9964626110158861,0.028447563,419500,-1.420874,839,7.985455980825281,78.52,0.17934002
7943,5646.08608341217,-0.0060473885,0.09905134,42000000,0.012774296,0.9968121421989053,0.025579827,420000,-1.4267578,840,9.218219511564167,92.18,0.16797598
8133,5652.830034255981,-0.007532975,0.095530905,42050000,0.014177911,0.9954796521924436,0.03540412,420500,-1.4358597,841,8.123291606698913,80.83,0.17843403
8249,5659.500568628311,-0.005533663,0.09840775,42100000,0.013976332,0.9971250747330487,0.022719052,421000,-1.4524765,842,7.545608972372429,77.4,0.18069601
7894,5666.147592544556,-0.0062377704,0.09516755,42150000,0.015371834,0.9950677463784814,0.039835457,421500,-1.4654676,843,8.63411820620211,87.99,0.18828201
8239,5672.806858301163,-0.0057296874,0.096404724,42200000,0.014272097,0.9960256638005376,0.031853504,422000,-1.4794075,844,8.08018672311955,79.71,0.18320198
7868,5679.308669567108,-0.006766077,0.0960139,42250000,0.015540535,0.9950164640322328,0.039883807,422500,-1.4833107,845,7.267618873803876,80.56,0.19676201
7975,5686.052513360977,-0.0035819954,0.09744608,42300000,0.015570901,0.9954350045882165,0.036751017,423000,-1.4768958,846,8.57556929684717,87.5,0.19557197
7742,5692.932944774628,-0.007944414,0.09947025,42350000,0.014223295,0.9954506224021316,0.03723859,423500,-1.4767766,847,8.585343319970853,83.57,0.181178
8030,5699.909893274307,-0.0058589145,0.09724438,42400000,0.014353548,0.9954773965291679,0.03711209,424000,-1.4769675,848,8.68669826374149,84.06,0.18114403
7811,5706.746600627899,-0.007827033,0.09745533,42450000,0.014487722,0.9979085454251617,0.016004223,424500,-1.4900599,849,7.825125239494646,81.89,0.186116
8408,5713.736622095108,-0.0061036386,0.09505007,42500000,0.015739867,0.994401637930423,0.042972665,425000,-1.4973781,850,9.714383206058956,99.68,0.19159399
8439,5719.926602363586,-0.0062002605,0.09785023,42550000,0.015433092,0.997081012930721,0.023335928,425500,-1.4956996,851,7.491007992292871,78.96,0.19159001
7795,5726.4504544734955,-0.004891905,0.096322685,42600000,0.017256672,0.9919862458482385,0.06559778,426000,-1.4949889,852,8.13875667584376,90.15,0.202512
8092,5733.440722942352,-0.0059827548,0.09942444,42650000,0.015128509,0.9951414060778916,0.041051745,426500,-1.4955528,853,7.930686311206082,82.81,0.18698601
7821,5740.058689117432,-0.0057809944,0.09676011,42700000,0.014612686,0.9968009935691953,0.024987442,427000,-1.4955035,854,8.819481512029306,86.75,0.18466403
8154,5746.715657711029,-0.0050252657,0.0956722,42750000,0.016892664,0.9967763889580965,0.024566215,427500,-1.4928594,855,8.070156429800699,82.55,0.21162798
7844,5753.229446649551,-0.0051082913,0.09863295,42800000,0.01609411,0.995028714183718,0.039714538,428000,-1.5050333,856,7.7994727718622014,78.87,0.18822798
8005,5759.847625017166,-0.0069135143,0.09801493,42850000,0.014583618,0.9965362295042723,0.028832197,428500,-1.5164586,857,9.099566492142038,86.06,0.18613401
7935,5766.668265342712,-0.0060238517,0.095428556,42900000,0.0150873875,0.9951104181818664,0.037114397,429000,-1.5085396,858,6.745329372078122,76.84,0.19528203
7976,5773.44978928566,-0.0047558686,0.09565044,42950000,0.017052753,0.9945775191299617,0.043993503,429500,-1.4905678,859,8.895693622839536,90.36,0.20571999
7814,5780.30234003067,-0.006048632,0.09339639,43000000,0.01833071,0.9942994946613908,0.04465085,430000,-1.4785002,860,9.060696245080981,92.94,0.21427397
7891,5787.2592034339905,-0.008901544,0.09768527,43050000,0.0143783055,0.9954604119993746,0.036458775,430500,-1.469848,861,8.24006534666878,85.44,0.18265398
8097,5794.047416448593,-0.007431895,0.09511297,43100000,0.013589128,0.9978250323329121,0.016675772,431000,-1.4705551,862,8.531247096097358,90.75,0.17483196
8241,5800.726269721985,-0.008071742,0.09563742,43150000,0.013759177,0.9974610798526555,0.01978732,431500,-1.4761108,863,6.818242585826447,77.73,0.17947401
8061,5807.341364622116,-0.006718627,0.09751376,43200000,0.014855092,0.9963199621997774,0.027899222,432000,-1.4819106,864,9.997894516618144,97.43,0.19109596
8151,5814.034293889999,-0.0066126375,0.09890173,43250000,0.013788508,0.9952361918985844,0.038544726,432500,-1.4893423,865,8.769630650819963,86.66,0.17624801
8022,5820.791385412216,-0.0059192656,0.097799815,43300000,0.015130476,0.9948810399509966,0.04103241,433000,-1.5100784,866,10.59004642868771,96.95,0.18940802
8144,5827.268505811691,-0.0072225886,0.101284504,43350000,0.015472918,0.9969820794649422,0.024114124,433500,-1.5174191,867,7.788633541462186,76.21,0.19138795
7802,5833.964557170868,-0.0049118455,0.09356026,43400000,0.016488748,0.9917334606871009,0.06561446,434000,-1.5165639,868,6.904946930280457,82.24,0.20071405
7964,5840.8988218307495,-0.0067429515,0.09477644,43450000,0.014679391,0.9966979897581041,0.025231922,434500,-1.511084,869,7.223082305592252,78.19,0.18681198
8347,5847.70631313324,-0.0069041746,0.09943588,43500000,0.0140655665,0.9963943639304489,0.02920654,435000,-1.5112214,870,7.913988332482149,81.05,0.17947604
7861,5854.246052503586,-0.003964996,0.09833039,43550000,0.014406052,0.9929193761199713,0.058428917,435500,-1.5168935,871,9.504826748876804,91.69,0.18152198
8148,5861.209369182587,-0.0074107135,0.09949149,43600000,0.014218468,0.9967712385114282,0.025615172,436000,-1.5289356,872,8.97810377174119,87.89,0.18594004
7969,5867.975601434708,-0.0063837157,0.09452579,43650000,0.015179071,0.9959797728806734,0.031828742,436500,-1.5360335,873,7.314762534985348,77.87,0.19262798
7861,5874.663473844528,-0.0062062293,0.09737267,43700000,0.015360128,0.9964445305522531,0.028390244,437000,-1.539791,874,8.252130181460307,78.82,0.19363399
7897,5881.500895500183,-0.0065507363,0.098053515,43750000,0.0148097025,0.9942852007225156,0.047028966,437500,-1.5371232,875,9.469682731068497,93.64,0.186424
8056,5888.2741022109985,-0.0071215453,0.09606972,43800000,0.014980763,0.9961999449878931,0.030274732,438000,-1.5306424,876,9.072077716376516,90.36,0.19187802
7669,5894.842160224915,-0.005449606,0.09713031,43850000,0.015999824,0.9959712140262127,0.031155901,438500,-1.5370915,877,9.530337254412297,94.38,0.20150197
7928,5901.804738998413,-0.006607815,0.0951433,43900000,0.015646644,0.9940737341530621,0.04744237,439000,-1.5387759,878,7.820130660422474,85.52,0.19703594
8055,5908.624438762665,-0.0044096783,0.09701481,43950000,0.01801014,0.9914518631994724,0.06862547,439500,-1.535552,879,9.055212232910417,92.33,0.21709798
7884,5915.409467935562,-0.0053778975,0.096576765,44000000,0.016446762,0.9938005763106048,0.050113495,440000,-1.5384896,880,8.323573666331795,81.68,0.20410801
7988,5922.302885293961,-0.006056026,0.09990213,44050000,0.015869835,0.9967276204843074,0.0269008,440500,-1.5407535,881,8.632046746013948,83.73,0.20035596
8075,5929.087596654892,-0.0060055815,0.095596306,44100000,0.014612682,0.9944026647135615,0.045624614,441000,-1.5497211,882,9.936118843336953,90.75,0.18358798
8320,5935.648004770279,-0.006940904,0.09722545,44150000,0.015651684,0.9966529067605734,0.026157942,441500,-1.5505354,883,8.23998844134614,84.95,0.197802
8492,5942.116022348404,-0.0067336713,0.097789064,44200000,0.015068826,0.9947761474177241,0.042005934,442000,-1.5523726,884,9.949032000826847,96.44,0.19234796
7993,5948.572680711746,-0.003973643,0.09437714,44250000,0.017086064,0.9896983662620187,0.08181685,442500,-1.5574521,885,8.751719182077432,85.82,0.205342
7939,5955.314904689789,-0.005258622,0.09750636,44300000,0.01699773,0.9959097225219011,0.03157504,443000,-1.5647147,886,9.670810685338438,90.35,0.21343401
7755,5962.090234041214,-0.005574899,0.09667608,44350000,0.015635196,0.9964898822363466,0.027810352,443500,-1.5622348,887,8.714226268528837,85.85,0.19913796
8067,5968.8982145786285,-0.0060397307,0.09924311,44400000,0.01564132,0.9968019921798259,0.026211431,444000,-1.5645603,888,7.770444780333419,76.91,0.19595402
8064,5975.543126344681,-0.0071969274,0.09439458,44450000,0.015556251,0.9959194376133382,0.032972638,444500,-1.5719306,889,8.426263560023871,85.69,0.197396
7815,5982.2368314266205,-0.005427897,0.09685098,44500000,0.01652039,0.9952950570732355,0.03924047,445000,-1.5704762,890,8.087624275714479,80.85,0.19674398
8043,5988.937236070633,-0.0077678575,0.09088544,44550000,0.0151707055,0.9953974010422826,0.033949565,445500,-1.5702482,891,7.275949757669514,78.37,0.19409999
8191,5995.614938259125,-0.0067802705,0.09948275,44600000,0.014329667,0.9966712919995189,0.025897035,446000,-1.5722312,892,8.399505069226944,83.36,0.18255198
8028,6002.179041862488,-0.006141144,0.095777296,44650000,0.014946561,0.9953218437731266,0.03859827,446500,-1.5738053,893,9.095738928711071,84.93,0.190836
8146,6008.9003121852875,-0.005539453,0.09561667,44700000,0.015117927,0.996188109042123,0.029682783,447000,-1.5732248,894,8.2184057745053,86.8,0.19394603
7862,6015.630997657776,-0.006588298,0.09708293,44750000,0.014789473,0.9967941001523286,0.025081819,447500,-1.5795882,895,7.351122192501353,78.92,0.18497203
7934,6022.339435100555,-0.007725264,0.09653436,44800000,0.01473796,0.9967800076119602,0.025368921,448000,-1.5921129,896,8.517607458128186,83.24,0.18749805
7884,6029.137694120407,-0.0054460447,0.10095505,44850000,0.015541617,0.9958841553889215,0.034565516,448500,-1.6099472,897,8.981591506497171,83.45,0.19547202
8331,6036.078893661499,-0.006351665,0.09845788,44900000,0.016092867,0.9944532187655568,0.046667982,449000,-1.6143795,898,8.549033575647918,82.96,0.197946
8287,6042.469329357147,-0.008457797,0.097841896,44950000,0.015672974,0.9958998644724488,0.03269352,449500,-1.6046214,899,7.684979441558971,82.13,0.19673802
7919,6049.034964323044,-0.008039475,0.09482548,45000000,0.014837387,0.9968005812261254,0.024315292,450000,-1.6072661,900,7.745595620155218,82.39,0.18822403
8113,6055.905069589615,-0.0068631833,0.09593925,45050000,0.017112425,0.9956213156692684,0.03540278,450500,-1.6203526,901,9.36697259718174,92.55,0.21055196
7809,6062.621640920639,-0.0054716007,0.10010498,45100000,0.0145637905,0.996285964269191,0.03238776,451000,-1.6292228,902,9.104642501972267,85.13,0.183622
8497,6069.552629232407,-0.0054051103,0.09939399,45150000,0.015907597,0.9948452990502119,0.042267952,451500,-1.6334387,903,8.612940625351767,83.99,0.19504201
8054,6075.917324304581,-0.005581426,0.09631262,45200000,0.015385865,0.9947221246547997,0.041240793,452000,-1.6355897,904,7.886139319848008,78.6,0.19277
8040,6082.60027551651,-0.0061369375,0.095555216,45250000,0.016052505,0.9935480984859169,0.05347887,452500,-1.6303647,905,8.369993810108863,86.66,0.20320398
8005,6089.448318004608,-0.008207438,0.095983975,45300000,0.0145360995,0.997253182111308,0.020954933,453000,-1.6299058,906,9.03992948352483,89.66,0.18879801
7902,6096.2862412929535,-0.0065956144,0.09816185,45350000,0.015589549,0.9967224630527198,0.026152153,453500,-1.6306416,907,8.567983060729603,87.52,0.19703601
8422,6103.211396455765,-0.0063906466,0.09636546,45400000,0.015651364,0.9953407547436655,0.03669783,454000,-1.6274719,908,8.068642832580371,83.36,0.19372001
8145,6109.619578123093,-0.0075995857,0.095998205,45450000,0.016015828,0.9948002123273909,0.041750897,454500,-1.6293732,909,8.980971814247205,96.06,0.19635999
7885,6116.296101570129,-0.0070089996,0.096764006,45500000,0.012709791,0.99803248164244,0.015045741,455000,-1.635439,910,7.891899523757238,78.56,0.16439402
8035,6123.266699552536,-0.0063076,0.09579257,45550000,0.016670717,0.9949820665642619,0.0417938,455500,-1.6413407,911,9.510341727123304,88.02,0.20668001
8104,6130.059366941452,-0.0075443196,0.094998546,45600000,0.013968533,0.9977438261266798,0.01746922,456000,-1.6399357,912,8.217376653244937,84.71,0.18092203
7840,6136.71909236908,-0.0033705465,0.098346435,45650000,0.016887706,0.996334207477048,0.029441541,456500,-1.6423329,913,9.220554997072977,83.75,0.206504
8073,6143.531117677689,-0.005021466,0.09659952,45700000,0.019119209,0.9949832130223513,0.039760314,457000,-1.6450167,914,8.740746425085963,84.5,0.213502
7815,6150.26188993454,-0.0066975337,0.09566497,45750000,0.015191882,0.9957322459667921,0.034914784,457500,-1.6528502,915,8.68175681026769,91.3,0.19007403
7878,6157.226788043976,-0.005184917,0.09562751,45800000,0.016865186,0.9951683725230396,0.038056783,458000,-1.6530107,916,9.09319755196433,91.59,0.20737398
8096,6163.9930193424225,-0.0067107617,0.092112735,45850000,0.01674812,0.9948563859798014,0.044149924,458500,-1.6422817,917,9.20597224958059,85.17,0.20654002
8262,6170.563838481903,-0.0064976364,0.09294747,45900000,0.014631856,0.997220853343606,0.021181064,459000,-1.6390003,918,8.17434241814306,86.85,0.18174599
8158,6177.225549221039,-0.008332196,0.09650712,45950000,0.01593461,0.9959184029139578,0.03199926,459500,-1.6402009,919,8.172382896866184,84.8,0.195438
8001,6183.958955287933,-0.0070589944,0.0963757,46000000,0.015298134,0.9949754122644663,0.040103383,460000,-1.6554778,920,8.63354171443687,86.29,0.19544
8039,6190.541043519974,-0.0053951363,0.09432378,46050000,0.016853334,0.9944765754044056,0.043121,460500,-1.6576598,921,8.010785464021174,85.29,0.20575994
7845,6197.224563360214,-0.005056491,0.09651522,46100000,0.016051168,0.9952584928832948,0.037013102,461000,-1.6480647,922,8.270815547626917,86.81,0.20263405
7666,6204.010817050934,-0.005131473,0.095829055,46150000,0.016806396,0.9921253621578217,0.06483298,461500,-1.6482166,923,9.29470040019136,89.98,0.21079999
8286,6211.038541555405,-0.0056210207,0.09796087,46200000,0.017534886,0.9962672849651426,0.030201701,462000,-1.6561978,924,8.940098016131014,90.22,0.21503201
7992,6217.653411865234,-0.0062273513,0.09242415,46250000,0.018406432,0.9934810474514961,0.051223367,462500,-1.6526968,925,7.232861137302752,80.58,0.21310003
7970,6224.498956680298,-0.005821188,0.09544638,46300000,0.015381837,0.9961737121921033,0.030651048,463000,-1.649656,926,7.946637188390451,84.96,0.19163603
7820,6231.378672122955,-0.006871609,0.095788956,46350000,0.0170545,0.9932818808592856,0.0533854,463500,-1.6466973,927,8.993716094121119,89.7,0.20381802
8232,6238.4214816093445,-0.0061589926,0.09785159,46400000,0.016848652,0.9952715123072267,0.039003026,464000,-1.6517329,928,9.531610787953468,84.12,0.20749399
7868,6245.03399848938,-0.007585745,0.09565251,46450000,0.015116078,0.9959463644772768,0.031028355,464500,-1.6566654,929,7.440958026575244,80.08,0.18957606
8093,6251.798151254654,-0.0059034997,0.09507996,46500000,0.016474696,0.9961544410325587,0.029998982,465000,-1.6596564,930,8.881849669941294,86.81,0.20440999
7985,6258.571666002274,-0.008269279,0.09547706,46550000,0.016460331,0.9958763495087624,0.03268067,465500,-1.6622777,931,7.078927822329424,80.65,0.2057301
8115,6265.158593177795,-0.0048846886,0.0985429,46600000,0.016626807,0.9964803485199809,0.028018238,466000,-1.667707,932,7.914320860098524,80.05,0.20023401
7898,6271.828172683716,-0.003944445,0.09828492,46650000,0.022540834,0.9920634469017386,0.06744939,466500,-1.6685508,933,8.053061817825583,85.51,0.24404599
7703,6278.579094648361,-0.004647021,0.09417175,46700000,0.017731857,0.9913930194452405,0.06936124,467000,-1.6659633,934,9.897653431119798,89.2,0.21411003
7937,6285.542457342148,-0.006618957,0.09490639,46750000,0.018560285,0.9923586440272629,0.05996219,467500,-1.6537927,935,8.474354560339124,84.63,0.21782997
7827,6292.198524236679,-0.0058367387,0.09525723,46800000,0.01536913,0.9945236397907138,0.042736787,468000,-1.6575698,936,8.673485097772355,87.53,0.19582796
8018,6299.236490249634,-0.006355139,0.097700335,46850000,0.015384946,0.9958759881556034,0.032556064,468500,-1.6622914,937,8.560346370162733,88.34,0.19352797
8151,6305.97949385643,-0.0065840273,0.09487859,46900000,0.014060843,0.9978499829303473,0.015993785,469000,-1.6643801,938,8.044084392755867,83.89,0.18332197
7845,6312.584408998489,-0.004529305,0.09609115,46950000,0.01865958,0.9948159228079021,0.041631475,469500,-1.6685765,939,7.236652539927018,77.41,0.21938601
7828,6319.57065486908,-0.006547424,0.09527029,47000000,0.01687916,0.9951856550760567,0.03834867,470000,-1.6767778,940,7.320580980815212,76.16,0.20511599
7844,6326.540446519852,-0.0066324915,0.09503058,47050000,0.017875222,0.9925658195279539,0.059405927,470500,-1.6675867,941,8.055861427883793,86.17,0.21441597
8374,6333.541163682938,-0.005467197,0.09913307,47100000,0.015937252,0.9938694778829813,0.049315024,471000,-1.6510177,942,8.395967636450441,84.93,0.197702
7786,6339.830227136612,-0.0067483503,0.09506872,47150000,0.01516196,0.9939118726179004,0.047321964,471500,-1.6440469,943,9.031294644458685,90.88,0.19150597
7916,6346.798263788223,-0.006181863,0.096986085,47200000,0.014870416,0.9963688440620899,0.02948578,472000,-1.638348,944,8.396826174650487,84.5,0.18720798
7881,6353.648617506027,-0.0057852305,0.09873121,47250000,0.017163426,0.9943762798793614,0.04634441,472500,-1.6543916,945,9.012044828470826,89.24,0.20767805
7917,6360.56227850914,-0.006692995,0.09325301,47300000,0.018322913,0.9939761622808874,0.04771407,473000,-1.6662346,946,8.319025740098441,83.85,0.220112
8120,6367.384353876114,-0.0073478185,0.09890783,47350000,0.015265519,0.996675995644182,0.026840251,473500,-1.6700401,947,8.184725499034176,84.47,0.19677807
8305,6374.092622518539,-0.008579636,0.09754547,47400000,0.014786584,0.997081344248727,0.023098245,474000,-1.6853179,948,8.098009842134633,79.4,0.19277197
8108,6380.59698009491,-0.0067505524,0.09846171,47450000,0.015869875,0.9974785721860826,0.020127775,474500,-1.7014661,949,8.748796781465863,89.49,0.20246398
7824,6387.217961072922,-0.006179444,0.09460594,47500000,0.016938714,0.9934727987274528,0.05155673,475000,-1.7081546,950,8.082635320745394,89.11,0.21189003
7951,6394.027047157288,-0.007016419,0.09772477,47550000,0.015073568,0.9972648040857166,0.020842647,475500,-1.7072903,951,7.559868500809971,78.83,0.19440195
7904,6400.806609630585,-0.005947684,0.09867896,47600000,0.015744727,0.9933707574382424,0.05578911,476000,-1.7036443,952,9.727114821580908,95.85,0.198386
8200,6407.632152557373,-0.006399001,0.09570046,47650000,0.014833084,0.9939608187414706,0.04872084,476500,-1.7010857,953,7.951118165607913,81.86,0.18659599
7988,6414.162568092346,-0.004819992,0.098754935,47700000,0.020784114,0.994048566557467,0.048742827,477000,-1.7041665,954,7.783194742429405,84.74,0.24234003
7855,6421.099172830582,-0.0066424757,0.0969121,47750000,0.016789876,0.9953201618045568,0.037543103,477500,-1.7158374,955,7.794963651834114,76.31,0.20822397
7797,6428.009476661682,-0.004788972,0.09792111,47800000,0.014797165,0.9950104020535946,0.042463053,478000,-1.7237314,956,7.013125873610661,72.36,0.184564
8326,6434.947576999664,-0.0047066407,0.10049637,47850000,0.017505772,0.9950877679511905,0.04056358,478500,-1.7236457,957,7.740863772634111,81.53,0.21232197
8268,6441.1907505989075,-0.005801128,0.09433123,47900000,0.015422855,0.9941549757495522,0.04671992,479000,-1.7319438,958,7.734370133263583,86.84,0.19322601
8098,6447.791760921478,-0.005003807,0.09780563,47950000,0.017401967,0.9946912499144673,0.04128014,479500,-1.7363563,959,9.029941567973147,92.66,0.21965998
7964,6454.448593854904,-0.004441792,0.095876224,48000000,0.016445117,0.9958513076417148,0.033767045,480000,-1.7294611,960,8.253004205430408,86.73,0.20608199
8230,6461.240024089813,-0.0072749997,0.09634044,48050000,0.016714012,0.9937028796412051,0.050775856,480500,-1.7256713,961,8.372399119483344,85.84,0.20295393
8129,6467.829746961594,-0.0060928925,0.09826937,48100000,0.013834481,0.9965794717427343,0.027511265,481000,-1.7322165,962,9.378995217519842,83.0,0.17742
7919,6474.486921310425,-0.005340318,0.09967305,48150000,0.018923402,0.9951139930635691,0.039948147,481500,-1.7388774,963,7.879989123915002,74.82,0.22732006
8142,6481.286039829254,-0.0047769705,0.095755205,48200000,0.0181664,0.994133111089468,0.048870932,482000,-1.7399746,964,9.345417808027705,85.42,0.21443206
8017,6487.833510398865,-0.0071161482,0.09778358,48250000,0.015133981,0.9965032727923244,0.026797734,482500,-1.7487377,965,7.128991567570629,71.57,0.19102998
7879,6494.595520496368,-0.0030958075,0.0975053,48300000,0.016521221,0.9938888987526298,0.049870063,483000,-1.7563674,966,9.4022930408128,91.85,0.20778199
8026,6501.437653303146,-0.007865852,0.09671126,48350000,0.016132079,0.9958907831460238,0.03286836,483500,-1.7530376,967,8.451868698875332,81.35,0.20253201
7677,6508.212135791779,-0.005886601,0.09605666,48400000,0.016822042,0.9950451143085957,0.039481774,484000,-1.75265,968,8.71652077018749,87.02,0.21096005
8266,6515.21159529686,-0.0069012665,0.09535108,48450000,0.015953561,0.9959779814817011,0.031909436,484500,-1.7507366,969,7.6766324609308505,80.19,0.20417202
8013,6521.895128250122,-0.005414096,0.09536973,48500000,0.017570116,0.9931303169578314,0.051770687,485000,-1.7510631,970,8.411850034417075,83.35,0.213568
7742,6528.783285140991,-0.006480721,0.09764856,48550000,0.015314105,0.9960300046950579,0.031851374,485500,-1.7438607,971,8.598314554407988,81.22,0.19141805
8108,6535.768195390701,-0.007334184,0.09758494,48600000,0.014785665,0.9970140454825014,0.02316201,486000,-1.7402179,972,8.208243448470894,80.49,0.190718
7882,6542.523928403854,-0.0069526043,0.09797757,48650000,0.014998343,0.9957436267286539,0.03326007,486500,-1.745049,973,8.270171517988437,81.19,0.18948598
8207,6549.463551521301,-0.0048178607,0.09740652,48700000,0.0159849,0.9964625667780638,0.028717764,487000,-1.7585872,974,6.24977077380594,67.74,0.195618
7992,6555.797803640366,-0.007366789,0.09631773,48750000,0.014977805,0.996520705986768,0.027251102,487500,-1.7619823,975,7.238018369219971,80.25,0.19233197
