fps,time_elapsed,policy_loss,true_reward,total_timesteps,approxkl,explained_variance,value_loss,serial_timesteps,policy_entropy,n_updates,ep_reward_mean,ep_len_mean,clipfrac
7873,19368.65061903,-0.004490469,0.10080953,143550000,0.03746377,0.9943282110616565,0.048628077,1435500,-4.59513,2871,8.325950456545689,79.23,0.35093004
8004,19375.417289972305,-0.0059629153,0.098045334,143600000,0.030160246,0.9957397715188563,0.037654717,1436000,-4.596818,2872,8.64179706280058,78.67,0.29436597
7869,19382.308247566223,-0.001725169,0.09997754,143650000,0.036966432,0.995341022964567,0.040727094,1436500,-4.6142106,2873,8.19203237044796,80.99,0.34291595
7987,19389.083032131195,-0.0034958036,0.10027639,143700000,0.03552024,0.9964398497249931,0.030190032,1437000,-4.62543,2874,7.779498585415459,78.64,0.3308119
7939,19395.798311710358,-0.0024221102,0.09936598,143750000,0.058053568,0.9950571712106466,0.042960748,1437500,-4.627815,2875,8.7619905453522,90.43,0.35619807
8316,19402.63819551468,-0.0030191815,0.09674465,143800000,0.029474575,0.9974736073054373,0.020418705,1438000,-4.628,2876,7.001394729402964,75.69,0.31674996
7892,19409.008873701096,-0.0055889385,0.099535555,143850000,0.023066334,0.9987507904879749,0.010182727,1438500,-4.6277866,2877,7.824935838650272,83.85,0.26396596
7769,19415.913687705994,-0.0015203358,0.102010846,143900000,0.030192744,0.9978962386958301,0.017895417,1439000,-4.6278005,2878,8.610005443702576,81.49,0.3182
7870,19422.575251579285,-0.0016852092,0.097660534,143950000,0.039368063,0.9958407902158797,0.035131425,1439500,-4.6272564,2879,8.154221209835814,81.74,0.33377004
7949,19429.556726694107,-0.0013949162,0.100702636,144000000,0.04208495,0.993224152829498,0.06093586,1440000,-4.619196,2880,8.327987655106773,81.14,0.35551995
8023,19436.310236930847,-0.0037135512,0.09990704,144050000,0.0384007,0.994301613420248,0.049052,1440500,-4.5938816,2881,7.819568828846168,77.58,0.3495919
7517,19442.79355788231,-0.0038760882,0.09874216,144100000,0.032098476,0.9963083718903363,0.03141132,1441000,-4.5791893,2882,7.584271083292042,75.37,0.32573003
7945,19449.99847817421,-0.0027666935,0.0978069,144150000,0.03244701,0.9981025758897886,0.014682911,1441500,-4.580661,2883,8.587587859838386,84.76,0.32088792
7767,19456.771517515182,-0.005099692,0.10436709,144200000,0.03788552,0.9961089962162077,0.03358518,1442000,-4.578554,2884,8.723718734098183,80.79,0.34335002
7857,19463.64924478531,-0.0047485763,0.1005964,144250000,0.029422728,0.9981483443407342,0.015249746,1442500,-4.576608,2885,7.355796422998282,74.98,0.30943796
7980,19470.52876639366,-0.0048553287,0.1021104,144300000,0.031628706,0.9967428890522569,0.027411876,1443000,-4.574403,2886,8.968643162928055,87.45,0.31753007
8016,19477.368211746216,-0.003987547,0.10332109,144350000,0.029925786,0.9973560881335288,0.021778645,1443500,-4.5701704,2887,8.729562750981714,80.53,0.31917208
8203,19484.147235393524,-0.0060513387,0.09999014,144400000,0.024905441,0.9983371148118749,0.013032065,1444000,-4.56384,2888,8.316846908710577,84.78,0.28627
8231,19490.55068731308,-0.0035028514,0.1003072,144450000,0.02919473,0.997674047248438,0.018903134,1444500,-4.5514603,2889,9.047499360626535,87.44,0.31503192
8161,19497.047436714172,-0.0047104512,0.10150363,144500000,0.031235414,0.998057420249097,0.015769983,1445000,-4.5506163,2890,7.939809774503447,72.83,0.331366
7926,19503.557892799377,-0.0030169315,0.105613,144550000,0.035267167,0.9960731137543917,0.034176495,1445500,-4.5513377,2891,8.425541562980651,74.95,0.33804202
7973,19510.355566740036,-0.001408471,0.097636074,144600000,0.03864365,0.9968542654532939,0.026308764,1446000,-4.561093,2892,7.815021088150534,77.58,0.320808
7880,19517.109240055084,-0.0033835038,0.10434362,144650000,0.02754685,0.997623787028715,0.02019959,1446500,-4.571755,2893,8.15723433572981,85.48,0.30642194
8014,19523.975124835968,-0.0001234979,0.098714665,144700000,0.042737752,0.9923304417170584,0.064906366,1447000,-4.568057,2894,8.80957508491825,85.75,0.38070607
8195,19530.6130092144,-0.0062792017,0.10232603,144750000,0.023676189,0.9988989332923666,0.008010938,1447500,-4.563463,2895,8.719967627408332,81.29,0.27979806
7741,19537.389672517776,-0.0045319702,0.1003836,144800000,0.030621683,0.9968350871931762,0.025334563,1448000,-4.5595994,2896,8.644317481375547,81.16,0.31922796
7828,19544.312956809998,-0.0016597252,0.101334825,144850000,0.037591957,0.9965560983400792,0.028700361,1448500,-4.5499573,2897,7.305791998567729,73.13,0.322404
7976,19551.00331044197,-0.003274953,0.10365225,144900000,0.033812966,0.9959560986608267,0.034558516,1449000,-4.5372453,2898,8.41946088869965,80.38,0.33394402
7867,19557.80766439438,-0.0045730933,0.09979705,144950000,0.03699393,0.9965065740980208,0.030064564,1449500,-4.53337,2899,7.772477316765762,74.98,0.354984
8246,19564.73317170143,-0.0033638242,0.1032932,145000000,0.028570674,0.9980831152061,0.01575046,1450000,-4.537739,2900,7.643201731425943,80.02,0.302792
7827,19571.440569877625,-0.0032934737,0.0979042,145050000,0.02932385,0.9970530171412975,0.023842933,1450500,-4.542944,2901,6.946832692170792,73.69,0.306604
7784,19578.25436925888,-0.0025057716,0.10538159,145100000,0.028516635,0.9975468178745359,0.020655384,1451000,-4.535426,2902,9.256947831851011,84.2,0.30395803
8163,19585.21614432335,-0.0059413295,0.0986741,145150000,0.027212575,0.997548557119444,0.019904653,1451500,-4.5207806,2903,6.391534662032209,69.92,0.29457602
7934,19591.924747228622,-0.004814957,0.10600515,145200000,0.031105418,0.9975784469861537,0.021094449,1452000,-4.524674,2904,7.381731874162506,70.22,0.322328
7780,19598.76997900009,-0.0028087134,0.10334722,145250000,0.03493835,0.9975622473284602,0.019953256,1452500,-4.531435,2905,7.39276184691742,75.34,0.34452805
8228,19605.65759754181,-0.0039903466,0.102929674,145300000,0.03024512,0.9979858964215964,0.016722085,1453000,-4.538546,2906,6.8542600198404395,68.99,0.31671607
7899,19612.295337677002,-0.003527208,0.10212301,145350000,0.030169213,0.9964203042909503,0.029767778,1453500,-4.5350327,2907,6.859202466191636,71.86,0.303498
7713,19619.240552663803,-0.0041751424,0.101200685,145400000,0.03185226,0.9970980647485703,0.024529137,1454000,-4.5369015,2908,9.001315527402912,81.92,0.322194
8068,19626.15131664276,0.0017560043,0.104368135,145450000,0.042527806,0.9971184383612126,0.024395242,1454500,-4.5413857,2909,8.568549129257153,79.51,0.35042202
8395,19632.668362617493,-0.0036685048,0.100761056,145500000,0.034482423,0.9968061116524041,0.025794052,1455000,-4.5402093,2910,8.596309583588736,90.59,0.33983403
8234,19639.19606423378,-0.0056837387,0.101615086,145550000,0.0283274,0.9980139671824872,0.015576577,1455500,-4.5444965,2911,7.229480105786533,73.77,0.30580598
7984,19645.683823108673,-0.0010413439,0.10205945,145600000,0.037460063,0.9955292912200093,0.03655664,1456000,-4.556154,2912,9.113102174278756,86.39,0.34552604
7715,19652.546704769135,-0.0013570243,0.10167584,145650000,0.043713827,0.9944780003279448,0.046304878,1456500,-4.5562887,2913,7.284919535693625,72.52,0.36202204
8039,19659.603161096573,-0.0035794147,0.102159336,145700000,0.031988572,0.9971574365627021,0.02371388,1457000,-4.5484996,2914,8.429207100786298,80.5,0.325336
8301,19666.067615032196,-0.005606805,0.1036706,145750000,0.030280102,0.9966947499196976,0.029126585,1457500,-4.5394664,2915,9.651690454638155,87.71,0.31591198
7955,19672.544370174408,-0.0032196117,0.10406102,145800000,0.031215454,0.9968488961458206,0.02709434,1458000,-4.543892,2916,7.8072135330023595,76.11,0.32001805
7890,19679.311361789703,-0.004871465,0.103108265,145850000,0.026973454,0.9980829391861334,0.015949067,1458500,-4.548384,2917,8.611746910602086,76.66,0.29748195
8173,19686.126352787018,-0.0043461965,0.10353367,145900000,0.035569485,0.9956431756727397,0.03765498,1459000,-4.5515146,2918,7.163031814658025,69.65,0.33745402
8002,19692.48505449295,-0.001931423,0.10490401,145950000,0.03597989,0.9957543197087944,0.038475983,1459500,-4.5475674,2919,8.841493117118588,80.45,0.347358
7887,19699.156388759613,-0.0036362675,0.098908186,146000000,0.029762441,0.996752496343106,0.025120653,1460000,-4.5351415,2920,7.518242234960416,77.81,0.317738
7830,19705.989287376404,-0.0013860944,0.10333198,146050000,0.033506475,0.9961554300971329,0.032739423,1460500,-4.516755,2921,8.40406720339859,80.55,0.32810402
8026,19712.733505487442,-0.0033881953,0.10161004,146100000,0.028730394,0.9976881006732583,0.019620437,1461000,-4.501497,2922,7.462975926354047,71.94,0.30709
7873,19719.487250328064,-0.0034477129,0.10253747,146150000,0.04121602,0.9956782264634967,0.03714478,1461500,-4.4884996,2923,7.922302413724829,72.28,0.36135605
8169,19726.291830778122,-0.00096928905,0.1026464,146200000,0.045406852,0.9974095243960619,0.02185375,1462000,-4.482024,2924,8.684835151162842,76.91,0.32309398
7861,19732.905617952347,-0.0026798474,0.10171043,146250000,0.027673969,0.9983269041404128,0.012648323,1462500,-4.4878817,2925,8.292714169082029,79.54,0.29941595
7957,19739.851032733917,-0.0018553884,0.09982463,146300000,0.042631254,0.9925400842912495,0.062646136,1463000,-4.484535,2926,7.9299307491858055,79.8,0.37445605
8196,19746.425674676895,-0.0015230776,0.10241771,146350000,0.043276254,0.9941284637898207,0.050911292,1463500,-4.4768867,2927,8.67953956720412,76.81,0.3713981
8059,19753.108526945114,-0.0038940192,0.101632275,146400000,0.031746227,0.9965398670174181,0.028563824,1464000,-4.4857,2928,7.16618980720632,75.67,0.32098207
8074,19759.92269539833,-0.004162798,0.102951854,146450000,0.029554982,0.9974557065870613,0.020738915,1464500,-4.4936647,2929,9.174318474505998,81.54,0.31164804
8154,19766.486162424088,-0.0050687236,0.10209072,146500000,0.029307665,0.9958149814046919,0.0359918,1465000,-4.489476,2930,8.707634558874197,85.41,0.29922
7975,19773.147765636444,-0.0046357503,0.10408025,146550000,0.026121525,0.9976264419965446,0.020406611,1465500,-4.487858,2931,8.909834676534592,81.24,0.29240006
8024,19779.850927829742,-0.0022529548,0.1036998,146600000,0.029441107,0.9971795720048249,0.023019975,1466000,-4.483653,2932,8.867366844848876,82.87,0.31295797
8077,19786.624400138855,-0.0009799049,0.103175,146650000,0.031004613,0.9972264983225614,0.022818988,1466500,-4.4720893,2933,6.726946930677077,67.2,0.31722206
7901,19793.40007996559,0.0005687693,0.103115745,146700000,0.0403297,0.9978058943524957,0.018040083,1467000,-4.4678783,2934,7.653091575169383,78.83,0.33619392
7942,19800.269969940186,-0.004243825,0.09914948,146750000,0.02939265,0.9965051535982639,0.02786501,1467500,-4.463386,2935,8.48940152375868,87.23,0.30554003
8074,19807.10222363472,-0.0055047404,0.102482356,146800000,0.024804244,0.9983077730285004,0.013953669,1468000,-4.468297,2936,7.77248383521066,79.97,0.28397796
8036,19813.789259672165,-0.0027529479,0.10131796,146850000,0.029321486,0.9967400489840657,0.026234731,1468500,-4.469407,2937,6.992098929993517,67.89,0.31371805
8205,19820.318148612976,-0.005937057,0.1003279,146900000,0.028008122,0.9973537337500602,0.021992655,1469000,-4.4641423,2938,8.21735670050355,82.15,0.29337594
7814,19826.984852313995,-0.0009692932,0.101982445,146950000,0.03375448,0.996263456530869,0.031848397,1469500,-4.459894,2939,8.00638493227627,76.66,0.32274795
8104,19834.070413827896,-0.003967167,0.101517715,147000000,0.03445409,0.9961155103519559,0.033080097,1470000,-4.4621305,2940,8.275105634696446,77.53,0.33399203
7936,19840.501321554184,-0.0019006174,0.102911785,147050000,0.034089386,0.996102977078408,0.03249924,1470500,-4.4614863,2941,6.423730008297062,65.96,0.327622
8083,19847.262828350067,-0.0036867806,0.10033608,147100000,0.036855012,0.9956700676120818,0.03648906,1471000,-4.4606605,2942,8.553654156163393,79.23,0.348918
8036,19853.87424969673,-0.002783229,0.10441378,147150000,0.034315005,0.997459223261103,0.020588456,1471500,-4.4608912,2943,7.843756147445966,74.46,0.320602
7925,19860.497598171234,-0.0056308,0.10290948,147200000,0.026869541,0.997000161325559,0.025683206,1472000,-4.451414,2944,8.52996652130998,82.11,0.293194
7842,19867.072851896286,-0.00420998,0.10448704,147250000,0.025781907,0.9976795585826039,0.019548126,1472500,-4.461671,2945,8.374799402749487,75.36,0.29225796
7932,19873.953282117844,-0.003776359,0.103072315,147300000,0.027735678,0.9983270001830533,0.013659542,1473000,-4.469429,2946,7.589683879703952,72.35,0.3005061
7919,19880.804040193558,-0.0025856725,0.09764261,147350000,0.041576672,0.9938231850974262,0.050062176,1473500,-4.4674196,2947,7.024229957223287,68.61,0.36334598
7950,19887.549530744553,-0.0048257043,0.102374144,147400000,0.026188362,0.998099188436754,0.015433023,1474000,-4.462179,2948,8.368799292864642,78.57,0.28700402
8105,19894.200864315033,-0.0053762468,0.10008877,147450000,0.025099173,0.9982712380588055,0.014169032,1474500,-4.4656577,2949,6.144985926273075,61.74,0.28538796
8230,19900.84327316284,-0.0016250915,0.10558327,147500000,0.040453367,0.9947844813577831,0.046507563,1475000,-4.4740033,2950,9.01297525968519,85.67,0.35954607
7820,19907.263511896133,-0.0045845695,0.10100677,147550000,0.035721116,0.9956817319616675,0.03569204,1475500,-4.4790077,2951,7.963126741536253,80.92,0.331248
7967,19914.133105278015,-0.0028137444,0.102418214,147600000,0.032714583,0.997536847833544,0.020748995,1476000,-4.4829497,2952,7.204385826057405,75.16,0.31248796
7898,19920.73661518097,-0.004905534,0.09876009,147650000,0.03398139,0.996210548793897,0.03080192,1476500,-4.4797544,2953,7.309058094099164,74.26,0.33007202
7882,19927.424449443817,-0.0024432782,0.1029663,147700000,0.029173244,0.9974635588005185,0.021206878,1477000,-4.475606,2954,6.4297238658065545,69.54,0.31294402
8068,19934.266882896423,-0.0046184477,0.10447563,147750000,0.035009053,0.9969020476564765,0.026485555,1477500,-4.482077,2955,7.036301452589615,72.71,0.335394
8132,19940.93232345581,-0.0058265515,0.10140297,147800000,0.027342044,0.9967383062466979,0.026887136,1478000,-4.483889,2956,8.598838618955051,81.12,0.29505202
7853,19947.679927110672,-0.005360669,0.104156144,147850000,0.028104588,0.9972932904493064,0.023831973,1478500,-4.488525,2957,7.602009066900937,70.84,0.29559207
8053,19954.687077522278,-0.005391208,0.100767694,147900000,0.03446213,0.9958205576986074,0.034202714,1479000,-4.495038,2958,7.620367439904294,75.62,0.31366998
7959,19961.524409532547,-0.0039897487,0.1018587,147950000,0.0271718,0.9976207378786057,0.01897263,1479500,-4.486841,2959,7.686200607294086,72.96,0.29841796
7854,19968.25477027893,-0.0039044502,0.10001984,148000000,0.025844976,0.9980444686952978,0.015497852,1480000,-4.4853816,2960,8.159398686949281,86.95,0.29149002
8141,19975.209676027298,-0.002059437,0.102510996,148050000,0.033866215,0.9964051202405244,0.031000094,1480500,-4.4724607,2961,8.905226254534936,84.9,0.32945806
7755,19981.90247488022,-0.0031314713,0.101849884,148100000,0.026100647,0.9980600924463943,0.015665444,1481000,-4.464393,2962,8.349541348906422,82.21,0.28092194
8088,19988.933281183243,-0.0060451454,0.099772185,148150000,0.027732864,0.9975992057006806,0.01836112,1481500,-4.4697275,2963,7.403724403991728,74.47,0.29656798
8109,19995.565227746964,-0.0045881355,0.1053121,148200000,0.026761293,0.9981160812312737,0.0150533775,1482000,-4.4765944,2964,7.937671932700141,74.13,0.29403
7973,20002.090759277344,-0.0044383435,0.106142744,148250000,0.02911495,0.997060454916209,0.025430625,1482500,-4.48083,2965,7.381685812966898,68.88,0.3054661
7870,20008.895882368088,-0.0030227944,0.10402181,148300000,0.038106196,0.9966111516114324,0.028744714,1483000,-4.484064,2966,7.775671259580049,74.93,0.34399593
7742,20015.797523021698,-0.0022406743,0.10095357,148350000,0.03689835,0.9943588967435062,0.046349835,1483500,-4.4790974,2967,8.964910380412912,84.49,0.34993207
8117,20022.612677574158,-0.0015645153,0.10379072,148400000,0.033791564,0.9964230691548437,0.02940001,1484000,-4.472432,2968,8.405543252921634,80.53,0.340936
7671,20029.35954594612,-0.0016109433,0.1017367,148450000,0.04124963,0.994122096337378,0.04972982,1484500,-4.470644,2969,7.467246453714797,73.55,0.35716593
7685,20036.320675849915,-0.003036944,0.10294839,148500000,0.027879022,0.998440268682316,0.011701321,1485000,-4.4780927,2970,7.318171251482709,72.33,0.30705994
8185,20043.376267910004,-0.0063813454,0.10401622,148550000,0.032926336,0.9908492546528578,0.08549386,1485500,-4.476341,2971,9.034837521708322,84.4,0.31822395
8014,20050.073616743088,-0.0024215507,0.10052815,148600000,0.031587295,0.9955898001790047,0.037925456,1486000,-4.468953,2972,6.412871457129731,69.33,0.32681206
7777,20056.84287238121,-0.0023764167,0.10648585,148650000,0.032262497,0.995931004639715,0.034901284,1486500,-4.4665856,2973,7.765807596691302,72.63,0.32376605
7723,20063.798869132996,-0.003375556,0.10326762,148700000,0.0287701,0.9977053953334689,0.01907047,1487000,-4.451578,2974,6.877139504701117,67.01,0.30068398
7768,20070.827235221863,-0.0006046833,0.10122959,148750000,0.04537468,0.9926490848883986,0.06261593,1487500,-4.442669,2975,6.926339414490212,74.31,0.378634
8116,20077.825115680695,-0.0036284872,0.10414138,148800000,0.029306095,0.9954975582659245,0.04002519,1488000,-4.4352508,2976,7.13531430467352,70.98,0.304662
8108,20084.409539222717,-0.00533499,0.10471275,148850000,0.025812441,0.9976444498170167,0.019797359,1488500,-4.4412217,2977,8.150379099099373,76.57,0.28989398
8196,20091.243389368057,-0.0036047455,0.10550989,148900000,0.032022342,0.9966142654884607,0.029059367,1489000,-4.4445143,2978,9.232940146478505,83.75,0.32081997
7552,20098.032831668854,-0.0018885205,0.10419738,148950000,0.040054865,0.996840737061575,0.026402323,1489500,-4.446295,2979,9.248910225718427,85.46,0.33449593
7848,20105.064875364304,-0.005816161,0.10187764,149000000,0.026052345,0.9982664796989411,0.013738716,1490000,-4.4635367,2980,7.79644328424074,78.3,0.28925997
8044,20111.948205947876,-0.0036147612,0.10039251,149050000,0.0366747,0.9960814942605793,0.030793218,1490500,-4.4732866,2981,8.449699004253052,76.34,0.3540141
8074,20118.36514902115,-0.0032378864,0.10504211,149100000,0.03477568,0.9964228423777968,0.031053072,1491000,-4.4708996,2982,8.496612132700175,80.94,0.33351004
8311,20125.166375875473,-0.0054197717,0.10219125,149150000,0.026665093,0.9966654975432903,0.028739668,1491500,-4.469284,2983,8.058375023323023,81.42,0.29259405
8325,20131.7138736248,-0.0009222672,0.10551133,149200000,0.033950802,0.9966487619094551,0.028301721,1492000,-4.477847,2984,8.507899710144192,83.73,0.329166
8231,20137.96199989319,-0.003285205,0.10075519,149250000,0.03292286,0.9969520636368543,0.02423626,1492500,-4.478404,2985,8.018584543438628,79.25,0.31656998
8196,20144.729243516922,-0.0024106097,0.10568561,149300000,0.044850945,0.9954986074008048,0.039929897,1493000,-4.478862,2986,8.3468045163239,77.63,0.33948004
8244,20151.482721805573,-0.0049684183,0.10620704,149350000,0.031223388,0.9969833865761757,0.025344118,1493500,-4.480287,2987,7.679718837826076,74.86,0.322754
8070,20157.8355178833,-0.004415681,0.099540226,149400000,0.03253667,0.9955455986782908,0.036853332,1494000,-4.4729967,2988,7.755370104111062,76.5,0.33118805
8033,20164.517285585403,-0.004630511,0.10377922,149450000,0.0358183,0.9958521709777415,0.035430733,1494500,-4.4673386,2989,7.1028394142752225,72.14,0.329656
7952,20171.250801324844,-0.0039612483,0.1027708,149500000,0.029930845,0.9970773558598012,0.0242976,1495000,-4.4670873,2990,7.550024944803299,76.97,0.315536
8043,20177.89372086525,-0.006050335,0.10213357,149550000,0.028260224,0.9975165424402803,0.02018983,1495500,-4.4639974,2991,6.893230024919176,76.43,0.30569398
8415,20184.68706059456,-0.0022848835,0.10261299,149600000,0.036835223,0.9962379829958081,0.03224053,1496000,-4.4684277,2992,7.643221374223067,74.73,0.34344196
7823,20191.177307844162,-0.0051975157,0.10364323,149650000,0.025771966,0.9984938553534448,0.01198693,1496500,-4.4838247,2993,6.79070836935527,68.44,0.289104
7991,20198.0401866436,-0.0048967926,0.10192648,149700000,0.028317943,0.9968676418066025,0.025458176,1497000,-4.4950466,2994,7.4639860374082305,74.62,0.30056003
8114,20204.590307235718,-0.0050356137,0.10482578,149750000,0.031014433,0.9971071048639715,0.024162104,1497500,-4.4961934,2995,8.570222665739275,78.82,0.31890202
8234,20211.19094800949,-0.0046742093,0.10448787,149800000,0.028726239,0.9970512329600751,0.02515186,1498000,-4.4917493,2996,7.763525574937521,78.58,0.30478597
7852,20217.839285612106,-0.0024350667,0.104190476,149850000,0.028935289,0.9980479429941624,0.016349887,1498500,-4.4977565,2997,6.638794044235401,67.02,0.31088808
8484,20224.577881336212,-0.0053070085,0.10377506,149900000,0.02289954,0.998642994905822,0.011172925,1499000,-4.507861,2998,7.064790953187039,69.93,0.26818603
7744,20231.01218008995,-0.0046889274,0.10326207,149950000,0.028621927,0.9963547915685922,0.030998385,1499500,-4.521126,2999,8.057725393632717,76.18,0.30277598
8085,20237.95960187912,0.0013078393,0.10447974,150000000,0.044710997,0.9962006355635822,0.031990405,1500000,-4.520839,3000,6.321490899461351,67.9,0.375774
8104,20244.733117580414,-0.0024585777,0.09686188,150050000,0.03425036,0.9958123038522899,0.03447379,1500500,-4.5149155,3001,7.310340364531112,77.99,0.34210405
7836,20251.357823371887,-0.004409964,0.10467999,150100000,0.027174126,0.9983961030375212,0.01321346,1501000,-4.5134096,3002,7.3592276261548975,68.47,0.29849598
7945,20258.35254216194,-0.0026717423,0.10112756,150150000,0.035174336,0.996120510622859,0.0312538,1501500,-4.5233855,3003,7.435706470268051,72.24,0.33488405
8142,20265.193627357483,-0.002508168,0.10076556,150200000,0.042807013,0.9930351763032377,0.061351303,1502000,-4.5282145,3004,7.318092664199358,68.69,0.34771
7799,20271.81440091133,-0.006112731,0.10259384,150250000,0.02503222,0.9982902214396745,0.014248766,1502500,-4.5342164,3005,7.889330487755069,75.47,0.27805406
7977,20278.714176654816,-0.002467402,0.10329841,150300000,0.028843796,0.9979658972006291,0.016719544,1503000,-4.5311337,3006,7.0746335043743604,67.95,0.30997798
8204,20285.56403875351,-0.0053098015,0.10422164,150350000,0.026959382,0.9973150053992867,0.022973735,1503500,-4.534966,3007,8.888298505551356,84.6,0.29434
8044,20292.259981393814,-0.0046827327,0.09846873,150400000,0.038020253,0.9931112304329872,0.055926844,1504000,-4.5407796,3008,6.808164843272243,75.39,0.35284397
7721,20298.81710267067,-0.002181853,0.10606172,150450000,0.037300013,0.9953947779722512,0.041199088,1504500,-4.5369883,3009,8.440255890623447,75.37,0.35615197
7945,20305.930195569992,-0.003095585,0.10238419,150500000,0.032607164,0.9965935742948204,0.028696382,1505000,-4.530924,3010,7.15750896310783,71.16,0.32093993
8004,20312.48636198044,-0.004274596,0.104128614,150550000,0.025093284,0.997967635281384,0.01697861,1505500,-4.5287933,3011,7.572525352484372,74.27,0.29003802
8107,20319.200634479523,-0.004855431,0.102325976,150600000,0.024808917,0.9982593059539795,0.013580551,1506000,-4.5296874,3012,7.4805140304831,75.36,0.28563398
8056,20325.70596885681,-0.0017750561,0.102503225,150650000,0.05887328,0.9938132059760392,0.05350694,1506500,-4.5277157,3013,6.6212211915636,67.08,0.366176
7866,20332.47691822052,-0.00029583304,0.10511615,150700000,0.040050257,0.9969138123560697,0.027374081,1507000,-4.5377483,3014,7.473945388354187,74.85,0.33337596
7773,20339.362671375275,-0.0047333334,0.1010347,150750000,0.032555416,0.9946777424775064,0.044218358,1507500,-4.5369596,3015,6.951208398482413,70.5,0.30578604
8073,20346.42426800728,-0.003481489,0.10438008,150800000,0.037055995,0.9963697441853583,0.0291866,1508000,-4.5292025,3016,7.960098043600738,80.86,0.350676
7995,20353.069881677628,-0.0038415962,0.09965101,150850000,0.030659657,0.9970599685329944,0.02302656,1508500,-4.523362,3017,8.171068560221393,83.82,0.3215841
7902,20359.75543832779,-0.006023135,0.10451886,150900000,0.023745872,0.9986211135983467,0.010710822,1509000,-4.516696,3018,8.465858117568514,81.52,0.27742797
7702,20366.7107732296,-0.0037502851,0.10003483,150950000,0.033928372,0.9951426782645285,0.039188996,1509500,-4.5060425,3019,8.20163825527321,84.4,0.33009395
7967,20373.637714147568,-0.0032828269,0.10491714,151000000,0.029270105,0.9973711455240846,0.021166587,1510000,-4.492506,3020,8.22998349550373,75.59,0.31076604
7854,20380.323861837387,-0.004909062,0.101782314,151050000,0.02710613,0.9975885944440961,0.019653179,1510500,-4.4987288,3021,7.068540605478557,69.36,0.296024
8001,20387.107539892197,-0.0058004516,0.10467287,151100000,0.030460391,0.9960821396671236,0.032478254,1511000,-4.499923,3022,7.32546643276044,68.58,0.31166202
7921,20393.918902397156,-0.0043413956,0.10240162,151150000,0.032349683,0.9965340693015605,0.028425071,1511500,-4.5052133,3023,7.506075742025423,76.14,0.314966
8035,20400.77444410324,0.0031288583,0.10280637,151200000,0.038221456,0.9971202097367495,0.024715941,1512000,-4.5138474,3024,8.81529098149229,78.74,0.35591605
7800,20407.57245492935,-0.0027808854,0.10494644,151250000,0.038533956,0.9957227455452085,0.03787504,1512500,-4.521015,3025,8.436494184736475,79.38,0.355214
7865,20414.417567253113,-0.0030124749,0.104381725,151300000,0.034032825,0.9969407534226775,0.025433376,1513000,-4.529918,3026,8.32124802537037,78.57,0.33284396
8254,20421.269313812256,-0.005563915,0.10474253,151350000,0.032292906,0.9972344113048166,0.02299506,1513500,-4.529652,3027,8.248607639291949,76.37,0.32948002
7993,20427.96292614937,-0.001733881,0.10327138,151400000,0.042609677,0.9953217608854175,0.041254185,1514000,-4.527124,3028,7.11500206110708,67.34,0.36097804
8124,20434.681512355804,-0.0009449181,0.106592566,151450000,0.03121602,0.9972014734521508,0.023555197,1514500,-4.5295687,3029,8.617849115160498,81.0,0.324384
7549,20441.3156144619,-0.0049328776,0.104788244,151500000,0.022888172,0.9989242379087955,0.008297396,1515000,-4.52989,3030,7.425638419797542,70.9,0.27110198
7990,20448.410140275955,-0.0022452972,0.104421884,151550000,0.032316767,0.9956396743655205,0.03643146,1515500,-4.5267296,3031,7.456625409588305,70.75,0.32169998
7945,20455.151408672333,-0.001824298,0.10425215,151600000,0.041916177,0.9938983493484557,0.050300907,1516000,-4.521133,3032,7.483196997147024,74.36,0.35946003
7903,20461.995116710663,-0.004882607,0.10359629,151650000,0.024459042,0.9985094838775694,0.011826504,1516500,-4.522468,3033,6.781373599540165,67.11,0.28409198
7891,20468.8022005558,-0.0028338803,0.103305615,151700000,0.029314788,0.9971929613966495,0.022960294,1517000,-4.5195756,3034,8.688702999630769,76.34,0.30907002
7950,20475.71595954895,-0.0022055213,0.1042351,151750000,0.03381372,0.995379869826138,0.038234696,1517500,-4.507752,3035,7.614726560132767,74.88,0.3295021
8252,20482.588161706924,-0.0048412886,0.10206699,151800000,0.032528374,0.9964228228200227,0.028895648,1518000,-4.4978194,3036,7.107592830750582,71.03,0.33185595
8024,20489.26476764679,-0.0031997745,0.10362965,151850000,0.038360056,0.9957967698574066,0.03505567,1518500,-4.491173,3037,8.247637280819909,80.16,0.35688403
8242,20495.934153556824,-0.005007003,0.10820764,151900000,0.021993695,0.9990021450212225,0.0077990824,1519000,-4.4850435,3038,7.773523012002988,75.68,0.26745608
8122,20502.648946523666,-0.0050124205,0.105710566,151950000,0.03195094,0.9970755516551435,0.025651619,1519500,-4.48752,3039,8.215508550312661,80.22,0.31234002
8108,20509.176784038544,-0.003825619,0.100583926,152000000,0.033493686,0.9966734470799565,0.027695367,1520000,-4.4902363,3040,6.784909258712141,70.15,0.32472995
8082,20515.912858724594,-0.0005480359,0.10195787,152050000,0.04462453,0.9945532940328121,0.04855944,1520500,-4.4914117,3041,8.485229211246333,79.88,0.36589405
7760,20522.675520420074,-0.00039201725,0.10234333,152100000,0.03939517,0.995423047337681,0.036498316,1521000,-4.4818325,3042,7.837883242401731,73.21,0.36053005
