fps,serial_timesteps,explained_variance,time_elapsed,policy_loss,ep_len_mean,total_timesteps,n_updates,clipfrac,approxkl,true_reward,policy_entropy,ep_reward_mean,value_loss
7961,201000,0.9551369957625866,2684.7458074092865,-0.00422237,61.69,20100000,402,0.17545,0.013115892,0.13313656,-1.4232135,4.90309830686434,0.30238053
8028,201500,0.9528740160167217,2691.5950577259064,-0.005365749,59.2,20150000,403,0.17755991,0.013296103,0.1367567,-1.4389839,4.693384440373629,0.3364728
8051,202000,0.9558142013847828,2698.3480095863342,-0.006401785,57.89,20200000,404,0.16746202,0.012332493,0.13396399,-1.4533942,4.466817003706528,0.31786335
7664,202500,0.8780936598777771,2705.0320875644684,-0.0035819141,55.96,20250000,405,0.18153396,0.013655649,0.13873477,-1.4635025,4.989212380829267,0.93260854
7843,203000,0.9626164808869362,2712.0842821598053,-0.005855786,55.67,20300000,406,0.16609,0.012367209,0.13705094,-1.4784259,4.646286162313772,0.25346774
7857,203500,0.9577959030866623,2718.7432255744934,-0.0061989254,58.61,20350000,407,0.171588,0.012548541,0.1316122,-1.4841092,4.846827566980501,0.29556203
8029,204000,0.9603008292615414,2725.5901663303375,-0.0058851195,66.7,20400000,408,0.16563597,0.012163219,0.13726436,-1.4926674,5.4569602607056735,0.28152645
7973,204500,0.9520402662456036,2732.34708404541,-0.004408298,60.27,20450000,409,0.170026,0.012565069,0.1352089,-1.5030763,4.74074497316833,0.3209526
8004,205000,0.9511832892894745,2739.0928995609283,-0.004770722,58.31,20500000,410,0.165506,0.012227528,0.13679564,-1.5206686,5.049433787741946,0.35122815
8174,205500,0.9696838650852442,2745.9455885887146,-0.005194496,64.52,20550000,411,0.16384201,0.012007382,0.13577898,-1.5436054,5.3454332398089175,0.20198265
8301,206000,0.9615141823887825,2752.539932012558,-0.005812662,60.34,20600000,412,0.16796002,0.012517574,0.13590717,-1.5668616,5.404479271179298,0.26061878
8038,206500,0.972338268533349,2759.128785610199,-0.0060414015,57.07,20650000,413,0.16042398,0.011857964,0.12833507,-1.5894153,3.717420098383227,0.19197525
7959,207000,0.9668354243040085,2765.840473651886,-0.006319087,56.14,20700000,414,0.16613199,0.012252434,0.12978445,-1.6123948,4.6099540016916585,0.23233399
8202,207500,0.9633695036172867,2772.494266271591,-0.0064138663,56.59,20750000,415,0.17034598,0.012790676,0.13730954,-1.6385182,3.910423536061462,0.24556194
8148,208000,0.898675948381424,2779.1889147758484,-0.0036346617,57.94,20800000,416,0.20293802,0.015320693,0.130995,-1.6626177,4.423370076608262,0.82467735
8308,208500,0.9693401046097279,2785.7999355793,-0.006967017,56.32,20850000,417,0.16910401,0.012745364,0.13602112,-1.6772294,4.341360710276058,0.20218758
8208,209000,0.9730072673410177,2792.345993041992,-0.0063175564,60.78,20900000,418,0.16111201,0.011958006,0.13330762,-1.6886871,4.467990804160218,0.1767902
8058,209500,0.9670756384730339,2798.9198775291443,-0.004512292,60.64,20950000,419,0.173338,0.012784106,0.1357346,-1.6953211,4.232454890517402,0.23289122
8216,210000,0.9433822520077229,2805.6946351528168,-0.0039240615,56.29,21000000,420,0.18767804,0.013987434,0.13452077,-1.705833,4.69457241634198,0.42500955
8314,210500,0.942832238972187,2812.3865299224854,-0.0046695964,58.24,21050000,421,0.17816,0.013396693,0.13624431,-1.7208196,4.287917491139524,0.4108349
8396,211000,0.9547153376042843,2819.0319254398346,-0.0053224247,61.01,21100000,422,0.17052603,0.012636584,0.13547613,-1.7334939,5.0527860587833855,0.29486495
8360,211500,0.9707028847187757,2825.6452775001526,-0.0058452077,60.6,21150000,423,0.17643005,0.013116482,0.13289545,-1.7416476,4.608159311742347,0.19398375
8169,212000,0.9730968289077282,2832.194786787033,-0.0064417953,55.84,21200000,424,0.17181799,0.0126193175,0.13713361,-1.7534393,4.64891096498468,0.18652616
8224,212500,0.9660830497741699,2838.7633814811707,-0.006012587,52.89,21250000,425,0.18038002,0.013396431,0.13313009,-1.7736038,3.9292924937585485,0.22768356
7986,213000,0.954660814255476,2845.2951061725616,-0.005628528,63.15,21300000,426,0.18252803,0.013444036,0.13632688,-1.7818996,5.457785098710883,0.31874943
8254,213500,0.9472200609743595,2851.9461574554443,-0.0039016935,60.95,21350000,427,0.18593602,0.01411701,0.13715412,-1.7962558,4.508561501072254,0.37643546
7994,214000,0.9666613377630711,2858.5120091438293,-0.005513378,62.58,21400000,428,0.18004803,0.013422358,0.13195741,-1.8301331,4.568195042206789,0.23679796
8206,214500,0.9532884806394577,2865.278108358383,-0.0050830287,63.11,21450000,429,0.18611398,0.013971353,0.13631007,-1.859653,6.23305797291101,0.32792148
8017,215000,0.9482624232769012,2871.889073610306,-0.004754359,64.19,21500000,430,0.18881598,0.014366218,0.13370574,-1.8773193,5.628951839855872,0.36249524
8174,215500,0.9605452306568623,2878.696673154831,-0.00453355,62.17,21550000,431,0.18351799,0.013719735,0.13341258,-1.8801013,5.251761874312215,0.27018872
8112,216000,0.865007072687149,2885.3324253559113,-0.0011555669,56.75,21600000,432,0.22375003,0.017544728,0.132924,-1.892858,5.083734699724009,1.0978926
