fps,serial_timesteps,explained_variance,time_elapsed,policy_loss,ep_len_mean,total_timesteps,n_updates,clipfrac,approxkl,true_reward,policy_entropy,ep_reward_mean,value_loss
8014,9000,0.8140339702367783,114.39586544036865,-0.0059457356,41.38,900000,18,0.039279997,0.00413898,-0.031525496,5.4222503,-0.3560532750716811,0.27018288
8001,9500,0.8228000551462173,121.20923471450806,-0.0060303556,40.34,950000,19,0.037418004,0.0040857745,-0.027544785,5.401474,-0.030269785155396675,0.27521667
7932,10000,0.8243144750595093,127.9371268749237,-0.0058630286,38.0,1000000,20,0.039916,0.0042488016,-0.02962577,5.375419,-0.2381067431135307,0.26556593
7998,10500,0.8474591225385666,134.78225922584534,-0.006100626,38.32,1050000,21,0.038253997,0.004052554,-0.028349264,5.3555803,0.1592213181043917,0.27581763
7979,11000,0.8565167635679245,141.55664825439453,-0.005904377,42.24,1100000,22,0.041490007,0.0043286965,-0.030651385,5.33115,-0.13193416791415075,0.24121058
8182,11500,0.8500641882419586,148.1929271221161,-0.0061401958,34.84,1150000,23,0.038697995,0.0040697353,-0.027161375,5.310144,-0.16807826700221995,0.26804686
7781,12000,0.8467502743005753,154.79586219787598,-0.00584643,41.0,1200000,24,0.039528,0.004271191,-0.020908432,5.2879725,0.04425129860203015,0.30436972
8083,12500,0.8536959737539291,161.9091875553131,-0.0065462757,40.21,1250000,25,0.049638,0.0048470586,-0.023428762,5.2615314,-0.20196327116864268,0.26609275
8284,13000,0.8556495755910873,168.7100100517273,-0.006509227,37.57,1300000,26,0.043665994,0.0044549634,-0.020046879,5.237324,-0.15370909615903655,0.27146864
7920,13500,0.865026667714119,175.2588450908661,-0.005933351,38.43,1350000,27,0.038211998,0.0041283504,-0.021232119,5.2231793,0.25330452350797716,0.26375306
7943,14000,0.8712026476860046,182.1270022392273,-0.006551866,38.71,1400000,28,0.045938004,0.0045463745,-0.013913902,5.1968803,0.5562386627700471,0.26632628
7916,14500,0.8680274486541748,188.93360590934753,-0.0063885534,39.7,1450000,29,0.050286002,0.0048003085,-0.01424743,5.1717486,0.22263216167048086,0.27854094
8004,15000,0.864928588271141,195.76235842704773,-0.0070223273,36.17,1500000,30,0.049705993,0.0047934414,-0.016722932,5.141569,0.4121928324058535,0.2646313
8126,15500,0.877768412232399,202.5198302268982,-0.006607147,44.73,1550000,31,0.04644,0.004616656,-0.01273713,5.112047,0.8537333357339958,0.26202402
7728,16000,0.8657468557357788,209.300607919693,-0.0067514842,39.98,1600000,32,0.047941998,0.0047226353,-0.013566482,5.0834675,0.13344937261179438,0.2843242
7985,16500,0.8823574259877205,216.34861135482788,-0.0068693417,39.38,1650000,33,0.047631994,0.0046883556,-0.018985892,5.0502777,0.7764179515777505,0.26724
8119,17000,0.8708386123180389,222.90374207496643,-0.006475477,42.11,1700000,34,0.048462,0.0046492363,-0.0108056385,5.029204,0.48958397232385326,0.28020757
8152,17500,0.8816486597061157,229.6993567943573,-0.0066046338,38.13,1750000,35,0.045746002,0.0045589036,-0.008820774,5.0010247,0.46532810057957247,0.2853951
8148,18000,0.8890363126993179,236.18236589431763,-0.0064321803,42.22,1800000,36,0.044721995,0.0044878908,-0.010210211,4.970023,0.2127572558981774,0.26417583
7855,18500,0.8826519101858139,242.7435028553009,-0.0066648964,38.69,1850000,37,0.04673399,0.0045672664,-0.0064598997,4.9436913,0.49298704194428866,0.27602905
7962,19000,0.8880479037761688,249.58916020393372,-0.007405305,36.65,1900000,38,0.049088,0.0047327066,-0.007562547,4.9176173,0.6055343675798213,0.2724254
7953,19500,0.8854527994990349,256.473815202713,-0.006854311,39.35,1950000,39,0.04886199,0.00473866,-0.0067667463,4.8956447,0.32485756435502483,0.28983665
7848,20000,0.888880155980587,263.2558386325836,-0.007152912,42.4,2000000,40,0.046476003,0.0045243003,-0.0018326059,4.8759394,0.5577720065889298,0.29247048
7950,20500,0.8855307325720787,269.95507645606995,-0.006728719,40.62,2050000,41,0.053166,0.004953155,-0.003429739,4.8533864,0.3330551326064597,0.28939578
7969,21000,0.8901297599077225,276.8814332485199,-0.0065850643,41.9,2100000,42,0.045454007,0.0045189736,-0.0071601276,4.823933,0.7357669197628275,0.26944837
7831,21500,0.8921090811491013,283.74821615219116,-0.006672219,44.47,2150000,43,0.044818006,0.004514355,-0.0025193165,4.798627,0.5539250450587496,0.28163588
7813,22000,0.8908625170588493,290.5996844768524,-0.006909687,43.8,2200000,44,0.05271799,0.0048929527,-0.002131016,4.7794437,0.2678206519802916,0.29406437
8166,22500,0.8938972055912018,297.5901439189911,-0.0061304905,45.94,2250000,45,0.040895995,0.0042807385,-0.0017777008,4.7550254,0.724903470376812,0.28332144
7912,23000,0.8954262956976891,304.28675055503845,-0.0070022,43.03,2300000,46,0.05078999,0.004902048,0.00014035756,4.7256503,0.8878186099426967,0.31069982
8160,23500,0.8914666771888733,311.03775334358215,-0.005818757,38.04,2350000,47,0.039920002,0.004169683,0.005902686,4.7069306,0.8396282228721975,0.30043805
8315,24000,0.9045525565743446,317.67197942733765,-0.0068890844,36.52,2400000,48,0.047667995,0.004627345,0.00746244,4.677044,1.2562745519020246,0.29470456
8396,24500,0.9064527526497841,324.2166233062744,-0.0070178676,39.56,2450000,49,0.047303997,0.004604765,0.0036435833,4.6488214,1.0376891053486907,0.28041688
7974,25000,0.9070018231868744,330.6056709289551,-0.007197912,47.14,2500000,50,0.055748,0.005136828,0.0044065574,4.624608,1.2846743004099699,0.29194736
7702,25500,0.9062057584524155,337.45339846611023,-0.0065251035,38.28,2550000,51,0.047532,0.0046573323,0.006662962,4.594833,0.5725396597915097,0.30922723
7816,26000,0.9036180973052979,344.3845615386963,-0.0072635217,40.49,2600000,52,0.053193994,0.0049692704,0.008783173,4.5681405,1.4273381327714014,0.32053944
7765,26500,0.9181478470563889,351.1097984313965,-0.007069577,43.93,2650000,53,0.048322,0.004701522,0.011044818,4.5379534,1.2174418507731752,0.29798034
7989,27000,0.9167764559388161,358.2286193370819,-0.007485733,43.77,2700000,54,0.059322,0.005231958,0.012820603,4.5117216,0.9965451296652281,0.30411762
8023,27500,0.9068477749824524,365.1202828884125,-0.0073500937,43.85,2750000,55,0.055230003,0.00510762,0.0086103035,4.4857917,0.88913180488933,0.31027925
8500,28000,0.9132696464657784,371.9295325279236,-0.0070473864,42.42,2800000,56,0.051223997,0.004839164,0.01244463,4.4613805,0.588657994812238,0.3013157
8092,28500,0.917758896946907,378.3743703365326,-0.006885546,45.96,2850000,57,0.049173996,0.004785684,0.010476558,4.432355,1.2482598252816752,0.29744446
7727,29000,0.9112353101372719,384.9662184715271,-0.0069963713,50.19,2900000,58,0.048917998,0.0047488897,0.018188547,4.401076,1.2010978451570553,0.3294418
8096,29500,0.9037275165319443,392.00197768211365,-0.0070592673,48.24,2950000,59,0.05220601,0.0049650166,0.01531652,4.3739104,1.5683571662718896,0.3341897
8144,30000,0.9096578434109688,398.65332531929016,-0.0065192874,48.4,3000000,60,0.044928,0.0044624787,0.014111423,4.3550053,1.373130673762862,0.3403431
8045,30500,0.9105593338608742,405.0758752822876,-0.0065603233,44.21,3050000,61,0.04950201,0.0047494853,0.021266125,4.3423023,1.4076178703810729,0.3739331
7950,31000,0.9155354052782059,411.79888558387756,-0.0070029106,41.77,3100000,62,0.051389996,0.004923859,0.02081782,4.320914,0.9103456398277922,0.3270223
8109,31500,0.9162240847945213,418.47214126586914,-0.0071400334,46.48,3150000,63,0.053248003,0.004906964,0.016486306,4.302321,2.047313606970201,0.3462606
