true_reward,explained_variance,time_elapsed,policy_loss,value_loss,policy_entropy,n_updates,clipfrac,ep_reward_mean,fps,ep_len_mean,total_timesteps,approxkl,serial_timesteps
0.09061844,0.9647093825042248,6855.78723692894,-0.002831222,0.006508711,0.16512534,1530,0.047412,45.30922190702839,11138,500.0,76500000,0.0045203744,765000
0.09143501,0.9760160315781832,6860.323430776596,-0.0025394913,0.0029535983,0.16255906,1531,0.020556,45.717504952584385,11316,500.0,76550000,0.0027247758,765500
0.0907985,0.9788277242332697,6864.791173219681,-0.0027624296,0.0033209256,0.1526484,1532,0.027548004,45.39924829603335,11491,500.0,76600000,0.003104318,766000
0.090446785,0.9646789729595184,6869.190823793411,-0.0025418936,0.014658878,0.14603269,1533,0.048974,45.223388226134794,11820,500.0,76650000,0.004519559,766500
0.09029135,0.9773538876324892,6873.471527099609,-0.0028080002,0.004398867,0.1474209,1534,0.030019999,45.14567836596865,11071,500.0,76700000,0.003313566,767000
0.09034294,0.9483193084597588,6878.037429094315,-0.0032762017,0.011137734,0.14515904,1535,0.030750003,45.17146373834548,10784,500.0,76750000,0.0033210195,767500
0.09041413,0.9778081364929676,6882.724786758423,-0.0027047792,0.004301721,0.14095128,1536,0.036178,45.20706627651511,10236,500.0,76800000,0.0036349571,768000
0.09057792,0.9720991179347038,6887.671973466873,-0.003356713,0.004952694,0.13403477,1537,0.047194,45.288963705065704,11076,500.0,76850000,0.0041883253,768500
0.09090537,0.9618881978094578,6892.261194467545,-0.0028801537,0.006158902,0.12799996,1538,0.020895999,45.452681727288216,11243,500.0,76900000,0.0024338448,769000
0.09016265,0.9781751316040754,6896.761711597443,-0.0029711055,0.0040153135,0.1231519,1539,0.016392,45.08132002416834,10664,500.0,76950000,0.0021951736,769500
0.09025273,0.9327161684632301,6901.503371477127,-0.0025002859,0.027362412,0.11744963,1540,0.025852,45.391892650703156,11360,499.49,77000000,0.003265176,770000
0.09142903,0.9659944921731949,6905.967482328415,-0.0025235997,0.0040605115,0.11454953,1541,0.018183999,45.71451871267836,12074,500.0,77050000,0.0025951667,770500
0.09034831,0.9717374704778194,6910.1740181446075,-0.0030277658,0.004477824,0.108277276,1542,0.020101998,45.17415179311976,11785,500.0,77100000,0.0025684908,771000
0.0894315,0.929463155567646,6914.466804027557,-0.0029151146,0.042826556,0.10365771,1543,0.026154,45.130836540343296,11971,499.1,77150000,0.0028984954,771500
0.090857,0.972619878128171,6918.693510055542,-0.0024430105,0.005118621,0.10092393,1544,0.0192,45.4284995545257,11038,500.0,77200000,0.0024137867,772000
0.0907934,0.9810731243342161,6923.282998323441,-0.0030325658,0.0030108045,0.09462051,1545,0.033467997,45.39670348041396,11016,500.0,77250000,0.0033456828,772500
0.08991917,0.9203620553016663,6927.8703072071075,-0.0027686488,0.03347262,0.08829137,1546,0.064761996,45.22371962767877,11110,499.37,77300000,0.0057397895,773000
0.09091428,0.9792286697775126,6932.422958374023,-0.003376158,0.0029096864,0.08567075,1547,0.032958,45.457139712944354,11275,500.0,77350000,0.00363971,773500
0.09046324,0.9807964190840721,6936.908678770065,-0.0031728565,0.0036123034,0.07813449,1548,0.026332,45.23161953294184,10774,500.0,77400000,0.0028998258,774000
0.08952029,0.9532757587730885,6941.600102424622,-0.0027247607,0.020986237,0.07453221,1549,0.025348002,45.02804450389763,12410,499.36,77450000,0.0029341462,774500
0.09049999,0.8837662488222122,6945.678906917572,-0.002924752,0.024201754,0.07457924,1550,0.064704,45.24999832095843,11167,500.0,77500000,0.0055704885,775000
0.09069369,0.9595333449542522,6950.211612939835,-0.0030126942,0.0061667077,0.07490212,1551,0.019112,45.346846521124114,12160,500.0,77550000,0.0026673041,775500
0.09028979,0.94642573595047,6954.3778195381165,-0.0027715028,0.011507445,0.070969775,1552,0.03823,45.14489704578007,11069,500.0,77600000,0.003638214,776000
0.09073557,0.976356778293848,6958.951658010483,-0.0027497674,0.0039787325,0.0632753,1553,0.018711999,45.36778539927989,10982,500.0,77650000,0.0023889258,776500
0.091217756,0.9719859920442104,6963.55913066864,-0.002381282,0.0034563423,0.054451205,1554,0.02879,45.60888291124967,10697,500.0,77700000,0.0031044944,777000
0.09018125,0.9450525566935539,6968.281098127365,-0.0026842658,0.028195629,0.048594154,1555,0.043534,45.40225671605893,10973,499.23,77750000,0.0042040804,777500
0.09026204,0.9727877620607615,6972.886003732681,-0.0032475516,0.005774401,0.046097506,1556,0.029719999,45.13102325971929,10606,500.0,77800000,0.003329693,778000
0.09006596,0.9538703933358192,6977.650471448898,-0.0026807461,0.011080155,0.04078449,1557,0.041632,45.032980758468405,10802,500.0,77850000,0.0040355446,778500
0.09097881,0.9808177389204502,6982.333124399185,-0.0032749835,0.003386007,0.03226962,1558,0.026213998,45.489405677662816,11068,500.0,77900000,0.00293865,779000
0.08758363,0.9226413294672966,6986.897822856903,-0.0027171178,0.07945646,0.027078163,1559,0.0349,44.294987975739275,10951,498.92,77950000,0.003644043,779500
0.09030274,0.9771660529077053,6991.51500415802,-0.003073036,0.0055453014,0.027891194,1560,0.021418,45.15137247745582,10992,500.0,78000000,0.0023980928,780000
0.090484485,0.9202357605099678,6996.115747690201,-0.0025412352,0.017975332,0.023751438,1561,0.029934,45.24224297072835,10682,500.0,78050000,0.0032000616,780500
0.09127006,0.9677725285291672,7000.856160879135,-0.0024483544,0.005031283,0.019304812,1562,0.01992,45.63503436785637,10387,500.0,78100000,0.0023324576,781000
0.09082343,0.9846676895394921,7005.720364570618,-0.0023295293,0.002442447,0.016213119,1563,0.043608002,45.4117143839154,10364,500.0,78150000,0.0042233574,781500
0.09064086,0.9857511101290584,7010.592936754227,-0.0031941985,0.0018536681,0.011440719,1564,0.015788,45.3204305353282,10754,500.0,78200000,0.0021420384,782000
0.091253564,0.9820499662309885,7015.295434951782,-0.002998903,0.002115054,0.0024219155,1565,0.017344002,45.62677942672739,10981,500.0,78250000,0.002613217,782500
0.08946638,0.9151055291295052,7019.906075000763,-0.002541441,0.039459605,-0.0058086636,1566,0.025162,44.99190764695213,11329,499.48,78300000,0.002942084,783000
0.09076168,0.9704205766320229,7024.370544672012,-0.0023788067,0.004199798,-0.009664118,1567,0.017048,45.380839897835706,10369,500.0,78350000,0.0023757187,783500
0.091474436,0.948534082621336,7029.241249799728,-0.0028833183,0.0065486073,-0.014823305,1568,0.042336,45.73721743016664,11896,500.0,78400000,0.004171183,784000
0.0895625,0.9138799533247948,7033.49901509285,-0.0024132612,0.0385086,-0.01827855,1569,0.059132,45.04531658241016,10365,499.43,78450000,0.0051530707,784500
0.09102167,0.9386235140264034,7038.372077703476,-0.002694684,0.009921412,-0.020128299,1570,0.055804003,45.510837423199916,10922,500.0,78500000,0.0048587485,785000
0.090258986,0.948053851723671,7042.9986028671265,-0.0027253889,0.026562253,-0.022882808,1571,0.026952002,45.12949228041238,10378,500.0,78550000,0.0029844805,785500
0.08984296,0.9330838099122047,7047.8675265312195,-0.002654919,0.035639543,-0.025617039,1572,0.075212,44.92147571087702,11091,500.0,78600000,0.006351757,786000
0.089135125,0.9023428559303284,7052.424949645996,-0.0032546706,0.0962637,-0.02494446,1573,0.07325201,45.37583315513805,11058,498.21,78650000,0.006158678,786500
0.0903899,0.9673020578920841,7056.993661642075,-0.002639962,0.011316583,-0.022367477,1574,0.03471,45.19494790484286,11597,500.0,78700000,0.0036138657,787000
0.0911924,0.9805245492607355,7061.363095998764,-0.0032059308,0.002897834,-0.021141374,1575,0.024270002,45.59620149833998,10043,500.0,78750000,0.003086181,787500
0.09114927,0.9826296754181385,7066.405341625214,-0.0026060026,0.0023814263,-0.024776805,1576,0.014308001,45.574636476960656,11102,500.0,78800000,0.0020145797,788000
0.09045596,0.9239892736077309,7070.958984851837,-0.0022938468,0.020851059,-0.031493805,1577,0.033626,45.22797730446422,10461,500.0,78850000,0.003708566,788500
0.09032345,0.9344887733459473,7075.792004823685,-0.0025495782,0.017305229,-0.035098135,1578,0.032292,45.161723864194045,10602,500.0,78900000,0.0034579784,789000
0.0891967,0.9185769483447075,7080.562568664551,-0.0030235923,0.06566809,-0.03647871,1579,0.028822001,45.15002953328436,10225,498.79,78950000,0.0030503357,789500
0.08936745,0.9161401093006134,7085.499082565308,-0.0023107058,0.041006062,-0.038181268,1580,0.044106,44.95909919863323,11159,499.38,79000000,0.0041958047,790000
0.08976448,0.9080566763877869,7090.033173561096,-0.0026515224,0.05279259,-0.041867208,1581,0.027202,45.22839590450363,10786,499.3,79050000,0.0031438668,790500
0.09109369,0.9851088374853134,7094.724248886108,-0.003066339,0.001990958,-0.046332788,1582,0.030786002,45.54684811090943,10848,500.0,79100000,0.0033239846,791000
0.090837516,0.9583554938435555,7099.383913516998,-0.0029903494,0.006142632,-0.05015888,1583,0.02431,45.418756911414036,11009,500.0,79150000,0.0029411905,791500
0.09024629,0.941447239369154,7103.981934547424,-0.0029919934,0.022911688,-0.053442977,1584,0.052435994,45.12314648309841,10487,500.0,79200000,0.0049889544,792000
0.08986557,0.9548699297010899,7108.80074596405,-0.0027177872,0.019968454,-0.057235323,1585,0.025566,44.93278685442281,10307,500.0,79250000,0.0028554306,792500
0.089883685,0.950428482145071,7113.705762147903,-0.0029606794,0.024233548,-0.059636854,1586,0.028795999,45.19688190961584,11267,499.46,79300000,0.003127249,793000
0.091073945,0.9343441501259804,7118.192403316498,-0.002447942,0.00997656,-0.05981151,1587,0.029238,45.53697347201916,10299,500.0,79350000,0.0032161355,793500
0.089711025,0.9062212407588959,7123.0962171554565,-0.0024830366,0.02237699,-0.060039736,1588,0.026238,44.855509943457804,11263,500.0,79400000,0.0029124669,794000
0.089887775,0.9299644380807877,7127.583260774612,-0.002512962,0.032176763,-0.056796707,1589,0.025588,45.244032292957435,10426,499.25,79450000,0.0030096914,794500
0.091395505,0.9693435076624155,7132.432297945023,-0.002877005,0.003271163,-0.056873452,1590,0.013974001,45.69775299478329,12368,500.0,79500000,0.002108421,795000
0.09123386,0.9460856653749943,7136.530225992203,-0.0026441573,0.007747202,-0.06238035,1591,0.053266,45.616928297243795,11076,500.0,79550000,0.0048482222,795500
0.090736404,0.98318050801754,7141.095018625259,-0.0031229681,0.0025251922,-0.069456026,1592,0.042972,45.3681998816134,10854,500.0,79600000,0.0039836206,796000
0.09014757,0.9624103270471096,7145.749076843262,-0.0029384543,0.009005124,-0.07522927,1593,0.048952,45.07378834221483,11125,500.0,79650000,0.00459612,796500
0.09021266,0.941242516040802,7150.292104005814,-0.0023010895,0.0114162285,-0.0764253,1594,0.029447999,45.10632679131102,11081,500.0,79700000,0.0031398614,797000
0.08951463,0.9465598054230213,7154.856290817261,-0.002879326,0.028602744,-0.07488012,1595,0.029021999,44.757313513473925,10096,500.0,79750000,0.0032779295,797500
0.090369724,0.9360193684697151,7159.869281053543,-0.0024193635,0.030706817,-0.076011226,1596,0.025996,45.51998911322693,11116,499.32,79800000,0.0029292111,798000
0.090751976,0.9702088683843613,7164.425274610519,-0.0024787528,0.0041161194,-0.08087216,1597,0.036834,45.37598700705676,10499,500.0,79850000,0.0038206638,798500
0.08980415,0.9780968092381954,7169.237551689148,-0.0030640848,0.003966402,-0.09226211,1598,0.017835999,44.902071866104905,11274,500.0,79900000,0.0025151756,799000
0.08997817,0.9343162029981613,7173.723606824875,-0.002187264,0.013976331,-0.102108166,1599,0.043178,44.989085431292864,10120,500.0,79950000,0.0038720896,799500
0.089488216,0.9236400723457336,7178.7308604717255,-0.0028881668,0.021707764,-0.10709639,1600,0.039784,44.74410949943087,10413,500.0,80000000,0.00384548,800000
0.090320095,0.9812513887882233,7183.581879377365,-0.0028662917,0.0028385126,-0.10948249,1601,0.033858,45.16005133887136,10228,500.0,80050000,0.003547055,800500
0.090817064,0.9788477513939142,7188.520097017288,-0.0029671176,0.0035754223,-0.108021736,1602,0.033574,45.408531666400776,10086,500.0,80100000,0.0035411064,801000
0.0891379,0.9407254680991173,7193.531747817993,-0.0027535425,0.025740635,-0.105298996,1603,0.027696002,44.56895274658122,11270,500.0,80150000,0.003066241,801500
0.08920458,0.9487972892820835,7198.017280578613,-0.0026484882,0.0220288,-0.10261768,1604,0.02719,44.60229475392213,12472,500.0,80200000,0.003141415,802000
0.09031464,0.9750386886298656,7202.083676338196,-0.0031603482,0.004951876,-0.09869404,1605,0.024007998,45.15732368013651,11577,500.0,80250000,0.002911501,802500
0.09131097,0.974009994417429,7206.454447984695,-0.0031474517,0.003078749,-0.10187594,1606,0.043115996,45.655481369285624,11328,500.0,80300000,0.00408336,803000
0.09089435,0.9796598870307207,7210.916972160339,-0.0027251698,0.002734676,-0.10435363,1607,0.018359998,45.447176668549766,11453,500.0,80350000,0.0024237314,803500
0.091128945,0.9771597795188427,7215.332406759262,-0.002706841,0.0030820617,-0.11227056,1608,0.031548,45.564470633519775,11583,500.0,80400000,0.003447169,804000
0.090829045,0.9747233353555202,7219.703357696533,-0.0029814194,0.0037500237,-0.11666353,1609,0.013553999,45.414513857632535,10534,500.0,80450000,0.0020683594,804500
0.08998066,0.9159863740205765,7224.500207424164,-0.0027566124,0.036771603,-0.120180964,1610,0.043012,45.24908979422769,11619,499.43,80500000,0.004246733,805000
0.090401106,0.9225885644555092,7228.856049776077,-0.0027840158,0.031432148,-0.12246045,1611,0.049544,45.469681898081326,11469,499.39,80550000,0.00438327,805500
0.090709776,0.9774390701204538,7233.2640788555145,-0.0029120885,0.0031571817,-0.12453346,1612,0.020218,45.35488448473467,10631,500.0,80600000,0.0027331938,806000
0.09059972,0.96518824249506,7238.017270088196,-0.0028812257,0.007497914,-0.13050878,1613,0.018904,45.299864856151196,11145,500.0,80650000,0.0025909108,806500
0.09107552,0.9866806389763951,7242.55361032486,-0.0031626218,0.001881722,-0.13256839,1614,0.020763999,45.537758251693106,11746,500.0,80700000,0.0029073658,807000
0.09062565,0.9811199735850096,7246.861583948135,-0.002205161,0.0031719767,-0.13759898,1615,0.034698002,45.31282836023829,10874,500.0,80750000,0.0038251523,807500
0.091519535,0.9863198259845376,7251.509530305862,-0.0028648986,0.0015841204,-0.14408131,1616,0.019008,45.75977273709046,11412,500.0,80800000,0.0024262697,808000
0.09040832,0.9820799734443426,7255.946062088013,-0.0028036542,0.0031060015,-0.15163584,1617,0.018276,45.204157997146574,11072,500.0,80850000,0.0024201781,808500
0.091255724,0.9573297686874866,7260.511431455612,-0.0027321198,0.0057164906,-0.15947218,1618,0.015976,45.627860076347496,12345,500.0,80900000,0.0020097573,809000
0.09116452,0.9699189346283674,7264.62094950676,-0.002441624,0.0044367895,-0.16569851,1619,0.021496002,45.582261907162575,11241,500.0,80950000,0.0025880702,809500
0.08948225,0.9350789561867714,7269.1235435009,-0.002692332,0.035129655,-0.16397755,1620,0.063494004,45.00596941799182,11711,499.52,81000000,0.0055549727,810000
0.09143927,0.9856873005628586,7273.444860696793,-0.0024579742,0.0018807959,-0.16179478,1621,0.031650003,45.719631168098424,10971,500.0,81050000,0.0032831277,810500
0.091658436,0.9691557660698891,7278.053549289703,-0.0019383172,0.0039064647,-0.16516137,1622,0.023744002,45.829218682966605,11383,500.0,81100000,0.0026917637,811000
0.09168109,0.9863696377724409,7282.51257109642,-0.0030406455,0.0014124644,-0.169189,1623,0.0154059995,45.84054621296318,10761,500.0,81150000,0.0023305481,811500
0.09143172,0.9380533285439014,7287.217599630356,-0.0025345196,0.009064022,-0.17427588,1624,0.039898,45.715860127328234,10547,500.0,81200000,0.003982465,812000
0.09095854,0.9731505252420902,7292.0075669288635,-0.0028258776,0.005783782,-0.1779903,1625,0.019796,45.47926937773571,12541,500.0,81250000,0.0026016892,812500
0.09058921,0.9808226972818375,7296.044340372086,-0.0030941626,0.003657934,-0.18033615,1626,0.021432,45.29460417838949,11507,500.0,81300000,0.0026760416,813000
0.09088631,0.9844630435109138,7300.4383363723755,-0.0023625013,0.0022025288,-0.18695506,1627,0.014822001,45.44315535522541,10993,500.0,81350000,0.0022566125,813500
0.08950648,0.8858617544174194,7305.041095018387,-0.0023900236,0.061935116,-0.19317353,1628,0.026269998,45.003357346676495,11112,499.53,81400000,0.002948564,814000
0.09128169,0.9232646077871323,7309.58940243721,-0.0024200217,0.014357835,-0.19522426,1629,0.049366,45.640844302893164,11531,500.0,81450000,0.0044932836,814500
0.08974758,0.8929684907197952,7313.974159240723,-0.0030902352,0.062553376,-0.19347587,1630,0.043646,45.23749671266969,10666,499.08,81500000,0.0044720513,815000
0.09028637,0.925990641117096,7318.713018417358,-0.0025498746,0.03597624,-0.1908511,1631,0.047174,45.42864925172213,10837,499.43,81550000,0.004404138,815500
0.09076373,0.9432182982563972,7323.378142118454,-0.0031684735,0.012752141,-0.19111505,1632,0.049296,45.38186692321151,11359,500.0,81600000,0.004399422,816000
0.09096825,0.9608665481209755,7327.832364082336,-0.002970938,0.0077785044,-0.19312188,1633,0.022952002,45.48412329780556,12080,500.0,81650000,0.0027296073,816500
0.090520315,0.9595235176384449,7332.024762630463,-0.0027332124,0.0079561565,-0.1954812,1634,0.033951998,45.260156210519874,11720,500.0,81700000,0.0036906376,817000
0.09076921,0.9424574077129364,7336.348927736282,-0.0029375278,0.016295267,-0.19938402,1635,0.034323998,45.38460858774848,10745,500.0,81750000,0.0037070538,817500
0.09063989,0.9695318602025509,7341.055064916611,-0.0026626291,0.00604734,-0.20162508,1636,0.0297,45.31994176454187,10953,500.0,81800000,0.0033151128,818000
0.091271415,0.9630707502365112,7345.6757164001465,-0.0025355879,0.0068143,-0.20005491,1637,0.017138,45.635709088320766,11501,500.0,81850000,0.0024789434,818500
0.08918013,0.9421265013515949,7350.075991630554,-0.0030845888,0.033930793,-0.20048206,1638,0.028484002,44.94114174560809,11102,499.2,81900000,0.0033104178,819000
0.090965606,0.9742829464375973,7354.6280727386475,-0.0029135626,0.0039659,-0.20150664,1639,0.021996,45.48279940005734,11290,500.0,81950000,0.0026480549,819500
0.09106918,0.9706515017896891,7359.109868764877,-0.0029797638,0.005471489,-0.20599647,1640,0.012442,45.53458930110241,11515,500.0,82000000,0.0018354369,820000
0.09013491,0.9289631396532059,7363.503876447678,-0.0028073627,0.024712956,-0.21053441,1641,0.049569998,45.06745531023511,11294,500.0,82050000,0.004696803,820500
0.090805106,0.9548586532473564,7367.9833471775055,-0.002166879,0.008647842,-0.21069643,1642,0.02692,45.402552955352164,10909,500.0,82100000,0.0030745114,821000
0.091085255,0.979611100628972,7372.6161053180695,-0.0028184375,0.003306444,-0.21084914,1643,0.055973995,45.54262318501959,11763,500.0,82150000,0.004918239,821500
0.09003117,0.9599504843354225,7376.927084207535,-0.0027609454,0.012805591,-0.21440002,1644,0.030784,45.01558497509885,11591,500.0,82200000,0.0033158541,822000
0.091200106,0.983941113576293,7381.303826808929,-0.0030816756,0.002300573,-0.21685734,1645,0.013859999,45.60004918818955,11425,500.0,82250000,0.0020022155,822500
0.0916337,0.9843910234048963,7385.731420278549,-0.0025808022,0.0019259058,-0.22338331,1646,0.026688,45.81685001098638,11608,500.0,82300000,0.003246238,823000
0.09011615,0.9320443570613861,7390.101959705353,-0.0026666888,0.027868792,-0.23006105,1647,0.06357001,45.296246664919494,10898,499.39,82350000,0.0056176316,823500
0.09147986,0.979447515681386,7394.753319740295,-0.003330736,0.0028445884,-0.23303199,1648,0.025608,45.739926586560756,12616,500.0,82400000,0.0030450858,824000
0.09057173,0.9232489243149757,7398.767908811569,-0.0027530068,0.032453347,-0.23622544,1649,0.053364,45.54726126405638,11077,499.41,82450000,0.00480343,824500
0.0911974,0.9806792289018631,7403.329336166382,-0.0027972795,0.0027486603,-0.2398378,1650,0.023548001,45.59870623006867,11421,500.0,82500000,0.0029810178,825000
0.091663584,0.9585732147097588,7407.757313966751,-0.0019577057,0.0047152615,-0.24818607,1651,0.030208,45.831797204231286,11124,500.0,82550000,0.003341651,825500
0.09136878,0.9886910924687982,7412.302190065384,-0.0030001937,0.0013797574,-0.25574762,1652,0.030122,45.684387771299974,11707,500.0,82600000,0.003496382,826000
0.09068514,0.9565417021512985,7416.623849391937,-0.0029355637,0.011862751,-0.25964406,1653,0.042106003,45.342568455705056,10666,500.0,82650000,0.0040406263,826500
0.091296345,0.9244793504476547,7421.360278367996,-0.002698771,0.02881794,-0.26090813,1654,0.068102,45.908977093401354,11447,499.31,82700000,0.005558866,827000
0.09071302,0.9662512913346291,7425.779087543488,-0.0030990685,0.0073850974,-0.25884265,1655,0.026837999,45.3565066771819,10901,500.0,82750000,0.0032018772,827500
0.09092755,0.954436257481575,7430.414706707001,-0.0026166257,0.008762848,-0.25989074,1656,0.056739997,45.46377184117602,10464,500.0,82800000,0.0048932876,828000
0.09041947,0.930692233145237,7435.246469497681,-0.002820808,0.027222445,-0.26457816,1657,0.037189998,45.46519563433985,10725,499.4,82850000,0.0037735081,828500
0.09094753,0.980122247710824,7439.9626841545105,-0.002953079,0.0035369662,-0.26860192,1658,0.030694002,45.47376761293301,10885,500.0,82900000,0.0034005977,829000
0.090846755,0.9666065201163292,7444.605270385742,-0.0030112541,0.009587165,-0.27592477,1659,0.031888,45.42337791202055,10720,500.0,82950000,0.0033762555,829500
0.09129582,0.9863050235435367,7449.31773519516,-0.0026808449,0.0019489788,-0.28312868,1660,0.027192,45.647915077740834,10977,500.0,83000000,0.0031278252,830000
0.09125951,0.9813299123197794,7453.92850112915,-0.0033474732,0.0025320356,-0.29274684,1661,0.03353,45.62975761626245,10668,500.0,83050000,0.0036535568,830500
0.0902455,0.9381962232291698,7458.664062261581,-0.0023532317,0.011433767,-0.3000908,1662,0.055430003,45.12274979349184,10869,500.0,83100000,0.004825981,831000
0.09127807,0.987143493257463,7463.312552928925,-0.0029869333,0.0018338312,-0.30339536,1663,0.016044002,45.63903573527256,11339,500.0,83150000,0.002273088,831500
0.091171,0.9840229358524084,7467.77215886116,-0.003040971,0.0025826567,-0.30776513,1664,0.021922002,45.585503252340295,11145,500.0,83200000,0.002768347,832000
0.089602284,0.9320123717188835,7472.306426048279,-0.0030494407,0.042180434,-0.31179827,1665,0.057792,45.07287407486199,11434,499.48,83250000,0.0053635365,832500
0.091050856,0.9652895405888557,7476.72797369957,-0.002901322,0.006050059,-0.31482783,1666,0.040478002,45.525430076748854,11292,500.0,83300000,0.0037667856,833000
0.09136422,0.9774845577776432,7481.208915710449,-0.0031818897,0.0028055664,-0.3186684,1667,0.032564003,45.68211376788053,12007,500.0,83350000,0.0032848287,833500
0.09076493,0.9429831430315971,7485.431257724762,-0.0024423907,0.014087895,-0.32275963,1668,0.032428,45.38246569101037,11863,500.0,83400000,0.0032768953,834000
0.09038499,0.9842668753117323,7489.695587873459,-0.0031792936,0.0025193274,-0.32469162,1669,0.02321,45.19249615730494,12590,500.0,83450000,0.0029229936,834500
0.09067219,0.8939887583255768,7493.717246770859,-0.0025168827,0.058107413,-0.32904634,1670,0.048248,45.59946077732908,12734,499.5,83500000,0.0045951987,835000
0.09085043,0.965189728885889,7497.6944279670715,-0.0026637584,0.005983118,-0.33093405,1671,0.021782,45.425213324079394,12104,500.0,83550000,0.0028368256,835500
0.08980964,0.9377405345439911,7501.875159740448,-0.002279216,0.017110113,-0.33572707,1672,0.040862,44.90481797277849,11986,500.0,83600000,0.004036189,836000
0.09063379,0.9816844537854195,7506.094726324081,-0.003148409,0.0038830105,-0.3374732,1673,0.029966002,45.31689425076615,11238,500.0,83650000,0.0033032827,836500
0.090971485,0.9457145445048809,7510.5900909900665,-0.0022634934,0.009581039,-0.3397754,1674,0.041602,45.48574357732179,11843,500.0,83700000,0.003955245,837000
0.090861715,0.9500535652041435,7514.859765052795,-0.0023090523,0.012067855,-0.34013215,1675,0.01801,45.43085804802751,10778,500.0,83750000,0.0024214599,837500
0.09040277,0.9773217830806971,7519.553745508194,-0.003268043,0.0039396104,-0.34151393,1676,0.026098002,45.20137735657567,11060,500.0,83800000,0.0032332435,838000
0.09069621,0.95911730453372,7524.123871564865,-0.0025542043,0.016893959,-0.3460405,1677,0.019609999,45.604205657432686,11803,499.21,83850000,0.0026517045,838500
0.09059808,0.9627667926251888,7528.413383722305,-0.0027545097,0.009148508,-0.34479922,1678,0.037272,45.29903347932807,11727,500.0,83900000,0.0038757385,839000
0.08918039,0.9536816067993641,7532.7286014556885,-0.0030946669,0.015373381,-0.34228256,1679,0.028944,44.5901909290372,11708,500.0,83950000,0.0031378237,839500
0.0909615,0.9150426462292671,7537.051255464554,-0.0021545212,0.035070933,-0.34459382,1680,0.022536,45.77330106722009,11632,499.42,84000000,0.0025667823,840000
0.091290675,0.9683867804706097,7541.407419681549,-0.0029509377,0.0039717034,-0.3476402,1681,0.030492002,45.64533647667206,10612,500.0,84050000,0.0034389202,840500
0.09056617,0.9579747132956982,7546.180694818497,-0.0025463765,0.008327579,-0.35447815,1682,0.015109999,45.28308573510192,11654,500.0,84100000,0.0021522243,841000
0.09073467,0.9724313821643591,7550.5267033576965,-0.0026294175,0.004221949,-0.3583234,1683,0.028074,45.367332170978045,11392,500.0,84150000,0.0030263884,841500
0.090245284,0.9345435947179794,7554.965913295746,-0.0025293853,0.01511885,-0.36089942,1684,0.050743997,45.12264567469249,10871,500.0,84200000,0.004694652,842000
0.09037134,0.9703771248459816,7559.6140677928925,-0.0030007076,0.00847999,-0.36019045,1685,0.013052,45.18566798303411,13026,500.0,84250000,0.0017542687,842500
0.091078825,0.9143275320529938,7563.4996428489685,-0.0022697197,0.016194228,-0.3612937,1686,0.026492,45.53941493993576,10838,500.0,84300000,0.002912424,843000
0.09048622,0.9822608679533005,7568.162450313568,-0.0028055436,0.0036754943,-0.36057836,1687,0.025436003,45.24310996333867,11844,500.0,84350000,0.0030962417,843500
0.09151853,0.966481514275074,7572.447976112366,-0.0027867276,0.0044770436,-0.36113554,1688,0.035498,45.759261612919964,11712,500.0,84400000,0.003737505,844000
0.09090758,0.9555410742759705,7576.765525102615,-0.0029992573,0.007169705,-0.3656148,1689,0.034336,45.45379066077512,11289,500.0,84450000,0.0036790562,844500
0.0912826,0.9389714263379574,7581.24258184433,-0.0020577612,0.008931123,-0.36785978,1690,0.02467,45.64129823144549,11016,500.0,84500000,0.0025550998,845000
0.09091127,0.9711182583123446,7585.8329265117645,-0.0026796462,0.0069073588,-0.3667797,1691,0.024160001,45.45563319464229,11118,500.0,84550000,0.0029403616,845500
0.09111489,0.9795585758984089,7590.379196166992,-0.0028167586,0.0028685473,-0.36736375,1692,0.024844,45.55744708688842,11616,500.0,84600000,0.0031064183,846000
0.09053199,0.9579345360398293,7594.733140230179,-0.0030976045,0.007456532,-0.37407702,1693,0.022860002,45.265999161352376,11449,500.0,84650000,0.002491964,846500
0.09131723,0.9780617784708738,7599.14869427681,-0.0026988236,0.0030006827,-0.3794176,1694,0.020808,45.658614635911725,10687,500.0,84700000,0.0026040592,847000
0.090539426,0.928018681704998,7603.878841638565,-0.0029725037,0.029648006,-0.3799033,1695,0.055312,45.52057557842383,11014,499.38,84750000,0.0049760677,847500
0.090523206,0.9365638270974159,7608.467482089996,-0.002253975,0.013126878,-0.37562996,1696,0.035862,45.26160004126245,13025,500.0,84800000,0.003981908,848000
0.09103114,0.9590240940451622,7612.355374574661,-0.0023797492,0.0066694305,-0.37579057,1697,0.038786,45.51557178250132,11296,500.0,84850000,0.003692136,848500
0.090564914,0.9641309529542923,7616.829059839249,-0.0027784433,0.008260912,-0.37870967,1698,0.032638,45.282455510161306,10876,500.0,84900000,0.0033985488,849000
0.09074579,0.9722913336008787,7621.478589773178,-0.0032806708,0.0042349994,-0.38079104,1699,0.029795999,45.372893506809795,10408,500.0,84950000,0.0034465957,849500
0.089948505,0.9346391335129738,7626.333961725235,-0.0030433605,0.032285698,-0.38351196,1700,0.045778,45.25854809944198,11492,499.3,85000000,0.0046707713,850000
