true_reward,explained_variance,time_elapsed,policy_loss,value_loss,policy_entropy,n_updates,clipfrac,ep_reward_mean,fps,ep_len_mean,total_timesteps,approxkl,serial_timesteps
0.08981772,0.9220965877175331,8713.926212072372,-0.002955317,0.064109035,-0.92915887,1948,0.04717,45.51948536707985,11731,498.4,97400000,0.004720792,974000
0.09089753,0.9655013270676136,8718.24076294899,-0.003288906,0.0074324207,-0.9268323,1949,0.021667998,45.448764453958574,11683,500.0,97450000,0.0029246316,974500
0.09188903,0.9792693704366684,8722.571393966675,-0.003017615,0.0025911245,-0.9288465,1950,0.025766,45.94451187598383,11202,500.0,97500000,0.003120102,975000
0.09002798,0.9326348304748535,8727.0846722126,-0.0027410325,0.0414683,-0.9337702,1951,0.039022,45.01399005167397,11395,500.0,97550000,0.003919904,975500
0.08962318,0.9637387096881866,8731.52235031128,-0.0026571222,0.015476786,-0.9349123,1952,0.034673996,44.811589811082904,12277,500.0,97600000,0.0038281996,976000
0.091292165,0.9835920054465532,8735.64409995079,-0.0028830776,0.0022898226,-0.93521404,1953,0.034012,45.64608410655479,11971,500.0,97650000,0.003705612,976500
0.09035142,0.9489967823028564,8739.8693420887,-0.0029379493,0.027147058,-0.9386853,1954,0.055936,45.43385746529735,11490,499.43,97700000,0.005088415,977000
0.09192542,0.9802602250128984,8744.271331071854,-0.0032014952,0.0022963823,-0.94373596,1955,0.028338,45.96271180335407,11232,500.0,97750000,0.0033510805,977500
0.09158479,0.9607832245528698,8748.77285027504,-0.0026558891,0.006668457,-0.950418,1956,0.033095997,45.79239159934766,12919,500.0,97800000,0.003697259,978000
0.09132145,0.9868035074323416,8752.692664146423,-0.0034960047,0.0020335617,-0.95432746,1957,0.033478,45.66072991953084,10705,500.0,97850000,0.0035506194,978500
0.09141692,0.9828857742249966,8757.419289588928,-0.0032254488,0.0024339457,-0.95788634,1958,0.024678001,45.70845737340235,11846,500.0,97900000,0.0030498859,979000
0.08978344,0.9823039956390858,8761.689422607422,-0.0035275735,0.0048387065,-0.9607959,1959,0.037566,44.89171653796358,11163,500.0,97950000,0.0038248256,979500
0.09137787,0.9829842504113913,8766.221185922623,-0.0029941814,0.0026371784,-0.9630431,1960,0.0273,45.68894003644995,11174,500.0,98000000,0.0032904632,980000
0.09102838,0.9779936522245407,8770.74416232109,-0.0035454948,0.0039275275,-0.9635229,1961,0.018758,45.51418917930933,11157,500.0,98050000,0.0022673376,980500
0.09112712,0.9787044357508421,8775.272900819778,-0.0029354752,0.0032162603,-0.9654318,1962,0.017698001,45.563561964913625,10930,500.0,98100000,0.0023732726,981000
0.09109708,0.9812701568007469,8779.89655303955,-0.00273018,0.005151737,-0.9702314,1963,0.042958003,45.54853601120623,11714,500.0,98150000,0.004206018,981500
0.091243654,0.9890290563926101,8784.217005252838,-0.0037386413,0.0015907729,-0.9730917,1964,0.035124004,45.621828249360476,12069,500.0,98200000,0.0037513045,982000
0.09083679,0.9700964987277985,8788.40918135643,-0.0024868124,0.005348683,-0.98105204,1965,0.028450001,45.4183993924895,11300,500.0,98250000,0.0033753708,982500
0.091193214,0.9887640792876482,8792.881675720215,-0.0028515183,0.0017454836,-0.9886079,1966,0.02366,45.59660506213295,10827,500.0,98300000,0.0026717132,983000
0.090940066,0.9859345173463225,8797.548300266266,-0.0030718683,0.0022975407,-0.9964,1967,0.023254,45.470033809338126,10823,500.0,98350000,0.0030835026,983500
0.09188569,0.9858007123693824,8802.21614575386,-0.0028338877,0.001742797,-1.0034546,1968,0.035376005,45.9428446494379,11279,500.0,98400000,0.0036099765,984000
0.091010615,0.9247106462717056,8806.696612596512,-0.0027420626,0.03060613,-1.0092987,1969,0.050392002,45.76421517258386,11251,499.31,98450000,0.004850044,984500
0.09113326,0.9687781520187855,8811.188118696213,-0.0027273628,0.005431669,-1.0113589,1970,0.017784,45.56663034785583,11314,500.0,98500000,0.0023244615,985000
0.09104163,0.967701505869627,8815.658734321594,-0.0031123667,0.006168186,-1.0102733,1971,0.01329,45.52081311235763,11359,500.0,98550000,0.0019419149,985500
0.09154732,0.9874801011756063,8820.11166214943,-0.0029138825,0.0017646991,-1.0108347,1972,0.026797999,45.7736586815028,11349,500.0,98600000,0.0033337944,986000
0.089859694,0.9569053947925568,8824.568927526474,-0.0027082379,0.019737052,-1.0107517,1973,0.051642,44.929849661148985,10814,500.0,98650000,0.0047708135,986500
0.09018597,0.9038538485765457,8829.242868423462,-0.0032009296,0.052623697,-1.0055797,1974,0.07382,45.38996214597668,11563,499.36,98700000,0.006231178,987000
0.090663284,0.9701781831681728,8833.625898122787,-0.0029440946,0.00588666,-1.0023983,1975,0.022708,45.33163974711979,10615,500.0,98750000,0.0027641137,987500
0.09083566,0.9539954476058483,8838.392324447632,-0.0029436052,0.012684387,-1.0015932,1976,0.041652,45.41783385430543,11070,500.0,98800000,0.0040550483,988000
0.092236355,0.954989954829216,8842.95863866806,-0.002596296,0.008237806,-1.0006735,1977,0.046194,46.118177969804094,11590,500.0,98850000,0.0042136363,988500
0.09064969,0.9455905891954899,8847.32248711586,-0.0027138288,0.016085168,-1.0020021,1978,0.032377996,45.32484348914346,10713,500.0,98900000,0.0036169686,989000
0.092325516,0.9866300644353032,8852.045031547546,-0.0027898971,0.0016985468,-1.0023029,1979,0.013124001,46.1627581780471,10630,500.0,98950000,0.0019293387,989500
0.0906967,0.9831983540207148,8856.798498392105,-0.0026233909,0.0030435128,-1.0023317,1980,0.018069997,45.34834987350354,11350,500.0,99000000,0.0024059415,990000
0.09041516,0.949902132153511,8861.252526283264,-0.0032301478,0.021416308,-1.0029911,1981,0.041208,45.20757734234134,10947,500.0,99050000,0.0040171714,990500
0.0897923,0.9617783203721046,8865.870623111725,-0.0028962947,0.01701922,-1.0019872,1982,0.019984001,44.89614764278993,10648,500.0,99100000,0.002463248,991000
0.090696104,0.9617016054689884,8870.614247560501,-0.0028603778,0.013540889,-0.9988529,1983,0.031228,45.34805192594789,12337,500.0,99150000,0.0033607252,991500
0.09161635,0.9646990969777107,8874.716825723648,-0.0027377747,0.0053392136,-0.99652255,1984,0.046587996,45.808174038909456,10273,500.0,99200000,0.0042269416,992000
0.09113803,0.9837879296392202,8879.633579730988,-0.0035252918,0.002382621,-0.99607086,1985,0.013942,45.56901134869313,11534,500.0,99250000,0.0018041048,992500
0.091632634,0.9714604616165161,8884.023980140686,-0.002763134,0.00510789,-0.9962408,1986,0.020030001,45.816322321723874,11082,500.0,99300000,0.0027266569,993000
0.09035731,0.9152519106864929,8888.586537361145,-0.0030570515,0.025856044,-0.99694127,1987,0.030671999,45.17866039293331,10931,500.0,99350000,0.003208879,993500
0.091957636,0.9872813923284411,8893.212760210037,-0.0033337823,0.0015386004,-0.9970315,1988,0.021806,45.97882080534513,11123,500.0,99400000,0.0028160834,994000
0.0908141,0.9872695365920663,8897.757583141327,-0.0036043853,0.0025393604,-1.0020009,1989,0.022084,45.40705422100236,11477,500.0,99450000,0.0029764585,994500
0.090505876,0.9746990147978067,8902.163197517395,-0.002329674,0.0070752976,-1.0108061,1990,0.037836004,45.25293853854928,11577,500.0,99500000,0.003838765,995000
0.0921554,0.9822335932403803,8906.541894674301,-0.0032614202,0.0019845145,-1.0137209,1991,0.022008,46.07770187655749,11835,500.0,99550000,0.0028439225,995500
0.09160916,0.980341449379921,8910.817848205566,-0.003098193,0.002598667,-1.0193746,1992,0.030168,45.804579465811564,10831,500.0,99600000,0.0035331312,996000
0.09104566,0.9744476191699505,8915.49673819542,-0.0033213894,0.00456295,-1.027665,1993,0.031158,45.52283232895927,10403,500.0,99650000,0.0033309932,996500
0.09128204,0.9676728136837482,8920.35415649414,-0.002660041,0.0048304624,-1.0326598,1994,0.036994003,45.64101813900779,10982,500.0,99700000,0.003855198,997000
0.09189346,0.990008320659399,8924.958161354065,-0.00339121,0.0013356159,-1.0394453,1995,0.016414002,45.94672583702588,11466,500.0,99750000,0.0023290354,997500
0.09130777,0.9725515339523554,8929.376782894135,-0.0026643414,0.0036384384,-1.051075,1996,0.034194,45.653881410334655,11492,500.0,99800000,0.0036953122,998000
0.09054723,0.9665345549583435,8933.77443933487,-0.002634079,0.008444397,-1.0587075,1997,0.059653997,45.27361605970771,10874,500.0,99850000,0.005371025,998500
0.09020782,0.9529571793973446,8938.432782649994,-0.0027886755,0.021805093,-1.0579596,1998,0.026562,45.39015230953144,10778,499.34,99900000,0.0032305252,999000
0.09174245,0.9803806729614735,8943.132661819458,-0.0034644012,0.0030278317,-1.05236,1999,0.033476003,45.87122155063924,10913,500.0,99950000,0.0036824867,999500
0.09097757,0.9507572799921036,8947.76519536972,-0.003327101,0.0092009865,-1.0507922,2000,0.02105,45.48878608856961,11794,500.0,100000000,0.0023553893,1000000
0.09168587,0.9242503941059113,8952.053743124008,-0.0029835575,0.028621849,-1.0492905,2001,0.05624,46.09727100823293,10402,499.34,100050000,0.005424414,1000500
0.09134481,0.9805763028562069,8956.913331985474,-0.0029454262,0.0028445632,-1.0499411,2002,0.0151700005,45.672407900551626,9830,500.0,100100000,0.0020048092,1001000
0.09078105,0.9877437613904476,8962.047327756882,-0.0031859993,0.0029098273,-1.0562656,2003,0.02406,45.390524348342225,10940,500.0,100150000,0.0027940772,1001500
0.09187375,0.9736879449337721,8966.67520570755,-0.0032147144,0.0032407087,-1.0615065,2004,0.024146002,45.93687158927345,10315,500.0,100200000,0.0029723938,1002000
0.09131341,0.9855150105431676,8971.570742607117,-0.0031581111,0.0018713813,-1.0643322,2005,0.028859999,45.65670008282639,10372,500.0,100250000,0.0033983216,1002500
0.090874255,0.9840284399688244,8976.439739227295,-0.0036328943,0.0025811691,-1.0715144,2006,0.019248,45.437124159886224,11784,500.0,100300000,0.0024080742,1003000
0.090408504,0.9638189524412155,8980.731290578842,-0.0030787685,0.0076703923,-1.0802382,2007,0.038929995,45.20425139102803,11834,500.0,100350000,0.0039957133,1003500
0.09071147,0.9019944816827774,8985.005598545074,-0.0026367945,0.041438818,-1.0836192,2008,0.038782,45.61882680422838,11217,499.29,100400000,0.0041628717,1004000
0.09157212,0.9670961014926434,8989.512494564056,-0.0027643426,0.00497293,-1.0846583,2009,0.021684,45.78605912851644,11231,500.0,100450000,0.0027652052,1004500
0.09190508,0.9839361142367125,8994.013950824738,-0.0028746005,0.0019170537,-1.0903193,2010,0.014592001,45.95253834088886,10378,500.0,100500000,0.0020599011,1005000
0.09109407,0.9433848038315773,8998.87977361679,-0.0028786715,0.012150219,-1.0951993,2011,0.055544,45.54703392189078,10439,500.0,100550000,0.0051683304,1005500
0.091675125,0.9650135226547718,9003.72195315361,-0.0031247784,0.004666318,-1.100054,2012,0.033972003,45.83756670464887,11489,500.0,100600000,0.003627257,1006000
0.09072525,0.9440301060676575,9008.131128072739,-0.0026199839,0.011602284,-1.1025333,2013,0.057339996,45.36262625992233,12469,500.0,100650000,0.0051883203,1006500
0.092512265,0.9817735757678747,9012.191251277924,-0.0028097797,0.0020334658,-1.098374,2014,0.027928,46.25613332042718,10994,500.0,100700000,0.003346416,1007000
0.09175306,0.9820567108690739,9016.792854309082,-0.0031197486,0.0029162983,-1.0985136,2015,0.044706,45.876531373242415,11591,500.0,100750000,0.004181405,1007500
0.09054635,0.9449342489242554,9021.154846906662,-0.0026962182,0.016616933,-1.1023018,2016,0.031804003,45.273171982035436,11849,500.0,100800000,0.0036148995,1008000
0.08982688,0.9436185508966446,9025.4291036129,-0.0032325997,0.032843474,-1.1023777,2017,0.021232,45.226763622188734,10952,499.3,100850000,0.0025747158,1008500
0.09043355,0.9281196445226669,9030.043024778366,-0.0024043538,0.029852439,-1.1034145,2018,0.045022003,45.457232948672406,10263,499.39,100900000,0.0042704605,1009000
0.090173006,0.916951060295105,9034.967195749283,-0.0027558252,0.04118869,-1.1016127,2019,0.043296,45.36300448549191,11395,499.39,100950000,0.004472378,1009500
0.08914036,0.9308290258049965,9039.403331279755,-0.0031112223,0.053711496,-1.0976019,2020,0.053524,44.57017786279328,11794,500.0,101000000,0.004964517,1010000
0.090597354,0.9849102571606636,9043.695275306702,-0.003035296,0.0032946833,-1.0956091,2021,0.028874,45.29867783903008,10684,500.0,101050000,0.0034872512,1010500
0.091114186,0.9425358921289444,9048.423603534698,-0.0025062393,0.013203044,-1.097466,2022,0.037724,45.557089383488076,11716,500.0,101100000,0.0038564343,1011000
0.09166371,0.948012076318264,9052.740875720978,-0.0029774045,0.01389436,-1.0984292,2023,0.053342003,45.831859259561604,11300,500.0,101150000,0.004821595,1011500
0.09108421,0.98060124181211,9057.214301109314,-0.002870443,0.0026229084,-1.0995266,2024,0.024598,45.54210164548749,10591,500.0,101200000,0.0027459548,1012000
0.09165674,0.9804841447621584,9061.985172510147,-0.0030930694,0.0028899207,-1.1023498,2025,0.024094,45.82836507020547,11261,500.0,101250000,0.0029783251,1012500
0.091532625,0.9808668103069067,9066.472999095917,-0.0029311175,0.0025991814,-1.1032851,2026,0.016064,45.76631149578543,11009,500.0,101300000,0.0023010129,1013000
0.0915491,0.9833700004965067,9071.070308923721,-0.0033857326,0.0020506443,-1.1056014,2027,0.01673,45.774555009575145,11088,500.0,101350000,0.0022389616,1013500
0.09109943,0.9805099815130234,9075.631980895996,-0.002926285,0.002825427,-1.1086705,2028,0.018911999,45.549714516135595,11935,500.0,101400000,0.0026294258,1014000
0.0909235,0.9622384794056416,9079.870899915695,-0.0034258894,0.007883059,-1.1123507,2029,0.025034,45.46175305074999,10861,500.0,101450000,0.0029802932,1014500
0.09178991,0.9813549146056175,9084.523827791214,-0.0032165896,0.0023613025,-1.1160799,2030,0.028160002,45.894956783053146,11647,500.0,101500000,0.003239905,1015000
0.091560975,0.9872156772762537,9088.871746778488,-0.0031641156,0.0017937582,-1.1211277,2031,0.033376,45.78049020166225,10977,500.0,101550000,0.0037127167,1015500
0.0917327,0.9638221561908722,9093.481357574463,-0.002757803,0.006407663,-1.122938,2032,0.015838,45.86635353420725,11662,500.0,101600000,0.0022744718,1016000
0.09168411,0.9810921233147383,9097.825392246246,-0.0029638642,0.00353931,-1.1271698,2033,0.024044,45.84205406854875,11522,500.0,101650000,0.00285182,1016500
0.09080937,0.9537881873548031,9102.214919805527,-0.002921901,0.008185024,-1.1335896,2034,0.022704,45.40468086969524,10472,500.0,101700000,0.0025717546,1017000
0.09163325,0.9844543542712927,9107.038330316544,-0.0029984417,0.0032435649,-1.1397096,2035,0.023486001,45.81663054553197,12011,500.0,101750000,0.0027371736,1017500
0.090997875,0.9789681695401669,9111.251632213593,-0.0026417687,0.003594682,-1.1444616,2036,0.036324,45.4989285914271,11929,500.0,101800000,0.003784699,1018000
0.08997547,0.9427396394312382,9115.49127316475,-0.0027020338,0.02862434,-1.1477581,2037,0.031636,45.229794938708146,11038,499.38,101850000,0.0034270063,1018500
0.0908221,0.9848205801099539,9120.075541973114,-0.0030571094,0.0032049422,-1.1478274,2038,0.029996002,45.4110500137919,11558,500.0,101900000,0.003450511,1019000
0.09166379,0.9889337262138724,9124.45190668106,-0.003018064,0.0013908322,-1.1489666,2039,0.015664,45.83189432860727,12050,500.0,101950000,0.0022556777,1019500
0.09022526,0.9489906616508961,9128.657700777054,-0.0025371546,0.015275581,-1.1510026,2040,0.026834,45.11262394095294,11874,500.0,102000000,0.0029436774,1020000
0.0906546,0.9573497734963894,9132.919279813766,-0.0026741056,0.011975477,-1.150394,2041,0.018172,45.32730026712359,12275,500.0,102050000,0.0026002137,1020500
0.09219916,0.9862822471186519,9137.041956186295,-0.0037593122,0.0015444711,-1.1478008,2042,0.030383999,46.09958081862818,11351,500.0,102100000,0.00336406,1021000
0.08918726,0.9339068606495857,9141.50222158432,-0.0035945517,0.03292041,-1.1480315,2043,0.049488,44.84406122144661,10356,499.32,102150000,0.0047203046,1021500
0.09182303,0.9825385082513094,9146.392107486725,-0.0028193826,0.002584814,-1.1494445,2044,0.031564,45.91151479220938,11350,500.0,102200000,0.0032082342,1022000
0.09095128,0.9765629675239325,9150.845523118973,-0.0026558093,0.0043350845,-1.1564825,2045,0.023074,45.475637213466655,11178,500.0,102250000,0.0028671767,1022500
0.089611426,0.9414005652070045,9155.366154670715,-0.002922941,0.029559541,-1.1613905,2046,0.02186,45.04082528324985,12053,499.52,102300000,0.002613825,1023000
0.091560125,0.9860320556908846,9159.56296658516,-0.0036086612,0.0017412469,-1.1610895,2047,0.012848,45.78006456301413,11242,500.0,102350000,0.0019227148,1023500
0.09107079,0.9810971170663834,9164.064977407455,-0.0027166295,0.003771148,-1.1700021,2048,0.03116,45.53539277755677,11202,500.0,102400000,0.0032687963,1024000
0.09151099,0.9763215854763985,9168.577508687973,-0.0027894527,0.0035178512,-1.1761357,2049,0.022408,45.75549130106725,11311,500.0,102450000,0.0027950306,1024500
0.09093958,0.967146348208189,9173.059956789017,-0.003142874,0.007657773,-1.1793591,2050,0.024824,45.469787118347156,11795,500.0,102500000,0.0031043305,1025000
0.09176894,0.9388913363218307,9177.349739313126,-0.0027604173,0.00858011,-1.1838205,2051,0.027532,45.88446940192036,10807,500.0,102550000,0.0031572648,1025500
0.09157681,0.9839883167296648,9182.031527280807,-0.0029409383,0.0021569445,-1.1863385,2052,0.01228,45.78840241159154,10714,500.0,102600000,0.0020599314,1026000
0.09218682,0.9694311246275902,9186.752267837524,-0.0026288293,0.003532058,-1.1915872,2053,0.021194,46.09341376763994,11224,500.0,102650000,0.0025366298,1026500
0.091005936,0.930823914706707,9191.254348516464,-0.0032872553,0.016426416,-1.1958383,2054,0.032293998,45.50297267251663,11702,500.0,102700000,0.0038174558,1027000
0.09103607,0.9404170140624046,9195.57526731491,-0.0030658022,0.012287524,-1.1972831,2055,0.064214006,45.51802950525112,10821,500.0,102750000,0.0056575323,1027500
0.091824055,0.9863959047943354,9200.253081560135,-0.0029013641,0.0016650514,-1.1989758,2056,0.04466,45.912021417735176,10564,500.0,102800000,0.004197073,1028000
0.09144031,0.963204450905323,9205.034932851791,-0.0030096932,0.0052683903,-1.2014233,2057,0.03854,45.720158043492866,10116,500.0,102850000,0.004157651,1028500
0.091331005,0.9638442546129227,9210.033681631088,-0.0025823773,0.0067594834,-1.202432,2058,0.046338,45.66550192494047,11235,500.0,102900000,0.004303389,1029000
0.09099854,0.9532707259058952,9214.532527446747,-0.002689112,0.008143614,-1.2032382,2059,0.036348,45.49927112063534,10815,500.0,102950000,0.003592226,1029500
0.09052792,0.9651178307831287,9219.21042752266,-0.0027770342,0.00823363,-1.2031767,2060,0.033004,45.263957014311835,11116,500.0,103000000,0.0037285388,1030000
0.09026484,0.939656101167202,9223.760869503021,-0.0025713253,0.019190583,-1.2059813,2061,0.041198,45.13242298389487,10722,500.0,103050000,0.004069346,1030500
0.09038167,0.9601878300309181,9228.471170663834,-0.0036272178,0.007730379,-1.2097237,2062,0.043146003,45.190838447359944,11025,500.0,103100000,0.0042855362,1031000
0.09057914,0.925352618098259,9233.055489063263,-0.0029408324,0.027462184,-1.2100554,2063,0.073602,45.53063547039557,10946,499.31,103150000,0.00613547,1031500
0.09161625,0.9499248154461384,9237.670919656754,-0.00318539,0.0075361794,-1.211448,2064,0.042068,45.808125091556306,10220,500.0,103200000,0.004229988,1032000
0.091379814,0.9809379130601883,9242.611896038055,-0.0034561963,0.002746627,-1.2150848,2065,0.024076,45.68990573256708,10527,500.0,103250000,0.002699294,1032500
0.09007774,0.9505251422524452,9247.41077876091,-0.0029048014,0.0154719055,-1.2207816,2066,0.021186,45.038873877379025,10628,500.0,103300000,0.0025426578,1033000
0.091374755,0.9700280837714672,9252.166098356247,-0.002578764,0.0045512016,-1.2285595,2067,0.029018,45.68737754212549,11135,500.0,103350000,0.0035418253,1033500
0.09123539,0.9717712216079235,9256.704662799835,-0.0028078507,0.0040819016,-1.2391415,2068,0.032706,45.61769331920552,10550,500.0,103400000,0.0032974738,1034000
0.090846315,0.9710647389292717,9261.503448486328,-0.0027297027,0.009211611,-1.2450442,2069,0.040742002,45.423156786635516,10639,500.0,103450000,0.0038945277,1034500
0.0914224,0.9735670574009418,9266.251493215561,-0.0022936848,0.0036633096,-1.2477026,2070,0.033038,45.711199505816914,11173,500.0,103500000,0.0037472106,1035000
0.09185342,0.9595603831112385,9270.77669620514,-0.0025598817,0.0049315863,-1.2514405,2071,0.043028,45.92670935270871,11194,500.0,103550000,0.0044151368,1035500
0.09131607,0.9856537748128176,9275.293633937836,-0.0028267386,0.0018699858,-1.251755,2072,0.043112002,45.65803154996791,10679,500.0,103600000,0.0042752996,1036000
0.09144065,0.9610708728432655,9280.025317430496,-0.0023944343,0.006627529,-1.2514832,2073,0.04294,45.720326968046464,11567,500.0,103650000,0.0041055675,1036500
0.09081482,0.9269803315401077,9284.398020982742,-0.0030588354,0.012967276,-1.2489792,2074,0.039668,45.40741486230945,11275,500.0,103700000,0.0039429003,1037000
0.09108569,0.9856830518692732,9288.886017799377,-0.0031665233,0.0025143698,-1.2482394,2075,0.052144,45.54284449523711,10202,500.0,103750000,0.0046518925,1037500
0.09162474,0.9818264432251453,9293.846342086792,-0.0029433337,0.0025586158,-1.2493893,2076,0.027083999,45.812366015225486,12044,500.0,103800000,0.0030138649,1038000
0.09082034,0.981992581859231,9298.045047283173,-0.0027455392,0.0030827858,-1.253428,2077,0.020065999,45.41016868590828,11474,500.0,103850000,0.0026891422,1038500
0.09128794,0.9887524889782071,9302.464356422424,-0.002903193,0.0017077776,-1.2586062,2078,0.024774,45.64397251533974,11218,500.0,103900000,0.0031779855,1039000
0.09145045,0.9776873625814915,9306.988389492035,-0.0024832536,0.0035602003,-1.2657155,2079,0.032128,45.72522592419948,11241,500.0,103950000,0.0035900425,1039500
0.09078081,0.9686578288674355,9311.486130475998,-0.0023710593,0.005369801,-1.2695532,2080,0.02309,45.390404962920094,11130,500.0,104000000,0.0028840187,1040000
0.09144912,0.9662692844867706,9316.034309625626,-0.002502059,0.0047197235,-1.2731636,2081,0.019614,45.7245624764833,11494,500.0,104050000,0.0025134466,1040500
0.090154625,0.9488690309226513,9320.435011863708,-0.00258786,0.010730722,-1.2765341,2082,0.031876,45.077316777107136,12180,500.0,104100000,0.003508456,1041000
0.0907275,0.9391885735094547,9324.586186885834,-0.0034314494,0.017898297,-1.2805277,2083,0.06613801,45.36375024096756,10947,500.0,104150000,0.0056789834,1041500
0.091055244,0.9733351897448301,9329.211908102036,-0.0026720257,0.0045448286,-1.2821057,2084,0.015124001,45.527620338639025,10946,500.0,104200000,0.002126034,1042000
0.09142551,0.9739552270621061,9333.827017307281,-0.0028933422,0.0035268615,-1.2878911,2085,0.028974002,45.71275563895615,12224,500.0,104250000,0.003388131,1042500
0.09135991,0.9836503639817238,9337.967149734497,-0.0036017834,0.0026392804,-1.2941045,2086,0.031766,45.679952819780176,11481,500.0,104300000,0.0036188872,1043000
0.09129105,0.9513110406696796,9342.370997905731,-0.002690017,0.014063099,-1.2978404,2087,0.046914,45.64552536187992,10849,500.0,104350000,0.0046469956,1043500
0.091484636,0.9812311548739672,9347.032130241394,-0.0034456472,0.002833554,-1.2982279,2088,0.020456,45.74232130440384,10926,500.0,104400000,0.0028699716,1044000
0.09195169,0.9861012240871787,9351.65982246399,-0.0030735254,0.0016027011,-1.3053749,2089,0.018280001,45.97584688009718,11933,500.0,104450000,0.0025324114,1044500
0.09193068,0.9881744561716914,9355.903242349625,-0.0031835816,0.0015131114,-1.3152595,2090,0.031551994,45.9653438467117,10923,500.0,104500000,0.0035212808,1045000
0.09148342,0.9636430889368057,9360.541993618011,-0.0025325546,0.0049054977,-1.3228225,2091,0.03173,45.7417117900479,10924,500.0,104550000,0.0032636437,1045500
0.09168306,0.9852930512279272,9365.16762638092,-0.0028109993,0.0018348865,-1.3274602,2092,0.025861999,45.84152376263406,11893,500.0,104600000,0.0031891316,1046000
0.09171971,0.986254365183413,9369.42517209053,-0.0032748065,0.0018875453,-1.3341546,2093,0.017346,45.85985416052838,12599,500.0,104650000,0.002467717,1046500
0.091917604,0.9771569967269897,9373.44370007515,-0.0029340803,0.002602896,-1.3425719,2094,0.018882,45.95880334726826,11303,500.0,104700000,0.0024524117,1047000
0.09131814,0.9811675883829594,9377.92209815979,-0.0032603093,0.0023597968,-1.3484119,2095,0.021318,45.65906458552679,10915,500.0,104750000,0.002719738,1047500
0.091269046,0.9318918809294701,9382.557094335556,-0.0023134695,0.024330767,-1.3488635,2096,0.035658,45.860785392896,10979,499.49,104800000,0.003827418,1048000
0.09065767,0.9674364812672138,9387.162300109863,-0.0036139726,0.006293385,-1.3464661,2097,0.029737998,45.32882908290374,11857,500.0,104850000,0.0034164719,1048500
0.09194077,0.9898063568398356,9391.435278177261,-0.0028897102,0.0011595084,-1.3470687,2098,0.020518,45.97039130866646,11302,500.0,104900000,0.0026929458,1049000
0.091148525,0.9871731447055936,9395.915489912033,-0.0031888958,0.0018126409,-1.3497207,2099,0.01674,45.57425918359871,10564,500.0,104950000,0.0020727944,1049500
0.09122244,0.9417740181088448,9400.738677978516,-0.002930027,0.011892504,-1.3555977,2100,0.03518,45.611220322394075,10985,500.0,105000000,0.0038952634,1050000
0.09059505,0.9790243562310934,9405.353085517883,-0.0030094301,0.0063172495,-1.3608305,2101,0.019069998,45.29752754768453,11330,500.0,105050000,0.0028989434,1050500
0.09120866,0.9852273585274816,9409.81826210022,-0.0036403511,0.0020401564,-1.3651803,2102,0.022548001,45.60433007916301,11912,500.0,105100000,0.00253647,1051000
0.091547005,0.9718878343701363,9414.063152074814,-0.003216374,0.0034864545,-1.372151,2103,0.030998,45.77350218937101,11347,500.0,105150000,0.0034573171,1051500
0.09056473,0.9239583015441895,9418.521034240723,-0.003190638,0.027209079,-1.3756897,2104,0.037646003,45.28236150470697,10245,500.0,105200000,0.0039788983,1052000
0.090595916,0.9236986711621284,9423.458495616913,-0.0026503599,0.03740848,-1.3765094,2105,0.042306,45.60942528011321,11138,499.14,105250000,0.0041434127,1052500
0.09084449,0.9404262043535709,9427.996931552887,-0.0021958777,0.014635501,-1.375828,2106,0.042225998,45.42224977237565,11062,500.0,105300000,0.004182449,1053000
0.090789065,0.9735493343323469,9432.565762043,-0.0023063738,0.0054771844,-1.3743482,2107,0.017468,45.394527236327065,11398,500.0,105350000,0.0022170437,1053500
0.09212932,0.9698907043784857,9437.005604982376,-0.0032685313,0.003211605,-1.3760078,2108,0.02546,46.06465762957003,10923,500.0,105400000,0.0029260258,1054000
0.091526926,0.9856461333110929,9441.653909444809,-0.003009528,0.0016502416,-1.377642,2109,0.021096,45.76346167554062,10878,500.0,105450000,0.0027633107,1054500
0.090756156,0.9583572968840599,9446.30101966858,-0.002778497,0.0065849954,-1.3816919,2110,0.028168002,45.37808239206274,10887,500.0,105500000,0.003238269,1055000
0.09058272,0.9572084359824657,9450.942880392075,-0.0030512908,0.011504463,-1.3804623,2111,0.053960003,45.29135965185439,11035,500.0,105550000,0.004808627,1055500
0.09032886,0.9772064238786697,9455.531824588776,-0.002691064,0.0053401273,-1.3763403,2112,0.020615999,45.16442791588619,10969,500.0,105600000,0.0024141269,1056000
0.0916613,0.9716935083270073,9460.144148111343,-0.0027543008,0.004043626,-1.376581,2113,0.04036,45.83064394730596,11385,500.0,105650000,0.004227699,1056500
0.09027957,0.8995132893323898,9464.586287975311,-0.0029671395,0.044694316,-1.3784609,2114,0.088896,45.39002323060102,11033,499.44,105700000,0.0073615722,1057000
0.09042243,0.9285008460283279,9469.180082798004,-0.003157402,0.03453163,-1.3777027,2115,0.053076,45.43426754874834,12701,499.41,105750000,0.0049148137,1057500
0.09138252,0.9723023660480976,9473.165883779526,-0.0028650716,0.0043704226,-1.3780688,2116,0.035562,45.691257230921856,12268,500.0,105800000,0.0036505782,1058000
