total_timesteps,serial_timesteps,ep_reward_mean,ep_len_mean,true_reward,policy_entropy,explained_variance,approxkl,policy_loss,fps,value_loss,clipfrac,n_updates,time_elapsed
42600000,426000,45.74177689147327,487.66,0.09294781,2.7055333,0.9553647860884666,0.0043586465,-0.0028444408,10004,0.048432637,0.042174,852,4307.064783334732
42650000,426500,45.856096654830544,490.17,0.09307379,2.7002492,0.9753126855939627,0.003165885,-0.003513456,9927,0.022394018,0.029117998,853,4312.12822842598
42700000,427000,45.83801278991816,489.38,0.09295412,2.6979892,0.9604114294052124,0.0035232853,-0.003492115,9991,0.03664606,0.030664003,854,4317.253472805023
42750000,427500,45.659884004058405,490.43,0.0926504,2.698533,0.9632331021130085,0.0038655952,-0.0041644657,10043,0.0355306,0.035246,855,4322.32212471962
42800000,428000,46.10101317212242,491.07,0.09338287,2.701612,0.968293659389019,0.0032800022,-0.0028501314,10011,0.025817776,0.026406,856,4327.363260507584
42850000,428500,45.99256225794838,491.54,0.093116954,2.7019162,0.9481024406850338,0.0039030511,-0.0033333127,10035,0.040570863,0.0335,857,4332.420290708542
42900000,429000,45.84574844615592,490.85,0.092974626,2.7019758,0.9598218090832233,0.004265452,-0.002349158,9998,0.032903813,0.040702,858,4337.501071214676
42950000,429500,45.6637182337091,491.27,0.09254894,2.6997678,0.971582256257534,0.0025649834,-0.0031005885,10069,0.027257046,0.020244,859,4342.617224931717
43000000,430000,44.621402808726415,475.71,0.08471469,2.696895,0.9371592551469803,0.0030398797,-0.0033056089,10060,0.45286426,0.023774002,860,4347.658375740051
43050000,430500,46.48702901348006,492.12,0.093985595,2.6954176,0.9551879800856113,0.0020085373,-0.0030904373,10046,0.03568389,0.013714001,861,4352.6917045116425
43100000,431000,45.474820951467194,491.63,0.092110515,2.6890035,0.9727940801531076,0.0055625453,-0.002727506,10068,0.029065788,0.061006,862,4357.730756521225
43150000,431500,46.37984098938017,491.83,0.09376893,2.6808715,0.9715038761496544,0.003118423,-0.0029850774,9991,0.021056438,0.02728,863,4362.768970012665
43200000,432000,46.21911027169117,489.82,0.093269676,2.6741045,0.9723207131028175,0.002121,-0.002939574,10052,0.030628394,0.0163,864,4367.857298374176
43250000,432500,45.95701414531825,489.78,0.093133084,2.6740277,0.9582360051572323,0.0044158567,-0.0026189242,10036,0.039788045,0.044214003,865,4372.899080753326
43300000,433000,46.337064176987624,491.83,0.09381192,2.6759527,0.9596728011965752,0.004592868,-0.002953489,10014,0.031550195,0.047064,866,4377.967750072479
43350000,433500,45.80678014627272,489.11,0.09305256,2.673547,0.9667492806911469,0.0026911818,-0.00285496,9956,0.03397394,0.021213999,867,4383.022190332413
43400000,434000,45.77966345836919,491.72,0.092717715,2.672774,0.9653535783290863,0.002869959,-0.0031355396,10007,0.03019027,0.024656001,868,4388.112916707993
43450000,434500,46.073716109630475,492.31,0.09322755,2.671839,0.9701535906642675,0.003578055,-0.0025985935,9934,0.024097886,0.031208,869,4393.175034761429
43500000,435000,45.93576801700599,488.94,0.09337602,2.6636374,0.9772443771362305,0.004603163,-0.0030697207,9971,0.02205236,0.048086,870,4398.272824287415
43550000,435500,46.10259607720189,489.94,0.093589015,2.659008,0.9662426188588142,0.0028536906,-0.0031357817,9981,0.028997054,0.021846,871,4403.349161863327
43600000,436000,45.28017255319923,490.24,0.0917911,2.6567445,0.9566146247088909,0.0045655617,-0.0034658848,9982,0.04553371,0.041738,872,4408.424198150635
43650000,436500,46.059204721562345,491.42,0.09335464,2.657186,0.9628313593566418,0.0035509854,-0.0027674974,9975,0.030574923,0.032415997,873,4413.495816230774
43700000,437000,45.54645930456165,487.35,0.092811204,2.654837,0.965691864490509,0.004614921,-0.0031974032,9989,0.03929615,0.045132,874,4418.5829520225525
43750000,437500,45.41716354096948,484.44,0.0867412,2.652102,0.9258710816502571,0.0053792046,-0.0018395964,9979,0.40091878,0.0551,875,4423.655165672302
43800000,438000,45.898331760707954,490.42,0.09219556,2.6515183,0.9718479048460722,0.0039263633,-0.0031684164,9952,0.03524769,0.036344,876,4428.765975952148
43850000,438500,44.686100965846414,486.98,0.09039533,2.6515546,0.9724671337753534,0.0024942406,-0.0026260659,10011,0.05669555,0.018268,877,4433.86457824707
43900000,439000,45.77646915379126,487.17,0.093321994,2.651244,0.9659088887274265,0.0027718414,-0.0034672276,9993,0.035659574,0.02564,878,4438.928734540939
43950000,439500,46.36037660651637,494.11,0.09355917,2.6525588,0.9673936143517494,0.0042736875,-0.002514032,10019,0.019864643,0.04411,879,4443.99573135376
44000000,440000,46.13405139036593,491.48,0.09346227,2.6506727,0.9761324804276228,0.0027840978,-0.002728546,10042,0.018849488,0.02126,880,4449.050745487213
44050000,440500,45.91843538053988,491.86,0.0930088,2.650131,0.9686592072248459,0.0047819875,-0.0030572827,9999,0.025984447,0.051716,881,4454.0938494205475
44100000,441000,45.85528469558094,490.78,0.093017355,2.6480215,0.9635464660823345,0.0029787235,-0.0025818467,9968,0.03205438,0.026757997,882,4459.167030096054
44150000,441500,45.75544007827411,486.77,0.093045615,2.6469107,0.9608683474361897,0.0027189995,-0.0032320102,10010,0.04185537,0.023044,883,4464.2484612464905
44200000,442000,45.72931241533508,494.1,0.09229248,2.6502764,0.9699886832386255,0.004726268,-0.0023336732,10003,0.025945922,0.048671998,884,4469.320070743561
44250000,442500,46.35489259487454,493.28,0.09364035,2.650186,0.9566480554640293,0.0029998033,-0.0025978186,10055,0.028384423,0.026392002,885,4474.383488416672
44300000,443000,46.18545912674163,491.32,0.09308286,2.646054,0.9514918550848961,0.0028551233,-0.0029295112,9955,0.05231172,0.020392,886,4479.426713943481
44350000,443500,46.55178112593385,493.24,0.09397966,2.6440902,0.9551351852715015,0.004247069,-0.0030871357,9956,0.02798577,0.040598,887,4484.556351423264
44400000,444000,45.4867746032423,487.78,0.09271085,2.642591,0.9638522267341614,0.004841649,-0.0033412538,9977,0.040652793,0.049262,888,4489.645069360733
44450000,444500,45.74504893300065,489.96,0.0927054,2.6438649,0.9714920166879892,0.004393165,-0.0028906926,9974,0.029658327,0.041584,889,4494.720652103424
44500000,445000,45.98704318894474,491.91,0.092978105,2.6415322,0.9578230865299702,0.003257671,-0.0027852214,10097,0.032542516,0.027146,890,4499.805285453796
44550000,445500,45.66530655809847,492.21,0.09243145,2.6351113,0.9728739764541388,0.0026617597,-0.0035862126,9985,0.025622383,0.021871999,891,4504.819050073624
44600000,446000,45.80752326905495,485.91,0.08826309,2.6270852,0.9570588245987892,0.0040439377,-0.0003217135,10054,0.34924737,0.027473997,892,4509.88792681694
44650000,446500,45.999091743401,490.33,0.09325176,2.623654,0.9717417564243078,0.005224828,-0.0028014495,10016,0.023597311,0.056305997,893,4514.945518732071
44700000,447000,45.799254607875575,489.92,0.09294831,2.6190681,0.9614487923681736,0.004292725,-0.0034207527,10066,0.038061153,0.041874,894,4520.001666307449
44750000,447500,45.8046020192314,490.36,0.092956185,2.6126251,0.9641741923987865,0.0038612746,-0.0029005178,10022,0.034574308,0.035297997,895,4525.030807495117
44800000,448000,45.95146005128277,487.4,0.093481764,2.605917,0.9758606441318989,0.0026378059,-0.0035195607,10060,0.025388736,0.023786,896,4530.0841381549835
44850000,448500,46.18951543684163,490.57,0.093703076,2.6014984,0.9742253869771957,0.0035213088,-0.0033568374,9927,0.023716994,0.030981999,897,4535.1172087192535
44900000,449000,45.58828313078615,489.1,0.092701055,2.5980134,0.9682906046509743,0.0036258523,-0.0027648238,10003,0.034269787,0.03215,898,4540.226222515106
44950000,449500,45.71514166248315,491.1,0.09267776,2.5936217,0.9683173708617687,0.0050235055,-0.0026116981,10016,0.031309757,0.054722,899,4545.296808004379
45000000,450000,45.991713970625824,490.78,0.09311982,2.5906272,0.9709097910672426,0.0030216058,-0.003150784,10053,0.026537215,0.024,900,4550.35878610611
45050000,450500,45.85137358471162,488.09,0.09324672,2.58301,0.9675454311072826,0.0020048413,-0.002562053,9996,0.03593325,0.015010001,901,4555.395614385605
45100000,451000,45.75731687232496,491.21,0.09274045,2.5757015,0.9582802914083004,0.0034960583,-0.003872782,10087,0.03850048,0.031216,902,4560.4625742435455
45150000,451500,46.3608764854676,492.94,0.09369541,2.569988,0.9780980236828327,0.004508341,-0.0026507848,10033,0.015772587,0.04498,903,4565.481843471527
45200000,452000,45.86493346805037,486.75,0.0904371,2.562674,0.9493165463209152,0.003733237,-0.003921707,10039,0.1840626,0.02509,904,4570.563519239426
45250000,452500,45.93454176713882,490.46,0.09300458,2.5605922,0.9657547883689404,0.0040844996,-0.0032035261,10081,0.031025317,0.039336003,905,4575.607535362244
45300000,453000,45.898766425272555,489.44,0.09328745,2.5562434,0.9666442424058914,0.0034286012,-0.003670827,10089,0.032502417,0.030244002,906,4580.641546487808
45350000,453500,45.50723808765186,490.63,0.09227435,2.5494552,0.967329565435648,0.0038654886,-0.0031470477,10012,0.032552935,0.035182,907,4585.678669929504
45400000,454000,45.92653936357579,490.95,0.0931233,2.5447326,0.9706940930336714,0.004451341,-0.0035403098,9992,0.027380068,0.050075997,908,4590.743194818497
45450000,454500,46.0268914306174,490.53,0.09339328,2.5410182,0.9496938176453114,0.003521402,-0.0034016897,10016,0.04233872,0.030462002,909,4595.807908296585
45500000,455000,45.47346833269519,487.24,0.09158539,2.536755,0.9571811221539974,0.003103396,-0.003551342,10055,0.059921224,0.025542,910,4600.903674125671
45550000,455500,45.431376393456155,489.96,0.092235476,2.5340407,0.9655157215893269,0.0023146458,-0.0031882147,10019,0.0361348,0.017526,911,4605.965739250183
45600000,456000,45.50803426404862,483.54,0.09352632,2.535996,0.9527193009853363,0.003955572,-0.0031311817,10059,0.048493702,0.03814,912,4611.043653011322
45650000,456500,46.02950732621765,490.47,0.09327724,2.5428128,0.9610036388039589,0.0044361698,-0.0023009176,9987,0.036023166,0.042256,913,4616.077884435654
45700000,457000,45.776334429063496,491.41,0.092692636,2.5491204,0.967288214713335,0.002130175,-0.0034518074,10038,0.027123969,0.019274,914,4621.151601552963
45750000,457500,45.77982039465236,490.15,0.09290142,2.5491712,0.9758081380277872,0.0037217601,-0.0032668286,10041,0.024690373,0.034474,915,4626.197016239166
45800000,458000,45.238031594206625,480.07,0.09371646,2.5475764,0.953922301530838,0.006897171,-0.0018389632,10094,0.04300289,0.089039996,916,4631.24143409729
45850000,458500,45.18847586616279,492.22,0.091451846,2.5450644,0.968600694090128,0.0033362806,-0.003130883,10007,0.03669151,0.029716,917,4636.265306472778
45900000,459000,45.51490988062704,488.75,0.088246234,2.5415587,0.930933304131031,0.0044081504,-0.0019489682,10024,0.29135138,0.042514,918,4641.326218128204
45950000,459500,45.59831776987841,489.5,0.091546506,2.5406356,0.9617074690759182,0.0024760826,-0.0036726731,10038,0.050111778,0.019004,919,4646.389695882797
46000000,460000,45.92975932846204,492.24,0.09293401,2.5414402,0.9575518406927586,0.003144506,-0.0034628522,9999,0.032258395,0.024880001,920,4651.433210611343
46050000,460500,46.098016298093064,490.7,0.09344875,2.539363,0.9661950469017029,0.0030388064,-0.0029726906,9959,0.029244628,0.023968,921,4656.497641801834
46100000,461000,45.26460844163048,484.33,0.08560038,2.5381446,0.9039158970117569,0.0026259643,-0.0027308008,9926,0.6670125,0.020078,922,4661.583859205246
46150000,461500,46.0012297831996,491.01,0.09319195,2.5405343,0.9729691445827484,0.003564921,-0.0027087976,10015,0.024347734,0.031872,923,4666.692835330963
46200000,462000,45.76079089058723,489.46,0.09276558,2.5437484,0.9624639414250851,0.0037107752,-0.003000029,9949,0.035921518,0.03382,924,4671.754943370819
46250000,462500,46.20123275970422,492.05,0.09346913,2.547764,0.9579303003847599,0.0033468585,-0.002825265,9960,0.032874744,0.027598003,925,4676.85878610611
46300000,463000,46.25546960226289,489.69,0.09387068,2.5500193,0.9726702366024256,0.0041814214,-0.0030612864,9999,0.02498303,0.040668003,926,4681.949733018875
46350000,463500,45.94505722918142,493.76,0.09276425,2.5508955,0.9525796100497246,0.0032299354,-0.0022046417,10006,0.03391127,0.027778003,927,4687.024230718613
46400000,464000,46.18817031260398,493.45,0.09328832,2.5473368,0.9704170059412718,0.004120995,-0.0032100757,9991,0.02111532,0.036124,928,4692.087155818939
46450000,464500,46.1806861093943,491.51,0.09340242,2.5411894,0.9563748836517334,0.0034411035,-0.002967643,9997,0.03208104,0.029316003,929,4697.157908678055
46500000,465000,46.261333209055884,488.79,0.09380053,2.5370834,0.9658225439488888,0.004195775,-0.0032765977,9930,0.029377213,0.03951,930,4702.233456373215
46550000,465500,46.25262126899441,489.49,0.09383433,2.5366545,0.9657257832586765,0.0054723825,-0.0031862874,9971,0.030038252,0.065244004,931,4707.331078052521
46600000,466000,45.68482455412728,490.42,0.09257893,2.536467,0.9656293839216232,0.0039126608,-0.0029824274,9938,0.036148228,0.035288,932,4712.4093861579895
46650000,466500,45.850355757999296,487.85,0.09110603,2.53678,0.9542953781783581,0.002732518,-0.002832922,10095,0.07692504,0.020498,933,4717.511474847794
46700000,467000,46.28013620041857,489.87,0.09387736,2.5401149,0.9594275504350662,0.00444821,-0.0034459445,10089,0.03407043,0.04282,934,4722.529427528381
46750000,467500,46.05196675169391,490.79,0.09337198,2.544726,0.9650833494961262,0.0042529963,-0.002384784,10035,0.03108955,0.042255998,935,4727.551377773285
46800000,468000,45.09292680078523,489.73,0.0913221,2.547432,0.9629819765686989,0.003145876,-0.0032302227,10047,0.05088569,0.024736,936,4732.598291873932
46850000,468500,45.768400794613626,489.35,0.09291868,2.5508046,0.9627446569502354,0.004266982,-0.0031592909,10079,0.03846363,0.041966,937,4737.636957406998
46900000,469000,44.99457770194073,487.44,0.08945504,2.5551796,0.9543236494064331,0.003284181,-0.0026158933,10029,0.11417246,0.028305998,938,4742.672976732254
46950000,469500,45.76043306225321,488.32,0.092640646,2.557804,0.96890171431005,0.0028102598,-0.0033026456,10017,0.0360665,0.022178,939,4747.736146450043
47000000,470000,45.7502612874718,488.78,0.09294792,2.556987,0.9765038937330246,0.0028218247,-0.003108883,10072,0.025686245,0.022456001,940,4752.792361021042
47050000,470500,45.888951412881596,490.5,0.092983946,2.5565653,0.9645227305591106,0.0027315703,-0.0027091138,10116,0.032994505,0.021358,941,4757.822739362717
47100000,471000,45.92025365048423,491.04,0.09309788,2.5539298,0.9681515470147133,0.0024967878,-0.0032252502,10006,0.028144678,0.020895999,942,4762.840633630753
47150000,471500,45.60411254859384,486.19,0.09303167,2.5523446,0.974595258012414,0.0049032895,-0.0036577128,9910,0.030285984,0.048766,943,4767.929420948029
47200000,472000,45.8977587854975,489.24,0.09251305,2.5539308,0.9609140492975712,0.002790038,-0.0032829805,10114,0.040657766,0.021946,944,4773.0423884391785
47250000,472500,45.478590897237225,486.31,0.09229365,2.5551453,0.9519374258816242,0.0039577438,-0.0030633586,9997,0.06206601,0.036644,945,4778.050179481506
47300000,473000,45.73467377497029,485.18,0.093063176,2.5567174,0.9714698512107134,0.00357605,-0.0031255987,10118,0.03493949,0.028944,946,4783.1161506175995
47350000,473500,46.0605639202433,489.04,0.09354435,2.5564208,0.951998844742775,0.0047200173,-0.003643596,9989,0.044878405,0.046708,947,4788.13570356369
47400000,474000,45.491886434127736,483.06,0.08641412,2.5569737,0.9306674897670746,0.003390254,-0.0023772474,10025,0.45684534,0.023518,948,4793.201850414276
47450000,474500,45.221279186710525,483.39,0.07898112,2.5592656,0.9339345395565033,0.0034187469,-0.0025530006,9981,0.99918604,0.02505,949,4798.254090309143
47500000,475000,45.78943044549344,488.54,0.0929891,2.562633,0.9629193507134914,0.0025737868,-0.0033296149,10061,0.039038874,0.020408,950,4803.346927881241
47550000,475500,45.101791562369705,487.3,0.09191244,2.5625648,0.9631213434040546,0.0025077392,-0.0029835526,10000,0.045682516,0.019746002,951,4808.389181852341
47600000,476000,45.444736101172964,488.86,0.09197005,2.5592713,0.9648163579404354,0.0042898837,-0.0032865293,10014,0.046373446,0.046313997,952,4813.451828718185
47650000,476500,45.46240314480645,488.03,0.09243919,2.5561385,0.9495342150330544,0.0029397618,-0.003202909,10033,0.055019505,0.024190001,953,4818.506606578827
47700000,477000,45.10553700619639,485.55,0.09067819,2.554336,0.9599386230111122,0.002639194,-0.0010299587,10133,0.12104424,0.020822,954,4823.572736263275
47750000,477500,45.197218957086676,489.17,0.08892879,2.5571065,0.9590752795338631,0.004171384,-0.0019054229,9986,0.15046588,0.036941998,955,4828.5936596393585
47800000,478000,45.74164912135553,490.26,0.09272384,2.560056,0.9666241109371185,0.0042611416,-0.003154378,9980,0.036052816,0.040752,956,4833.662647724152
47850000,478500,46.355291921981554,491.67,0.09392182,2.5597584,0.9691046606749296,0.0037794106,-0.003288088,9980,0.024945254,0.033808,957,4838.755852222443
47900000,479000,45.98279112985088,490.83,0.09324862,2.554754,0.9587543942034245,0.0032146529,-0.0032324553,10022,0.039256774,0.027252,958,4843.829636335373
47950000,479500,45.87093673731666,488.34,0.09148917,2.5492544,0.9532333798706532,0.003212056,-0.0033577215,9998,0.0932548,0.023636,959,4848.902765989304
48000000,480000,45.85055357199011,489.82,0.09313936,2.545422,0.9696974586695433,0.003451252,-0.0027513304,9968,0.030263865,0.031416,960,4853.9642214775085
48050000,480500,45.69601359685643,489.83,0.09270225,2.5393229,0.9736549574881792,0.0035537533,-0.0034974911,10003,0.02927052,0.027934004,961,4859.041185379028
48100000,481000,45.66286527335674,490.9,0.09260256,2.5338554,0.9702279139310122,0.0035540606,-0.00396086,10082,0.028881496,0.033054,962,4864.104762554169
48150000,481500,41.430090186700035,491.11,0.084087074,2.5303085,0.9426697604358196,0.0037297886,-0.001823614,10041,0.6809873,0.029196,963,4869.1264979839325
48200000,482000,45.74866820649302,490.75,0.09272171,2.532064,0.9667714983224869,0.002535652,-0.0031664446,9972,0.03186672,0.019485999,964,4874.1682806015015
48250000,482500,45.782827070530914,488.73,0.09300761,2.5365648,0.9727975614368916,0.0045665554,-0.0031844345,10039,0.025630066,0.044516005,965,4879.252390384674
48300000,483000,46.233375592369995,491.11,0.093721546,2.538357,0.9707878846675158,0.0032603089,-0.002990437,9964,0.024563966,0.030438,966,4884.316111326218
48350000,483500,45.81173301508352,488.28,0.093195334,2.5362897,0.959309283643961,0.002994711,-0.0029748657,9994,0.04109744,0.028336,967,4889.399327993393
48400000,484000,46.46919361368782,492.36,0.09391852,2.5328948,0.9587403237819672,0.004587286,-0.0034811113,10001,0.030590072,0.047382,968,4894.466516494751
48450000,484500,46.066073810465966,492.09,0.09310888,2.5285177,0.9592638425529003,0.004519076,-0.002772055,10029,0.033808358,0.046916004,969,4899.540052175522
48500000,485000,46.101774551859705,491.98,0.09329352,2.528722,0.9731737747788429,0.0030749973,-0.0038302015,10030,0.021044169,0.025714,970,4904.599400520325
48550000,485500,45.717454151841615,489.77,0.09279758,2.5343127,0.9576353915035725,0.003942226,-0.0032502324,10044,0.04463101,0.037566,971,4909.647674560547
48600000,486000,45.769577517755096,490.78,0.092771865,2.538649,0.9699935931712389,0.0028075716,-0.0032705776,10026,0.025821319,0.024478,972,4914.6868288517
48650000,486500,45.571948415994704,488.64,0.08973834,2.5431752,0.9576377458870411,0.0025456997,-0.002862944,10020,0.13605623,0.017292,973,4919.744225502014
48700000,487000,46.09399541175371,490.56,0.093519844,2.5485187,0.9721379466354847,0.0038504787,-0.0028674765,10093,0.02460236,0.037596,974,4924.796617269516
48750000,487500,40.343762689395405,489.54,0.08210061,2.5534678,0.8780913725495338,0.0045097424,-0.00030768794,10053,1.3516878,0.042510003,975,4929.817273855209
48800000,488000,46.22302456266123,492.91,0.09346098,2.5571961,0.9590552859008312,0.0030316082,-0.0039350907,10054,0.029187992,0.023694,976,4934.869017839432
48850000,488500,46.15610507680416,493.57,0.09322417,2.556402,0.966693289577961,0.0046558836,-0.002471816,10052,0.024462974,0.047267996,977,4939.921619176865
48900000,489000,44.886174811452,487.45,0.09012825,2.5525112,0.9527711495757103,0.0031613025,-0.0023262373,10125,0.10631339,0.024713999,978,4944.965785741806
48950000,489500,42.952169031146425,489.21,0.08739999,2.5497072,0.9450635127723217,0.003050846,-0.002479154,10069,0.3443839,0.020536002,979,4949.9743802547455
49000000,490000,45.031339004875335,487.58,0.09065297,2.5486903,0.9654712416231632,0.0029084645,-0.0031407054,10029,0.06933578,0.02349,980,4955.002208948135
49050000,490500,46.13766686620462,490.39,0.0936466,2.5448406,0.9668916054069996,0.004045556,-0.0029204148,10007,0.029287329,0.043536,981,4960.072762012482
49100000,491000,45.65719136852349,491.74,0.09245495,2.5385463,0.9697361905127764,0.0031822785,-0.002456304,9991,0.029020071,0.024886,982,4965.132429361343
49150000,491500,45.53719338891227,487.85,0.09208007,2.5314567,0.9593845307826996,0.004247766,-0.0032813859,10069,0.053282775,0.038824,983,4970.19914317131
49200000,492000,45.871829512662956,489.84,0.09308804,2.5239215,0.9681197516620159,0.0039205765,-0.0029476231,10076,0.029002596,0.035825998,984,4975.247319459915
49250000,492500,45.78530900648024,487.49,0.09297021,2.518969,0.9629537016153336,0.003283461,-0.0035962802,9997,0.040663578,0.025314,985,4980.28044128418
49300000,493000,46.02581264168861,492.45,0.09298762,2.5137172,0.9614527225494385,0.0025902337,-0.0032530047,10029,0.030690808,0.018394,986,4985.351371049881
49350000,493500,46.00036867654999,490.41,0.09332459,2.508122,0.9562878161668777,0.0023465962,-0.0036815424,10055,0.040939916,0.020024,987,4990.4123878479
49400000,494000,45.97706982888354,493.33,0.09289828,2.5059779,0.9788455776870251,0.0028705879,-0.0035883444,9984,0.018254472,0.023662,988,4995.460896492004
49450000,494500,45.82497157848194,490.02,0.09304545,2.5033233,0.9589005298912525,0.004871486,-0.0021695432,10015,0.037743516,0.049683996,989,5000.5390837192535
49500000,495000,45.975967558731206,490.71,0.093238115,2.500433,0.9712195489555597,0.0034132772,-0.002719941,10193,0.025180424,0.029808,990,5005.613248586655
49550000,495500,46.08272928412276,491.71,0.093282014,2.4947224,0.969626048579812,0.0051054107,-0.0030527418,9981,0.02532897,0.057192005,991,5010.595757961273
49600000,496000,45.59433825616521,487.03,0.09325399,2.4856138,0.95225964859128,0.006679761,-0.0025897154,10054,0.036207434,0.085718006,992,5015.668965101242
49650000,496500,46.391407750960205,491.12,0.094018474,2.4789271,0.9667842537164688,0.0037644356,-0.0026527573,9985,0.025898844,0.030628,993,5020.717587709427
49700000,497000,44.92571840609344,480.3,0.0879528,2.4746337,0.884395495057106,0.008054843,-0.0030650627,10031,0.48545438,0.054354,994,5025.792966365814
49750000,497500,45.34423040272232,486.56,0.09282288,2.4739897,0.950802069157362,0.004179924,-0.0029470872,10051,0.046904653,0.04095,995,5030.851510763168
49800000,498000,46.358716092551184,491.79,0.09389802,2.4722276,0.9683368802070618,0.0031787003,-0.003756566,10067,0.023000028,0.025756001,996,5035.895377397537
49850000,498500,46.00170993696542,491.39,0.09315657,2.4685514,0.9682295694947243,0.0042512165,-0.0031614793,10106,0.026219685,0.04184,997,5040.92942404747
49900000,499000,46.54646350066381,494.3,0.09388479,2.467946,0.9598734490573406,0.0048019732,-0.0033475596,10171,0.024764206,0.049978,998,5045.941646337509
49950000,499500,46.02182254640444,493.4,0.09294221,2.4662602,0.9699001926928759,0.0025370843,-0.0034689747,9987,0.02314019,0.019222,999,5050.925793647766
50000000,500000,46.15554517636658,493.44,0.09323903,2.4677358,0.9572416134178638,0.003792451,-0.0027124807,10138,0.028450701,0.035637997,1000,5056.048016786575
50050000,500500,45.823046842903494,492.34,0.092736825,2.4674392,0.9780085440725088,0.0044938163,-0.0034866843,10072,0.017799562,0.047222,1001,5061.045390129089
50100000,501000,45.07453157457196,488.83,0.09136148,2.4659898,0.9673693813383579,0.0030821492,-0.003619448,10047,0.038595438,0.026091998,1002,5066.071142435074
50150000,501500,46.07599402091575,489.92,0.09330226,2.4688447,0.9638446383178234,0.003800838,-0.0030659053,10021,0.03150054,0.036539998,1003,5071.121232032776
50200000,502000,45.98081448883779,488.06,0.0929953,2.4697516,0.965734489262104,0.0027783597,-0.0037639856,10027,0.040846124,0.022972,1004,5076.183742046356
50250000,502500,45.30262952305102,482.59,0.09243601,2.4687452,0.958720076829195,0.0030137226,-0.0027126318,10053,0.05335728,0.024122,1005,5081.235538721085
50300000,503000,45.660355725568955,489.57,0.0930184,2.4690652,0.961037814617157,0.005694448,-0.0026461666,10134,0.033450995,0.067080006,1006,5086.27198600769
50350000,503500,46.27883240545436,492.38,0.093611464,2.4703343,0.9684466272592545,0.0027510019,-0.003649104,10150,0.024697784,0.022276001,1007,5091.270080089569
50400000,504000,46.05556066013778,491.3,0.09324742,2.4726634,0.9630279205739498,0.0032101504,-0.002927114,10127,0.028977275,0.025924,1008,5096.260618925095
50450000,504500,46.35193710253952,491.13,0.09395272,2.4701211,0.9701072312891483,0.0045778155,-0.0028907272,10049,0.023743799,0.04705,1009,5101.26972079277
50500000,505000,45.842556862463695,493.09,0.09266887,2.465323,0.969040846452117,0.0029153258,-0.0034942534,10026,0.034009613,0.024974,1010,5106.311033010483
50550000,505500,41.891163138557985,489.83,0.08514967,2.468174,0.9327629208564758,0.0045166444,-0.0022546996,10107,0.5583655,0.031522,1011,5111.382410526276
50600000,506000,45.74516617907655,488.06,0.09172433,2.4713092,0.9562768191099167,0.0030337353,-0.0025796243,10030,0.100958705,0.021534,1012,5116.412926435471
50650000,506500,46.354173569255146,493.05,0.093676746,2.4721487,0.9575060568749905,0.0038604743,-0.0035582508,10081,0.027042244,0.035095997,1013,5121.470386981964
50700000,507000,45.9418386334979,489.92,0.09325609,2.4716477,0.9680586792528629,0.0032637212,-0.003026139,10128,0.026922587,0.028996,1014,5126.49306178093
50750000,507500,45.63298541003482,491.0,0.09255126,2.4703488,0.9735747743397951,0.0025084466,-0.002679579,10035,0.025993902,0.019547999,1015,5131.506318092346
50800000,508000,45.591142334953986,488.53,0.09268858,2.4647071,0.9742190334945917,0.0027252522,-0.003439304,10005,0.028735127,0.022094,1016,5136.556133508682
50850000,508500,45.824014565900946,491.08,0.09287836,2.4575565,0.9704154096543789,0.003976842,-0.0030292869,9997,0.025849774,0.040664002,1017,5141.624432086945
50900000,509000,46.17429016364447,491.85,0.093443,2.4493802,0.9624615497887135,0.0039864406,-0.0033038363,10033,0.026855573,0.0352,1018,5146.693615198135
50950000,509500,46.31969387060613,490.49,0.093940996,2.4441924,0.9665203914046288,0.0054766964,-0.0025059306,10141,0.027436968,0.061996005,1019,5151.741035461426
51000000,510000,45.90685265711525,490.32,0.092890635,2.440609,0.9673608876764774,0.003744971,-0.0035824925,10144,0.028858524,0.036110003,1020,5156.743491649628
51050000,510500,46.07051360241894,493.25,0.093087345,2.4363866,0.9719353001564741,0.003920866,-0.0023606017,10136,0.019545753,0.037588,1021,5161.734431266785
51100000,511000,45.18613067029066,484.02,0.08902496,2.4334216,0.9279038980603218,0.003885487,-0.0037613069,10098,0.34164116,0.025224,1022,5166.730943202972
51150000,511500,46.28169338260945,491.15,0.09365267,2.431196,0.9570881612598896,0.0025141477,-0.003277634,10016,0.03690715,0.017798001,1023,5171.75857424736
51200000,512000,46.3219172626119,489.6,0.09402998,2.4285436,0.9688805341720581,0.005256237,-0.0031166747,10043,0.028323423,0.057444,1024,5176.814807653427
51250000,512500,44.87192336459208,486.69,0.08914251,2.4282234,0.9681461043655872,0.002655747,-0.004148538,10079,0.10958488,0.020274002,1025,5181.865005970001
51300000,513000,45.63013248618132,488.08,0.092851765,2.430617,0.9651123061776161,0.0049754577,-0.0035034388,10058,0.038754005,0.053272,1026,5186.894618034363
51350000,513500,45.337697547745776,489.97,0.09209461,2.430288,0.9645649641752243,0.0039197444,-0.003503542,9997,0.03912829,0.035630003,1027,5191.964943885803
51400000,514000,45.91018541004974,486.04,0.093331434,2.4290822,0.9656781554222107,0.0044963923,-0.002571016,10084,0.039103247,0.046127997,1028,5197.026950836182
