clipfrac,ep_len_mean,explained_variance,policy_loss,policy_entropy,serial_timesteps,ep_reward_mean,fps,approxkl,true_reward,time_elapsed,total_timesteps,value_loss,n_updates
0.055187993,70.92,0.16633719205856323,-0.0031496428,6.3712096,19000,-24.358300968601007,8141,0.005153774,-0.37510043,245.5714292526245,1900000,77.02411,38
0.048521996,63.98,0.2733127474784851,-0.006669192,6.3939037,19500,-5.76336510650668,7924,0.004706918,-0.36889207,252.23281025886536,1950000,37.125362,39
0.054338,67.48,0.31530100107192993,-0.004914516,6.4161286,20000,-11.129860598299093,8370,0.0050218953,-0.34882224,259.08801531791687,2000000,26.78978,40
0.04249999,76.16,0.2829169034957886,-0.005212574,6.447981,20500,-13.560555637130056,7971,0.004248076,-0.3610083,265.2797303199768,2050000,41.741158,41
0.049406003,81.41,0.3502647876739502,-0.0069921925,6.4897523,21000,-14.479083149247563,8414,0.0046528773,-0.3632287,271.95984268188477,2100000,33.252197,42
0.048626002,80.42,0.3686678409576416,-0.0063710297,6.499311,21500,-19.950632912359634,8341,0.0047381385,-0.37222397,278.48605155944824,2150000,39.741062,43
0.035676003,68.5,0.24355369806289673,-0.006197235,6.524054,22000,-11.566070455189237,8561,0.003799891,-0.40492153,285.0382778644562,2200000,104.326164,44
0.034542,81.92,0.24035805463790894,-0.0050619934,6.55903,22500,-8.764765593940519,8124,0.003781634,-0.37812883,291.4597713947296,2250000,96.151344,45
0.035642,80.91,0.3592958450317383,-0.0058848024,6.5991488,23000,-3.6891804283533247,8275,0.0036986964,-0.3464107,298.1618857383728,2300000,51.512115,46
0.039618004,91.21,0.3540402054786682,-0.004853699,6.634488,23500,-15.68991425301478,8235,0.004028323,-0.34827298,304.67845726013184,2350000,52.618095,47
0.038034,101.83,0.5035243630409241,-0.0065030847,6.6651454,24000,-10.947795472584094,8110,0.0038858473,-0.30715847,311.3341774940491,2400000,25.749922,48
0.03987001,114.21,0.47390544414520264,-0.00582916,6.6758895,24500,-15.184676722538242,8080,0.0041721193,-0.28775814,318.0692298412323,2450000,29.533833,49
0.059372015,106.63,0.6871176064014435,-0.006622036,6.678947,25000,-6.936873037631199,8171,0.0052866316,-0.24962726,324.8161931037903,2500000,9.353321,50
0.05820401,142.24,0.5914286077022552,-0.0051054657,6.671234,25500,-5.256082414634461,8195,0.0052767526,-0.23566233,331.30816745758057,2550000,16.183195,51
0.083484,185.29,0.8478376269340515,-0.007982947,6.64534,26000,-2.2028902206776366,7971,0.0068091233,-0.17569819,338.08635902404785,2600000,3.7325437,52
0.088302,264.73,0.9437407031655312,-0.009190243,6.603911,26500,8.101773013514284,7966,0.0070668077,-0.10882923,344.86922001838684,2650000,1.2762463,53
0.11038997,355.17,0.8685181438922882,-0.007859473,6.571383,27000,14.218884864042675,8094,0.008555038,-0.07401429,351.6523537635803,2700000,3.7335572,54
0.123498,397.11,0.9735540710389614,-0.009658911,6.5187426,27500,19.72039785502902,8392,0.009353774,-0.03639642,358.2954533100128,2750000,0.84524965,55
0.11869402,404.94,0.9622643887996674,-0.008580887,6.4795732,28000,23.31445822110883,8294,0.00894798,-0.030234223,364.7292013168335,2800000,1.1494169,56
0.12569201,415.96,0.9801602829247713,-0.009498733,6.4435296,28500,23.56127432743434,8406,0.00925207,-0.01728805,371.2907564640045,2850000,0.7502556,57
0.11381402,419.36,0.9802489653229713,-0.009218977,6.393171,29000,25.295059072287067,8105,0.00879076,-0.013020195,377.7994968891144,2900000,0.7155612,58
0.10363998,415.91,0.9815302435308695,-0.007986824,6.3572865,29500,26.801660607246394,8184,0.008066232,-0.009461548,384.5846312046051,2950000,0.67882234,59
0.09909603,422.68,0.976764764636755,-0.007591071,6.3181276,30000,25.217529591923448,8315,0.007864382,-0.011041984,391.0435903072357,3000000,0.7584822,60
0.10439398,441.6,0.9796964041888714,-0.0077535296,6.277617,30500,28.151448341781197,8258,0.008103229,0.009859624,397.5556149482727,3050000,0.6113436,61
0.092342004,434.27,0.9759435150772333,-0.007239001,6.2288127,31000,27.67849097188542,8003,0.0075304373,0.0034533374,404.0869755744934,3100000,0.6873297,62
0.087271996,441.97,0.9818023610860109,-0.008322479,6.171694,31500,27.90979220017154,8155,0.0072521376,0.010808837,410.88093423843384,3150000,0.54385525,63
0.086567976,439.91,0.9831359330564737,-0.0068224426,6.112895,32000,28.86170946018985,8019,0.0072256597,0.0104221655,417.6451938152313,3200000,0.47369117,64
0.08747598,438.06,0.9800068270415068,-0.0065653194,6.0734906,32500,25.960600688584304,7984,0.007169175,0.004188084,424.37361431121826,3250000,0.5514804,65
0.074362,443.1,0.981596240773797,-0.007233284,6.0139284,33000,25.52780769896188,8286,0.0065088617,0.0068428703,431.2539050579071,3300000,0.49308863,66
0.09033201,443.57,0.9800796881318092,-0.006518196,5.947292,33500,27.954574554776965,8131,0.00769092,0.01095786,437.9311888217926,3350000,0.48498115,67
0.07661402,453.46,0.980341074988246,-0.0061175926,5.885407,34000,28.519463027842086,8357,0.006775191,0.021698432,444.65821957588196,3400000,0.4312419,68
0.073135994,459.86,0.9797492977231741,-0.0060225334,5.8284497,34500,27.035575276401904,8455,0.0064613675,0.022094537,451.1967113018036,3450000,0.43131623,69
0.06723998,450.41,0.9813859593123198,-0.0062509817,5.7682476,35000,28.201162489390423,8307,0.006102026,0.01745273,457.70338892936707,3500000,0.41269904,70
0.058094002,467.65,0.9766751639544964,-0.0069463383,5.7084002,35500,27.67033842657016,8105,0.0055173906,0.02935981,464.1232600212097,3550000,0.4245554,71
0.06427401,462.88,0.9790060427039862,-0.006094447,5.6446157,36000,29.357773727167054,8362,0.0059669544,0.030245397,470.81392431259155,3600000,0.37735042,72
0.060667995,454.9,0.9818319343030453,-0.0068532657,5.602029,36500,29.34344576120908,8043,0.005557904,0.023011575,477.21528792381287,3650000,0.367622,73
0.075087994,468.7,0.9806617964059114,-0.006059199,5.538222,37000,28.298216265203205,8451,0.0067089843,0.03336949,483.9297671318054,3700000,0.32742608,74
0.07927799,470.59,0.9750852733850479,-0.0059398413,5.4647236,37500,31.985481140186415,8132,0.0069577456,0.040086612,490.41682291030884,3750000,0.33943227,75
0.084737994,461.41,0.9793157167732716,-0.0056855883,5.372399,38000,28.244383939858267,8058,0.007548286,0.026705308,497.13367199897766,3800000,0.3919404,76
0.075007975,472.51,0.9735409170389175,-0.006498322,5.2972426,38500,29.591572343639413,8088,0.0066680396,0.038080145,503.95303750038147,3850000,0.38964784,77
0.084249996,468.51,0.9786242637783289,-0.0058948193,5.226063,39000,31.399538883074,8339,0.007316001,0.038391132,510.58774518966675,3900000,0.32046783,78
0.096541986,467.53,0.9778359867632389,-0.006813318,5.154565,39500,29.250955940006843,8046,0.008024617,0.03144565,517.0664393901825,3950000,0.38665676,79
0.10631398,473.04,0.9812540039420128,-0.0071933847,5.073669,40000,30.80989859817518,8250,0.008535003,0.039873686,523.8633012771606,4000000,0.27141643,80
0.099684,470.96,0.9797301534563303,-0.006018154,4.9871807,40500,30.864419442517296,8482,0.008245369,0.039415974,530.5285482406616,4050000,0.3160424,81
0.088308,471.46,0.9751856401562691,-0.0059719277,4.915484,41000,29.432095582676663,8411,0.0074345763,0.03574982,537.0189878940582,4100000,0.40683216,82
0.10768202,480.7,0.9713709335774183,-0.0067910277,4.855019,41500,33.34587915924934,8040,0.008443064,0.051579863,543.5404086112976,4150000,0.31832322,83
0.078322,487.13,0.9684295356273651,-0.0064544845,4.7815084,42000,34.41057460749767,8113,0.0069258157,0.058676347,550.400472164154,4200000,0.25914887,84
0.10131198,480.22,0.9669966921210289,-0.007430492,4.722029,42500,32.07904812573295,8028,0.008333661,0.046814,556.9493761062622,4250000,0.438464,85
0.085311994,483.74,0.9659886471927166,-0.006299642,4.6465654,43000,33.60772444813443,8116,0.0076389415,0.053863693,563.6238133907318,4300000,0.34470874,86
0.11481001,475.5,0.9778356347233057,-0.0057586352,4.566045,43500,33.473635433039036,8348,0.009190101,0.047100034,570.374570608139,4350000,0.30151597,87
0.12035795,478.05,0.9675519168376923,-0.0067982296,4.5042,44000,33.31283363745553,8084,0.00946975,0.046202846,576.9032232761383,4400000,0.46895704,88
0.119064,472.95,0.9790773913264275,-0.0071235923,4.4432993,44500,32.907225296428656,8348,0.009433733,0.043338675,583.5193150043488,4450000,0.32640898,89
0.11527198,484.17,0.9760622587054968,-0.0074403905,4.3954773,45000,34.647952851588656,8507,0.00888906,0.056484975,589.8361740112305,4500000,0.24513674,90
0.11113798,485.95,0.9768289346247911,-0.005174077,4.3612456,45500,34.620161725991714,8255,0.008539219,0.05760034,596.2673473358154,4550000,0.22354954,91
0.10398801,484.42,0.9798269011080265,-0.0057594464,4.298017,46000,34.191525802031244,8245,0.0087068295,0.05584522,602.869863986969,4600000,0.21795025,92
0.121936016,482.73,0.9834613278508186,-0.006716405,4.2561793,46500,34.76204506909968,8086,0.009345739,0.055024706,609.4136745929718,4650000,0.17595215,93
0.11917799,480.71,0.9829846490174532,-0.006445829,4.197203,47000,34.3380728754241,8092,0.009321025,0.053000715,616.2624905109406,4700000,0.20010751,94
0.106086016,486.91,0.9807448405772448,-0.006409534,4.146416,47500,34.943462281668545,8157,0.00846982,0.05908979,622.9389827251434,4750000,0.18074055,95
0.14318202,479.53,0.9872211795300245,-0.00582969,4.09254,48000,34.84973651231669,8192,0.010505829,0.053486947,629.6676092147827,4800000,0.16254549,96
0.118198015,483.02,0.9837961960583925,-0.0064246915,4.03613,48500,35.63333218162356,8239,0.009375815,0.057585318,636.0973060131073,4850000,0.17124683,97
0.105876,489.99,0.9786849152296782,-0.006139475,3.9650507,49000,36.23475460987511,7774,0.008658519,0.06456076,642.6852984428406,4900000,0.16258825,98
0.14771199,488.42,0.9863017182797194,-0.005073477,3.9131675,49500,38.86904499605225,8158,0.010955637,0.06847744,649.6046857833862,4950000,0.0900885,99
0.13221602,489.51,0.9820898845791817,-0.0059236037,3.84896,50000,36.64108513363641,8217,0.010108298,0.064992286,656.030996799469,5000000,0.1368043,100
0.12620002,485.33,0.9242445081472397,-0.0075794733,3.7996154,50500,35.94031604034944,8086,0.015628587,0.056846533,662.7223100662231,5050000,0.9942739,101
0.11242401,482.92,0.9894692692905664,-0.006819396,3.7397614,51000,34.846202565007424,8201,0.008872691,0.05614199,669.5207943916321,5100000,0.11538937,102
0.11785399,486.5,0.9805920273065567,-0.005946183,3.6995807,51500,36.04676569465724,8194,0.0093934415,0.059894424,675.879513502121,5150000,0.18964599,103
0.107271984,489.82,0.979473415762186,-0.006121808,3.6403213,52000,35.87938983327041,8265,0.009225839,0.063427,682.3980157375336,5200000,0.16161038,104
0.12736401,492.7,0.983714846894145,-0.005463748,3.5920703,52500,37.0143108103938,8496,0.010153008,0.06763854,689.0960893630981,5250000,0.10488119,105
0.112704,490.51,0.9867040552198887,-0.0055399644,3.5473504,53000,35.244542606162184,8347,0.009329056,0.06250541,695.6386926174164,5300000,0.105404764,106
0.124996014,489.86,0.9871422359719872,-0.005932295,3.486086,53500,37.94546234137084,7947,0.010066233,0.06766339,702.167718410492,5350000,0.08249731,107
0.117284015,491.91,0.9816336464136839,-0.005799314,3.4185488,54000,38.70182553365676,8484,0.009466235,0.07103074,708.9705696105957,5400000,0.10660509,108
0.118831985,485.99,0.9841694682836533,-0.0065881307,3.3740497,54500,37.17203469903945,8346,0.00950675,0.062112637,715.2667305469513,5450000,0.15282956,109
0.1525,489.2,0.9644740968942642,-0.006651498,3.3321064,55000,36.89067382666699,8493,0.01145931,0.064850874,721.7528722286224,5500000,0.2767224,110
0.10183999,489.67,0.9802142567932606,-0.0062129856,3.2788095,55500,37.887775137114005,8307,0.008677152,0.06700789,728.1724848747253,5550000,0.15047501,111
0.12567802,482.97,0.9845848809927702,-0.0063974843,3.2319553,56000,37.1717946833339,8252,0.01006026,0.060877427,734.7727072238922,5600000,0.15142784,112
0.14575197,490.11,0.9737920258194208,-0.0071804053,3.1714585,56500,38.987692986006856,8110,0.011188506,0.06969826,741.3860230445862,5650000,0.17570966,113
0.13357396,487.55,0.9829492587596178,-0.0049305577,3.1078653,57000,37.70996948020294,8327,0.010801716,0.06467933,748.1115460395813,5700000,0.14953847,114
0.12258604,491.33,0.9785251822322607,-0.0057778037,3.0501294,57500,36.99860037418775,8304,0.010196369,0.06712614,754.7578432559967,5750000,0.14094327,115
0.11465402,487.79,0.9889804674312472,-0.0060091256,3.0083551,58000,37.195665120479774,8084,0.009976183,0.06473602,761.285204410553,5800000,0.08864498,116
0.15557599,490.8,0.9885874865576625,-0.0058296407,2.9411461,58500,36.95080356717819,8289,0.012303341,0.06621566,767.9646894931793,5850000,0.08418561,117
0.14512397,492.62,0.9852814730256796,-0.0052803326,2.8872354,59000,40.092090999439385,8579,0.011452386,0.0743691,774.6437351703644,5900000,0.06718519,118
0.13682202,494.93,0.9799807462841272,-0.005730497,2.8389075,59500,37.409858944172136,8067,0.010952651,0.070382215,780.8607087135315,5950000,0.10217755,119
0.19593403,491.8,0.982060045003891,-0.0049099396,2.8007724,60000,38.378815637012885,8329,0.015070711,0.06988968,787.5724151134491,6000000,0.111494705,120
0.14394201,491.71,0.9532909467816353,-0.006462742,2.7783237,60500,38.808237207637646,8240,0.012984259,0.069800824,794.1621911525726,6050000,0.33039585,121
0.14304401,493.75,0.985277091152966,-0.004970421,2.7090576,61000,39.07198664356636,8201,0.011939893,0.073036805,800.6835064888,6100000,0.07281742,122
0.17748201,494.0,0.9711990635842085,-0.005934383,2.654005,61500,35.858656363290955,8033,0.014771048,0.06667206,807.3236207962036,6150000,0.19837616,123
0.150242,490.38,0.9781019873917103,-0.006622064,2.6158462,62000,37.371956420192326,7979,0.0123109035,0.0663154,813.9718754291534,6200000,0.17611855,124
0.16690603,491.85,0.9603423923254013,-0.005778501,2.5527782,62500,38.900273259632115,8121,0.0139958095,0.0709258,820.8866808414459,6250000,0.25022703,125
0.15552993,494.75,0.9791078772395849,-0.0050524175,2.4801977,63000,39.369860132282646,8085,0.012605139,0.07429152,827.6549479961395,6300000,0.09802962,126
0.14949998,495.45,0.9773770291358232,-0.0050714277,2.4402633,63500,37.71979233358399,8255,0.012510925,0.07148011,834.4563274383545,6350000,0.121327616,127
0.14106601,492.29,0.9648195169866085,-0.0049210675,2.4121804,64000,38.78357361605182,8373,0.011690315,0.07110676,841.0296332836151,6400000,0.22364289,128
0.13921402,496.4,0.9785911496728659,-0.005673703,2.3869605,64500,38.691124861476034,8137,0.011627794,0.0744252,847.5386302471161,6450000,0.088173516,129
0.15573198,490.16,0.9795553237199783,-0.0059045013,2.3379502,65000,39.27376484726099,8180,0.012987452,0.07042053,854.2900795936584,6500000,0.13923192,130
0.16635202,490.41,0.9858611272647977,-0.0051510576,2.3106468,65500,39.638740934390746,8353,0.0140538,0.07101504,860.8047807216644,6550000,0.09902115,131
0.15099002,495.67,0.980501614511013,-0.0054394063,2.291854,66000,39.46181700867655,8581,0.011783652,0.07507913,867.2951056957245,6600000,0.0815959,132
0.16379999,490.55,0.9777340088039637,-0.0053315135,2.2658858,66500,37.0830975224825,8013,0.013247324,0.06652215,873.660374879837,6650000,0.16630499,133
0.166926,491.57,0.9764710441231728,-0.004760724,2.2522876,67000,38.932154759119946,7932,0.013699957,0.07075792,880.4851348400116,6700000,0.15188362,134
0.14274001,490.87,0.9665687792003155,-0.00692949,2.251296,67500,39.65058054661102,8364,0.013363061,0.07124278,887.2974145412445,6750000,0.22840922,135
0.14563201,494.94,0.9779917765408754,-0.0058915718,2.2571871,68000,39.05693449989625,8308,0.011844307,0.07378438,893.8962609767914,6800000,0.11877696,136
0.16626602,493.35,0.9823563192039728,-0.0044069947,2.2335522,68500,39.709497900430286,8035,0.013562416,0.07348355,900.4449734687805,6850000,0.097308725,137
0.148214,493.89,0.9816682543605566,-0.003811398,2.2002954,69000,38.25046653123548,7938,0.012520508,0.071182266,907.2562487125397,6900000,0.10253531,138
0.14337002,492.09,0.9806916210800409,-0.0058744596,2.1809645,69500,39.039041731721426,8280,0.012847763,0.07143207,914.0825002193451,6950000,0.12262868,139
0.16933602,494.13,0.9873838629573584,-0.005634981,2.1847908,70000,38.355934463794725,8280,0.014618672,0.07221657,920.7099862098694,7000000,0.07497439,140
0.198888,493.44,0.9899316458031535,-0.0049650953,2.137546,70500,39.62440733384357,8074,0.016858406,0.07372376,927.3479402065277,7050000,0.051694915,141
0.16975,491.06,0.9650739282369614,-0.0054485556,2.1310477,71000,38.49196147422694,8339,0.014594089,0.06895741,934.1472322940826,7100000,0.27562314,142
0.17415601,493.66,0.9840383511036634,-0.005514321,2.086903,71500,37.18388327455256,8252,0.014374891,0.06895911,940.6986589431763,7150000,0.110514075,143
0.18548802,496.27,0.9650423675775528,-0.0033928466,2.0455384,72000,40.773831798689244,8353,0.015189398,0.077997304,947.3208374977112,7200000,0.12867402,144
0.15360199,496.91,0.9708902016282082,-0.0056806165,2.012132,72500,40.15948648751784,8080,0.013167334,0.07777723,953.7829735279083,7250000,0.10155841,145
0.153144,495.52,0.9743693694472313,-0.0045145894,1.98017,73000,37.64664041678176,8200,0.012868884,0.07125162,960.2692406177521,7300000,0.15289298,146
0.142906,495.98,0.9765892904251814,-0.0055091786,1.9640319,73500,38.56667481162183,8200,0.01208493,0.07354618,966.8302431106567,7350000,0.106234334,147
0.16966198,496.19,0.9626805558800697,-0.0054285526,1.9521312,74000,39.493719890122485,8068,0.015370223,0.07559488,973.4488623142242,7400000,0.16912822,148
0.21859398,495.43,0.9772737752646208,-0.0031725399,1.9330449,74500,39.436480534851995,7752,0.018687315,0.0750652,980.145345211029,7450000,0.10158083,149
0.14311405,495.54,0.9863415816798806,-0.004946934,1.8988701,75000,40.38295229973528,8496,0.012290677,0.07696249,987.1468920707703,7500000,0.05637782,150
0.13795003,492.45,0.9835072960704565,-0.0058454103,1.8880014,75500,39.020103698368274,8096,0.012457089,0.071307205,993.5075881481171,7550000,0.10636888,151
0.13821603,493.43,0.9732312727719545,-0.007683329,1.8743254,76000,38.664141238520095,8437,0.012359488,0.07188811,1000.2089574337006,7600000,0.17110196,152
0.16135195,495.71,0.9810837004333735,-0.004460009,1.8548108,76500,39.37480684857257,8662,0.014178535,0.07497783,1006.6361787319183,7650000,0.086215824,153
0.18513998,496.68,0.978119408711791,-0.0029258102,1.8462093,77000,40.25627913539417,8576,0.015481996,0.077847235,1013.0158317089081,7700000,0.08128485,154
0.16500601,497.69,0.983224906027317,-0.003975251,1.8346477,77500,39.94471455601468,8159,0.0139149,0.077853665,1019.3493039608002,7750000,0.050208263,155
0.17508596,495.37,0.9808158669620752,-0.0041774423,1.8272586,78000,40.76246736121113,8237,0.015179816,0.07775215,1026.04692196846,7800000,0.07135809,156
0.18242797,496.28,0.966695386916399,-0.0048354506,1.8175147,78500,40.720245932877496,8254,0.015804563,0.0778713,1032.7574355602264,7850000,0.13735913,157
0.170024,493.68,0.9781869500875473,-0.005002001,1.7916774,79000,40.694394105096364,7858,0.015607043,0.07616534,1039.2027888298035,7900000,0.100861624,158
0.14302202,493.95,0.9734216425567865,-0.0068556564,1.7729219,79500,39.366818383694806,7847,0.012878562,0.07358731,1045.963838338852,7950000,0.13803385,159
0.197192,493.65,0.9863557890057564,-0.0051718415,1.7559645,80000,39.98513930251556,8353,0.016485015,0.07451971,1052.9274010658264,8000000,0.0662083,160
0.163446,495.04,0.9731960836797953,-0.0048001097,1.7572392,80500,39.00067069325414,8315,0.015004619,0.07366721,1059.5178802013397,8050000,0.14125668,161
0.17317602,496.58,0.9801408424973488,-0.0062784487,1.7563587,81000,38.73719207924043,8303,0.014905419,0.07458667,1066.1250331401825,8100000,0.085110016,162
0.16959798,494.88,0.9816750921308994,-0.0058640568,1.7648587,81500,37.99073278678481,8066,0.014508115,0.07129026,1072.7040703296661,8150000,0.10830386,163
0.16624397,494.51,0.9675326459109783,-0.00516607,1.7813388,82000,39.24045471228608,8778,0.01549441,0.07375518,1079.4720077514648,8200000,0.17750898,164
0.18131399,497.19,0.9809144921600819,-0.0055172336,1.7748768,82500,39.91558197236593,7741,0.015294849,0.07750244,1085.722864151001,8250000,0.06678976,165
0.182124,497.12,0.9855707231909037,-0.00445321,1.7814564,83000,38.65502569009332,8230,0.016562447,0.07464951,1092.629843711853,8300000,0.066889726,166
0.16505602,497.02,0.9871096294373274,-0.0052460986,1.7639502,83500,39.40329512815495,8233,0.013514056,0.07619676,1099.198678970337,8350000,0.045772582,167
0.19053797,497.64,0.9801246225833893,-0.0046712435,1.730731,84000,40.07306782625135,7995,0.015651906,0.0781882,1105.8472125530243,8400000,0.07107493,168
0.17161798,494.55,0.9835433214902878,-0.0059196716,1.7163409,84500,41.04131931000589,8509,0.014686083,0.07757141,1112.6200737953186,8450000,0.06678165,169
0.17971197,494.06,0.979306997731328,-0.0056137107,1.6987796,85000,38.57334217684774,8029,0.015414518,0.072005294,1118.9957473278046,8500000,0.12710054,170
0.184374,496.92,0.976665548980236,-0.0042298613,1.6950843,85500,40.67345610792099,8330,0.016273879,0.078784555,1125.7692618370056,8550000,0.074223064,171
0.159304,497.78,0.9780387748032808,-0.0041113566,1.6760608,86000,39.91208662206136,8273,0.013801244,0.077807084,1132.3305292129517,8600000,0.080800034,172
0.16145803,497.26,0.9752090908586979,-0.004940799,1.6888452,86500,38.92007509267245,8030,0.013686751,0.075429,1138.8286159038544,8650000,0.095741466,173
0.182596,495.42,0.9634552076458931,-0.0035515695,1.6770314,87000,39.25022634991799,8171,0.016609484,0.07478022,1145.6116316318512,8700000,0.17313164,174
0.17434402,495.97,0.9746847469359636,-0.005301394,1.6619049,87500,40.07270145100763,8275,0.014874893,0.0767214,1152.3093223571777,8750000,0.1006152,175
0.17368598,498.27,0.9795806705951691,-0.004984535,1.6131352,88000,39.63739036498389,8219,0.014854458,0.07775738,1158.950853586197,8800000,0.0625808,176
