serial_timesteps,fps,policy_loss,approxkl,ep_reward_mean,n_updates,time_elapsed,total_timesteps,true_reward,ep_len_mean,explained_variance,value_loss,clipfrac,policy_entropy
456000,8310,-0.003690534,0.021079909,1.4934315094212798,912,6157.690600633621,45600000,0.027208308,58.32,0.9727692361921072,0.014322387,0.24926195,-4.0766406
456500,8075,-0.0039468817,0.020047758,1.8449230165423796,913,6164.342768907547,45650000,0.027113963,62.14,0.9736696407198906,0.014122194,0.24237004,-4.066802
457000,8033,-0.003024214,0.02098018,1.7643187825959468,914,6171.16267991066,45700000,0.026804378,62.38,0.9714168515056372,0.016035108,0.24827194,-4.0604305
457500,8129,-0.0044979607,0.019948183,1.4328342255343158,915,6177.965269565582,45750000,0.026641231,57.38,0.9681329540908337,0.01670182,0.23699799,-4.0519705
458000,7829,-0.003474396,0.020630918,1.7737834508531158,916,6184.700225830078,45800000,0.027898718,61.53,0.9729897752404213,0.015011671,0.243008,-4.052912
458500,7878,-0.0021153418,0.022428794,1.8826991568792801,917,6191.596881151199,45850000,0.02719659,58.61,0.9740994777530432,0.014378698,0.26101398,-4.0648875
459000,8002,-0.0028860029,0.022063531,1.8266484820481492,918,6198.583330869675,45900000,0.027863232,59.82,0.9697733949869871,0.015983695,0.25904998,-4.0717807
459500,8182,-0.003341626,0.020065194,1.4907689543216112,919,6205.553200244904,45950000,0.026458599,56.72,0.9763442613184452,0.012518938,0.24257995,-4.0729976
460000,8485,-0.0034125724,0.020730011,1.5311836430810946,920,6212.277151346207,46000000,0.026270837,56.46,0.9720439314842224,0.014972095,0.24727604,-4.0679994
460500,8437,-0.003550598,0.020978453,1.4005176693391694,921,6218.8195514678955,46050000,0.026795989,51.38,0.9717772863805294,0.014692575,0.25224602,-4.070014
461000,8291,-0.0049996506,0.018634202,1.5113369320113998,922,6225.315078735352,46100000,0.026560169,65.5,0.9716441389173269,0.014757906,0.22747998,-4.073953
461500,8142,-0.004705231,0.020049665,1.5466455758881057,923,6231.907043218613,46150000,0.028118389,56.24,0.9735228978097439,0.014348034,0.23870806,-4.0748525
462000,8133,-0.0033212109,0.021842306,1.824228398671039,924,6238.691535949707,46200000,0.02821904,61.95,0.9710705392062664,0.015499084,0.25356397,-4.06869
462500,7945,-0.0042141466,0.02175692,1.7113692573037407,925,6245.42195558548,46250000,0.027230103,64.98,0.971170462667942,0.015242288,0.24974999,-4.0660033
463000,8371,-0.0038617433,0.020755451,1.6460433287412162,926,6252.289808750153,46300000,0.027675914,58.6,0.9710693266242743,0.015065205,0.24580202,-4.0568495
463500,8197,-0.004966481,0.019624028,1.968985379892838,927,6258.855636358261,46350000,0.027148075,63.61,0.9697885010391474,0.016029466,0.23303603,-4.058714
464000,8207,-0.0043836487,0.02075203,1.7445719894978537,928,6265.559861421585,46400000,0.026977712,60.93,0.97175651229918,0.014679916,0.242636,-4.0649576
464500,8359,-0.0028120845,0.024614729,1.6461993921665998,929,6272.315015792847,46450000,0.026264047,59.52,0.9706073012202978,0.01600871,0.278438,-4.0629597
465000,8094,-0.0041209795,0.019934691,1.646077514514982,930,6278.8442969322205,46500000,0.027437486,55.6,0.9734291061758995,0.014292809,0.24191402,-4.061968
465500,7942,-0.0022559846,0.020983988,1.7973539065376098,931,6285.703922986984,46550000,0.026476547,62.72,0.9696903675794601,0.016106866,0.24932602,-4.0619383
466000,8559,-0.003541328,0.02058131,2.0789021299080925,932,6292.216970205307,46600000,0.028003188,74.62,0.9728956334292889,0.014430826,0.24601598,-4.063538
466500,8333,-0.0033972776,0.021730868,1.6938475557722268,933,6298.561728239059,46650000,0.02692129,57.07,0.9677437245845795,0.016052343,0.250816,-4.069984
467000,8008,-0.0033025339,0.02218909,1.6451920764421812,934,6305.131188631058,46700000,0.02726323,55.5,0.9756637681275606,0.013589676,0.255152,-4.086173
467500,7981,-0.0038771683,0.020749994,1.7837467901132187,935,6311.996310949326,46750000,0.026889611,61.09,0.9734521899372339,0.014473758,0.24492,-4.100617
468000,8347,-0.0025158303,0.020008976,1.57735200194933,936,6318.809383153915,46800000,0.026592532,57.28,0.9727603551000357,0.0144138895,0.23930795,-4.1066594
468500,8020,-0.0033912498,0.02180578,1.8042056111570128,937,6325.40802192688,46850000,0.02607066,60.75,0.9718542341142893,0.0143963955,0.256798,-4.1115923
469000,7925,-0.004174295,0.0202137,1.87934339654239,938,6332.217566728592,46900000,0.026022065,61.64,0.9714299309998751,0.015379994,0.24198401,-4.1128597
469500,8279,-0.0037161708,0.020229835,1.3730357865566476,939,6339.048027515411,46950000,0.027118089,52.31,0.974808944389224,0.013732013,0.23928198,-4.122965
470000,8069,-0.0018140201,0.023797553,1.6979629758519876,940,6345.760948181152,47000000,0.026802033,61.45,0.97363012842834,0.013888168,0.27174395,-4.136998
470500,7926,-0.004040609,0.021650674,1.6866833979572402,941,6352.404804229736,47050000,0.028074035,54.03,0.9725313074886799,0.015414227,0.25193995,-4.1459885
471000,7954,-0.004561481,0.02119752,1.5514416061756493,942,6359.172221422195,47100000,0.026712239,58.4,0.9689384177327156,0.01625571,0.24899597,-4.1441865
471500,7899,-0.0038452297,0.020012608,1.8276178274181438,943,6366.036018848419,47150000,0.026892917,60.03,0.9744392689317465,0.01412949,0.24019203,-4.145809
472000,8087,-0.0029583073,0.023536379,1.7320424990253378,944,6372.946689367294,47200000,0.027481055,60.01,0.9700743984431028,0.015639164,0.26717198,-4.145028
472500,8198,-0.0046875086,0.018968089,1.8662682672569644,945,6379.733209133148,47250000,0.02676934,61.6,0.9742199014872313,0.013590395,0.23240608,-4.1465483
473000,8499,-0.0035765436,0.022374876,1.6931703878469124,946,6386.369503736496,47300000,0.026656019,59.05,0.9727913234382868,0.014357183,0.25743997,-4.1519675
473500,8368,-0.003748521,0.020167563,1.7918354564201582,947,6392.809379577637,47350000,0.026948696,61.11,0.9718346111476421,0.015011923,0.239256,-4.157043
474000,8415,-0.003947052,0.020753888,1.5971067994898476,948,6399.342010498047,47400000,0.026875667,50.84,0.9698871579021215,0.016484445,0.24382399,-4.159222
474500,8151,-0.0043327995,0.02096927,1.6968978541916295,949,6405.89572095871,47450000,0.026885578,60.15,0.9721005838364363,0.014294555,0.24833797,-4.1490164
475000,8627,-0.004153487,0.024201365,1.7372786132335023,950,6412.580615282059,47500000,0.02780007,53.01,0.9688343480229378,0.017202644,0.267614,-4.14799
475500,8231,-0.0040450026,0.021168634,1.6204350476309628,951,6419.019906997681,47550000,0.027779758,55.01,0.9716120213270187,0.014589304,0.25094607,-4.1569753
476000,8064,-0.0036370703,0.0190235,1.6763522964160074,952,6425.459621667862,47600000,0.027316064,51.6,0.9707428216934204,0.0154089,0.231694,-4.160072
476500,8147,-0.0044176574,0.021024356,1.7318360956005563,953,6432.270439386368,47650000,0.026681053,57.56,0.9714097809046507,0.014768583,0.24138798,-4.160984
477000,8075,-0.003907563,0.020967092,1.9257836251072513,954,6439.031724452972,47700000,0.027165376,63.74,0.9744725748896599,0.01358664,0.24757801,-4.163477
477500,8134,-0.003688567,0.022715315,1.9340281411330216,955,6445.883667469025,47750000,0.02652724,65.3,0.974282618612051,0.013710251,0.26272196,-4.1563964
478000,8004,-0.003942804,0.020986257,1.5817367550326162,956,6452.702312707901,47800000,0.026518049,55.27,0.9700542781502008,0.015887514,0.24773604,-4.1462874
478500,7937,-0.0033584014,0.021882296,1.7761723511372112,957,6459.52481007576,47850000,0.027198428,59.96,0.9719383511692286,0.015497808,0.254962,-4.1481276
479000,7969,-0.003648626,0.020573396,1.68341870348504,958,6466.513556003571,47900000,0.02738155,59.18,0.9771439377218485,0.012339261,0.24628995,-4.1529164
479500,8115,-0.0030634927,0.022307226,1.941630012395326,959,6473.218671798706,47950000,0.028184185,55.38,0.9736925419420004,0.014155694,0.26099807,-4.1506996
480000,8121,-0.004872418,0.021549959,1.9744892862339476,960,6480.013968706131,48000000,0.026982067,64.66,0.9746299088001251,0.0140541615,0.25510797,-4.1515713
480500,8238,-0.003577159,0.023558488,1.7960007098310597,961,6486.775302410126,48050000,0.027427092,55.4,0.9660506471991539,0.01820443,0.265866,-4.14486
481000,8257,-0.0035933587,0.021766089,2.0096852294688143,962,6493.404727220535,48100000,0.027134247,62.95,0.9730595238506794,0.014747131,0.25489196,-4.1457787
481500,8653,-0.0029553624,0.022241898,1.7352050261356635,963,6500.004578590393,48150000,0.025807396,57.49,0.9683559350669384,0.01585918,0.26098004,-4.150209
482000,8024,-0.0027172596,0.023203177,1.699505406507633,964,6506.435956478119,48200000,0.027095446,53.84,0.9748665001243353,0.013548519,0.26638997,-4.1431336
482500,8375,-0.0030015022,0.022231948,1.5698289994158767,965,6513.220108509064,48250000,0.02675372,54.5,0.968693733215332,0.016402984,0.25739005,-4.142901
483000,8102,-0.0042113853,0.021179156,1.7399313144566257,966,6519.814153909683,48300000,0.027791305,58.21,0.9717115610837936,0.014492763,0.251478,-4.143289
483500,8315,-0.0038737354,0.02294826,1.2870801330719406,967,6526.601952075958,48350000,0.027026465,50.07,0.9739117436110973,0.013663187,0.260312,-4.1384935
484000,8706,-0.0032740366,0.019017387,1.6673649146139724,968,6533.241947174072,48400000,0.027102415,56.5,0.9740714635699987,0.014367556,0.22986598,-4.1318254
484500,8416,-0.004318977,0.02245439,1.812312323984188,969,6539.629214048386,48450000,0.027087437,56.69,0.9708355870097876,0.015992522,0.258722,-4.121799
485000,8109,-0.0049475296,0.020835645,1.8187878310863743,970,6545.910578012466,48500000,0.02735104,59.31,0.9701463542878628,0.016598582,0.24593797,-4.1277614
485500,7948,-0.0043007736,0.020373313,1.5912659972999246,971,6552.636561632156,48550000,0.02703687,53.73,0.9683464355766773,0.016786762,0.24303001,-4.1328316
486000,8453,-0.0031141834,0.019892516,1.67004060147563,972,6559.546373128891,48600000,0.025959775,57.17,0.9752485752105713,0.012543086,0.24085596,-4.123762
486500,7834,-0.005165848,0.019167438,2.0115345434118352,973,6565.965924739838,48650000,0.026182044,70.43,0.9718086179345846,0.014645208,0.23002802,-4.1221075
487000,7788,-0.0034654483,0.020579431,1.592687594481249,974,6572.932485103607,48700000,0.027309183,52.54,0.9686892591416836,0.016951572,0.24494809,-4.1408157
487500,8218,-0.0037627004,0.020059882,1.8585866071781494,975,6579.912828207016,48750000,0.029085549,62.48,0.9744382239878178,0.01362799,0.23998,-4.1511936
488000,7773,-0.0044963267,0.021822844,2.0651777634760218,976,6586.522974252701,48800000,0.027839698,65.87,0.974348608404398,0.013992749,0.25439,-4.1596456
488500,8043,-0.0025844837,0.022120561,1.8918777059686909,977,6593.543473958969,48850000,0.026923254,61.75,0.9734968263655901,0.014179454,0.25976592,-4.166878
489000,7822,-0.0035352253,0.02308959,1.7578358118332107,978,6600.32910656929,48900000,0.026944643,61.98,0.9733487516641617,0.014275841,0.26468396,-4.1824465
489500,8426,-0.004295383,0.020683883,1.7526070392604742,979,6607.308408737183,48950000,0.02705422,56.31,0.9731463268399239,0.01473709,0.24490799,-4.1858497
490000,8297,-0.0049173203,0.022234326,1.5257227445446189,980,6613.810924291611,49000000,0.027205328,55.04,0.9701109640300274,0.016122058,0.25629997,-4.186634
490500,8241,-0.003994265,0.021086354,1.9023986463289475,981,6620.406556844711,49050000,0.027603809,59.95,0.9705601632595062,0.015960181,0.24819204,-4.194704
491000,8313,-0.004780123,0.02040858,1.6105044913407347,982,6627.135293006897,49100000,0.02659299,58.06,0.9746929686516523,0.013362795,0.24358001,-4.205873
491500,7843,-0.0038932182,0.021236444,1.9673144758743728,983,6633.557250022888,49150000,0.027173242,63.01,0.9717204831540585,0.015096162,0.252464,-4.2089806
492000,7924,-0.0037277702,0.021587746,1.82191419112969,984,6640.403631687164,49200000,0.027565718,67.8,0.9731068965047598,0.014887022,0.25218,-4.2199235
492500,8306,-0.003649698,0.022789888,1.852753448882213,985,6647.176981210709,49250000,0.02616649,64.46,0.968083705753088,0.016671332,0.26138794,-4.218468
493000,8527,-0.005388025,0.020293357,1.6402635147070759,986,6653.781308889389,49300000,0.027247649,54.59,0.9737792238593102,0.014073068,0.23916,-4.216343
493500,8349,-0.0031285682,0.023227358,1.8618530650747562,987,6660.260051250458,49350000,0.028323824,58.38,0.9764256570488214,0.013200327,0.26257598,-4.2198043
494000,8054,-0.0029550835,0.022057302,1.7923078828990402,988,6666.724524497986,49400000,0.027510384,51.55,0.9740619268268347,0.0141704865,0.25691003,-4.219309
494500,7812,-0.0034375659,0.020516267,1.839541064267396,989,6673.521791219711,49450000,0.02817905,54.87,0.9732623640447855,0.014771865,0.24390998,-4.2278185
495000,8205,-0.00370993,0.020022752,1.8589762446789246,990,6680.585401058197,49500000,0.026690634,59.11,0.9715083856135607,0.015222721,0.24053602,-4.236381
495500,7923,-0.0039454596,0.019918568,1.7196354261919624,991,6687.318407773972,49550000,0.027513357,61.36,0.9718633759766817,0.014874109,0.23858596,-4.2354326
496000,8125,-0.002482723,0.022406159,1.7557322647464753,992,6694.249858140945,49600000,0.026810374,61.2,0.9721752647310495,0.014593021,0.262072,-4.2389927
496500,8214,-0.005053812,0.020181177,1.7895909587180359,993,6700.949851512909,49650000,0.027052928,60.59,0.9710085261613131,0.0149220945,0.23785,-4.2425413
497000,8014,-0.0019848042,0.023475086,1.5958695675918717,994,6707.567477941513,49700000,0.027030481,51.13,0.9713559970259666,0.014539119,0.265542,-4.2452526
497500,7920,-0.004173891,0.02028365,1.8530986109166405,995,6714.491757154465,49750000,0.027057195,58.39,0.974355299025774,0.013399642,0.24071796,-4.2480555
498000,8042,-0.0034342753,0.022541352,1.578798175090742,996,6721.474750041962,49800000,0.026692422,57.92,0.9687141291797161,0.016671665,0.26166603,-4.2567043
498500,8036,-0.0020142084,0.023071025,1.8389132927513492,997,6728.2286422252655,49850000,0.027856072,64.89,0.9728811495006084,0.01440572,0.26470396,-4.2482457
499000,8159,-0.004198501,0.021152344,1.7857189301031757,998,6734.975942373276,49900000,0.028802365,57.64,0.9754860512912273,0.014189706,0.24794394,-4.2425985
499500,8183,-0.0036391225,0.021313243,1.9512882853416522,999,6741.6114909648895,49950000,0.027074456,68.88,0.9742370489984751,0.014183916,0.24898408,-4.2582054
500000,7866,-0.0039324104,0.020892382,1.7160527248922517,1000,6748.302435874939,50000000,0.026954012,58.82,0.9740351233631372,0.014072721,0.24282606,-4.271532
500500,8217,-0.003953473,0.021563984,1.6146774480845125,1001,6755.265113592148,50050000,0.026757032,58.38,0.971569836139679,0.0146074835,0.25480798,-4.267642
501000,8289,-0.0029433744,0.020729983,1.5742926123838332,1002,6761.950133562088,50100000,0.026373066,58.02,0.9691848326474428,0.01572464,0.24477404,-4.2700267
501500,8165,-0.003921567,0.022005118,1.6878313498158242,1003,6768.513853311539,50150000,0.027681941,58.23,0.9719488993287086,0.015189006,0.2552519,-4.275391
502000,8145,-0.003592062,0.021117907,2.0249419042622323,1004,6775.111572504044,50200000,0.027166167,65.37,0.9701594989746809,0.015703578,0.25059795,-4.278449
502500,7958,-0.0039397674,0.022609964,1.7667119453133637,1005,6781.855587244034,50250000,0.02656958,61.26,0.9744178429245949,0.014325615,0.25856796,-4.278058
503000,8055,-0.0035744924,0.023671128,1.6529309261737763,1006,6788.620733261108,50300000,0.026714075,59.23,0.9680475667119026,0.016929664,0.268892,-4.2888346
503500,7833,-0.0036257086,0.021964187,1.8711462746592589,1007,6795.3785490989685,50350000,0.027129326,60.5,0.9731210842728615,0.015002144,0.25466204,-4.3001146
504000,8154,-0.0033406506,0.02264505,1.8322854174863459,1008,6802.305409669876,50400000,0.027475081,59.3,0.9644608423113823,0.019227695,0.26191998,-4.2977037
504500,7717,-0.0028788438,0.021964751,1.6542834282063996,1009,6809.030834913254,50450000,0.027667778,58.71,0.9721760656684637,0.015218446,0.25696,-4.2949758
505000,8124,-0.0045915083,0.022966288,1.9563610334483383,1010,6816.1463940143585,50500000,0.028066618,61.55,0.9693891890347004,0.016947364,0.26175994,-4.2929387
505500,8001,-0.004068191,0.020607708,1.9766764401720138,1011,6822.79708647728,50550000,0.027805993,63.8,0.9759320262819529,0.012893486,0.24490593,-4.299729
506000,7872,-0.0039729094,0.020543098,1.7521363682203082,1012,6829.700494766235,50600000,0.027278403,60.33,0.9772388003766537,0.011627609,0.24653004,-4.3091335
506500,8361,-0.00265901,0.022813467,1.6127385407356634,1013,6836.629056215286,50650000,0.027397761,52.88,0.9733995087444782,0.01417175,0.26538995,-4.316077
507000,7871,-0.0033837717,0.021256173,1.7501403541005858,1014,6843.104465723038,50700000,0.027463576,55.93,0.9688751045614481,0.017501138,0.252236,-4.3170505
507500,7928,-0.0034499927,0.020837914,1.5284015356498275,1015,6850.104517459869,50750000,0.027396616,55.88,0.976871907711029,0.012513261,0.24644397,-4.3228374
508000,8135,-0.002601839,0.020435538,1.8713870865704667,1016,6857.053021192551,50800000,0.027735945,56.38,0.9752009939402342,0.013049113,0.24391003,-4.327026
508500,8360,-0.0045530973,0.02092563,1.5856361094541354,1017,6863.840731859207,50850000,0.028657412,51.39,0.974468182772398,0.014994877,0.24824004,-4.33163
509000,8244,-0.004357647,0.022041628,1.5340061836749372,1018,6870.4057557582855,50900000,0.027912464,57.3,0.9756256323307753,0.013424828,0.25669193,-4.3295636
509500,8138,-0.0025758252,0.024658611,1.809233533617953,1019,6876.986910104752,50950000,0.027504563,58.55,0.9708091132342815,0.014812833,0.27926198,-4.332864
510000,8213,-0.00307681,0.022614691,1.6341753490162956,1020,6883.74177479744,51000000,0.027697993,56.76,0.9739369619637728,0.014534677,0.26258403,-4.3385177
510500,7813,-0.004948667,0.020358019,2.0508828815801827,1021,6890.416431903839,51050000,0.028390126,70.6,0.9750123992562294,0.01366638,0.24301998,-4.3468437
511000,8117,-0.002980294,0.022561338,1.608031025106975,1022,6897.386399030685,51100000,0.027587336,51.94,0.9714818578213453,0.01572776,0.26225406,-4.3593483
511500,7683,-0.0042923037,0.022173505,1.6348219028628954,1023,6904.082220077515,51150000,0.028227527,53.21,0.9676731415092945,0.018032223,0.257866,-4.364866
512000,8166,-0.002967383,0.023507703,1.6911043562036867,1024,6911.289829969406,51200000,0.028127857,54.69,0.9685526117682457,0.018071033,0.27126402,-4.372124
512500,8189,-0.0024488014,0.021589605,1.8978132981863747,1025,6918.0409643650055,51250000,0.027783718,60.57,0.9708428103476763,0.015602419,0.25339997,-4.374684
513000,7931,-0.0031414998,0.023343097,1.6986559762056277,1026,6924.726068496704,51300000,0.027547762,54.71,0.9716178867965937,0.014827942,0.26643193,-4.3723254
513500,8047,-0.002973142,0.0223381,1.9754402932983066,1027,6931.463185310364,51350000,0.028807536,61.66,0.9732457138597965,0.0144796185,0.25985396,-4.3699827
514000,8108,-0.0040225964,0.023926139,1.7697693114064168,1028,6938.188592672348,51400000,0.02894774,54.89,0.9695968385785818,0.016686028,0.27106807,-4.3646173
514500,8236,-0.0033706648,0.021221152,1.9459178274485749,1029,6944.837051153183,51450000,0.028447984,62.3,0.9727786164730787,0.015102345,0.24829796,-4.3663945
515000,7786,-0.004827427,0.020888524,1.6316387581855816,1030,6951.516740560532,51500000,0.02782735,57.84,0.9710635934025049,0.01595967,0.24689205,-4.3631115
515500,8030,-0.0031467727,0.022134895,1.4255995297016488,1031,6958.439764022827,51550000,0.027961345,52.08,0.9729256201535463,0.01538011,0.25858405,-4.364251
516000,7868,-0.003227535,0.022961583,1.6204611452593962,1032,6965.209650754929,51600000,0.027612131,60.89,0.9704737383872271,0.016656408,0.26665002,-4.3575068
516500,8328,-0.0031134232,0.022692924,1.7655868041705254,1033,6972.1684720516205,51650000,0.027613515,54.51,0.9707184974104166,0.015507851,0.26263604,-4.348778
517000,8061,-0.0036724498,0.022202812,1.6141892504217685,1034,6978.76315331459,51700000,0.027539253,56.54,0.9707247782498598,0.016436964,0.25419402,-4.352124
517500,8041,-0.0035339138,0.021675715,1.5980987327218463,1035,6985.193052530289,51750000,0.027312173,60.42,0.9749445151537657,0.0134222945,0.2591301,-4.3549943
518000,8167,-0.0051590097,0.021720324,1.9544450684314507,1036,6991.823826551437,51800000,0.029026277,61.74,0.9757202453911304,0.013445225,0.25688195,-4.350073
518500,8422,-0.0035806028,0.021842677,1.5881968683539889,1037,6998.468304157257,51850000,0.02827691,48.6,0.9691011682152748,0.017202511,0.252432,-4.352691
519000,8226,-0.0036672193,0.02129329,1.8433696740811865,1038,7004.887932300568,51900000,0.027180068,58.8,0.9724613483995199,0.014807195,0.25064194,-4.3576355
519500,8212,-0.0043285256,0.022245636,1.5938110464884085,1039,7011.508425951004,51950000,0.027199551,53.23,0.9707242716103792,0.016092923,0.256868,-4.3609114
520000,8546,-0.0035061168,0.020215582,1.8706227308649976,1040,7018.241188526154,52000000,0.027772946,65.71,0.9742995891720057,0.014064559,0.237528,-4.372271
520500,8526,-0.004276398,0.021448893,1.5934465821742196,1041,7024.678848981857,52050000,0.027690964,52.03,0.9710894599556923,0.015973613,0.254574,-4.373309
521000,8306,-0.0022756767,0.022553165,1.6627632684654963,1042,7031.112637519836,52100000,0.028331045,53.68,0.9726129826158285,0.015099541,0.26129398,-4.370866
521500,8382,-0.0041264915,0.0204687,2.0663433941064433,1043,7037.714528560638,52150000,0.027761586,66.3,0.9707271065562963,0.015550026,0.24015196,-4.37361
522000,8149,-0.0035283929,0.021611178,1.6228641478057397,1044,7044.329253435135,52200000,0.027630052,54.6,0.9721968993544579,0.015463906,0.25072408,-4.3702283
522500,8104,-0.0031709056,0.023356743,1.7718422860112333,1045,7050.990345001221,52250000,0.026030784,54.76,0.9714321214705706,0.015166197,0.266734,-4.370895
523000,8353,-0.0036338114,0.021896053,1.842269127742329,1046,7057.693361997604,52300000,0.027024604,62.67,0.9699517395347357,0.016304009,0.25416797,-4.382809
523500,7955,-0.0040215687,0.021257306,1.7338909060912555,1047,7064.216157674789,52350000,0.02830566,60.99,0.9745145011693239,0.013332287,0.24982199,-4.3849807
524000,8346,-0.004768789,0.022145558,1.6618789239042961,1048,7071.054857254028,52400000,0.026702475,56.13,0.972035463899374,0.015068735,0.25742802,-4.388141
524500,8346,-0.002926796,0.022925496,1.801212869635201,1049,7077.606111049652,52450000,0.028399004,59.77,0.9731414802372456,0.014623081,0.26670596,-4.385758
525000,7907,-0.0028359818,0.02284509,1.8291497669743695,1050,7084.169116020203,52500000,0.028378148,55.78,0.9706486780196428,0.016025115,0.265544,-4.3809347
525500,7945,-0.0034478218,0.02389542,1.6236644281033659,1051,7091.119234323502,52550000,0.027264902,53.2,0.9734138157218695,0.014190216,0.270856,-4.373584
526000,8310,-0.0044948594,0.021608556,2.0001234384522832,1052,7097.85684132576,52600000,0.027787836,64.4,0.97307582013309,0.013935069,0.253046,-4.367666
526500,7726,-0.004126874,0.022551809,1.2684697586786207,1053,7104.454936027527,52650000,0.026391936,56.2,0.9726042281836271,0.014942428,0.26069802,-4.3571224
527000,7751,-0.0024397403,0.022314794,1.8042480005384278,1054,7111.4479603767395,52700000,0.028700288,58.34,0.9748611859977245,0.014362268,0.2607,-4.3488274
527500,7988,-0.0034109214,0.02212513,2.15210531788689,1055,7118.5747809410095,52750000,0.026389731,67.59,0.9685053192079067,0.017102402,0.255018,-4.3424315
528000,7909,-0.0030224607,0.022490988,1.5485561614287873,1056,7125.390619516373,52800000,0.027262012,55.46,0.9705212712287903,0.016136795,0.25959402,-4.3453856
528500,7973,-0.0028343177,0.022956876,1.6171544616819302,1057,7132.266770124435,52850000,0.02727181,56.85,0.9686386398971081,0.01664327,0.26670396,-4.343559
529000,8001,-0.00368593,0.020042002,1.7502234921156923,1058,7139.111298561096,52900000,0.027888793,60.26,0.9726453237235546,0.014414972,0.239604,-4.3517494
529500,8128,-0.003879527,0.022702515,1.687912224623724,1059,7145.903118848801,52950000,0.02810343,58.99,0.9732862189412117,0.0149439415,0.26102597,-4.3646502
530000,8146,-0.0032072512,0.023690196,1.975743713381671,1060,7152.497997522354,53000000,0.02689639,63.03,0.9711421839892864,0.015576495,0.269274,-4.361678
530500,7948,-0.0033505643,0.021695679,1.6143555519689108,1061,7159.140702724457,53050000,0.02847396,53.08,0.9737538602203131,0.014523417,0.25549197,-4.3733974
531000,8073,-0.0037017716,0.02298042,1.9297163877619823,1062,7165.99644446373,53100000,0.028905177,58.95,0.9704205896705389,0.01658392,0.26331803,-4.3836555
531500,8028,-0.0034910757,0.021745358,1.3065071481202175,1063,7172.852695941925,53150000,0.026495242,50.15,0.9718674886971712,0.015201433,0.25579,-4.386669
532000,8049,-0.0038646576,0.022088788,1.6308592753483753,1064,7179.683560371399,53200000,0.027340952,54.64,0.9680008962750435,0.017439505,0.25919402,-4.3871303
532500,7810,-0.0027637908,0.022242727,1.6436632242811902,1065,7186.346042871475,53250000,0.028242912,54.26,0.9680361077189445,0.01751542,0.25950795,-4.403108
533000,8200,-0.0034452034,0.022004023,1.8697654452895223,1066,7193.428040027618,53300000,0.027612733,56.41,0.9711562935262918,0.015529797,0.25432596,-4.409787
533500,8009,-0.0037602023,0.022869118,1.486305049485818,1067,7200.1698541641235,53350000,0.027556967,52.33,0.9709390494972467,0.016767828,0.26389998,-4.4127855
534000,8007,-0.0033970373,0.022910027,2.013001216468583,1068,7206.936460494995,53400000,0.02812208,64.91,0.973810663446784,0.014359114,0.265572,-4.4238954
534500,8204,-0.0031606723,0.022832567,1.547651022129139,1069,7213.8374812603,53450000,0.027818475,55.62,0.9751951023936272,0.013529279,0.262178,-4.427394
535000,7820,-0.0035185781,0.02139438,1.7174025219165197,1070,7220.541376113892,53500000,0.028543813,58.73,0.9749365635216236,0.014115048,0.255466,-4.422819
535500,7779,-0.0026179003,0.023551024,1.446101976264763,1071,7227.550151348114,53550000,0.026294328,51.61,0.9705747999250889,0.014984106,0.267822,-4.4238777
536000,7905,-0.0018518531,0.023881307,1.507105811197107,1072,7234.614476442337,53600000,0.026799327,53.4,0.9697046410292387,0.015914124,0.273162,-4.417491
536500,8322,-0.0033062685,0.022627197,1.5191729354528798,1073,7241.507564544678,53650000,0.027926827,53.8,0.9735995251685381,0.014395948,0.26151606,-4.42134
537000,7905,-0.003680474,0.021214426,1.9124777362110763,1074,7248.165165185928,53700000,0.028330691,61.14,0.9700209628790617,0.016776765,0.25267607,-4.422808
537500,8331,-0.0038695005,0.021336239,1.900798043291925,1075,7254.9676814079285,53750000,0.029197762,59.34,0.9728893209248781,0.014977043,0.25383604,-4.4206786
538000,7831,-0.0040754084,0.022044014,1.4222923585206444,1076,7261.637635946274,53800000,0.027369475,54.13,0.9708846919238567,0.01542431,0.25684202,-4.4237614
538500,7785,-0.004288426,0.02166891,1.442835585146022,1077,7268.54954957962,53850000,0.028059758,46.51,0.9741863664239645,0.013926954,0.25404003,-4.415431
539000,8267,-0.0025334414,0.024579497,1.7343652404490422,1078,7275.534576892853,53900000,0.026838817,59.87,0.9682807885110378,0.017607136,0.27427995,-4.4053936
539500,8143,-0.0023804111,0.024400348,1.6170990094923763,1079,7282.182121753693,53950000,0.028426094,51.93,0.9731824938207865,0.014233495,0.274948,-4.392893
540000,7982,-0.0031487483,0.023085698,1.5383890459329268,1080,7288.868746757507,54000000,0.02749063,56.28,0.9717657044529915,0.01566604,0.26736203,-4.38642
540500,8033,-0.0041107484,0.022802262,1.6433105584608712,1081,7295.4646162986755,54050000,0.028326187,56.49,0.9778260532766581,0.012107307,0.26533198,-4.392063
541000,8033,-0.002849846,0.023274254,1.584811410146358,1082,7302.336833953857,54100000,0.027427498,54.37,0.9718597885221243,0.01582908,0.26460192,-4.394537
541500,7680,-0.0041550766,0.022877274,1.8025870638162451,1083,7309.226606845856,54150000,0.027198171,58.59,0.9715131428092718,0.014773106,0.26458403,-4.3996763
542000,7989,-0.0025735965,0.023706332,1.7122404453680065,1084,7316.311490058899,54200000,0.028185373,53.55,0.9709381647408009,0.016574848,0.266752,-4.393344
