serial_timesteps,fps,policy_loss,approxkl,ep_reward_mean,n_updates,time_elapsed,total_timesteps,true_reward,ep_len_mean,explained_variance,value_loss,clipfrac,policy_entropy
27000,8026,-0.006517589,0.0047403183,0.23375681939709467,54,363.1744041442871,2700000,0.008229575,18.6,0.9066833779215813,0.021678377,0.04947799,4.4165893
27500,8072,-0.0066504166,0.005151483,0.1568613879167242,55,370.0194721221924,2750000,0.007484133,16.6,0.9171517640352249,0.018495088,0.05649002,4.395067
28000,8168,-0.0067657824,0.0047710356,0.24655722000701644,56,376.6027591228485,2800000,0.008415278,18.62,0.9015913158655167,0.0213102,0.049383994,4.37114
28500,8133,-0.007099252,0.004882606,0.2958516081480775,57,383.3279016017914,2850000,0.0074812183,20.77,0.8900003880262375,0.024590833,0.052036,4.349284
29000,8432,-0.00644697,0.005124699,0.40616147041633666,58,389.96513652801514,2900000,0.009890216,17.65,0.9159873202443123,0.020935947,0.056301996,4.327643
29500,8181,-0.0066825934,0.0050281067,0.3181764137028222,59,396.49919748306274,2950000,0.010022989,18.53,0.9182544946670532,0.020309506,0.053595997,4.295643
30000,7828,-0.0071266848,0.0052365963,0.29693621520054875,60,403.22578859329224,3000000,0.008928022,16.52,0.9183553457260132,0.020595795,0.05675201,4.263209
30500,8185,-0.0070536174,0.0052173333,0.29532342815058654,61,410.1399426460266,3050000,0.011228158,15.41,0.9225915372371674,0.020018196,0.056329995,4.2296
31000,8159,-0.0074000303,0.0049028136,0.2939527921197441,62,416.8682987689972,3100000,0.011630709,21.02,0.9137988835573196,0.022957921,0.05322001,4.202391
31500,8355,-0.0073045883,0.005219359,0.3672977531029755,63,423.6251411437988,3150000,0.012354867,20.03,0.9109296426177025,0.023830703,0.05851199,4.1862245
32000,7896,-0.0067080157,0.0051293634,0.41539217693003594,64,430.20730209350586,3200000,0.011435076,19.81,0.9075372070074081,0.024517309,0.054699995,4.162387
32500,8206,-0.0068511353,0.005158876,0.3869030597062374,65,436.79300117492676,3250000,0.011547128,18.1,0.9175639897584915,0.022231083,0.05568,4.1290703
33000,8369,-0.007011497,0.005304988,0.30197773396190314,66,443.5386862754822,3300000,0.012507042,18.63,0.921802207827568,0.023699071,0.058895998,4.1027513
33500,8100,-0.007063521,0.005005471,0.3214602014629054,67,449.9967701435089,3350000,0.01132167,20.66,0.9187842011451721,0.023627756,0.054008003,4.083136
34000,8251,-0.006764935,0.005114561,0.48952945109042045,68,456.636105298996,3400000,0.013555398,22.1,0.9250686466693878,0.024010863,0.054956004,4.051025
34500,8368,-0.007024046,0.005128576,0.3589355769503163,69,463.3047442436218,3450000,0.013535348,17.19,0.9272666424512863,0.022874909,0.055115994,4.0163145
35000,8106,-0.007373205,0.0056145806,0.37812033495407377,70,469.9858627319336,3500000,0.0124801425,18.85,0.9198759496212006,0.024120009,0.062741995,3.977117
35500,8096,-0.0076791714,0.0056410935,0.45514950786578995,71,476.8061468601227,3550000,0.0140379295,22.0,0.9268849194049835,0.022499658,0.06346,3.9328985
36000,8054,-0.007334303,0.005455219,0.44348276134151093,72,483.6043930053711,3600000,0.013572763,20.75,0.9169292524456978,0.024947524,0.06161199,3.906581
36500,8143,-0.007331191,0.0051390543,0.5894303885295085,73,490.4105067253113,3650000,0.014240755,24.8,0.9126571416854858,0.030819885,0.055760007,3.885373
37000,7675,-0.0076273396,0.0055409227,0.4707981031644158,74,497.03359484672546,3700000,0.01549729,22.4,0.9240985736250877,0.024312064,0.062100004,3.8557117
