ep_reward_mean,n_updates,ep_len_mean,time_elapsed,true_reward,policy_loss,policy_entropy,clipfrac,total_timesteps,approxkl,fps,serial_timesteps,explained_variance,value_loss
0.3002799177713314,34,45.58,224.29787755012512,-0.017583199,-0.006374525,5.125251,0.042390004,1700000,0.0043169386,7792,17000,0.9136780947446823,0.17743865
0.15486619965355203,35,40.7,231.2746798992157,-0.023007765,-0.006661541,5.103644,0.051172014,1750000,0.0048860805,7940,17500,0.9161386489868164,0.15894371
-0.22762111077396185,36,43.19,238.04690146446228,-0.019172143,-0.0055120434,5.081006,0.038836,1800000,0.004111977,7803,18000,0.9186546206474304,0.17621264
0.21630782630847534,37,37.39,244.98661613464355,-0.017587466,-0.0067101843,5.0608053,0.04874001,1850000,0.004622625,7661,18500,0.9076758921146393,0.18238924
0.42973702547111314,38,42.28,252.00155878067017,-0.015243385,-0.0063374485,5.031081,0.045039997,1900000,0.0045006825,8068,19000,0.9241073131561279,0.17118897
0.27830358029397756,39,43.76,258.6625642776489,-0.013086053,-0.0054393075,5.00621,0.036482,1950000,0.0039724405,8013,19500,0.9216851890087128,0.18060717
0.19151261580576828,40,35.12,265.4015643596649,-0.0120328255,-0.0069787903,4.9869623,0.044724,2000000,0.004466644,8160,20000,0.9213564693927765,0.18354101
0.2011793255865996,41,40.42,271.96820402145386,-0.015594769,-0.007024836,4.960927,0.04640601,2050000,0.004591942,7943,20500,0.9165128171443939,0.16868556
0.5605693568300921,42,43.13,278.8592965602875,-0.013660042,-0.006860082,4.934185,0.048443984,2100000,0.0046859737,7941,21000,0.9270791113376617,0.1678576
0.7570330464530344,43,48.11,285.3892378807068,-0.011538343,-0.006191745,4.90645,0.043473992,2150000,0.004463943,7874,21500,0.922828420996666,0.17607608
0.11372868673613994,44,39.46,292.0612008571625,-0.010224654,-0.0064195204,4.88578,0.041805997,2200000,0.004288057,7692,22000,0.9254606366157532,0.17982982
0.42270197751360683,45,39.44,299.058066368103,-0.011115525,-0.006568971,4.8682284,0.045349993,2250000,0.004443159,8099,22500,0.9302040860056877,0.18284702
0.4948365044003003,46,36.9,305.6546630859375,-0.010037624,-0.0063664927,4.847379,0.050447997,2300000,0.0048016654,7967,23000,0.9271812066435814,0.18014699
0.7258288946162793,47,37.54,312.5070083141327,-0.0064852387,-0.0062813438,4.830484,0.049022004,2350000,0.0046859733,8213,23500,0.9249532967805862,0.18289939
0.2808148434433679,48,39.69,318.8070137500763,-0.013695163,-0.007045358,4.814878,0.050830007,2400000,0.0047762454,8041,24000,0.9303455874323845,0.1775819
0.9753418595268158,49,44.31,325.5965061187744,-0.0065463874,-0.0062752897,4.7972307,0.046851996,2450000,0.0046085604,7775,24500,0.9315875470638275,0.18935613
1.100810521719759,50,40.76,332.51011204719543,-0.0045494176,-0.006883502,4.786612,0.052284002,2500000,0.0048420657,8057,25000,0.9307698979973793,0.1985868
1.2621647904875863,51,47.85,339.11498188972473,-0.005513946,-0.007014402,4.7689357,0.049692012,2550000,0.0047195517,7757,25500,0.9384542666375637,0.1765454
1.1373808042554812,52,46.45,345.996826171875,-0.0015572873,-0.0069102985,4.748156,0.050102,2600000,0.0047597336,7784,26000,0.9401252530515194,0.18192501
0.31513831633936207,53,39.66,353.0619270801544,-0.0049397573,-0.0072659566,4.7174582,0.054368,2650000,0.0051005874,7903,26500,0.9298768788576126,0.19135378
0.3604473289841553,54,47.79,359.8328275680542,-0.0012316532,-0.0065178596,4.679796,0.052624002,2700000,0.004990212,7848,27000,0.9442155435681343,0.17767628
1.196157490749756,55,50.82,366.69681429862976,-0.002503239,-0.0074931276,4.6469727,0.05986801,2750000,0.0054048346,7661,27500,0.9405581504106522,0.18448682
0.7447460896191478,56,47.46,373.79813623428345,-0.0024234792,-0.0070620505,4.6254315,0.05480801,2800000,0.005023346,7806,28000,0.9390588328242302,0.192064
1.1617268471932767,57,45.88,380.67735862731934,-0.0022427132,-0.0066708084,4.6078005,0.053558007,2850000,0.0049381284,7766,28500,0.941985122859478,0.17831832
1.1616062721250637,58,49.82,387.7371997833252,0.0030599744,-0.006497439,4.583522,0.049783997,2900000,0.0048116916,8204,29000,0.9398581720888615,0.19174492
2.015258749030181,59,49.45,394.331818819046,0.0029239736,-0.0069588376,4.5617847,0.057618,2950000,0.0052102106,7759,29500,0.9453601874411106,0.1742918
1.6483923549138852,60,49.46,401.3616292476654,-0.0012995886,-0.0068243416,4.5398617,0.055569995,3000000,0.005084795,7953,30000,0.9410990811884403,0.1881131
0.8851121961470563,61,49.49,408.1630997657776,0.0027143597,-0.006779799,4.5218797,0.053288005,3050000,0.0050004385,7609,30500,0.9437093250453472,0.18647653
1.9913754382074693,62,49.74,415.2195498943329,0.0018584823,-0.0072391657,4.5046644,0.051178,3100000,0.0047998005,7608,31000,0.9414005428552628,0.20554262
1.3732110407521396,63,44.7,422.39015650749207,0.0037478195,-0.006887778,4.4859366,0.052389994,3150000,0.004862195,7854,31500,0.9448591247200966,0.19338723
1.42914958446112,64,51.82,429.13669300079346,0.0013122162,-0.007005907,4.454776,0.053562008,3200000,0.005007819,7980,32000,0.9502567127346992,0.18408331
1.3369174101614043,65,45.45,435.88015508651733,0.005550493,-0.0076261526,4.425756,0.058307994,3250000,0.0052625192,7958,32500,0.947391003370285,0.21112584
1.39232672390659,66,51.27,442.6598906517029,0.005372287,-0.00805582,4.391395,0.059130006,3300000,0.005385837,7738,33000,0.9506953619420528,0.18687011
1.8229595770024025,67,49.79,449.46382308006287,0.006468397,-0.008039831,4.3675275,0.058806,3350000,0.0053318758,7709,33500,0.9470684975385666,0.19567256
1.5094910362276277,68,46.61,456.48055601119995,0.005393829,-0.007094468,4.3578467,0.053894,3400000,0.004971709,7904,34000,0.9494382478296757,0.20142946
1.6166304852050961,69,49.45,463.0752651691437,0.006456667,-0.007093033,4.338285,0.058062006,3450000,0.0052451105,7824,34500,0.9480306170880795,0.19458668
1.602998085753934,70,47.27,469.8705241680145,0.006292541,-0.008354913,4.31634,0.059981994,3500000,0.005350225,7642,35000,0.9463620036840439,0.22469482
1.4161043139258982,71,49.93,476.6967923641205,0.008765184,-0.0072303377,4.3032165,0.05053001,3550000,0.004750709,7964,35500,0.9493394792079926,0.2225805
1.8655419920614804,72,48.87,483.51113295555115,0.009496488,-0.007195685,4.2841463,0.056244005,3600000,0.0051213424,7750,36000,0.9590532928705215,0.18736708
2.637089786741417,73,56.43,490.5215094089508,0.012621528,-0.00747983,4.2555223,0.055210005,3650000,0.005031135,7759,36500,0.9602497108280659,0.18341798
2.4804236355678584,74,55.8,497.42555832862854,0.011506251,-0.0074509643,4.2231584,0.058164,3700000,0.0052845376,7848,37000,0.9595616571605206,0.18644913
2.4581291216862153,75,57.31,504.35122990608215,0.008660475,-0.006989555,4.189684,0.056755997,3750000,0.005189294,7709,37500,0.9588822461664677,0.18490112
2.895897541252198,76,64.52,511.378093957901,0.010751474,-0.007816016,4.1599016,0.059822,3800000,0.005366902,7948,38000,0.9601799286901951,0.16993067
2.5099758180379284,77,60.92,517.8654973506927,0.011097615,-0.0065232194,4.1368523,0.051813997,3850000,0.0048468746,7700,38500,0.9568485841155052,0.19873615
3.1030806001473685,78,56.46,524.6344003677368,0.012229249,-0.0070404643,4.1188564,0.05732199,3900000,0.0051968936,7743,39000,0.9554685279726982,0.20333385
2.2402572486776626,79,58.39,531.5773298740387,0.014594954,-0.007205808,4.098073,0.058644004,3950000,0.005284014,7885,39500,0.960918590426445,0.19759299
3.3680959304998397,80,60.98,538.3715302944183,0.0121354805,-0.0072965585,4.0716105,0.053084,4000000,0.004941589,7931,40000,0.9571207240223885,0.1954924
1.862041908660758,81,48.44,545.1815388202667,0.0065463847,-0.007473681,4.0416765,0.058914013,4050000,0.005309766,7915,40500,0.9592057764530182,0.19001336
2.258251923712087,82,48.16,552.0237395763397,0.014802688,-0.006868437,4.0164986,0.049832,4100000,0.0047380766,7871,41000,0.9596445709466934,0.17941639
3.216962104933555,83,63.44,558.7490611076355,0.014271331,-0.007598403,3.9932983,0.06561799,4150000,0.0056535886,7883,41500,0.963822890073061,0.16585518
3.1438199128737323,84,57.25,565.6220116615295,0.013458582,-0.008142294,3.9717512,0.06448401,4200000,0.005590245,7909,42000,0.9628990925848484,0.1908702
2.467934994612879,85,62.5,572.377742767334,0.015334512,-0.0071858787,3.953862,0.055416007,4250000,0.005077042,8279,42500,0.9640216007828712,0.17958456
2.100818071706162,86,43.79,578.8950078487396,0.012532126,-0.007062655,3.9402087,0.062682,4300000,0.0054583442,7656,43000,0.9632007330656052,0.171791
2.33755538152167,87,53.68,586.0196371078491,0.012413583,-0.007938752,3.9270453,0.066652,4350000,0.0056625963,7956,43500,0.9652360007166862,0.17561784
3.1101547802236746,88,58.64,592.8464217185974,0.017179878,-0.007864859,3.9108431,0.06325601,4400000,0.0054985667,7620,44000,0.9651267491281033,0.17363787
2.723694221926271,89,61.43,599.9609677791595,0.013795277,-0.0076630055,3.886304,0.058193993,4450000,0.005278862,7842,44500,0.9636280685663223,0.18030573
3.6401315540216457,90,65.42,606.952401638031,0.015333216,-0.007646291,3.8659592,0.061384,4500000,0.0054315454,7901,45000,0.9702585786581039,0.160986
3.223242208636657,91,65.44,613.5234456062317,0.017831704,-0.007793719,3.8507092,0.061468,4550000,0.005386189,8262,45500,0.9688361510634422,0.1689983
2.6803129229770275,92,55.47,619.9595215320587,0.014317006,-0.008688997,3.831179,0.07563999,4600000,0.0062248986,7647,46000,0.9701304156333208,0.15287161
2.802695653165829,93,61.23,627.0482666492462,0.017745463,-0.008115069,3.8049157,0.067242,4650000,0.0058199586,7777,46500,0.9692363794893026,0.1723474
3.4485331732066697,94,63.25,633.767086982727,0.02089476,-0.0073267496,3.7878177,0.06134399,4700000,0.005419239,8195,47000,0.9736600499600172,0.13921644
2.899441154539527,95,69.23,640.4260349273682,0.013485305,-0.0073097185,3.7769992,0.058423992,4750000,0.005191714,8025,47500,0.9719531517475843,0.15754491
2.442739931954711,96,55.62,647.0482611656189,0.014671879,-0.0076300846,3.7662332,0.061547995,4800000,0.005353415,7833,48000,0.9686666429042816,0.16311094
3.5009753457363697,97,67.37,653.7873320579529,0.016786225,-0.007238554,3.7550216,0.06174999,4850000,0.005369499,7834,48500,0.9717937931418419,0.15328169
2.6796927533476262,98,61.84,660.7399792671204,0.017376957,-0.008039227,3.7314386,0.064766,4900000,0.0056335176,7453,49000,0.9683607444167137,0.16838409
3.127068019887956,99,64.72,668.0014297962189,0.015790157,-0.0076850425,3.7057178,0.059948,4950000,0.0053177048,7696,49500,0.9704807363450527,0.17805012
2.9054631344131483,100,60.02,674.8468799591064,0.01691182,-0.0075828773,3.6815732,0.063626,5000000,0.0055364533,8087,50000,0.9688881076872349,0.167023
4.323627641546773,101,75.62,681.5040104389191,0.023467591,-0.007996759,3.6546311,0.06257,5050000,0.0055162963,7832,50500,0.9726292248815298,0.16175377
3.338682272026708,102,60.58,688.5016784667969,0.02003398,-0.007858691,3.6334672,0.06771201,5100000,0.005755564,7847,51000,0.9746745023876429,0.14680159
2.982789729682554,103,62.15,695.4313662052155,0.01776678,-0.0075146477,3.615679,0.06035799,5150000,0.0053703194,8091,51500,0.9713363591581583,0.16810028
4.060631194564994,104,71.13,702.126122713089,0.019620301,-0.0083704265,3.5882037,0.071612,5200000,0.0059954887,7900,52000,0.9736074060201645,0.15421331
3.313085914465191,105,69.98,709.0392394065857,0.021233125,-0.008487698,3.566049,0.068614,5250000,0.00583154,8093,52500,0.9734827317297459,0.15372261
2.66136203282862,106,57.14,715.6002676486969,0.018082058,-0.007962743,3.5426416,0.070659995,5300000,0.006051113,7960,53000,0.9706595186144114,0.16728666
3.2086589455931245,107,70.26,722.4394505023956,0.019146431,-0.008330366,3.517152,0.068392016,5350000,0.0058656908,8089,53500,0.9752052966505289,0.15305033
3.9291011065664496,108,66.55,729.042617559433,0.02033745,-0.008659802,3.4809875,0.07200398,5400000,0.006106123,7827,54000,0.9758052434772253,0.14418587
4.363273103797546,109,73.71,735.8570711612701,0.02101726,-0.0076906984,3.4429343,0.069814004,5450000,0.0059874435,8225,54500,0.975373912602663,0.14294676
3.191906568437153,110,71.9,742.2612700462341,0.020643909,-0.007834382,3.4174488,0.06832999,5500000,0.005828992,7826,55000,0.9734057206660509,0.1566872
4.705585515362909,111,71.11,749.2711300849915,0.025308501,-0.008335741,3.3931515,0.071688,5550000,0.00603586,7819,55500,0.9780469536781311,0.1365356
3.3201889633593966,112,65.8,756.2793080806732,0.021279272,-0.0086333975,3.3716815,0.07105,5600000,0.0060128695,7997,56000,0.9741828963160515,0.15996741
4.475731878380502,113,84.14,763.1908547878265,0.024861084,-0.007997182,3.3519504,0.067256,5650000,0.0057649636,8148,56500,0.9761993326246738,0.1450063
3.1549451773992043,114,72.32,769.547703742981,0.022749702,-0.008208309,3.3256192,0.06972399,5700000,0.0059377803,8018,57000,0.9770628158003092,0.14674532
5.349782141013857,115,87.51,776.2222664356232,0.025396235,-0.008270479,3.3131123,0.06573799,5750000,0.005650437,7684,57500,0.9770324639976025,0.14480944
4.829445666692045,116,87.3,783.29829454422,0.022868289,-0.0075021964,3.298126,0.06390602,5800000,0.0055459617,7913,58000,0.9759691804647446,0.13971595
4.110598264206856,117,77.99,790.2024397850037,0.020580636,-0.008084269,3.2852929,0.064838015,5850000,0.0056144674,8204,58500,0.9785822127014399,0.13343953
5.18450758160383,118,82.25,796.9085018634796,0.023933817,-0.007942645,3.2656853,0.07276599,5900000,0.006133718,7873,59000,0.9745965823531151,0.1556695
4.31129563126975,119,78.91,803.5895621776581,0.020919587,-0.008127578,3.24394,0.071281984,5950000,0.006038084,8166,59500,0.9789167810231447,0.13399446
4.2689787858755155,120,83.73,810.177393913269,0.022044795,-0.008404946,3.2162824,0.07273997,6000000,0.006092574,7705,60000,0.9770252592861652,0.14168835
4.805462429675681,121,81.99,817.1955056190491,0.023853172,-0.007938716,3.1940398,0.06794399,6050000,0.005792065,7978,60500,0.9797326251864433,0.13621031
4.830091658283782,122,86.24,824.0668697357178,0.026064022,-0.008297866,3.1741526,0.068698004,6100000,0.005862123,7660,61000,0.9798017553985119,0.1337917
4.064598024845691,123,90.85,831.1548957824707,0.018034503,-0.007909253,3.155216,0.07054001,6150000,0.0059619946,8130,61500,0.9766617193818092,0.14424796
4.45565882218707,124,84.78,837.7866015434265,0.024894886,-0.008819409,3.1373248,0.074792,6200000,0.006215241,7844,62000,0.979857798665762,0.13776731
5.207161194423461,125,88.34,844.5865688323975,0.024421474,-0.008652693,3.1203644,0.067250006,6250000,0.005746194,7952,62500,0.9764581490308046,0.14676768
4.5913988617352155,126,83.7,851.4902954101562,0.023443265,-0.008556226,3.107666,0.07489999,6300000,0.006242825,8013,63000,0.9758597519248724,0.16082633
4.83867276758072,127,86.45,858.1309475898743,0.022867689,-0.008438568,3.0978427,0.07263199,6350000,0.0060418565,7616,63500,0.9780496545135975,0.14869383
5.73271978242119,128,90.97,865.213169336319,0.02636432,-0.009010185,3.0820541,0.07301,6400000,0.0061898245,7943,64000,0.9796690680086613,0.13601996
4.519626085326017,129,86.48,871.8147921562195,0.024469754,-0.0088345995,3.0707672,0.07329601,6450000,0.0060860114,7861,64500,0.9794401060789824,0.13864076
4.48653569035916,130,90.01,878.6860694885254,0.020686394,-0.008551181,3.0570612,0.077606,6500000,0.0063722637,8221,65000,0.9796646386384964,0.13842523
5.176558958154346,131,99.8,885.4329597949982,0.02434128,-0.009381187,3.04017,0.079702,6550000,0.0065146787,8140,65500,0.9798049386590719,0.1455635
4.865479695367976,132,85.19,891.8655724525452,0.024523493,-0.0084674265,3.0185893,0.08324001,6600000,0.006734986,7692,66000,0.9810064006596804,0.13470033
6.6379442135629505,133,113.16,898.8906273841858,0.025568398,-0.009003536,2.9939392,0.07625,6650000,0.006340022,7903,66500,0.9813300762325525,0.13410607
5.489272342902914,134,100.97,905.8244075775146,0.025168864,-0.008056099,2.9746745,0.069296,6700000,0.005908985,8008,67000,0.9802505355328321,0.14625242
7.0439427677192725,135,123.3,912.5605370998383,0.028516257,-0.008303996,2.9594018,0.07290799,6750000,0.0061002914,7878,67500,0.9809626955538988,0.1407217
5.1849146546752305,136,108.73,919.4153680801392,0.02340145,-0.008317718,2.941988,0.072868,6800000,0.0061500547,7712,68000,0.9768920540809631,0.15762387
5.037030499883695,137,110.62,926.355309009552,0.019981533,-0.008890936,2.9246294,0.07713999,6850000,0.006336875,8126,68500,0.9774256218224764,0.15501045
5.43738493999248,138,116.65,932.9978246688843,0.023778837,-0.009227918,2.9087827,0.07779999,6900000,0.0063521904,7840,69000,0.9811534024775028,0.13287634
7.256295020158068,139,147.25,939.9599587917328,0.025398068,-0.0085669635,2.8921914,0.07447399,6950000,0.006188075,8205,69500,0.9786067735403776,0.14092433
6.631770146990166,140,161.7,946.6332523822784,0.022174036,-0.008936409,2.8805966,0.079478,7000000,0.006486668,8169,70000,0.9773309826850891,0.15049094
6.298816937965675,141,149.2,953.3619422912598,0.023048658,-0.008579396,2.8651874,0.06910799,7050000,0.0059006037,7941,70500,0.9795276261866093,0.14326622
7.5752037010381175,142,204.82,960.207181930542,0.022461584,-0.008990778,2.8468046,0.08593201,7100000,0.0068680793,8091,71000,0.9810313247144222,0.122516766
7.835155812526246,143,216.48,966.8178761005402,0.023471814,-0.008098791,2.821971,0.074384,7150000,0.0062909173,7692,71500,0.9770589787513018,0.14658493
8.663117662953882,144,217.89,973.6723663806915,0.024812983,-0.008998478,2.8073113,0.08324,7200000,0.0067218347,8233,72000,0.9787255674600601,0.13319515
8.24755140332818,145,223.59,980.4002938270569,0.022176694,-0.00915941,2.7898552,0.08401003,7250000,0.0067638503,7988,72500,0.9773589037358761,0.14220808
9.858465658508212,146,300.11,987.2427399158478,0.027141826,-0.009067475,2.7687,0.079496,7300000,0.0065394794,7870,73000,0.9802264273166656,0.114763215
9.428098913913745,147,264.09,994.1984655857086,0.025875302,-0.008353718,2.7499866,0.080978006,7350000,0.0066159745,8003,73500,0.9817247465252876,0.11224512
9.492927898538984,148,305.37,1000.8621070384979,0.027247932,-0.008582496,2.7299082,0.08030199,7400000,0.0066107493,7937,74000,0.9778112601488829,0.11722017
11.474893690953959,149,316.78,1007.7341957092285,0.029765358,-0.009326328,2.713638,0.07990201,7450000,0.0065698437,8353,74500,0.9798275418579578,0.11034216
10.536007567982852,150,305.56,1014.2529916763306,0.027693195,-0.008134156,2.6946077,0.072330005,7500000,0.0061484342,7903,75000,0.9762198552489281,0.12844247
11.457691475557453,151,348.17,1021.1663019657135,0.028252827,-0.009065907,2.6692922,0.070470005,7550000,0.006097394,7995,75500,0.9755888618528843,0.11784454
11.079510850488404,152,301.02,1027.9597284793854,0.0293899,-0.008988906,2.6481855,0.082898006,7600000,0.006779616,7738,76000,0.9743267185986042,0.12789717
11.532655329444514,153,341.93,1035.0446290969849,0.02786611,-0.008795071,2.6301844,0.069498,7650000,0.005914199,7998,76500,0.9738548398017883,0.12591347
10.786372620955644,154,324.73,1041.8762323856354,0.02824412,-0.008459695,2.6152158,0.068976,7700000,0.005977837,8116,77000,0.9763951636850834,0.10313583
11.934597972576993,155,337.91,1048.6239459514618,0.030364297,-0.0089036,2.5997481,0.07278799,7750000,0.006169792,8035,77500,0.974286001175642,0.11634987
10.517988736631487,156,283.66,1055.111188173294,0.031639867,-0.009072851,2.584038,0.073492005,7800000,0.006129024,8113,78000,0.9760718159377575,0.11984414
12.197621302353836,157,362.6,1061.7481973171234,0.029823769,-0.009227067,2.568246,0.087212,7850000,0.006920421,8277,78500,0.9768336843699217,0.101229385
11.860094615169455,158,333.12,1068.2984564304352,0.029665064,-0.009284555,2.5446708,0.06897799,7900000,0.0059351493,8061,79000,0.9785866793245077,0.08303517
11.967227644199193,159,315.19,1074.8893887996674,0.033334453,-0.009708261,2.5191164,0.07720601,7950000,0.0064885826,8200,79500,0.9795940555632114,0.09414356
11.907837217645593,160,312.66,1081.529553413391,0.032747876,-0.008661703,2.5084667,0.067634,8000000,0.005846807,8235,80000,0.9755422305315733,0.10584781
9.91350258263672,161,248.52,1088.0544164180756,0.031327292,-0.009697223,2.491223,0.073230006,8050000,0.0061799837,7617,80500,0.9711820892989635,0.12197842
11.012478475345452,162,308.93,1095.0517506599426,0.030987684,-0.009397898,2.4723694,0.070788,8100000,0.0060275737,8091,81000,0.9715592544525862,0.12031062
8.53887125523108,163,206.59,1101.830960035324,0.03317214,-0.008768859,2.4608479,0.06651001,8150000,0.005822028,7820,81500,0.9754010327160358,0.11251838
9.9768931231631,164,200.9,1108.8005812168121,0.038321197,-0.008187047,2.44707,0.06099598,8200000,0.0053676884,7761,82000,0.9725343007594347,0.12813993
10.360680264500024,165,235.27,1115.7759516239166,0.0358815,-0.008931224,2.4172373,0.06320201,8250000,0.0056240414,8144,82500,0.9787163976579905,0.10177683
9.80526539624414,166,190.86,1122.4004707336426,0.040678263,-0.008471716,2.3852668,0.05894801,8300000,0.0051976917,7693,83000,0.9752816166728735,0.11788226
8.345142578890592,167,159.08,1129.367356300354,0.038275953,-0.008986954,2.364076,0.06834401,8350000,0.0058727725,7870,83500,0.9771361220628023,0.11018327
8.131012091837256,168,187.16,1136.2189099788666,0.035584506,-0.0093469545,2.3488762,0.065958,8400000,0.005705039,7986,84000,0.9701733496040106,0.15576059
9.479878146666925,169,221.18,1142.8592460155487,0.03571371,-0.009048075,2.3355787,0.06652,8450000,0.005835685,8483,84500,0.9708647169172764,0.1305736
9.613144535594802,170,212.55,1149.01069688797,0.039179713,-0.008795202,2.3235376,0.063488,8500000,0.005516916,8158,85000,0.9747021067887545,0.11571315
11.357738496304956,171,279.14,1155.6878118515015,0.035652462,-0.00822492,2.30358,0.063818,8550000,0.0056689545,8028,85500,0.9772279318422079,0.09517602
8.035851280753485,172,159.98,1162.3982462882996,0.04091288,-0.009159174,2.2824492,0.06746,8600000,0.0058600833,7886,86000,0.9730234406888485,0.13798541
9.00578692762616,173,169.8,1169.171716451645,0.040282514,-0.008860755,2.2833033,0.069667995,8650000,0.0059147035,7740,86500,0.9717961717396975,0.15640673
9.2068547233985,174,181.15,1176.2483553886414,0.042489175,-0.009140681,2.2798321,0.06579598,8700000,0.005673811,7980,87000,0.9802559465169907,0.08691927
