fps,time_elapsed,approxkl,policy_entropy,value_loss,explained_variance,clipfrac,serial_timesteps,ep_len_mean,n_updates,ep_reward_mean,policy_loss,true_reward,total_timesteps
7905,5331.4783391952515,0.016438808,-3.0432937,0.028098533,0.9943256806582212,0.21652003,393500,48.84,787,1.079819043634634,-0.007065264,0.004924417,39350000
8062,5338.2856822013855,0.016283488,-3.0454676,0.026507773,0.9944958770647645,0.21613003,394000,47.69,788,1.1126728466296754,-0.0067007476,0.0019345367,39400000
7747,5344.926383972168,0.016970415,-3.0505457,0.031092212,0.993759707082063,0.2199039,394500,44.12,789,0.6308768796103322,-0.0068184393,0.005598926,39450000
8061,5352.01501083374,0.015951507,-3.0539773,0.028011674,0.9942185087129474,0.21176596,395000,43.07,790,0.803322574695776,-0.006107439,0.0029840034,39500000
8065,5358.867741107941,0.01652186,-3.0568106,0.030867688,0.9939056960865855,0.21611999,395500,47.76,791,0.3555338240367928,-0.007612207,0.002661753,39550000
8019,5365.475744962692,0.016120382,-3.0620441,0.029155936,0.9939885288476944,0.210648,396000,47.71,792,0.8709152885979984,-0.008027399,0.0032203707,39600000
7963,5372.223863124847,0.016711101,-3.0766354,0.03089967,0.9933446091599762,0.21743795,396500,42.26,793,0.6545300480217702,-0.005378489,0.0006463963,39650000
7734,5379.059080839157,0.015928071,-3.086378,0.022470007,0.9953445107676089,0.21058396,397000,47.46,794,0.6184180479816314,-0.006667944,0.0035313067,39700000
7774,5386.144464254379,0.016565837,-3.0891037,0.02935115,0.9940981175750494,0.21548401,397500,41.01,795,0.7685637681694061,-0.0060673677,0.0016445984,39750000
8165,5393.129091024399,0.016803266,-3.0875714,0.027061146,0.9943616888485849,0.221942,398000,44.76,796,0.6724225882572773,-0.006842822,0.0021312002,39800000
7994,5399.525703668594,0.01755099,-3.0870175,0.031692933,0.9934470080770552,0.22838798,398500,45.1,797,0.7811376366735203,-0.0064512664,0.005193015,39850000
7766,5406.143875837326,0.016885933,-3.0911121,0.02680668,0.9943626672029495,0.22008002,399000,46.58,798,0.8397714850868578,-0.007950623,0.0015937068,39900000
7746,5412.965455055237,0.015654044,-3.0925164,0.026364136,0.9947272404097021,0.20694599,399500,50.8,799,1.1315715569191798,-0.0075937454,0.0024610525,39950000
7575,5419.992349863052,0.0169912,-3.099717,0.022964288,0.9951044074259698,0.22240797,400000,42.45,800,0.3177759728388628,-0.006633599,0.003669271,40000000
8052,5427.055672883987,0.01628493,-3.1125176,0.027453456,0.9940735623240471,0.21427196,400500,49.65,801,0.8004546883549847,-0.0074864626,-0.0027269635,40050000
8014,5433.734992265701,0.016129404,-3.1142292,0.030443035,0.9937528395093977,0.21337003,401000,45.43,802,1.3557753705033064,-0.0072072716,0.0070473966,40100000
8464,5440.4191634655,0.016944218,-3.1089017,0.029347213,0.9941252586431801,0.22242203,401500,48.35,803,1.4866820573108634,-0.0072380183,0.0028817977,40150000
8011,5446.909889698029,0.016479705,-3.1110122,0.029476402,0.9937504292465746,0.21633801,402000,44.76,804,1.1792049854205835,-0.0069272886,-0.0013123424,40200000
8320,5453.724831581116,0.016823962,-3.1145334,0.0300325,0.9937440915964544,0.22023404,402500,51.09,805,1.0972547877414762,-0.005621322,0.0035750077,40250000
7847,5460.191898345947,0.01817965,-3.1130724,0.025682788,0.9945467473007739,0.23216204,403000,45.37,806,0.8971656824003003,-0.0060870163,-0.0024113455,40300000
8050,5466.802294492722,0.015801819,-3.1124635,0.025560677,0.9948458997532725,0.20873198,403500,47.34,807,0.9312679966724318,-0.007627705,0.0003211162,40350000
7956,5473.533509492874,0.018007226,-3.1199453,0.034723796,0.9933112827129662,0.23253393,404000,45.36,808,1.1559653091081783,-0.0061495127,0.0016227792,40400000
7990,5480.162257194519,0.01694693,-3.1227453,0.026641443,0.9946213359944522,0.22112204,404500,49.85,809,0.5653478962219015,-0.0054244124,0.004147884,40450000
7685,5486.841412782669,0.016839944,-3.1214483,0.02392068,0.9950836687348783,0.22199401,405000,41.05,810,0.5699121180325892,-0.0071304715,0.0029059479,40500000
7855,5493.76854634285,0.016143573,-3.119065,0.026663706,0.9948786105960608,0.21306801,405500,46.04,811,0.9234452403608157,-0.006984481,0.0035268636,40550000
7956,5500.665340423584,0.017498724,-3.1269522,0.033183742,0.9932011663913727,0.22741203,406000,49.07,812,0.8869146026791259,-0.006861966,0.0012382185,40600000
7878,5507.472514152527,0.016466806,-3.1336722,0.031356823,0.9938605898059905,0.21516596,406500,45.55,813,1.2472982217618482,-0.006314557,0.00050334627,40650000
7700,5514.184607028961,0.016610054,-3.1420603,0.034131903,0.9928842042572796,0.21826403,407000,47.83,814,0.9176993080299803,-0.0058019436,-0.001183313,40700000
8070,5521.2808973789215,0.016736966,-3.144487,0.03210475,0.9931497210636735,0.21941397,407500,40.63,815,0.3740364566957146,-0.006011443,0.0020190564,40750000
8062,5527.868638753891,0.01805724,-3.1507957,0.034077875,0.9932691617868841,0.23136204,408000,47.07,816,0.2648762970742905,-0.006744328,0.001659319,40800000
7746,5534.295489549637,0.016620452,-3.150509,0.033907145,0.9934552586637437,0.21623604,408500,48.7,817,1.1860876347689555,-0.005428105,0.0022455242,40850000
8159,5541.286635637283,0.017030748,-3.143888,0.029478714,0.9938448718748987,0.223766,409000,48.25,818,1.0219976426862194,-0.006685334,0.0064793127,40900000
7767,5547.863575696945,0.017690968,-3.1450393,0.027913956,0.9946183385327458,0.22961001,409500,45.07,819,0.5787534734612018,-0.0065442054,-7.8477e-05,40950000
7987,5554.679672241211,0.01801063,-3.1504548,0.035361737,0.9931605611927807,0.23027603,410000,50.09,820,1.1376894665343025,-0.0055561042,0.0023969826,41000000
8106,5561.5279858112335,0.016065095,-3.1521142,0.023994682,0.995110965333879,0.21194403,410500,47.19,821,0.9971429733369587,-0.007590447,0.0051132487,41050000
7865,5568.255351305008,0.016521038,-3.1550663,0.02849874,0.9940770789980888,0.217672,411000,44.74,822,0.5844071967383843,-0.007335591,0.00027379722,41100000
7910,5575.101998567581,0.016713988,-3.160715,0.022330064,0.9953766549006104,0.21703005,411500,41.47,823,0.7163835967417618,-0.0077242656,0.0050275093,41150000
7582,5581.6642343997955,0.01637812,-3.166382,0.02929144,0.9940363401547074,0.21572196,412000,47.11,824,0.361635923225258,-0.0074084685,0.0015854684,41200000
7962,5588.664199590683,0.016769024,-3.1735775,0.02794058,0.99453683802858,0.21851803,412500,40.81,825,0.8745183378778074,-0.005383025,0.0011181622,41250000
8081,5595.368149280548,0.01811642,-3.1779633,0.033404246,0.9931486742570996,0.22987801,413000,51.01,826,1.399211782991988,-0.0060413266,0.002233219,41300000
8122,5602.052088975906,0.017440695,-3.1935966,0.024022222,0.9954119054600596,0.22544007,413500,42.91,827,0.39628125848284074,-0.0072266273,0.0040944624,41350000
8185,5608.663232088089,0.01645165,-3.201973,0.02468739,0.9948109169490635,0.21616997,414000,45.22,828,0.9602585284475572,-0.0063121472,0.0026183163,41400000
7913,5615.399593114853,0.017836623,-3.208921,0.037226617,0.9927365630865097,0.22813605,414500,43.01,829,0.5218448050523148,-0.0076579256,0.0014049783,41450000
8006,5622.2053854465485,0.016099727,-3.216504,0.03223043,0.9934918098151684,0.21104795,415000,47.63,830,0.5091463750933326,-0.006882212,-0.0035919715,41500000
7909,5629.072380304337,0.01798908,-3.214329,0.032490563,0.9932716856710613,0.23215804,415500,44.37,831,1.012062453732906,-0.0072213355,0.00086899544,41550000
8008,5635.966782569885,0.016545976,-3.2232373,0.026391301,0.9946557269431651,0.21779399,416000,47.93,832,0.5435397684200052,-0.007568662,0.003674109,41600000
7941,5642.778102636337,0.016803663,-3.2296836,0.026361883,0.9948287876322865,0.2211501,416500,51.34,833,1.179759764114401,-0.0076764184,0.0037731184,41650000
8207,5649.719972848892,0.017613554,-3.2311354,0.038149856,0.9924599705263972,0.22551599,417000,43.51,834,0.533450089737371,-0.007061609,0.0017194712,41700000
7552,5656.364841938019,0.016378311,-3.2287645,0.025080321,0.9949345486238599,0.214528,417500,53.12,835,0.716050473608775,-0.0066253645,0.0017173083,41750000
8180,5663.508738279343,0.017233932,-3.2295241,0.023190228,0.9953764942474663,0.22399601,418000,47.74,836,1.015645776090023,-0.006066701,0.0024440854,41800000
8085,5670.162083864212,0.016552262,-3.227872,0.02766566,0.9946126872673631,0.21733,418500,48.06,837,0.9224817085834366,-0.00622918,0.0030126804,41850000
7944,5676.714137792587,0.016583348,-3.2274494,0.031776432,0.9935633610002697,0.21613804,419000,47.39,838,0.9231160353272935,-0.0070344787,0.00070699013,41900000
8042,5683.444793224335,0.017383626,-3.2306845,0.023661897,0.9951540906913579,0.223988,419500,49.46,839,0.5676835368503816,-0.0068816696,0.0025676459,41950000
7973,5690.211944818497,0.016917592,-3.2322376,0.027653152,0.9945622705854475,0.219426,420000,44.16,840,0.8468625612217511,-0.005717406,0.0032963317,42000000
8005,5696.863725423813,0.017764524,-3.2274148,0.0363725,0.9928913498297334,0.22669002,420500,50.02,841,1.2818782597616722,-0.0069406345,0.00056303845,42050000
7878,5703.632347345352,0.017981242,-3.2211738,0.03457955,0.9933377453126013,0.23168395,421000,51.71,842,1.1206873752520188,-0.0067523867,0.0016696532,42100000
7959,5710.311039447784,0.016503591,-3.232958,0.027290175,0.9943757085129619,0.21638604,421500,48.94,843,1.0731096391129376,-0.007972084,0.0024107932,42150000
7818,5717.04879117012,0.016182885,-3.2394478,0.0316867,0.9935890785418451,0.21169,422000,45.6,844,1.2302593462549247,-0.006302553,0.0046645245,42200000
8076,5723.937018156052,0.016811416,-3.2341187,0.029098695,0.9939706809818745,0.221242,422500,42.89,845,0.4414536449922161,-0.0062172054,-0.00056893675,42250000
8071,5730.618107795715,0.017744742,-3.2317193,0.023886535,0.9951107380911708,0.22873199,423000,44.46,846,0.9369952188398952,-0.0072113206,8.94017e-05,42300000
7854,5737.216095924377,0.017464159,-3.2361753,0.03976616,0.9919609567150474,0.22556004,423500,45.88,847,1.1084092381093797,-0.0076006884,0.0038568692,42350000
8007,5744.068712234497,0.017377371,-3.2363656,0.026323818,0.9947564601898193,0.22636005,424000,47.31,848,1.0079110432166636,-0.0059735803,0.0019236376,42400000
7638,5750.906238079071,0.017378183,-3.2356064,0.033690263,0.9935135133564472,0.22607,424500,43.1,849,1.1016626605251076,-0.0070277327,0.0013304504,42450000
7918,5757.890798807144,0.017395828,-3.234006,0.030900223,0.9940125881694257,0.22661997,425000,46.39,850,0.7765219848811467,-0.0061464165,0.002941745,42500000
7905,5764.7579827308655,0.017308457,-3.234888,0.030094562,0.9940542560070753,0.22398801,425500,45.09,851,0.6636539468805859,-0.006834796,0.005231466,42550000
8009,5771.6707417964935,0.01689946,-3.2381787,0.027820304,0.9942952687852085,0.22104,426000,46.18,852,0.02024546583521442,-0.007289346,0.00016519781,42600000
7793,5778.530597448349,0.016804254,-3.2452195,0.029325033,0.9938822565600276,0.22150795,426500,47.06,853,0.9074271876464263,-0.005592638,-0.001663308,42650000
7923,5785.519718647003,0.017593889,-3.254217,0.027816413,0.9944064589217305,0.23001601,427000,42.88,854,0.938326845056763,-0.0069323773,0.0008218196,42700000
7680,5792.321592330933,0.017416883,-3.254752,0.02749578,0.9939079554751515,0.22530201,427500,51.65,855,0.6075461626311517,-0.0072176754,0.0010933661,42750000
7952,5799.151164293289,0.01778907,-3.25755,0.029573474,0.9942983128130436,0.230458,428000,48.48,856,0.34262632727088205,-0.0067451876,-0.0032471514,42800000
7856,5805.822933912277,0.016727164,-3.260199,0.024761539,0.9947634739801288,0.21938597,428500,40.86,857,0.3958790139048506,-0.0057503525,0.0034094474,42850000
7652,5812.729446172714,0.019848138,-3.2699718,0.04092506,0.9918078165501356,0.24900602,429000,50.19,858,1.014155567874068,-0.006193257,0.0010239581,42900000
7963,5819.765512704849,0.017547062,-3.2747128,0.03584717,0.9930247589945793,0.22608599,429500,47.37,859,1.3246428454821149,-0.007360396,0.0048070215,42950000
7915,5826.496860265732,0.018002735,-3.2777987,0.03537716,0.992715154774487,0.23406605,430000,43.87,860,0.6780919695693955,-0.00747527,0.00016770844,43000000
7911,5833.4697823524475,0.017705219,-3.2820075,0.035487153,0.9931173678487539,0.22800598,430500,52.02,861,0.8166419031105397,-0.0076405043,0.007603181,43050000
7864,5840.1727731227875,0.017608257,-3.2857194,0.028499879,0.9943158691748977,0.22920404,431000,47.85,862,1.2728965521875943,-0.007290613,0.0040159845,43100000
7877,5846.994337320328,0.016628718,-3.288629,0.025292177,0.9949004738591611,0.21717604,431500,46.29,863,0.8143476611332425,-0.0072840303,-0.0021817787,43150000
8163,5853.752254962921,0.017310437,-3.29049,0.03100299,0.9938778379000723,0.22539003,432000,42.08,864,0.4177057775468984,-0.0074859397,-0.00023507,43200000
7904,5860.466896057129,0.017043345,-3.30387,0.02660402,0.9946962841786444,0.222536,432500,46.29,865,0.8456263882767963,-0.007249843,-0.0012315422,43250000
7984,5867.250125408173,0.017397232,-3.3186245,0.024479194,0.9951179726049304,0.224996,433000,46.32,866,0.9488468797698806,-0.0060524573,-0.00074352225,43300000
7869,5874.037783384323,0.016971642,-3.3132865,0.032691266,0.9932044609449804,0.22314602,433500,43.37,867,-0.038112875416163663,-0.007608895,0.0007460576,43350000
7820,5880.796289920807,0.016372198,-3.3085697,0.027071228,0.9943316681310534,0.21437801,434000,45.03,868,0.7059878625860802,-0.006967349,0.0018519779,43400000
7893,5887.829183578491,0.016869728,-3.321486,0.026009748,0.9945878968574107,0.22015,434500,49.15,869,0.6355436963610192,-0.0071094288,0.0023593423,43450000
8116,5894.71700835228,0.016524244,-3.3216605,0.01944973,0.9960369928739965,0.21853,435000,43.24,870,0.5389592487495247,-0.0072984546,0.002903114,43500000
8456,5901.35756278038,0.018697295,-3.3129585,0.03454546,0.9930711397901177,0.238872,435500,45.15,871,1.0361395984789032,-0.005577607,-3.3105593e-05,43550000
8240,5907.863313913345,0.017920151,-3.3105698,0.031047031,0.9939345181919634,0.22836594,436000,44.4,872,0.8715918823544325,-0.0069594677,-0.001844331,43600000
8263,5914.5439784526825,0.016767599,-3.3217697,0.021426015,0.9957089247182012,0.21769197,436500,40.13,873,0.7431279326233198,-0.007032978,0.0027715894,43650000
8073,5921.084662914276,0.01788381,-3.3299057,0.034615327,0.9926858181133866,0.23116398,437000,47.37,874,0.9518939975672674,-0.0060009896,0.0012311998,43700000
8167,5927.690621852875,0.01748385,-3.3324065,0.024346882,0.9948890744708478,0.22505002,437500,44.03,875,0.8161735242113355,-0.006670338,9.525703e-05,43750000
7943,5934.419412136078,0.018082669,-3.3323984,0.02971365,0.9940024986863136,0.23036999,438000,48.8,876,0.6274468793580599,-0.0072249817,-0.0016142267,43800000
8131,5941.336598873138,0.01706061,-3.3327048,0.027452063,0.9944177325814962,0.22224003,438500,49.1,877,1.3848173482366308,-0.0070159184,0.0017795165,43850000
8006,5947.693763017654,0.018118665,-3.3357894,0.0296703,0.9939254717901349,0.23194799,439000,46.78,878,0.6008923643370417,-0.0062487973,0.0012224596,43900000
7951,5954.500858306885,0.016846143,-3.3416336,0.0241659,0.9948538742028177,0.221492,439500,47.04,879,1.136794865845768,-0.007546182,-0.0013167994,43950000
8130,5961.276336669922,0.017706119,-3.359753,0.030621147,0.9940952933393419,0.22746201,440000,45.3,880,0.4180460963835139,-0.006756416,-0.0041509266,44000000
8011,5967.988949775696,0.018728815,-3.371434,0.02787774,0.9942299709655344,0.23518203,440500,44.05,881,0.22747834638917994,-0.005920333,-0.0029297196,44050000
8209,5974.7881898880005,0.01769309,-3.3751745,0.029474346,0.9942656541243196,0.22859003,441000,50.7,882,0.8272707242107117,-0.0058703553,0.0023272645,44100000
7832,5981.459938764572,0.018909698,-3.3777266,0.033452127,0.9932552520185709,0.24308607,441500,42.9,883,0.514008361799124,-0.005252376,-5.215067e-05,44150000
7840,5988.35559630394,0.016916709,-3.3835285,0.021595528,0.9956400031223893,0.22245201,442000,45.13,884,0.8143098695897788,-0.006335944,0.0040426473,44200000
7978,5995.17790222168,0.017774068,-3.3919678,0.03275025,0.9935154439881444,0.22781199,442500,48.04,885,0.6086085219515371,-0.0070688413,0.004292544,44250000
8113,6001.859518289566,0.01574437,-3.3915892,0.022112869,0.9957643914967775,0.20847796,443000,45.24,886,0.7290592366176861,-0.007477152,0.0052899453,44300000
7993,6008.351472616196,0.018179411,-3.3881614,0.03687696,0.9922637427225709,0.23239604,443500,43.27,887,1.0085332257254414,-0.006390764,-0.00068685866,44350000
8328,6014.932834148407,0.018102903,-3.3837516,0.0367431,0.9922786066308618,0.23271403,444000,47.93,888,0.7831090018177491,-0.007567892,0.0021017652,44400000
7753,6021.419860601425,0.017218065,-3.3955643,0.024693197,0.9948401884175837,0.22318996,444500,47.08,889,1.0811950501170031,-0.0070673525,0.004087999,44450000
7713,6028.209648609161,0.017506836,-3.3951948,0.029773474,0.9937778511084616,0.22590998,445000,41.19,890,0.5917552405876996,-0.006531993,0.004572578,44500000
7687,6035.303427219391,0.017632062,-3.393876,0.031206185,0.9938611071556807,0.22770602,445500,46.6,891,0.9385512521147029,-0.0059754825,0.0016694998,44550000
8065,6042.451443195343,0.017753696,-3.4007163,0.026859468,0.9945523808710277,0.23064592,446000,46.29,892,1.1282808595717142,-0.006964367,-0.001373482,44600000
8157,6049.220649242401,0.018230071,-3.408569,0.030108025,0.9941859333775938,0.23371401,446500,43.05,893,0.512950712992315,-0.006328949,0.0006958082,44650000
7856,6055.7621014118195,0.018423244,-3.4128225,0.03766786,0.9923189645633101,0.23496997,447000,44.15,894,1.0379169926870964,-0.006091622,0.0010414068,44700000
8007,6062.556827783585,0.01895175,-3.40574,0.035589598,0.9929387927986681,0.24125397,447500,43.0,895,0.5679921316951367,-0.0055854106,0.0037050054,44750000
7897,6069.339618206024,0.018156573,-3.4076192,0.030888423,0.993398376274854,0.23284395,448000,50.04,896,1.3797380844136131,-0.0057214643,0.0048559215,44800000
8214,6075.955474615097,0.017806297,-3.4156246,0.027805721,0.9943672646768391,0.22896199,448500,49.89,897,1.1465015865633723,-0.0067373766,0.0030142476,44850000
8060,6082.588595867157,0.017982928,-3.4189758,0.032710183,0.9935578336007893,0.23067804,449000,43.55,898,0.8401868658518652,-0.0060010594,0.0037768537,44900000
7961,6089.380616426468,0.016763715,-3.424943,0.028182514,0.9942229576408863,0.21951398,449500,44.82,899,0.5763294509776824,-0.0070255697,0.0039484194,44950000
8395,6096.184346675873,0.01706489,-3.4310637,0.023521526,0.9948974805884063,0.22110604,450000,44.87,900,0.7944644645542576,-0.0081516355,0.0025267128,45000000
7794,6102.689472436905,0.017450802,-3.4307084,0.03370166,0.9931632853113115,0.22806796,450500,45.43,901,1.1382543839929986,-0.0064788414,0.0011445939,45050000
8011,6109.695163011551,0.01651075,-3.439141,0.02589621,0.994384029880166,0.21640798,451000,42.25,902,0.6329182889733783,-0.0069016246,0.002738676,45100000
8666,6116.363893270493,0.01794852,-3.446226,0.024133284,0.9946822137571871,0.230536,451500,45.35,903,0.8570839702982994,-0.007271143,0.0045768307,45150000
8068,6122.73212313652,0.017848093,-3.459285,0.024372205,0.9952384498901665,0.22948395,452000,46.01,904,0.8422107298149331,-0.0076681403,-6.765543e-05,45200000
8358,6129.5241355896,0.01718483,-3.4652064,0.025889428,0.9949279488064349,0.22583197,452500,42.94,905,0.8195091316886101,-0.0069323527,-0.0008622612,45250000
8123,6135.94828748703,0.017306762,-3.4681077,0.027839141,0.9940923266112804,0.224244,453000,42.93,906,0.6185836026779202,-0.006924955,0.0018363813,45300000
8332,6142.727769136429,0.018501882,-3.466833,0.028272638,0.9942467669025064,0.23791604,453500,49.23,907,0.8020251245607051,-0.0065215044,-0.0024892334,45350000
7966,6149.179300785065,0.016675735,-3.4706059,0.022374602,0.9953614640980959,0.219188,454000,47.82,908,0.8841274167092615,-0.0076090163,0.00366474,45400000
7885,6155.983986854553,0.017571134,-3.475522,0.027574696,0.9942625719122589,0.22757606,454500,45.44,909,1.2106818224623566,-0.006948224,0.0056882584,45450000
8068,6162.897313117981,0.018003108,-3.4739568,0.029940646,0.993887959048152,0.2315,455000,48.31,910,0.8879600048284465,-0.0066719274,0.0006310102,45500000
7921,6169.583272695541,0.01777925,-3.4690468,0.025042953,0.9948227130807936,0.22841801,455500,48.41,911,1.1223574654710682,-0.006211947,0.0011253821,45550000
8006,6176.278855800629,0.018332817,-3.465756,0.03247928,0.9937373604625463,0.23456803,456000,41.92,912,0.4501356781170034,-0.005927241,0.00031450097,45600000
7934,6182.867593765259,0.017824274,-3.4616976,0.024804004,0.9949227995239198,0.23201805,456500,48.48,913,1.2717836165420158,-0.006222682,0.00660128,45650000
7816,6189.584715127945,0.01647912,-3.46503,0.026427576,0.9945764010772109,0.21593599,457000,44.22,914,1.0788718103400514,-0.007046897,0.001968308,45700000
7933,6196.616832971573,0.018003318,-3.475126,0.032601267,0.9935316727496684,0.23140201,457500,40.07,915,0.2880983822635972,-0.006523852,0.002340259,45750000
8100,6203.51486492157,0.018093575,-3.4793453,0.026458113,0.9945479589514434,0.23380205,458000,50.52,916,1.1633834031513834,-0.0054997937,0.001217594,45800000
7922,6210.037982225418,0.017725835,-3.4853833,0.03567837,0.9923588153906167,0.23076604,458500,44.93,917,0.6379466078089808,-0.0069626784,-0.001339903,45850000
7810,6216.906546831131,0.018362803,-3.491615,0.03644501,0.9929888704791665,0.23493204,459000,47.53,918,0.5811532533768332,-0.006694047,0.0053256103,45900000
8175,6223.880664348602,0.017351348,-3.4942346,0.027874207,0.9940285114571452,0.22387397,459500,43.86,919,0.7700008151442307,-0.0068256464,0.0023389773,45950000
7823,6230.410988807678,0.017763624,-3.4938133,0.027460508,0.9944287901744246,0.22824995,460000,48.48,920,0.8041943992586675,-0.006148854,0.0033189657,46000000
7813,6237.377953290939,0.017014898,-3.4931688,0.022478197,0.9955590921454132,0.22235598,460500,49.04,921,1.2909178804154362,-0.0069336933,0.006781126,46050000
8063,6244.243716001511,0.017806366,-3.4963408,0.031416878,0.9935676851309836,0.22889401,461000,46.53,922,0.7557714127478085,-0.0057681445,0.00015780528,46100000
7930,6251.091475725174,0.017713562,-3.5020766,0.026781175,0.9945893445983529,0.22869404,461500,48.6,923,1.9498803219116871,-0.005766167,0.0065916968,46150000
8027,6257.803480863571,0.0180001,-3.5086126,0.024718547,0.995096867904067,0.23214197,462000,45.36,924,0.4324676201082548,-0.0066436655,0.0025911725,46200000
7875,6264.6233603954315,0.017509473,-3.5213397,0.025481725,0.9943843670189381,0.22702803,462500,49.35,925,1.4353140548924694,-0.007065056,0.0017003297,46250000
8065,6271.4506413936615,0.018828198,-3.5359876,0.025593288,0.9946917556226254,0.24007995,463000,43.86,926,1.0682828848540158,-0.0061309226,-0.00089810294,46300000
8265,6278.187011241913,0.017394068,-3.5449555,0.027676241,0.9948918116278946,0.22419004,463500,41.7,927,0.779725405559875,-0.005780487,0.0028390554,46350000
8002,6284.778759002686,0.019423844,-3.5505152,0.03000797,0.9936938579194248,0.24509,464000,45.51,928,1.1333069890072875,-0.0062843715,0.0024890036,46400000
7971,6291.446495771408,0.018261068,-3.5547812,0.029075468,0.9941158727742732,0.236304,464500,48.4,929,1.4443134549548926,-0.0052923555,0.005628619,46450000
8210,6298.259743452072,0.017830614,-3.5604372,0.024431014,0.995045121293515,0.23060805,465000,51.24,930,1.8429359637705784,-0.006602801,0.002497272,46500000
7842,6304.929265260696,0.017961219,-3.5635889,0.027061587,0.9945123516954482,0.23232003,465500,41.25,931,1.176693149333243,-0.00589039,0.0035224154,46550000
8061,6311.860350608826,0.018747443,-3.5713925,0.022355461,0.9953827150166035,0.23966198,466000,45.81,932,0.8790820909004742,-0.006085777,-0.001058863,46600000
8377,6318.684131860733,0.017559038,-3.5747201,0.027775196,0.9942221436649561,0.22959602,466500,45.18,933,0.8988657692335181,-0.0066035218,0.0024673427,46650000
8437,6325.15277504921,0.018646957,-3.574537,0.022765722,0.9957159156911075,0.23785609,467000,39.5,934,0.5701928645720545,-0.0057821767,-0.0012397886,46700000
7909,6331.34397816658,0.018068567,-3.5704029,0.02773391,0.9943126533180475,0.23523994,467500,48.66,935,0.6023501159065109,-0.0066506583,0.0018586749,46750000
8376,6338.206023216248,0.01867223,-3.569503,0.03124117,0.9937300402671099,0.24002196,468000,48.74,936,0.936401304415922,-0.005946837,0.0023544773,46800000
7709,6344.766345739365,0.018426077,-3.570535,0.026432466,0.994578056037426,0.23728597,468500,47.25,937,0.6217570960801458,-0.0063640284,5.6111967e-05,46850000
7803,6351.670045137405,0.018911032,-3.578132,0.024513353,0.9948086296208203,0.239838,469000,46.39,938,1.2454241178660959,-0.0052437233,0.0050850213,46900000
7943,6358.575966835022,0.01767964,-3.5897634,0.020284846,0.9957589441910386,0.22735998,469500,49.01,939,0.9979572686069423,-0.007239597,-0.00031181818,46950000
8242,6365.441531896591,0.017441062,-3.5963712,0.023607703,0.9951612618751824,0.22649798,470000,47.98,940,1.0352314394581754,-0.0060241236,0.0027772952,47000000
7742,6372.061881303787,0.019799141,-3.5961072,0.025572052,0.9948125826194882,0.24922404,470500,46.6,941,0.9531008889852456,-0.0055021625,0.002781327,47050000
7799,6379.028070688248,0.017448794,-3.5921068,0.033631373,0.9930468103848398,0.22601399,471000,42.49,942,1.058718706072459,-0.0059698685,0.0014512952,47100000
7747,6386.020734548569,0.017770996,-3.5936909,0.023187205,0.9951640334911644,0.23111403,471500,46.02,943,0.9828943552813507,-0.0061465967,-0.00029206084,47150000
7890,6392.848646879196,0.018928569,-3.5965686,0.031918563,0.9934499878436327,0.24040404,472000,44.37,944,0.9842868004000774,-0.006307048,0.0017432856,47200000
8047,6399.68351149559,0.017561262,-3.6014707,0.024267659,0.9950578860007226,0.22457802,472500,47.16,945,1.0402817883134412,-0.006961207,0.003348229,47250000
7956,6406.411853790283,0.018280262,-3.596329,0.024019795,0.9948915271088481,0.23370402,473000,47.78,946,1.5484602292649925,-0.0073369364,0.0029682787,47300000
7648,6413.117914676666,0.018407578,-3.5894625,0.029735174,0.9938733661547303,0.23552202,473500,42.98,947,0.8756326010132761,-0.0067336317,0.0014892151,47350000
7999,6420.053019046783,0.017464634,-3.5859597,0.026346503,0.9950151112861931,0.22763403,474000,43.77,948,1.2274002501114956,-0.007079849,0.0023397745,47400000
8099,6426.845254421234,0.019393079,-3.5807247,0.029956639,0.9942177222110331,0.243956,474500,50.7,949,1.1388364461985407,-0.005467999,0.0011641774,47450000
7694,6433.444365739822,0.018403871,-3.5775495,0.022877565,0.9951472403481603,0.23567,475000,40.21,950,0.4056629871987951,-0.006110819,0.0013567681,47500000
8167,6440.398125171661,0.018588055,-3.5777416,0.023769177,0.9951196303591132,0.23979604,475500,44.05,951,0.8505415617917607,-0.005963668,0.0035061133,47550000
7642,6447.019802808762,0.018289642,-3.571412,0.024042688,0.9951281826943159,0.23468406,476000,49.74,952,1.1153146925528108,-0.006220007,0.004061963,47600000
8072,6454.1604681015015,0.01899414,-3.576541,0.033380117,0.9930313196964562,0.242482,476500,38.93,953,0.642693926523416,-0.0065794196,0.004471762,47650000
7982,6460.808121204376,0.017610615,-3.5788603,0.025885679,0.9947847630828619,0.22943,477000,43.08,954,0.6389954946331636,-0.0060299393,0.00041427306,47700000
8036,6467.428911447525,0.01858224,-3.5843856,0.02592173,0.9948567822575569,0.23738198,477500,43.16,955,0.77404471558144,-0.00587843,0.0009917981,47750000
7925,6474.226596832275,0.018130217,-3.5961819,0.021635182,0.9955764291808009,0.23351805,478000,45.63,956,0.8519931520615432,-0.006618508,0.0029993511,47800000
8121,6481.104305744171,0.018294912,-3.6149738,0.025882218,0.9944034754298627,0.23305601,478500,46.35,957,0.5555391189528928,-0.006558846,0.0010582926,47850000
