fps,value_loss,true_reward,clipfrac,policy_entropy,explained_variance,approxkl,serial_timesteps,n_updates,ep_len_mean,time_elapsed,policy_loss,total_timesteps,ep_reward_mean
8357,0.013334017,0.08699795,0.24291807,-3.5707548,0.9835484623908997,0.019539185,778000,1556,499.54,10291.448236703873,-0.0030496798,77800000,43.749243385638636
8287,0.054154053,0.0840901,0.19159803,-3.57734,0.9607704877853394,0.017405972,778500,1557,499.44,10297.991375923157,-0.004091705,77850000,42.2841763438801
8111,0.044992104,0.08776941,0.33926404,-3.5967388,0.9470114931464195,0.031741157,779000,1558,500.0,10304.606790065765,-0.0012886709,77900000,43.884706084774095
7814,0.053780448,0.084086835,0.18812804,-3.6124773,0.9700453095138073,0.017743045,779500,1559,498.44,10311.173609733582,-0.003365321,77950000,42.816323391739864
8143,0.057173356,0.086277604,0.22650594,-3.610214,0.9633443579077721,0.025952827,780000,1560,498.24,10318.118397712708,-0.0046103974,78000000,44.010365505846586
8191,0.09565618,0.08494981,0.22733796,-3.622505,0.935179702937603,0.025998566,780500,1561,499.39,10324.837429523468,-0.0044267545,78050000,42.75863691939565
8186,0.0282536,0.08858844,0.286444,-3.637065,0.9576522447168827,0.026244538,781000,1562,499.37,10331.505777597427,-0.002147581,78100000,44.56371424088824
7868,0.04011342,0.087440275,0.19875404,-3.6442242,0.9586062654852867,0.018795954,781500,1563,499.36,10338.039712429047,-0.0040355064,78150000,43.99510538643475
7916,0.012990242,0.08775676,0.22600798,-3.6501048,0.9764969199895859,0.019519262,782000,1564,500.0,10344.9286942482,-0.0055499314,78200000,43.87837767400475
7778,0.027205886,0.086105235,0.34373397,-3.662998,0.963507890701294,0.031672165,782500,1565,500.0,10351.686223268509,-0.00036017562,78250000,43.0526185512434
8054,0.06736952,0.08413862,0.19336198,-3.6565552,0.9555694796144962,0.023888612,783000,1566,498.25,10358.721031188965,-0.003981656,78300000,42.80799234201484
8081,0.06663325,0.08532748,0.19416401,-3.6391783,0.9520250335335732,0.019559272,783500,1567,498.81,10365.422941923141,-0.0013448793,78350000,43.281157132034316
8102,0.48817018,0.071408905,0.142864,-3.6315048,0.9272559061646461,0.019007755,784000,1568,492.73,10372.068709611893,-0.0073498017,78400000,39.496458122455586
7978,0.039946336,0.08786595,0.3076341,-3.6292245,0.9476053602993488,0.028646776,784500,1569,500.0,10378.713749170303,-0.0016220256,78450000,43.93297620504281
8095,0.06433512,0.086719476,0.198986,-3.655926,0.948553066700697,0.020007946,785000,1570,498.77,10385.593034267426,-0.0045610694,78500000,43.88171497091724
8245,0.012302859,0.08744418,0.220966,-3.6559808,0.9777174387127161,0.01980801,785500,1571,500.0,10392.24664592743,-0.0039918236,78550000,43.72208526727054
8474,0.09741673,0.08341043,0.20647997,-3.66498,0.953698955476284,0.022595812,786000,1572,498.88,10398.876827001572,-0.002750271,78600000,42.230622337958756
7982,0.08189524,0.08484845,0.19023195,-3.656944,0.9506697654724121,0.02837322,786500,1573,499.37,10405.305141687393,-0.0032750645,78650000,42.66127540257463
7826,0.17843364,0.08172358,0.17635599,-3.6574798,0.9422801062464714,0.0845484,787000,1574,497.15,10412.072446346283,-0.0065313387,78700000,42.45875158060793
8112,0.15522762,0.08499153,0.20186998,-3.6645079,0.9238011762499809,0.038511798,787500,1575,497.72,10419.000844717026,-0.0049329917,78750000,43.679923696073836
8031,0.046993624,0.0877878,0.26143402,-3.6842692,0.9459045417606831,0.023193495,788000,1576,499.44,10425.689185619354,-0.0015968628,78800000,44.19602981953352
7970,0.14825997,0.08326345,0.21205992,-3.6878958,0.9438502751290798,0.029575314,788500,1577,498.03,10432.443204402924,-0.0026994036,78850000,42.81508325163675
8173,0.009286019,0.08884475,0.32614398,-3.6945603,0.979642728343606,0.028014828,789000,1578,500.0,10439.239671230316,-0.0028726032,78900000,44.422368759140156
7865,0.009190669,0.08796395,0.245406,-3.7043943,0.9816958904266357,0.021070981,789500,1579,500.0,10445.873083114624,-0.0022576863,78950000,43.98197844748327
8203,0.03521097,0.08679818,0.23496598,-3.698039,0.9643920585513115,0.024363792,790000,1580,500.0,10452.66277885437,-0.0032468904,79000000,43.399090916911085
8259,0.036981825,0.08545166,0.18114194,-3.6992419,0.9681809097528458,0.0194064,790500,1581,499.48,10459.335551977158,-0.004348404,79050000,42.9477020900477
7945,0.09497819,0.085348055,0.18247198,-3.7126977,0.9380867294967175,0.024174938,791000,1582,498.39,10465.843577384949,-0.0043846797,79100000,43.44926149443845
8471,0.10248619,0.08462872,0.30759403,-3.7324018,0.9397693164646626,0.029322146,791500,1583,498.34,10472.552951574326,-0.004052736,79150000,43.09066702332939
8112,0.05830446,0.0853646,0.266032,-3.7280283,0.9643419831991196,0.029042058,792000,1584,498.81,10478.875964641571,-0.003632407,79200000,43.37924981334832
8098,0.075518176,0.0862769,0.24419592,-3.7401915,0.9529015049338341,0.03018712,792500,1585,498.62,10485.491765975952,-0.0027916217,79250000,43.879026066757525
8078,0.011595012,0.08931178,0.200302,-3.7559884,0.9788781479001045,0.016474683,793000,1586,500.0,10492.150302410126,-0.005225213,79300000,44.655887244951806
8110,0.025661968,0.086619616,0.24435003,-3.7682917,0.9741335939615965,0.023511391,793500,1587,499.42,10498.919245004654,-0.0037466253,79350000,43.63251541530664
7935,0.009192063,0.08966734,0.33430204,-3.7812142,0.9733862783759832,0.029348142,794000,1588,500.0,10505.639204025269,-0.0029007113,79400000,44.83367352563635
8110,0.05280988,0.08759564,0.22139803,-3.774472,0.9577650986611843,0.024577087,794500,1589,499.4,10512.393494606018,-0.0037672403,79450000,44.10922932231291
8137,0.03162899,0.08698782,0.28760996,-3.7798932,0.95914002135396,0.025880514,795000,1590,499.45,10519.059385061264,-0.0017101465,79500000,43.70485932453678
8092,0.042148944,0.085310146,0.16428605,-3.779064,0.9657509289681911,0.019329652,795500,1591,498.66,10525.690409898758,-0.005155459,79550000,43.18855831209972
8111,0.1541639,0.085511625,0.21695398,-3.778306,0.9317258968949318,0.03528207,796000,1592,498.66,10532.405714273453,-0.0003409285,79600000,43.51474071299237
8227,0.021425126,0.08676962,0.27635,-3.7957435,0.9698096942156553,0.024211023,796500,1593,500.0,10539.020464420319,-0.0029335779,79650000,43.38481614337463
8227,0.21672052,0.081700146,0.31490204,-3.8029737,0.8309741169214249,0.025153775,797000,1594,499.36,10545.601505994797,-0.0024143055,79700000,41.152058987627825
8149,0.075065166,0.08627832,0.340226,-3.8038952,0.9449888616800308,0.030096695,797500,1595,499.1,10552.218500614166,-0.0028763204,79750000,43.60833731995939
7718,0.16341196,0.08284476,0.26181,-3.8093684,0.9221950247883797,0.023497507,798000,1596,498.98,10558.802898168564,-0.003437023,79800000,41.89133848302263
8193,0.10417108,0.086192064,0.358772,-3.8114088,0.9143487960100174,0.034466792,798500,1597,499.61,10565.787379741669,-0.0014574939,79850000,43.26845380028477
8084,0.52707255,0.07485728,0.26374596,-3.8237183,0.872212827205658,0.031059297,799000,1598,486.29,10572.434552192688,-0.0036513307,79900000,38.91714338511749
8283,0.07872785,0.08710763,0.165656,-3.8291569,0.9312261566519737,0.020544467,799500,1599,499.43,10579.005461454391,-0.003242313,79950000,43.87984071607709
8276,0.0608387,0.0845754,0.15585202,-3.8350854,0.9668309614062309,0.02656701,800000,1600,498.56,10585.45715713501,-0.0030625677,80000000,42.90178273855543
8350,0.14643565,0.084070995,0.13845998,-3.8351374,0.945946604013443,0.043105315,800500,1601,497.49,10592.025656700134,-0.00630751,80050000,43.48692756238708
8020,0.037815284,0.08727801,0.36244792,-3.8398318,0.935049019753933,0.03426534,801000,1602,500.0,10598.525368452072,-0.0012330739,80100000,43.63900301241876
7992,0.16007449,0.08127491,0.16042198,-3.825332,0.9466119483113289,0.02933314,801500,1603,496.74,10605.294602155685,-0.005492238,80150000,42.35496934985847
8139,0.083626576,0.086329825,0.20576401,-3.8180866,0.9400682114064693,0.02026504,802000,1604,499.44,10612.045348405838,-0.0036476222,80200000,43.49797575542463
8024,0.15501645,0.08335692,0.14446202,-3.8214347,0.9337255209684372,0.025286121,802500,1605,497.92,10618.758693933487,-0.0057715517,80250000,42.604136581442525
7754,0.067372344,0.085030876,0.23322195,-3.813057,0.9585356339812279,0.021084893,803000,1606,499.33,10625.517741918564,-0.0034103221,80300000,42.83704780838347
8049,0.05799003,0.08679448,0.20882997,-3.8085122,0.9443252682685852,0.023500836,803500,1607,499.48,10632.380181789398,-0.002643272,80350000,43.62829012392358
8088,0.047418684,0.08710446,0.32355005,-3.8081305,0.945779163390398,0.033054575,804000,1608,499.44,10639.114670753479,-0.0018612983,80400000,43.82951745296798
8192,0.3993649,0.07112005,0.183806,-3.806283,0.9375124350190163,0.022630667,804500,1609,493.74,10645.864075422287,-0.005541497,80450000,38.77821424540304
8162,0.038648754,0.08675284,0.314378,-3.8048108,0.9642396122217178,0.030689497,805000,1610,499.23,10652.459201812744,-0.001284448,80500000,43.665481682509615
8222,0.0039365394,0.08936011,0.21255207,-3.8241203,0.9870984293520451,0.017405458,805500,1611,500.0,10659.089874744415,-0.004423178,80550000,44.68005350707581
7806,0.054980498,0.08735296,0.27804005,-3.8327093,0.9543487280607224,0.030706773,806000,1612,498.96,10665.720457553864,-0.0020284778,80600000,44.2508052288912
8308,0.022833724,0.08654917,0.32086602,-3.8462527,0.9717475287616253,0.029687466,806500,1613,500.0,10672.633558034897,-0.002041833,80650000,43.27458247065695
8033,0.045214023,0.08762789,0.32842404,-3.866971,0.9477952495217323,0.037468214,807000,1614,500.0,10679.133875370026,-9.26234e-05,80700000,43.81394296943618
8020,0.09351039,0.08391268,0.144558,-3.8689241,0.9583285674452782,0.031201167,807500,1615,498.55,10685.869107961655,-0.005998776,80750000,42.70080185175826
8206,0.20830753,0.08308931,0.219078,-3.8717713,0.916379526257515,0.04420583,808000,1616,497.43,10692.691753387451,-0.006470838,80800000,42.98208210279879
8393,0.08098489,0.08490719,0.29467395,-3.8715634,0.9361652210354805,0.030532664,808500,1617,499.51,10699.280014753342,-0.0021647555,80850000,42.6809127125743
8100,0.0068880348,0.08966456,0.240432,-3.8719232,0.9766728356480598,0.020174574,809000,1618,500.0,10705.743268013,-0.0029021318,80900000,44.8322786733664
8284,0.023630194,0.089099675,0.36446998,-3.8883708,0.956262543797493,0.036130443,809500,1619,499.56,10712.416842460632,0.0009932764,80950000,44.792294619230525
8044,0.05636301,0.086408176,0.19906403,-3.900279,0.9571029208600521,0.02751346,810000,1620,498.85,10718.868571996689,-0.003693563,81000000,43.7322845853698
8044,0.13750987,0.084872656,0.176346,-3.9149542,0.9479868561029434,0.030528821,810500,1621,496.74,10725.599917650223,-0.0065479698,81050000,44.105341260771404
8020,0.15894946,0.083818145,0.18464395,-3.9302926,0.9360256493091583,0.044276413,811000,1622,497.36,10732.404747724533,-0.0058270204,81100000,43.264450317378326
8055,0.0933909,0.08299766,0.19434392,-3.9298637,0.9641115330159664,0.021890037,811500,1623,497.77,10739.159782648087,-0.0045774817,81150000,42.70455171116937
8082,0.11333724,0.08629038,0.29561803,-3.9313352,0.9278566688299179,0.04060835,812000,1624,498.39,10745.962839126587,0.0036398964,81200000,43.9627985387244
8231,0.07776883,0.08472023,0.304528,-3.9353793,0.9482259824872017,0.029984105,812500,1625,500.0,10752.789600133896,-0.003782073,81250000,42.3601134308845
8025,0.11592684,0.084540315,0.17618403,-3.940011,0.9456193633377552,0.02764441,813000,1626,497.93,10759.433585166931,-0.00457845,81300000,43.360408112689
8064,0.056047697,0.08735589,0.332424,-3.9505365,0.9405159875750542,0.0311177,813500,1627,499.33,10766.194749116898,-0.0014657587,81350000,43.94466518251056
7987,0.034027528,0.08522924,0.30178598,-3.9645379,0.9687282890081406,0.02742192,814000,1628,499.37,10772.923812150955,-0.0033272437,81400000,42.87304856007686
8047,0.09521635,0.08562053,0.20565604,-3.9802313,0.9453317746520042,0.025489835,814500,1629,498.0,10779.605254173279,-0.0041411323,81450000,43.68650435207652
7931,0.023226272,0.08639153,0.30400395,-3.9863465,0.9762441646307707,0.027928112,815000,1630,499.47,10786.324075937271,-0.0041817944,81500000,43.471598388312756
8054,0.045323305,0.087898634,0.22873798,-3.9920394,0.9568674340844154,0.025490696,815500,1631,500.0,10792.891353845596,-0.004388,81550000,43.949312857125626
8227,0.08189984,0.08366184,0.20809394,-3.9978187,0.9570671916007996,0.026875988,816000,1632,497.94,10799.546871423721,-0.0045476467,81600000,42.833691065787534
8269,0.09680667,0.08327826,0.22246197,-3.9979866,0.953121479600668,0.024250507,816500,1633,498.57,10806.11845088005,-0.006023039,81650000,42.3018770616722
7812,0.0688379,0.08354127,0.23914596,-4.002655,0.9638816677033901,0.024204679,817000,1634,498.4,10812.464177370071,-0.0026463512,81700000,42.509854301493036
8099,0.38474423,0.07314116,0.20407805,-4.0038147,0.9262292459607124,0.03257226,817500,1635,496.59,10819.253084659576,-0.005168913,81750000,38.36975637473667
8202,0.019974507,0.08746624,0.25735795,-3.9930243,0.9760424178093672,0.021003544,818000,1636,500.0,10826.073724508286,-0.004570498,81800000,43.73311912124827
8201,0.024958877,0.08517564,0.31338203,-3.993676,0.9780599772930145,0.030575786,818500,1637,500.0,10832.68182682991,-0.0023275204,81850000,42.58782156186937
8233,0.18461064,0.079491764,0.26399806,-3.9834204,0.9480765573680401,0.035816837,819000,1638,497.3,10839.395496368408,-0.0043816124,81900000,41.14877888459827
7887,0.03130564,0.08562966,0.28157797,-3.984246,0.9688816461712122,0.02591873,819500,1639,500.0,10845.982085466385,-0.002878663,81950000,42.81483122460976
8134,0.03501599,0.0873861,0.34961596,-3.9909015,0.9545365273952484,0.03520677,820000,1640,500.0,10852.77019405365,-0.00093059597,82000000,43.69305224745542
8139,0.0587714,0.086085856,0.183644,-4.002115,0.949728537350893,0.024823,820500,1641,499.44,10859.208057403564,-0.0026007432,82050000,43.30246981679827
8172,0.20891553,0.083751895,0.173012,-4.0052657,0.9342677593231201,0.05124882,821000,1642,497.76,10865.833463430405,-0.0057640458,82100000,43.460058327469305
8068,0.19766372,0.08119283,0.175528,-4.0078306,0.9409320317208767,0.036724113,821500,1643,496.52,10872.324577331543,-0.005175062,82150000,42.3692780476012
8191,0.28801036,0.078916796,0.24053392,-4.0051107,0.9281061366200447,0.033500377,822000,1644,496.14,10878.968473911285,-0.003553696,82200000,41.29353362066633
8322,0.08653082,0.0880363,0.31463403,-4.0072436,0.9026602879166603,0.03156083,822500,1645,499.33,10885.574126243591,-0.0026276903,82250000,44.33840405696741
8364,0.14882123,0.0812233,0.27393803,-4.0151577,0.9471840299665928,0.03299576,823000,1646,497.39,10892.05047917366,-0.003629434,82300000,41.92341904388275
8164,0.07812213,0.0869736,0.28784394,-4.0195193,0.9344416335225105,0.027802207,823500,1647,498.76,10898.536645412445,-0.0029161207,82350000,44.02810702159537
8214,0.053683385,0.08713709,0.303996,-4.0248437,0.9591580033302307,0.03227622,824000,1648,498.77,10904.944656610489,-0.0005222827,82400000,44.20664934999384
8091,0.047879633,0.08701493,0.25553808,-4.034347,0.9568448290228844,0.023667524,824500,1649,499.23,10911.607957839966,-0.004532638,82450000,43.875268141291414
8119,0.04809655,0.08602336,0.40264606,-4.041818,0.9618413485586643,0.041760597,825000,1650,499.44,10918.21939086914,-0.002195747,82500000,43.340742814126315
8495,0.14586528,0.081630506,0.216716,-4.0439057,0.9429372660815716,0.045318846,825500,1651,498.57,10924.765406608582,-0.0034972886,82550000,41.65197658543755
8059,0.021647487,0.08847875,0.30211005,-4.060885,0.9738331791013479,0.02825557,826000,1652,499.55,10931.047747135162,-0.0024164866,82600000,44.48191526141179
8245,0.04811827,0.085862726,0.220956,-4.090868,0.9636746272444725,0.024291456,826500,1653,499.4,10937.697452545166,-0.0042450707,82650000,43.2271480358428
8043,0.005819306,0.09020537,0.280658,-4.1042514,0.9792068358510733,0.02277825,827000,1654,500.0,10944.295329093933,-0.00227642,82700000,45.10268550771125
8325,0.10814623,0.08249049,0.22678798,-4.099004,0.9462305717170238,0.045846425,827500,1655,498.5,10950.968826770782,0.00050561666,82750000,41.86891861131127
8051,0.060897544,0.08737999,0.34884,-4.0950985,0.9407815486192703,0.038771864,828000,1656,499.3,10957.503168582916,-0.0019998678,82800000,44.04810525730201
8168,0.043826774,0.08940642,0.31233403,-4.1016917,0.8995721936225891,0.030043907,828500,1657,500.0,10964.141716957092,-0.0025940621,82850000,44.703208561102876
8185,0.0100285765,0.087001525,0.20729,-4.104435,0.9838987030088902,0.017618166,829000,1658,500.0,10970.743859291077,-0.002718041,82900000,43.50076026937819
8036,0.02815569,0.08741455,0.24298395,-4.1191454,0.9692104905843735,0.022039007,829500,1659,500.0,10977.409017562866,-0.0034284082,82950000,43.707275516874
8052,0.058890834,0.08520455,0.18410198,-4.127586,0.9525653384625912,0.024294771,830000,1660,500.0,10984.010659456253,-0.0028574176,83000000,42.602276498925164
7837,0.017923899,0.08827586,0.28970796,-4.1204677,0.9698905143886805,0.026034622,830500,1661,500.0,10990.893085718155,-0.0024923924,83050000,44.13793128000479
7738,0.17886783,0.083328284,0.26050606,-4.1246243,0.9108255282044411,0.04015158,831000,1662,498.42,10997.799223899841,-0.0035861898,83100000,42.328553527965504
8103,0.08515948,0.08704134,0.310146,-4.127659,0.9267019107937813,0.031922385,831500,1663,498.91,11004.612017393112,-0.0025783791,83150000,44.088641520713246
8154,0.0221123,0.08547536,0.25967005,-4.132561,0.9799806717783213,0.028678825,832000,1664,499.37,11011.268391132355,-0.0034392297,83200000,42.991588802298814
8048,0.04454512,0.084986895,0.24613403,-4.1356425,0.9616580903530121,0.030549686,832500,1665,499.55,11017.653505563736,-0.0055588754,83250000,42.69704857682369
8172,0.09850099,0.08113479,0.21178402,-4.1336865,0.9595881961286068,0.034578074,833000,1666,498.05,11024.398137569427,-0.0043118433,83300000,41.47853054891049
8121,0.028514154,0.08531285,0.328552,-4.1339235,0.9726840797811747,0.03232879,833500,1667,500.0,11030.869403123856,-0.0022497522,83350000,42.65642548226062
8216,0.04587848,0.08635157,0.29385203,-4.1256824,0.9590275101363659,0.02899343,834000,1668,498.92,11037.604695796967,-0.0037601003,83400000,43.66769226607587
7928,0.016014937,0.0878476,0.254,-4.1343784,0.9609543085098267,0.023923391,834500,1669,500.0,11044.13057923317,-0.002732686,83450000,43.92379688302357
8309,0.011211422,0.08766132,0.24374601,-4.1548705,0.9851080272346735,0.02113911,835000,1670,499.49,11050.880790948868,-0.0037453747,83500000,44.06436136360367
7949,0.05706399,0.08472742,0.24585,-4.178041,0.9602154269814491,0.026476374,835500,1671,498.61,11057.476166009903,-0.0030692494,83550000,43.1068769506709
8013,0.08105047,0.08431206,0.25547004,-4.1842833,0.9463721290230751,0.03497617,836000,1672,498.87,11064.39020371437,-0.0043807495,83600000,42.60286765234545
8216,0.09080101,0.0825929,0.23848602,-4.1919646,0.9532324708998203,0.034532335,836500,1673,498.99,11071.21711730957,-0.0028619561,83650000,41.82032712818312
8178,0.04820614,0.08532166,0.38627,-4.1783257,0.9536701254546642,0.039918367,837000,1674,499.44,11077.764349937439,-0.0020967226,83700000,42.92903083933141
7909,0.12166443,0.083628125,0.18342595,-4.1785207,0.9449558034539223,0.027236078,837500,1675,497.5,11084.496978998184,-0.005509876,83750000,43.19565678972254
8021,0.07830321,0.08424772,0.24916007,-4.1775584,0.9463462941348553,0.026021235,838000,1676,498.88,11091.380835294724,-0.0037121612,83800000,42.6354808613004
8052,0.08405976,0.08471655,0.22918202,-4.204033,0.9406666271388531,0.027762294,838500,1677,499.33,11098.128650188446,-0.004296604,83850000,42.65097224661636
8008,0.04162216,0.085826315,0.35575598,-4.22471,0.959807064384222,0.03485253,839000,1678,499.36,11104.808181524277,-0.0024275612,83900000,43.222053263077925
8147,0.11424858,0.08372368,0.18873602,-4.21776,0.9419694133102894,0.020700812,839500,1679,498.38,11111.661375761032,-0.005101426,83950000,42.66141651454025
7806,0.16239017,0.08335334,0.18586001,-4.211911,0.9411283060908318,0.03060029,840000,1680,497.42,11118.451538324356,-0.0058774934,84000000,43.07471875236641
8279,0.047740556,0.08551073,0.268522,-4.2130246,0.9588525108993053,0.027987903,840500,1681,499.51,11125.229996204376,-0.0044852225,84050000,42.98375451361495
7969,0.032175962,0.08695541,0.32491803,-4.209326,0.9622120149433613,0.03280803,841000,1682,499.38,11131.756281137466,-0.0024003598,84100000,43.72772522927891
8275,0.16043764,0.08426272,0.21242796,-4.212481,0.9141774103045464,0.059307013,841500,1683,497.93,11138.551455497742,-0.0041205036,84150000,43.184782182176676
7765,0.04716769,0.08561086,0.33513203,-4.2217417,0.9638643227517605,0.031534374,842000,1684,499.52,11145.10235619545,-0.002122494,84200000,43.02833036184882
8098,0.07189223,0.084810294,0.23474196,-4.2266216,0.9495563134551048,0.03972197,842500,1685,498.62,11152.067158699036,-0.0025685567,84250000,43.05596173365624
8334,0.07930519,0.086527996,0.38488385,-4.228019,0.939605325460434,0.043077637,843000,1686,498.87,11158.596587657928,-0.0020400295,84300000,43.786248618815755
8199,0.06858907,0.08578646,0.24115208,-4.232465,0.9470854364335537,0.03196737,843500,1687,499.38,11164.994869709015,-0.0027103534,84350000,43.176178347716686
8027,0.059124697,0.08456712,0.16570202,-4.236417,0.9677361287176609,0.029703539,844000,1688,499.5,11171.559025526047,-0.0064464323,84400000,42.534188849035075
8120,0.08911211,0.082253024,0.21353209,-4.235158,0.9655415751039982,0.028945414,844500,1689,498.16,11178.351836442947,-0.0032295394,84450000,42.17890244879303
8083,0.045963027,0.08561728,0.27757403,-4.2306104,0.953917570412159,0.027323423,845000,1690,499.49,11184.82268691063,-0.0019505391,84500000,43.10980473347854
8454,0.03072632,0.08839881,0.23927802,-4.24128,0.9398096799850464,0.021415794,845500,1691,500.0,11191.546624183655,-0.0009069358,84550000,44.199403240031316
8306,0.041183382,0.085540436,0.26426396,-4.2498293,0.9547599144279957,0.029222744,846000,1692,500.0,11198.067410707474,-0.002980144,84600000,42.77022128191354
8178,0.025548192,0.08723388,0.30417997,-4.2495785,0.9661098942160606,0.030240111,846500,1693,500.0,11204.575999736786,-0.0026939753,84650000,43.61693898280677
7978,0.012908098,0.08787159,0.22013201,-4.2559896,0.9795362930744886,0.020175314,847000,1694,500.0,11211.238924264908,-0.0028740352,84700000,43.93579774167879
8239,0.050998047,0.087247305,0.33897194,-4.2679763,0.9453625567257404,0.051406015,847500,1695,499.44,11217.998989582062,-0.0026309318,84750000,43.89314052277027
8031,0.07628403,0.08225879,0.174478,-4.2650037,0.9605578295886517,0.023274506,848000,1696,498.97,11224.541086435318,-0.0040205144,84800000,41.76166283587709
8110,0.12766519,0.07909004,0.16518795,-4.2568555,0.9587875977158546,0.0285306,848500,1697,496.72,11231.393278121948,-0.0057979687,84850000,41.133181920835376
8150,0.08458183,0.08652258,0.22790198,-4.268099,0.9493054300546646,0.03366339,849000,1698,498.07,11238.171810388565,-0.0012485805,84900000,44.27679272018682
8106,0.030900873,0.086126424,0.318842,-4.2731733,0.9695512373000383,0.051432624,849500,1699,499.37,11244.885660171509,-0.0005419137,84950000,43.3107885461629
8136,0.098965995,0.08719107,0.30549407,-4.2742453,0.9332736656069756,0.041488007,850000,1700,498.36,11251.578318119049,-0.0018850033,85000000,44.35596150060463
8073,0.017709939,0.085899435,0.29374197,-4.275235,0.980071596801281,0.025623234,850500,1701,499.5,11258.30648946762,-0.0020090512,85050000,43.18024548254289
8177,0.027122231,0.08896398,0.29879397,-4.2710266,0.9557066485285759,0.026202856,851000,1702,500.0,11264.964918136597,-0.0028837195,85100000,44.48198728870413
7698,0.077456385,0.08441658,0.20650803,-4.2765822,0.9476382993161678,0.033317935,851500,1703,498.94,11271.642547369003,-0.004391141,85150000,42.722465433459604
7968,0.026095014,0.088750124,0.22231796,-4.2889485,0.9566515423357487,0.018710071,852000,1704,500.0,11278.648741722107,-0.00368285,85200000,44.37506227384003
8026,0.15127233,0.08448785,0.23071404,-4.300925,0.9405377246439457,0.054256253,852500,1705,498.04,11285.322213411331,-0.0037831971,85250000,43.13803232384651
8119,0.030114138,0.08661268,0.21769,-4.31503,0.9691768381744623,0.019993221,853000,1706,499.25,11291.975751638412,-0.004500509,85300000,43.62511332065004
7987,0.033943366,0.085766174,0.197694,-4.323279,0.9699595812708139,0.01913494,853500,1707,500.0,11298.591066598892,-0.0043705697,85350000,42.88308617878802
8144,0.00750884,0.087844454,0.24779594,-4.322722,0.9852110277861357,0.022377843,854000,1708,500.0,11305.39655327797,-0.0038307542,85400000,43.92222737008469
8047,0.043952107,0.08755538,0.303646,-4.3297544,0.9402854703366756,0.030646715,854500,1709,500.0,11311.938932657242,-0.0013387223,85450000,43.777691082041784
7957,0.014399916,0.087350555,0.25316596,-4.3327837,0.978175176307559,0.025953555,855000,1710,500.0,11318.632245779037,-0.003145996,85500000,43.67528320430734
8162,0.052602734,0.087000966,0.310748,-4.33625,0.9531201049685478,0.03424426,855500,1711,499.33,11325.526169538498,-0.002819154,85550000,43.88981072726643
8033,0.008387186,0.088666864,0.24091803,-4.337279,0.9768917243927717,0.020889943,856000,1712,500.0,11332.185485363007,-0.0025085565,85600000,44.3334337249071
8190,0.02913682,0.0833943,0.18988998,-4.343814,0.9732563812285662,0.022224767,856500,1713,500.0,11338.969338178635,-0.004955317,85650000,41.697147929125734
8080,0.088194236,0.08659433,0.21177399,-4.3556514,0.9382237382233143,0.0389519,857000,1714,498.39,11345.605861902237,-0.0033593476,85700000,44.11570940976053
8119,0.20732145,0.081880026,0.22186601,-4.3719616,0.9176652655005455,0.041048564,857500,1715,497.74,11352.15671157837,-0.0046291654,85750000,41.995432439994275
8011,0.09551375,0.08391658,0.17656796,-4.3729887,0.9460745938122272,0.03355085,858000,1716,499.13,11358.799758911133,-0.0060964376,85800000,42.373304111577596
7963,0.019381763,0.08741747,0.257584,-4.374975,0.9715273249894381,0.023555031,858500,1717,500.0,11365.548753738403,-0.0015609487,85850000,43.70873890177121
8013,0.004781635,0.089512266,0.25595802,-4.3990974,0.9834770150482655,0.021165041,859000,1718,500.0,11372.260429620743,-0.0011349526,85900000,44.756135361142604
8238,0.005375541,0.08938643,0.261466,-4.4145026,0.9834460262209177,0.021125233,859500,1719,500.0,11379.06010389328,-0.0017553138,85950000,44.693211660675246
8030,0.038256973,0.08710861,0.34697604,-4.420599,0.957916647195816,0.03789777,860000,1720,499.52,11385.53122830391,-0.0025415935,86000000,43.79147611832634
8242,0.007882743,0.087320134,0.23545797,-4.412293,0.9837703537195921,0.022194343,860500,1721,500.0,11392.385271549225,-0.0029605748,86050000,43.660068841126815
8453,0.25330976,0.082076676,0.23038396,-4.397713,0.9111447259783745,0.038263157,861000,1722,496.87,11399.00349020958,-0.0042307912,86100000,42.59957121627087
8273,0.033830862,0.08835776,0.26411203,-4.4079237,0.9547757543623447,0.023366636,861500,1723,499.53,11405.150915622711,-0.0011943027,86150000,44.44433883699772
8001,0.047474314,0.08419098,0.22428396,-4.4201827,0.9665382653474808,0.025082383,862000,1724,499.49,11411.658758878708,-0.0046367557,86200000,42.37897514470589
8430,0.004433198,0.08972147,0.27664003,-4.4180408,0.9871833808720112,0.024464991,862500,1725,500.0,11418.500844955444,-0.0025304374,86250000,44.86073626075129
8418,0.038773824,0.0879951,0.26699594,-4.4076796,0.9433487206697464,0.034843467,863000,1726,500.0,11424.953409910202,-0.0022207652,86300000,43.99755157820742
8214,0.06017538,0.08755412,0.25590804,-4.42332,0.9304779395461082,0.029977245,863500,1727,499.41,11431.245611906052,-0.0014126393,86350000,44.04603796285761
8209,0.033724595,0.08818823,0.31396005,-4.430229,0.9555162340402603,0.03155733,864000,1728,499.47,11437.780855178833,-0.0017927123,86400000,44.37638472814784
