time_elapsed,ep_reward_mean,policy_loss,value_loss,approxkl,total_timesteps,fps,true_reward,n_updates,explained_variance,policy_entropy,serial_timesteps,clipfrac,ep_len_mean
948.6315605640411,1.3298093158735902,-0.004301443,0.01131008,0.005784826,7100000,7971,0.056213986,142,0.9859059900045395,2.4132137,71000,0.06746599,30.99
955.4293930530548,1.5163796635295421,-0.004951966,0.009007016,0.005890521,7150000,8051,0.056669034,143,0.9887637738138437,2.402327,71500,0.070498005,33.08
962.265703201294,1.4146342361222013,-0.0049516526,0.00974449,0.0059335697,7200000,8376,0.05362247,144,0.9881198480725288,2.3837433,72000,0.06990201,34.36
968.6500070095062,1.5182273784137168,-0.004762168,0.010510094,0.0064072805,7250000,8047,0.057018917,145,0.9873291691765189,2.358756,72500,0.07790198,34.42
975.3784086704254,1.2936259262437124,-0.0054379106,0.010825482,0.005859329,7300000,8052,0.055002984,146,0.9859558148309588,2.3396158,73000,0.070022,34.58
981.9964053630829,1.4867018253750894,-0.004406509,0.009105213,0.005938238,7350000,8007,0.054626334,147,0.988015134818852,2.3285854,73500,0.069449976,32.52
988.8989083766937,1.2534843523252674,-0.0045152125,0.010111031,0.0061449916,7400000,8022,0.05543913,148,0.9872111771255732,2.3047945,74000,0.07295201,34.08
995.7477679252625,1.4737230034279674,-0.00465893,0.009505444,0.0061315135,7450000,8093,0.05601676,149,0.9880634350702167,2.2970426,74500,0.07498801,34.0
1002.3368189334869,1.2089830271252275,-0.005008363,0.008973926,0.0061750705,7500000,7983,0.056778125,150,0.9887727173045278,2.2874534,75000,0.0746,27.93
1009.0510406494141,1.4393683722587367,-0.0049882336,0.0103669055,0.006329863,7550000,8152,0.056967016,151,0.9865271849557757,2.2718534,75500,0.077176005,33.6
1015.6815328598022,1.4484164176753485,-0.004772282,0.009011617,0.0066432166,7600000,7736,0.05606629,152,0.9889281447976828,2.254686,76000,0.08161399,30.64
1022.6757206916809,1.5084580427420677,-0.0046504047,0.010069199,0.005963938,7650000,8148,0.05478788,153,0.9873896669596434,2.2389317,76500,0.070771985,38.46
1029.3849339485168,1.3228298218870782,-0.0056127287,0.0099153,0.006276343,7700000,7759,0.057532817,154,0.9877427592873573,2.2338166,77000,0.076249994,28.87
1036.2472138404846,1.4590263207348448,-0.005408561,0.010457172,0.006470716,7750000,7896,0.05712892,155,0.9868879932910204,2.233311,77500,0.079638,33.48
1043.2065160274506,1.2705121590412727,-0.004367729,0.010966426,0.0062402445,7800000,7816,0.05516333,156,0.9861506661400199,2.2285223,78000,0.07555999,28.35
1050.1816124916077,1.3340092053379158,-0.0051095802,0.009254287,0.0063849264,7850000,7885,0.05686605,157,0.9885440627112985,2.2145033,78500,0.07753201,29.65
1057.1487493515015,1.3187439067231572,-0.0047326214,0.008927361,0.006194313,7900000,7859,0.05582852,158,0.9890510337427258,2.189832,79000,0.073392004,28.94
1064.1452100276947,1.5123913803041023,-0.004805015,0.009900938,0.0060863574,7950000,7787,0.05647004,159,0.987019332125783,2.1815903,79500,0.073290005,34.34
1071.1439259052277,1.7224655000675149,-0.0051616584,0.009893895,0.006336716,8000000,7808,0.054563195,160,0.9875254444777966,2.1707404,80000,0.076311976,41.07
1077.901603937149,1.455488488422568,-0.0050128456,0.007583491,0.0060700728,8050000,8383,0.05691588,161,0.9905446404591203,2.1541662,80500,0.07219201,33.24
1084.4631259441376,1.3022176886171155,-0.0050400645,0.008826207,0.006472811,8100000,7960,0.057561826,162,0.9889187272638083,2.1373997,81000,0.078669995,37.27
1091.1274874210358,1.15955221409582,-0.004203314,0.0073315073,0.006194361,8150000,8048,0.056892637,163,0.9905568202957511,2.1161308,81500,0.074074015,29.57
1097.9281628131866,1.5347280334788866,-0.004153965,0.008531111,0.005856877,8200000,7719,0.059161644,164,0.9893979821354151,2.108998,82000,0.07046401,34.22
1104.9399383068085,1.2305906484040452,-0.0052982736,0.00890285,0.0062304586,8250000,8031,0.056006476,165,0.9888864448294044,2.1068258,82500,0.075922005,31.25
1111.7750108242035,1.3463221534480385,-0.0051418226,0.008078903,0.006432324,8300000,7910,0.057346065,166,0.9900867082178593,2.091486,83000,0.078564,34.55
1118.5213372707367,1.5567599447738485,-0.004853863,0.009676617,0.0057657002,8350000,8030,0.05667084,167,0.988251387141645,2.0781472,83500,0.067551985,35.92
1125.3515603542328,1.3245916671185614,-0.005058661,0.008794135,0.006034745,8400000,8061,0.055648316,168,0.9895791755989194,2.0734193,84000,0.07233801,37.3
1132.0850720405579,1.3999783177161567,-0.0050045014,0.008440382,0.00622986,8450000,7884,0.057102963,169,0.9892968321219087,2.0762756,84500,0.076344,32.57
1138.8850362300873,1.4002531501702107,-0.0057296227,0.0075047854,0.0065685026,8500000,7968,0.058950223,170,0.9908674536272883,2.06355,85000,0.079908006,31.27
1145.5935337543488,1.4780577780066597,-0.0046900986,0.008752299,0.0061057373,8550000,8085,0.058094624,171,0.9892871798947453,2.0528612,85500,0.073617995,32.24
