fps,ep_reward_mean,serial_timesteps,value_loss,time_elapsed,explained_variance,total_timesteps,ep_len_mean,true_reward,n_updates,policy_entropy,approxkl,clipfrac,policy_loss
19097,1.1456543308496476,84000,3.1399984e-05,558.9743616580963,0.9997351882921066,8400000,24.62,0.05746687,168,-0.025236035,0.008620132,0.11387405,0.0005713822
16886,1.150744024515152,84500,3.5314304e-05,562.1260395050049,0.999710455944296,8450000,24.68,0.05747104,169,-0.04213664,0.0078496775,0.101919994,-0.00034528665
18715,1.1245140498876571,85000,2.6602189e-05,565.6703810691833,0.9998067699343665,8500000,24.38,0.057404757,170,-0.07127399,0.008331951,0.105335996,-0.0011639711
18963,1.122999633550644,85500,2.2119108e-05,568.9423575401306,0.9998185704898788,8550000,24.36,0.057427872,171,-0.11231272,0.009153756,0.12062202,-0.00046573544
19034,1.13075659096241,86000,2.5875992e-05,572.1864497661591,0.9997849664359819,8600000,24.45,0.057474487,172,-0.15479082,0.008939614,0.115778014,0.00031840746
18565,1.1411539536714554,86500,2.9967097e-05,575.3837790489197,0.9997492618858814,8650000,24.57,0.05747728,173,-0.18676975,0.0088248085,0.114925995,0.0003725826
18470,1.1169278502464295,87000,2.4900923e-05,578.4708485603333,0.9998458507179748,8700000,24.29,0.057445567,174,-0.21807757,0.007518983,0.09555599,-0.0011217617
19337,1.1478262507915498,87500,3.666056e-05,581.8016557693481,0.9997207573906053,8750000,24.64,0.057510898,175,-0.24691847,0.00804599,0.103652,0.00016664255
17436,1.1339358526468277,88000,2.8195784e-05,584.7217905521393,0.9997790057386737,8800000,24.48,0.0574891,176,-0.27852577,0.008865976,0.11728604,0.00065415795
17123,1.167400466799736,88500,4.2345462e-05,588.2112307548523,0.9996441184775904,8850000,24.87,0.057542156,177,-0.30219075,0.010258433,0.13670605,1.6173683e-05
17236,1.1270257532596588,89000,2.2916007e-05,591.5673525333405,0.9998009172413731,8900000,24.4,0.05747876,178,-0.32463023,0.009183805,0.11962799,0.0005832555
15367,1.1401227879524232,89500,2.9624107e-05,595.1588618755341,0.9997558073082473,8950000,24.55,0.0575191,179,-0.35049546,0.008996491,0.119946025,0.00083352916
18343,1.1241772365570069,90000,2.1365186e-05,598.8660526275635,0.9998186625598464,9000000,24.37,0.05749507,180,-0.373956,0.009400394,0.124561995,0.00015018736
18343,1.1348766893148423,90500,2.6346865e-05,602.0100357532501,0.9997798182012048,9050000,24.49,0.05752562,181,-0.41007018,0.009605258,0.12367399,0.000557796
15263,1.1345460683107376,91000,3.1627453e-05,605.2534873485565,0.9997782214486506,9100000,24.49,0.057529014,182,-0.44339466,0.009612806,0.12871799,0.0005844896
19783,1.1142482125759126,91500,1.9830848e-05,609.018748998642,0.9998593728523701,9150000,24.25,0.057522643,183,-0.47302115,0.008449231,0.108862,-0.0012945841
15723,1.112830605506897,92000,1.608922e-05,611.9742465019226,0.9998670939385192,9200000,24.24,0.05752655,184,-0.5053077,0.009344759,0.12337801,-0.0007074875
16917,1.1253126901388169,92500,2.3186622e-05,615.8029606342316,0.9998174924112391,9250000,24.38,0.05752801,185,-0.5412289,0.009241368,0.12214,0.00069991907
19208,1.1103072220087051,93000,1.4111674e-05,619.3544926643372,0.9998813178608543,9300000,24.21,0.05748846,186,-0.57426196,0.008865799,0.11539,-0.0013566762
14958,1.1090831911563874,93500,1.3268244e-05,622.5808703899384,0.9998883434018353,9350000,24.19,0.057497416,187,-0.5990542,0.00944784,0.123753965,-0.0014482471
15093,1.1186430311203004,94000,2.5328342e-05,626.2707076072693,0.999847615530598,9400000,24.3,0.057546034,188,-0.62089884,0.010775233,0.14291999,0.00070082786
18767,1.110604354739189,94500,1.8696106e-05,630.1647217273712,0.999870592757361,9450000,24.21,0.05752401,189,-0.64384156,0.0097631095,0.125718,0.00012389383
16030,1.1030353212356567,95000,1.0220443e-05,633.4027500152588,0.9999159446815611,9500000,24.12,0.05749472,190,-0.6696793,0.010522514,0.14091,-0.002735763
14075,1.1240379482507705,95500,2.629505e-05,637.1034557819366,0.9998235285602277,9550000,24.36,0.057575386,191,-0.6962561,0.0108281765,0.14684802,0.0016360465
15636,1.1406474488973617,96000,3.0271976e-05,641.2019476890564,0.9997445553308353,9600000,24.55,0.05758138,192,-0.70504725,0.010321378,0.13631397,0.00090795377
17269,1.099355581998825,96500,8.279712e-06,644.9649922847748,0.9999302493524738,9650000,24.08,0.0574966,193,-0.71886885,0.010906794,0.144558,-0.0038372395
18015,1.1063406920433045,97000,1.2057961e-05,648.3696110248566,0.9999019340320956,9700000,24.16,0.057525884,194,-0.7511359,0.01009034,0.128974,-0.0016678354
17917,1.1571418809890748,97500,3.9392253e-05,651.4616179466248,0.9996723896765616,9750000,24.74,0.057626255,195,-0.7776061,0.01023205,0.134602,-0.00062850787
15483,1.1218089753389358,98000,2.0532912e-05,654.6693992614746,0.9998242159199435,9800000,24.33,0.05759431,196,-0.79839975,0.010033245,0.13084802,0.000882058
18152,1.1546394670009612,98500,3.8320766e-05,658.440271615982,0.9996895689109806,9850000,24.71,0.057621177,197,-0.8302383,0.011257605,0.14977801,-0.001164647
14704,1.1157045328617097,99000,1.7208991e-05,661.7768709659576,0.9998583056440111,9900000,24.26,0.05755675,198,-0.86662096,0.0095146485,0.12565798,0.00016275875
19797,1.1146309107542038,99500,2.1840797e-05,665.7437093257904,0.9998553412297042,9950000,24.25,0.057569183,199,-0.9051178,0.009534381,0.126514,-0.000112128844
18119,1.1103626555204391,100000,1.32958785e-05,668.7193658351898,0.9998894475284033,10000000,24.2,0.05756896,200,-0.93287677,0.011485823,0.15009399,0.00096376723
17568,1.1023236900568008,100500,8.707611e-06,672.0032980442047,0.9999268467945512,10050000,24.11,0.057543043,201,-0.97304255,0.010407874,0.132752,-0.0016401527
20283,1.1348215681314469,101000,2.7528258e-05,675.1711056232452,0.9997787063330179,10100000,24.48,0.057633832,202,-1.0064873,0.0123693375,0.16244,0.0013569416
14910,1.1573199146986008,101500,3.9699687e-05,678.0066540241241,0.9996716983732767,10150000,24.74,0.057662148,203,-1.0214809,0.012710762,0.16624603,-6.2011706e-05
16748,1.1140191560983659,102000,1.6542466e-05,681.9801971912384,0.9998740544979228,10200000,24.24,0.05761623,204,-1.0495396,0.013521527,0.17394602,0.0030284363
19325,1.1203261041641235,102500,3.2955926e-05,685.4346902370453,0.9997884892218281,10250000,24.32,0.05761332,205,-1.075676,0.010664338,0.137204,0.0022825478
18171,1.1295072060823441,103000,2.5440364e-05,688.636246919632,0.9997887555509806,10300000,24.42,0.057643086,206,-1.0970289,0.010479176,0.141412,0.0011096004
19785,1.1112534856796266,103500,1.366547e-05,691.9518513679504,0.9998631617199862,10350000,24.21,0.057616405,207,-1.1311682,0.010141351,0.12748201,0.0014580642
20747,1.1008522194623946,104000,7.6077313e-06,695.0424473285675,0.9999346694603446,10400000,24.09,0.057592735,208,-1.1639153,0.012331349,0.15649599,0.00019791917
19917,1.1211606431007386,104500,2.0396577e-05,698.0080094337463,0.9998373873386299,10450000,24.33,0.05763223,209,-1.197165,0.012737237,0.16200003,0.0017446912
16367,1.108165091276169,105000,0.00039767023,701.1208112239838,0.9998860235064058,10500000,24.17,0.057640314,210,-1.2236823,0.010390776,0.13729402,0.0010675875
19965,1.1185991376638413,105500,1.8131223e-05,704.7897434234619,0.9998304906621343,10550000,24.29,0.057639863,211,-1.245129,0.011748154,0.15376401,0.002052203
17760,1.0983332443237304,106000,5.8926657e-06,707.6941132545471,0.9999484667278011,10600000,24.06,0.05756348,212,-1.2601693,0.01162293,0.14739597,-0.0025454462
20843,1.1036250406503678,106500,8.71017e-06,711.1053931713104,0.9999259067844832,10650000,24.12,0.05760202,213,-1.2894733,0.012010284,0.15248401,-9.133022e-05
17756,1.1054129964113235,107000,9.60632e-06,713.9820454120636,0.9999189843656495,10700000,24.14,0.057624947,214,-1.3249627,0.011110005,0.14338398,0.00015911405
17209,1.1028023290634155,107500,7.936056e-06,717.4214029312134,0.9999324313976103,10750000,24.11,0.057603106,215,-1.3544406,0.013079261,0.16309603,0.0011883441
15267,1.123914014697075,108000,2.0369598e-05,720.964878320694,0.9998283825989347,10800000,24.35,0.057670973,216,-1.3770053,0.014216248,0.18544604,0.0020708216
15432,1.1100861477851867,108500,1.2250189e-05,724.7428951263428,0.9998969243169995,10850000,24.19,0.05764356,217,-1.3971016,0.014236646,0.17972597,0.0023249837
16603,1.1136727613210677,109000,1.4143001e-05,728.5657312870026,0.9998808937016292,10900000,24.23,0.057652824,218,-1.4256549,0.013951885,0.18962798,0.0019208333
17259,1.1573324352502823,109500,3.9842223e-05,732.1830604076385,0.9996636926953215,10950000,24.73,0.05770214,219,-1.4427358,0.013389468,0.17274998,8.442519e-05
15823,1.2158801582455636,110000,7.2897565e-05,735.7487978935242,0.9993805973208509,11000000,25.4,0.057755865,220,-1.44597,0.013417628,0.16273998,-0.0024251258
17272,1.1434150171279907,110500,3.1870353e-05,739.3627557754517,0.999725928355474,11050000,24.57,0.05770164,221,-1.4514623,0.0134464465,0.16766796,0.0014694601
15858,1.1172162491083144,111000,1.6400656e-05,742.7939083576202,0.9998620522819692,11100000,24.27,0.05766612,222,-1.4768281,0.015426524,0.19069596,0.0030988252
16719,1.1139286869764329,111500,1.4289951e-05,746.4304013252258,0.9998796599029447,11150000,24.23,0.057660658,223,-1.5092098,0.013975796,0.17793803,0.0036073404
15691,1.0934327358007432,112000,2.4269186e-06,750.032993555069,0.9999755015305709,11200000,24.0,0.057541873,224,-1.528813,0.014218129,0.17762199,-0.0062559964
19252,1.0969806307554244,112500,4.091179e-06,753.5083298683167,0.9999638246845279,11250000,24.04,0.057615567,225,-1.555623,0.016147671,0.19126204,0.00021381541
20217,1.2310440003871919,113000,8.202548e-05,756.5385007858276,0.9993035152438097,11300000,25.58,0.057766303,226,-1.5752378,0.0123437885,0.16521597,-0.0030938936
17356,1.1458661669492722,113500,3.9888768e-05,759.6214814186096,0.9997131803829689,11350000,24.6,0.057726346,227,-1.5885634,0.015430999,0.19010592,0.0020334027
15807,1.1089779502153396,114000,1.6692667e-05,762.8393025398254,0.9999047278615762,11400000,24.18,0.057647325,228,-1.6146446,0.011896264,0.16380997,0.0016408537
18139,1.0980741381645203,114500,4.7863873e-06,766.5313081741333,0.9999603023134114,11450000,24.05,0.057624828,229,-1.640419,0.011897169,0.15355399,-0.0018479316
15093,1.098172246813774,115000,4.775367e-06,769.9747760295868,0.9999584479592158,11500000,24.05,0.057658277,230,-1.6624659,0.012993345,0.16026796,-0.00069374254
17050,1.196521383523941,115500,6.295825e-05,773.8778443336487,0.9994662157259881,11550000,25.18,0.057752457,231,-1.6992507,0.015001361,0.19156401,-0.0017980516
19376,1.1436464029550553,116000,3.2527194e-05,777.3113474845886,0.9997255463385954,11600000,24.57,0.057729777,232,-1.7226694,0.015112727,0.193476,0.0020726114
18917,1.247464394569397,116500,8.991899e-05,780.5212359428406,0.9992355300928466,11650000,25.76,0.05776886,233,-1.7266495,0.012843752,0.167436,-0.003407852
15442,1.1852535769343375,117000,5.7132936e-05,783.8705351352692,0.9995130370080005,11700000,25.05,0.057756796,234,-1.7320498,0.013733709,0.17772599,-0.00011715131
17189,1.137494335770607,117500,2.9883937e-05,787.6099872589111,0.9997554455476347,11750000,24.5,0.057715423,235,-1.7566506,0.013414949,0.16821598,0.002137516
16543,1.1062936866283417,118000,1.3944721e-05,791.0207867622375,0.9999207982691587,11800000,24.14,0.05765358,236,-1.785954,0.014847479,0.17827605,0.0036021436
17884,1.0964618283510208,118500,3.5588234e-06,794.6030912399292,0.9999698060109949,11850000,24.03,0.05761576,237,-1.8090355,0.014005856,0.18863794,-0.0026591232
16925,1.106927679181099,119000,1.1516661e-05,797.8961808681488,0.999914337618975,11900000,24.15,0.05769576,238,-1.8269938,0.014244726,0.191138,0.00196043
17342,1.1365143328905105,119500,3.253664e-05,801.2360517978668,0.9997632544691442,11950000,24.49,0.057735138,239,-1.839228,0.01639775,0.21138799,0.0014636625
14423,1.1099236291646957,120000,1.6280392e-05,804.6798434257507,0.9998697951377835,12000000,24.18,0.05769182,240,-1.8470057,0.011625155,0.149872,0.0025800595
14671,1.1189984893798828,120500,0.00012894157,808.6449482440948,0.9998511817102553,12050000,24.29,0.05770742,241,-1.8649217,0.016558725,0.21052998,0.0036088845
15449,1.137421812415123,121000,4.0482897e-05,812.3152792453766,0.9997155897435732,12100000,24.5,0.057742894,242,-1.8855091,0.01274593,0.16385603,0.003683232
14982,1.1158823156356812,121500,1.6168857e-05,816.0803422927856,0.9998650974303018,12150000,24.25,0.05772089,243,-1.9059839,0.015401143,0.198096,0.0032528997
14699,1.109024274945259,122000,1.4784242e-05,820.0368835926056,0.9999031510669738,12200000,24.17,0.05771254,244,-1.931316,0.015006154,0.19476797,0.002621646
19499,1.1062232339382172,122500,9.5148725e-06,824.0353038311005,0.9999181433886406,12250000,24.14,0.05770705,245,-1.9571933,0.012999572,0.17401403,0.002110572
16033,1.1338759738206863,123000,2.6679256e-05,826.9471538066864,0.9997758895624429,12300000,24.46,0.057739638,246,-1.9750537,0.021185137,0.23151207,0.00364973
16283,1.1210453629493713,123500,1.8859007e-05,830.6992344856262,0.9998418811301235,12350000,24.31,0.057723135,247,-2.0033941,0.020560127,0.24219197,0.004028374
16719,1.1783376508951187,124000,5.4037886e-05,834.399335861206,0.9995442966464907,12400000,24.97,0.057768878,248,-2.025161,0.015544283,0.186546,-0.0007848247
15121,1.1151526433229446,124500,1.4813954e-05,837.7099690437317,0.9998746605415363,12450000,24.24,0.057724167,249,-2.0393794,0.020545192,0.24955997,0.004528907
17295,1.1195586198568344,125000,1.8792882e-05,841.3846032619476,0.9998511923331534,12500000,24.29,0.057738114,250,-2.0662644,0.018856624,0.23501204,0.0035383059
15290,1.0950721967220307,125500,2.5844877e-06,844.8082828521729,0.9999772546343593,12550000,24.01,0.057665948,251,-2.0877786,0.014416126,0.18013997,-0.003971411
13500,1.0957415252923965,126000,2.7786061e-06,848.7107207775116,0.999976970751959,12600000,24.02,0.05767252,252,-2.1029327,0.016141344,0.17989202,-0.0011617832
15082,1.198672822713852,126500,6.60812e-05,853.0770361423492,0.9994419937138446,12650000,25.2,0.057786003,253,-2.1127355,0.018401135,0.21874,0.00066454185
14817,1.101471865773201,127000,6.276437e-06,856.9620232582092,0.999945482086332,12700000,24.08,0.05771344,254,-2.1340437,0.016150637,0.192814,0.0041224835
13947,1.097865247130394,127500,4.040545e-06,860.9347021579742,0.9999606545461575,12750000,24.04,0.057667706,255,-2.1636899,0.013306444,0.17009798,0.001255184
14045,1.0965551948547363,128000,3.0737824e-06,864.9172785282135,0.9999772257251607,12800000,24.02,0.05767893,256,-2.1943002,0.01721347,0.20252202,-0.0013834548
14613,1.1221300810575485,128500,2.8448692e-05,868.8092222213745,0.9998415312293218,12850000,24.31,0.05775684,257,-2.2138808,0.019456742,0.23948199,0.003527072
14276,1.1087952250242232,129000,1.0455729e-05,872.8283677101135,0.9999119126732694,12900000,24.16,0.057719767,258,-2.2335863,0.02254987,0.25584394,0.006143855
14016,1.1419197058677673,129500,3.167593e-05,876.8356537818909,0.9997363640577532,12950000,24.54,0.05776764,259,-2.2500262,0.018167712,0.23401,0.0005990595
15252,1.1079657369852065,130000,1.0046824e-05,880.8818261623383,0.9999154774195631,13000000,24.15,0.05772695,260,-2.26386,0.019310111,0.24048997,0.005458466
15650,1.100186780691147,130500,4.8105776e-06,884.6815230846405,0.9999602062343911,13050000,24.06,0.057718564,261,-2.2859313,0.016367367,0.19635199,0.0023241094
14357,1.102863604426384,131000,6.3238313e-06,888.2024621963501,0.9999465682303708,13100000,24.09,0.057713594,262,-2.3140943,0.018535452,0.22284003,0.004717192
14012,1.1538749098777772,131500,4.069979e-05,892.3157279491425,0.9996655430004466,13150000,24.68,0.057797484,263,-2.3318415,0.020759366,0.235062,0.0022858349
13817,1.0958123588562012,132000,3.4507614e-06,896.1795783042908,0.9999775715550641,13200000,24.01,0.05771234,264,-2.3401399,0.014708806,0.18157795,-0.0004367219
14881,1.1425616478919982,132500,3.411145e-05,900.3243525028229,0.9997251448512543,13250000,24.55,0.057788808,265,-2.346585,0.019852271,0.24071997,0.0019649148
14234,1.1077601730823516,133000,2.7841748e-05,904.1466977596283,0.9999101078283275,13300000,24.15,0.05775442,266,-2.3622975,0.017337432,0.21470797,0.0043264995
14641,1.0954203468561172,133500,2.3001076e-06,908.2617034912109,0.9999733694367023,13350000,24.01,0.05770448,267,-2.3794417,0.022626076,0.21336602,0.0062350277
14194,1.2013622504472732,134000,7.01169e-05,912.0723206996918,0.9994141392526217,13400000,25.23,0.057819605,268,-2.384242,0.023343181,0.24350004,0.002363402
14110,1.1077603697776794,134500,9.8535975e-06,916.1557784080505,0.9999156507255975,13450000,24.15,0.05775257,269,-2.3915663,0.02004423,0.23656605,0.0054210722
13476,1.128379406929016,135000,2.3883067e-05,920.2028787136078,0.9998005081142765,13500000,24.39,0.05779566,270,-2.4097168,0.024217844,0.272784,0.003799747
13358,1.149998888373375,135500,3.9030612e-05,924.2292287349701,0.9996790894656442,13550000,24.64,0.057799466,271,-2.4277458,0.020330824,0.22939599,0.0012045321
13965,1.234920345544815,136000,8.84749e-05,928.5006697177887,0.9992493470199406,13600000,25.61,0.05782764,272,-2.4295404,0.017613158,0.19431198,-0.0009379668
15015,1.2577202108502388,136500,0.00010065493,932.4087529182434,0.9991495127324015,13650000,25.87,0.05783717,273,-2.4280682,0.02042753,0.20542406,0.0025222031
14407,1.111591324210167,137000,1.2958971e-05,936.1109001636505,0.9998779698362341,13700000,24.19,0.05777122,274,-2.4507647,0.018845705,0.225244,0.005716207
15211,1.1231438636779785,137500,2.0226582e-05,940.218471288681,0.9998296914272942,13750000,24.32,0.057789184,275,-2.4757423,0.018664325,0.22938995,0.004484313
13925,1.1848219650983811,138000,5.9777518e-05,943.774733543396,0.9994740375550464,13800000,25.03,0.05781524,276,-2.4783182,0.017609958,0.21208599,-0.0012370634
13217,1.1297222316265105,138500,3.938429e-05,947.9414503574371,0.9997851233347319,13850000,24.4,0.057785176,277,-2.4820673,0.028123626,0.28272805,0.008125966
15462,1.109779292345047,139000,0.00011730866,952.2688934803009,0.9998356514261104,13900000,24.17,0.057774484,278,-2.498159,0.013926431,0.18038599,0.005284918
15121,1.1132117587327957,139500,1.6479684e-05,955.9668531417847,0.9998810431279708,13950000,24.21,0.057772484,279,-2.5155454,0.019045511,0.23219997,0.005062572
14710,1.1193350428342819,140000,1.7555483e-05,959.8594794273376,0.9998496751795756,14000000,24.28,0.057789087,280,-2.538075,0.021053545,0.24463,0.00438956
14127,1.116708638072014,140500,1.5726917e-05,963.7391667366028,0.9998652653011959,14050000,24.25,0.05778711,281,-2.566552,0.019967165,0.24214806,0.0030702748
15166,1.139152802824974,141000,3.0599196e-05,967.6808965206146,0.9997411532676779,14100000,24.51,0.057805765,282,-2.5849469,0.019923594,0.23767805,0.0010341674
15423,1.1133512645959853,141500,1.3465486e-05,971.5233399868011,0.9998844615183771,14150000,24.21,0.05779413,283,-2.5962539,0.021733703,0.25972596,0.0046636136
14287,1.116127024292946,142000,1.5242367e-05,975.3323976993561,0.999870450803428,14200000,24.24,0.057788063,284,-2.6218905,0.025870746,0.281502,0.005033587
15831,1.0986724030971526,142500,3.5196226e-06,979.4659638404846,0.9999701346841903,14250000,24.04,0.05773586,285,-2.6453042,0.02028152,0.22962202,0.0029190981
15643,1.1022070384025573,143000,5.8791707e-06,983.183819770813,0.9999509332847083,14300000,24.08,0.057781048,286,-2.6653528,0.020714419,0.23616797,0.0050722943
13233,1.103362616300583,143500,6.926356e-06,987.0516104698181,0.9999465007495019,14350000,24.09,0.05778489,287,-2.6875417,0.0225411,0.25041208,0.0056908103
14830,1.1394271278381347,144000,3.088802e-05,991.4929161071777,0.9997397537226789,14400000,24.51,0.05781937,288,-2.6983054,0.024089785,0.26674804,0.004446838
14267,1.17005745947361,144500,5.1436935e-05,995.2611651420593,0.999572539498331,14450000,24.86,0.05783224,289,-2.6957421,0.022401415,0.24360003,0.0013023852
14464,1.122386862039566,145000,2.0165793e-05,999.489156961441,0.9998161156545393,14500000,24.31,0.057808563,290,-2.6984863,0.02197344,0.24437408,0.005510473
15314,1.097930636405945,145500,2.9394307e-06,1003.1950061321259,0.999974618329361,14550000,24.03,0.057768706,291,-2.7244568,0.018888071,0.22079998,0.0036476052
14789,1.216153271794319,146000,7.921217e-05,1007.1372699737549,0.999327213561628,14600000,25.39,0.057852667,292,-2.7363617,0.022897014,0.22866203,0.0035320343
15515,1.1083459877967834,146500,1.0069068e-05,1010.8224987983704,0.9999107775147422,14650000,24.15,0.057797648,293,-2.7495039,0.021558773,0.253868,0.006788032
15546,1.1353256940841674,147000,2.8273056e-05,1014.6439046859741,0.9997618519701064,14700000,24.46,0.057820536,294,-2.7660937,0.024060987,0.26549396,0.0020264701
15482,1.16139182806015,147500,4.594008e-05,1018.4872934818268,0.999618223780999,14750000,24.76,0.05784073,295,-2.7623074,0.022320107,0.24139799,0.0015295398
16984,1.101307864189148,148000,6.1528076e-06,1022.1664109230042,0.9999372970196418,14800000,24.07,0.057761542,296,-2.7667594,0.01453962,0.18541197,0.00423055
14155,1.1040264439582825,148500,8.91453e-06,1025.3885719776154,0.9999415731072077,14850000,24.1,0.057770766,297,-2.796848,0.022657959,0.253348,0.0039084586
14788,1.2037595474720002,149000,7.2057686e-05,1029.6649088859558,0.9993948082556017,14900000,25.25,0.057847615,298,-2.8120131,0.0235399,0.23771404,0.0037061193
14859,1.1317847174406053,149500,2.6319567e-05,1033.5754873752594,0.9997778925899183,14950000,24.42,0.05782407,299,-2.8152328,0.019736875,0.22422397,0.005038095
13611,1.1504912227392197,150000,3.9025945e-05,1037.4208886623383,0.9996681536722463,15000000,24.64,0.057827868,300,-2.8129702,0.025648024,0.27520397,0.002446969
14220,1.1577051323652268,150500,4.3405915e-05,1041.5683958530426,0.9996345943945926,15050000,24.72,0.05784205,301,-2.8098764,0.02495901,0.26380396,0.0024254718
13506,1.131670560836792,151000,7.004722e-05,1045.5632193088531,0.9997809191263514,15100000,24.42,0.057824854,302,-2.8126721,0.030693438,0.31142,0.006642961
13766,1.096072006225586,151500,5.621273e-05,1049.696007013321,0.9999117460247362,15150000,24.01,0.05774119,303,-2.819991,0.015154333,0.17500605,0.007204932
13215,1.1075274097919463,152000,1.2369551e-05,1053.8038153648376,0.9999135328107513,15200000,24.14,0.05780486,304,-2.8244126,0.022790022,0.2585761,0.0062703774
15970,1.1086689007282258,152500,1.03489565e-05,1058.0440785884857,0.9999107544208528,15250000,24.15,0.057808273,305,-2.8360224,0.016801871,0.20875002,0.0025555978
14580,1.104372152686119,153000,7.323795e-06,1061.455941438675,0.9999406002789328,15300000,24.1,0.057797164,306,-2.848096,0.01937368,0.23440804,0.0049753445
13734,1.096316173672676,153500,1.7261327e-06,1065.5549366474152,0.9999857725315451,15350000,24.01,0.057754297,307,-2.8599896,0.02021559,0.23227996,0.0021757623
15424,1.09548857152462,154000,1.1127914e-06,1069.8239769935608,0.9999904728774709,15400000,24.0,0.05775541,308,-2.8840334,0.02236183,0.21624205,0.004178293
13535,1.0956334221363067,154500,1.0794575e-06,1073.5129730701447,0.9999910249853201,15450000,24.0,0.057741273,309,-2.9042351,0.016869897,0.18689798,-0.0020098158
14213,1.1190671479701997,155000,1.818459e-05,1077.738648891449,0.9998558143997798,15500000,24.27,0.057811752,310,-2.921103,0.034030702,0.32570392,0.0074910014
13417,1.0955066221952439,155500,1.375312e-06,1081.6987915039062,0.9999803079008416,15550000,24.0,0.057762,311,-2.932214,0.019660749,0.20692402,0.0095109455
13449,1.1171843618154527,156000,1.942414e-05,1086.073388338089,0.9998635428200942,15600000,24.25,0.057821568,312,-2.9415498,0.02969729,0.30422592,0.0067939083
13936,1.0981771796941757,156500,2.8089066e-06,1090.307002544403,0.9999768949764984,15650000,24.03,0.057795245,313,-2.9506795,0.022242656,0.25336605,0.0038288378
14428,1.1075694364309312,157000,9.411513e-06,1094.3975811004639,0.9999212793482002,15700000,24.14,0.05780947,314,-2.9765525,0.033269458,0.3228079,0.008031311
14446,1.5084398928284646,157500,0.00023176728,1098.286570072174,0.9979543562512845,15750000,28.36,0.057898447,315,-2.9801226,0.016081134,0.18383001,0.00040546578
13819,1.2557153192162513,158000,0.000103177204,1102.3238143920898,0.9989431006833911,15800000,25.84,0.05787173,316,-2.9820216,0.019698918,0.20939402,0.0064053154
14548,1.115739266872406,158500,5.9472546e-05,1106.350993156433,0.9998373264388647,15850000,24.23,0.057832554,317,-2.99544,0.024289694,0.26008213,0.012266249
14665,1.1845683163404466,159000,6.176166e-05,1110.3163523674011,0.9994665962876752,15900000,25.03,0.05786472,318,-3.001855,0.024583444,0.25614402,0.0032837435
14745,1.1026806235313416,159500,6.187214e-06,1114.2469310760498,0.9999505758132727,15950000,24.08,0.05778843,319,-3.026802,0.03068344,0.28449404,0.0091108475
13507,1.0980485719442368,160000,2.8538425e-06,1118.2649824619293,0.9999753586198494,16000000,24.03,0.05778708,320,-3.0652375,0.021809988,0.24900806,0.004019925
14183,1.0973596864938735,160500,2.1381502e-06,1122.5233759880066,0.9999821221172169,16050000,24.02,0.05780026,321,-3.085146,0.028736457,0.2837919,0.007833397
14769,1.100789601802826,161000,4.588707e-06,1126.4625570774078,0.9999620956368744,16100000,24.06,0.057812627,322,-3.094007,0.027731515,0.291556,0.008012987
14220,1.09555111348629,161500,8.6731444e-07,1130.344924211502,0.9999925182091829,16150000,24.0,0.057791818,323,-3.1001415,0.026834082,0.250146,0.007822973
14913,1.1757877051830292,162000,5.5987268e-05,1134.4584398269653,0.9995258671115153,16200000,24.93,0.05785977,324,-3.1062152,0.024590408,0.257942,0.0026671397
14371,1.3298886215686798,162500,0.00014511085,1138.2744135856628,0.9987771817250177,16250000,26.69,0.05788929,325,-3.0966647,0.024656065,0.23793799,0.0049949875
14644,1.1159521794319154,163000,2.9580126e-05,1142.4303159713745,0.9998262032604543,16300000,24.24,0.05783099,326,-3.0942779,0.03241299,0.299584,0.019312836
15295,1.0995575493574143,163500,4.256613e-06,1146.426090478897,0.9999629145677318,16350000,24.05,0.057793703,327,-3.112385,0.020328837,0.23078398,0.0071955062
14819,1.1143917745351792,164000,1.4786052e-05,1150.1346578598022,0.9998792893966311,16400000,24.22,0.057829406,328,-3.1399643,0.029177323,0.30391398,0.007171163
14438,1.0960210645198822,164500,1.8491098e-06,1154.098328590393,0.9999850754047657,16450000,24.01,0.0577347,329,-3.1640189,0.025909927,0.256978,0.0072071133
14275,1.0981002056598663,165000,2.8100728e-06,1157.967304944992,0.9999767655590404,16500000,24.03,0.0577922,330,-3.1869428,0.028649801,0.27846,0.008060859
14722,1.0971005028486251,165500,2.1270648e-06,1161.8879561424255,0.9999831092045497,16550000,24.02,0.057790253,331,-3.1995592,0.022783881,0.25152594,0.004251151
13626,1.0972031408548355,166000,2.5730735e-06,1165.914175748825,0.9999828751151654,16600000,24.02,0.057783086,332,-3.216424,0.020807879,0.23414798,0.003920566
12765,1.0964219146966934,166500,1.6661946e-06,1170.1532015800476,0.9999874643162912,16650000,24.01,0.05778258,333,-3.2366395,0.017679047,0.20358196,0.0016533819
14297,1.1100506925582885,167000,1.1929939e-05,1174.3784847259521,0.9999065108640934,16700000,24.17,0.057819147,334,-3.2432754,0.045447644,0.37379798,0.011009354
15066,1.1211234831809997,167500,1.9614712e-05,1178.5869138240814,0.9998277801205404,16750000,24.3,0.057841852,335,-3.2377505,0.026280917,0.27595994,0.005895795
14319,1.1880708992481233,168000,6.374759e-05,1182.242493391037,0.9994575540767983,16800000,25.07,0.05786728,336,-3.2454493,0.028496092,0.26916,0.007225565
