policy_entropy,approxkl,true_reward,explained_variance,policy_loss,time_elapsed,clipfrac,n_updates,serial_timesteps,fps,ep_len_mean,total_timesteps,value_loss,ep_reward_mean
-0.42541528,0.010851605,0.08262079,0.9963277648203075,-0.0079935705,5020.3414351940155,0.14215401,741,370500,8254,99.53,37050000,0.030385083,8.43534024682267
-0.42203137,0.011851265,0.085681185,0.9960568132810295,-0.0062575443,5026.820407152176,0.15058199,742,371000,8093,107.77,37100000,0.03239549,8.760089745626173
-0.42257598,0.01141655,0.08630229,0.9956671479158103,-0.0073953103,5033.580504417419,0.14427598,743,371500,8066,83.58,37150000,0.036905874,8.488599109343486
-0.42352593,0.011594341,0.081709735,0.9953487222082913,-0.007565411,5040.333024740219,0.14523,744,372000,8127,98.56,37200000,0.038306426,8.424238906539612
-0.4259428,0.01127765,0.08773662,0.9967241531703621,-0.0061123664,5046.8338396549225,0.141,745,372500,8279,117.77,37250000,0.028690336,10.461597205023427
-0.4269446,0.011895717,0.0868864,0.9958499241620302,-0.007581668,5053.169870376587,0.152288,746,373000,7643,110.81,37300000,0.034936022,9.028403494183149
-0.42740017,0.011507357,0.08584118,0.995922735426575,-0.006880967,5060.249167442322,0.145386,747,373500,8015,109.17,37350000,0.033591446,9.588497090187849
-0.42959923,0.0106462585,0.08614205,0.9975124357733876,-0.0090753725,5066.973763227463,0.13876002,748,374000,8057,112.15,37400000,0.019875761,9.81082462076316
-0.42781854,0.0116372015,0.086949095,0.996213182574138,-0.007768892,5073.703613042831,0.14766401,749,374500,7964,109.31,37450000,0.03011842,9.186555884572535
-0.41505483,0.010082082,0.085951366,0.995379040017724,-0.008002782,5080.442663192749,0.12904602,750,375000,8100,113.79,37500000,0.036843892,10.284167560003988
-0.42608303,0.010925883,0.08403579,0.9974619143176824,-0.008256656,5087.0698595047,0.139776,751,375500,7887,99.34,37550000,0.020056428,8.833107126960094
-0.45324585,0.010971113,0.091442004,0.9973437807057053,-0.0082258405,5093.94552230835,0.143206,752,376000,8017,95.39,37600000,0.02230435,9.233808267462155
-0.46318555,0.012104733,0.085188486,0.995079574175179,-0.006275618,5100.6599135398865,0.14985798,753,376500,8016,95.91,37650000,0.041598886,9.187890344002371
-0.44492677,0.012342011,0.085135475,0.9894257914274931,-0.0071564764,5107.484255552292,0.152892,754,377000,8140,98.98,37700000,0.08805184,9.334787605447854
-0.42906502,0.010954998,0.088460706,0.9949669977650046,-0.007227832,5114.134862661362,0.13966604,755,377500,8382,98.88,37750000,0.043763813,8.433276504646674
-0.43355665,0.011609704,0.084995255,0.99535579001531,-0.007244782,5120.609411001205,0.148974,756,378000,7963,105.03,37800000,0.03949082,10.091768677377623
-0.45169255,0.010540129,0.08599213,0.997531094122678,-0.008205008,5127.217837572098,0.13347602,757,378500,7946,85.7,37850000,0.018837444,7.273949974589341
-0.46327057,0.010494052,0.09060569,0.994663558434695,-0.007921324,5134.069630861282,0.13373798,758,379000,7949,104.89,37900000,0.044117343,10.400968197947513
-0.47250366,0.010643253,0.08964726,0.9984733395976946,-0.008528161,5140.83872461319,0.13923198,759,379500,7805,99.22,37950000,0.011555859,9.950981242680355
-0.4794529,0.012499349,0.08907515,0.9941821629181504,-0.0071145133,5147.838626384735,0.159866,760,380000,8039,91.17,38000000,0.048671708,8.65209051584534
-0.4784347,0.011115632,0.08970458,0.9958479846827686,-0.0061667804,5154.664001226425,0.14031197,761,380500,7874,93.95,38050000,0.03417633,8.646723652308646
-0.48220563,0.011173065,0.08792426,0.9948927043005824,-0.007057811,5161.457240104675,0.137824,762,381000,7821,86.47,38100000,0.04226909,8.158477213256992
-0.4827148,0.012258177,0.08875449,0.9955890066921711,-0.0057525407,5168.374185562134,0.15438598,763,381500,8155,94.28,38150000,0.037224494,9.53464813191633
-0.48272765,0.012071187,0.0877725,0.9959195768460631,-0.0065055937,5175.083272218704,0.153728,764,382000,7842,102.09,38200000,0.032937054,9.84848268286616
-0.4916141,0.012075488,0.08668464,0.9961051435675472,-0.006198955,5181.964328527451,0.15047598,765,382500,8007,113.66,38250000,0.0330184,9.763323443663175
-0.49791172,0.010358586,0.08671084,0.9975774565245956,-0.008630636,5188.538459062576,0.131728,766,383000,7788,115.31,38300000,0.019066792,10.733065550810934
-0.48747727,0.011835672,0.08297384,0.9943540948443115,-0.0067013144,5195.513553142548,0.14826803,767,383500,7789,98.36,38350000,0.04467796,8.746146381972412
-0.4767738,0.01177975,0.08403089,0.9925688747316599,-0.0077063013,5202.453800201416,0.14549598,768,384000,8150,94.52,38400000,0.06383522,9.63105764384265
-0.48086774,0.011338801,0.0887944,0.9937112713232636,-0.009283176,5209.105074644089,0.143418,769,384500,8091,96.25,38450000,0.055700317,9.038545977173635
-0.4821181,0.01196944,0.088610254,0.9951809528283775,-0.0075580836,5215.8068561553955,0.15143995,770,385000,7819,94.36,38500000,0.039779507,8.49385969696792
-0.48152855,0.01150995,0.08227202,0.99626306258142,-0.008362208,5222.717937469482,0.144756,771,385500,7999,87.9,38550000,0.030708719,8.018142291744443
-0.4894588,0.01208806,0.08501686,0.9956089807674289,-0.0069684936,5229.401352882385,0.15485197,772,386000,8037,99.27,38600000,0.035817906,8.933775010816026
-0.49161935,0.012196447,0.08694165,0.9962921007536352,-0.0062180846,5236.123519182205,0.15292405,773,386500,7824,105.3,38650000,0.030122383,10.117607552774498
-0.48671862,0.012871705,0.08510737,0.9910225234925747,-0.007418145,5243.08642411232,0.160044,774,387000,8054,98.67,38700000,0.07727786,9.028715299674005
-0.48004028,0.012368522,0.08417125,0.9933476797305048,-0.0074356715,5249.729869127274,0.15514997,775,387500,8022,108.35,38750000,0.05496688,9.791077722933114
-0.47893718,0.011281551,0.08312394,0.9912577103823423,-0.0068469085,5256.401953220367,0.141286,776,388000,8144,101.13,38800000,0.07334976,8.571590748301752
-0.4742748,0.011508589,0.083915554,0.9941417444497347,-0.0065863198,5263.103154420853,0.14507602,777,388500,8089,95.07,38850000,0.04982516,9.02587878117556
-0.47008327,0.01148555,0.08178541,0.9949352997355163,-0.0077933157,5269.897621393204,0.14802198,778,389000,7997,96.53,38900000,0.0392325,8.435807861675858
-0.47221816,0.01144384,0.085386515,0.9947502636350691,-0.0063966955,5276.612735748291,0.14572999,779,389500,8030,93.41,38950000,0.04416568,8.961611952075472
-0.4814047,0.0128575405,0.088730745,0.9956397325731814,-0.0064127333,5283.47051525116,0.162922,780,390000,7996,98.75,39000000,0.035584096,9.580938212555557
-0.48964006,0.012637301,0.084745154,0.9949768199585378,-0.007994708,5290.34352850914,0.16057397,781,390500,7596,98.24,39050000,0.041341078,8.845522833344804
-0.49393153,0.011618585,0.07913658,0.9947985229082406,-0.008012162,5297.401731967926,0.14853601,782,391000,7972,106.34,39100000,0.041682195,9.41724975152756
-0.49565947,0.011600578,0.08872806,0.9963370433542877,-0.007070936,5304.2273943424225,0.149032,783,391500,7893,102.9,39150000,0.030450013,9.890274221842265
-0.5089278,0.010632688,0.08718659,0.9956875774078071,-0.006284443,5311.11660695076,0.13521598,784,392000,7884,100.96,39200000,0.035773054,9.604851983882327
-0.5161339,0.011806093,0.08501277,0.9940995052456856,-0.006310989,5318.081953763962,0.14847201,785,392500,7814,98.27,39250000,0.04735539,9.008402288510116
-0.523391,0.011649265,0.08440489,0.9951595310121775,-0.008091626,5325.052533626556,0.14941399,786,393000,8098,93.44,39300000,0.03852795,8.588490794053142
-0.5334253,0.012516195,0.08675614,0.9965238468721509,-0.008204726,5331.688567876816,0.16163798,787,393500,7744,95.37,39350000,0.028333843,8.213820792850456
-0.52857953,0.011757292,0.087312594,0.9959033583290875,-0.0067735543,5338.6209807395935,0.14907199,788,394000,7911,101.72,39400000,0.033241853,9.80187226806549
-0.51560587,0.012631007,0.086540595,0.9946751915849745,-0.0062421877,5345.489943265915,0.16406801,789,394500,8024,84.64,39450000,0.043515574,7.912528939355543
-0.5065667,0.011524842,0.08511221,0.9950340515933931,-0.0082888445,5352.2817969322205,0.146682,790,395000,8142,96.48,39500000,0.039963555,8.92927255339884
-0.49919018,0.012371019,0.08627477,0.994325480889529,-0.006104529,5358.679502487183,0.15606603,791,395500,7946,96.41,39550000,0.047164768,9.648039979162712
-0.49664262,0.011239372,0.08475719,0.9961783557664603,-0.007046022,5365.435281991959,0.14507002,792,396000,7769,99.09,39600000,0.030244749,9.444162279591037
-0.5034065,0.011685362,0.08654371,0.9949449384585023,-0.006873965,5372.344178676605,0.14694399,793,396500,8403,101.3,39650000,0.04526614,9.754809199402807
-0.5163258,0.011854474,0.086800426,0.9957033446989954,-0.0074921492,5378.796562433243,0.15372398,794,397000,7604,100.83,39700000,0.03537357,9.321658065036171
-0.5297816,0.011467885,0.086507,0.9953299965709448,-0.006894719,5385.870381116867,0.146172,795,397500,7936,94.31,39750000,0.03659405,8.520697411850287
-0.534147,0.012256393,0.084486365,0.9953634021803737,-0.00808902,5392.636258363724,0.15749198,796,398000,7961,107.22,39800000,0.036462564,9.264498731368949
-0.52848697,0.01246881,0.08611164,0.9923846744932234,-0.007286416,5399.553065538406,0.16184,797,398500,7758,95.94,39850000,0.063601606,9.234828756844509
-0.51962876,0.011205368,0.084812365,0.9947454831562936,-0.0077598016,5406.344274282455,0.14537601,798,399000,7990,90.33,39900000,0.043362573,8.428638757555017
-0.51721936,0.011914535,0.08742868,0.9951884127222002,-0.0075123473,5413.181066274643,0.15447597,799,399500,8231,78.2,39950000,0.039563254,7.240293321530044
-0.5234523,0.012608946,0.08620502,0.9951002378948033,-0.0074574365,5419.566940784454,0.158676,800,400000,8146,90.94,40000000,0.03927696,8.665446911267354
-0.5318724,0.011731096,0.08840816,0.9963874872773886,-0.0076840282,5426.282669067383,0.15408398,801,400500,7880,96.22,40050000,0.028591018,9.282611607796717
-0.5420858,0.012188248,0.08787787,0.9946157285012305,-0.0066231745,5433.1730370521545,0.15663199,802,401000,7790,101.95,40100000,0.044537034,9.684038347975875
-0.54133326,0.011929346,0.08876533,0.996267769485712,-0.0072661634,5439.845277547836,0.155224,803,401500,8184,99.42,40150000,0.029762166,9.138382069716899
-0.5409051,0.011623437,0.09013843,0.9960673255845904,-0.00850897,5446.410758733749,0.15219401,804,402000,7908,100.32,40200000,0.03131269,9.82161113203394
-0.5437874,0.012767919,0.08839946,0.993975798599422,-0.0074390755,5453.243443489075,0.16419998,805,402500,7837,81.12,40250000,0.048612274,7.386965102448594
-0.5466293,0.011339528,0.09062918,0.9953263690695167,-0.0065067257,5460.169270992279,0.144258,806,403000,8135,105.49,40300000,0.040397868,10.056437790766212
-0.54895836,0.013050403,0.088694274,0.994135934393853,-0.006986828,5466.81103348732,0.16548198,807,403500,7937,106.55,40350000,0.04954159,10.572442237170181
-0.5358494,0.01264768,0.08901283,0.9921755772083998,-0.0060007465,5473.797819852829,0.159818,808,404000,8153,91.11,40400000,0.068269,8.518462302685075
-0.5345525,0.011793702,0.085950665,0.9962983003351837,-0.007181828,5480.522936820984,0.15292598,809,404500,7899,90.04,40450000,0.030198,8.742502158113348
-0.5423716,0.011079796,0.08771454,0.9949563378468156,-0.008397838,5487.413460254669,0.14169201,810,405000,8350,94.63,40500000,0.040361423,9.149062006923923
-0.5443342,0.011098944,0.087833166,0.9947592304088175,-0.0070721894,5493.990791559219,0.14160801,811,405500,8185,87.33,40550000,0.042303238,8.452849839956325
-0.54556006,0.012121843,0.08969732,0.9945838544517756,-0.0065558525,5500.426559686661,0.15562803,812,406000,8180,86.04,40600000,0.04364056,8.28962706449376
-0.5394179,0.012441089,0.0848856,0.9923298098146915,-0.006322338,5507.137042760849,0.15966798,813,406500,7939,93.86,40650000,0.063274175,8.566575734367653
-0.5441077,0.011221085,0.086699374,0.9947578078135848,-0.0075753815,5513.967179059982,0.143956,814,407000,7731,99.3,40700000,0.04388795,9.341485212137504
-0.5458097,0.013103931,0.084893174,0.9943043231032789,-0.009056436,5520.955851316452,0.163626,815,407500,8168,106.44,40750000,0.045338206,9.725360584999653
-0.55119276,0.012929583,0.09092041,0.9956411118619144,-0.009409571,5527.519181966782,0.16113998,816,408000,8213,108.5,40800000,0.036105648,10.359274989882687
-0.5604348,0.011109965,0.08610309,0.9971946792211384,-0.007820547,5534.06875705719,0.14273602,817,408500,7931,95.75,40850000,0.021712732,8.325670270365917
-0.5693204,0.01117362,0.08909357,0.9959127674810588,-0.005772787,5540.841367006302,0.14234199,818,409000,7701,95.23,40900000,0.03542578,9.264460913409858
-0.56739384,0.011352666,0.08397133,0.9955750773660839,-0.0063790553,5547.967886924744,0.14432402,819,409500,7910,95.03,40950000,0.035622906,8.508358723048877
-0.5714618,0.01120951,0.087157145,0.9977325797080994,-0.0071378364,5554.855840444565,0.14551999,820,410000,7958,88.27,41000000,0.018339435,8.011809189912746
-0.58060575,0.0113813365,0.08737807,0.9959978451952338,-0.005616497,5561.605910778046,0.14776401,821,410500,7793,98.12,41050000,0.033358734,8.311011934504858
-0.5953628,0.011274128,0.08613006,0.9958805330097675,-0.0065782457,5568.55913734436,0.14425197,822,411000,8067,91.74,41100000,0.034546994,9.700909522456314
-0.609857,0.012160736,0.08955024,0.9959449232555926,-0.007174088,5575.096333265305,0.15187202,823,411500,8203,100.25,41150000,0.033562362,9.060920792970172
-0.6217414,0.012542836,0.0844808,0.9958269787020981,-0.009188996,5581.58623957634,0.15842801,824,412000,8039,98.35,41200000,0.032883417,8.93146856928288
-0.63344824,0.013021094,0.090595186,0.9942584345117211,-0.006423754,5588.202495574951,0.16462798,825,412500,7901,92.01,41250000,0.048613686,8.999969422702561
-0.6284851,0.010959054,0.087905295,0.9963047443889081,-0.0061188024,5595.185347795486,0.138406,826,413000,7865,105.5,41300000,0.030425288,9.307892098065313
-0.62892073,0.011793806,0.08502348,0.9961124761030078,-0.008464723,5602.070559263229,0.149224,827,413500,8042,98.36,41350000,0.03198169,9.262937064131693
-0.6474195,0.012343921,0.08358604,0.9951419201679528,-0.006717637,5608.761601686478,0.16000202,828,414000,8073,89.57,41400000,0.03782756,7.774188204476377
-0.6532915,0.014354549,0.08823411,0.9960711924359202,-0.0058426447,5615.496316194534,0.18356201,829,414500,7940,94.01,41450000,0.032034345,9.38693435249501
-0.6535609,0.010963209,0.086596385,0.9949604175053537,-0.006732253,5622.30246925354,0.13886599,830,415000,7737,98.89,41500000,0.041848402,10.571232005433412
-0.65136635,0.013423288,0.08752146,0.9948425060138106,-0.007867404,5629.3399221897125,0.17036003,831,415500,8208,102.05,41550000,0.044763435,10.123982522657679
-0.6495301,0.011403868,0.08999059,0.9963746485300362,-0.0074294847,5635.991385936737,0.148592,832,416000,7768,103.16,41600000,0.03077907,10.066488964651835
-0.6446245,0.01225704,0.08543284,0.9950523446314037,-0.008173188,5642.939541578293,0.15631998,833,416500,7790,103.25,41650000,0.04209642,9.798247194460892
-0.64047647,0.013108168,0.08648976,0.9946452043950558,-0.0068243383,5649.912279367447,0.163786,834,417000,8084,100.89,41700000,0.045663465,9.623422310584083
-0.6362112,0.0125402035,0.08385707,0.9942617621272802,-0.006631991,5656.5597813129425,0.158764,835,417500,7839,91.68,41750000,0.049055606,8.365952368908765
-0.6291428,0.012902269,0.08222803,0.9922670805826783,-0.0068994695,5663.554830312729,0.15889,836,418000,7717,97.52,41800000,0.06376608,8.35361528090456
-0.6215531,0.011189947,0.082472704,0.9948025695048273,-0.0077482965,5670.664937734604,0.13919397,837,418500,7889,88.46,41850000,0.0420357,7.722173749108769
-0.6266724,0.010789904,0.088420145,0.9958525891415775,-0.0073446305,5677.6681270599365,0.13717201,838,419000,7960,84.6,41900000,0.036071036,9.170240997150394
-0.63182145,0.012772535,0.08179035,0.993101348169148,-0.007547312,5684.361656427383,0.157956,839,419500,7916,112.21,41950000,0.057300348,9.407184501980792
-0.6271491,0.012822943,0.08564093,0.9949824549257755,-0.008162756,5691.268568515778,0.16457,840,420000,8102,90.06,42000000,0.04230547,8.544801029467052
-0.6246547,0.011871372,0.08467004,0.9964443005155772,-0.0071420334,5698.036494016647,0.15339398,841,420500,7750,91.18,42050000,0.030350478,7.747668038506672
-0.62826794,0.012800157,0.08356873,0.9927800628356636,-0.0075295274,5705.1171860694885,0.16218203,842,421000,7751,95.89,42100000,0.060532264,8.460901183273345
-0.62671995,0.012000744,0.085808605,0.9953907183371484,-0.007071672,5712.045158863068,0.15411,843,421500,7807,99.4,42150000,0.038389254,9.879385059447014
-0.620724,0.013179341,0.08772528,0.9937137537635863,-0.005778693,5718.988749504089,0.16666006,844,422000,8202,102.17,42200000,0.053371146,10.272477887694185
-0.62401175,0.011909702,0.0859967,0.9944038661196828,-0.005885435,5725.58943772316,0.14723602,845,422500,8085,93.91,42250000,0.048430398,8.89824759472991
-0.6317777,0.012394153,0.08425625,0.9931630180217326,-0.008771525,5732.397837400436,0.15542798,846,423000,7875,103.81,42300000,0.05425012,9.81223967491198
-0.63745,0.01410719,0.0891887,0.9950404395349324,-0.0042758016,5739.26912355423,0.16803798,847,423500,7859,100.46,42350000,0.041411757,9.770855053190026
-0.64614546,0.011919403,0.086674795,0.9949884261004627,-0.0065909713,5746.12864279747,0.151842,848,424000,7970,89.59,42400000,0.039007183,8.428571495588477
-0.64607203,0.012443708,0.0868407,0.9940098058432341,-0.00790159,5752.872124910355,0.16114599,849,424500,7807,94.68,42450000,0.04988986,9.065253235981581
-0.6503685,0.012401927,0.08728124,0.9957340904511511,-0.0086997375,5759.8086977005005,0.15570799,850,425000,7717,88.7,42500000,0.033978347,8.900922988101593
-0.6620796,0.011260396,0.086393766,0.9975128625519574,-0.007936745,5766.726675748825,0.14645003,851,425500,8066,110.43,42550000,0.019229045,10.579050740140156
-0.68040675,0.01381163,0.08849577,0.9945567892864347,-0.0076590967,5773.453615427017,0.171408,852,426000,7838,96.13,42600000,0.04643563,8.996816385296405
-0.68984824,0.012668943,0.085050136,0.9934045784175396,-0.0058671595,5780.372912406921,0.16019002,853,426500,7738,99.77,42650000,0.052414525,9.373763912710166
-0.68946147,0.013888036,0.08530678,0.9947985205799341,-0.006131205,5787.283748865128,0.17568399,854,427000,8032,94.51,42700000,0.041885234,9.412150693533768
-0.6971659,0.012746088,0.085539095,0.9949323348701,-0.0077607576,5794.153309106827,0.16108398,855,427500,8098,104.33,42750000,0.040382832,9.560467747613366
-0.70349604,0.013981005,0.088590175,0.9959809645079076,-0.0074253087,5800.869481801987,0.17470597,856,428000,8239,83.21,42800000,0.035329238,8.699377430534296
-0.7082785,0.012878639,0.08578417,0.9936290709301829,-0.0067130374,5807.560382604599,0.16040604,857,428500,7708,103.03,42850000,0.055073734,9.995881652562456
-0.7118528,0.012417362,0.07904404,0.9889449272304773,-0.005714825,5814.552273511887,0.159052,858,429000,7863,94.52,42900000,0.09007887,8.774325647141087
-0.7158173,0.012040118,0.085434645,0.9962390558794141,-0.007461511,5821.297904968262,0.15314397,859,429500,7931,103.02,42950000,0.028752796,9.128334407005314
-0.73243546,0.012507021,0.087356165,0.9945985455997288,-0.006203046,5828.151855945587,0.15848798,860,430000,7912,96.8,43000000,0.04617804,9.684873368279149
-0.73450327,0.012029967,0.08889526,0.9963855261448771,-0.00964375,5834.921610355377,0.15457399,861,430500,7621,95.36,43050000,0.030171588,9.246047641305486
-0.72232324,0.0134820435,0.08406181,0.991562532261014,-0.008138765,5842.069635152817,0.171074,862,431000,8065,104.47,43100000,0.068365954,9.694051624287532
-0.72591996,0.012034839,0.0887033,0.9956611231900752,-0.00717103,5848.852409601212,0.15472203,863,431500,7781,101.81,43150000,0.036493383,9.404963012660083
-0.7335207,0.012523094,0.08709302,0.996470954734832,-0.007512016,5855.872106313705,0.16419603,864,432000,8341,99.33,43200000,0.028659087,9.645471840810933
-0.74509406,0.011546856,0.08791043,0.9961769334040582,-0.0054490925,5862.484715223312,0.14798999,865,432500,7882,101.86,43250000,0.03249942,9.36936553843716
-0.7426881,0.012306217,0.0882955,0.9933390687219799,-0.0069223917,5869.272403001785,0.1496,866,433000,7997,88.89,43300000,0.057206992,8.372045823329463
-0.74513954,0.013291558,0.0858324,0.993407332804054,-0.008168366,5876.061521053314,0.17100401,867,433500,7897,89.45,43350000,0.053802297,8.123320862056863
-0.74596804,0.012072607,0.08652897,0.9920510053634644,-0.0066356785,5882.973127126694,0.15387997,868,434000,7945,91.93,43400000,0.07020493,9.120242655133188
-0.73011225,0.01327238,0.088060275,0.9938450828194618,-0.0055733537,5889.878123998642,0.16592999,869,434500,7683,110.61,43450000,0.051898886,11.243741353162768
-0.72436607,0.014219786,0.08525624,0.9922106331214309,-0.007548724,5896.941091775894,0.17692798,870,435000,7694,93.1,43500000,0.061124593,8.342350286142318
-0.72669494,0.013442441,0.08770598,0.9943473315797746,-0.0046203523,5903.877655267715,0.17115198,871,435500,7876,94.28,43550000,0.046992607,8.313779064567061
-0.734502,0.013573021,0.08924207,0.995558297727257,-0.008032296,5910.787659883499,0.17225601,872,436000,8112,92.93,43600000,0.036642797,9.191494374034955
-0.7379668,0.013512744,0.08775391,0.9925392153672874,-0.0070964308,5917.410942316055,0.168472,873,436500,7879,92.43,43650000,0.06355604,8.8900320410735
-0.7280134,0.011912648,0.08914457,0.9953925837762654,-0.0073765223,5924.113986253738,0.147974,874,437000,7695,98.13,43700000,0.03847194,9.29274362421973
-0.73054904,0.012065511,0.08970341,0.9964575846679509,-0.0077528255,5931.066172361374,0.156904,875,437500,7878,93.98,43750000,0.028584719,9.04686529106446
-0.74377716,0.012690081,0.08833503,0.995389957446605,-0.0068199243,5937.959818840027,0.15990199,876,438000,7896,95.4,43800000,0.03861318,9.185841535953514
-0.7487696,0.012601644,0.08613666,0.9949056799523532,-0.008925248,5944.7453956604,0.15659802,877,438500,7828,84.49,43850000,0.041021597,7.302585943620507
-0.7598024,0.012032566,0.09027747,0.9974384028464556,-0.007354009,5951.709587574005,0.154648,878,439000,7809,88.28,43900000,0.02124796,8.88904835951922
-0.7732254,0.012902346,0.08908957,0.995563926640898,-0.008117137,5958.692115545273,0.16502999,879,439500,8040,95.07,43950000,0.038736727,9.832748124552309
-0.77789915,0.01304011,0.08941885,0.9954557926394045,-0.006203468,5965.419662475586,0.16578802,880,440000,7781,96.55,44000000,0.037802376,9.602495437154866
-0.78171694,0.013264627,0.09019306,0.9948152541182935,-0.0067683402,5972.239374399185,0.16828403,881,440500,8276,88.61,44050000,0.045820896,9.225761470311554
-0.79017377,0.011410754,0.08523993,0.9969465241301805,-0.0075883158,5978.837005376816,0.14599799,882,441000,8096,107.15,44100000,0.024036396,9.41702449181087
-0.7940875,0.012075757,0.09074736,0.9941268917173147,-0.006426962,5985.436175823212,0.15298001,883,441500,8015,88.27,44150000,0.051094584,9.089225077066367
-0.79604393,0.013304862,0.08632741,0.9956284300424159,-0.0076075383,5992.221328258514,0.16811398,884,442000,7805,97.95,44200000,0.034673702,9.337080230932187
-0.80133116,0.012827073,0.08790172,0.9961345517076552,-0.005674926,5999.127572774887,0.16047204,885,442500,7918,100.57,44250000,0.031876132,9.183157757450244
-0.8032439,0.012879854,0.08905544,0.9938450497575104,-0.006463108,6005.86165189743,0.16366598,886,443000,7960,102.91,44300000,0.051399592,9.919440357402491
-0.7983932,0.014044689,0.090537556,0.9938651830889285,-0.0037436872,6012.631063699722,0.171932,887,443500,7794,83.56,44350000,0.05219245,8.886376275067596
-0.7946422,0.011831479,0.087350056,0.995350144803524,-0.0065721706,6019.631863117218,0.15285003,888,444000,7734,101.66,44400000,0.03760125,9.342916761546512
-0.7954474,0.012887187,0.08559059,0.9935853495262563,-0.008413307,6026.560382604599,0.16244404,889,444500,7905,95.1,44450000,0.05229218,9.290487603713919
-0.8106971,0.011171191,0.09193733,0.9986519314115867,-0.009344465,6033.411015987396,0.145308,890,445000,7911,90.46,44500000,0.010799361,10.349468826018711
-0.8186275,0.011056754,0.089167714,0.9963850346393883,-0.007435268,6040.403339147568,0.14456199,891,445500,8241,91.24,44550000,0.029925246,8.477903753657374
-0.8161043,0.012185757,0.0883064,0.9960202053189278,-0.006028441,6047.058074712753,0.15748,892,446000,7906,93.68,44600000,0.03140587,9.249947682907841
-0.814495,0.01303486,0.08869257,0.9948196224868298,-0.008392286,6053.822261571884,0.16640995,893,446500,7713,92.75,44650000,0.043053128,8.840095598559037
-0.80903864,0.012426533,0.091587365,0.9959424496628344,-0.008680527,6060.566304445267,0.158832,894,447000,7752,86.35,44700000,0.03465661,9.12856074400348
-0.80970746,0.011774932,0.09186401,0.9975620023906231,-0.0072550667,6067.522664546967,0.15181601,895,447500,7725,96.5,44750000,0.020061933,9.990958235047147
-0.81185865,0.013869008,0.08660304,0.9949373351410031,-0.007437142,6074.468870401382,0.17469998,896,448000,8053,91.59,44800000,0.04016077,9.32316304468659
-0.7940933,0.012592533,0.08910252,0.9933678545057774,-0.007695762,6081.30549120903,0.15899198,897,448500,7890,93.26,44850000,0.056702938,8.890191714591202
-0.7784166,0.01414263,0.08781733,0.9937356752343476,-0.006077739,6088.161406040192,0.178188,898,449000,7863,91.81,44900000,0.05273889,9.356239909784053
-0.77468735,0.012322907,0.08924139,0.9955128808505833,-0.00857506,6095.029300928116,0.156454,899,449500,8024,97.65,44950000,0.03692264,9.827298999618215
-0.77370524,0.013836256,0.09274192,0.9937520581297576,-0.0053578443,6101.8202311992645,0.16890398,900,450000,7857,91.15,45000000,0.051502656,9.278402517960348
-0.7737754,0.011514903,0.090535276,0.9970917738974094,-0.006495906,6108.705924749374,0.14955802,901,450500,7701,97.35,45050000,0.024190895,9.834550652649414
-0.77412874,0.012478495,0.0945613,0.9964438679162413,-0.006286468,6115.59813117981,0.157712,902,451000,7913,99.99,45100000,0.030535765,10.760628666220182
-0.7733032,0.014401877,0.08851165,0.9941296172328293,-0.0048453193,6122.55185508728,0.17643,903,451500,7765,90.38,45150000,0.049106944,8.548842965806251
-0.78885263,0.012608457,0.08809122,0.9979189587756991,-0.0077888835,6129.361707210541,0.16711399,904,452000,7881,101.32,45200000,0.016465142,10.852592621320072
-0.8002862,0.012078203,0.08884469,0.9956008470617235,-0.007964772,6136.247052431107,0.15456201,905,452500,8014,100.04,45250000,0.035656344,9.784193784437957
-0.8088674,0.01348905,0.09200782,0.995139348320663,-0.006752386,6143.0276391506195,0.17440796,906,453000,7806,96.12,45300000,0.041552294,9.687219930356223
-0.81334984,0.012459861,0.089441575,0.9964313094969839,-0.008139144,6149.88606595993,0.16094403,907,453500,7926,88.01,45350000,0.029358497,8.764890999600976
-0.8156138,0.011929905,0.09164849,0.9969211460556835,-0.009420672,6156.755717754364,0.15445401,908,454000,8190,89.85,45400000,0.024891352,8.938075105828174
-0.8196332,0.012392746,0.09031067,0.9948074729181826,-0.006415042,6163.486115932465,0.157084,909,454500,8046,90.74,45450000,0.043075573,8.037554979651867
-0.82522964,0.01341434,0.0888045,0.9940798277966678,-0.0072408123,6170.031855583191,0.16901995,910,455000,7826,90.76,45500000,0.0489387,9.024072198583745
-0.82462835,0.01277476,0.091519944,0.997004575561732,-0.008507559,6176.931773662567,0.16531797,911,455500,7870,96.96,45550000,0.026055839,10.29188551430736
-0.82327765,0.012832222,0.08809762,0.9945799065753818,-0.0073373844,6183.833311080933,0.16351202,912,456000,7941,87.34,45600000,0.045178615,8.3805147389997
-0.8233187,0.013189404,0.086243555,0.9935458614490926,-0.00699211,6190.611660003662,0.16201401,913,456500,7975,88.27,45650000,0.05424155,8.061881006129152
-0.8263439,0.012140099,0.09010654,0.9957271977327764,-0.00857655,6197.415652990341,0.15412599,914,457000,7840,89.43,45700000,0.03560517,8.56426772271152
-0.8306705,0.013912482,0.09234836,0.9948840280994773,-0.006497208,6204.391501188278,0.17845602,915,457500,8067,99.04,45750000,0.043854102,10.013158849393513
