value_loss,true_reward,clipfrac,ep_len_mean,time_elapsed,policy_entropy,approxkl,ep_reward_mean,serial_timesteps,total_timesteps,policy_loss,fps,explained_variance,n_updates
0.08170946,-0.014006739,0.04808399,57.68,123.78678178787231,5.3932133,0.0046440545,0.3931794857978821,10000,1000000,-0.0061561684,8409,0.9030632898211479,20
0.0740121,-0.015367709,0.047112,65.73,130.28307247161865,5.375652,0.0046848287,0.37562219083309173,10500,1050000,-0.0062174974,8185,0.9179244637489319,21
0.0547712,-0.012938018,0.051119998,64.17,136.95892667770386,5.3660445,0.0048606773,0.7661724191904068,11000,1100000,-0.0063896514,7791,0.9332524612545967,22
0.06387686,-0.0124665275,0.0431,62.87,143.8181390762329,5.3487163,0.004407393,0.6013447368144988,11500,1150000,-0.0056323055,8555,0.9224268570542336,23
0.051029343,-0.00994721,0.048124,64.21,150.11165380477905,5.335573,0.004634002,0.8548644399642944,12000,1200000,-0.005923145,8236,0.9399294592440128,24
0.046784464,-0.008428675,0.047828004,62.1,156.69911742210388,5.3107905,0.004731989,1.1392721569538116,12500,1250000,-0.005973565,8258,0.9455478303134441,25
0.048742734,-0.00781815,0.042508002,67.29,163.34812021255493,5.275922,0.004398873,0.9523432552814484,13000,1300000,-0.005443856,8270,0.9422995708882809,26
0.05540792,-0.006649856,0.045544,66.66,169.93003058433533,5.246105,0.0045454684,0.967978202700615,13500,1350000,-0.005617536,8557,0.9398207664489746,27
0.04199025,-0.007079293,0.049744,70.19,176.33707857131958,5.221922,0.004835336,1.1634766921401023,14000,1400000,-0.0057744943,8283,0.9522955417633057,28
0.043330736,-0.0055784346,0.046112005,73.49,182.89909529685974,5.1882906,0.0046915654,1.1462834832072257,14500,1450000,-0.0051847454,8135,0.9520020596683025,29
0.048709475,-0.0062484383,0.046932,80.84,189.57642936706543,5.164003,0.004592104,1.091406783759594,15000,1500000,-0.0057898546,8365,0.9444557279348373,30
0.053748336,-0.0041549355,0.05285001,72.12,196.1449158191681,5.135382,0.00503497,1.2126848548650742,15500,1550000,-0.0056344657,8320,0.9378415979444981,31
0.047264904,-0.0023185406,0.042304,95.72,202.7238838672638,5.111276,0.004324809,1.522006961107254,16000,1600000,-0.005308036,8380,0.9477532915771008,32
0.048257366,-0.0036189517,0.044826012,86.22,209.17956399917603,5.0910034,0.0044932887,1.1836563405394553,16500,1650000,-0.00515615,8089,0.9439588971436024,33
0.055191036,-0.00014948273,0.04759601,148.94,215.84511351585388,5.0643144,0.004637993,1.2516361072659492,17000,1700000,-0.0054695364,8254,0.928100474178791,34
0.046600394,-0.0017147154,0.035189997,134.88,222.35136127471924,5.041758,0.003973965,1.4728629484772682,17500,1750000,-0.004929626,8483,0.9411187916994095,35
0.04616117,0.00025652233,0.051657997,181.47,228.84764671325684,5.017834,0.004917873,1.2818796691298484,18000,1800000,-0.0054325783,8327,0.9332998394966125,36
0.047205318,0.0022933567,0.050364003,216.65,235.30830359458923,4.9921904,0.0049038813,1.540756520330906,18500,1850000,-0.0053435545,8155,0.9315715879201889,37
0.046219803,0.0025775733,0.05305801,187.77,241.90638971328735,4.9662538,0.0049854773,1.6630784803628922,19000,1900000,-0.0057699024,8125,0.9376807361841202,38
0.034771517,0.0052985176,0.06286801,251.53,248.4613800048828,4.947081,0.005548863,2.0788508516550066,19500,1950000,-0.0062314607,8370,0.9297567009925842,39
0.03837097,0.0062946714,0.051106013,209.81,254.90193700790405,4.9214005,0.0049273847,1.9889742505550385,20000,2000000,-0.005695501,8216,0.9269707649946213,40
0.032108545,0.0076427045,0.056060005,231.3,261.3960998058319,4.8853407,0.0052728434,2.3651350018382074,20500,2050000,-0.005838778,8377,0.9409199319779873,41
0.035466768,0.009172002,0.050609995,214.58,267.7729592323303,4.8431354,0.0049457196,2.141826429665089,21000,2100000,-0.0055569555,8531,0.9326804503798485,42
0.032094464,0.011038164,0.045266,172.8,274.07793736457825,4.8183913,0.0044781594,2.4748155850172044,21500,2150000,-0.0061423657,8165,0.9389450512826443,43
0.029609334,0.01253719,0.047757987,137.83,280.5888202190399,4.7973847,0.0046897656,2.3465408051013945,22000,2200000,-0.0056488835,8504,0.9474751241505146,44
0.025004566,0.013780355,0.053914003,162.99,287.0403468608856,4.774021,0.005117549,2.6811558842658996,22500,2250000,-0.0064678313,8069,0.9527799524366856,45
0.016863497,0.014905578,0.045424,147.86,293.46062445640564,4.745605,0.004588342,2.5778339844942093,23000,2300000,-0.005838175,8316,0.9593286216259003,46
0.020000095,0.01570944,0.039604012,158.65,299.99464297294617,4.7167606,0.004233514,2.542448573410511,23500,2350000,-0.00511514,8016,0.957131240516901,47
0.012564056,0.016964553,0.048852,150.85,306.60087990760803,4.6878686,0.004791907,2.814826155602932,24000,2400000,-0.005778255,8466,0.9634970389306545,48
0.013478697,0.016370522,0.050118,161.21,313.0022029876709,4.648073,0.0049005356,2.863940315544605,24500,2450000,-0.005554496,8206,0.9670584984123707,49
0.010849628,0.018203104,0.046379987,115.54,319.3727443218231,4.606656,0.004671943,2.620094605982304,25000,2500000,-0.005586776,8626,0.972926951944828,50
0.013677332,0.018765198,0.038559996,121.68,325.55783557891846,4.57693,0.004031983,2.7816190722584726,25500,2550000,-0.005052089,8357,0.9698098748922348,51
0.014486513,0.018702053,0.044046007,111.93,332.1041555404663,4.5414734,0.004574821,2.5107517689466476,26000,2600000,-0.005790821,8111,0.9718987252563238,52
0.01608173,0.018244848,0.043322,131.08,338.7912006378174,4.519405,0.004406363,2.6919751545786856,26500,2650000,-0.0052177156,8438,0.9701458960771561,53
0.010062924,0.02004167,0.042756,114.87,345.2381031513214,4.4975343,0.0043722573,2.427878800332546,27000,2700000,-0.005068809,8638,0.978594321757555,54
0.010064256,0.019950917,0.048202008,117.73,351.5841612815857,4.461391,0.0047555035,2.5793292301893236,27500,2750000,-0.0057932246,8296,0.979331973940134,55
0.006855653,0.022164242,0.039333995,106.33,358.1298201084137,4.428615,0.0043012802,2.6984065541625024,28000,2800000,-0.0048014764,8388,0.984773132018745,56
0.009004935,0.022384783,0.045206003,108.38,364.61439418792725,4.386241,0.004606061,2.7543560698628426,28500,2850000,-0.0054566218,8085,0.9818183779716492,57
0.008467546,0.021597506,0.038657997,99.65,371.21596789360046,4.3574815,0.0042050807,2.256170415878296,29000,2900000,-0.004671572,8467,0.9829622767865658,58
0.009731812,0.022610752,0.037974,118.92,377.50219082832336,4.3247604,0.0041133715,2.6748607140779495,29500,2950000,-0.004932156,8041,0.982563890516758,59
0.008133541,0.023116054,0.04242601,123.12,384.0593445301056,4.291872,0.00439089,2.8382573026418685,30000,3000000,-0.0051225005,7999,0.9850341100245714,60
0.0075995554,0.022254549,0.046800002,110.09,390.62422728538513,4.2645936,0.004681541,2.6082967588305475,30500,3050000,-0.005399723,8312,0.9860243331640959,61
0.006384619,0.023383034,0.047128,107.82,397.1815915107727,4.2407284,0.0046696495,2.5322337859869,31000,3100000,-0.0054888385,7976,0.9871456520631909,62
0.0069365604,0.023473242,0.046406012,100.95,403.8462519645691,4.214742,0.004634698,2.512876335978508,31500,3150000,-0.005694663,8407,0.986955301836133,63
0.0067155403,0.02388668,0.048224006,92.31,410.1577396392822,4.18202,0.004785104,2.2741538208723067,32000,3200000,-0.0060141045,8184,0.9877047995105386,64
0.005740822,0.025383068,0.048080005,93.97,416.77526021003723,4.143935,0.0047976207,2.6250401309132574,32500,3250000,-0.005492509,8195,0.9895787751302123,65
0.005650186,0.026196336,0.048359994,87.15,423.44231152534485,4.1084056,0.0047926684,2.534429883360863,33000,3300000,-0.0054627443,8159,0.989634120836854,66
0.007723972,0.025945835,0.05433801,94.17,430.1531047821045,4.084371,0.0050329263,2.3126544722914697,33500,3350000,-0.0060924296,8217,0.9861907362937927,67
0.0074703014,0.026600463,0.045788,79.91,436.7597105503082,4.0715585,0.0045542773,2.418015995621681,34000,3400000,-0.0048336554,8441,0.9880682565271854,68
0.008369475,0.024940288,0.047075987,99.31,443.0929811000824,4.04778,0.0047126324,2.811828096807003,34500,3450000,-0.0051940014,8164,0.9864635970443487,69
0.005513538,0.027066855,0.045543995,85.2,449.5709729194641,4.021299,0.004524523,2.4871895518898963,35000,3500000,-0.0054076924,8284,0.9899271437898278,70
0.00473224,0.026424272,0.046065997,88.83,456.0309360027313,3.9856668,0.004706063,2.7246886166930198,35500,3550000,-0.005303589,8496,0.9912119312211871,71
0.0041898843,0.02871022,0.044674,95.95,462.56348729133606,3.9497302,0.0045266943,3.01577328145504,36000,3600000,-0.005465213,8238,0.9927309700287879,72
0.006391785,0.028802048,0.04642599,86.77,468.9103579521179,3.9296436,0.0045395116,2.461462050676346,36500,3650000,-0.0052362815,8281,0.9884075056761503,73
0.0049703205,0.028245863,0.047128,73.74,475.44337224960327,3.903115,0.004695757,2.362982234954834,37000,3700000,-0.0051031024,8267,0.9912401987239718,74
0.005748154,0.029888393,0.050870016,80.62,482.0034861564636,3.8777661,0.0048939553,2.4666586181521417,37500,3750000,-0.0056565646,8129,0.9901098776608706,75
0.0029095905,0.03174141,0.047851995,69.82,488.6986520290375,3.8480446,0.004808283,2.3294186171889306,38000,3800000,-0.0052007632,8651,0.9949611248448491,76
