value_loss,true_reward,clipfrac,explained_variance,total_timesteps,ep_len_mean,time_elapsed,ep_reward_mean,policy_loss,fps,serial_timesteps,approxkl,policy_entropy,n_updates
0.03408255,0.046844635,0.171528,0.9950126321054995,58200000,396.35,7667.8561770915985,14.726359330234063,-0.0057322206,8356,582000,0.016213465,-2.2589245,1164
0.018661106,0.05190665,0.17329,0.9973653594497591,58250000,350.93,7674.344626665115,14.849876082999781,-0.007886105,8461,582500,0.014353374,-2.2613688,1165
0.031886514,0.042451117,0.150692,0.9945808467455208,58300000,415.03,7680.662215709686,13.698932993158055,-0.0059180623,8261,583000,0.014746031,-2.2674322,1166
0.05864106,0.043435846,0.16243804,0.99124457500875,58350000,411.41,7687.177988529205,13.962273960688085,-0.00479733,8278,583500,0.020033477,-2.251506,1167
0.015109285,0.047557466,0.181382,0.9977509875316173,58400000,393.96,7693.7737057209015,14.742515981501063,-0.0046022194,8489,584000,0.01572971,-2.2574704,1168
0.037538372,0.044496346,0.17546204,0.9942087330855429,58450000,412.83,7700.261810064316,14.711984149346085,-0.0072125318,7997,584500,0.015627347,-2.2582705,1169
0.016466845,0.04371117,0.15544601,0.9971993125509471,58500000,407.36,7706.853625059128,14.100920411541601,-0.0068234443,8070,585000,0.013734926,-2.2553015,1170
0.034206714,0.047984917,0.16806398,0.9952164771966636,58550000,400.64,7713.413401126862,15.217383907167713,-0.0038813206,7888,585500,0.018764932,-2.2554755,1171
0.014540461,0.044042245,0.165896,0.9976257858797908,58600000,427.0,7719.96669459343,15.26370555304674,-0.007877261,7931,586000,0.014839778,-2.253464,1172
0.013285141,0.04197181,0.15297201,0.9976277102250606,58650000,426.99,7726.642676591873,14.675969344981045,-0.0070829475,8214,586500,0.0142145725,-2.2518113,1173
0.014136163,0.043635078,0.16658005,0.9976668525487185,58700000,412.52,7733.063550949097,14.168172765142367,-0.0065492587,8426,587000,0.01449049,-2.2608209,1174
0.007621495,0.040925473,0.151188,0.9985436027636752,58750000,414.3,7739.502043008804,13.913284661888223,-0.007635642,7902,587500,0.012608602,-2.275762,1175
0.014009225,0.041702725,0.15023601,0.9975586412474513,58800000,426.87,7746.148681879044,14.401978881745977,-0.0063786553,8318,588000,0.013121213,-2.2844088,1176
0.014717405,0.04185283,0.17052598,0.9976794798858464,58850000,441.24,7752.555415153503,16.13739785751334,-0.0072585726,8490,588500,0.015780881,-2.2879505,1177
0.01388468,0.041102894,0.16112602,0.9975495967082679,58900000,421.71,7758.855860233307,13.934623083418165,-0.0068317247,8061,589000,0.015184953,-2.2937546,1178
0.019972257,0.04585528,0.16100802,0.9968977151438594,58950000,406.2,7765.352769136429,15.05378083612694,-0.0068652625,8385,589500,0.014372881,-2.2834923,1179
0.027928207,0.047799632,0.16675001,0.995851865503937,59000000,380.84,7771.7508018016815,14.353299966430075,-0.0038596438,8191,590000,0.016467178,-2.2909384,1180
0.040600583,0.045480154,0.18520997,0.9940389539115131,59050000,398.61,7778.422808647156,14.641829254088924,-0.0060702367,8104,590500,0.018291892,-2.3018937,1181
0.03220349,0.047920875,0.18628597,0.995432146359235,59100000,367.14,7785.219552993774,14.357844876661098,-0.0061550564,8675,591000,0.018454956,-2.2920158,1182
0.023418862,0.049409755,0.17652799,0.9964977058116347,59150000,355.18,7791.5211980342865,14.494174790639615,-0.0074645514,8380,591500,0.016017538,-2.2826605,1183
0.022243034,0.044922974,0.16870798,0.9967898505274206,59200000,412.45,7798.003487586975,16.025700357538437,-0.0044426764,8290,592000,0.014710871,-2.2817125,1184
0.019348279,0.04174179,0.17730595,0.9967055763117969,59250000,427.08,7804.423896551132,14.934478416473542,-0.0056320606,8204,592500,0.015784372,-2.2771783,1185
0.035035163,0.047116444,0.146766,0.9945462886244059,59300000,393.64,7811.003070116043,14.789797892302772,-0.0071799057,8050,593000,0.015465447,-2.264126,1186
0.009383134,0.044063605,0.16213201,0.9984093803213909,59350000,420.42,7817.804075956345,15.633194965095033,-0.007307948,8360,593500,0.013120413,-2.268589,1187
0.031772252,0.041246932,0.17453003,0.9948481270112097,59400000,434.5,7824.3539707660675,14.549975665862654,-0.0074652904,8556,594000,0.016133012,-2.2729247,1188
0.0135413,0.037920453,0.14222202,0.9974896146450192,59450000,450.79,7830.588372468948,14.242453734984286,-0.0068543134,8304,594500,0.013815778,-2.2568796,1189
0.014659353,0.04035657,0.17347997,0.9974901510868222,59500000,426.14,7837.138866662979,14.337243115220144,-0.007042361,8140,595000,0.0162948,-2.2714427,1190
0.019102082,0.04601562,0.19164002,0.9971310338005424,59550000,404.79,7843.827272415161,14.258366448775988,-0.0034386495,8476,595500,0.018682908,-2.279704,1191
0.022362335,0.045506317,0.16992597,0.996626733802259,59600000,388.59,7850.143985748291,14.302088277246275,-0.006426858,8239,596000,0.015841775,-2.2908769,1192
0.029028976,0.04034372,0.15897399,0.995064408518374,59650000,421.58,7856.590015411377,14.11406472786265,-0.0038844983,8508,596500,0.015281899,-2.3016431,1193
0.014635104,0.045087393,0.18988201,0.9976324150338769,59700000,414.55,7862.879853963852,14.916336278007702,-0.006154145,8340,597000,0.016817069,-2.307842,1194
0.006821718,0.04504798,0.15582001,0.9988544953521341,59750000,401.05,7869.447731733322,14.262946211965334,-0.007787443,8422,597500,0.013151692,-2.31449,1195
0.018750735,0.044215165,0.18084998,0.997177965939045,59800000,381.93,7875.976390361786,14.46391188971922,-0.0068919873,8102,598000,0.01572556,-2.315751,1196
0.018981693,0.041907214,0.15993,0.9970937219914049,59850000,434.79,7882.527951955795,15.60104591064166,-0.006197424,8055,598500,0.015945718,-2.3145106,1197
0.05969404,0.048599005,0.20306602,0.9915011310949922,59900000,290.95,7889.075440645218,12.345346601409647,-0.004539138,8233,599000,0.01903964,-2.3171532,1198
0.057132363,0.047939684,0.176084,0.9919991930946708,59950000,387.31,7895.652855396271,15.048487023463727,-0.0072158463,8378,599500,0.015966188,-2.317653,1199
0.03543563,0.04772174,0.16719203,0.9949552719481289,60000000,380.85,7902.171199083328,14.551428178703805,-0.008106565,8365,600000,0.015527278,-2.3131347,1200
0.015643561,0.04048959,0.17582399,0.9973132577724755,60050000,430.65,7908.6330742836,14.379340540255841,-0.007989096,8374,600500,0.016278604,-2.312751,1201
0.022698097,0.043905023,0.17268799,0.9962631231173873,60100000,393.08,7915.012228488922,13.409593336863242,-0.0061473297,7905,601000,0.015128459,-2.3179352,1202
0.025537701,0.044527877,0.158254,0.9962568257469684,60150000,421.08,7921.894854784012,15.373642778342692,-0.0049243104,8052,601500,0.014261238,-2.3138587,1203
0.03346682,0.041506484,0.15763798,0.9948950908146799,60200000,434.57,7928.578903675079,15.243501251935927,-0.0036187498,8286,602000,0.015480342,-2.3196375,1204
0.03482115,0.047733814,0.170038,0.9948480757884681,60250000,378.03,7935.151250839233,14.663301977511892,-0.005452844,8055,602500,0.016523408,-2.3148313,1205
0.049252607,0.043596353,0.17355996,0.9930302575230598,60300000,395.64,7941.803353309631,14.95035504345716,-0.0025747926,8484,603000,0.018178282,-2.3124268,1206
0.032376796,0.050306767,0.17504999,0.9954905468039215,60350000,354.0,7948.109695196152,13.787155025876698,-0.0056468816,8126,603500,0.015943622,-2.320955,1207
0.019093914,0.04212812,0.17067002,0.9968785855453461,60400000,411.7,7954.731560707092,14.017263884796714,-0.006895779,8236,604000,0.01526147,-2.3271737,1208
0.023238022,0.04102562,0.18532005,0.9960294761694968,60450000,424.9,7961.13173365593,14.23400112534481,-0.005166152,8343,604500,0.018259736,-2.3460212,1209
0.018065438,0.04584353,0.135228,0.997252901783213,60500000,404.03,7967.516635894775,15.231305529327615,-0.005735281,8126,605000,0.011870648,-2.359028,1210
0.014034847,0.054964196,0.20757203,0.9980433217715472,60550000,286.04,7974.228760957718,13.720765130284363,-0.008259501,8041,605500,0.017009197,-2.3561456,1211
0.013653662,0.048997935,0.18844797,0.997977439314127,60600000,354.44,7981.06759428978,14.30325835521306,-0.0063118245,8258,606000,0.015581139,-2.3668642,1212
0.015116861,0.043299887,0.17697996,0.9975462949369103,60650000,421.26,7987.601279258728,15.008300523918285,-0.0057366746,8096,606500,0.015898775,-2.3790941,1213
0.014769788,0.044386085,0.17602602,0.9978728499263525,60700000,425.74,7994.3517973423,15.950112177383971,-0.0036917892,8087,607000,0.018041262,-2.3800619,1214
0.026018944,0.041918438,0.17539999,0.9958811611868441,60750000,437.02,8000.9985139369965,15.156366735188083,-0.0031015703,8330,607500,0.017865267,-2.3894885,1215
0.016821949,0.04143369,0.16685799,0.9972918848507106,60800000,431.44,8007.534811973572,14.986322744426248,-0.0055572866,8364,608000,0.016091203,-2.40668,1216
0.023232749,0.041859668,0.16484003,0.9963486595079303,60850000,428.53,8014.062544107437,14.956237191990276,-0.0044304193,8333,608500,0.01567448,-2.4087358,1217
0.013410789,0.045957115,0.18197802,0.9979282866697758,60900000,411.97,8020.498248577118,15.068096432802752,-0.0068754326,8469,609000,0.015580004,-2.4161758,1218
0.016966937,0.039381877,0.15648597,0.9970344926696271,60950000,432.49,8026.943843841553,14.862244494433963,-0.0064005572,8147,609500,0.014773892,-2.438053,1219
0.035760015,0.047428716,0.17509197,0.994977368041873,61000000,368.91,8033.50484085083,15.43165934339543,-0.0054734587,8121,610000,0.015883947,-2.449475,1220
0.0062788753,0.04496978,0.17091,0.9989403587533161,61050000,397.37,8040.186108350754,14.703443857317358,-0.0069514625,8510,610500,0.014220007,-2.4546423,1221
0.017281463,0.04001738,0.17264801,0.997113011078909,61100000,447.82,8046.6131772994995,15.786038985976925,-0.006522796,8440,611000,0.015634036,-2.4647026,1222
0.014132297,0.04327699,0.187434,0.9975549245718867,61150000,418.8,8052.984536409378,14.893016000976283,-0.0068714498,8284,611500,0.016383404,-2.4787393,1223
0.017063651,0.043077916,0.15665999,0.9973513251170516,61200000,436.96,8059.3771731853485,16.740707713936022,-0.0048304684,8807,612000,0.014659346,-2.4914303,1224
0.0456844,0.044207096,0.17150602,0.9932787683792412,61250000,389.34,8065.275759220123,14.760209044447109,-0.0075029917,8576,612500,0.01781885,-2.495244,1225
0.023612736,0.04450775,0.191598,0.996413606684655,61300000,388.13,8071.520394325256,14.953807020543671,-0.005251544,8384,613000,0.016319571,-2.490258,1226
0.009871482,0.04596727,0.15953799,0.9983272348763421,61350000,404.92,8077.894564628601,15.222125129778412,-0.0064995782,8082,613500,0.013428642,-2.495949,1227
0.03516341,0.05163561,0.19662797,0.9950208528898656,61400000,331.78,8084.641277313232,13.692186457310568,-0.0046665934,8470,614000,0.019191593,-2.4965532,1228
0.018921297,0.044313256,0.18702003,0.9971023940015584,61450000,420.42,8090.916424751282,15.67190707714305,-0.0062688016,8544,614500,0.015855152,-2.5014405,1229
0.011258697,0.04301498,0.181536,0.9981657825410366,61500000,432.26,8097.211075544357,15.763421690639301,-0.0058904197,8402,615000,0.017135367,-2.513864,1230
0.010824262,0.038434163,0.18105999,0.998004910768941,61550000,443.66,8103.740069150925,14.394925997765851,-0.0068282457,8634,615500,0.015853852,-2.519056,1231
0.0048098858,0.041328616,0.17371398,0.9990901522687636,61600000,441.14,8110.094561100006,15.55555336958445,-0.006381659,8218,616000,0.014252278,-2.5220938,1232
0.016945457,0.044955138,0.169202,0.9974581771530211,61650000,429.9,8116.702256202698,16.663209866558933,-0.0067664753,8309,616500,0.016653284,-2.515881,1233
0.0222663,0.03847497,0.15063405,0.9961523334495723,61700000,457.36,8123.167367935181,15.73250441909953,-0.0065469323,8304,617000,0.016949536,-2.5198183,1234
0.029284574,0.03842755,0.18908401,0.9950406909920275,61750000,441.5,8129.73921084404,13.745556805423224,-0.0057083983,8382,617500,0.017810266,-2.516849,1235
0.01114271,0.04226538,0.15639998,0.9981136162532493,61800000,430.39,8136.236700296402,15.389034838274984,-0.00451038,8104,618000,0.013909867,-2.513568,1236
0.013784732,0.042380016,0.1685,0.9977167779579759,61850000,430.42,8142.808145523071,15.320453767446828,-0.006939322,8297,618500,0.015193078,-2.5131094,1237
0.014302809,0.047405817,0.19547406,0.9977924856357276,61900000,344.38,8149.035197257996,13.810275329334875,-0.0069505805,8455,619000,0.017368354,-2.5185437,1238
0.023273917,0.04241926,0.18664399,0.9962590548675507,61950000,423.69,8155.386344671249,14.596231339218736,-0.0059226663,8161,619500,0.018031063,-2.5211658,1239
0.036740165,0.046841796,0.186346,0.9946551169268787,62000000,368.09,8162.070374250412,13.705286982997805,-0.0052345116,8229,620000,0.016246641,-2.517475,1240
0.0109556075,0.04728736,0.20689398,0.9983545052818954,62050000,395.59,8168.625210046768,15.250791125696118,-0.0069269817,8540,620500,0.017754234,-2.5141892,1241
0.0070129777,0.041374896,0.15751605,0.9987644508946687,62100000,435.03,8174.8662757873535,15.002311441043112,-0.0071351365,7930,621000,0.013448608,-2.5272179,1242
0.03503957,0.041771352,0.18338399,0.9947521449066699,62150000,433.18,8181.54967880249,15.970408222719877,-0.0059623504,8026,621500,0.019093847,-2.5475075,1243
0.027160425,0.04898965,0.188568,0.9959699111059308,62200000,372.28,8188.220055818558,14.394022635503797,-0.0048186756,8344,622000,0.015722694,-2.5557919,1244
0.019635085,0.04615015,0.17122997,0.9971516921650618,62250000,410.37,8194.643707036972,15.926461603424496,-0.005701369,8113,622500,0.014884796,-2.5595655,1245
0.009706083,0.046853475,0.19688995,0.9984603942139074,62300000,385.22,8201.31691122055,14.683297375482631,-0.006328151,8251,623000,0.016139999,-2.5714953,1246
0.021744814,0.03819552,0.15853801,0.9964965952094644,62350000,459.25,8207.836500883102,16.039829149287858,-0.008176485,7776,623500,0.015944691,-2.588365,1247
0.023762824,0.046795372,0.192004,0.9964835883583874,62400000,409.86,8214.746843338013,15.765280145940013,-0.0058821808,8362,624000,0.017198859,-2.5942173,1248
0.021117715,0.043054946,0.16552007,0.9967929609119892,62450000,430.65,8221.128293514252,15.457458410162685,-0.006385414,8581,624500,0.016049324,-2.5952256,1249
0.011658761,0.041054662,0.16626601,0.9979426676873118,62500000,416.53,8227.542444467545,14.196907650059153,-0.005728395,8289,625000,0.015092947,-2.601416,1250
0.025108175,0.044843473,0.16431002,0.9963484432082623,62550000,421.78,8234.214049100876,15.636037612147918,-0.0045881085,8041,625500,0.015677117,-2.5970604,1251
0.009129787,0.041496117,0.16560993,0.9984346234705299,62600000,425.15,8240.828230381012,14.898772988775349,-0.007000357,8129,626000,0.015461651,-2.6047356,1252
0.027139116,0.040959988,0.17389202,0.995907923206687,62650000,445.54,8247.397373914719,16.272207189409773,-0.0047927983,7855,626500,0.016752608,-2.6039228,1253
0.019127764,0.04361452,0.15799601,0.9968809422571212,62700000,403.92,8254.25741314888,13.858085426760058,-0.006885679,8207,627000,0.016644096,-2.598834,1254
0.012116044,0.039187584,0.16451599,0.9979867546353489,62750000,453.91,8260.5655169487,15.784388599098497,-0.0070298417,8230,627500,0.015041056,-2.60382,1255
0.015444235,0.042612325,0.16526602,0.9975324235856533,62800000,421.83,8266.86157155037,14.06630073570328,-0.0073728287,8464,628000,0.015233673,-2.6108582,1256
0.019131357,0.04575998,0.19558804,0.9970737965777516,62850000,414.93,8273.167526006699,15.95776712850379,-0.004234792,8137,628500,0.019055488,-2.624515,1257
0.034063917,0.039451893,0.16875803,0.9943808908574283,62900000,430.89,8279.74806857109,14.829158754584428,-0.0064781583,8330,629000,0.016690334,-2.6231852,1258
0.008793431,0.047109857,0.20392403,0.9986268082866445,62950000,355.8,8286.156390190125,14.209101897061144,-0.008011672,8362,629500,0.016777312,-2.626115,1259
0.01585824,0.038714968,0.17709802,0.9972629183903337,63000000,447.68,8292.497810840607,15.121919334421255,-0.0032582546,8295,630000,0.016111456,-2.6319964,1260
0.0050323433,0.044610005,0.19276801,0.9990986100165173,63050000,393.55,8299.037143945694,14.175173491542159,-0.008680773,7879,630500,0.015125016,-2.639242,1261
0.008923403,0.040201876,0.17612803,0.9983701705932617,63100000,439.94,8305.742505073547,14.87883096066219,-0.005796154,8490,631000,0.015026747,-2.6500099,1262
0.009278712,0.039717227,0.20328803,0.998384942067787,63150000,434.85,8312.090733528137,14.551342362923808,-0.0060578315,8117,631500,0.017611915,-2.6514828,1263
0.0062103905,0.04294918,0.168872,0.9989169203909114,63200000,427.88,8318.54137301445,15.269662774044491,-0.005431193,8238,632000,0.013831489,-2.6528673,1264
0.041854907,0.04004234,0.16727802,0.9931785152293742,63250000,431.36,8325.121360063553,14.34501547549111,-0.0044130157,8033,632500,0.018954594,-2.6591015,1265
0.034932382,0.042345796,0.15268402,0.9946204563602805,63300000,424.0,8331.908242940903,15.718835402186723,-0.007429061,8129,633000,0.01540863,-2.6613832,1266
0.02986826,0.05471255,0.22385602,0.9958768645301461,63350000,255.48,8338.539595127106,11.984446977794034,-0.005242893,7975,633500,0.018451272,-2.66957,1267
0.020281581,0.043163214,0.16504,0.9968468814622611,63400000,422.37,8345.184983491898,14.949284824139072,-0.0055969018,8104,634000,0.01583569,-2.6693203,1268
0.012133675,0.048494834,0.18634,0.9981484671588987,63450000,369.84,8351.977822303772,14.28795966415047,-0.004695104,8170,634500,0.0153750805,-2.6697416,1269
0.032195672,0.048372414,0.200288,0.9951781774871051,63500000,338.41,8358.506034612656,13.937689865423538,-0.0047778706,7910,635000,0.018516807,-2.6649432,1270
0.021998696,0.043758504,0.19233793,0.9965179478749633,63550000,404.51,8365.469504356384,15.336889479614713,-0.0055119176,8180,635500,0.018231275,-2.6604865,1271
0.028175559,0.044054423,0.18813398,0.995647412724793,63600000,406.8,8371.941281795502,15.214139006712005,-0.0066611404,8012,636000,0.0173997,-2.6559014,1272
0.015747923,0.045409452,0.16891195,0.9977253444958478,63650000,410.88,8378.596219539642,15.490272970172285,-0.003906385,8181,636500,0.014773872,-2.6554122,1273
0.0139658265,0.04638413,0.17690994,0.9978614482097328,63700000,394.44,8385.247380495071,14.423291492969954,-0.008212354,8177,637000,0.015938506,-2.6463692,1274
0.015889447,0.057666976,0.20025197,0.9978522278834134,63750000,287.9,8391.849016666412,14.204908451361216,-0.00689497,7759,637500,0.016460719,-2.6427567,1275
0.016259804,0.05180141,0.16929796,0.9977099527604878,63800000,333.93,8398.82330775261,13.514989150957822,-0.0070199952,8285,638000,0.014620265,-2.6446705,1276
0.010871211,0.042438027,0.17468406,0.9980614566011354,63850000,411.42,8405.428350687027,13.99741031246412,-0.006328857,8050,638500,0.01928581,-2.6469069,1277
0.031957384,0.048650738,0.20485,0.9955863957293332,63900000,374.87,8411.917709827423,14.135459061170895,-0.0031927815,8287,639000,0.02141157,-2.6567674,1278
0.020837087,0.04894558,0.18157198,0.9969292390160263,63950000,369.9,8418.316184997559,14.060239298173649,-0.004268151,8190,639500,0.016819015,-2.6539493,1279
0.01803624,0.040669784,0.18848598,0.9968526060692966,64000000,425.55,8424.66844010353,14.878819442618186,-0.005649428,7936,640000,0.016655857,-2.657799,1280
0.012298639,0.04356215,0.160686,0.9979616964701563,64050000,421.4,8431.532226324081,15.187333181071883,-0.006528776,8151,640500,0.014027916,-2.6598449,1281
0.0056522656,0.039467182,0.15712197,0.9989351825788617,64100000,445.98,8438.160228013992,14.781677712967019,-0.004696285,8110,641000,0.013610393,-2.6711981,1282
0.02324949,0.040155746,0.156176,0.9961386390496045,64150000,431.92,8444.94317317009,15.073264343029372,-0.005928255,7882,641500,0.01534012,-2.6785107,1283
0.028367752,0.042169243,0.16260399,0.9954010643996298,64200000,415.44,8451.750773191452,14.360654106836545,-0.0054369364,8361,642000,0.015594827,-2.6775098,1284
0.009311551,0.04228914,0.17001797,0.9983958968659863,64250000,406.86,8458.167263507843,13.774016011890994,-0.0070899026,8121,642500,0.01489329,-2.6785765,1285
0.03619668,0.046990532,0.18855,0.9948775353841484,64300000,404.3,8464.785889148712,15.629023162989283,-0.004912183,8512,643000,0.025909472,-2.6751797,1286
0.024191901,0.041703638,0.17987603,0.9960189233534038,64350000,419.79,8471.227367639542,15.173078026350828,-0.0035180214,8166,643500,0.017631521,-2.6681576,1287
0.032500573,0.042227637,0.16805798,0.9948941646143794,64400000,419.64,8477.770745754242,15.42922447537205,-0.005063717,8166,644000,0.017467769,-2.6709485,1288
0.03103193,0.040737875,0.172548,0.9949227976612747,64450000,440.38,8484.230782747269,15.30016868726045,-0.004094056,7749,644500,0.016672295,-2.6632802,1289
0.018647207,0.044444274,0.16632196,0.9972428663168103,64500000,422.27,8491.169425964355,15.706887746857966,-0.004016799,8043,645000,0.015652334,-2.6473117,1290
0.008346034,0.04446174,0.19340797,0.9986450093565509,64550000,414.54,8497.92094373703,15.977847803196033,-0.005179064,8365,645500,0.016299488,-2.6573362,1291
0.005975342,0.044745382,0.18708,0.9989876092877239,64600000,427.71,8504.366754293442,15.605301571375897,-0.006749909,7584,646000,0.015010753,-2.6735864,1292
0.015673772,0.041318182,0.14948002,0.997382175642997,64650000,433.57,8511.542513608932,15.401135893477708,-0.0051273783,8194,646500,0.015476087,-2.6796415,1293
0.023903713,0.042519152,0.179774,0.9961270720232278,64700000,419.12,8518.055475234985,14.879016292757074,-0.0074915956,7994,647000,0.01749526,-2.6677732,1294
0.0133052245,0.03975843,0.187362,0.9975974191911519,64750000,435.99,8524.778885126114,14.731014215822892,-0.0065981057,7742,647500,0.016926283,-2.661947,1295
0.019383641,0.043531727,0.16701594,0.9969463765155524,64800000,419.87,8531.459814310074,15.483379894054083,-0.0062272847,8257,648000,0.015878491,-2.6744704,1296
0.009301764,0.040326744,0.18297604,0.9984195081051439,64850000,447.32,8537.953373670578,15.70242788687836,-0.006794559,8016,648500,0.015707187,-2.680228,1297
0.016568318,0.04240903,0.20395407,0.9973031545523554,64900000,412.73,8544.749325752258,14.892470499951749,-0.0057451297,7934,649000,0.018351698,-2.6933792,1298
0.026399493,0.055417947,0.21098396,0.9966303966939449,64950000,285.55,8551.683484315872,13.592118067082941,-0.00555487,8039,649500,0.017937891,-2.7009146,1299
0.024484823,0.045039438,0.18761595,0.9962209945078939,65000000,395.61,8558.208878278732,14.616551550846241,-0.004517471,8027,650000,0.018344328,-2.7172625,1300
0.029649626,0.042287868,0.17967604,0.9948578388430178,65050000,394.48,8564.89542388916,14.042206737344056,-0.006216369,8197,650500,0.018080814,-2.729772,1301
0.021742826,0.042463135,0.18432203,0.9963848132174462,65100000,415.37,8571.473543643951,14.533754047296894,-0.0037431389,8357,651000,0.018069126,-2.7273977,1302
0.0061047208,0.04032022,0.19316596,0.9988452965626493,65150000,426.72,8577.862677574158,14.345272414534575,-0.007094764,7954,651500,0.015775656,-2.723814,1303
0.011154247,0.046979733,0.19405603,0.9981753638712689,65200000,363.62,8584.663417816162,14.039129928727725,-0.0072921882,8066,652000,0.017070139,-2.7272308,1304
0.052051548,0.04318145,0.17951602,0.9918206399306655,65250000,408.85,8591.39807343483,14.798479004163825,-0.0067920987,8025,652500,0.01903661,-2.72404,1305
0.012912543,0.046629142,0.18579797,0.998019493650645,65300000,372.29,8598.130756139755,15.102832786802201,-0.006389843,8059,653000,0.016160404,-2.716575,1306
0.01224116,0.041432798,0.18483399,0.9978742878884077,65350000,412.53,8604.713408231735,14.48579496959469,-0.007470161,8564,653500,0.015936252,-2.7188568,1307
0.0349646,0.04370226,0.18691401,0.9946843632496893,65400000,421.31,8611.15888428688,15.922283743939342,-0.005323398,8163,654000,0.020621682,-2.724228,1308
0.021234978,0.04286856,0.168008,0.9967516793403774,65450000,433.39,8617.822601556778,15.690796879582704,-0.0011863107,7959,654500,0.016260967,-2.7149231,1309
0.012086394,0.04066768,0.18781401,0.9978934929240495,65500000,444.72,8624.515167713165,15.9840371310978,-0.0052472907,8240,655000,0.01887832,-2.7092686,1310
0.014869327,0.04104445,0.17602797,0.9974910493474454,65550000,443.36,8631.056584358215,15.082065772318058,-0.004641563,7988,655500,0.019009639,-2.7186944,1311
0.0065670745,0.044755895,0.15223801,0.9989769664825872,65600000,428.14,8637.917405605316,16.168045308854552,-0.0048310272,8017,656000,0.01304305,-2.7318902,1312
0.013826313,0.0442761,0.170584,0.9977742147166282,65650000,417.32,8644.52686882019,15.256401558165805,-0.007677346,7983,656500,0.01849918,-2.7371132,1313
0.023082728,0.03470792,0.18030404,0.9960828037001193,65700000,464.7,8651.279534339905,14.424146218930892,-0.0021028446,8013,657000,0.01929463,-2.7589974,1314
0.020835986,0.040249486,0.18394604,0.9965867165010422,65750000,396.22,8658.051777362823,13.714626969255045,-0.004262514,8353,657500,0.018789958,-2.7664132,1315
0.009110083,0.03957731,0.15260799,0.9983614240773022,65800000,450.91,8664.318330526352,16.186027899340175,-0.0055909175,8085,658000,0.015011278,-2.774379,1316
0.021995476,0.037849948,0.207108,0.9961389135569334,65850000,441.72,8670.986682415009,14.47829815278839,-0.0021284267,8011,658500,0.019591173,-2.7782793,1317
0.016470455,0.04252609,0.17098196,0.9973019256722182,65900000,428.56,8677.823783874512,15.705493035495243,-0.0067807226,7863,659000,0.016926073,-2.779883,1318
0.026357625,0.041938942,0.19669399,0.9960514889098704,65950000,434.08,8684.656675100327,15.382955471155597,-0.0021568667,8247,659500,0.020384898,-2.787024,1319
0.05943326,0.041865397,0.180014,0.9909031745046377,66000000,427.81,8691.128934383392,15.480952684767121,-0.005742594,8096,660000,0.022523375,-2.7797315,1320
0.0089035705,0.03914661,0.17623594,0.9983514813939109,66050000,449.76,8697.587379693985,15.227246020244829,-0.0068070996,8336,660500,0.014901849,-2.7676835,1321
0.02306722,0.043759305,0.19522604,0.996493311598897,66100000,420.65,8704.1927485466,15.56577254987927,-0.0061350153,8253,661000,0.017894208,-2.7768216,1322
0.02100996,0.04487289,0.184864,0.9968054161872715,66150000,377.37,8710.67935347557,14.396879762494336,-0.0046813446,8312,661500,0.016922023,-2.7933784,1323
0.006026456,0.04566809,0.186732,0.9989548865705729,66200000,391.03,8717.231481790543,13.423653987669573,-0.0062438785,8378,662000,0.0150663685,-2.7969608,1324
0.027625805,0.04099011,0.172194,0.9955310896039009,66250000,424.74,8723.57796907425,14.80922752262527,-0.0055011944,8225,662500,0.01766518,-2.7968223,1325
0.036006413,0.040757667,0.186806,0.9941887333989143,66300000,434.46,8730.172441959381,15.595177659981294,-0.0066056126,8148,663000,0.02124916,-2.7870548,1326
0.025546933,0.04180572,0.191124,0.9959657657891512,66350000,428.7,8736.750282526016,15.22709827352163,-0.0072055017,8275,663500,0.018909603,-2.7832131,1327
0.03232047,0.040126223,0.16522798,0.9946303288452327,66400000,423.36,8743.250977993011,14.121350983587222,-0.0039763544,7976,664000,0.016824516,-2.779417,1328
0.015141611,0.041462336,0.163454,0.9975436651147902,66450000,440.24,8749.75689649582,15.515461597308523,-0.006235281,8268,664500,0.01525689,-2.775103,1329
0.027425189,0.04312413,0.18222402,0.9957267250865698,66500000,425.74,8756.149572134018,15.272032347737774,-0.005824674,8068,665000,0.01722524,-2.7800543,1330
0.0156175485,0.040948063,0.19697405,0.9973962889052927,66550000,444.16,8762.928894042969,15.583247257951603,-0.006053046,8054,665500,0.017886428,-2.7795486,1331
0.018120183,0.045627546,0.191,0.9972298769280314,66600000,395.94,8769.504327058792,14.093718477371844,-0.00621326,8512,666000,0.019098355,-2.7882078,1332
0.010750987,0.040752925,0.21079798,0.998238280066289,66650000,439.31,8775.838338851929,15.273177339808848,-0.0035425203,7945,666500,0.017700657,-2.8012207,1333
0.010163081,0.039085936,0.16598801,0.9982646941207349,66700000,447.6,8782.649319887161,15.153779518557014,-0.0076695317,8404,667000,0.014510593,-2.8083322,1334
0.020022096,0.044191,0.17674601,0.9968589348718524,66750000,425.92,8788.909375429153,15.570054737949551,-0.0077545033,8115,667500,0.01587395,-2.821564,1335
0.04143502,0.046014853,0.19012794,0.9938016883097589,66800000,393.25,8795.363901853561,14.95887669889202,-0.004145612,8112,668000,0.01994355,-2.8303225,1336
