true_reward,value_loss,policy_loss,fps,approxkl,ep_reward_mean,n_updates,policy_entropy,explained_variance,time_elapsed,clipfrac,ep_len_mean,serial_timesteps,total_timesteps
0.032336485,0.19771282,-0.0061848694,8249,0.005188929,2.041507573582858,19,5.5708656,0.9361313059926033,121.87276363372803,0.054332003,61.09,9500,950000
0.04226086,0.16564047,-0.005054165,8168,0.0040742895,2.6846590759538684,20,5.549327,0.9486913457512856,128.46275424957275,0.038005996,70.93,10000,1000000
0.048456065,0.2132738,-0.0050362768,8421,0.0045052916,2.538112912988172,21,5.5392323,0.9406855441629887,135.23632526397705,0.045362014,71.73,10500,1050000
0.049336083,0.18760553,-0.0055536237,7933,0.004591789,2.143064376380971,22,5.530043,0.9463369213044643,141.58006238937378,0.047976006,59.87,11000,1100000
0.050786078,0.17599769,-0.0051619643,7923,0.004224561,2.3745154600119167,23,5.5149145,0.9510186575353146,148.33355021476746,0.040094,56.67,11500,1150000
0.05505143,0.14822632,-0.005788119,7756,0.004701504,2.377555021612061,24,5.4950914,0.9599076136946678,155.16297698020935,0.046194006,61.95,12000,1200000
0.06420168,0.16327602,-0.0053768028,7804,0.0043423264,2.243931332256361,25,5.4673944,0.9561170935630798,162.0822627544403,0.041772008,50.81,12500,1250000
0.06638853,0.1464764,-0.0055615343,7992,0.004387523,2.284897575511818,26,5.4535627,0.9609035290777683,168.9492735862732,0.04386999,53.56,13000,1300000
0.06719079,0.13055606,-0.005387329,7774,0.00469598,2.7695902190656123,27,5.4361863,0.9651963114738464,175.7074055671692,0.047022004,49.99,13500,1350000
0.07112448,0.107436076,-0.0057914807,7875,0.0047807535,2.3801137914603716,28,5.4115543,0.9719009194523096,182.5385069847107,0.049716007,47.75,14000,1400000
0.0707635,0.11799928,-0.0051623923,8233,0.004505918,2.2327056227751747,29,5.3963804,0.9664636254310608,189.50859475135803,0.044379994,50.92,14500,1450000
0.07193521,0.08841616,-0.005264076,7509,0.0045106416,2.857057356163018,30,5.3776217,0.9729555118829012,196.07374382019043,0.042880006,52.36,15000,1500000
0.07576304,0.10581045,-0.0054826583,7796,0.0043060784,2.9991446839023954,31,5.3650665,0.9728636369109154,203.36330842971802,0.042668,53.66,15500,1550000
0.075866506,0.11029432,-0.0053224172,8085,0.0043584853,2.562229162308281,32,5.352859,0.9696856401860714,210.19855403900146,0.042409997,53.61,16000,1600000
0.08010431,0.07418233,-0.0061948667,8065,0.0048260726,3.6455421542569777,33,5.3346477,0.9793050941079855,216.86760210990906,0.04990401,56.37,16500,1650000
0.07996903,0.07325358,-0.0058348123,7706,0.0044773645,2.2520286470388693,34,5.3158793,0.9791439473628998,223.63077235221863,0.044608,49.47,17000,1700000
0.082539015,0.06505056,-0.0057373815,7883,0.004520317,2.795461260720258,35,5.3006086,0.9820708408951759,230.49913668632507,0.045660008,52.1,17500,1750000
0.0866603,0.0662752,-0.0061606294,7872,0.0051207454,3.079846737932021,36,5.273449,0.9821701794862747,237.25649619102478,0.054114006,53.71,18000,1800000
0.087656386,0.065888196,-0.0059143393,8188,0.0045449524,3.270701437979369,37,5.2518067,0.9819975718855858,244.1455590724945,0.046574,51.52,18500,1850000
0.08811978,0.055635378,-0.0055990415,7664,0.004782477,2.4239199960586917,38,5.231831,0.9843182526528835,250.68329739570618,0.049724005,46.7,19000,1900000
0.0925067,0.052327774,-0.0062378133,7788,0.004953301,2.7991161425808606,39,5.2084184,0.9857443068176508,257.7075548171997,0.051541995,50.54,19500,1950000
0.09326489,0.04626542,-0.006351188,7948,0.005109684,2.641214412868976,40,5.178767,0.9873023349791765,264.6363990306854,0.054911986,49.42,20000,2000000
0.09573076,0.0464427,-0.0060565835,8354,0.0052666664,4.186629358903701,41,5.145348,0.9867900861427188,271.3750796318054,0.057242014,57.23,20500,2050000
0.096663535,0.050474387,-0.0057720738,7794,0.004715155,3.821225088989777,42,5.121066,0.9877906003966928,277.900847196579,0.047555998,57.11,21000,2100000
0.09377664,0.047826122,-0.0056573837,8200,0.0043012504,3.4737300263267388,43,5.0879755,0.9871722720563412,284.68930435180664,0.040086,55.05,21500,2150000
0.096235946,0.046936274,-0.0066527,7834,0.0052773952,3.6073226069831437,44,5.052955,0.9883056310936809,291.27965474128723,0.057626005,55.66,22000,2200000
0.0995903,0.034161523,-0.007017983,7836,0.005372515,3.7799578437384707,45,5.014415,0.9902946604415774,298.13517117500305,0.05836399,52.37,22500,2250000
