true_reward,value_loss,policy_loss,fps,approxkl,ep_reward_mean,n_updates,policy_entropy,explained_variance,time_elapsed,clipfrac,ep_len_mean,serial_timesteps,total_timesteps
0.15098864,0.0012673555,0.0032634276,8083,0.02346267,4.3878632614130035,2058,-6.709403,0.9997691727476195,13809.760159492493,0.285242,46.41,1029000,102900000
0.15328611,0.001115601,0.0039688917,8138,0.024870146,5.864592511880747,2059,-6.7165303,0.9998167470621411,13816.359893083572,0.29773402,50.69,1029500,102950000
0.14819303,0.0013543724,0.0019872936,8165,0.02375113,5.026724706390942,2060,-6.708749,0.9997787458269158,13822.76366353035,0.28737798,47.95,1030000,103000000
0.15132006,0.0011455568,0.0012389043,7935,0.023149025,5.678766588149265,2061,-6.7056017,0.9998157543886919,13829.284326076508,0.282132,53.05,1030500,103050000
0.14825322,0.0012755765,0.0030111235,8063,0.023156667,5.854805562024458,2062,-6.708413,0.999801077065058,13836.101583242416,0.283958,52.98,1031000,103100000
0.15137929,0.0011023993,0.0025723658,8063,0.023721067,5.540307461441079,2063,-6.713228,0.9998148584272712,13842.782663583755,0.28967804,50.25,1031500,103150000
0.14968346,0.0012898328,0.0018727406,8305,0.023615133,5.691458788113505,2064,-6.7191286,0.9997787212196272,13849.274529218674,0.28464,51.3,1032000,103200000
0.15278836,0.0011011561,0.0016933025,8450,0.023225263,5.317571160609641,2065,-6.719868,0.9998097081843298,13855.830434799194,0.28204805,49.2,1032500,103250000
0.14832355,0.0016567617,0.00092240085,7836,0.025642622,4.816161996202936,2066,-6.723203,0.9997426661138888,13862.217752933502,0.29579803,45.27,1033000,103300000
0.14925808,0.001155239,0.0021726892,8171,0.02301476,4.210396512739244,2067,-6.7328243,0.9997893188410671,13868.887623786926,0.282774,44.91,1033500,103350000
0.15109187,0.0011508474,0.0015795256,8139,0.023135776,5.71094792344029,2068,-6.742477,0.9998060898360563,13875.321308851242,0.28156203,51.84,1034000,103400000
0.14893186,0.001236883,0.0012263424,8088,0.022643108,4.264837438866525,2069,-6.752453,0.9997915377607569,13881.77723646164,0.27548003,43.79,1034500,103450000
0.14939585,0.0011613044,0.0022688012,8132,0.024374193,4.396614439215373,2070,-6.7555037,0.9998076120682526,13888.31946849823,0.293098,46.27,1035000,103500000
0.14876822,0.0013312012,0.0014806279,8082,0.023180349,5.370587262384434,2071,-6.7634096,0.9997787806350971,13894.918546199799,0.28109595,49.86,1035500,103550000
0.1490343,0.0016476203,0.0035840143,7996,0.028478282,5.7564022759201725,2072,-6.7618036,0.9997264503035694,13901.537127256393,0.31879,52.05,1036000,103600000
0.14796665,0.0012959407,0.0028854324,8200,0.025783667,4.718487928731202,2073,-6.752496,0.9997932559344918,13908.244009971619,0.29919404,44.0,1036500,103650000
0.15025364,0.0011126298,0.0015548026,7809,0.02291322,5.174484825803673,2074,-6.758508,0.9998225570307113,13914.752368688583,0.28002805,49.66,1037000,103700000
0.1509046,0.0011514272,0.0026747098,8352,0.02501316,5.01437524346682,2075,-6.7696447,0.9998165023571346,13921.631117105484,0.29524398,48.53,1037500,103750000
0.15102555,0.0012262353,0.0024487416,8307,0.024533203,5.169379877272222,2076,-6.76541,0.9997960669134045,13928.158359527588,0.29081607,49.02,1038000,103800000
0.14857437,0.0012917304,0.0015390101,7958,0.024308313,5.494531224654754,2077,-6.7607546,0.9997776552772848,13934.814750909805,0.29011607,51.24,1038500,103850000
0.14680533,0.0013326274,0.0017239234,8477,0.024216812,6.203693958805097,2078,-6.762828,0.9997690892778337,13941.492156505585,0.28764197,54.18,1039000,103900000
0.15067853,0.0011246367,0.00199603,8495,0.02360755,5.9515454390979725,2079,-6.7642474,0.9998018374899402,13947.865357875824,0.28370398,53.53,1039500,103950000
0.14946134,0.0012725755,0.0032481754,8171,0.024541438,4.5698535735962835,2080,-6.76443,0.9997839624847984,13954.22026014328,0.29553798,45.93,1040000,104000000
0.14912063,0.0012522815,0.002978063,8308,0.023754055,6.178415842578306,2081,-6.760767,0.9997961588087492,13960.904460191727,0.28582004,52.6,1040500,104050000
0.14989088,0.001243435,0.0024728691,8366,0.023863386,4.889278164415239,2082,-6.754331,0.9997903553303331,13967.316415071487,0.28712603,48.58,1041000,104100000
0.14804663,0.0016668825,0.002315865,7793,0.026948342,4.9647045084207635,2083,-6.760056,0.9997140028863214,13973.781525850296,0.3087459,49.87,1041500,104150000
0.14663838,0.0011961416,0.0029644314,8454,0.024508841,5.848756043282119,2084,-6.7664046,0.9997965326037956,13980.738451480865,0.293552,54.43,1042000,104200000
0.15171501,0.0011984068,0.0029418217,7950,0.023433415,5.030375015877162,2085,-6.757008,0.9998069416178623,13987.141058444977,0.28481796,46.2,1042500,104250000
0.15106046,0.0011363088,0.0012922166,8044,0.023762472,5.503067737596612,2086,-6.752672,0.9998041066719452,13993.956838607788,0.28628197,49.9,1043000,104300000
0.14789455,0.0011826479,0.0042235646,7898,0.024745729,5.085982853709493,2087,-6.7475004,0.9997974154830445,14000.703121900558,0.29808,47.69,1043500,104350000
0.14936028,0.0014003584,0.0023237916,7895,0.025022842,5.853716713070208,2088,-6.7470546,0.999779490113724,14007.485538244247,0.297202,53.27,1044000,104400000
0.14999151,0.0011034105,0.0027393603,7996,0.02336189,4.8761737554813225,2089,-6.7501683,0.9998182685812935,14014.339486122131,0.284184,46.65,1044500,104450000
0.15274996,0.0011479516,0.0033578959,8511,0.023265377,5.832812134166302,2090,-6.756114,0.9998109036823735,14021.169165849686,0.28329003,52.04,1045000,104500000
0.14879015,0.0011752015,0.0022079358,7986,0.024041796,4.84242118429167,2091,-6.7561336,0.9998083626560401,14027.615893125534,0.288482,48.15,1045500,104550000
0.149066,0.0012362405,0.0022681283,7803,0.023508074,5.483422581157629,2092,-6.764513,0.9998031940631336,14034.25645852089,0.283488,51.94,1046000,104600000
0.14813481,0.0052958266,0.0027620231,7649,0.04125197,5.442857932734069,2093,-6.757073,0.9993676370359026,14040.865869283676,0.3358181,50.23,1046500,104650000
0.14835341,0.0011540297,0.0021146005,7947,0.023564635,4.460583567914582,2094,-6.7672014,0.9998065096588107,14047.744623422623,0.28497994,46.95,1047000,104700000
0.14741448,0.0011878441,0.0015292473,8028,0.023141623,4.205464946032971,2095,-6.768919,0.999793778086314,14054.562021255493,0.28388193,43.94,1047500,104750000
0.1505223,0.0011174819,0.0026376802,7743,0.025152264,4.592379785376888,2096,-6.762297,0.9998128349980107,14061.164556026459,0.297414,47.17,1048000,104800000
0.14908847,0.0013497956,0.002417647,7909,0.024681557,5.462679550619741,2097,-6.7673936,0.9997801329445792,14068.147572755814,0.29149204,48.54,1048500,104850000
0.15013826,0.0011546265,0.0022449435,7942,0.024607206,4.637565991373258,2098,-6.774508,0.9998154468921712,14074.997864961624,0.2953721,47.72,1049000,104900000
0.14776179,0.001468992,0.0041086427,7920,0.02690081,5.57358815861422,2099,-6.76855,0.9997574437293224,14081.772470712662,0.31074202,52.4,1049500,104950000
0.15143593,0.0011291077,0.0019626557,7967,0.023089025,5.526225889773903,2100,-6.7636375,0.9998105754784774,14088.478849172592,0.27727804,52.12,1050000,105000000
0.1520718,0.0011580455,0.0020467103,8059,0.024427788,6.13763533034853,2101,-6.772092,0.9998114126065047,14095.263797998428,0.291466,51.23,1050500,105050000
0.15100844,0.0010630754,0.0019058603,7961,0.023310855,4.458697494576625,2102,-6.7812376,0.9998171522311168,14102.021851062775,0.28257403,44.77,1051000,105100000
0.14896646,0.0012188354,0.00066599046,8337,0.023053039,5.254233327436814,2103,-6.7859173,0.9997763479914283,14108.612411737442,0.28048,52.99,1051500,105150000
0.14970595,0.0011414645,0.0023382327,8175,0.023135902,4.857242982656162,2104,-6.789557,0.999793670460349,14115.073184013367,0.28379002,47.41,1052000,105200000
0.15088479,0.0012058325,0.0054298546,7864,0.026128042,5.526518632728962,2105,-6.793647,0.9997997054306325,14121.472989559174,0.30469,51.65,1052500,105250000
0.1513191,0.0012649855,0.0021957643,7931,0.023148764,5.856768441450604,2106,-6.7946696,0.9997853328532074,14128.395252943039,0.28176796,51.41,1053000,105300000
0.1516675,0.001221071,0.0014669405,7839,0.022299852,4.6749337502354456,2107,-6.801523,0.9997993877768749,14135.185462713242,0.27356595,46.41,1053500,105350000
0.14937364,0.0012894426,0.002325787,7796,0.023843741,4.756989186160227,2108,-6.8034186,0.9997776622476522,14141.932064771652,0.28671205,47.11,1054000,105400000
0.14673233,0.0011442627,0.002427227,7969,0.024173856,3.8375097344846925,2109,-6.8048067,0.9998076386837056,14148.76130104065,0.2917661,44.19,1054500,105450000
0.14957348,0.0013574405,0.004336286,8365,0.026479851,5.84014633526931,2110,-6.8003087,0.9997853576933267,14155.502486467361,0.309782,52.11,1055000,105500000
0.15214026,0.0012362082,0.0037756867,7981,0.024887007,5.0013866813580625,2111,-6.7995,0.9997844822064508,14161.713031053543,0.29471993,49.48,1055500,105550000
0.1456849,0.0012147148,0.0018100281,7945,0.023828514,4.449996945206331,2112,-6.8017406,0.9997944191418355,14168.390132188797,0.28898796,45.87,1056000,105600000
0.14986438,0.0012595362,0.00174089,7938,0.023715429,5.180973846281758,2113,-6.794055,0.9997945025970694,14174.960753202438,0.28437793,48.64,1056500,105650000
0.14706545,0.0012938187,0.0018174306,7723,0.022492934,4.85616170788383,2114,-6.783572,0.9997911891550757,14181.68896150589,0.27631798,48.34,1057000,105700000
0.15062869,0.0011770495,0.0013114082,8207,0.021395719,5.726848502787966,2115,-6.783604,0.9998097503266763,14188.619456529617,0.269622,51.85,1057500,105750000
0.15073049,0.001108586,0.001937267,7858,0.02357598,5.092192921499555,2116,-6.7845397,0.9998230630735634,14195.278996944427,0.284428,48.77,1058000,105800000
0.14890075,0.0012619208,0.0019733068,7975,0.022879858,4.117656717256623,2117,-6.7827325,0.9997933957638452,14202.156526565552,0.28082398,43.53,1058500,105850000
0.15062933,0.0012061773,0.0015981749,7939,0.0237904,5.7016469040628,2118,-6.7834,0.9997958722815383,14208.9921875,0.28866804,52.27,1059000,105900000
0.15049243,0.0010754912,0.0022927725,8263,0.023161983,5.0401472401848855,2119,-6.7872744,0.9998144543933449,14215.663615226746,0.281038,48.63,1059500,105950000
0.14774217,0.004560994,0.0019063783,8080,0.053059973,5.460642709864578,2120,-6.7946467,0.9993999731377698,14222.143923997879,0.35390812,50.77,1060000,106000000
0.14906414,0.0011055031,0.0031496328,8029,0.024223296,5.164653048300597,2121,-6.8090825,0.9998191293416312,14228.80479669571,0.29191402,48.54,1060500,106050000
0.15026177,0.001267693,0.002134841,7909,0.025257,5.604401383939503,2122,-6.8134212,0.9997876542183803,14235.578947782516,0.29772398,52.38,1061000,106100000
0.14592607,0.0030782772,0.0016467577,8210,0.03344534,4.710694889160841,2123,-6.8062267,0.9994628294371068,14242.429220199585,0.32827795,45.37,1061500,106150000
0.14708935,0.0013727334,0.00286658,7932,0.024792869,4.925728494772166,2124,-6.804679,0.9997728130401811,14249.007469415665,0.294712,48.92,1062000,106200000
0.15036337,0.001266146,0.000718517,7811,0.022627942,4.673910388451741,2125,-6.8066907,0.9997837686241837,14255.609720468521,0.28005603,45.83,1062500,106250000
0.14926548,0.001230333,0.0030568787,8215,0.02458914,5.9152458209485985,2126,-6.8094587,0.9997870431980118,14262.582600593567,0.292066,54.42,1063000,106300000
0.15195337,0.0012258008,0.0030448758,7883,0.023963807,4.683065928177493,2127,-6.805656,0.9997913943807362,14269.107939243317,0.289336,46.31,1063500,106350000
0.14959984,0.0011206703,0.0026042117,7966,0.023820385,4.143959699975048,2128,-6.805745,0.9998101615346968,14275.66266322136,0.28999603,42.98,1064000,106400000
0.14796093,0.0012695867,0.001762263,7786,0.023255972,5.064104301282278,2129,-6.807375,0.9997901669557905,14282.25425362587,0.28038,46.74,1064500,106450000
0.14849114,0.0011491141,0.0015825361,7711,0.023346508,5.173983206251305,2130,-6.8061347,0.999815832983586,14289.14022064209,0.28357598,51.29,1065000,106500000
0.14739253,0.0012859051,0.0027971172,7779,0.024736943,5.180155627249633,2131,-6.7954626,0.9997827018378302,14296.024151802063,0.29486,46.7,1065500,106550000
0.15101613,0.0011304241,0.0024853596,7894,0.023277443,4.098310135293473,2132,-6.785621,0.9998160150134936,14302.68268418312,0.28343394,42.53,1066000,106600000
0.1511749,0.001231262,0.0014090001,7865,0.023146618,5.314899846861695,2133,-6.785788,0.999792849572259,14309.54201221466,0.28337604,50.42,1066500,106650000
0.1510322,0.0011075744,0.0039732405,8182,0.024659056,5.050772411083999,2134,-6.787174,0.9998176007939037,14316.411146402359,0.292724,48.35,1067000,106700000
0.14769201,0.0012781502,0.0028915359,8055,0.024098327,5.222331470819045,2135,-6.7896504,0.9997727829322685,14323.080174684525,0.28975597,48.85,1067500,106750000
0.15142752,0.0011415962,0.003181356,8289,0.024152972,5.3809046884943745,2136,-6.7886825,0.999809795699548,14329.569029331207,0.28954005,49.9,1068000,106800000
0.15351343,0.0011881746,0.0026834586,7973,0.024969978,5.139517537155111,2137,-6.779844,0.9997995474550407,14336.066234827042,0.29492205,47.6,1068500,106850000
0.15010828,0.0015387312,0.0013789478,8132,0.024571285,5.3228357057826,2138,-6.7721806,0.9997571816056734,14342.81660079956,0.29125795,49.58,1069000,106900000
0.14920971,0.0012121176,0.00277272,7987,0.024798974,4.731167877331591,2139,-6.76653,0.9998104076803429,14349.373960256577,0.29454195,48.74,1069500,106950000
0.14841293,0.0013778198,0.0014678922,7925,0.02298116,5.440400277762128,2140,-6.7686214,0.9997719346138183,14356.135673999786,0.27987403,51.26,1070000,107000000
0.14688376,0.0012922543,0.0031043726,8283,0.02628747,5.00567753841904,2141,-6.767887,0.9997798022232018,14362.984916210175,0.30547193,50.2,1070500,107050000
0.14839567,0.0012070542,0.0018443571,8255,0.02351607,5.9993826502296175,2142,-6.764356,0.9997901295864722,14369.454656600952,0.28597796,53.49,1071000,107100000
0.14998235,0.0015884419,0.00238553,8113,0.025846906,5.520636147936321,2143,-6.7546844,0.9997131110867485,14376.013432741165,0.30429196,52.18,1071500,107150000
0.14907609,0.0013221215,0.004143874,7707,0.025638055,5.398613306898951,2144,-6.751013,0.9997673792968271,14382.689989089966,0.30153406,49.74,1072000,107200000
0.14749217,0.0011087178,0.0028300793,8165,0.024409471,5.525721067870932,2145,-6.754526,0.9998059481731616,14389.707599639893,0.29264203,52.34,1072500,107250000
0.15009765,0.0012118998,0.0012157873,7841,0.021854704,5.060606257131403,2146,-6.754356,0.999797185708303,14396.436717510223,0.27219802,48.17,1073000,107300000
0.14829835,0.0012484171,0.0023920538,7662,0.023968117,5.203915173655714,2147,-6.755068,0.999798823177116,14403.23394203186,0.28823003,48.53,1073500,107350000
0.14991055,0.0011743269,0.002168215,8129,0.024524542,5.488196888138519,2148,-6.74765,0.9998170775652397,14410.297180652618,0.29737994,50.82,1074000,107400000
0.1469451,0.0012909897,0.0024910802,7652,0.024872312,5.338738908935384,2149,-6.7360754,0.9997799519042019,14417.04010438919,0.29466197,52.63,1074500,107450000
0.14887324,0.0013801752,0.0013233339,8188,0.024189249,6.459757063847428,2150,-6.7339454,0.9997746309527429,14423.975975036621,0.28762206,56.22,1075000,107500000
0.15307893,0.0011945476,0.0025577478,7549,0.023183065,5.420750295734056,2151,-6.7417517,0.9997903159091948,14430.472127199173,0.282936,50.26,1075500,107550000
0.15091754,0.0014988225,0.002459792,7632,0.02420956,6.239484290902761,2152,-6.748038,0.9997689383890247,14437.659920930862,0.291644,54.16,1076000,107600000
0.1478228,0.0012599247,0.001222023,7554,0.023070963,4.717200529758411,2153,-6.752359,0.9997834840905853,14444.607323169708,0.28025603,49.57,1076500,107650000
0.1500138,0.0012928472,0.0024177514,7665,0.024463324,4.256736228137379,2154,-6.7562146,0.9997842212032992,14451.747767925262,0.29379404,42.01,1077000,107700000
0.14918886,0.0013726818,0.0027203837,8152,0.024943173,4.892857113510474,2155,-6.747911,0.9997715511999559,14458.794466972351,0.297968,47.66,1077500,107750000
0.1478266,0.0017777603,0.0036840176,7938,0.027028495,5.702682934326622,2156,-6.745639,0.9997216853371356,14465.437154054642,0.310902,52.15,1078000,107800000
0.15272701,0.0012032248,0.0016417843,8061,0.022960035,5.396259844187807,2157,-6.7492976,0.9998024802916916,14472.26400399208,0.282246,49.68,1078500,107850000
0.15077433,0.0013581164,0.0030461955,7779,0.025228262,6.998175057091876,2158,-6.754816,0.9997741496772505,14478.906793117523,0.29728404,57.53,1079000,107900000
0.15046184,0.001642247,0.0046534617,7879,0.02592229,5.3335632897400505,2159,-6.750911,0.9997214106260799,14485.802829504013,0.30349803,51.5,1079500,107950000
0.14730479,0.0013715094,0.001247296,8208,0.025341658,4.56927199736836,2160,-6.7545495,0.9997554895817302,14492.571301221848,0.29884997,46.41,1080000,108000000
0.14952525,0.0012150315,0.0015118632,7795,0.023781853,5.988884741012571,2161,-6.7586255,0.9997850813379046,14499.126044511795,0.28880405,52.25,1080500,108050000
0.14851657,0.0012579553,0.0008932684,8277,0.023272686,6.019412485910652,2162,-6.755851,0.999797966942424,14506.004396915436,0.283966,53.24,1081000,108100000
0.15071762,0.0014687232,0.0026069223,7725,0.024241949,5.565459931581517,2163,-6.7527184,0.9997542458877433,14512.620928049088,0.291492,52.06,1081500,108150000
0.1498726,0.00124419,0.0030342177,7637,0.02389252,5.771869623075945,2164,-6.75253,0.9997830705251545,14519.546779870987,0.28738803,53.27,1082000,108200000
0.1486757,0.001338087,0.002437878,8266,0.023575708,4.712440698509263,2165,-6.751685,0.999779350895551,14526.650604963303,0.28376,46.98,1082500,108250000
0.15042152,0.0020080775,0.00069186866,7822,0.028933523,4.440089787322213,2166,-6.748537,0.9996958248666488,14533.165279626846,0.310938,43.66,1083000,108300000
0.14720862,0.0012481413,0.0021878425,8175,0.023152785,4.904119334465801,2167,-6.7475953,0.9997883633477613,14539.984872102737,0.28337398,48.35,1083500,108350000
0.14422609,0.0014638433,0.0014719851,8061,0.024276135,5.270468987646718,2168,-6.751157,0.9997429071809165,14546.489588737488,0.29006797,51.82,1084000,108400000
0.1519664,0.0011807262,0.0029525913,8253,0.024253128,5.862839280500793,2169,-6.7614264,0.9998021666688146,14553.253424406052,0.289306,53.69,1084500,108450000
0.14904752,0.0011721808,0.0035675422,8117,0.025227664,4.2721902045589015,2170,-6.7647743,0.9998011056595715,14559.883361816406,0.29949594,44.66,1085000,108500000
0.14577642,0.0012708693,0.0018569801,8418,0.025196876,5.229236752492816,2171,-6.775055,0.9997812742221868,14566.53598165512,0.296586,51.06,1085500,108550000
0.1499067,0.001220991,0.0019036498,8271,0.022889348,5.0466823401301735,2172,-6.7827454,0.9998028631380294,14572.883247852325,0.28223208,50.64,1086000,108600000
0.15009533,0.0011391037,0.0012277968,8229,0.02204677,5.979091817515783,2173,-6.7806554,0.9998103444231674,14579.348416090012,0.274878,51.8,1086500,108650000
0.14897792,0.0038317973,0.0016638103,8197,0.034865834,5.648056345430059,2174,-6.772009,0.9993983925087377,14585.799672842026,0.33625996,51.98,1087000,108700000
0.14819895,0.0012486913,0.0011845056,8283,0.023367584,4.248536019339831,2175,-6.777215,0.999809378554346,14592.440258026123,0.28366402,45.03,1087500,108750000
0.15107869,0.0012847638,0.002895605,8200,0.022560775,6.289969280854893,2176,-6.7759643,0.9997798752738163,14598.940180778503,0.27724603,56.18,1088000,108800000
0.15158354,0.0011385276,0.00042888877,8336,0.021788742,5.494822931602539,2177,-6.7782674,0.9998019830673002,14605.534175872803,0.26907405,50.89,1088500,108850000
0.15236187,0.0012584543,-3.450392e-05,8253,0.022706859,5.728808757978677,2178,-6.786325,0.9997736113145947,14612.09104347229,0.277468,50.83,1089000,108900000
0.15359402,0.0012160053,0.0026901672,7945,0.024318745,6.115453062368934,2179,-6.789514,0.9997991046693642,14618.398880720139,0.29105604,54.3,1089500,108950000
0.14828807,0.0011804841,0.002396096,7964,0.023757696,4.168239203892139,2180,-6.7901354,0.9998051172588021,14625.130292892456,0.28976402,44.9,1090000,109000000
0.15249108,0.0017957548,0.0021334763,8099,0.02662547,6.147583318610384,2181,-6.7861576,0.999690862809075,14631.870472431183,0.300962,53.78,1090500,109050000
0.1506559,0.00123564,0.0029758979,7923,0.023480985,5.130061934080113,2182,-6.782684,0.999799724726472,14638.479765415192,0.286734,48.09,1091000,109100000
0.1484907,0.0013123814,0.0024380255,8228,0.024079181,4.7820521354207814,2183,-6.7881837,0.9997832720691804,14645.27637386322,0.28923804,49.43,1091500,109150000
0.14736694,0.0016013464,3.8975245e-06,7984,0.023847586,6.462649714157287,2184,-6.7906995,0.9997225516999606,14651.878743171692,0.28150794,56.98,1092000,109200000
0.14858533,0.0011588659,0.0002829149,8007,0.022605805,4.923273357309352,2185,-6.78848,0.9998128458391875,14658.457624673843,0.277626,48.99,1092500,109250000
0.15075071,0.0013662326,0.002569626,7878,0.022867844,4.91378814346228,2186,-6.787011,0.9997943067137385,14665.028210639954,0.278064,50.15,1093000,109300000
0.15110496,0.0012320441,0.0027069726,8011,0.023506045,5.140039777423844,2187,-6.790815,0.9997992185381008,14671.91687655449,0.287394,50.69,1093500,109350000
0.14683196,0.0012702732,0.0034807231,7931,0.026135828,6.383104979830055,2188,-6.7843933,0.9997976889426354,14678.575083732605,0.303262,58.95,1094000,109400000
0.14876445,0.0012820603,0.0026246784,8159,0.024336262,4.351579956503888,2189,-6.797224,0.9997807873733109,14685.403548717499,0.290716,44.92,1094500,109450000
0.14816365,0.0013157867,0.0023014292,7859,0.024315614,5.0421351755824615,2190,-6.8070292,0.999780569851282,14692.186105251312,0.29245603,51.36,1095000,109500000
0.15165049,0.0012686254,0.0029691278,8001,0.023668766,4.849518734969879,2191,-6.80479,0.9997980577027192,14698.9810693264,0.28596807,49.46,1095500,109550000
0.14947432,0.0011460561,0.0020577835,7865,0.02372965,5.104307704842995,2192,-6.794673,0.9998084502440179,14705.655774354935,0.286788,48.41,1096000,109600000
0.14797017,0.001239854,0.0024415946,8078,0.023909066,5.177550860515635,2193,-6.800712,0.9997942397021689,14712.577299118042,0.287306,48.51,1096500,109650000
0.14825353,0.001274517,0.0011225325,7848,0.023009121,4.915404160546005,2194,-6.8019476,0.9997935906430939,14719.224118709564,0.279432,50.29,1097000,109700000
0.1496115,0.0016060129,0.001666774,8173,0.023266215,5.472605590015919,2195,-6.798324,0.999776214157464,14725.991258144379,0.28447,49.86,1097500,109750000
0.15003927,0.0011914794,0.0012057307,7968,0.023704886,5.626866954727375,2196,-6.7931886,0.9998070748551982,14732.671921253204,0.28229803,52.49,1098000,109800000
0.14808695,0.0011602197,0.0035071305,8050,0.024329243,4.484893801611342,2197,-6.79928,0.9998115597118158,14739.460575580597,0.286668,47.26,1098500,109850000
0.14957486,0.0011454673,0.003383428,7793,0.025871113,5.67676687438755,2198,-6.8007298,0.9998213816143107,14746.218281269073,0.303326,52.63,1099000,109900000
0.14869115,0.0013077598,0.0023569881,8008,0.02669161,5.707710467477628,2199,-6.803275,0.9997775277442997,14753.021961927414,0.30839598,53.77,1099500,109950000
0.14693168,0.0012680365,0.0020440067,7638,0.024060953,3.952488399293552,2200,-6.809032,0.9997828864288749,14759.668499946594,0.28680608,43.4,1100000,110000000
0.14885241,0.0014633542,0.0026206104,8022,0.024694402,5.378047012080915,2201,-6.813311,0.9997642880189233,14766.435811758041,0.293708,49.38,1100500,110050000
0.1519695,0.0013054673,0.0013758666,8126,0.02285267,7.271327407596,2202,-6.807415,0.9997852589876857,14773.085973501205,0.28038803,56.71,1101000,110100000
0.14753053,0.0013467966,0.0017551831,8229,0.024499493,5.040869661448323,2203,-6.811295,0.9997883307223674,14779.783856868744,0.29209,49.85,1101500,110150000
0.14728272,0.0012658689,0.0021906456,8064,0.023660617,5.2710746127717725,2204,-6.814095,0.9997954563004896,14786.47607755661,0.28481004,51.74,1102000,110200000
0.14842995,0.0012556204,0.0031939936,8043,0.024848461,4.9198443885975465,2205,-6.814953,0.9997921919566579,14793.18087053299,0.293488,47.68,1102500,110250000
0.14859886,0.0013576463,0.0024822352,7953,0.024008892,5.196401694262822,2206,-6.8107476,0.9997878003341611,14800.010224580765,0.289258,51.35,1103000,110300000
0.14701827,0.0012691877,0.0037682888,8346,0.025735676,5.974495170654991,2207,-6.807149,0.9997827746265102,14806.766565322876,0.30522597,55.01,1103500,110350000
0.14825778,0.0012080952,0.0018164397,8189,0.023152087,5.078339548194354,2208,-6.8057733,0.9997870463557774,14813.334966897964,0.28130397,48.93,1104000,110400000
0.14907044,0.0012698175,0.0009842794,7950,0.02296916,6.1907324275438755,2209,-6.803412,0.9997977085004095,14819.947217464447,0.27890405,55.24,1104500,110450000
0.14966662,0.001323819,0.0015017411,8222,0.023376,4.675797519814369,2210,-6.8060713,0.9997726308647543,14826.555077552795,0.285224,47.01,1105000,110500000
0.14948247,0.0013194251,0.0029763714,7948,0.02407403,4.389057259771821,2211,-6.8132305,0.9997772915521637,14833.08505988121,0.29039997,45.81,1105500,110550000
0.14727749,0.0013229585,0.002994381,8004,0.024984408,5.1614399367468105,2212,-6.8214283,0.9997798768308712,14839.894614696503,0.29284406,48.92,1106000,110600000
0.14868693,0.0017349591,0.003234922,7892,0.027587365,5.368394891368962,2213,-6.8251066,0.9997168737463653,14846.79364824295,0.31346,52.45,1106500,110650000
0.14912046,0.001311662,0.002412733,8016,0.024582155,5.172626288883107,2214,-6.8261356,0.9997800150886178,14853.551902770996,0.29404998,49.6,1107000,110700000
0.1466164,0.0013957126,0.0014414475,7833,0.02354901,5.052487236038924,2215,-6.8281746,0.9997625945397886,14860.026530504227,0.28422406,49.53,1107500,110750000
0.14930487,0.001312198,0.0024408465,7595,0.023639128,5.465999875167345,2216,-6.8244896,0.999781241916935,14866.969089269638,0.28497407,50.4,1108000,110800000
0.14968923,0.0012885437,0.002959811,8225,0.024367595,5.36654662569922,2217,-6.82448,0.9997832713270327,14874.056023836136,0.292714,48.63,1108500,110850000
0.15156895,0.0014516887,0.0015748126,8256,0.022091812,6.104282160371367,2218,-6.833454,0.9997782422433374,14880.576618432999,0.27320203,54.24,1109000,110900000
0.15060793,0.0013241429,0.0028898325,7737,0.025206305,5.541663795571979,2219,-6.838254,0.999784259533044,14887.049614191055,0.29781398,50.53,1109500,110950000
0.15037107,0.0012428843,0.0031254257,7923,0.025252152,6.703710186980115,2220,-6.8333726,0.9997941722831456,14893.85719871521,0.29572806,56.94,1110000,111000000
0.14996006,0.00140747,0.0044991807,8156,0.026631277,4.687987649219922,2221,-6.829815,0.999758929174277,14900.774803876877,0.312692,47.41,1110500,111050000
0.14936797,0.0013277801,0.0023476803,7920,0.02479462,6.084161703971758,2222,-6.836387,0.99978431891941,14907.380360364914,0.2931,55.47,1111000,111100000
0.14814766,0.0012361606,0.0031938374,8059,0.025793223,4.7383858366216005,2223,-6.8300767,0.9997960219770903,14913.912476301193,0.30294997,46.87,1111500,111150000
0.14846945,0.0015037188,0.001455006,8143,0.02483105,5.177525356486495,2224,-6.8302693,0.9997571360872826,14920.476174116135,0.29445004,50.0,1112000,111200000
0.14945649,0.001247174,0.0023315598,8094,0.024577163,6.069561659662082,2225,-6.839177,0.9997755447984673,14927.225754261017,0.29617196,52.69,1112500,111250000
0.1468835,0.0013234331,0.0035480312,7712,0.026805809,4.39232523044986,2226,-6.841548,0.9997545471414924,14933.959614515305,0.311852,46.62,1113000,111300000
0.14982367,0.0015039745,0.0025562062,7943,0.026248509,4.149760095853685,2227,-6.8440557,0.9997587232064689,14940.791695594788,0.30461603,44.39,1113500,111350000
0.14887227,0.0011862118,0.0032812336,8096,0.023987012,5.020521005600086,2228,-6.8446655,0.9997964771173429,14947.49428653717,0.28828394,49.32,1114000,111400000
0.14854798,0.00149735,0.0019063919,8129,0.023983575,6.893232663541494,2229,-6.841257,0.999779129284434,14954.164369106293,0.28883398,58.3,1114500,111450000
