policy_entropy,value_loss,serial_timesteps,n_updates,total_timesteps,policy_loss,clipfrac,explained_variance,ep_len_mean,ep_reward_mean,time_elapsed,approxkl,fps,true_reward
2.7144275,0.032044504,224000,448,22400000,-0.0020589666,0.026778001,0.9024473428726196,500.0,41.771266065789206,1957.0040752887726,0.0029763512,11058,0.08354254
2.705124,0.028048862,224500,449,22450000,-0.0018960458,0.035074003,0.9241019263863564,500.0,41.53134400682429,1961.5728931427002,0.0035323426,10685,0.083062686
2.6930776,0.044754792,225000,450,22500000,-0.0021378142,0.023736,0.9258580580353737,499.53,41.44308825928893,1966.3009939193726,0.002865436,11105,0.08241543
2.6776752,0.11369542,225500,451,22550000,-0.0018438048,0.046439998,0.9025261998176575,499.38,40.181221090506895,1970.8520712852478,0.0041205725,11569,0.0798348
2.6645494,0.027877385,226000,452,22600000,-0.0021499263,0.02773,0.910110130906105,500.0,41.7987021444936,1975.2260172367096,0.003116944,11035,0.0835974
2.6506932,0.040247686,226500,453,22650000,-0.0023958506,0.05427,0.9228209257125854,500.0,41.725028472461275,1979.8078436851501,0.0046908497,11214,0.08345006
2.6361222,0.042273466,227000,454,22700000,-0.0023528954,0.035012,0.9312238618731499,500.0,41.34716499826836,1984.3203582763672,0.0035630926,11768,0.08269434
2.6262069,0.03405658,227500,455,22750000,-0.0025824476,0.042008,0.9296891316771507,499.5,42.304912011276265,1988.6183071136475,0.0038979736,10944,0.08421902
2.6182034,0.056244873,228000,456,22800000,-0.0028139036,0.054828,0.9115977734327316,500.0,41.20693817412854,1993.2393050193787,0.0046710926,11361,0.08241389
2.6082964,0.050474457,228500,457,22850000,-0.002382328,0.034222,0.9000472202897072,500.0,41.8783466897833,1997.6915152072906,0.0034628392,11185,0.08375669
2.5996234,0.057171367,229000,458,22900000,-0.002357801,0.051794004,0.9146443381905556,498.92,42.06453907440475,2002.2136223316193,0.0044630403,12725,0.08346909
2.5923343,0.06677495,229500,459,22950000,-0.0022759598,0.06959,0.9134241715073586,499.42,41.445015665963545,2006.1949372291565,0.0055241995,11603,0.082395166
2.5833457,0.08658757,230000,460,23000000,-0.0019002352,0.024116,0.9282467141747475,499.1,40.89730283995549,2010.5547785758972,0.00273657,12952,0.08113348
2.5770955,0.034629814,230500,461,23050000,-0.0024113574,0.037437998,0.8906387761235237,500.0,42.04566226582212,2014.465223789215,0.0036860225,11497,0.08409132
2.5695229,0.029433137,231000,462,23100000,-0.0021936675,0.046476,0.9135189652442932,500.0,42.28823767906906,2018.8709366321564,0.0041029127,11073,0.08457647
2.5605755,0.087078795,231500,463,23150000,-0.002489556,0.045496,0.9067876785993576,499.29,41.96963770761038,2023.4373915195465,0.004161049,11572,0.08298173
2.5533793,0.08209533,232000,464,23200000,-0.002457903,0.046552002,0.9054636657238007,499.4,41.366493399818935,2027.810257434845,0.0042067766,11357,0.08224882
2.5475726,0.048977494,232500,465,23250000,-0.0024723355,0.085624,0.9229625687003136,500.0,41.51071750650057,2032.2633018493652,0.006554959,11742,0.08302143
2.539624,0.013932896,233000,466,23300000,-0.0021743441,0.030346,0.9272153899073601,500.0,42.56946147582612,2036.5778541564941,0.003217693,10798,0.08513892
2.525885,0.037209295,233500,467,23350000,-0.002100232,0.031011999,0.9125493541359901,500.0,41.64152800078767,2041.2702424526215,0.0032725395,11133,0.08328306
2.511541,0.0842798,234000,468,23400000,-0.0024659913,0.055806,0.9202530309557915,499.02,41.620151106650844,2045.8116788864136,0.004821656,11794,0.08224941
2.4997275,0.057102136,234500,469,23450000,-0.0018741202,0.034162,0.8789602145552635,500.0,41.654607963876806,2050.107195854187,0.0034165937,11321,0.08330922
2.492218,0.06151259,235000,470,23500000,-0.0027126956,0.063592,0.9132716134190559,498.8,42.39919762027241,2054.5768263339996,0.005149643,10352,0.08381771
2.4851727,0.09128089,235500,471,23550000,-0.0018921203,0.048469998,0.9048495516180992,499.49,41.386810299298034,2059.455710411072,0.004343409,11516,0.08231167
2.4756863,0.034510795,236000,472,23600000,-0.0024099492,0.037134003,0.9014008343219757,500.0,42.00269137264355,2063.848116874695,0.0036477607,11814,0.08400538
2.4625793,0.13882832,236500,473,23650000,-0.002520394,0.023916,0.9089078456163406,497.2,41.80642557748717,2068.1336784362793,0.0028550602,12307,0.08139172
2.450766,0.031364128,237000,474,23700000,-0.0020960153,0.024128,0.9043880477547646,500.0,42.07499616754223,2072.257750272751,0.002924506,11048,0.084149994
2.4398348,0.020719692,237500,475,23750000,-0.0020246503,0.038301997,0.914420522749424,500.0,42.34965600623855,2076.8327448368073,0.0036829878,11832,0.08469932
2.4352605,0.07111122,238000,476,23800000,-0.0023923903,0.039274,0.9098768383264542,498.85,42.04003500952793,2081.110682964325,0.0035675648,11501,0.08305901
2.4301035,0.0318694,238500,477,23850000,-0.0026427407,0.038904,0.9217173904180527,499.53,42.81109003715814,2085.507437467575,0.0037184246,11676,0.0852115
2.4212506,0.084929995,239000,478,23900000,-0.0021318947,0.033172,0.8859433010220528,499.23,41.44087095769421,2089.8400835990906,0.0034361403,12866,0.08234947
2.412834,0.0874299,239500,479,23950000,-0.0023095435,0.054938007,0.9098932221531868,499.36,41.161022117296845,2093.775024175644,0.0046830582,10833,0.08184276
2.4089746,0.092935525,240000,480,24000000,-0.0023289951,0.04946,0.909633219242096,498.66,41.65810756592002,2098.4397480487823,0.004334359,11589,0.08233893
2.4039698,0.045097135,240500,481,24050000,-0.0020805285,0.044056,0.8756228983402252,500.0,42.08053199804753,2102.8048582077026,0.0039687627,12169,0.084161066
2.3995028,0.057650864,241000,482,24100000,-0.0025579021,0.037263997,0.939663503319025,499.54,41.50256757241119,2106.9610896110535,0.0035638683,11889,0.082572736
2.3951228,0.08581449,241500,483,24150000,-0.0021171472,0.037566,0.9080997630953789,499.45,41.71479279528359,2111.21479344368,0.0036114163,10936,0.08296638
2.3899312,0.09309681,242000,484,24200000,-0.0024511896,0.058464002,0.9108143895864487,498.67,41.429620775788244,2115.8363888263702,0.0048350627,11972,0.08175107
2.3844192,0.037839707,242500,485,24250000,-0.0026424702,0.03344,0.9208442345261574,500.0,41.70673362032149,2120.066193819046,0.003500533,10540,0.083413474
2.3787255,0.039731663,243000,486,24300000,-0.0024679145,0.033552,0.941937617957592,500.0,42.00720631888,2124.8606009483337,0.0034178228,11136,0.084014416
2.3732784,0.13524166,243500,487,24350000,-0.0025171652,0.041944,0.9230296313762665,499.35,40.47593291632642,2129.3987908363342,0.003988751,10562,0.08039983
2.3702645,0.026783664,244000,488,24400000,-0.0022947034,0.035712,0.9076056033372879,500.0,42.460121864052304,2134.186219930649,0.0035931978,10506,0.08492024
2.365024,0.08256836,244500,489,24450000,-0.001620387,0.025608,0.9128372147679329,498.65,41.63093446005307,2138.996970653534,0.0029079143,11167,0.08230175
2.361686,0.03720664,245000,490,24500000,-0.002320255,0.068344004,0.9311814084649086,499.4,42.70882186405579,2143.5273926258087,0.0055461316,11050,0.084867336
2.3593884,0.045144938,245500,491,24550000,-0.0017593459,0.041950002,0.9317631348967552,500.0,41.28336528203361,2148.110010623932,0.003957073,10966,0.08256673
2.3541362,0.04604178,246000,492,24600000,-0.002708091,0.045372,0.9309575259685516,499.33,42.08211047734407,2152.7198646068573,0.0040456746,11028,0.08365552
2.346807,0.07177717,246500,493,24650000,-0.0025158557,0.059885997,0.9097976833581924,499.26,41.95510479275748,2157.3134214878082,0.0049497574,11905,0.08329821
2.340067,0.08293946,247000,494,24700000,-0.0020869023,0.073484,0.9055399373173714,499.41,41.42758887033653,2161.566815853119,0.0058172024,12487,0.0823543
2.3336058,0.06917671,247500,495,24750000,-0.0019940822,0.065328,0.9053550139069557,499.32,41.767716141150814,2165.6188158988953,0.005206724,12798,0.08302906
2.330131,0.027043987,248000,496,24800000,-0.0022472146,0.048404,0.9078055992722511,500.0,42.732315247300015,2169.574653863907,0.0043308167,12763,0.08546463
2.323588,0.021549586,248500,497,24850000,-0.002621478,0.047847997,0.9242092967033386,500.0,42.3743591844627,2173.545078754425,0.004270748,10976,0.08474872
2.3111196,0.027537465,249000,498,24900000,-0.0019163374,0.023538,0.9093533977866173,500.0,42.612084505118,2178.149660587311,0.0027960457,11576,0.08522417
2.2964246,0.047005583,249500,499,24950000,-0.002655322,0.043767996,0.9295184537768364,499.43,42.24457095370499,2182.5248267650604,0.004110076,11579,0.08399161
2.2860494,0.03555339,250000,500,25000000,-0.002342504,0.029412001,0.9354943782091141,500.0,41.4147149877972,2186.897045850754,0.0031122165,10520,0.08282942
2.2811928,0.07790856,250500,501,25050000,-0.0023233583,0.05703,0.8842198625206947,499.27,42.00339589006064,2191.7045514583588,0.0047979555,10885,0.08338524
2.2795143,0.077447705,251000,502,25100000,-0.002632967,0.054054003,0.9070915058255196,498.54,42.68118925016659,2196.354504108429,0.004678334,12489,0.08418398
2.2780645,0.061480135,251500,503,25150000,-0.0019572678,0.027472,0.9147194251418114,500.0,41.56868559702489,2200.4074552059174,0.0029235007,11541,0.08313737
2.275868,0.05266822,252000,504,25200000,-0.001911203,0.028123999,0.9141706600785255,499.46,42.01874054134762,2204.7956399917603,0.0030843932,11110,0.08355543
2.2708197,0.05906884,252500,505,25250000,-0.0026215909,0.050751995,0.9030634164810181,499.31,42.0421282300364,2209.3537726402283,0.004403667,10738,0.08353778
2.2658315,0.04511979,253000,506,25300000,-0.0019843632,0.029146,0.9022072702646255,500.0,42.007373648930496,2214.075129032135,0.0030709219,11702,0.08401474
2.258123,0.09634445,253500,507,25350000,-0.0024958446,0.039416004,0.9096112698316574,498.05,42.31997413181384,2218.397916316986,0.003726383,11463,0.08311514
2.2511885,0.13183157,254000,508,25400000,-0.0021957718,0.042246,0.9040226712822914,498.38,41.983261308006206,2222.8087356090546,0.0038493983,12028,0.08237871
2.2483366,0.05470828,254500,509,25450000,-0.0023089459,0.053162,0.9098683521151543,499.51,42.35555399307137,2227.030288696289,0.004646356,11399,0.08422153
2.2402544,0.056916155,255000,510,25500000,-0.0024814524,0.057326,0.9042609632015228,499.31,42.59974899115378,2231.480991601944,0.0047997665,11939,0.08471793
2.228453,0.087416425,255500,511,25550000,-0.0028200059,0.052512,0.9281496778130531,498.73,41.729316114788475,2235.7217361927032,0.0046108635,12049,0.08241372
2.2208447,0.019428715,256000,512,25600000,-0.0023019612,0.027068,0.9013915657997131,500.0,43.05138492985689,2239.9211115837097,0.0030777515,11479,0.08610276
2.213525,0.037157748,256500,513,25650000,-0.0025813596,0.041414,0.9072831124067307,500.0,42.16256306700832,2244.327884912491,0.0038181893,11651,0.08432513
2.2058775,0.040833797,257000,514,25700000,-0.0024316492,0.031924,0.9049092382192612,500.0,41.80698680507661,2248.6736240386963,0.003314436,10711,0.08361398
2.1968656,0.104385495,257500,515,25750000,-0.002538457,0.055085998,0.8887687921524048,499.29,41.43512301972727,2253.390946149826,0.0046180096,11170,0.082343966
2.1882331,0.035702772,258000,516,25800000,-0.00191445,0.032961998,0.9082587212324142,500.0,42.37375633678088,2257.9212458133698,0.0032444913,10975,0.08474751
2.180666,0.020384148,258500,517,25850000,-0.0020358057,0.038411997,0.9214345887303352,500.0,42.56303186222651,2262.5237011909485,0.0037933935,11635,0.085126065
2.1752324,0.024858318,259000,518,25900000,-0.0021397718,0.012184,0.9288267642259598,500.0,42.10513570660051,2266.8717300891876,0.0019520922,11875,0.08421028
2.1714654,0.034817625,259500,519,25950000,-0.0019511522,0.030398,0.9273307248950005,500.0,42.27712704810001,2271.1380820274353,0.0032985597,11305,0.084554255
2.165563,0.02792725,260000,520,26000000,-0.0023448342,0.052414,0.9017019793391228,500.0,42.86837835826607,2275.6118972301483,0.004584385,12292,0.08573675
2.1584463,0.04045993,260500,521,26050000,-0.0024768305,0.038052,0.917322650551796,499.39,42.50463694058184,2279.741637468338,0.0037742183,11408,0.084526055
2.151664,0.024974305,261000,522,26100000,-0.002365846,0.027482,0.9490958414971828,499.47,42.37316117660901,2284.177835226059,0.0030261073,10654,0.084345944
2.1464558,0.052880783,261500,523,26150000,-0.0023222037,0.030898,0.8764527440071106,500.0,42.545408894099836,2288.924767255783,0.0032152687,11496,0.08509081
2.141086,0.031192074,262000,524,26200000,-0.0026670466,0.044776,0.9261357486248016,500.0,42.26353384575439,2293.330236673355,0.004147184,10946,0.08452707
2.1352906,0.048354067,262500,525,26250000,-0.002673122,0.046768002,0.9344521909952164,499.51,42.51669580079903,2297.9471604824066,0.0041202595,11759,0.08464834
2.127162,0.076756924,263000,526,26300000,-0.001569351,0.04749,0.8648444265127182,500.0,42.2677836939484,2302.248271226883,0.0041066897,11326,0.08453557
2.123213,0.040248163,263500,527,26350000,-0.002255065,0.032919995,0.9130474030971527,500.0,42.15831917323138,2306.7113692760468,0.0035031915,12082,0.08431664
2.1210294,0.05593555,264000,528,26400000,-0.0020119902,0.037547998,0.8863064050674438,499.02,43.20842795958459,2310.8978645801544,0.0036886062,11064,0.0857494
2.1184123,0.13212249,264500,529,26450000,-0.0033531215,0.066316,0.9003311768174171,498.05,42.18427191824187,2315.4636704921722,0.0055377595,11681,0.08287834
2.1182685,0.03407747,265000,530,26500000,-0.0026137107,0.04067,0.9282403513789177,500.0,41.66350485156305,2319.802899122238,0.0038907994,11844,0.083327
2.1160593,0.03276871,265500,531,26550000,-0.001829263,0.047367997,0.9165085777640343,500.0,42.46164128185208,2324.0770909786224,0.004235108,11350,0.08492329
2.1141455,0.1068547,266000,532,26600000,-0.0022629101,0.045472004,0.8858959153294563,499.34,41.61862236519914,2328.5392785072327,0.004178797,12282,0.08279692
2.112968,0.022068609,266500,533,26650000,-0.002357788,0.038518,0.9490817077457905,500.0,42.61649436707225,2332.6611495018005,0.0036135768,11781,0.08523298
2.1089294,0.052277483,267000,534,26700000,-0.002179859,0.035153996,0.8967166990041733,500.0,42.11992006590033,2336.955587863922,0.0034583479,11429,0.08423984
2.1051307,0.050436817,267500,535,26750000,-0.0023405422,0.048479997,0.9250384271144867,500.0,41.83425555233458,2341.381016969681,0.004257629,12337,0.083668515
2.0999987,0.061955165,268000,536,26800000,-0.0019666278,0.06436,0.8733675330877304,500.0,42.46976206305717,2345.4883024692535,0.0051396633,11102,0.08493951
2.0980067,0.020189844,268500,537,26850000,-0.002037629,0.026364002,0.9097140654921532,500.0,43.07496338781413,2350.050951242447,0.0030565944,11359,0.08614992
2.090947,0.033984844,269000,538,26900000,-0.0028710412,0.059346,0.911327950656414,500.0,41.909880701073924,2354.5122005939484,0.005031175,10650,0.08381977
2.0847607,0.032116383,269500,539,26950000,-0.0018452443,0.03084,0.9053459465503693,500.0,42.921375219106196,2359.256691932678,0.00337977,11052,0.08584275
2.080354,0.036472864,270000,540,27000000,-0.0024904453,0.054656,0.9253352582454681,500.0,42.28599234634631,2363.8383684158325,0.0046938383,11859,0.08457198
2.0716004,0.019782783,270500,541,27050000,-0.0021104165,0.022626,0.9183196946978569,500.0,43.20114415798127,2368.105633020401,0.0026808674,11241,0.08640228
2.0608861,0.025246108,271000,542,27100000,-0.0022816483,0.017004,0.9297763928771019,500.0,42.44464024379038,2372.6113080978394,0.0023626466,10732,0.08488928
2.0544472,0.102473415,271500,543,27150000,-0.0022416313,0.06282599,0.8910182490944862,499.42,42.05863394266031,2377.32190656662,0.005098977,10392,0.08361393
2.052315,0.04960757,272000,544,27200000,-0.0021788403,0.043644004,0.8913016319274902,500.0,42.29800054965621,2382.1808149814606,0.003955309,12049,0.08459599
2.0482872,0.05058845,272500,545,27250000,-0.0021696244,0.037639998,0.9075402170419693,500.0,42.38980083595047,2386.3786981105804,0.0035873707,11813,0.0847796
2.0450914,0.052450407,273000,546,27300000,-0.002082132,0.041386,0.926151342689991,499.37,42.40340445963531,2390.6714794635773,0.0039012798,12231,0.084335566
2.0437837,0.039678082,273500,547,27350000,-0.0020592385,0.054922003,0.8926599696278572,500.0,42.71829123398211,2394.8131029605865,0.0047309464,11427,0.08543658
2.038132,0.0514218,274000,548,27400000,-0.002579107,0.045274,0.9274461045861244,499.35,42.692746565431605,2399.247223377228,0.0040871673,10769,0.08488601
2.0300894,0.023449196,274500,549,27450000,-0.0025450445,0.043276,0.9232562929391861,500.0,42.630993497169655,2403.9550700187683,0.004013828,11229,0.085261986
2.0212321,0.054480355,275000,550,27500000,-0.0023754057,0.05658,0.9104873910546303,500.0,41.949836703861855,2408.461108446121,0.004768207,10542,0.08389968
2.0145698,0.030355474,275500,551,27550000,-0.0020753338,0.02086,0.9279178380966187,500.0,42.342102859507015,2413.2530760765076,0.002712646,11182,0.08468421
2.0100973,0.055067617,276000,552,27600000,-0.0019474231,0.032678,0.9234661236405373,499.5,42.50103152516664,2417.774989128113,0.0034014578,11097,0.08457968
2.005012,0.068500355,276500,553,27650000,-0.002464472,0.050176002,0.9073581099510193,499.4,42.09920832225773,2422.3412733078003,0.0044319136,10963,0.08368464
1.9984019,0.07166092,277000,554,27700000,-0.0027587072,0.063462004,0.9274395406246185,498.84,42.393974688720846,2426.9517283439636,0.005249073,11555,0.083830476
1.9936918,0.064216726,277500,555,27750000,-0.0024902155,0.06821401,0.9348113983869553,499.26,41.80490549515338,2431.3282504081726,0.005490703,11258,0.08305698
1.9905913,0.07996519,278000,556,27800000,-0.0027707447,0.035712,0.8928265422582626,499.18,42.590079894514076,2435.8260231018066,0.003520541,11393,0.084571
1.9884592,0.08251945,278500,557,27850000,-0.0018460108,0.030562002,0.8915388658642769,499.08,42.42826268133817,2440.2648136615753,0.0031990022,10835,0.0841699
1.9891701,0.049734935,279000,558,27900000,-0.0026484665,0.048378,0.932882733643055,499.28,42.799914644024085,2444.926922082901,0.004261726,12253,0.08510459
1.9895337,0.05573801,279500,559,27950000,-0.0023941477,0.050952,0.898909829556942,500.0,42.56447232179389,2449.0604124069214,0.0044242037,11879,0.08512895
1.9852425,0.031959068,280000,560,28000000,-0.0025946053,0.033152,0.9329094514250755,500.0,42.89903510528585,2453.3195185661316,0.003424976,11434,0.08579807
1.9805813,0.010191133,280500,561,28050000,-0.0025397944,0.028708,0.9419683404266834,500.0,43.32920523304376,2457.7438819408417,0.0031357068,10679,0.08665842
1.9740906,0.07779823,281000,562,28100000,-0.0024508946,0.053732,0.922592967748642,498.86,42.54279736671977,2462.4766314029694,0.0045588794,11610,0.0839813
1.9692205,0.042129643,281500,563,28150000,-0.0024956174,0.032750003,0.9195767641067505,500.0,42.42278992625028,2466.833414077759,0.0034073405,12417,0.08484557
1.9639943,0.021829415,282000,564,28200000,-0.0028814743,0.04546,0.9411866813898087,500.0,42.414558145050286,2470.9088332653046,0.004160281,11495,0.084829114
1.9584863,0.04578115,282500,565,28250000,-0.002283011,0.039628,0.9304771050810814,500.0,42.46176162855679,2475.3098146915436,0.0038537432,12349,0.08492351
1.9533997,0.05211889,283000,566,28300000,-0.002469127,0.037911996,0.9249917939305305,499.31,42.567898869842395,2479.4164955615997,0.0035861763,11395,0.08462565
1.9475025,0.0786327,283500,567,28350000,-0.0024724074,0.03887,0.896471731364727,499.39,42.63925899024172,2483.857393026352,0.003779248,11219,0.08470547
1.9433292,0.013684752,284000,568,28400000,-0.0023464677,0.019428,0.9526109956204891,500.0,43.321508486504825,2488.3617465496063,0.0025648603,10980,0.08664302
1.938508,0.0800906,284500,569,28450000,-0.0019348972,0.034654,0.8918263092637062,499.08,43.107448022150436,2492.9707238674164,0.0035180002,11475,0.085404694
1.9346926,0.08517995,285000,570,28500000,-0.0026593567,0.035110004,0.9192439317703247,499.03,42.62832256943282,2497.3786220550537,0.0035503772,11427,0.084531814
1.9340467,0.07515488,285500,571,28550000,-0.0025412578,0.039758,0.9195634201169014,498.48,43.03169308127621,2501.8097977638245,0.0038177513,11181,0.084983066
1.9338564,0.10545657,286000,572,28600000,-0.0020391827,0.048898,0.8878936097025871,498.8,42.5388410487878,2506.3326325416565,0.004275947,11168,0.084120676
1.9324458,0.01708432,286500,573,28650000,-0.0021037292,0.025976002,0.9257283881306648,500.0,43.274388899195635,2510.8581912517548,0.0028935126,12509,0.08654878
1.9293356,0.043394744,287000,574,28700000,-0.002663983,0.034616,0.942240547388792,498.67,42.77757305102301,2514.9035065174103,0.0033395924,11121,0.08457925
1.9304892,0.07832768,287500,575,28750000,-0.0024008858,0.02879,0.9184555336833,499.23,41.987293446814164,2519.458112478256,0.0031878334,11510,0.08343085
1.9311612,0.01575776,288000,576,28800000,-0.002271295,0.04797,0.9134259447455406,500.0,43.422203129088665,2523.849849462509,0.004340475,10807,0.08684441
1.9267105,0.023168517,288500,577,28850000,-0.0019192286,0.045574002,0.9295353591442108,500.0,43.07396956762481,2528.530361890793,0.0041319304,11907,0.08614794
1.9205908,0.042024296,289000,578,28900000,-0.0024717585,0.058294,0.9031658470630646,500.0,42.90582433295387,2532.7795553207397,0.0048644124,11769,0.08581165
1.9174778,0.09791809,289500,579,28950000,-0.0025078636,0.02716,0.9110949635505676,499.42,41.81600887652297,2537.0859277248383,0.0029338074,11537,0.08312288
1.9152542,0.011553482,290000,580,29000000,-0.0024519623,0.038226,0.9419501572847366,500.0,43.525660369572144,2541.4709968566895,0.0038449815,11448,0.08705132
1.9063088,0.057169802,290500,581,29050000,-0.0021966442,0.042340003,0.9203190132975578,500.0,42.438323340518274,2545.8890964984894,0.0039064223,11791,0.08487664
1.9020342,0.037424345,291000,582,29100000,-0.002724935,0.038734,0.9409744516015053,500.0,42.70893763333139,2550.1762177944183,0.0037413556,11387,0.08541786
1.8987929,0.05808751,291500,583,29150000,-0.0022450674,0.041020006,0.9150201305747032,499.25,42.82740619881457,2554.615930080414,0.003931711,12820,0.08503774
1.8956972,0.05634907,292000,584,29200000,-0.0021828907,0.050668,0.9154745116829872,499.22,42.75413540562484,2558.564333677292,0.0043640183,11480,0.084979765
1.8937943,0.046173792,292500,585,29250000,-0.0027067063,0.028752,0.8916252255439758,500.0,42.37742067992529,2562.996342420578,0.0031524897,11521,0.08475485
1.8891897,0.045846026,293000,586,29300000,-0.0029206541,0.064928,0.9088998883962631,499.53,43.39822770130701,2567.394336462021,0.0053328034,12073,0.08632449
1.8825327,0.012527227,293500,587,29350000,-0.002055349,0.023354,0.9397929236292839,500.0,43.2008989933422,2571.5878522396088,0.002808703,11675,0.0864018
1.8745502,0.022106862,294000,588,29400000,-0.002760825,0.037452,0.9493216574192047,500.0,43.19503921470172,2575.918568611145,0.0036970123,11342,0.08639008
1.8649435,0.01950268,294500,589,29450000,-0.002511052,0.028188,0.9251810759305954,500.0,43.396636062070684,2580.375015258789,0.0030994024,12083,0.08679327
1.8566294,0.030632526,295000,590,29500000,-0.0022809606,0.044518,0.9143643081188202,500.0,43.15932137560321,2584.562829732895,0.0040712426,11484,0.08631864
1.8484108,0.03413645,295500,591,29550000,-0.0023945742,0.040221997,0.9283160269260406,500.0,43.06721533855216,2588.967019557953,0.0039727995,10798,0.086134434
1.8384492,0.018926147,296000,592,29600000,-0.0024331068,0.046416,0.9112953245639801,500.0,43.54348822026477,2593.6557598114014,0.0041593434,10909,0.08708698
1.8295319,0.015312871,296500,593,29650000,-0.001817608,0.026519999,0.9021235927939415,500.0,43.965104214612566,2598.287796974182,0.0030203096,11656,0.0879302
1.8218302,0.12372128,297000,594,29700000,-0.0022298614,0.041978,0.8940892964601517,498.84,42.63353889751004,2602.636602163315,0.0037791352,11435,0.084121935
1.8167204,0.020717755,297500,595,29750000,-0.0022646075,0.052242,0.9132570177316666,500.0,43.28357006420869,2607.0602130889893,0.004403398,11099,0.08656714
1.8103755,0.042357333,298000,596,29800000,-0.0022874535,0.046884,0.9126745015382767,499.41,43.252501731176544,2611.6187472343445,0.004254966,11938,0.08606082
1.8032993,0.033236865,298500,597,29850000,-0.0025880164,0.043544,0.9336084574460983,500.0,43.30728670257424,2615.8571949005127,0.0040846085,10665,0.08661457
1.7978026,0.1513888,299000,598,29900000,-0.0024312665,0.08386201,0.8879927694797516,497.49,42.92074657775573,2620.597308397293,0.0063577704,11919,0.0839097
1.7975448,0.05122283,299500,599,29950000,-0.0025369024,0.063034,0.931071050465107,499.19,42.780605871317455,2624.842204093933,0.005176113,11766,0.08489727
1.7961426,0.055102892,300000,600,30000000,-0.0027306587,0.032367997,0.9307680800557137,499.13,43.09200832537601,2629.144856452942,0.0034733326,11924,0.085598156
1.7884226,0.055682026,300500,601,30050000,-0.0025264104,0.045326002,0.9312702491879463,500.0,42.71857654398493,2633.3871030807495,0.0041002855,12127,0.08543714
1.7819278,0.03802898,301000,602,30100000,-0.0025623557,0.036342002,0.9276374652981758,499.4,43.75224541867087,2637.5595393180847,0.0036294744,12064,0.086934716
1.773955,0.036458142,301500,603,30150000,-0.0019773971,0.03472,0.8926015347242355,500.0,43.543248335199024,2641.755826473236,0.0034135585,11971,0.087086506
1.7680786,0.01950146,302000,604,30200000,-0.0023433312,0.043746002,0.9183052778244019,500.0,43.42322969113558,2645.9863135814667,0.00400143,10706,0.086846456
1.7603111,0.012825544,302500,605,30250000,-0.0020044148,0.02464,0.9286700263619423,500.0,43.862590070488004,2650.7081048488617,0.0029693914,11660,0.087725185
1.7500446,0.034438908,303000,606,30300000,-0.0024847337,0.049352,0.9259847849607468,500.0,42.8741446569079,2655.0576276779175,0.004542075,11306,0.08574829
1.7410599,0.02347197,303500,607,30350000,-0.002670457,0.053424,0.9285377040505409,500.0,43.22477508269567,2659.528572320938,0.0046943426,11721,0.08644955
1.7311869,0.06428778,304000,608,30400000,-0.0022196579,0.041594,0.8997900187969208,499.07,42.96462175920686,2663.844743013382,0.003960463,10065,0.085183516
1.7255516,0.038799427,304500,609,30450000,-0.0028111148,0.040868,0.9156727641820908,500.0,42.99026694900284,2668.8698048591614,0.0038054034,11115,0.08598053
1.7236674,0.047942292,305000,610,30500000,-0.0024557903,0.034080002,0.9233673810958862,500.0,42.50036439937825,2673.4284512996674,0.0034899325,11670,0.08500073
1.721328,0.068242736,305500,611,30550000,-0.0021811768,0.023584003,0.9098280146718025,498.4,43.321677608593234,2677.765058040619,0.0028254625,11363,0.08562095
1.717528,0.053325158,306000,612,30600000,-0.0025658251,0.05223,0.9189214929938316,500.0,42.55894406434078,2682.2201833724976,0.0045473506,12795,0.08511789
1.7119735,0.014235432,306500,613,30650000,-0.0022551438,0.022769999,0.9462764151394367,500.0,43.38416900635107,2686.1972501277924,0.0027375626,12083,0.08676834
1.7045307,0.024585161,307000,614,30700000,-0.001883867,0.05065,0.9017614126205444,500.0,42.92508877149225,2690.3858454227448,0.004505351,11737,0.08585019
1.6970227,0.024130788,307500,615,30750000,-0.0023497134,0.06758,0.9087369441986084,500.0,43.086615794404004,2694.695901155472,0.005446185,11440,0.08617323
1.6881574,0.009903083,308000,616,30800000,-0.0026087018,0.045184005,0.9468188434839249,500.0,43.311066008145716,2699.118614912033,0.0041488954,11133,0.08662214
1.6787655,0.031244975,308500,617,30850000,-0.002354176,0.032514,0.9312029108405113,499.5,43.34602667882095,2703.661627292633,0.0031868194,12019,0.086154446
1.6726872,0.015890893,309000,618,30900000,-0.0020088714,0.043738,0.9210623949766159,500.0,43.55104369025612,2707.8696484565735,0.00404575,12021,0.08710209
1.6676247,0.042265203,309500,619,30950000,-0.002222036,0.052474,0.9075685441493988,499.22,43.27661905869283,2712.0949234962463,0.0045939074,11525,0.08601104
1.6644127,0.014679065,310000,620,31000000,-0.0024406419,0.033898,0.9196754917502403,500.0,43.544746432008466,2716.4927220344543,0.0035814315,11296,0.087089494
1.6593701,0.04620108,310500,621,31050000,-0.0021456454,0.040628,0.919985257089138,499.43,43.17584461301092,2720.9888241291046,0.0036952447,12368,0.08583809
1.6564436,0.022654014,311000,622,31100000,-0.0027175017,0.05195,0.9391465038061142,500.0,42.79487573441134,2725.080151319504,0.004529779,12254,0.085589744
