approxkl,fps,n_updates,ep_len_mean,clipfrac,total_timesteps,serial_timesteps,value_loss,ep_reward_mean,policy_loss,explained_variance,true_reward,time_elapsed,policy_entropy
0.007663406,8466,148,88.97,0.09672001,7400000,74000,0.00060460716,19.979944778122007,-7.6729775e-05,0.9999483148530999,0.24630158,953.7755901813507,1.6293647
0.007839368,8639,149,88.8,0.101344004,7450000,74500,0.00064316345,19.883878754694013,0.0003206323,0.9999433848461194,0.24615127,959.9420957565308,1.5905861
0.00921704,7990,150,88.75,0.122875996,7500000,75000,0.0005822653,19.86592672539875,0.0014301705,0.9999499179903069,0.24632832,966.2346045970917,1.5716101
0.0082970485,8598,151,88.18,0.10803001,7550000,75500,0.0004640146,19.593997898846865,0.00013148229,0.9999602268944727,0.2457689,972.9657728672028,1.5405632
0.010270264,8597,152,88.39,0.13917203,7600000,76000,0.0004357306,19.695868821367622,0.001399552,0.9999640049281879,0.24604294,979.4202735424042,1.5101304
0.008477667,8259,153,88.2,0.113345996,7650000,76500,0.00041964065,19.594352693110704,-4.4434833e-05,0.9999646809883416,0.245805,985.6867275238037,1.4841282
0.008453189,8478,154,88.38,0.11078003,7700000,77000,0.0005143825,19.695726471357048,0.00036787923,0.9999641951872036,0.24610332,992.3775863647461,1.4601092
0.009338942,8515,155,88.4,0.12406999,7750000,77500,0.0006983163,19.698936625290663,0.0014927678,0.9999610905724694,0.24606553,998.8161466121674,1.4431331
0.008315819,8260,156,88.25,0.10949597,7800000,78000,0.00043676497,19.63807355646044,0.00075409794,0.9999650401587132,0.24596943,1005.1741011142731,1.4259021
0.008689536,8227,157,88.5,0.114884,7850000,78500,0.00055321463,19.737427762150766,0.0012527796,0.9999575239162368,0.24614076,1011.8289575576782,1.4017301
0.009871923,8270,158,88.07,0.131834,7900000,79000,0.00036925433,19.547542081233114,0.00067466527,0.9999693713471061,0.24585082,1018.456077337265,1.3869721
0.009134547,8210,159,88.23,0.12191003,7950000,79500,0.0003869848,19.619644954558463,0.00085274683,0.9999687520503358,0.24599504,1024.783627986908,1.3676567
0.008337618,8171,160,88.08,0.109716006,8000000,80000,0.000376152,19.562799664475023,-0.0001826654,0.9999669934913982,0.24585307,1031.2853384017944,1.3421701
0.007740076,8347,161,88.27,0.100526005,8050000,80500,0.000495051,19.65116499805823,0.0003758398,0.9999659012319171,0.24607483,1037.8425183296204,1.3198978
0.010160587,8068,162,88.2,0.13834001,8100000,81000,0.00046313417,19.616797933392228,0.0016816924,0.9999678973326809,0.24601668,1044.0917739868164,1.3056105
0.009400041,8333,163,88.38,0.129638,8150000,81500,0.0005035485,19.70858928343281,0.00072681566,0.999958402619086,0.24615502,1050.5967845916748,1.2850019
0.009498138,8451,164,88.36,0.13130198,8200000,82000,0.0004328027,19.68147741271183,0.0009853512,0.9999654059574823,0.2459381,1057.120805978775,1.2649287
0.009311665,8313,165,88.47,0.12672597,8250000,82500,0.00040347315,19.745057863984258,0.000762022,0.9999663585622329,0.24598776,1063.4347040653229,1.2514019
0.008945812,8293,166,88.26,0.11808597,8300000,83000,0.00056326634,19.651757777109744,0.0012481536,0.9999690142794861,0.24601837,1069.8960256576538,1.2261904
0.0084065925,8365,167,88.68,0.11129199,8350000,83500,0.00066030637,19.852355361077933,-0.00014825645,0.9999409755437227,0.24619988,1076.3742763996124,1.1986357
0.009812169,8522,168,88.36,0.13404998,8400000,84000,0.0003929062,19.696997036524117,0.000790111,0.9999656908876204,0.2459656,1082.807267665863,1.1728294
0.009442163,8374,169,88.66,0.122070014,8450000,84500,0.00045716946,19.841506895739585,-3.6228852e-05,0.9999606695091643,0.24622253,1089.1418571472168,1.1579539
0.008558649,8320,170,88.3,0.11341002,8500000,85000,0.0005995797,19.677335302904247,0.00022097406,0.9999709502117184,0.24586597,1095.7966420650482,1.1435192
