explained_variance,time_elapsed,ep_len_mean,total_timesteps,fps,true_reward,clipfrac,policy_loss,policy_entropy,ep_reward_mean,approxkl,serial_timesteps,n_updates,value_loss
0.9092835262417793,114.67499709129333,27.77,1700000,16350,-0.015063434,0.052618008,-0.007900733,4.972357,-0.03471055269241333,0.004992758,17000,34,0.060751494
0.9096806198358536,118.17445039749146,27.8,1750000,15623,-0.016377464,0.047072005,-0.0076013235,4.9449263,-0.03431435465812683,0.0045361035,17500,35,0.05844189
0.908993236720562,121.95486879348755,27.01,1800000,16445,-0.014237244,0.048136007,-0.0076777763,4.9219956,0.3154072499275207,0.004750697,18000,36,0.06119294
0.9103419557213783,125.62883305549622,29.42,1850000,17130,-0.013159215,0.05724401,-0.008376163,4.892747,-0.012274866104125976,0.0051798197,18500,37,0.06079085
0.9137675762176514,129.0485258102417,31.31,1900000,16319,-0.010928098,0.05407999,-0.007952674,4.8704925,0.23699444890022278,0.0049958215,19000,38,0.061556768
0.9142359122633934,132.78200125694275,29.65,1950000,15553,-0.010590617,0.053297997,-0.007825803,4.840463,0.26215008974075316,0.0050376807,19500,39,0.06350968
0.9109670296311378,136.45959615707397,25.25,2000000,16454,-0.011632296,0.05797201,-0.008273771,4.8065276,0.1001953935623169,0.005307181,20000,40,0.06849707
0.9219541251659393,140.13570380210876,27.77,2050000,19471,-0.009427872,0.050554004,-0.007625558,4.78099,0.21609174251556396,0.0048396904,20500,41,0.058452558
0.909995399415493,143.22436928749084,28.47,2100000,14451,-0.008590042,0.062122006,-0.00873143,4.7573967,0.269278838634491,0.005500298,21000,42,0.06380242
0.921746201813221,146.89378452301025,31.32,2150000,21276,-0.004154114,0.053910002,-0.008149176,4.735192,0.34904149651527405,0.0050103203,21500,43,0.06018311
0.9186308607459068,149.81308245658875,30.08,2200000,16588,-0.0061495625,0.054316007,-0.007708616,4.7117662,0.3014006733894348,0.005005534,22000,44,0.06848824
0.9232806786894798,153.42548656463623,28.08,2250000,18299,-0.007043145,0.060286015,-0.008761122,4.6779394,0.3478360915184021,0.0054553724,22500,45,0.065995224
0.9227327853441238,156.68992257118225,28.42,2300000,16091,-0.002297974,0.059463996,-0.008495643,4.639548,0.248839328289032,0.005369887,23000,46,0.06151662
0.9284153655171394,160.32093739509583,30.42,2350000,17255,-0.003187375,0.061529994,-0.008278104,4.6076455,0.14038409233093263,0.0054439562,23500,47,0.060261715
0.930268868803978,163.76649045944214,30.15,2400000,18192,-0.002057056,0.058486003,-0.008231185,4.5835094,0.4748340213298798,0.005295873,24000,48,0.062155873
0.9315595999360085,167.04167890548706,28.77,2450000,19023,0.0015892113,0.07054001,-0.009135658,4.5582714,0.6939075219631196,0.005984496,24500,49,0.06102729
0.9333958700299263,170.19782543182373,31.85,2500000,17842,0.0008952164,0.064513996,-0.0086133,4.515023,0.8603672277927399,0.0056915884,25000,50,0.062031206
0.9292635172605515,173.28840684890747,32.83,2550000,17135,0.0038682432,0.066176005,-0.008672679,4.4824862,0.8509227204322815,0.005679694,25500,51,0.063979514
0.9341611340641975,176.7367069721222,33.78,2600000,15621,0.0041149156,0.05969199,-0.008740254,4.452431,0.5394084358215332,0.005372833,26000,52,0.06688273
0.9387174434959888,180.4828019142151,33.04,2650000,16168,0.003614956,0.057231992,-0.008298733,4.4262204,0.9331995302438736,0.005179904,26500,53,0.06276133
0.9353020191192627,184.27586221694946,30.66,2700000,18123,0.004094792,0.069394,-0.008421121,4.3906584,0.748964956998825,0.005993601,27000,54,0.0631381
0.9390580542385578,187.529221534729,33.95,2750000,19795,0.0061592273,0.062430006,-0.008640812,4.354491,0.7392448449134826,0.005475269,27500,55,0.06229952
0.9410359151661396,190.53440237045288,28.93,2800000,18223,0.0072931903,0.062347997,-0.008417648,4.3270984,0.8742941117286682,0.005461107,28000,56,0.060000606
0.9397935718297958,193.52152466773987,32.28,2850000,17386,0.005592916,0.057703994,-0.00817005,4.3054547,0.6641849935054779,0.0051767635,28500,57,0.062824585
0.9409651719033718,196.9185552597046,30.4,2900000,18249,0.007027215,0.06010399,-0.008739952,4.285851,0.6889182901382447,0.0053732395,29000,58,0.059568476
0.9433589018881321,200.20875930786133,33.18,2950000,15252,0.008421591,0.059526,-0.008104183,4.2548666,0.7562315142154694,0.0054419674,29500,59,0.06525473
0.9437773935496807,203.96484231948853,33.51,3000000,16620,0.0087710135,0.06426599,-0.009075061,4.2205977,0.9057518565654754,0.005636035,30000,60,0.059677564
0.9516629837453365,207.67433619499207,34.68,3050000,18822,0.012134977,0.061088,-0.008499388,4.1884747,1.027045601606369,0.005421866,30500,61,0.058944296
0.9473727233707905,210.82971262931824,33.01,3100000,14973,0.011081893,0.064183995,-0.008721327,4.1543894,1.0250217735767364,0.0055923085,31000,62,0.063239545
0.9518052451312542,214.65031385421753,32.0,3150000,17582,0.010314289,0.063106,-0.008464945,4.116729,0.6593251547217369,0.005594287,31500,63,0.05756674
0.9518551006913185,218.06246757507324,31.08,3200000,16530,0.010594348,0.06725801,-0.0089443,4.0835524,0.942154484987259,0.0058150627,32000,64,0.05966943
0.951470859348774,221.45633959770203,34.34,3250000,19177,0.013215289,0.061102003,-0.008189979,4.059626,0.9858368289470673,0.005396766,32500,65,0.05643077
0.9541314467787743,224.72098970413208,31.86,3300000,14445,0.012822458,0.07076199,-0.009188194,4.0340424,0.9046491229534149,0.0059482753,33000,66,0.05656099
0.9503724128007889,228.89657378196716,39.64,3350000,17677,0.00967797,0.067757994,-0.00904997,4.003999,1.1371626579761505,0.005819038,33500,67,0.060810532
0.9531393609941006,232.19386267662048,34.17,3400000,15971,0.010542322,0.064465985,-0.00882958,3.9744449,0.9008727759122849,0.005660913,34000,68,0.057297837
0.9546497166156769,235.89959263801575,35.23,3450000,17119,0.0134571865,0.06366398,-0.008731701,3.9338577,1.1700151783227921,0.0056216447,34500,69,0.05676704
0.9586066082119942,239.3830316066742,38.63,3500000,15691,0.015890703,0.06752799,-0.008600222,3.902068,1.1442328029870987,0.0058092237,35000,70,0.056737337
0.9610818475484848,243.03421020507812,37.13,3550000,15112,0.014324855,0.059983987,-0.008128078,3.872748,1.1647051274776459,0.0053772205,35500,71,0.05174235
0.9584513381123543,246.9027693271637,36.81,3600000,16991,0.014172634,0.07088001,-0.008521508,3.845567,1.2996496701240539,0.0059875436,36000,72,0.054027
0.9569034241139889,250.20083594322205,34.81,3650000,16667,0.014546993,0.06132401,-0.009176085,3.82782,1.2022033321857453,0.005378274,36500,73,0.054518465
0.9613630585372448,253.90207242965698,36.83,3700000,15259,0.015715027,0.064766005,-0.008555821,3.7991667,1.270724641084671,0.0056416388,37000,74,0.05368869
0.9625995121896267,257.76451563835144,39.19,3750000,15277,0.01604564,0.068802,-0.008377674,3.7674832,1.6698532605171204,0.0059084464,37500,75,0.0509433
0.9630775488913059,261.5515024662018,40.03,3800000,16857,0.017012177,0.065808,-0.0082704825,3.7467277,1.5810905933380126,0.005629206,38000,76,0.051917057
0.9648571610450745,265.0062475204468,45.93,3850000,15219,0.016940854,0.06714599,-0.008847705,3.730792,1.558080211877823,0.0056847576,38500,77,0.049722705
0.9585777707397938,268.865736246109,39.02,3900000,18682,0.017089607,0.06369399,-0.008397,3.7086966,1.2970677602291107,0.0055314424,39000,78,0.05992751
0.965721383690834,272.109091758728,41.55,3950000,13480,0.016691456,0.06604,-0.008396614,3.688799,1.6736711072921753,0.0056718932,39500,79,0.04805567
0.9653808549046516,276.2953255176544,44.89,4000000,17368,0.018404534,0.06307199,-0.008345291,3.6719778,1.5985098952054977,0.005450906,40000,80,0.052021787
0.9651883281767368,279.6920976638794,39.86,4050000,19606,0.019170405,0.068908006,-0.009062703,3.647388,1.5951184380054473,0.0058797067,40500,81,0.049991816
0.9712258111685514,282.76824736595154,49.28,4100000,15155,0.017104378,0.065468,-0.008610639,3.6122782,1.503310638666153,0.0057352786,41000,82,0.042780552
0.9706822782754898,286.55590176582336,54.91,4150000,17204,0.019780796,0.07228801,-0.009459151,3.583484,1.8464548456668854,0.0060402383,41500,83,0.043656122
0.9675237499177456,290.0655372142792,46.77,4200000,17125,0.019317025,0.070992,-0.008860539,3.5572796,1.8860118675231934,0.0059774006,42000,84,0.050024703
0.9678892642259598,293.5056686401367,51.73,4250000,15867,0.01993269,0.07123,-0.008948691,3.5310333,2.038672444820404,0.0059852977,42500,85,0.05013582
0.9711361173540354,297.0979633331299,50.69,4300000,17615,0.017965227,0.0664,-0.008796893,3.5072215,1.7484278428554534,0.0057637547,43000,86,0.043477632
0.9717377461493015,300.5623309612274,55.1,4350000,16401,0.018171245,0.064902,-0.008536744,3.4886374,1.9663645827770233,0.005584413,43500,87,0.04417147
0.9721014127135277,304.18566393852234,59.89,4400000,16462,0.020176157,0.067976,-0.008849431,3.4650831,2.083467360138893,0.005848622,44000,88,0.045291323
0.9705240111798048,307.6438639163971,64.5,4450000,16450,0.018919215,0.076759994,-0.009520131,3.4348845,2.2425960016250612,0.006293374,44500,89,0.04827236
0.9726108461618423,311.3047688007355,80.83,4500000,17179,0.016820747,0.081782,-0.009521175,3.4188247,2.498825203180313,0.006574234,45000,90,0.041707326
0.9660846628248692,314.80415630340576,119.95,4550000,14935,0.017708516,0.075842,-0.009908607,3.4059365,2.520798419713974,0.006285933,45500,91,0.04940215
0.9729726891964674,318.6173322200775,129.98,4600000,16523,0.017198829,0.08194801,-0.010135153,3.387063,2.569718064069748,0.006594078,46000,92,0.041247405
0.9722998254001141,322.2102019786835,190.08,4650000,16005,0.018511329,0.08653001,-0.010508694,3.3655655,3.127759557962418,0.0069082724,46500,93,0.040448643
0.9751924686133862,325.80491518974304,203.26,4700000,14491,0.017839631,0.08303598,-0.009881726,3.337681,3.4395270138978957,0.006746594,47000,94,0.034680307
0.9696387760341167,329.72050762176514,233.38,4750000,15176,0.013963781,0.08184599,-0.009923876,3.3100386,2.7623976290225984,0.00666425,47500,95,0.035061553
0.9687941186130047,333.61121892929077,228.38,4800000,15730,0.01570404,0.089156,-0.010145903,3.287021,3.447918823361397,0.007057631,48000,96,0.039387383
0.971748610958457,337.47431468963623,261.84,4850000,18268,0.01620447,0.09162199,-0.011165955,3.2608936,3.67300899207592,0.0072517414,48500,97,0.035312824
0.9741858672350645,340.6741244792938,325.21,4900000,16804,0.016607132,0.09734601,-0.011180732,3.238678,4.656167076826096,0.0074870717,49000,98,0.031239823
0.9682751931250095,344.103803396225,316.74,4950000,19321,0.016562145,0.094660014,-0.010796772,3.2189078,4.978870416879654,0.0073722964,49500,99,0.037246514
0.9731367770582438,347.0482511520386,345.43,5000000,19330,0.017051267,0.08951201,-0.010066331,3.2003863,5.331415766179561,0.0070520365,50000,100,0.030625928
0.9694420117884874,350.1471040248871,372.19,5050000,18408,0.016747879,0.100808,-0.010267398,3.1700354,5.675926008820534,0.007747181,50500,101,0.032036647
0.96995042078197,353.48336601257324,395.0,5100000,18290,0.014658343,0.110138,-0.010439872,3.1438282,5.389314605593682,0.008219865,51000,102,0.027883627
0.9730058461427689,356.67540311813354,411.89,5150000,18877,0.01565882,0.114976,-0.010904998,3.1101403,6.115678577423096,0.008494663,51500,103,0.026109202
0.9734269417822361,359.88136410713196,415.28,5200000,15898,0.01688665,0.106493995,-0.010475881,3.0737524,6.613720814585686,0.008016057,52000,104,0.026009817
0.9753214698284864,363.5101354122162,423.56,5250000,14934,0.017117204,0.112045996,-0.010841042,3.0455751,7.108051519989967,0.008229482,52500,105,0.023538254
0.9729609955102205,367.39823961257935,426.59,5300000,15091,0.016837921,0.10058199,-0.010830773,3.0325942,7.18550731420517,0.0075761806,53000,106,0.025482535
0.9718248713761568,371.2950234413147,431.2,5350000,16545,0.016274327,0.09637001,-0.010625698,3.0113616,7.2038276994228365,0.007393879,53500,107,0.026412075
0.9708546921610832,374.74193382263184,422.22,5400000,14942,0.01665526,0.093562,-0.009940704,2.9850047,6.981892571672797,0.0073167603,54000,108,0.026585734
0.9679666273295879,378.64324617385864,400.77,5450000,16634,0.016868087,0.089768,-0.010100294,2.9583662,6.756571214944124,0.0070887953,54500,109,0.029250173
0.9722174480557442,382.225163936615,331.0,5500000,15180,0.019473495,0.08773399,-0.009493763,2.9358015,6.472124797105789,0.006983474,55000,110,0.027881233
0.9689152613282204,386.07290291786194,271.45,5550000,16563,0.021599093,0.078757994,-0.009495255,2.9124484,6.048184937462211,0.0064489646,55500,111,0.033645235
0.9649839140474796,389.38959288597107,199.29,5600000,16660,0.021073611,0.067080006,-0.009183656,2.8936996,4.985147597938776,0.0058224793,56000,112,0.03533603
0.9724373687058687,392.91304087638855,215.57,5650000,17527,0.025263838,0.06410799,-0.009255999,2.8654854,5.784822708591819,0.00572561,56500,113,0.03407071
0.9704828392714262,396.41325068473816,200.87,5700000,16496,0.024799831,0.062810004,-0.009869209,2.8270617,5.517778405621648,0.0056401193,57000,114,0.03708668
0.966906264424324,399.88203024864197,230.79,5750000,17784,0.02312307,0.05893402,-0.008589619,2.8045745,5.745047042518854,0.005250279,57500,115,0.038721733
0.9694807194173336,403.1001603603363,202.84,5800000,19810,0.024097314,0.064194,-0.009918274,2.786729,5.6623008640110495,0.0055655553,58000,116,0.03756418
0.9698778297752142,406.2565975189209,243.68,5850000,16891,0.024985813,0.058409996,-0.008683222,2.764271,6.198086600899696,0.0053228796,58500,117,0.035732854
0.9719584248960018,409.7332012653351,199.67,5900000,14638,0.025906852,0.060141977,-0.00859985,2.7425644,5.582611474990845,0.0053595304,59000,118,0.033341505
0.9685178361833096,413.5448215007782,188.73,5950000,16158,0.024201142,0.057747982,-0.009082154,2.7199907,5.394044677093625,0.005296311,59500,119,0.038270157
0.9750384781509638,417.30385875701904,191.15,6000000,17459,0.025389425,0.055879995,-0.009231411,2.6927,5.8834431809932,0.005216269,60000,120,0.031853892
0.9680546224117279,420.7471036911011,217.44,6050000,16069,0.02556493,0.051122002,-0.009013635,2.6730642,6.26537675358355,0.0047771973,60500,121,0.03922204
0.97331084869802,424.331538438797,193.29,6100000,15254,0.026053067,0.064224,-0.009318878,2.6600437,5.934776373207569,0.005626674,61000,122,0.032931164
0.965263158082962,427.93367528915405,194.49,6150000,16589,0.02506047,0.066202,-0.0097672185,2.6392124,5.563363836482167,0.005789061,61500,123,0.04070487
0.9662791788578033,431.41951394081116,175.87,6200000,17261,0.026910124,0.061599992,-0.0091692265,2.625457,5.561893011033535,0.0053674495,62000,124,0.04356809
0.9716882556676865,434.9205424785614,210.25,6250000,15924,0.026573427,0.053190004,-0.008762348,2.6211443,6.148917320147157,0.0048919665,62500,125,0.035580475
0.9711913783103228,438.7414405345917,204.97,6300000,15863,0.026231768,0.069364004,-0.009486455,2.6005414,5.537638220191002,0.005973852,63000,126,0.037606046
0.9740946274250746,442.45313811302185,180.53,6350000,15992,0.028545495,0.06044998,-0.008972333,2.5812225,6.206980762556196,0.0053001945,63500,127,0.037380777
0.970581566914916,446.00513553619385,145.4,6400000,20172,0.028599301,0.060696002,-0.009315507,2.562609,5.092068515792489,0.0053848554,64000,128,0.04219553
0.9678675048053265,448.92497420310974,161.46,6450000,18287,0.027059875,0.06334801,-0.009800577,2.5383224,5.846115837469697,0.005619244,64500,129,0.047820438
0.9716143906116486,452.0234110355377,168.87,6500000,15840,0.028127024,0.068516016,-0.009901716,2.519127,5.541658192202449,0.0058550835,65000,130,0.03989539
0.970099588856101,455.55832982063293,182.79,6550000,18667,0.028262515,0.055866007,-0.009354251,2.4969652,5.916514516994357,0.0050664693,65500,131,0.041541304
0.9767510369420052,458.91582202911377,170.75,6600000,15679,0.027067639,0.06557999,-0.009349849,2.477018,5.564161166548729,0.0057122502,66000,132,0.03240009
0.9722418319433928,462.7694673538208,189.68,6650000,17817,0.02733569,0.065296,-0.009250031,2.450999,5.817925286367536,0.0057229414,66500,133,0.038234316
0.9765657838433981,466.15573287010193,182.79,6700000,15868,0.0289213,0.064642005,-0.009337775,2.4267766,6.074105100929737,0.0056350715,67000,134,0.036089994
0.976750710979104,469.7184224128723,163.93,6750000,16655,0.028303238,0.072362006,-0.009746084,2.4083617,5.306650225445628,0.006109465,67500,135,0.03507211
0.9736054930835962,473.2318081855774,174.7,6800000,16661,0.030404754,0.060237993,-0.009345922,2.3878903,5.776795151606202,0.0053938706,68000,136,0.039939918
0.9703437499701977,476.7784345149994,191.94,6850000,20155,0.029995887,0.06717799,-0.009457205,2.3724952,6.507406993806362,0.0057777087,68500,137,0.04691577
0.9777367897331715,479.8144519329071,174.59,6900000,19737,0.02867909,0.062751986,-0.008803518,2.3645191,5.81376278847456,0.005511682,69000,138,0.034275077
0.9741937778890133,482.5543415546417,166.46,6950000,18276,0.028694749,0.06348401,-0.009465957,2.359877,5.7933704237639905,0.005544945,69500,139,0.039414562
0.9758167807012796,485.84495282173157,208.02,7000000,15773,0.028076973,0.066252,-0.009523512,2.349266,6.327538814544678,0.0057757213,70000,140,0.03502974
0.9768655933439732,489.5173900127411,160.96,7050000,16766,0.030172313,0.068528,-0.009334908,2.3238974,5.632884474396706,0.005926988,70500,141,0.036626305
0.9699174668639898,492.94556427001953,173.03,7100000,20037,0.029116748,0.061637998,-0.008990602,2.302039,5.465444199740887,0.0054791803,71000,142,0.04547102
0.9769129306077957,495.8843603134155,183.41,7150000,18274,0.030540071,0.064554006,-0.009601804,2.2783132,5.858684173822403,0.0056676185,71500,143,0.03765972
0.9758043698966503,498.8860924243927,166.01,7200000,15366,0.031020787,0.068813995,-0.009467116,2.2502637,5.96755372479558,0.0059331073,72000,144,0.038682617
0.9744413234293461,502.59249448776245,160.99,7250000,17163,0.028130727,0.06610599,-0.009032923,2.228427,5.415172936022282,0.005738842,72500,145,0.03709698
0.9680892452597618,506.00285744667053,160.14,7300000,17027,0.031478588,0.069356,-0.009344265,2.214238,5.33849261417985,0.00589305,73000,146,0.05058687
0.9735861215740442,509.4444634914398,150.98,7350000,14530,0.03218919,0.06960402,-0.009692235,2.2029555,5.252827864214778,0.005995959,73500,147,0.041701775
0.9709802884608507,513.3470194339752,140.36,7400000,19460,0.03169825,0.06800199,-0.008450836,2.196969,5.201064607724548,0.0057940255,74000,148,0.045189027
0.9775615744292736,516.3109760284424,141.63,7450000,19430,0.030748917,0.07092801,-0.009688956,2.1863387,5.000422106683255,0.006004828,74500,149,0.03421334
0.9779323302209377,519.1191322803497,169.1,7500000,18791,0.031191532,0.062173985,-0.008861061,2.1819205,5.601828273162246,0.005457039,75000,150,0.034612723
0.9778910987079144,522.3343050479889,163.34,7550000,18001,0.03175494,0.07499399,-0.009841441,2.166296,5.66001686707139,0.0062587964,75500,151,0.035812177
0.976343547925353,525.5037307739258,135.65,7600000,18781,0.032224704,0.075597994,-0.009602142,2.1476085,5.097858883291483,0.006325919,76000,152,0.03666441
0.9802314769476652,528.3677449226379,132.62,7650000,18305,0.03404453,0.067098014,-0.008865168,2.1305852,4.990680841431022,0.005760395,76500,153,0.03340362
0.9762979373335838,531.5106358528137,164.34,7700000,16266,0.0326019,0.06930799,-0.009708193,2.1114237,6.167123892977834,0.0059779137,77000,154,0.04130964
0.9790874812752008,535.0768089294434,129.52,7750000,17101,0.03353093,0.073616005,-0.009114164,2.1035535,5.250403127968311,0.0061653643,77500,155,0.03473244
0.9787497222423553,538.4704885482788,145.27,7800000,17001,0.033069305,0.07410999,-0.009894346,2.0973089,5.528487408161164,0.006190696,78000,156,0.03365004
0.9778234381228685,542.0367336273193,137.95,7850000,19058,0.03300607,0.072882,-0.009265546,2.088106,5.05231112793088,0.006092721,78500,157,0.03660747
0.9793796539306641,545.1075100898743,138.84,7900000,16789,0.03519166,0.07067999,-0.008965018,2.0744982,5.679880630001426,0.0060238927,79000,158,0.03642005
0.9777290243655443,548.3154509067535,113.68,7950000,17188,0.034497768,0.074179985,-0.009784144,2.052151,4.684245573505759,0.006363051,79500,159,0.0367061
0.9793970789760351,551.7181363105774,116.53,8000000,19854,0.035396434,0.08172201,-0.009914831,2.03015,4.9973534831404685,0.0066585676,80000,160,0.036142375
0.9808086641132832,554.7271227836609,121.46,8050000,15369,0.034095448,0.075945996,-0.009034836,2.020856,5.245118621736765,0.006240726,80500,161,0.032826517
0.9674718603491783,558.3364100456238,121.03,8100000,17449,0.035870384,0.067490004,-0.008898077,2.0178752,5.305838870033622,0.0058100503,81000,162,0.06217516
0.9803958833217621,561.7002527713776,132.11,8150000,17523,0.033420887,0.071112014,-0.008856046,2.0155058,5.262874609827995,0.0060002864,81500,163,0.03429565
0.9816556572914124,564.8432953357697,147.85,8200000,18584,0.032516465,0.07557999,-0.00917193,1.9929261,5.200376681759954,0.0064114737,82000,164,0.030065453
0.9786197021603584,568.0791010856628,131.89,8250000,19252,0.03352114,0.07918999,-0.009209635,1.9750586,5.457190986722708,0.0065047606,82500,165,0.038547024
0.9803021568804979,571.037825345993,119.82,8300000,18722,0.036139745,0.07209401,-0.008748273,1.9615823,5.555994800925255,0.0060912576,83000,166,0.03740151
0.9810343366116285,574.1270632743835,116.92,8350000,16559,0.037168562,0.06600801,-0.009235105,1.9399418,5.0477661331743,0.005794066,83500,167,0.033389855
0.9822542238980532,577.6599757671356,134.52,8400000,15795,0.033499092,0.082596,-0.009688493,1.9201752,5.45297919370234,0.006751045,84000,168,0.028484797
0.9801327604800463,581.2787747383118,127.66,8450000,17111,0.034989912,0.08072399,-0.00871526,1.900307,5.1772469902783635,0.0066149,84500,169,0.033429783
0.9807212706655264,584.6793518066406,121.94,8500000,17502,0.035816513,0.070524,-0.009438845,1.8737612,5.162831598594785,0.006167606,85000,170,0.033868257
0.9781982824206352,588.1081261634827,121.07,8550000,16296,0.03594427,0.08189399,-0.009512898,1.8516046,5.455282224938274,0.0068058427,85500,171,0.040946852
0.9813702777028084,591.4768359661102,115.1,8600000,18194,0.03579098,0.07470401,-0.009929209,1.8334106,4.900488357841969,0.0063219797,86000,172,0.03309824
0.9799137972295284,594.6903052330017,115.41,8650000,15019,0.03661026,0.077899985,-0.009052566,1.823022,5.102440931126475,0.0064233756,86500,173,0.037038747
0.9804048631340265,598.6713304519653,99.05,8700000,14847,0.038475133,0.080965996,-0.008566744,1.8172401,4.693110370188951,0.0066201864,87000,174,0.03533729
0.9798449333757162,602.4674639701843,129.28,8750000,18902,0.03773156,0.074115984,-0.009477422,1.8133912,5.7136695535480975,0.0062019313,87500,175,0.03769796
