serial_timesteps,policy_loss,approxkl,ep_reward_mean,n_updates,fps,ep_len_mean,explained_variance,true_reward,total_timesteps,clipfrac,value_loss,policy_entropy,time_elapsed
1185500,-0.0011443049,0.20005985,35.59989196154236,2371,9917,467.74,0.9883363228291273,0.04449441,118550000,0.31901997,0.21758153,-3.8550575,13081.556843280792
1186000,-0.0006581848,0.06531892,36.61509881905502,2372,9907,465.42,0.9927070597186685,0.04562511,118600000,0.31811997,0.1282868,-3.8742936,13087.028358221054
1186500,-0.0022817056,0.08643824,36.90181598235455,2373,9848,469.12,0.9855273813009262,0.049148526,118650000,0.35443404,0.25166756,-3.8649383,13092.701967954636
1187000,-0.002888489,0.09700851,36.94615298407494,2374,9884,473.2,0.986970653757453,0.05250815,118700000,0.33596393,0.1994124,-3.886623,13098.337373495102
1187500,0.0014789894,0.10836054,36.13872150955074,2375,9928,475.34,0.9841285217553377,0.052054923,118750000,0.42101,0.24217719,-3.9136422,13104.011270999908
1188000,-0.0016102246,0.10458288,35.5801511298912,2376,9919,469.57,0.9866026947274804,0.045660306,118800000,0.40250397,0.24117598,-3.909803,13109.495426654816
1188500,-0.002124989,0.1178486,38.59336190399206,2377,9961,468.68,0.9789585322141647,0.051314253,118850000,0.25348598,0.3661265,-3.9050112,13115.126385688782
1189000,0.0002661478,0.10180273,36.51597124083813,2378,9964,466.4,0.9921842757612467,0.045926202,118900000,0.3803761,0.14191169,-3.9037702,13120.630470752716
1189500,-0.00042057995,0.101822846,37.11997082201191,2379,9932,469.16,0.9790259972214699,0.050599106,118950000,0.42110398,0.33635157,-3.8817823,13126.146507263184
1190000,-0.007071703,1.9251348,38.2410758491181,2380,9929,476.92,0.8583699762821198,0.049119424,119000000,0.3089521,3.1571634,-3.925996,13131.767904520035
1190500,-0.0026102313,0.11743659,36.01643821474066,2381,9901,467.65,0.9773346800357103,0.045501605,119050000,0.329142,0.43848294,-3.965354,13137.264108896255
1191000,-0.0031684893,0.21298777,37.71655177018805,2382,9945,472.89,0.9839229509234428,0.05311298,119100000,0.29791605,0.2554714,-4.00386,13142.922980308533
1191500,0.00016923675,0.074204534,38.027689548597785,2383,9939,474.64,0.9897284563630819,0.055265088,119150000,0.28234202,0.15145838,-3.998838,13148.418903827667
1192000,-0.0013646919,0.10843125,35.647516441765184,2384,9907,466.48,0.990425425581634,0.043540694,119200000,0.34235993,0.17757176,-3.9913125,13153.746461391449
1192500,0.0015455225,0.103451595,37.1946292179497,2385,9948,476.37,0.9890058226883411,0.056031156,119250000,0.48662803,0.14685929,-3.9894626,13159.312214136124
1193000,-0.0011023363,2.420308,35.81310832552193,2386,9954,460.63,0.9767876751720905,0.039120626,119300000,0.39249396,0.5196693,-3.993862,13164.877207756042
1193500,-0.002272335,0.11431581,36.913729107120304,2387,9949,461.84,0.9860272156074643,0.042652495,119350000,0.24268799,0.2797686,-4.0065174,13170.299696922302
1194000,-0.0008667593,0.066829704,35.966305292118214,2388,9928,473.52,0.9922372326254845,0.0507238,119400000,0.32148194,0.1232156,-4.0060515,13175.64393234253
1194500,-0.004986013,1.2933192,37.49055153083783,2389,9945,474.6,0.9553723782300949,0.052825414,119450000,0.328698,0.72880083,-4.0175753,13181.10575246811
1195000,0.0039857333,0.10846185,37.624256939307124,2390,9881,473.41,0.9901133105158806,0.053239834,119500000,0.34582794,0.14912324,-4.023037,13186.63680100441
1195500,-0.004335272,0.2635044,37.39799892190718,2391,9939,461.13,0.9753522612154484,0.040575378,119550000,0.28526002,0.5404995,-4.021875,13192.299115657806
1196000,0.00021398142,0.104885906,35.29015241419878,2392,9918,468.92,0.9866999313235283,0.045024548,119600000,0.31192598,0.24224468,-4.0522118,13197.787359714508
1196500,0.0011566203,0.2564186,37.09066878019388,2393,9886,464.08,0.9872245080769062,0.04462066,119650000,0.332854,0.25028673,-4.0526195,13203.387783765793
1197000,-0.00021270882,0.08454443,39.047897087881594,2394,9929,471.08,0.9920264417305589,0.054769654,119700000,0.370498,0.12078681,-4.0492754,13208.919084787369
1197500,0.0013168663,0.07777573,36.32018287301431,2395,9834,465.11,0.995919038541615,0.044770487,119750000,0.42544198,0.07388312,-4.0305767,13214.522189855576
1198000,0.0025201782,0.1309276,36.35403839536919,2396,9873,467.15,0.987792176194489,0.046754323,119800000,0.37141404,0.21991192,-4.030362,13220.011600971222
1198500,0.0027635393,0.11451868,34.49630908785065,2397,9910,464.21,0.9922687374055386,0.040933464,119850000,0.43714795,0.15608488,-3.9918656,13225.543121099472
1199000,0.0008286353,0.076752335,35.71024950255547,2398,9964,470.42,0.992308319080621,0.047583863,119900000,0.41296795,0.12166558,-4.0006814,13231.144222021103
1199500,-0.0025661897,0.44519722,37.45640354823938,2399,9946,470.79,0.9801564626395702,0.050967697,119950000,0.3093559,0.34097564,-4.03747,13236.648312330246
1200000,0.005714346,0.18387803,35.61882671602807,2400,9969,471.01,0.9893734958022833,0.047943853,120000000,0.44018394,0.16986048,-4.02421,13242.275161743164
1200500,0.0012804718,0.137336,36.80505819808391,2401,9946,468.85,0.9895691014826298,0.048194647,120050000,0.38064197,0.1783527,-4.016971,13247.88242983818
1201000,-0.0021505607,0.117985256,37.71169247367292,2402,9876,467.18,0.9882733952254057,0.048846226,120100000,0.27512595,0.20178898,-4.005251,13253.481337308884
1201500,0.0018447756,0.13067782,35.781995302822196,2403,9941,473.32,0.9913244685158134,0.049607437,120150000,0.40336198,0.13772285,-4.0187583,13258.976245641708
1202000,-0.004909732,0.7349959,34.69860887338578,2404,9944,462.19,0.9694903902709484,0.03787788,120200000,0.27330202,0.68619233,-4.025604,13264.683770895004
1202500,-0.00083918025,0.096766494,36.15914594721844,2405,9917,466.6,0.9836859237402678,0.045199115,120250000,0.35856587,0.306043,-4.0542984,13270.041572093964
1203000,-0.0026325358,0.11712923,36.93485105328411,2406,9971,476.0,0.9872859958559275,0.05456669,120300000,0.3635539,0.18470655,-4.0762115,13275.514724969864
1203500,0.0021960707,0.1207933,36.09490756895133,2407,9913,467.12,0.9791852850466967,0.04676402,120350000,0.416506,0.3768804,-4.074286,13280.997215032578
1204000,0.0055500465,0.17951822,34.70935761174751,2408,9875,464.99,0.9831742104142904,0.042879324,120400000,0.48545212,0.32097983,-4.061018,13286.260289907455
1204500,-0.00012250162,0.1487295,35.6327600987323,2409,9901,469.43,0.9919899264350533,0.047077578,120450000,0.316434,0.13820854,-4.038466,13291.85461640358
1205000,0.0012885937,0.32655945,35.98240045726734,2410,9905,466.43,0.9705553948879242,0.044448726,120500000,0.33132607,0.59945226,-4.0645247,13297.475161790848
1205500,-0.0033002861,0.16176106,37.68656466710598,2411,9858,468.19,0.9799478948116302,0.048326004,120550000,0.35372406,0.37014157,-4.092388,13303.08323764801
1206000,0.0015770675,0.2697219,36.32126514546151,2412,9880,469.55,0.9856538008898497,0.04834844,120600000,0.38462585,0.2472075,-4.1157928,13308.669434070587
1206500,0.0030767617,0.25162452,35.82400080591262,2413,9888,469.54,0.9889327920973301,0.04744572,120650000,0.37358597,0.18454218,-4.09776,13314.18968629837
1207000,-0.008511508,25.422155,35.337371490318986,2414,9927,470.51,0.36505210399627686,0.004584955,120700000,0.270144,75.01344,-4.121308,13319.869970321655
1207500,0.00085088884,0.087815724,35.637015854576205,2415,9919,473.92,0.9912039060145617,0.05047481,120750000,0.390612,0.13498569,-4.1208687,13325.144340276718
1208000,0.00386189,0.0961271,36.15697041448631,2416,9916,470.09,0.990833898074925,0.050010074,120800000,0.42778397,0.1449017,-4.1108274,13330.810009241104
1208500,0.00039107978,0.1428374,37.416125790803946,2417,9890,473.76,0.9829729199409485,0.05380018,120850000,0.383034,0.25185037,-4.1184263,13336.3239402771
1209000,0.0020085801,0.3940792,33.59404975802984,2418,9898,461.45,0.9852601923048496,0.03570611,120900000,0.29604402,0.32826397,-4.1183734,13341.746587753296
1209500,0.0010714356,0.25927576,34.9182954310009,2419,9940,463.71,0.9880523290485144,0.03952034,120950000,0.34102204,0.24346763,-4.11013,13347.36288189888
1210000,-0.0041275644,0.4453678,36.724990212734355,2420,9882,462.98,0.9729542043060064,0.042551797,121000000,0.31637794,0.5781053,-4.112733,13352.707296848297
1210500,0.0053284154,0.14791566,36.732744304293135,2421,9937,470.11,0.9918428724631667,0.04962268,121050000,0.47544196,0.13173544,-4.124851,13358.194384336472
1211000,0.0007583124,0.74529564,35.219465916130645,2422,9908,461.19,0.9774105064570904,0.038627487,121100000,0.34647396,0.49591625,-4.117854,13363.70728468895
1211500,-0.0029247373,0.35364726,36.815047947555115,2423,9883,462.41,0.9871498886495829,0.042752016,121150000,0.36240193,0.26123753,-4.145252,13369.200796365738
1212000,-0.0006011556,8.7568,36.12379804761309,2424,9920,460.79,0.979019183665514,0.03863297,121200000,0.32415202,0.49567887,-4.1574454,13374.643881320953
1212500,0.0015968552,0.12225916,37.65135377184232,2425,9895,473.33,0.9912710404023528,0.05364814,121250000,0.40883005,0.12500481,-4.185324,13380.000542402267
1213000,-0.0024748214,0.14786606,37.5476693157956,2426,9948,472.72,0.9822698272764683,0.05379782,121300000,0.303762,0.27092808,-4.212825,13385.598690986633
1213500,0.0020514692,0.19882345,37.35084024631078,2427,9915,465.38,0.9836478289216757,0.046204023,121350000,0.41054004,0.31264144,-4.2192826,13391.179454088211
1214000,0.005244835,0.11298298,35.96724444362825,2428,9933,467.79,0.993474165443331,0.04651295,121400000,0.41744193,0.113071576,-4.2026143,13396.754095554352
1214500,0.0021729614,0.12526432,34.83875642741361,2429,9924,463.77,0.9839080795645714,0.041291002,121450000,0.44244203,0.32017127,-4.1678753,13402.31994509697
1215000,0.0016689296,0.08321649,36.27174255940428,2430,9895,465.92,0.9895291971042752,0.04412461,121500000,0.38368005,0.19744103,-4.165224,13407.951417922974
1215500,-0.0031417324,0.26257712,36.390294717590315,2431,9910,465.71,0.9765709917992353,0.04336491,121550000,0.303132,0.47846466,-4.1556215,13413.380028247833
1216000,0.0024872483,0.21612516,37.00022580425211,2432,9909,471.24,0.991525337100029,0.051282633,121600000,0.42405397,0.13944758,-4.1381207,13419.061019420624
1216500,0.0025128713,0.4599172,36.61445612992154,2433,9939,469.1,0.9892616709694266,0.047651105,121650000,0.37510398,0.19314611,-4.143189,13424.556352376938
1217000,0.0012325634,0.12418871,36.94462368480876,2434,9911,473.47,0.9865294490009546,0.05159839,121700000,0.38538402,0.21725778,-4.1163673,13429.99588894844
1217500,-0.0004760333,0.10523167,37.87650907986648,2435,9915,463.91,0.983888192102313,0.047547832,121750000,0.38726008,0.30421174,-4.085221,13435.60282444954
1218000,0.0024987846,0.16664022,37.03680030099642,2436,9927,466.19,0.9883893290534616,0.046883497,121800000,0.427656,0.21228115,-4.0712986,13441.233563899994
1218500,0.002771301,0.075217016,36.106946629442405,2437,9920,476.86,0.9933380433358252,0.054349452,121850000,0.42271003,0.092990786,-4.070257,13446.841789245605
1219000,-0.000929611,0.07771037,36.17645153176752,2438,9927,472.38,0.9908056817948818,0.049959064,121900000,0.41247004,0.14452763,-4.0804687,13452.401151895523
1219500,0.0011805748,0.07614895,35.71813935556694,2439,9907,464.8,0.991333395242691,0.04331884,121950000,0.3919721,0.16370665,-4.080633,13457.7424659729
1220000,0.0062134545,0.12770063,36.576421063218895,2440,9920,479.27,0.9882871164008975,0.056466386,122000000,0.52406806,0.1588419,-4.059491,13463.32359290123
1220500,-0.0034133492,0.18050364,36.982231721500845,2441,9887,469.86,0.9880357319489121,0.048980087,122050000,0.31654593,0.21462983,-4.0409713,13468.823207855225
1221000,-0.0014622563,0.098693736,37.44287314789776,2442,9882,463.61,0.9916350925341249,0.045439072,122100000,0.37632796,0.15928806,-4.077175,13474.215795993805
1221500,-0.0015749435,0.10731381,37.421232851788766,2443,9943,481.77,0.9873228268697858,0.06032601,122150000,0.3500759,0.15167052,-4.06234,13479.819272756577
1222000,0.008428473,0.12939905,37.31126110885328,2444,9947,477.3,0.985927464440465,0.057051793,122200000,0.45880002,0.18507126,-4.0421777,13485.384605407715
1222500,0.0024888646,0.1048179,36.65395009019725,2445,9925,468.15,0.9887356217950583,0.04815974,122250000,0.37799203,0.19632576,-4.0320234,13491.0042989254
1223000,0.0014584962,0.3802374,38.27004512308817,2446,9899,473.82,0.9825093001127243,0.055275805,122300000,0.408806,0.26809737,-4.0049324,13496.284664392471
1223500,-0.0007097444,0.072600536,37.47193919760857,2447,9960,469.92,0.9886378943920135,0.051840775,122350000,0.34879407,0.1799232,-3.9773495,13501.87888264656
1224000,0.00376833,0.09668959,38.24386791797344,2448,9956,476.77,0.986971840262413,0.058511622,122400000,0.41652203,0.17083883,-3.9588277,13507.334523200989
1224500,-0.00034032634,0.31124753,38.29101498056781,2449,9917,472.64,0.9811673201620579,0.054550253,122450000,0.41882813,0.29496092,-3.9296937,13512.816161870956
1225000,-5.2728363e-05,0.0826662,37.548577281625825,2450,9905,466.65,0.9876329433172941,0.048105404,122500000,0.35013992,0.22754568,-3.9213996,13518.41619682312
1225500,0.004211042,0.118394874,35.526229479760715,2451,9925,469.08,0.9908419111743569,0.045986943,122550000,0.4941619,0.16097622,-3.9382892,13523.872251272202
1226000,-0.00075843243,0.59225863,36.77129704089981,2452,9945,469.88,0.9779852293431759,0.04795504,122600000,0.3812,0.43869695,-3.9546392,13529.18513250351
1226500,-0.0047385213,0.6583054,37.04277767030396,2453,9912,467.82,0.9223376363515854,0.0431761,122650000,0.28038797,1.8232797,-3.984079,13534.725446462631
1227000,0.002860093,0.12025562,37.12788714149306,2454,9922,470.23,0.989222040399909,0.04991525,122700000,0.43904212,0.18077296,-3.982729,13540.286367177963
1227500,0.0005233633,0.10487082,36.588818318229116,2455,9917,462.65,0.9870608355849981,0.043434747,122750000,0.36969203,0.2507409,-3.9877486,13545.912396907806
1228000,0.0025071914,0.1757333,36.983593726659294,2456,9927,467.87,0.9872273281216621,0.048182484,122800000,0.3414699,0.21853745,-4.003246,13551.467046022415
1228500,0.0032555757,0.15573496,36.49321195116895,2457,9913,473.0,0.9879337139427662,0.051286545,122850000,0.42035988,0.1875235,-3.9802957,13557.007640123367
1229000,0.0011894726,0.11052519,38.27669685441384,2458,9939,467.43,0.9857706017792225,0.050456915,122900000,0.420864,0.24733071,-3.9956238,13562.670865535736
1229500,-0.0067493324,1.5127872,37.979636564366096,2459,9927,471.68,0.9285227209329605,0.049720116,122950000,0.26169997,1.446149,-4.019459,13568.314577579498
1230000,0.0013667468,0.15408695,37.58099099775261,2460,9910,467.36,0.9863358298316598,0.048954763,123000000,0.3702759,0.23867859,-4.037752,13573.72068285942
1230500,0.003070786,0.08194129,36.580154008113404,2461,9885,467.21,0.9916658364236355,0.046991948,123050000,0.43498206,0.14262764,-4.0249205,13579.156387090683
1231000,0.0028794885,0.13803698,36.415318474205485,2462,9912,469.61,0.9841089360415936,0.04804227,123100000,0.40890002,0.282442,-4.0305963,13584.73941898346
1231500,-0.00079567335,0.1095496,38.29289536740245,2463,9946,474.27,0.980790363624692,0.056732096,123150000,0.34757397,0.26660502,-4.0244675,13590.033560276031
1232000,0.0052158944,0.124585584,35.362123105841455,2464,9914,468.39,0.988860847428441,0.04573873,123200000,0.43688396,0.19891301,-4.009549,13595.543181657791
1232500,0.0012651666,0.072692536,36.89869314552716,2465,9967,467.57,0.9955132170580328,0.04814277,123250000,0.36353,0.072787404,-3.9819398,13601.141110420227
1233000,-0.00121472,0.09466621,35.252899267881965,2466,9987,466.32,0.9881660975515842,0.04310346,123300000,0.35966796,0.23078817,-3.9608407,13606.450321912766
1233500,-0.0010054907,0.121843666,38.27884367407725,2467,9962,471.95,0.9859321732074022,0.05417274,123350000,0.320862,0.23491232,-3.981718,13611.997730016708
1234000,0.0016517101,0.087815724,37.211878766546526,2468,9928,466.87,0.9930240930989385,0.049100555,123400000,0.42861998,0.11965129,-3.979406,13617.389330863953
