serial_timesteps,clipfrac,ep_len_mean,n_updates,true_reward,total_timesteps,value_loss,ep_reward_mean,approxkl,policy_entropy,policy_loss,explained_variance,fps,time_elapsed
303500,0.39743394,498.16,607,0.08125151,30350000,0.09749672,41.5493738364802,0.059816122,-3.403519,-0.00068467425,0.9571147337555885,8114,3988.099189043045
304000,0.299916,496.44,608,0.07657174,30400000,0.12048578,39.997454987829514,0.07931559,-3.4041476,-0.001702528,0.9700423162430525,8215,3994.8199541568756
304500,0.321902,497.65,609,0.07851138,30450000,0.1477496,40.439086405129494,0.23496476,-3.4286768,-0.00039151363,0.954438854008913,8398,4001.3845930099487
305000,0.37636006,498.37,610,0.077837475,30500000,0.20246926,39.85920580794667,0.7275764,-3.4461112,0.0012498673,0.9368290603160858,8190,4007.9456503391266
305500,0.31999004,496.96,611,0.076376975,30550000,0.271985,39.605716640560296,0.464376,-3.461329,-0.0015217427,0.9372600615024567,8424,4014.7009530067444
306000,0.3676439,494.12,612,0.07795657,30600000,0.2558223,41.393424718049175,0.23181161,-3.486108,-0.00047170743,0.9386852122843266,8481,4021.248663187027
306500,0.331562,499.12,613,0.079021715,30650000,0.12687807,39.86915421192105,0.32249114,-3.5192642,-9.6650525e-05,0.9472092613577843,7815,4027.65239405632
307000,0.41402802,498.28,614,0.082176544,30700000,0.11321447,41.93034614778174,0.1060808,-3.531942,0.00011067122,0.9475003071129322,8517,4034.5041587352753
307500,0.40172982,495.99,615,0.076482505,30750000,0.17742729,40.06214714441092,0.16341339,-3.5375772,0.002803326,0.9554827399551868,8153,4040.921842813492
308000,0.29245597,495.73,616,0.07533285,30800000,0.24808113,39.58783570974272,0.25288522,-3.5600033,-0.004009314,0.9492326006293297,8241,4047.628748655319
308500,0.42926806,497.87,617,0.07699637,30850000,0.091640234,39.56097799997373,0.117708914,-3.5744867,0.0001543242,0.9743434637784958,8268,4054.113420724869
309000,0.386306,498.37,618,0.080212064,30900000,0.025801504,40.941164175249924,0.059406657,-3.5584967,0.0029538644,0.988312179222703,8177,4060.591781139374
309500,0.36111194,495.27,619,0.07707797,30950000,0.18081552,40.84109710624189,0.12451684,-3.5555246,-0.0020428651,0.9590226411819458,8822,4067.261447429657
310000,0.516326,500.0,620,0.0810398,31000000,0.07630438,40.519898230787454,0.15359259,-3.5736663,0.0057558445,0.9601795636117458,7907,4073.481028318405
310500,0.33842403,496.02,621,0.07730976,31050000,0.21042614,40.613920745909844,0.25557053,-3.5628164,-0.0016148839,0.9471250362694263,8351,4080.411100625992
311000,0.3502159,495.21,622,0.07520068,31100000,0.24010609,39.63816070060059,0.2530982,-3.583645,-0.000105153806,0.9527300298213959,8115,4087.0200078487396
311500,0.43983996,498.36,623,0.080249794,31150000,0.07794005,40.923958892381016,0.10473275,-3.5879486,0.005193838,0.9726695641875267,8606,4093.606524705887
312000,0.35936195,498.13,624,0.08148844,31200000,0.055525623,41.522991253981196,0.06795998,-3.5578363,0.0016383639,0.9763769526034594,8553,4099.660559654236
312500,0.38495594,498.48,625,0.08299844,31250000,0.030774076,42.1713369016933,0.055585288,-3.5635974,0.0056667905,0.9843694064766169,8598,4106.103573322296
313000,0.30260792,494.64,626,0.06570689,31300000,6.6989946,39.3058259704818,0.6896513,-3.5914917,-0.0055352543,0.6327912509441376,8751,4112.1390788555145
313500,0.28027996,492.28,627,0.07280723,31350000,0.44409698,40.26703046332603,0.15167648,-3.5911973,0.0015238454,0.9367584213614464,8137,4118.372203350067
314000,0.42761806,497.28,628,0.07648822,31400000,0.13910654,39.491307324687604,0.12960726,-3.5782175,0.0029014326,0.967144064605236,8262,4125.121463060379
314500,0.41756204,496.75,629,0.07751759,31450000,0.20290135,40.08359311354528,0.1567922,-3.5698545,0.001874388,0.9467563182115555,8313,4131.462996721268
315000,0.243224,495.71,630,0.07185206,31500000,0.8739387,39.325200706909094,0.4869902,-3.5961971,-0.005198202,0.899203859269619,8547,4138.102035522461
315500,0.39544797,496.3,631,0.07971028,31550000,0.10426351,41.53558958537451,0.077657886,-3.5903425,0.0020148435,0.9688227400183678,8298,4144.307839870453
316000,0.49633998,496.25,632,0.07819201,31600000,0.14736086,40.72923073425454,0.095184915,-3.591445,0.0024436512,0.9604996703565121,8318,4151.006051778793
316500,0.39045402,499.44,633,0.079821624,31650000,0.050866317,40.15982190944276,0.06041696,-3.5534344,0.0025051946,0.9757382106035948,8051,4157.464482307434
317000,0.24411196,490.68,634,0.067446165,31700000,1.2481631,39.72815248877723,2.3643198,-3.5426667,-0.00035851583,0.8895779177546501,8283,4164.232441663742
317500,0.36556202,496.25,635,0.07896313,31750000,0.14913765,41.2492367682775,0.10100359,-3.5966184,-0.0005931415,0.9593783468008041,8592,4170.61391544342
318000,0.32149395,496.19,636,0.07406831,31800000,0.26240084,38.974003156985816,0.2147644,-3.6401355,-0.0008380461,0.9576579742133617,8362,4176.857330799103
318500,0.40697795,498.77,637,0.078415975,31850000,0.1330255,39.707065684362995,0.13768372,-3.6568856,0.0014425908,0.9560572989284992,8160,4183.292447805405
319000,0.415476,495.7,638,0.0752949,31900000,0.20326498,39.77152322896643,0.118184894,-3.6365442,0.0019613018,0.9585026316344738,8423,4189.935794353485
319500,0.3821481,497.45,639,0.07890036,31950000,0.120390266,40.61161312457234,0.1520159,-3.6290708,0.0068018227,0.962007898837328,8177,4196.429594039917
320000,0.44613785,497.26,640,0.075512886,32000000,0.18456411,39.1437546732066,0.20844561,-3.6452863,0.004030158,0.9617507420480251,8278,4203.135691642761
320500,0.50814795,492.65,641,0.074555576,32050000,0.22395468,39.9736613315845,0.19494052,-3.646215,0.004080763,0.9589582234621048,8013,4209.599178791046
321000,0.38651007,496.61,642,0.07725963,32100000,0.15185028,40.09140419619235,0.087535165,-3.641798,-0.0015897043,0.963836133480072,8432,4216.445573568344
321500,0.40736,497.53,643,0.07677541,32150000,0.12348762,39.469215933953635,0.14445634,-3.6849194,-0.00027549776,0.9693091865628958,8196,4222.641649961472
322000,0.38211998,495.68,644,0.07644093,32200000,0.35527226,40.18568012208034,0.14132625,-3.7039523,-0.0012873899,0.9258242174983025,8596,4229.241533994675
322500,0.34886602,492.97,645,0.07269938,32250000,0.4141685,39.45280074335549,0.46381837,-3.7232697,0.0008037973,0.9376905597746372,8059,4235.535153627396
323000,0.34467602,493.61,646,0.06900561,32300000,0.77094865,37.59271001192623,0.47003108,-3.760434,0.0012096285,0.9111258834600449,8288,4242.01335811615
323500,0.49312198,498.03,647,0.07786898,32350000,0.11267745,39.752897037005695,0.11623603,-3.778121,0.0024808377,0.9636636003851891,8657,4248.610594034195
324000,0.30549404,496.07,648,0.07589488,32400000,0.18412429,39.728216250480294,0.5898166,-3.7984486,0.0014808257,0.9624820947647095,8306,4254.622770547867
324500,0.43052396,497.21,649,0.075336374,32450000,0.2453797,39.27192430951793,0.29436585,-3.8152735,0.0049487376,0.9520368315279484,8069,4261.070667505264
325000,0.40540805,499.13,650,0.08133674,32500000,0.097659566,41.04262627320632,0.10726848,-3.8114483,0.0016004606,0.9573606885969639,8182,4267.734184265137
325500,0.46119413,497.66,651,0.07934652,32550000,0.050405115,40.69602584429078,0.07619004,-3.7903345,0.0055779736,0.9802280515432358,8198,4274.436123609543
326000,0.29483405,494.65,652,0.07236644,32600000,0.53110045,39.608043743978484,0.82429296,-3.771694,-0.00012212318,0.933846615254879,8392,4281.046394586563
326500,0.33090198,495.6,653,0.0748828,32650000,0.20820692,39.70781269704432,0.17100269,-3.8332813,-0.00022536983,0.9616764597594738,8316,4287.333275079727
327000,0.29114,496.4,654,0.073703244,32700000,0.3938321,38.84061847457055,0.24501896,-3.8576355,-0.0029390529,0.9310275316238403,8377,4293.956916332245
327500,0.411786,499.44,655,0.082037985,32750000,0.024238558,41.266412085793874,0.0720734,-3.8932056,0.00360714,0.9865199495106936,8219,4300.525398731232
328000,0.29908803,491.84,656,0.07154033,32800000,0.48880085,39.41439819141766,0.9826113,-3.912654,-0.0010575268,0.9403032213449478,8310,4306.893120765686
328500,0.25539997,492.3,657,0.072688654,32850000,0.53016573,40.51063362110828,0.61350036,-3.9461713,-0.005483304,0.9402455314993858,8137,4313.34566617012
329000,0.36162797,498.85,658,0.0812381,32900000,0.078571856,41.13030074189759,0.07278847,-3.986375,0.00083726965,0.9530614167451859,8272,4319.956577777863
329500,0.35049593,490.97,659,0.0707456,32950000,0.56407785,40.31620243572497,0.7073586,-4.0149474,-0.00024989957,0.9400435499846935,8454,4326.565247058868
330000,0.31966403,492.13,660,0.07126381,33000000,0.49696746,39.17014199704659,0.47269285,-4.070068,-0.00012120722,0.9384615384042263,7979,4332.913931131363
330500,0.37499806,496.27,661,0.077343054,33050000,0.16910459,40.46980304044789,0.2234218,-4.0878854,-0.0018354653,0.9580185413360596,8497,4339.691968679428
331000,0.28739798,491.2,662,0.065293424,33100000,1.0992988,38.15198738856505,0.83476174,-4.1248555,-0.0037599443,0.9026221111416817,8162,4346.080538988113
331500,0.3034421,489.5,663,0.0696319,33150000,0.6229771,40.16124218044928,1.0354651,-4.1657863,0.003997153,0.9387167803943157,7970,4352.596873760223
332000,0.31206998,494.44,664,0.076467186,33200000,0.29793066,41.00527894806748,0.20132752,-4.197824,0.0010779884,0.9474033452570438,8141,4359.241654872894
332500,0.32959008,489.89,665,0.070715,33250000,0.49481374,39.804803691303405,0.26124775,-4.2275643,-0.00230405,0.9448632635176182,7920,4365.910865783691
333000,0.414008,497.6,666,0.07989201,33300000,0.073478505,41.06593242503936,0.092414215,-4.2356544,0.0013840857,0.9752089474350214,8191,4372.735281944275
333500,0.41092002,492.87,667,0.076316856,33350000,0.29184058,41.51251462542675,0.67239606,-4.247626,0.008138727,0.9517959542572498,8222,4379.1413033008575
334000,0.271478,495.54,668,0.077863924,33400000,0.2445651,41.017066038432205,0.35716045,-4.2890196,-0.0014671179,0.9584614969789982,8412,4385.721393108368
334500,0.46443385,499.55,669,0.08140607,33450000,0.03627975,40.926756123745,0.08449793,-4.275947,0.008346482,0.978689668700099,8387,4392.172075271606
335000,0.40315807,497.54,670,0.07804433,33500000,0.12726308,40.20793263926305,0.20202358,-4.224028,0.005439122,0.9608760923147202,8136,4398.6644196510315
335500,0.34739003,495.93,671,0.07753168,33550000,0.20597905,40.62972292477063,0.21664502,-4.22392,0.0021043725,0.9477176293730736,8032,4405.360334157944
336000,0.4932139,496.61,672,0.080160566,33600000,0.15276542,41.64482966667616,0.2497979,-4.2273893,0.0039720135,0.953107126057148,8385,4412.059458494186
336500,0.39728203,497.3,673,0.07778869,33650000,0.12153666,40.22619440393233,0.12047416,-4.216804,0.0008180436,0.9721877984702587,8122,4418.589312076569
337000,0.406424,497.05,674,0.07794665,33700000,0.09899423,40.413863835498226,0.13752091,-4.2153215,0.0049601234,0.9728520959615707,8364,4425.09707736969
337500,0.34210598,497.48,675,0.07525101,33750000,0.23987429,38.86781623509099,0.27695978,-4.213301,-1.9160845e-05,0.9495029039680958,8317,4431.414443492889
338000,0.29502404,495.88,676,0.078078814,33800000,0.18615347,40.763762234163316,0.123324566,-4.2321157,0.00022038323,0.9580956250429153,8713,4437.974739313126
338500,0.33015206,492.13,677,0.07461312,33850000,0.36901852,41.051986575362314,0.3166609,-4.264471,-0.0005380287,0.94395537301898,8669,4444.177089691162
339000,0.465948,497.45,678,0.07764264,33900000,0.08080707,39.94933814307624,0.15432653,-4.269213,0.0068558967,0.9779166597872972,8127,4450.474235773087
339500,0.41481996,494.44,679,0.07591509,33950000,0.18262888,40.26886385327728,0.19976543,-4.2719097,0.0009990365,0.9630344435572624,8522,4457.043389558792
340000,0.442422,496.03,680,0.07883309,34000000,0.18336721,41.16627791497187,0.27783793,-4.2691545,0.0046771397,0.9514854066073895,8410,4463.36532330513
340500,0.41796207,496.23,681,0.08054155,34050000,0.20686336,41.87804853238617,0.27990088,-4.2777977,-0.0013635487,0.950268916785717,8743,4469.894239187241
341000,0.33679608,492.93,682,0.071031176,34100000,0.42354518,38.8643334396592,0.19139905,-4.3110905,0.0020899675,0.9450290910899639,8656,4475.988082885742
341500,0.483078,497.13,683,0.078189984,34150000,0.059290152,40.398583185022574,0.12362292,-4.284006,0.0045365994,0.9822017308324575,8565,4482.350613355637
342000,0.45076793,496.38,684,0.07676833,34200000,0.16231354,40.099341116781105,0.1618294,-4.234406,0.0025799763,0.9626898244023323,8598,4488.613233089447
342500,0.346682,493.73,685,0.07361494,34250000,0.15907755,39.56425292502379,0.12408874,-4.230487,0.003086337,0.9700678698718548,8159,4495.039860963821
343000,0.35109395,492.93,686,0.07182908,34300000,0.47532776,39.30533917089393,0.72786635,-4.250615,0.0018273821,0.9452411569654942,8531,4501.537722587585
343500,0.30071998,495.99,687,0.075561985,34350000,0.23277378,39.78505770684676,0.26239777,-4.2936335,0.0020855311,0.9542237743735313,8218,4507.776931524277
344000,0.33003396,495.82,688,0.07565923,34400000,0.24701044,39.686385192039154,0.61649305,-4.3010707,0.0045265732,0.9565459229052067,8220,4514.327925682068
344500,0.30773798,494.1,689,0.07543878,34450000,0.28438964,40.25992765814708,0.31646526,-4.3329983,0.006150414,0.9487155303359032,8002,4520.748792171478
345000,0.40164402,496.52,690,0.076745905,34500000,0.21084753,40.14378120070112,0.22608303,-4.371613,0.0022079507,0.9557523168623447,8147,4527.642470836639
345500,0.32235005,495.49,691,0.07252234,34550000,0.16116849,38.28191370955759,0.31476215,-4.359859,0.0038114358,0.9748093765228987,8474,4534.19668841362
346000,0.281386,489.85,692,0.05609712,34600000,9.507804,39.113904201245624,1.5407274,-4.3995576,-0.006551502,0.6629976332187653,8336,4540.668967962265
346500,0.36060786,494.66,693,0.07727766,34650000,0.23109207,40.951919206513395,0.21232593,-4.4281416,0.0018168134,0.9495117217302322,8603,4547.157532930374
347000,0.56333804,499.46,694,0.07602998,34700000,0.14224623,38.26707284213964,0.16220133,-4.4147477,0.010481663,0.9553397744894028,8093,4553.289635658264
347500,0.327804,495.55,695,0.076489836,34750000,0.28466403,40.15100995336921,0.25108492,-4.376716,0.0038612008,0.9394921883940697,8326,4560.072865962982
348000,0.4446441,497.95,696,0.07468943,34800000,0.16050409,38.221003241395294,0.25034383,-4.3481374,0.0058665955,0.9641253165900707,8425,4566.681000471115
348500,0.5245499,498.33,697,0.08017677,34850000,0.087565295,40.909639279711804,0.23016411,-4.322759,0.0071446793,0.9671832025051117,8233,4573.102283000946
349000,0.36163,497.28,698,0.07896454,34900000,0.14678338,40.675370350829496,0.17991261,-4.334567,0.00044314202,0.9621562324464321,8568,4579.519158124924
349500,0.35431203,496.96,699,0.076924585,34950000,0.12857491,39.80828959653397,0.13211395,-4.3371143,0.00485216,0.9665953665971756,8513,4585.870503425598
350000,0.501768,498.05,700,0.07834203,35000000,0.08646991,40.137302837435364,0.20658664,-4.308555,0.009215656,0.9754371773451567,8321,4592.122675418854
350500,0.30536196,497.81,701,0.07445108,35050000,0.26507,38.19521030024671,0.17518309,-4.270938,-0.0016678285,0.9383121207356453,8249,4598.723885059357
351000,0.35234797,495.11,702,0.07257359,35100000,0.47772744,38.42638353761151,2.3038774,-4.2972465,0.0038047603,0.9274166077375412,8402,4605.261336326599
351500,0.36943597,497.84,703,0.07668005,35150000,0.17750773,39.45779182966699,0.25199118,-4.313104,0.004816973,0.9576979242265224,8087,4611.649116277695
352000,0.39729598,492.2,704,0.07015621,35200000,0.25012383,38.283021141905486,0.1200933,-4.2995324,0.003949394,0.9618417508900166,8387,4618.367451667786
352500,0.29272994,492.29,705,0.07497983,35250000,0.35451043,40.8489515163543,0.16395397,-4.3077183,-0.004035953,0.944626297801733,7983,4624.887044429779
353000,0.33447197,491.69,706,0.07195246,35300000,0.30769727,39.55266942477465,2.1426058,-4.350121,0.0068858988,0.9600381590425968,8627,4631.605395555496
353500,0.40654582,498.19,707,0.073912546,35350000,0.19462305,37.84649377300513,0.15646525,-4.3352923,0.0049352814,0.9563109539449215,8444,4638.004009485245
354000,0.47644597,496.73,708,0.074336946,35400000,0.17253543,38.55408937711023,0.3516753,-4.308325,0.008760538,0.9618687815964222,8694,4644.288014650345
354500,0.47060195,493.98,709,0.07282083,35450000,0.30530572,39.15212508089334,0.19331795,-4.28882,0.0025877284,0.9474720135331154,8476,4650.46817111969
355000,0.42072394,497.63,710,0.07785302,35500000,0.15790862,39.84916531856529,0.13014632,-4.270485,0.004619324,0.9517815411090851,8144,4656.895724534988
355500,0.29034796,491.51,711,0.0691109,35550000,0.44638714,38.76643133961802,0.3530723,-4.3143287,-0.0014505092,0.94591024518013,8543,4663.626733779907
356000,0.3843199,496.83,712,0.07544047,35600000,0.23982906,39.4344633965436,0.26136625,-4.336922,0.0034856282,0.9437729008495808,8056,4670.087609529495
356500,0.38783592,495.11,713,0.074068725,35650000,0.23340042,39.135000255639454,0.33904094,-4.345093,0.008159296,0.952750388532877,8436,4676.777869462967
357000,0.41551793,493.15,714,0.072814435,35700000,0.31407276,38.80403990524533,0.19887544,-4.3315387,0.0030043337,0.944177895784378,8186,4683.09378862381
357500,0.4524621,496.36,715,0.07434856,35750000,0.14651647,38.7755155571339,0.14362831,-4.3293433,0.00666784,0.9660979807376862,8545,4689.558670282364
358000,0.42051402,497.42,716,0.07207825,35800000,0.35563356,37.21161233318733,0.18107551,-4.324033,0.0042236727,0.9315823167562485,8238,4695.962961912155
358500,0.44319996,495.16,717,0.06900424,35850000,0.4092909,36.149933298366925,0.06911415,-4.3118052,0.004174827,0.9205399379134178,8561,4702.410003662109
359000,0.43712,496.08,718,0.07026748,35900000,0.33399993,36.98880468670504,0.102439806,-4.304061,-0.00066125934,0.9405435360968113,8416,4708.579786777496
359500,0.45933998,495.25,719,0.071523674,35950000,0.3074861,37.60324747993985,0.10870165,-4.2832265,-9.3215334e-05,0.9421423301100731,8847,4714.816766262054
360000,0.47289604,497.75,720,0.07832046,36000000,0.08098433,40.18651253250628,0.08502687,-4.257245,0.0030190756,0.9767383150756359,8211,4720.942034244537
360500,0.38653797,493.97,721,0.07215701,36050000,0.27408087,38.273595392363184,0.4542126,-4.2432976,-0.00027921153,0.9575079157948494,8495,4727.493550300598
361000,0.419104,497.11,722,0.07538663,36100000,0.12985043,39.06634668876126,0.08960502,-4.1927037,-0.00025289643,0.9671516828238964,8337,4733.966402292252
361500,0.42442802,496.8,723,0.07838867,36150000,0.10584814,40.6040051275834,0.09231251,-4.150973,0.0063221003,0.9669700115919113,8414,4740.585227251053
362000,0.47226003,497.84,724,0.08072056,36200000,0.07229776,41.39787983457305,0.076764405,-4.1376967,0.002829563,0.9699232243001461,8490,4746.858115434647
362500,0.45090196,499.45,725,0.07801669,36250000,0.065750904,39.24532688680632,0.13195848,-4.123448,0.008242616,0.9762914199382067,7884,4753.152460098267
363000,0.447894,497.4,726,0.075827934,36300000,0.169627,39.12295104990711,0.18513359,-4.110246,0.0069590253,0.9545136094093323,8114,4759.951272249222
363500,0.35029003,496.74,727,0.07645333,36350000,0.23750837,39.92640468288817,0.14873797,-4.0869675,0.0013277717,0.9433085471391678,8039,4766.751972436905
364000,0.38664994,498.8,728,0.07486211,36400000,0.14320083,38.04273536582443,0.2342019,-4.0537868,0.0052775936,0.9642941206693649,7790,4773.427813053131
364500,0.27336404,493.43,729,0.06994908,36450000,0.2986664,37.708913205995735,0.24284294,-4.061912,-0.00080363377,0.9524609930813313,8298,4780.4147872924805
365000,0.3648001,496.27,730,0.07558458,36500000,0.24857862,39.43943271189122,0.12463733,-4.0757895,-0.00027945722,0.9422922991216183,8590,4786.664229631424
365500,0.379046,492.99,731,0.07199992,36550000,0.25215587,38.205215072456284,0.10882466,-4.072378,-0.001036971,0.9503121972084045,8081,4792.810867547989
366000,0.28620997,495.94,732,0.07328344,36600000,0.22446188,38.4190085417688,0.27398852,-4.10723,0.0013167995,0.9544338621199131,8297,4799.464806318283
366500,0.35015994,497.93,733,0.078356795,36650000,0.12891059,40.032186989779966,0.07048063,-4.1066093,0.0019304735,0.9578889533877373,8436,4805.9925236701965
367000,0.35119197,493.25,734,0.07165582,36700000,0.3792554,39.294378880649695,0.28992552,-4.0965796,0.00033702797,0.9534597732126713,8428,4812.521773099899
367500,0.520576,498.86,735,0.08037758,36750000,0.098438285,40.733643902430245,0.11935628,-4.0890803,0.0040349653,0.9527029059827328,8396,4818.901666164398
368000,0.37043598,497.08,736,0.076929644,36800000,0.07134447,39.69882965580413,0.16223623,-4.071638,0.00660211,0.979844631627202,8480,4825.327708244324
368500,0.30151597,497.72,737,0.07702635,36850000,0.18174717,39.59263021085839,0.41079026,-4.0544734,0.00031020129,0.9541571028530598,8308,4831.835215330124
369000,0.32774806,498.81,738,0.07841446,36900000,0.0986318,39.84325072294116,0.08206173,-4.055184,0.0055950107,0.9634568467736244,8533,4838.441236972809
369500,0.360986,497.15,739,0.076049946,36950000,0.17775479,39.489430319513986,0.08438654,-4.058349,0.00051906356,0.9580155871808529,8266,4844.801336526871
370000,0.42967996,496.44,740,0.075895384,37000000,0.12049404,39.48427197078141,0.14371543,-4.0629573,0.0047858357,0.9764562249183655,8312,4851.361398458481
370500,0.28734204,491.75,741,0.068856284,37050000,0.50934184,38.317285837980634,0.2637791,-4.0728145,-0.0023351873,0.939838819205761,8331,4857.957968473434
371000,0.34890395,496.74,742,0.07439257,37100000,0.16785377,38.54221176576335,0.10734027,-4.109323,-8.4075255e-05,0.9596885181963444,7939,4864.481105089188
371500,0.29551408,495.07,743,0.07204257,37150000,0.2245426,38.32469637350216,0.12485078,-4.1358767,0.0011075214,0.9612996205687523,8065,4871.192973852158
372000,0.46301788,497.43,744,0.07404012,37200000,0.19498695,38.268087333492765,0.25167993,-4.132586,0.012688086,0.9602117240428925,8014,4877.843234539032
372500,0.30680597,495.19,745,0.07553268,37250000,0.2917859,40.248768179817674,0.48154652,-4.1516986,0.0001619122,0.9484262466430664,8115,4884.403355360031
373000,0.3287059,492.44,746,0.07092192,37300000,0.37765086,38.988981427542605,0.32368904,-4.1650176,0.0023351626,0.9470194540917873,8080,4891.027717351913
373500,0.41146398,492.25,747,0.07164799,37350000,0.35501012,38.644904160897894,0.1309505,-4.1778817,-0.00040333092,0.944477055221796,8128,4897.743465423584
374000,0.332942,495.29,748,0.07405863,37400000,0.23335952,39.08512678894125,0.13866682,-4.190571,0.0011893332,0.9541624560952187,7960,4904.396872758865
374500,0.456778,499.48,749,0.08296096,37450000,0.035657123,41.70750966218182,0.07150535,-4.177935,0.0020027668,0.972960514947772,8044,4911.023815393448
375000,0.39151406,497.21,750,0.07506685,37500000,0.14617732,38.748138257664685,0.13927399,-4.1919417,0.0016995912,0.9633237607777119,8253,4917.653443574905
375500,0.4548721,496.4,751,0.07422943,37550000,0.16226248,38.687488710798206,0.15754287,-4.1689086,0.005671011,0.9645625948905945,8029,4924.219409942627
376000,0.38980788,497.71,752,0.07960681,37600000,0.0840385,40.95793554024446,0.065024056,-4.1538444,4.6203684e-05,0.9696155022829771,8069,4930.82710146904
376500,0.34523,495.75,753,0.075735144,37650000,0.17518672,40.02013133859627,0.14022604,-4.1461105,0.0045190942,0.9588880278170109,8469,4937.563825130463
377000,0.31127,490.94,754,0.07311288,37700000,0.43539903,40.08423090917111,0.7806072,-4.1750164,0.0024787798,0.933860145509243,7845,4943.896018743515
377500,0.33491,494.55,755,0.07347708,37750000,0.3137409,39.0858956510584,0.40464583,-4.2104235,0.00036382093,0.9404046088457108,8145,4950.7625613212585
378000,0.43260005,493.05,756,0.0713025,37800000,0.26727352,38.193695637022664,0.12098143,-4.2078176,0.0019752933,0.958548903465271,8160,4957.257466554642
378500,0.37334606,498.19,757,0.07557887,37850000,0.123903126,38.613804688421745,0.10021344,-4.2056713,0.00063576235,0.9594990946352482,8381,4963.8158411979675
379000,0.40083188,495.42,758,0.06825849,37900000,0.3477715,36.39258299611954,0.16305324,-4.2160826,0.0005233157,0.9463890828192234,8250,4969.996024608612
379500,0.331026,495.41,759,0.07434096,37950000,0.22209209,39.27392787811459,0.26926747,-4.2078524,0.0031916336,0.9499685391783714,8754,4976.514985561371
380000,0.287514,493.0,760,0.068351835,38000000,0.34400117,37.76212098112383,0.23126389,-4.23479,-0.0009963743,0.9554539062082767,8558,4982.587269306183
380500,0.44406405,497.54,761,0.07740211,38050000,0.07417376,39.75064026299444,0.092267364,-4.2460504,0.004880792,0.9751647245138884,8435,4989.011470556259
381000,0.50345194,500.0,762,0.08087731,38100000,0.04917743,40.438658136976336,0.099832475,-4.227682,0.0065004122,0.9656374342739582,8352,4995.474590778351
381500,0.361102,494.83,763,0.07257515,38150000,0.17250271,38.737932215212766,0.1074853,-4.1978283,0.0035458994,0.9672877229750156,8488,5001.946434736252
382000,0.35865605,497.02,764,0.07849906,38200000,0.14832176,40.59717412591555,0.09450269,-4.212052,-0.0017331158,0.9593710005283356,8856,5008.445545434952
382500,0.435648,496.43,765,0.07499284,38250000,0.14707367,39.06978629757874,0.09327174,-4.238353,0.0006947827,0.9681484028697014,8190,5014.355158090591
383000,0.35136798,495.55,766,0.07097407,38300000,0.21833438,37.71864432411916,0.2890072,-4.263952,0.0017991295,0.9661604836583138,8211,5021.03015422821
383500,0.401576,497.02,767,0.076592006,38350000,0.17287113,39.77221773553425,0.25819933,-4.2824035,0.0015417719,0.9583698622882366,8058,5027.51585817337
384000,0.3477419,496.08,768,0.075456396,38400000,0.14717013,39.36833971627036,0.20345129,-4.278917,0.003597202,0.9653684459626675,8320,5034.341787338257
384500,0.35638002,496.26,769,0.07515725,38450000,0.17338963,39.211249560678425,0.16232021,-4.297582,0.004481274,0.9638769738376141,8373,5040.659062862396
385000,0.46978405,497.68,770,0.076647,38500000,0.089302175,39.338337685075096,0.1475429,-4.2828755,0.003643632,0.9727177824825048,8463,5047.187069416046
385500,0.33459798,496.05,771,0.07142639,38550000,0.268392,37.61758306131715,0.1398596,-4.2763515,-1.3254135e-05,0.952520627528429,8080,5053.586157798767
386000,0.36211002,495.8,772,0.076903924,38600000,0.2387711,40.68852042208325,0.10364348,-4.2931185,-0.00012896465,0.9481447711586952,8091,5060.120921611786
386500,0.37245002,494.73,773,0.07301982,38650000,0.22062027,38.956941951434565,0.17301708,-4.3062596,0.0015317947,0.9626072943210602,8460,5066.7540056705475
387000,0.33357003,496.87,774,0.07895262,38700000,0.09402475,40.93741579989825,0.18011312,-4.2984047,0.0037361663,0.9699917305260897,8675,5073.236898422241
387500,0.38624793,495.53,775,0.07494867,38750000,0.25310183,39.525925522754946,0.5387954,-4.299334,0.0032212057,0.9456113204360008,7867,5079.437341928482
388000,0.28689003,492.87,776,0.07095383,38800000,1.950605,40.58079283245086,0.56469727,-4.3630757,-0.0058106994,0.823408305644989,8106,5086.329976797104
388500,0.46233407,498.81,777,0.07808773,38850000,0.076428674,39.53732846182875,0.09530533,-4.3680286,0.005877163,0.9730477053672075,8193,5093.029718637466
389000,0.34272403,494.38,778,0.073790975,38900000,0.24364708,39.51190230268985,0.50654703,-4.3437524,0.0033691123,0.9544304125010967,8388,5099.571076869965
389500,0.37509403,497.25,779,0.0765098,38950000,0.13135397,39.582256274093794,0.16350585,-4.344069,0.004257239,0.9631999842822552,8215,5105.927057981491
390000,0.39450997,498.2,780,0.07983965,39000000,0.09598718,40.788128025725015,0.079159,-4.303549,0.0020794242,0.9654645286500454,8100,5112.294549703598
390500,0.41560405,497.61,781,0.07875144,39050000,0.065098666,40.419810267108424,0.08671656,-4.2651634,0.003685398,0.9770840685814619,8257,5119.055817365646
391000,0.45853204,494.25,782,0.0764273,39100000,0.13562043,40.084026293904785,0.1066546,-4.2517056,0.0017831596,0.9662206768989563,8562,5125.662295341492
391500,0.41920212,497.72,783,0.07841612,39150000,0.1672041,40.22846469049439,0.16427778,-4.2070775,0.003046439,0.9480658397078514,8366,5132.022745847702
