approxkl,clipfrac,fps,total_timesteps,time_elapsed,policy_loss,explained_variance,value_loss,ep_reward_mean,ep_len_mean,n_updates,serial_timesteps,policy_entropy,true_reward
0.0042336113,0.041193996,8030,1700000,223.6355438232422,-0.005738275,0.9139571785926819,0.17873725,0.31002082749844706,39.69,34,17000,5.163225,-0.01796198
0.0042950795,0.041166,8290,1750000,230.42297840118408,-0.0064455443,0.9119814559817314,0.1720463,0.15965823374892352,42.75,35,17500,5.136759,-0.021698032
0.0044050002,0.044556003,7867,1800000,237.03142642974854,-0.006751223,0.9152671247720718,0.17708239,0.2275654189218767,40.81,36,18000,5.11343,-0.022156922
0.0045752437,0.046598006,8048,1850000,244.01639223098755,-0.0066179573,0.9180651381611824,0.17381027,0.5222479414751433,38.52,37,18500,5.091465,-0.015707936
0.0043923263,0.043830004,8266,1900000,250.7090413570404,-0.0066196974,0.9154436588287354,0.19025359,0.7747248881762789,41.87,38,19000,5.071709,-0.015634788
0.0043277442,0.04335399,7922,1950000,257.3258922100067,-0.006680146,0.9108856543898582,0.18166672,0.3195148369973322,37.48,39,19500,5.0504274,-0.016789617
0.004348047,0.041984,7854,2000000,264.23731994628906,-0.0062888986,0.9233419522643089,0.17992845,0.3817394032253651,39.77,40,20000,5.023004,-0.00990584
0.0044879513,0.045564,7828,2050000,271.20917892456055,-0.0060393526,0.9237118288874626,0.18808056,0.1896167524679913,40.51,41,20500,5.0006347,-0.014061947
0.0047382866,0.048779987,7981,2100000,278.14121866226196,-0.0065501416,0.9197468385100365,0.19090079,0.49812098483133016,39.25,42,21000,4.9729214,-0.011311478
0.004532456,0.046124004,7938,2150000,285.03568601608276,-0.0067090644,0.9331942871212959,0.19226216,0.032950476014229936,37.9,43,21500,4.9504952,-0.011289126
0.0047988784,0.050364,8037,2200000,291.9160099029541,-0.0067045963,0.9304273203015327,0.19294277,0.8027718294388251,41.26,44,22000,4.9328566,-0.0070984624
0.004332647,0.041943997,8011,2250000,298.8231327533722,-0.006070929,0.9237826988101006,0.20244393,0.8365759840516693,43.69,45,22500,4.904608,-0.002568855
0.004696558,0.048548006,8048,2300000,305.6561450958252,-0.0065736338,0.928804911673069,0.18758734,0.7354377916151134,39.65,46,23000,4.8769403,-0.01078032
0.0046557714,0.048352,8087,2350000,312.35830903053284,-0.0067368867,0.9304036721587181,0.18311685,0.7912243417157151,41.65,47,23500,4.849904,-0.009984155
0.0047003916,0.049181994,8095,2400000,319.0563848018646,-0.00680026,0.9369432181119919,0.18192239,1.3378462264014888,45.24,48,24000,4.8201714,-0.0049248445
0.0045694034,0.047542,8384,2450000,325.77047419548035,-0.006692665,0.940109197050333,0.18203689,0.8542359544700594,37.38,49,24500,4.8050447,-0.006255742
0.0045336117,0.046625994,8217,2500000,332.29163908958435,-0.0068208594,0.9430715553462505,0.17216201,0.4036202336248971,39.63,50,25000,4.7935576,-0.007304757
0.005165054,0.056050014,8032,2550000,338.9258358478546,-0.0071088886,0.9395604655146599,0.19315632,1.2884878094441956,45.55,51,25500,4.772551,-0.0032742547
0.0039724964,0.035987996,7614,2600000,345.7105436325073,-0.003023662,0.5013223886489868,2.7632737,0.51547375535225,43.09,52,26000,4.7557955,-0.0026826838
0.004869614,0.053255998,7867,2650000,352.7932217121124,-0.006784981,0.94415682554245,0.18320517,1.590653794400423,45.37,53,26500,4.742039,0.0013072335
0.004909848,0.050844006,7907,2700000,359.60689973831177,-0.0065566455,0.942376334220171,0.18774782,1.1004492769051284,44.78,54,27000,4.7220073,-0.0014786976
0.0052507054,0.057642,7883,2750000,366.47979378700256,-0.007496661,0.9490217827260494,0.18021765,1.1440427141503096,45.3,55,27500,4.6896453,0.001942143
0.0046280287,0.050062004,8297,2800000,373.5216336250305,-0.006830107,0.9420550800859928,0.19492286,1.3412132065091282,49.18,56,28000,4.670272,-0.00022655727
0.0049459357,0.05217,8253,2850000,380.06709575653076,-0.0070727253,0.942629873752594,0.190194,1.2825235873437486,46.8,57,28500,4.649178,-0.0045843422
0.005043026,0.053342,7943,2900000,386.6878356933594,-0.0074204076,0.9421824552118778,0.1811591,1.2068487773158996,46.45,58,29000,4.6155148,-0.002413455
0.0049172295,0.053372007,8115,2950000,393.4728090763092,-0.0063506686,0.9452703408896923,0.1899931,1.7970944606268313,47.58,59,29500,4.5939355,0.0018727564
0.004997591,0.054396015,8391,3000000,400.22602248191833,-0.0071942452,0.947425588965416,0.17995806,0.8355456882835278,49.9,60,30000,4.579263,0.0043848692
0.0046912525,0.048552003,8273,3050000,406.7199649810791,-0.007107066,0.9425825700163841,0.190279,1.247357092129605,47.76,61,30500,4.556824,0.0025967935
0.004971643,0.053082,7970,3100000,413.326557636261,-0.006976931,0.9492468349635601,0.18917091,1.619680563210859,43.61,62,31000,4.5291743,0.0022020107
0.004965635,0.05249601,8407,3150000,420.16327142715454,-0.007094168,0.9467937126755714,0.1832834,1.60208529153133,43.38,63,31500,4.500476,0.0040126755
0.0051223002,0.055478,8100,3200000,426.73658061027527,-0.0077916556,0.9471599571406841,0.18475397,1.637814492572361,45.69,64,32000,4.473747,0.0014794746
0.0052173045,0.057776004,8073,3250000,433.48290395736694,-0.007409875,0.9499363340437412,0.18707922,2.041378719567583,47.14,65,32500,4.4472046,0.007247597
0.0051332526,0.056080002,8318,3300000,440.12154054641724,-0.007187369,0.944281842559576,0.19655925,2.172875176501111,48.07,66,33000,4.4196296,0.0069936803
0.0046799965,0.049379997,8070,3350000,446.7303190231323,-0.006753642,0.9536870010197163,0.17832755,1.287837191542203,44.97,67,33500,4.3974757,0.0057131355
0.004880996,0.052471995,7892,3400000,453.3596260547638,-0.00724005,0.9537437669932842,0.18526097,1.6950372416069877,46.01,68,34000,4.3740544,0.009755789
0.0049586874,0.053724013,7876,3450000,460.16003370285034,-0.007287042,0.9536453373730183,0.17812754,1.5927779992315845,50.11,69,34500,4.358603,0.009108174
0.005001994,0.054072008,7873,3500000,467.1292769908905,-0.0073757344,0.9505953341722488,0.19175632,0.8110424948480796,43.3,70,35000,4.339145,0.004391206
0.0051218937,0.056343995,8093,3550000,473.976925611496,-0.007376758,0.9499937109649181,0.1951653,2.1636571791289314,50.37,71,35500,4.3241844,0.010965061
0.0053413445,0.058832005,8303,3600000,480.66400480270386,-0.007905348,0.9574493728578091,0.17432116,1.8132419064565328,47.9,72,36000,4.3000207,0.009041356
0.0049060863,0.05343999,7764,3650000,487.23504114151,-0.007496381,0.9589689709246159,0.17682306,2.206819716686587,53.56,73,36500,4.275816,0.012073737
0.005145104,0.05598801,7895,3700000,494.30048656463623,-0.0075973063,0.9536036252975464,0.19280386,1.9066813701756473,53.56,74,37000,4.2492924,0.010958445
0.005091393,0.056939993,8363,3750000,501.24407172203064,-0.007824467,0.9556920118629932,0.19134556,1.9232635801739526,54.9,75,37500,4.229768,0.013059895
0.005273953,0.058051992,7904,3800000,507.6790449619293,-0.008068839,0.9546972960233688,0.18636668,2.2517368502800674,55.07,76,38000,4.206497,0.010144935
0.0055790464,0.063402,8206,3850000,514.4589419364929,-0.008334812,0.9600521884858608,0.18754375,1.9077106294102122,51.49,77,38500,4.1849513,0.010217844
0.005410203,0.061938,8325,3900000,521.03093957901,-0.007933881,0.9560260511934757,0.17522888,2.3113554086092334,57.77,78,39000,4.1728983,0.012239113
0.0051471726,0.055785984,8145,3950000,527.4971663951874,-0.0070317597,0.9595102332532406,0.17288074,2.1158334350986117,61.04,79,39500,4.149965,0.015383601
0.005343464,0.059722003,8203,4000000,534.3166058063507,-0.0075537795,0.9600057639181614,0.17074215,2.6529484772488647,53.05,80,40000,4.1269526,0.010184487
0.005417721,0.061293993,7965,4050000,540.9632248878479,-0.008018202,0.9615447744727135,0.17559598,1.7655893757700687,46.51,81,40500,4.108504,0.016006785
0.0053616064,0.059515998,7910,4100000,547.8103406429291,-0.0076091373,0.960524644702673,0.16951759,1.3994001596079033,43.75,82,41000,4.091494,0.008293357
0.005566388,0.062677994,8139,4150000,554.6547799110413,-0.008285405,0.9635504744946957,0.16878217,1.7812423626042437,51.72,83,41500,4.058918,0.012126162
0.005544566,0.06313399,8242,4200000,561.355010509491,-0.0075272466,0.9612204246222973,0.17289971,3.0775102314427203,60.78,84,42000,4.031562,0.016878562
0.00542093,0.06264798,7918,4250000,568.0060524940491,-0.008122336,0.9667582288384438,0.16143852,2.1954518832810574,49.36,85,42500,4.0218077,0.0177988
0.0054218527,0.06333601,8163,4300000,574.8949625492096,-0.0077960617,0.9647566452622414,0.1718379,2.2948188202036546,54.15,86,43000,4.017108,0.014693588
0.005176058,0.05687601,8270,4350000,581.4633505344391,-0.0075334143,0.9679074212908745,0.15238515,2.5282262976175116,60.11,87,43500,3.9993327,0.018736271
0.005401874,0.06154201,8088,4400000,588.0896511077881,-0.007896912,0.9685662463307381,0.15892722,3.267963283190038,58.85,88,44000,3.9838648,0.020640451
0.0053287274,0.05916001,8154,4450000,594.9252197742462,-0.007399994,0.9656293876469135,0.16374809,3.140369400454292,62.09,89,44500,3.9665809,0.018891014
0.005538365,0.06258401,7990,4500000,601.5832989215851,-0.007839838,0.9673613272607327,0.16407238,2.099685256848097,55.15,90,45000,3.9394813,0.015159557
0.0052715223,0.059608,7992,4550000,608.4306824207306,-0.0074895746,0.9687620773911476,0.16602808,2.765306247082772,50.94,91,45500,3.9155993,0.014665396
0.0057517975,0.06786601,8032,4600000,615.0312917232513,-0.007453226,0.9643887877464294,0.19386457,2.7799045704937453,51.27,92,46000,3.8985457,0.019304821
0.0053593605,0.059857983,8150,4650000,621.8340408802032,-0.0073947925,0.9722940139472485,0.15618125,2.638353554152418,59.12,93,46500,3.8805964,0.019079607
0.005366417,0.061552,8172,4700000,628.4144353866577,-0.008090358,0.9657083339989185,0.18310778,2.204707247752376,55.27,94,47000,3.8637688,0.014193705
0.0053745033,0.060466006,8067,4750000,634.9296128749847,-0.007922333,0.9660298004746437,0.17190376,2.761177998030107,53.56,95,47500,3.8500936,0.018798316
0.0056551867,0.065134004,7920,4800000,641.4753170013428,-0.0080800755,0.9708927068859339,0.15649253,2.669606241310539,58.98,96,48000,3.8239484,0.018636417
0.0053201765,0.060515996,8423,4850000,648.458437204361,-0.0076766955,0.9656683877110481,0.17843622,2.805312110226223,55.78,97,48500,3.8146067,0.017983148
0.005275682,0.058920003,7951,4900000,655.0115683078766,-0.007672133,0.9677327089011669,0.18299069,2.9858641948751754,61.86,98,49000,3.8099427,0.01837663
0.0055744248,0.06429,8115,4950000,661.9299125671387,-0.008033324,0.9669189229607582,0.15543264,2.3937819245035645,58.26,99,49500,3.786861,0.016626583
0.0058442443,0.067588,8219,5000000,668.5755345821381,-0.008611064,0.9746769778430462,0.14517926,3.7221160487174347,68.01,100,50000,3.7614443,0.021203563
0.005333005,0.060452003,8259,5050000,675.2237627506256,-0.008185845,0.9726448059082031,0.14818332,2.832849981008767,60.09,101,50500,3.7485516,0.019303575
0.005746195,0.067398004,8236,5100000,681.8488109111786,-0.008541096,0.9734838400036097,0.15438457,2.888619745844626,62.82,102,51000,3.7380264,0.020543283
0.005935477,0.070064,8122,5150000,688.126537322998,-0.008821871,0.9738527610898018,0.14171018,3.85897834533971,67.2,103,51500,3.720955,0.022299323
0.0052615367,0.058473993,7850,5200000,694.9728167057037,-0.005261488,0.9159051924943924,0.564589,3.857270060540468,70.3,104,52000,3.6991773,0.027209643
0.00601249,0.070853986,8099,5250000,701.9595859050751,-0.008776111,0.9748673904687166,0.14542599,3.600536639070051,67.47,105,52500,3.671593,0.023950942
0.0060295104,0.072060004,7892,5300000,708.7593710422516,-0.008443603,0.9761595278978348,0.14203386,3.3138302002382987,66.11,106,53000,3.6530108,0.024489345
0.005945256,0.069992006,8113,5350000,715.6272387504578,-0.008436684,0.9738675747066736,0.1498813,3.038688313062012,59.6,107,53500,3.6359925,0.024671385
0.005912695,0.06935601,7998,5400000,722.4773824214935,-0.008428361,0.9789835903793573,0.119558394,2.604689476921267,60.17,108,54000,3.6116815,0.02581567
0.005767,0.068211995,7777,5450000,729.2323925495148,-0.008008557,0.9762981329113245,0.15072674,3.8235141011893576,70.4,109,54500,3.5887983,0.01853203
0.0058443304,0.069052,8278,5500000,736.1726181507111,-0.009196853,0.9755578059703112,0.1524967,3.563649899545635,68.9,110,55000,3.5701516,0.023750078
0.005674299,0.065071985,7924,5550000,742.8281757831573,-0.0064036073,0.9456937797367573,0.3465892,3.457185438713641,65.47,111,55500,3.5438168,0.024166247
0.0057912148,0.067546,8099,5600000,749.3802101612091,-0.008827146,0.975461371243,0.1413125,3.69897626367223,67.67,112,56000,3.5168338,0.01857392
0.005990894,0.07125799,7923,5650000,756.1780524253845,-0.008394668,0.9778901301324368,0.12266319,4.558550905369921,76.12,113,56500,3.4928591,0.026657615
0.005609312,0.06405399,8229,5700000,762.8326683044434,-0.008060703,0.9759159553796053,0.16069455,4.72375174842964,81.88,114,57000,3.4791594,0.021846926
0.0059924666,0.072368,8468,5750000,769.5194876194,-0.008944791,0.9791132230311632,0.12869981,3.810821392219077,73.57,115,57500,3.4724212,0.02422782
0.0060086935,0.071552,8077,5800000,776.0795485973358,-0.008617801,0.9790904615074396,0.1356606,3.49829077730501,66.96,116,58000,3.4601989,0.024725853
0.006031813,0.071594,7711,5850000,782.8895809650421,-0.008533109,0.9798502027988434,0.12912935,4.8356493986648275,83.7,117,58500,3.4367957,0.025586246
0.0059462017,0.06985601,8048,5900000,789.8275895118713,-0.009092406,0.97923718765378,0.12511353,4.100315151971008,77.49,118,59000,3.409131,0.021975396
0.00605835,0.07108598,8214,5950000,796.5212383270264,-0.008263918,0.9782886393368244,0.1404919,4.408948618866561,83.66,119,59500,3.3757083,0.016663916
0.006348022,0.07683201,8144,6000000,803.1968238353729,-0.009134489,0.980528462678194,0.117575616,3.8374380244657367,88.03,120,60000,3.3506753,0.023350216
0.0057114307,0.06610601,8267,6050000,809.9070439338684,-0.007648214,0.9798437226563692,0.12777813,4.200149972903964,77.13,121,60500,3.3271465,0.022175776
0.0056234854,0.06407201,7970,6100000,816.5285685062408,-0.007846767,0.9770295508205891,0.13117214,4.605372908042482,78.35,122,61000,3.3034697,0.025099939
0.006029184,0.071604006,8326,6150000,823.37073802948,-0.008576713,0.9795949310064316,0.13796712,4.319231251363526,95.1,123,61500,3.2866654,0.02528184
0.006010026,0.07143799,8020,6200000,829.9938681125641,-0.0075413547,0.9759909100830555,0.1603365,4.451920980324058,73.8,124,62000,3.2688656,0.02520734
0.0063346243,0.076946,7904,6250000,836.6879043579102,-0.008942034,0.9818975236266851,0.11525634,3.8435114985661496,88.42,125,62500,3.2453208,0.020303873
0.0062118038,0.074287996,7961,6300000,843.5549077987671,-0.008899116,0.9821566306054592,0.106385104,4.884184303846996,93.59,126,63000,3.2279606,0.02320465
0.0064725494,0.079038,7904,6350000,850.3811106681824,-0.009507997,0.9831887017935514,0.10595706,4.583868248616491,101.91,127,63500,3.2114294,0.023164906
0.006427233,0.07716599,8119,6400000,857.2862725257874,-0.009303441,0.9825274366885424,0.118652366,4.241358169315645,88.45,128,64000,3.1888747,0.02465239
0.0063886936,0.077576,8171,6450000,863.964230298996,-0.009369068,0.9808949194848537,0.11470083,5.089301150017272,130.34,129,64500,3.172138,0.02348155
0.006351189,0.07750401,7955,6500000,870.5766024589539,-0.008780942,0.9810332432389259,0.11805125,5.801506032949546,125.23,130,65000,3.1558094,0.028413633
0.006542385,0.080051996,8209,6550000,877.4808111190796,-0.009069141,0.982544519007206,0.108756416,5.759117398577946,147.25,131,65500,3.130314,0.028341152
0.006808281,0.084272,7949,6600000,884.1539375782013,-0.0088211475,0.9830513540655375,0.1053426,4.831602243403322,127.42,132,66000,3.1075704,0.024010822
0.0061662407,0.07463199,8396,6650000,890.9842870235443,-0.008703167,0.9837281573563814,0.103070594,6.631282012422671,157.5,133,66500,3.093909,0.030068845
0.006055607,0.071842,8348,6700000,897.5121657848358,-0.009057161,0.9765662346035242,0.14364769,5.530437231608085,136.98,134,67000,3.0773287,0.02321279
0.0065419,0.080510005,8223,6750000,903.9887700080872,-0.009276444,0.9803321976214647,0.12378668,6.954802472055162,146.51,135,67500,3.0654962,0.026113413
0.006159648,0.07420399,7913,6800000,910.4844725131989,-0.008603063,0.9787897951900959,0.122604206,6.486627102391976,203.72,136,68000,3.056363,0.022219282
0.006613088,0.081316,8114,6850000,917.4524066448212,-0.009460195,0.9788144025951624,0.123254165,7.59857099478555,217.38,137,68500,3.0398371,0.028566163
0.0065017883,0.07881001,8384,6900000,924.0879390239716,-0.0095051415,0.9808219354599714,0.10726463,8.151600761887494,236.29,138,69000,3.0176773,0.024845906
0.006310346,0.075876,7943,6950000,930.5411043167114,-0.0091506615,0.9780498389154673,0.1258221,8.200621920105513,237.46,139,69500,2.997876,0.026125059
0.00631346,0.075958006,8181,7000000,937.3424034118652,-0.008503829,0.9733446165919304,0.13067584,9.215323233719754,308.54,140,70000,2.9805253,0.027791945
0.0066414624,0.081856005,7835,7050000,944.0426523685455,-0.00940215,0.9770857226103544,0.1086162,9.363111796720895,283.1,141,70500,2.9624155,0.026125545
0.0063736713,0.075994,7957,7100000,951.0283315181732,-0.008927384,0.9769135881215334,0.10579327,9.37573579091153,305.84,142,71000,2.9341059,0.02753218
0.006272122,0.076002,8013,7150000,957.854240655899,-0.008148562,0.9671488329768181,0.15158965,9.889130281722746,315.33,143,71500,2.912115,0.02729545
0.0060687647,0.072278,7941,7200000,964.6917297840118,-0.00786044,0.9738615453243256,0.11907325,9.921676544078164,301.0,144,72000,2.9005744,0.0287813
0.0071333693,0.088992015,8038,7250000,971.5442631244659,-0.0073243827,0.9401405341923237,0.28845325,10.193126489136775,309.28,145,72500,2.880059,0.029586323
0.0062308763,0.075100005,8006,7300000,978.3394448757172,-0.008488093,0.9768317248672247,0.09920012,10.274990594839982,323.8,146,73000,2.860329,0.02882856
0.006549914,0.08058599,8189,7350000,985.1732411384583,-0.008909669,0.9680130928754807,0.1334871,7.942895744680791,298.37,147,73500,2.8557687,0.024560452
0.006140936,0.072599985,8267,7400000,991.881546497345,-0.008815596,0.9694795198738575,0.118877985,11.627817657850647,343.11,148,74000,2.840584,0.030631687
0.006905172,0.08491599,7975,7450000,998.4319326877594,-0.009466899,0.967629287391901,0.12450108,11.207655733826687,363.51,149,74500,2.8089032,0.0281555
0.0064255525,0.077352,8248,7500000,1005.2632420063019,-0.0088151805,0.9724668245762587,0.1017357,12.438898143072775,364.34,150,75000,2.7833679,0.031395286
0.006427377,0.07742,7997,7550000,1011.8758933544159,-0.008424929,0.9702189825475216,0.10481772,11.657568596238708,352.74,151,75500,2.7679386,0.033418737
0.0069620404,0.087719984,7961,7600000,1018.6543974876404,-0.009330363,0.9674337767064571,0.11538094,11.049973204038032,344.47,152,76000,2.7531812,0.029616639
0.0056261444,0.06491999,8557,7650000,1025.318654537201,-0.007842576,0.9632420092821121,0.13776648,9.957008318366334,289.41,153,76500,2.7437766,0.034000434
0.00639941,0.078236006,8167,7700000,1031.6383402347565,-0.008168202,0.9715494364500046,0.096132785,11.43321594921832,380.54,154,77000,2.7276757,0.032047622
0.005803308,0.06764401,8259,7750000,1038.292581319809,-0.008847782,0.9709337763488293,0.08996946,13.274130428281424,375.69,155,77500,2.7083175,0.032395147
0.006587537,0.080834,8569,7800000,1044.967561006546,-0.00980066,0.9724437315016985,0.08289112,13.267521542038885,415.1,156,78000,2.6844022,0.031891637
0.0060453336,0.07044399,8328,7850000,1051.332043170929,-0.009148017,0.9696589261293411,0.11045047,11.441039110890651,296.5,157,78500,2.655993,0.03553239
0.0058925115,0.06797001,8099,7900000,1057.9388744831085,-0.008895755,0.9702191781252623,0.0917946,11.16305322264894,327.61,158,79000,2.6317408,0.033268627
0.0061271423,0.07264399,8327,7950000,1064.5382437705994,-0.00686891,0.9547931775450706,0.16041076,11.905302139701508,305.42,159,79500,2.6149423,0.03717021
0.006333735,0.075908,8394,8000000,1070.9183576107025,-0.009204811,0.9694469086825848,0.11076255,10.365776287603161,281.99,160,80000,2.5979495,0.034000445
0.005820334,0.06577198,8398,8050000,1077.4573674201965,-0.008947552,0.9769780710339546,0.070758455,12.439023873760089,354.51,161,80500,2.570929,0.034425836
0.0059103607,0.068134,8304,8100000,1083.9898285865784,-0.0066329106,0.9540507011115551,0.16839826,10.406382431455167,260.85,162,81000,2.540639,0.038060397
0.005884598,0.068041995,8343,8150000,1090.394255399704,-0.009122673,0.9705104660242796,0.09821569,11.460555082232004,323.89,163,81500,2.520614,0.034282744
0.0055431062,0.063018,8264,8200000,1096.8845252990723,-0.008609798,0.9704420790076256,0.10806236,10.617481292641479,263.64,164,82000,2.49896,0.036915306
0.006234282,0.07388801,8137,8250000,1103.5573153495789,-0.007961698,0.9747901204973459,0.092864476,11.935308896201114,310.2,165,82500,2.478473,0.038227215
0.006216461,0.07298201,8368,8300000,1110.2189648151398,-0.009820255,0.9684816859662533,0.10597172,11.43329494793572,312.25,166,83000,2.4650712,0.036131974
0.006014471,0.06801598,7948,8350000,1116.6529927253723,-0.0071141785,0.9624656401574612,0.1265107,9.986586277091197,239.67,167,83500,2.4368868,0.039356437
0.0065245805,0.07828001,8013,8400000,1123.4423639774323,-0.009191156,0.971849512308836,0.10596087,11.325055166887678,254.68,168,84000,2.4092789,0.038186416
0.0062319012,0.072442,7786,8450000,1130.2313351631165,-0.009113735,0.9685833379626274,0.11844702,10.04178434100777,223.97,169,84500,2.3881168,0.039204292
0.0060081505,0.06887401,7985,8500000,1137.0955166816711,-0.008279182,0.9662383645772934,0.12784764,10.811487274912997,253.38,170,85000,2.363912,0.038808092
0.0064293556,0.077096,8209,8550000,1143.9717669487,-0.009752414,0.9730937741696835,0.10048101,9.38482957500758,205.25,171,85500,2.3427527,0.041419536
0.0053794174,0.060814004,8412,8600000,1150.5106246471405,-0.00791583,0.9700462576001883,0.12041304,10.526447575539041,232.4,172,86000,2.325773,0.039849587
0.0062791817,0.074053995,7810,8650000,1157.0337014198303,-0.008700322,0.9784716349095106,0.0861718,11.238706716322104,240.29,173,86500,2.3036196,0.04098319
0.00635671,0.075022005,8284,8700000,1164.018553495407,-0.009671329,0.9774637054651976,0.10044091,10.661728023692195,226.79,174,87000,2.2839162,0.04518497
