n_updates,policy_loss,policy_entropy,total_timesteps,approxkl,clipfrac,explained_variance,true_reward,ep_reward_mean,fps,value_loss,time_elapsed,ep_len_mean,serial_timesteps
1278,-0.005490588,-3.2054596,63900000,0.021291612,0.26299393,0.9932519476860762,0.13273644,4.3340565910338045,8059,0.04500224,8591.895518541336,52.77,639000
1279,-0.007986425,-3.2068725,63950000,0.019350741,0.23735802,0.9931827406398952,0.13623856,4.388496327508182,8181,0.043042235,8598.663698911667,51.02,639500
1280,-0.0038900643,-3.2075355,64000000,0.020497032,0.25509202,0.9939368241466582,0.13567854,5.20688362823661,7671,0.041518744,8605.297168016434,53.33,640000
1281,-0.006414057,-3.1997495,64050000,0.018969065,0.23631203,0.9924198496155441,0.13620569,4.99442460031023,8244,0.051010586,8612.401953220367,51.13,640500
1282,-0.0061069536,-3.2050662,64100000,0.01729964,0.22732005,0.9954079780727625,0.13543917,5.681241937015584,8233,0.03110189,8618.968013763428,60.28,641000
1283,-0.0066555575,-3.2009692,64150000,0.019875124,0.24918799,0.9919311460107565,0.13375287,5.144001050914522,8082,0.056406792,8625.622324228287,55.47,641500
1284,-0.004980553,-3.2010927,64200000,0.019820577,0.24515,0.9924831069074571,0.13246162,3.823295394778288,7838,0.04946817,8632.20326757431,48.53,642000
1285,-0.0077232583,-3.213538,64250000,0.017592693,0.22756602,0.9951270590536296,0.137182,4.012854253395344,7778,0.03269342,8639.20817732811,47.44,642500
1286,-0.00688743,-3.2211883,64300000,0.01810189,0.23201603,0.9941625632345676,0.13950254,6.175314956457441,7740,0.037300274,8646.282951831818,61.32,643000
1287,-0.006512525,-3.2239268,64350000,0.017749587,0.23052599,0.9954069843515754,0.13686597,7.124688786106999,8181,0.03068593,8653.26341509819,61.38,643500
1288,-0.0066789873,-3.2258909,64400000,0.019263104,0.24023397,0.9924915693700314,0.13281639,3.8455644041019696,7882,0.051868554,8659.896804571152,51.89,644000
1289,-0.004835335,-3.223609,64450000,0.019260293,0.23998395,0.9935802719555795,0.1386683,5.521013540473068,7947,0.04050262,8666.94957447052,53.91,644500
1290,-0.007692556,-3.241229,64500000,0.01598157,0.210158,0.9968235001433641,0.13740973,6.046103039579538,7961,0.019948002,8673.81220984459,60.31,645000
1291,-0.0046869433,-3.252735,64550000,0.020382132,0.25316602,0.9938927250914276,0.13345386,5.049288001165187,7986,0.04091072,8680.561367750168,57.15,645500
1292,-0.005563472,-3.2532992,64600000,0.024248557,0.27848804,0.9891169471666217,0.13322097,4.550614509271108,7982,0.07078782,8687.432497501373,54.09,646000
1293,-0.005031693,-3.2531273,64650000,0.01848966,0.23369998,0.9934376329183578,0.1348482,5.000721510435833,7927,0.045174908,8694.244895219803,57.86,646500
1294,-0.0037311823,-3.256451,64700000,0.02337373,0.2679179,0.9911408415064216,0.13613094,4.09561818643484,8165,0.056716096,8701.151888608932,46.67,647000
1295,-0.005969339,-3.253575,64750000,0.01814661,0.23470801,0.9947251277044415,0.13615857,4.975536199529597,8270,0.033265695,8707.781141996384,56.65,647500
1296,-0.0057099815,-3.2582483,64800000,0.017891081,0.23101602,0.9951258138753474,0.13730425,5.4367583173319876,7942,0.031870894,8714.337628602982,54.33,648000
1297,-0.0067242663,-3.2727249,64850000,0.017400615,0.226874,0.996142114745453,0.13726348,5.116715506400214,7800,0.024180377,8721.120065450668,56.45,648500
1298,-0.004510019,-3.2722528,64900000,0.02074118,0.25428197,0.9923123633489013,0.1366995,4.804603335359861,7974,0.053860612,8728.112565040588,54.69,649000
1299,-0.0059708403,-3.2752776,64950000,0.019529507,0.24418196,0.9928867532871664,0.13829425,5.61722365407335,7865,0.049376458,8734.83415722847,60.51,649500
1300,-0.0038675047,-3.2698781,65000000,0.019273985,0.23942202,0.9913377184420824,0.13608183,4.699224208821615,7985,0.057535313,8741.615395784378,53.62,650000
1301,-0.0050455825,-3.2579029,65050000,0.017980434,0.23133598,0.9946857900358737,0.14202797,5.72896718225973,8379,0.03471787,8748.373366832733,53.67,650500
1302,-0.00402659,-3.258008,65100000,0.019899093,0.25352,0.993797960691154,0.13648058,5.009225900939746,7817,0.043448463,8754.76532292366,53.98,651000
1303,-0.0067485287,-3.2622223,65150000,0.019530488,0.24242,0.9925343208014965,0.13612282,4.742114215056354,8339,0.052815314,8761.744952440262,55.46,651500
1304,-0.0054563866,-3.2657483,65200000,0.020039931,0.252274,0.9923723279498518,0.1380237,4.627230352230472,8154,0.049944367,8768.291015625,53.22,652000
1305,-0.007747716,-3.2772064,65250000,0.01643482,0.21475002,0.9953758995980024,0.13571341,5.184098897569638,8102,0.030722713,8775.05950808525,57.57,652500
1306,-0.0053552566,-3.2849767,65300000,0.018987888,0.235884,0.9935292196460068,0.14287625,6.666341545856776,7896,0.04292223,8781.625299453735,60.27,653000
1307,-0.0052388743,-3.2873812,65350000,0.019214695,0.24320203,0.9924787594936788,0.13058451,4.388695963444916,7995,0.050194673,8788.553864240646,55.66,653500
1308,-0.00555649,-3.2842054,65400000,0.019491063,0.24951197,0.9942972022108734,0.13799597,3.4931958816717086,8131,0.038638987,8795.287925720215,46.97,654000
1309,-0.0047032265,-3.2828293,65450000,0.021961704,0.26799,0.9918621266260743,0.13442068,5.137315964018489,7832,0.054056212,8802.005964040756,57.39,654500
1310,-0.0040697134,-3.2820623,65500000,0.021583335,0.26544,0.9930586637929082,0.13480444,5.846784844420909,7978,0.047904957,8809.01090312004,55.6,655000
1311,-0.001473811,-3.279376,65550000,0.021981748,0.26090002,0.9919398231431842,0.1416778,4.602435346318743,8000,0.056664087,8815.791927337646,52.16,655500
1312,-0.0052395468,-3.28546,65600000,0.021481402,0.2570701,0.9936834163963795,0.14096273,5.3588491235151015,7866,0.041584283,8822.583666801453,56.25,656000
1313,-0.004617669,-3.2971876,65650000,0.019557504,0.24735197,0.9935896643437445,0.1334271,4.82108935215514,7830,0.041208,8829.507188796997,58.41,656500
1314,-0.007965532,-3.3135908,65700000,0.018407358,0.23549399,0.9937900165095925,0.13227071,4.093163469782158,8008,0.03926036,8836.376866340637,53.38,657000
1315,-0.0059556,-3.3304138,65750000,0.02184298,0.25904408,0.9933347287587821,0.13668622,6.024569279360585,8164,0.04254568,8843.203555345535,60.46,657500
1316,-0.0068501984,-3.3261068,65800000,0.019089943,0.241616,0.993194090668112,0.1393539,5.310064898623459,8182,0.047969785,8849.933416604996,53.98,658000
1317,-0.0062263114,-3.3077655,65850000,0.02021831,0.25286204,0.9931294387206435,0.13840029,5.533101954954327,7794,0.04582242,8856.599942684174,55.27,658500
1318,-0.005425177,-3.3038895,65900000,0.021108136,0.25960803,0.993777600582689,0.13263766,3.444426809082215,7908,0.042687483,8863.559471845627,47.25,659000
1319,-0.005708707,-3.3077095,65950000,0.018891908,0.23900399,0.9952432340942323,0.13668132,4.576344793546595,8015,0.032682214,8870.411876916885,53.61,659500
1320,-0.0063555427,-3.3126526,66000000,0.01815577,0.23425604,0.9941134480759501,0.13752328,4.596224492818728,7780,0.040009342,8877.270826816559,47.74,660000
1321,-0.004840429,-3.3172083,66050000,0.021649554,0.259682,0.9910065280273557,0.12864703,4.361147018584888,7735,0.05857243,8884.263070106506,50.66,660500
1322,-0.006910894,-3.3291063,66100000,0.018955424,0.23724598,0.9948468240909278,0.1376497,5.082997552758315,7962,0.035476953,8891.277667284012,57.93,661000
1323,-0.0064331754,-3.3358538,66150000,0.01880473,0.23971996,0.9938911283388734,0.13260219,4.241906373290476,7884,0.039588265,8898.018722772598,50.94,661500
1324,-0.0048470693,-3.339872,66200000,0.020219294,0.24940798,0.9938445407897234,0.14036696,5.019132854262607,8074,0.039697934,8904.81698346138,55.15,662000
1325,-0.005655056,-3.3331797,66250000,0.021810377,0.265026,0.9910064451396465,0.13240908,4.1751925809099335,8382,0.062143754,8911.314450740814,58.55,662500
1326,-0.0072202473,-3.3317225,66300000,0.017782724,0.227742,0.9949145507998765,0.14043795,4.9067076218142756,8063,0.03463325,8917.736338615417,55.19,663000
1327,-0.0076264204,-3.3336453,66350000,0.0187687,0.23757201,0.9931490859016776,0.13700806,4.63008338371952,7975,0.04714398,8924.390767335892,48.78,663500
1328,-0.0063364874,-3.3333051,66400000,0.018886914,0.24027601,0.9930477007292211,0.13349637,4.660916982005147,8049,0.04593253,8931.196141242981,55.07,664000
1329,-0.005578001,-3.3272336,66450000,0.018266685,0.23573594,0.9956779615022242,0.14241499,4.191475105005375,7687,0.031026194,8937.789542913437,48.02,664500
1330,-0.0046087583,-3.3246787,66500000,0.020440564,0.25579396,0.9931491399183869,0.13874009,5.295180161566241,8135,0.046143867,8944.902858257294,52.5,665000
1331,-0.00479279,-3.3259366,66550000,0.02025204,0.25341398,0.9940703329630196,0.13585612,5.35539736983781,8093,0.03903644,8951.449061632156,56.59,665500
1332,-0.006255477,-3.3247826,66600000,0.020195244,0.25197592,0.9920521955937147,0.1364134,5.635205750969326,7813,0.053854812,8958.066076040268,59.09,666000
1333,-0.0068177246,-3.3145306,66650000,0.018769301,0.23894598,0.9919688971713185,0.13881971,5.006301719656039,7843,0.054132253,8965.069514751434,51.6,666500
1334,-0.004469761,-3.3189511,66700000,0.022684135,0.27375403,0.9921572860330343,0.13451907,5.246059547471523,7867,0.05494918,8971.927953481674,56.61,667000
1335,-0.006075256,-3.3253918,66750000,0.019342626,0.24717203,0.9949408466927707,0.138537,4.713163960805686,8206,0.03369709,8978.757719755173,51.1,667500
1336,-0.0048988094,-3.3323565,66800000,0.018498613,0.23618802,0.9943328220397234,0.13693182,4.285343902859022,8015,0.037937738,8985.29275226593,50.35,668000
1337,-0.006211089,-3.3430755,66850000,0.019459808,0.24791405,0.9943528501316905,0.133529,4.51508729831774,7941,0.03664671,8992.071048498154,53.05,668500
1338,-0.005292839,-3.346983,66900000,0.022858424,0.26988798,0.9909406574442983,0.13737799,4.579397816297278,7909,0.060879923,8998.897150278091,52.73,669000
1339,-0.006237051,-3.3395662,66950000,0.019696234,0.24587196,0.9931330429390073,0.13605526,4.927380035130628,7805,0.048473377,9005.744145154953,56.98,669500
1340,-0.0058914907,-3.3437753,67000000,0.019915499,0.24937405,0.9929700093343854,0.13747002,4.267509872092342,7895,0.04416042,9012.806644439697,48.95,670000
1341,-0.00394248,-3.3425083,67050000,0.020381885,0.25202402,0.9915610142052174,0.1354695,5.072929050626699,7701,0.05838755,9019.655044317245,58.44,670500
1342,-0.00691548,-3.3423223,67100000,0.018461384,0.23603196,0.9946080548688769,0.13811651,4.193424216956045,7721,0.034989312,9026.448770523071,50.44,671000
1343,-0.0069223656,-3.3399322,67150000,0.017641762,0.22605595,0.993124907836318,0.13535182,5.05835094553011,7692,0.04476406,9033.302278518677,56.2,671500
1344,-0.005310702,-3.3456886,67200000,0.018989667,0.24251802,0.9958607726730406,0.1376431,5.667587561204418,7901,0.027177481,9040.294577121735,58.57,672000
1345,-0.006411706,-3.3587842,67250000,0.020032315,0.24552801,0.9924623006954789,0.13214377,5.2396386290706864,8254,0.048463833,9047.012381076813,55.52,672500
1346,-0.0059404452,-3.3687005,67300000,0.019010175,0.24128804,0.9955130564048886,0.13913435,4.298655477922366,7845,0.030273048,9053.49052619934,52.08,673000
1347,-0.006418823,-3.3868408,67350000,0.016901419,0.22050597,0.9956911853514612,0.13653943,4.466150409844558,8126,0.026630092,9060.42019701004,51.24,673500
1348,-0.0063089784,-3.4064672,67400000,0.020254035,0.24940403,0.9932514098472893,0.13911165,5.729763527013711,8082,0.04709023,9066.999363422394,55.52,674000
1349,-0.006705925,-3.409695,67450000,0.018900389,0.24029393,0.9952749637886882,0.13549379,4.547772895702947,8262,0.032232262,9073.654091596603,55.28,674500
1350,-0.004619665,-3.4138594,67500000,0.021956367,0.257906,0.9898075517266989,0.13761579,4.474638633129944,8240,0.07108303,9080.207016944885,50.74,675000
1351,-0.0073217223,-3.4062555,67550000,0.019590514,0.251536,0.9950705342926085,0.13724028,4.271347195418785,7979,0.0308881,9086.488129854202,49.31,675500
1352,-0.0062927203,-3.4064078,67600000,0.019475326,0.246396,0.9931362085044384,0.13190965,4.46946492685136,7939,0.046374634,9092.998428344727,55.6,676000
1353,-0.007532675,-3.4174354,67650000,0.020077694,0.24809998,0.9929502592422068,0.1346024,3.7226256789409673,8003,0.048296228,9099.852410078049,51.81,676500
1354,-0.006095407,-3.4142807,67700000,0.01987058,0.253698,0.9948899713344872,0.14046124,3.9172931439589593,8163,0.03524875,9106.712259292603,53.01,677000
1355,-0.006341869,-3.4132636,67750000,0.019788876,0.24937397,0.9947320600040257,0.13799849,4.236138634755044,8004,0.0348145,9113.342663049698,51.46,677500
1356,-0.005847076,-3.4110165,67800000,0.02056527,0.24756195,0.9924018932506442,0.13667905,5.394434339980944,7878,0.052516412,9120.160814285278,55.67,678000
1357,-0.003917999,-3.4160843,67850000,0.022407196,0.269234,0.9915237985551357,0.13400203,4.197884977902577,8072,0.05857042,9126.950310230255,49.9,678500
1358,-0.0062625073,-3.4207401,67900000,0.019466706,0.24400204,0.9940189649350941,0.13956885,5.2855917088873685,8124,0.042788096,9133.635696172714,51.52,679000
1359,-0.004754375,-3.4195232,67950000,0.02019992,0.25288206,0.99173937831074,0.1331393,4.023862400381622,7631,0.056108326,9140.2375228405,55.27,679500
1360,-0.005575982,-3.4165773,68000000,0.01936272,0.24561997,0.9947152971290052,0.14056383,5.963825582283461,7798,0.03523679,9147.372202634811,57.95,680000
1361,-0.006148193,-3.4170566,68050000,0.020340333,0.24935003,0.9924768982455134,0.13715358,5.175471516038815,7905,0.05050973,9154.240349531174,59.14,680500
1362,-0.0055503785,-3.4182448,68100000,0.020590832,0.25243196,0.9948970419354737,0.142736,5.264955258760165,7551,0.034606677,9161.201949596405,51.09,681000
1363,-0.004986188,-3.4195797,68150000,0.021567585,0.25649995,0.9906053664162755,0.13628696,4.516190919508372,8034,0.060969304,9168.266046762466,55.09,681500
1364,-0.0032999748,-3.4226122,68200000,0.021922044,0.26808795,0.9918297873809934,0.13658626,5.274254458858886,8229,0.057798285,9175.075829744339,53.46,682000
1365,-0.0059484285,-3.433453,68250000,0.020805402,0.25722194,0.9920884547755122,0.13238284,3.971609021329532,7873,0.05056324,9181.576093912125,49.54,682500
1366,-0.005846368,-3.4461837,68300000,0.019214565,0.24183595,0.9944472992792726,0.13569368,4.209596600969235,8066,0.037147127,9188.418070793152,47.56,683000
1367,-0.0052778884,-3.4497647,68350000,0.022512538,0.27009797,0.9914510454982519,0.13771045,5.7940439954734755,8055,0.060093537,9195.159941911697,59.32,683500
1368,-0.0058070244,-3.4450104,68400000,0.020291338,0.24920797,0.9921155050396919,0.13219158,5.972557308454925,7961,0.053599432,9201.642534017563,60.8,684000
1369,-0.005703958,-3.4414818,68450000,0.019821715,0.24765602,0.9956291597336531,0.14109023,5.1202947489805135,7934,0.029374225,9208.364413499832,54.77,684500
1370,-0.007756184,-3.441985,68500000,0.01769517,0.22743198,0.9960103803314269,0.1363574,4.374205276670036,7904,0.026667554,9215.231174468994,49.05,685000
1371,-0.004892031,-3.4484086,68550000,0.018450918,0.23707601,0.9957634941674769,0.14052287,4.721497531357963,8178,0.028422222,9222.095047235489,52.48,685500
1372,-0.0068000625,-3.4408665,68600000,0.020963607,0.25682992,0.9904564777389169,0.13222581,4.892592801102146,8087,0.06549024,9228.444696187973,55.65,686000
1373,-0.0058513526,-3.4211063,68650000,0.020105515,0.25025195,0.9904884807765484,0.13473207,4.177364968850015,8193,0.062396716,9235.150603294373,52.4,686500
1374,-0.00614935,-3.4203556,68700000,0.020223089,0.25307795,0.994631128385663,0.13375184,4.5386404321018565,7967,0.03573127,9241.785294771194,59.4,687000
1375,-0.0060571893,-3.422274,68750000,0.021248952,0.26003197,0.99175547901541,0.13517183,4.982284935420612,7913,0.058272414,9248.592396259308,54.43,687500
1376,-0.004005901,-3.4198902,68800000,0.020774314,0.25812396,0.9923565182834864,0.1353708,6.039587565812107,7924,0.05037905,9255.394956111908,58.23,688000
1377,-0.004159436,-3.422577,68850000,0.021918297,0.26988003,0.9922551861964166,0.13424157,5.668120957738575,8017,0.04942087,9262.143916606903,58.74,688500
1378,-0.0060563963,-3.4333866,68900000,0.019042177,0.24275003,0.9960177280008793,0.1370375,4.828745944477633,7789,0.026503978,9268.798352956772,52.74,689000
1379,-0.004899711,-3.4461198,68950000,0.019599184,0.24443202,0.9955260874703526,0.1422109,5.1990769941138755,7809,0.02929128,9275.777181148529,49.54,689500
1380,-0.004843561,-3.4651182,69000000,0.02243201,0.262966,0.9937148024328053,0.13608707,4.528557816961984,7927,0.04225891,9282.70516204834,54.02,690000
1381,-0.005004691,-3.4708352,69050000,0.020808697,0.25714403,0.9922525123693049,0.13660203,3.7547862508607066,7959,0.05249392,9289.490141630173,47.1,690500
1382,-0.0068959612,-3.4736066,69100000,0.020338008,0.25310796,0.9908408941701055,0.13418686,5.795217318847063,7696,0.0602759,9296.247478961945,55.78,691000
1383,-0.0058194296,-3.476437,69150000,0.0182311,0.232818,0.9960909504443407,0.14018078,5.096801977911964,7946,0.026710091,9303.08217549324,55.79,691500
1384,-0.0054994198,-3.4744914,69200000,0.022019193,0.26868406,0.9933442920446396,0.13627075,5.985793867660541,7973,0.045185283,9309.887019395828,58.53,692000
1385,-0.0044798646,-3.4796844,69250000,0.023080101,0.26492998,0.9932602974586189,0.13604102,4.7718955982491025,8059,0.046003398,9316.38184762001,55.86,692500
1386,-0.003673792,-3.4972641,69300000,0.019435063,0.243302,0.9945292705669999,0.13923633,5.178965659132591,8113,0.037012387,9323.071022033691,54.77,693000
1387,-0.004513592,-3.4999824,69350000,0.020802423,0.26107204,0.9920959351584315,0.13668746,4.618599775671319,7818,0.054966316,9329.697588205338,51.37,693500
1388,-0.005499827,-3.5018017,69400000,0.019006632,0.24187797,0.99354944890365,0.13628262,4.880706455345208,7985,0.044358853,9336.723182201385,54.89,694000
1389,-0.0063932496,-3.5015404,69450000,0.018554384,0.23834603,0.9953068592585623,0.13541722,4.907550581727773,7915,0.02816998,9343.597601175308,52.88,694500
1390,-0.0068101417,-3.4987032,69500000,0.01860749,0.23813602,0.9956159666180611,0.13668866,5.45129107497065,7906,0.028943235,9350.346247673035,59.41,695000
1391,-0.0070404434,-3.499186,69550000,0.018942706,0.24183199,0.9958479814231396,0.13701066,4.311551765888289,7868,0.027018148,9357.23697066307,47.26,695500
1392,-0.0053913738,-3.5045288,69600000,0.02169059,0.264246,0.9947288488037884,0.13570862,4.687467633028864,7856,0.036000002,9364.123247385025,55.91,696000
1393,-0.0060212426,-3.5070798,69650000,0.021831743,0.262846,0.9921670658513904,0.13037983,5.296102431508916,8112,0.053474285,9371.080666542053,57.14,696500
1394,-0.007353735,-3.5224488,69700000,0.01988629,0.2505,0.9946856647729874,0.1401983,4.51525693282354,8116,0.034048833,9377.57359623909,50.89,697000
1395,-0.006323751,-3.5351183,69750000,0.020682277,0.25658002,0.9946629242040217,0.13838872,5.84379090243965,8161,0.036040664,9384.243101596832,59.52,697500
1396,-0.0048974734,-3.5352716,69800000,0.021062143,0.25587806,0.989010876044631,0.13550773,4.498391096408231,8110,0.07556067,9390.727983951569,51.87,698000
1397,-0.0030589933,-3.5395932,69850000,0.023408856,0.278972,0.9935733857564628,0.13479134,5.803614885120332,8027,0.042998455,9397.476975679398,54.47,698500
1398,-0.0034147876,-3.540931,69900000,0.02294782,0.273844,0.9924464370124042,0.13856035,5.225835367871041,8372,0.052076697,9404.139669418335,58.01,699000
1399,-0.0053887903,-3.545579,69950000,0.021342283,0.25811997,0.9934059954248369,0.13588987,4.846917081579741,7991,0.045895096,9410.715945482254,49.74,699500
1400,-0.007545374,-3.552889,70000000,0.018566344,0.23710603,0.9947008364833891,0.13628282,5.267732350115985,7954,0.03374314,9417.373264789581,58.65,700000
1401,-0.0055419845,-3.5564096,70050000,0.020044632,0.24819599,0.9929772187024355,0.1395784,6.174010114150588,8266,0.047199577,9424.178636550903,60.97,700500
1402,-0.005830371,-3.5610778,70100000,0.019319152,0.246574,0.9950449177995324,0.13782698,4.0132346834812775,8048,0.03411154,9430.735270738602,47.7,701000
1403,-0.0069771893,-3.567192,70150000,0.019951308,0.252434,0.99417242128402,0.13734381,4.77393953030245,8360,0.039613254,9437.358620166779,57.19,701500
1404,-0.006401999,-3.5856125,70200000,0.021737041,0.266094,0.9943778091110289,0.13820922,4.997225589670416,8100,0.039007638,9443.871134281158,56.3,702000
1405,-0.005970399,-3.586609,70250000,0.021683982,0.26666397,0.9929681676439941,0.1370644,5.2280483594977705,8053,0.047691163,9450.463643789291,53.89,702500
1406,-0.0018404591,-3.5871317,70300000,0.024003563,0.28221005,0.991422813385725,0.13964367,5.992567704617395,8032,0.058945566,9457.186523199081,55.53,703000
1407,-0.005338085,-3.5984101,70350000,0.019653834,0.24428205,0.9935151105746627,0.13826135,4.524286737392249,7978,0.04052942,9464.012009620667,47.78,703500
1408,-0.004600492,-3.599409,70400000,0.021409087,0.264712,0.9941654484719038,0.13326107,5.278448071157909,7689,0.038555235,9470.824726343155,54.8,704000
1409,-0.0063058436,-3.5959487,70450000,0.020042622,0.24712,0.9922626507468522,0.13583086,4.512920867342036,8103,0.04911904,9477.827800512314,57.51,704500
1410,-0.004826155,-3.5850077,70500000,0.023184871,0.27505198,0.9913244936615229,0.14072907,4.151382997025503,7912,0.05777059,9484.424205064774,43.38,705000
1411,-0.0053851707,-3.5778384,70550000,0.019855767,0.24931806,0.9945408096536994,0.13468426,4.039771061221181,7922,0.033967376,9491.237442731857,48.2,705500
1412,-0.0066513503,-3.5785193,70600000,0.021278707,0.25666994,0.992721984628588,0.13407294,4.088591049915412,8004,0.047815803,9498.176605463028,47.84,706000
1413,-0.0040324884,-3.5787818,70650000,0.022144942,0.26886198,0.9906506771221757,0.14342998,3.635316587261259,7589,0.06255493,9505.099243164062,46.04,706500
1414,-0.0051553296,-3.5792146,70700000,0.022008145,0.26560596,0.9918995928019285,0.13640365,4.629620365084848,7822,0.053374216,9512.235458374023,54.39,707000
1415,-0.004458695,-3.570464,70750000,0.023838304,0.28329995,0.9931867895647883,0.13510577,4.462045750120888,7890,0.044687614,9519.08071231842,52.0,707500
1416,-0.006070674,-3.5593138,70800000,0.020266062,0.24981797,0.9909783843904734,0.13683867,5.7945654762751655,8006,0.06346256,9525.983813285828,57.04,708000
1417,-0.0045945435,-3.5557983,70850000,0.020665985,0.25294006,0.9940912234596908,0.14071707,5.114320341190178,7958,0.038899496,9532.661624670029,52.75,708500
1418,-0.0040331297,-3.5508783,70900000,0.02404579,0.285518,0.9899456240236759,0.13701108,6.034998005805973,7812,0.06842003,9539.556129217148,56.45,709000
1419,-0.0052178665,-3.5441601,70950000,0.01991348,0.25263205,0.9935388159938157,0.14053833,5.5573079158941985,7805,0.042059932,9546.627624750137,54.38,709500
1420,-0.0065860897,-3.5617914,71000000,0.019436259,0.24762803,0.995610557962209,0.13539143,4.83461347151082,7957,0.028424717,9553.560926675797,53.86,710000
1421,-0.005060822,-3.573559,71050000,0.02130682,0.26197198,0.9941920735873282,0.13946968,5.038440278899434,8029,0.03885889,9560.283007144928,54.63,710500
1422,-0.0042510466,-3.58442,71100000,0.02145615,0.260206,0.9913930874317884,0.13763097,4.517283815858536,8008,0.055848587,9567.043883562088,52.4,711000
1423,-0.006267576,-3.5864592,71150000,0.020551752,0.25830197,0.9943149937316775,0.13674365,4.186627206083867,8148,0.038620934,9573.54821395874,52.33,711500
1424,-0.0053531746,-3.5807307,71200000,0.02381819,0.28145397,0.9911895701661706,0.1355244,5.648945237636508,8104,0.05831195,9580.317999601364,62.55,712000
1425,-0.0029529629,-3.573446,71250000,0.025218416,0.290112,0.9911128468811512,0.1367123,5.1676252185579505,8058,0.062301077,9587.050450086594,57.62,712500
1426,-0.00617591,-3.5836935,71300000,0.018422922,0.23662806,0.9962413017638028,0.13995545,4.916728286785364,8103,0.024179414,9593.574884176254,51.68,713000
1427,-0.0065996456,-3.595507,71350000,0.020291157,0.253076,0.9948916165158153,0.14073493,4.7734622473806665,8195,0.031802747,9600.12675666809,54.15,713500
1428,-0.0029639036,-3.5941918,71400000,0.02191694,0.26974994,0.9927478283643723,0.13934731,4.437483278133441,8245,0.05008047,9606.650704145432,47.34,714000
1429,-0.005503087,-3.6108904,71450000,0.02143654,0.26310003,0.9947911771014333,0.13535264,5.086606810719968,7681,0.035019998,9613.222115278244,55.81,714500
1430,-0.0054285293,-3.637181,71500000,0.021879125,0.268678,0.992893903516233,0.1376154,5.575795347304665,7922,0.04657267,9620.258434057236,55.25,715000
1431,-0.0055867326,-3.635517,71550000,0.0220037,0.265782,0.9936095145530999,0.14161402,5.207945055532618,8177,0.043742932,9627.183206319809,54.42,715500
1432,-0.006793862,-3.6303413,71600000,0.018911151,0.24122402,0.9941618801094592,0.13755116,5.271761266303802,7672,0.037624706,9633.643348693848,56.07,716000
1433,-0.005000342,-3.6343112,71650000,0.022968851,0.27008605,0.9923072108067572,0.14180245,4.827095364662673,7908,0.050112996,9640.655046701431,52.84,716500
1434,-0.006430537,-3.6347094,71700000,0.02071816,0.25290796,0.9926122659817338,0.13536917,5.461988112669351,7818,0.049216878,9647.446495771408,58.45,717000
1435,-0.0059104194,-3.6292837,71750000,0.021614663,0.25822806,0.9925659601576626,0.14258283,4.911128905197329,7957,0.050274,9654.380204677582,50.66,717500
1436,-0.0051105847,-3.630519,71800000,0.020418996,0.25225,0.9939857139252126,0.13386305,4.793861904411861,8026,0.03876642,9661.263885974884,56.74,718000
1437,-0.005373967,-3.6322591,71850000,0.021209963,0.263254,0.9946674089878798,0.13910255,3.7925403939097304,7830,0.034351226,9668.045861005783,44.74,718500
1438,-0.004828541,-3.6309497,71900000,0.020726925,0.25558606,0.9935804386623204,0.13614145,5.263504138151766,7853,0.043535884,9674.85038113594,56.91,719000
1439,-0.0055173417,-3.6278088,71950000,0.01887012,0.24004398,0.9949716264382005,0.13877606,5.029045973202556,7850,0.032426096,9681.786883592606,53.62,719500
1440,-0.0020719208,-3.6316462,72000000,0.025630038,0.29371592,0.9912676950916648,0.13525066,5.060215689965335,8161,0.058399487,9688.655175685883,57.01,720000
1441,-0.0056289025,-3.6337173,72050000,0.021943333,0.26498798,0.9921982306987047,0.13446175,5.354785425778864,8446,0.051083673,9695.430121421814,62.16,720500
1442,-0.0044663795,-3.6355534,72100000,0.021920623,0.266046,0.992896871175617,0.13952437,5.253727576308011,8107,0.046111263,9701.852857589722,54.87,721000
1443,-0.0044954075,-3.6440775,72150000,0.023643538,0.28137,0.9912531888112426,0.13037275,4.7232615151570645,8080,0.057581667,9708.559739351273,53.55,721500
1444,-0.0048349486,-3.6510432,72200000,0.021995291,0.26462,0.9935684576630592,0.14008829,5.631791209104413,7948,0.04235166,9715.240419387817,58.79,722000
1445,-0.0072524403,-3.646665,72250000,0.02096417,0.256734,0.9919959167018533,0.13507633,4.548412087332909,8000,0.052195426,9722.002165317535,52.59,722500
1446,-0.007044203,-3.6449323,72300000,0.02053724,0.25056398,0.9938922603614628,0.13939135,4.936816446399607,8030,0.04104316,9728.790380716324,52.33,723000
1447,-0.0057329116,-3.6476455,72350000,0.022575479,0.27607206,0.9934407589025795,0.13522334,5.845092280370591,8095,0.043939933,9735.526375293732,66.43,723500
1448,-0.00460711,-3.6498165,72400000,0.022352101,0.27141002,0.9910309808328748,0.1328449,4.44760012208355,7989,0.060134295,9742.25897526741,53.35,724000
1449,-0.0036977988,-3.6550574,72450000,0.023938622,0.27702197,0.9916192283853889,0.1372193,5.700113022829755,7738,0.056351,9748.91736650467,63.62,724500
1450,-0.005403632,-3.6578467,72500000,0.021929031,0.26340005,0.9938714173622429,0.139322,5.300147357003588,7789,0.03977109,9755.908136606216,52.72,725000
