n_updates,policy_loss,policy_entropy,total_timesteps,approxkl,clipfrac,explained_variance,true_reward,ep_reward_mean,fps,value_loss,time_elapsed,ep_len_mean,serial_timesteps
3078,-0.0043377,-4.300096,153900000,0.02415343,0.285308,0.9945919495075941,0.14293648,5.322190580496099,8098,0.03658778,20751.416039943695,50.02,1539000
3079,-0.006102314,-4.297537,153950000,0.023137836,0.27625003,0.9950288524851203,0.14407913,5.294863795088968,8122,0.03307338,20758.15095090866,54.42,1539500
3080,-0.006634304,-4.2962112,154000000,0.021698033,0.26836208,0.9959151493385434,0.14408134,4.911396339093335,8281,0.028641682,20764.825434684753,48.51,1540000
3081,-0.007153719,-4.291155,154050000,0.021868028,0.26881194,0.9955246564932168,0.14435536,4.727685758218286,7886,0.029483764,20771.371394634247,51.6,1540500
3082,-0.004541725,-4.28964,154100000,0.024944851,0.289406,0.9916863907128572,0.14112091,5.726423142662825,8119,0.05405464,20778.19446516037,55.42,1541000
3083,-0.00627681,-4.279393,154150000,0.023003597,0.277728,0.994905645493418,0.14933048,4.511188871931808,8039,0.034958657,20784.714026927948,51.11,1541500
3084,-0.004704399,-4.270888,154200000,0.023421578,0.28195,0.9942668513394892,0.14396721,3.8983948624529874,8163,0.037839305,20791.262571811676,44.16,1542000
3085,-0.003695797,-4.2751155,154250000,0.02530311,0.29579,0.9939986318349838,0.14102866,4.557597628552758,8194,0.041031174,20797.9270029068,47.57,1542500
3086,-0.0020985776,-4.2851734,154300000,0.033746794,0.34412807,0.9919691393151879,0.13984944,4.2712389781874665,7823,0.054084852,20804.56206512451,52.41,1543000
3087,-0.004435297,-4.2940993,154350000,0.024805255,0.28980798,0.9931460320949554,0.14345516,4.811590752121702,7970,0.04668987,20811.176105976105,50.57,1543500
3088,-0.007505742,-4.300104,154400000,0.022228856,0.26996,0.9958523227833211,0.14383224,5.44651605101717,7975,0.02727513,20817.87186574936,58.98,1544000
3089,-0.007099441,-4.298355,154450000,0.02600276,0.29529196,0.9911545859649777,0.13621213,4.578124099971465,7722,0.059290204,20824.547835588455,49.43,1544500
3090,-0.007720034,-4.2975855,154500000,0.023245718,0.27458602,0.9946222389116883,0.14901741,4.2928284269488355,7987,0.035874322,20831.576318502426,46.18,1545000
3091,-0.006844762,-4.313588,154550000,0.022983072,0.27448595,0.9944490478374064,0.14143509,4.080046172080329,7971,0.035777062,20838.338084220886,43.1,1545500
3092,-0.0048504416,-4.318919,154600000,0.022986202,0.27977598,0.9948403220623732,0.14464772,4.322811531246334,8024,0.03332484,20845.195414304733,44.9,1546000
3093,-0.0054530026,-4.3177276,154650000,0.026931481,0.29447204,0.9942766656167805,0.14387201,4.5732003859424735,7894,0.041080248,20851.9430270195,48.52,1546500
3094,-0.0053353976,-4.306708,154700000,0.024137905,0.28572005,0.9937802483327687,0.14712149,4.243974506956583,7936,0.042212535,20858.834532260895,47.55,1547000
3095,-0.003399685,-4.297809,154750000,0.028127987,0.30821404,0.9923702608793974,0.1443503,3.7651079048434624,8026,0.052976042,20865.500141382217,45.44,1547500
3096,-0.0053668944,-4.3031654,154800000,0.023352046,0.279858,0.99198486097157,0.14476824,4.9844992810621624,8193,0.053556662,20872.118916749954,51.66,1548000
3097,-0.005941285,-4.305342,154850000,0.023574097,0.27964795,0.9959486806765199,0.13911967,4.056319663206887,7822,0.025572896,20878.75227379799,51.83,1548500
3098,-0.0069195675,-4.3132415,154900000,0.022539869,0.270638,0.9940332206897438,0.14326885,5.3099560961089445,8037,0.0372346,20885.621713638306,54.1,1549000
3099,-0.004191843,-4.31705,154950000,0.025821185,0.298316,0.9950721119530499,0.14663987,4.997757001830905,8085,0.034726683,20892.408097743988,51.68,1549500
3100,-0.0038430209,-4.3163924,155000000,0.023123939,0.27853996,0.995398118160665,0.13980877,5.184270762720262,7994,0.030689606,20899.102154254913,54.75,1550000
3101,-0.0037201645,-4.312851,155050000,0.02353035,0.28075603,0.9958387846127152,0.14643273,5.319115279587277,8070,0.028681058,20905.854161024094,56.18,1550500
3102,-0.0065554697,-4.3077803,155100000,0.022345793,0.27354,0.9958793306723237,0.1433258,4.16147004735627,7861,0.026395895,20912.619343996048,45.47,1551000
3103,-0.0045843353,-4.311708,155150000,0.02462764,0.28863394,0.9934767065569758,0.13987562,4.396681169846124,7844,0.043059487,20919.48429274559,55.33,1551500
3104,-0.0031868594,-4.311445,155200000,0.026096659,0.29936007,0.9929921207949519,0.141983,3.5380574496046755,8018,0.04523834,20926.118093967438,46.64,1552000
3105,-0.0041117338,-4.3127875,155250000,0.02862245,0.31421393,0.9909753929823637,0.1385463,4.8441078691785515,7980,0.063503295,20932.992288589478,50.75,1552500
3106,-0.004529993,-4.323101,155300000,0.02808068,0.31368807,0.9929031901992857,0.14514358,4.4026035260417125,7673,0.04832819,20939.814120054245,48.54,1553000
3107,-0.006837459,-4.3291245,155350000,0.024204476,0.28151006,0.994187496136874,0.13563596,3.5184238204508436,8041,0.03652986,20946.809902668,56.37,1553500
3108,-0.005828536,-4.3303494,155400000,0.023937427,0.2859161,0.9949838984757662,0.14393261,4.79122589385217,8232,0.034106895,20953.51359963417,49.2,1554000
3109,-0.006243119,-4.3397155,155450000,0.021659695,0.26443398,0.9965696593280882,0.14203975,4.702956899817946,8017,0.022167694,20960.166651248932,49.37,1554500
3110,-0.0055297147,-4.3494434,155500000,0.024247501,0.283736,0.9935635570436716,0.14379269,5.033956353390968,7784,0.04168841,20966.81067419052,49.67,1555000
3111,-0.006708218,-4.34613,155550000,0.025829023,0.29320395,0.9940505749545991,0.14366896,3.9464942697543304,7877,0.039280202,20973.636355161667,49.53,1555500
3112,-0.0069895713,-4.334291,155600000,0.02112031,0.26304805,0.9953133161179721,0.14489073,5.659638933128735,7816,0.029682277,20980.556322336197,55.25,1556000
3113,-0.0054806615,-4.32973,155650000,0.022368751,0.268248,0.9944249442778528,0.1415518,4.066966226906988,8124,0.037753344,20987.430748701096,47.26,1556500
3114,-0.005570486,-4.3287077,155700000,0.025484663,0.29517198,0.99146768450737,0.14286509,5.707129121488469,8139,0.058041815,20994.112921714783,54.93,1557000
3115,-0.0037887164,-4.320207,155750000,0.03294263,0.3370481,0.9894074369221926,0.14156543,4.349121505082876,7819,0.07591398,21000.820209741592,49.68,1557500
3116,-0.005756127,-4.312112,155800000,0.025381682,0.29245993,0.9928666884079576,0.14341812,4.903108570904005,8107,0.048489217,21007.735546588898,51.68,1558000
3117,-0.0066987965,-4.3158703,155850000,0.023954393,0.27142203,0.9955067876726389,0.14946893,4.673629697006254,7747,0.03092321,21014.464790821075,46.61,1558500
3118,-0.0066805957,-4.3348083,155900000,0.021576736,0.26677993,0.9957597749307752,0.13844503,4.8259013842762215,7863,0.027605219,21021.571712493896,50.3,1559000
3119,-0.007048883,-4.3465414,155950000,0.020400692,0.25493002,0.996835655067116,0.14515164,3.8103263335290105,7776,0.020840727,21028.4855260849,49.48,1559500
3120,-0.006947575,-4.3523064,156000000,0.02233262,0.27153203,0.9960217773914337,0.14376217,4.986244119359472,8074,0.026164401,21035.452915668488,52.2,1560000
3121,-0.0047041792,-4.353752,156050000,0.025126025,0.28608996,0.9943333668634295,0.14614017,5.216466013714671,7769,0.037790284,21042.233168125153,52.77,1560500
3122,-0.0054413956,-4.352048,156100000,0.025772488,0.29665,0.9923065113835037,0.14295486,5.433915536569839,7906,0.051039595,21049.176409482956,50.98,1561000
3123,-0.0040604565,-4.3482366,156150000,0.02673035,0.30275002,0.9933759169653058,0.14464279,5.673525188565836,8234,0.045804687,21056.052642583847,55.19,1561500
3124,-0.0014406862,-4.35189,156200000,0.026973724,0.306034,0.9964077803306282,0.14368846,5.594811335861014,8273,0.024446812,21062.57999444008,52.02,1562000
3125,-0.0027548694,-4.3434014,156250000,0.026858464,0.30141595,0.9930015415884554,0.14279647,5.1203256237833195,7982,0.045400824,21069.112422704697,53.9,1562500
3126,-0.006730795,-4.3280716,156300000,0.026631115,0.29278404,0.9932715618051589,0.14317906,5.222758018574678,8001,0.044472385,21075.82336997986,50.15,1563000
3127,-0.005123955,-4.3320603,156350000,0.024358885,0.284,0.992591954767704,0.14287995,3.9262292381287263,8101,0.049789418,21082.60765528679,48.89,1563500
3128,-0.004461553,-4.334729,156400000,0.023722844,0.27942201,0.9938745172694325,0.14076573,4.186435741930618,7686,0.04106704,21089.036598205566,46.83,1564000
3129,-0.0056680287,-4.330953,156450000,0.025711227,0.29775003,0.994362901430577,0.14064254,4.413196614887856,7769,0.036657244,21096.044221162796,49.22,1564500
3130,-0.005366577,-4.3351383,156500000,0.026528735,0.30425397,0.9915951183065772,0.13889326,5.115667783644458,8093,0.056911573,21102.966269254684,55.81,1565000
3131,-0.006029911,-4.3469334,156550000,0.023534562,0.28263396,0.9957436956465244,0.14659591,4.241321027468075,8101,0.028819665,21109.65080666542,45.85,1565500
3132,-0.0057206936,-4.347357,156600000,0.02508957,0.289088,0.9936787560582161,0.1461559,4.878271156753181,7766,0.04133495,21116.15843963623,47.63,1566000
3133,-0.0058786827,-4.34199,156650000,0.022686096,0.275982,0.9958525556139648,0.14603096,4.16181468115974,8195,0.027202433,21123.100651741028,46.42,1566500
3134,-0.0054534376,-4.331458,156700000,0.025619565,0.29633397,0.9934628466144204,0.14342038,4.7445125067146,7956,0.041864134,21129.70371365547,53.5,1567000
3135,-0.004068256,-4.332424,156750000,0.024090096,0.2837,0.9943170230835676,0.14334144,3.907402513273264,8093,0.035370506,21136.24681329727,44.69,1567500
3136,-0.004618906,-4.340743,156800000,0.025512673,0.29649404,0.9938760795630515,0.14402911,4.469780458986497,7891,0.039765283,21142.956900835037,48.45,1568000
3137,-0.005565166,-4.340848,156850000,0.023749828,0.28102404,0.9950355268083513,0.14288081,3.600689816575323,7861,0.033566676,21149.860221385956,43.65,1568500
3138,-0.0043366123,-4.342557,156900000,0.026950663,0.305172,0.9923364482820034,0.14205714,4.713871975967923,8245,0.0514366,21156.506018161774,51.14,1569000
3139,-0.005250796,-4.346158,156950000,0.02592334,0.29184598,0.9906482705846429,0.13952778,4.531306894787122,7816,0.0643509,21163.100363731384,52.96,1569500
3140,-0.006845455,-4.344819,157000000,0.02270055,0.27638793,0.9944598921574652,0.14438878,5.138891801503924,7776,0.038071018,21170.127545833588,57.7,1570000
3141,-0.0069817393,-4.3507676,157050000,0.022601912,0.272464,0.9957797201350331,0.14213145,4.420309138005105,7884,0.027911745,21176.959340572357,48.66,1570500
3142,-0.0044152457,-4.360131,157100000,0.022436872,0.27263004,0.9950035605579615,0.14647958,4.20554375818334,7992,0.035442825,21183.889405965805,49.46,1571000
3143,-0.0064208573,-4.367863,157150000,0.020927228,0.25961205,0.9963742606341839,0.1437532,4.446316634170071,7875,0.02471704,21190.554428100586,47.82,1571500
3144,-0.0039395913,-4.373237,157200000,0.027600398,0.30808204,0.9925752161070704,0.1409343,3.550925888710044,8037,0.04966271,21197.384175539017,44.95,1572000
3145,-0.0055318726,-4.382251,157250000,0.020662827,0.25380602,0.9960831045173109,0.14360128,3.5587578864315583,8067,0.02598549,21204.170741558075,43.39,1572500
3146,-0.0044681784,-4.3791046,157300000,0.02435293,0.28416198,0.9937103046104312,0.1428186,4.6334317228793225,7656,0.040421773,21210.78669667244,46.81,1573000
3147,-0.004037289,-4.3650713,157350000,0.029481784,0.31623796,0.9925121353007853,0.14201301,4.631529607226549,8427,0.050937194,21217.82953929901,50.6,1573500
3148,-0.0057147034,-4.3566556,157400000,0.026099723,0.292568,0.9926874972879887,0.14034875,4.558948739889747,7822,0.05132954,21224.27706003189,49.22,1574000
3149,-0.0069322954,-4.368288,157450000,0.021592896,0.26721802,0.9957521655596793,0.14554143,4.873899893619746,8282,0.028185118,21231.26112294197,49.67,1574500
3150,-0.00460321,-4.376946,157500000,0.025071034,0.28193796,0.9940849882550538,0.1421695,4.719376620477196,7996,0.038345966,21237.890195131302,52.83,1575000
3151,-0.006877308,-4.3716903,157550000,0.022875145,0.27468196,0.9955809395760298,0.14463893,4.960287427332369,8181,0.027768504,21244.675545215607,48.94,1575500
3152,-0.005373855,-4.3740654,157600000,0.022402218,0.276964,0.995107663795352,0.14380918,4.204484097682289,8108,0.030513477,21251.34359884262,51.63,1576000
3153,-0.0040044035,-4.387711,157650000,0.026316442,0.30209997,0.9948469204828143,0.14695476,5.727172636873875,8021,0.035709858,21257.956876039505,55.88,1576500
3154,-0.006909002,-4.395906,157700000,0.023667498,0.279446,0.9941509077325463,0.14510739,4.36174597477424,7965,0.03914774,21264.717893838882,49.06,1577000
3155,-0.0039934106,-4.3936,157750000,0.023306776,0.275572,0.9950772910378873,0.14076735,4.333078678327729,8175,0.031199642,21271.545707941055,48.28,1577500
3156,-0.0002739424,-4.395612,157800000,0.028547786,0.31477606,0.9926370158791542,0.14011066,4.832688892988227,8335,0.045784418,21278.1146569252,50.26,1578000
3157,-0.0061715054,-4.3985167,157850000,0.0270476,0.30401203,0.9919402068480849,0.1408884,4.399353788647277,8022,0.053848382,21284.661251306534,50.4,1578500
3158,-0.005623536,-4.410399,157900000,0.023645997,0.28026205,0.9958068341948092,0.14469184,4.669079627175815,8225,0.027606677,21291.405440807343,49.24,1579000
3159,-0.0026732467,-4.4061065,157950000,0.028929465,0.31892803,0.9942067703232169,0.14204825,4.898369629053778,7961,0.038480617,21298.11484193802,52.49,1579500
3160,-0.006349242,-4.400071,158000000,0.02308682,0.278848,0.9954810156486928,0.1422794,5.144896545839874,8232,0.031487547,21304.971576690674,54.66,1580000
3161,-0.003914622,-4.4049664,158050000,0.026598683,0.3011461,0.9936118922196329,0.1421431,5.402452285850741,8186,0.04388768,21311.614750385284,54.44,1580500
3162,-0.006638189,-4.405163,158100000,0.024015792,0.28012803,0.9958519977517426,0.14342092,6.341855501384707,8107,0.026881965,21318.211738586426,55.38,1581000
3163,-0.0048627765,-4.415149,158150000,0.026506878,0.30451,0.9934693719260395,0.14444183,4.939685948010593,8166,0.046222996,21324.880361795425,52.95,1581500
3164,-0.0035922858,-4.420398,158200000,0.027516877,0.30580997,0.992778655141592,0.1425994,6.037248489524354,7895,0.048734955,21331.623979091644,56.74,1582000
3165,-0.004774953,-4.415711,158250000,0.023839183,0.28702796,0.9958362486213446,0.14452708,5.14759803853347,8291,0.027779803,21338.456134319305,51.1,1582500
3166,-0.0050418926,-4.4024696,158300000,0.027796092,0.30321595,0.9927195687778294,0.14486343,5.27356154416455,8215,0.049868155,21345.12528204918,54.12,1583000
3167,-0.005138029,-4.403333,158350000,0.023942266,0.27929604,0.994987843092531,0.14395034,4.94734863393176,8172,0.035128966,21351.61642241478,51.17,1583500
3168,-0.0061137956,-4.4063983,158400000,0.02230762,0.26947397,0.9944283063523471,0.14198545,4.749414975913242,8093,0.03584148,21358.138338804245,51.9,1584000
3169,-0.00063099957,-4.406268,158450000,0.03141172,0.32619995,0.9927817042917013,0.14689827,4.992601312172483,8132,0.049770802,21364.832526683807,48.64,1584500
3170,-0.004689945,-4.398041,158500000,0.029457502,0.3226341,0.9907436082139611,0.14398563,4.87208902192564,8179,0.063009955,21371.57008123398,50.27,1585000
3171,-0.006158681,-4.391733,158550000,0.022320008,0.27282,0.9965447077993304,0.14768578,5.12851551638043,7928,0.021714756,21378.05768609047,48.34,1585500
3172,-0.006912229,-4.39056,158600000,0.021825874,0.26696604,0.9960866873152554,0.14714658,5.070270088215766,7902,0.026888072,21384.955204486847,50.36,1586000
3173,-0.0044047884,-4.386524,158650000,0.026215758,0.293634,0.9902612576261163,0.14267649,5.262862881126639,7744,0.066332944,21391.67187976837,51.63,1586500
3174,-0.005286664,-4.385375,158700000,0.027277254,0.30553004,0.993522119242698,0.14490074,4.807864564835472,8087,0.04169909,21398.628661632538,52.02,1587000
3175,-0.0055918926,-4.3873606,158750000,0.025403319,0.29498604,0.9941527126356959,0.143354,5.0609299516676405,8237,0.039043736,21405.025962352753,52.87,1587500
3176,-0.0065171705,-4.385543,158800000,0.024750633,0.2881381,0.992788050789386,0.14070536,3.7022968723894154,7995,0.048156273,21411.592595100403,47.09,1588000
3177,-0.002608462,-4.379333,158850000,0.028553179,0.315596,0.9925503660924733,0.14549561,4.236112114129937,8028,0.05004032,21418.27440571785,47.16,1588500
3178,-0.0037528095,-4.3761916,158900000,0.02681514,0.298674,0.993712636642158,0.14802063,4.712741985567845,7986,0.042445842,21425.02099084854,49.5,1589000
3179,-0.0068750316,-4.3844633,158950000,0.023862433,0.2816719,0.9965146514587104,0.14952073,5.158375057201774,8148,0.023089599,21431.52902150154,51.31,1589500
3180,-0.002783948,-4.3894897,159000000,0.026497407,0.30179805,0.9928032187744975,0.1422114,4.9293287991920804,8170,0.05134208,21438.028933286667,51.75,1590000
3181,-0.002587314,-4.383207,159050000,0.027890585,0.31152394,0.9908036468550563,0.14061192,4.660802552441456,7855,0.060193747,21444.729257822037,52.61,1590500
3182,-0.004301951,-4.374898,159100000,0.024487035,0.28861004,0.9923201175406575,0.14295457,4.238080756712988,8032,0.054057524,21451.604620933533,48.65,1591000
3183,-0.0037902414,-4.375957,159150000,0.027342139,0.29928598,0.9940287098288536,0.1412599,5.436167622009671,8233,0.0415373,21458.389438152313,56.97,1591500
3184,-0.0035789974,-4.380561,159200000,0.026954446,0.30916196,0.9922624579630792,0.1377484,3.462865393939137,7847,0.054762863,21465.124251127243,48.97,1592000
3185,-0.0051237363,-4.3831944,159250000,0.026305415,0.300608,0.9920673100277781,0.14179109,4.733774308758475,7832,0.052740954,21472.01544046402,48.53,1592500
3186,-0.003730595,-4.3845525,159300000,0.024815174,0.29022998,0.9941247454844415,0.14959706,4.721493449043192,8274,0.04050526,21478.87911963463,51.75,1593000
3187,-0.0041106516,-4.373408,159350000,0.029175494,0.320068,0.9916441440582275,0.14054221,4.2699833522242265,8247,0.057928476,21485.509258270264,51.19,1593500
3188,-0.005387572,-4.35665,159400000,0.024725758,0.28925198,0.994348703417927,0.1412841,5.5429926294453615,8115,0.037246637,21492.203334331512,56.61,1594000
3189,-0.0041238535,-4.3601995,159450000,0.023713872,0.280322,0.9935428248718381,0.14306672,4.021011746111981,7867,0.042913023,21498.811758995056,47.69,1594500
3190,-0.0039295084,-4.349654,159500000,0.024615765,0.29300997,0.9946616934612393,0.14365926,6.553509734391409,8316,0.038185004,21505.581728219986,55.84,1595000
3191,-0.004701352,-4.3488426,159550000,0.024005592,0.28170598,0.9939030944369733,0.14180453,4.831402368422787,8220,0.04211135,21512.151969194412,52.8,1595500
3192,-0.0037882093,-4.3567286,159600000,0.02644431,0.30193195,0.9939226717688143,0.14400814,4.324099759658274,8056,0.040912617,21518.72998070717,48.06,1596000
3193,-0.0053808503,-4.355214,159650000,0.024683587,0.28168598,0.9927678667008877,0.1406748,4.213713812876668,8041,0.045873903,21525.355572223663,52.73,1596500
3194,-0.0038963347,-4.3518796,159700000,0.030521693,0.324298,0.9886384112760425,0.14319764,4.950147997228341,7949,0.08125694,21532.187596559525,48.98,1597000
3195,-0.008178339,-4.3486824,159750000,0.021129515,0.26316604,0.9963473370298743,0.14328374,4.409359424793256,8037,0.023678906,21539.05605649948,46.71,1597500
3196,-0.0046214056,-4.342544,159800000,0.024194324,0.28554,0.9951634132303298,0.14485477,4.538995373150683,8183,0.032991618,21545.760890483856,49.44,1598000
3197,-0.004947473,-4.336529,159850000,0.024487566,0.289052,0.9920846708118916,0.14628415,4.17193381708792,7817,0.054582495,21552.244960546494,49.27,1598500
3198,-0.005825628,-4.3206863,159900000,0.02362648,0.28530595,0.9945441172458231,0.1410027,4.022154553688306,8358,0.036999438,21559.148453712463,46.72,1599000
3199,-0.00641706,-4.317821,159950000,0.024315057,0.28872,0.9934099316596985,0.14529511,5.429123165514247,7726,0.046746418,21565.72454071045,54.17,1599500
3200,-0.004724791,-4.319243,160000000,0.026372487,0.30176005,0.9917775494977832,0.14263333,4.310180963105668,8191,0.056504115,21572.69602060318,50.1,1600000
3201,-0.0061746743,-4.317664,160050000,0.024699027,0.28497005,0.9949120618402958,0.1439411,4.6408599250695985,8143,0.032885395,21579.42144227028,51.72,1600500
3202,-0.005409765,-4.315854,160100000,0.022599338,0.27497602,0.9952631103806198,0.14315021,4.909859587182291,7565,0.032186326,21586.076159715652,48.71,1601000
3203,-0.0064501776,-4.313698,160150000,0.025056195,0.29368398,0.9933587643317878,0.14367425,5.167193506850599,8111,0.044859286,21593.154548168182,51.76,1601500
3204,-0.0076595675,-4.323559,160200000,0.019973148,0.25263,0.9974317098967731,0.14539981,4.7548882527260865,7713,0.01622592,21599.94442820549,50.72,1602000
3205,-0.0028007803,-4.3270307,160250000,0.027495055,0.30730402,0.9935520333237946,0.14359248,4.611094177328268,8054,0.04480909,21606.903452157974,48.3,1602500
3206,-0.005525702,-4.329046,160300000,0.02311341,0.27718806,0.9948282283730805,0.14565077,5.122904609778488,8035,0.0342148,21613.721032619476,52.41,1603000
3207,-0.0054517793,-4.323181,160350000,0.023518307,0.27972004,0.9940497237257659,0.14168502,4.972071669216457,7822,0.039372712,21620.448565721512,57.42,1603500
3208,-0.004233115,-4.320586,160400000,0.026711546,0.30146205,0.9933162177912891,0.14215255,5.105177350593367,7973,0.044930454,21627.27172422409,52.21,1604000
3209,-0.005846488,-4.3225327,160450000,0.025681233,0.29542607,0.9919706294313073,0.1421579,5.067482081200869,7937,0.0531738,21633.889855384827,55.0,1604500
3210,-0.0063314247,-4.330336,160500000,0.022030585,0.26584995,0.9965315519366413,0.14575452,4.054087697839423,7949,0.022533653,21640.725689888,43.91,1605000
3211,-0.0032829815,-4.3330507,160550000,0.025938988,0.29549202,0.9953431286849082,0.14553134,3.8954089575266697,7902,0.03029149,21647.511609315872,46.85,1605500
3212,-0.0014332309,-4.333485,160600000,0.027489383,0.30807805,0.9953475883230567,0.14427622,4.462803814914696,7988,0.032601316,21654.36744904518,47.38,1606000
3213,-0.0051088794,-4.3332944,160650000,0.023539176,0.278624,0.9944896367378533,0.14413896,4.895714189076098,8010,0.035793412,21661.201687335968,51.21,1606500
3214,-0.0047856364,-4.3237615,160700000,0.02461362,0.29007804,0.9929704670794308,0.14111958,4.764247481249694,7891,0.047312923,21667.924181699753,49.67,1607000
3215,-0.0055092643,-4.324066,160750000,0.024177447,0.285852,0.994506202172488,0.14093228,4.284842948151781,7749,0.035517234,21674.84694647789,49.5,1607500
3216,-0.0071345987,-4.3424754,160800000,0.024555152,0.28798798,0.994053278118372,0.13862355,3.4163597339110856,7886,0.04152027,21681.548275232315,47.41,1608000
3217,-0.006274824,-4.3419356,160850000,0.022557367,0.27276996,0.9947890979237854,0.14121406,5.189015123374265,8074,0.03486557,21688.515402555466,51.27,1608500
3218,-0.0026984322,-4.343064,160900000,0.028107025,0.31432799,0.9912243895232677,0.14305772,3.690508983766267,7744,0.060539242,21695.255040884018,47.42,1609000
3219,-0.0068034213,-4.3512754,160950000,0.02186943,0.26854396,0.9954470600932837,0.14788525,4.754578320535656,7739,0.028069995,21702.239270210266,52.13,1609500
3220,-0.0025213084,-4.346921,161000000,0.027497258,0.30517998,0.9912663092836738,0.14485809,5.461713164890098,8316,0.055898305,21709.169104337692,55.01,1610000
3221,-0.004558557,-4.3435388,161050000,0.028281895,0.301458,0.9933666558936238,0.14676838,5.110073035202294,8101,0.04506655,21715.80654168129,52.93,1610500
3222,-0.0052703083,-4.3425894,161100000,0.023839641,0.28160208,0.9960940682794899,0.14310601,3.5241174268013857,8166,0.025623977,21722.443733930588,46.36,1611000
3223,-0.007039275,-4.343552,161150000,0.021468101,0.262806,0.9952057534828782,0.14255312,5.479552676338572,8119,0.031253047,21729.05997109413,55.54,1611500
3224,-0.0021205456,-4.338455,161200000,0.026626255,0.30263203,0.9948791856877506,0.14466842,4.022587402539793,8276,0.034647547,21735.61234974861,44.21,1612000
3225,-0.00553984,-4.329757,161250000,0.025416456,0.2869419,0.9936819141730666,0.14556499,5.2189968631730155,8239,0.043466892,21742.063246250153,59.15,1612500
3226,-0.0066698873,-4.3222303,161300000,0.024926191,0.286982,0.9945802600122988,0.14674713,5.746562852934585,7962,0.035860807,21748.54917025566,53.92,1613000
3227,-0.0033940463,-4.323155,161350000,0.024272257,0.28377602,0.9941100096330047,0.14297962,4.833890945140956,7520,0.04155607,21755.402245521545,54.3,1613500
3228,-0.0041033565,-4.3273225,161400000,0.022366155,0.272444,0.9956318908371031,0.14941014,4.690195539426932,7987,0.030347222,21762.710592269897,50.38,1614000
3229,-0.0043431004,-4.3326435,161450000,0.024573414,0.28842804,0.9921972788870335,0.14252333,4.138082453434836,8000,0.053162698,21769.530945539474,48.17,1614500
3230,-0.00728526,-4.3319287,161500000,0.022221213,0.27402997,0.9958924297243357,0.1425301,4.032934867630757,7677,0.025985684,21776.23163318634,44.79,1615000
3231,-0.0040085465,-4.324697,161550000,0.024909137,0.28899604,0.9949097312055528,0.14151964,4.699935583556071,7756,0.034559324,21783.300269126892,51.19,1615500
3232,-0.0059837364,-4.3283916,161600000,0.022519117,0.273524,0.9968007581774145,0.14379995,4.9827667713964185,8179,0.019272776,21790.29888319969,50.55,1616000
3233,-0.002423537,-4.331042,161650000,0.027451012,0.3036,0.9940962572582066,0.14133988,5.609950245283617,8058,0.039145857,21796.86889410019,54.07,1616500
3234,-0.0071475147,-4.324285,161700000,0.022201007,0.271,0.996802344918251,0.14314467,4.520368998561898,7888,0.020161081,21803.507023334503,48.64,1617000
3235,-0.003898265,-4.314192,161750000,0.027470097,0.30600396,0.9928070711903274,0.14356585,5.390339901498082,8149,0.049047217,21810.320606946945,50.86,1617500
3236,-0.00499177,-4.3111515,161800000,0.02331223,0.27782005,0.9959415784105659,0.1435529,5.905285514237766,8099,0.02628054,21816.820601940155,53.99,1618000
3237,-0.006015411,-4.3116803,161850000,0.025720416,0.29746,0.9946379591710865,0.13991608,4.015154427057205,8021,0.03495057,21823.27814054489,49.7,1618500
3238,-0.006157519,-4.3231006,161900000,0.0223239,0.27416995,0.9961180242244154,0.14487799,4.794191435562316,8118,0.025610805,21830.122200489044,52.92,1619000
3239,-0.0029768632,-4.3345203,161950000,0.030329622,0.32667992,0.9914851784706116,0.14028375,4.250785144224647,8203,0.05713775,21836.77153277397,50.72,1619500
3240,-0.004077323,-4.3315763,162000000,0.024769785,0.29246795,0.9952321881428361,0.14458916,5.0967486765586365,7768,0.031841855,21843.373485565186,48.66,1620000
3241,-0.0037222551,-4.326105,162050000,0.025034018,0.28709003,0.9932916006073356,0.13666682,5.245668939667594,8047,0.045363136,21850.0937666893,60.27,1620500
3242,-0.0042196414,-4.325241,162100000,0.025962967,0.29613397,0.9938403186388314,0.1423355,4.763300407093629,7898,0.040726826,21856.896374702454,49.55,1621000
3243,-0.0076650325,-4.3212004,162150000,0.018908175,0.24665192,0.9980413250159472,0.14761828,4.842643846868741,8137,0.0125941755,21863.80494785309,55.29,1621500
3244,-0.0066672815,-4.326451,162200000,0.027173877,0.309426,0.9922973085194826,0.14229843,4.662776512853888,7954,0.05532668,21870.301523923874,50.73,1622000
3245,-0.0057587433,-4.329051,162250000,0.024911799,0.293704,0.9936694800853729,0.14330617,4.661496317943456,7929,0.044506095,21876.862635612488,52.35,1622500
3246,-0.0039046505,-4.3300676,162300000,0.029023767,0.31326,0.992507521994412,0.13898237,4.05448277863361,7850,0.05213663,21883.728875637054,50.53,1623000
3247,-0.0052428544,-4.329184,162350000,0.022978831,0.27861005,0.9957285281270742,0.1435795,5.070437674494606,8146,0.028650582,21890.415334939957,53.31,1623500
3248,-0.006866625,-4.3300066,162400000,0.022960695,0.27346,0.9946814668364823,0.14295793,5.026809018881904,8121,0.03555082,21897.098615169525,49.99,1624000
3249,-0.006656243,-4.333314,162450000,0.024104051,0.28224197,0.9945713826455176,0.14266172,4.0021631816375525,8023,0.03510051,21903.874220609665,45.63,1624500
