serial_timesteps,explained_variance,approxkl,ep_reward_mean,policy_entropy,value_loss,true_reward,policy_loss,fps,total_timesteps,time_elapsed,ep_len_mean,n_updates,clipfrac
440000,0.9527411311864853,0.012774043,40.8670940527315,-0.13335612,0.10826856,0.081058875,-0.0037252284,8247,44000000,5746.1403160095215,499.49,880,0.16817796
440500,0.9307304918766022,0.009489595,41.8438779784707,-0.13092558,0.18589021,0.08179736,-0.005539195,8633,44050000,5752.762401580811,497.81,881,0.10425599
441000,0.9283789321780205,0.011452833,42.812922787968944,-0.123910084,0.14069797,0.083677255,-0.005175538,8118,44100000,5759.115136623383,498.2,882,0.13918
441500,0.9637343771755695,0.009875675,42.130656348497396,-0.13046747,0.062310714,0.08374676,-0.0048341616,8106,44150000,5765.750692605972,499.51,883,0.103466004
442000,0.9875063076615334,0.010506029,41.28514561518614,-0.13405322,0.021084221,0.08212111,-0.0050507407,8095,44200000,5772.4938933849335,499.49,884,0.13944802
442500,0.9295423403382301,0.02297008,42.33087116117707,-0.13953924,0.14006467,0.083172806,-0.0020499672,8439,44250000,5778.93901014328,498.85,885,0.291424
443000,0.9415097013115883,0.018761957,41.38718023103242,-0.15147606,0.1450015,0.08093775,-0.0044455137,8025,44300000,5785.465956449509,498.22,886,0.23890597
443500,0.9509383514523506,0.0146714505,41.974001801335305,-0.15579294,0.083154164,0.08337428,-0.0030848489,8305,44350000,5792.347940683365,499.39,887,0.20120998
444000,0.9218368530273438,0.010727737,40.65982748599165,-0.15111564,0.22875948,0.08005196,-0.0059626894,8254,44400000,5798.88890004158,498.63,888,0.109666035
444500,0.9593673795461655,0.012450177,41.572119336899775,-0.14687182,0.1135861,0.08057743,-0.005105323,7919,44450000,5805.39551281929,497.87,889,0.144142
445000,0.9242995083332062,0.00997434,43.23543996067261,-0.14238285,0.19360748,0.08309886,-0.0064001097,8300,44500000,5812.081880331039,496.99,890,0.094502
445500,0.9708631001412868,0.010555451,42.8632223108411,-0.14436162,0.038394168,0.08572645,-0.0046690684,8268,44550000,5818.793430566788,500.0,891,0.14022204
446000,0.9756839349865913,0.011556131,42.03193899035114,-0.15772207,0.030294271,0.084063865,-0.0048159393,8397,44600000,5825.395213365555,500.0,892,0.153958
446500,0.9516204223036766,0.011589642,42.32136962434781,-0.16837043,0.097344525,0.08274607,-0.004643626,8426,44650000,5831.7519199848175,498.01,893,0.123978004
447000,0.9510835595428944,0.01155594,42.406525500995556,-0.16750282,0.10072695,0.08324022,-0.0034754213,8490,44700000,5838.37189245224,498.76,894,0.136584
