ep_len_mean,time_elapsed,true_reward,policy_loss,clipfrac,approxkl,policy_entropy,total_timesteps,value_loss,serial_timesteps,explained_variance,ep_reward_mean,fps,n_updates
495.28,8619.916494607925,-1.12,-0.0011963133,0.0105840005,0.0012903262,15.545017,65250000,287.32455,652500,0.5064240992069244,-495.28,8287,1305
492.97,8626.468456745148,-1.1,-0.0009382063,0.004862,0.00081915996,15.546278,65300000,187.33496,653000,0.6613279581069946,-492.97,8131,1306
495.07,8633.004805088043,-1.12,-0.0011666893,0.002414,0.0006976185,15.540807,65350000,285.24326,653500,0.5265901386737823,-495.07,8018,1307
413.11,8639.84572005272,-1.54,-0.0026209159,0.02044,0.0021846471,15.533865,65400000,1739.2723,654000,0.16855448484420776,-413.11,8006,1308
490.0,8646.632234096527,-1.16,-0.002329142,0.012524,0.0016713301,15.533424,65450000,331.82245,654500,0.6119973063468933,-490.0,8111,1309
497.74,8653.330374717712,-1.06,-0.00032515053,0.00055600004,0.00030835753,15.534015,65500000,145.7462,655000,0.582166999578476,-497.74,8303,1310
497.41,8659.907024383545,-1.08,-0.0017562688,0.015773999,0.0017645295,15.5346985,65550000,171.31642,655500,0.5833765864372253,-497.41,8272,1311
494.28,8666.502930402756,-1.06,-0.0024493455,0.029019993,0.0029381535,15.543534,65600000,280.84656,656000,0.454364538192749,-494.28,8262,1312
498.38,8672.987069368362,-1.04,-0.0026325064,0.023073994,0.0024939072,15.542919,65650000,68.89077,656500,0.7188039124011993,-498.38,8228,1313
498.88,8679.372893095016,-1.04,-0.001282478,0.009185999,0.0010543743,15.569747,65700000,91.4761,657000,0.5496388673782349,-498.88,8330,1314
497.97,8685.94435286522,-1.06,-0.0028002532,0.023920005,0.0025872039,15.576897,65750000,103.070244,657500,0.6997111141681671,-497.97,7870,1315
492.07,8692.82890510559,-1.16,-0.0015315353,0.0053940006,0.00095535954,15.592141,65800000,334.08975,658000,0.6083575487136841,-492.07,8363,1316
496.36,8699.314064264297,-1.1,-0.000901288,0.0055299997,0.00079188356,15.602287,65850000,231.9168,658500,0.5486596524715424,-496.36,8365,1317
476.33,8705.688378572464,-1.26,-0.0008420146,0.0062559997,0.001014832,15.611018,65900000,619.08673,659000,0.522155225276947,-476.33,8212,1318
498.29,8712.383370876312,-1.06,-0.0020846308,0.01635,0.0019364706,15.617634,65950000,113.94605,659500,0.6586947441101074,-498.29,7887,1319
495.26,8719.172811746597,-1.12,-0.0018452039,0.010366,0.001346129,15.631094,66000000,270.00708,660000,0.5548832714557648,-495.26,8221,1320
497.25,8725.81272649765,-1.06,-0.0018597393,0.013774,0.0017163042,15.630625,66050000,107.628265,660500,0.692142516374588,-497.25,8190,1321
496.43,8732.334988355637,-1.08,-0.0012581369,0.0064999997,0.0010176013,15.628021,66100000,174.95645,661000,0.5936047732830048,-496.43,8401,1322
494.79,8738.715802669525,-1.14,-0.0014466671,0.0089300005,0.0012501271,15.629665,66150000,264.96466,661500,0.658851146697998,-494.79,8667,1323
490.81,8744.984458684921,-1.18,-0.0016363525,0.0056080003,0.0010529235,15.637118,66200000,388.33063,662000,0.5915317833423615,-490.81,8343,1324
499.17,8751.533515691757,-1.02,-0.0027831858,0.026583998,0.002841179,15.643228,66250000,41.940365,662500,0.6553753614425659,-499.17,8169,1325
496.73,8758.19817328453,-1.1,-0.0005193952,0.00023399999,0.0003126833,15.657494,66300000,210.6456,663000,0.6355311572551727,-496.73,8217,1326
497.19,8764.621239423752,-1.08,-0.001890665,0.0075299996,0.0011450454,15.655684,66350000,163.66527,663500,0.6167356371879578,-497.19,8280,1327
493.79,8771.226305961609,-1.14,-0.0010875239,0.001744,0.0005041718,15.655571,66400000,267.20374,664000,0.658306747674942,-493.79,8348,1328
498.66,8777.772069215775,-1.04,-0.0028450848,0.036627997,0.0034921917,15.648831,66450000,69.11691,664500,0.6959101259708405,-498.66,8534,1329
495.13,8784.16319155693,-1.04,-0.0022158537,0.021814,0.0024303203,15.643965,66500000,249.6439,665000,0.35776567459106445,-495.13,8121,1330
496.84,8790.89650607109,-1.1,-0.0030045002,0.015944002,0.0020144337,15.6517935,66550000,211.82109,665500,0.5679344832897186,-496.84,8033,1331
497.34,8797.783811807632,-1.08,-0.0014810319,0.0046780007,0.00089531386,15.658142,66600000,174.14607,666000,0.5751080513000488,-497.34,8075,1332
490.34,8804.280300617218,-1.14,-0.0021969716,0.010706002,0.0015194395,15.664347,66650000,322.67685,666500,0.5281324684619904,-490.34,8073,1333
480.81,8810.809277296066,-1.22,-0.0008676991,0.0050900006,0.0008968706,15.667677,66700000,462.77957,667000,0.5961593091487885,-480.81,7946,1334
494.7,8817.65502858162,-1.16,-0.0010909961,0.0042700004,0.00082196324,15.662044,66750000,334.36438,667500,0.5874470174312592,-494.7,8228,1335
495.63,8824.294121742249,-1.14,-0.001339971,0.0031479998,0.0006985705,15.65238,66800000,259.08456,668000,0.6636622846126556,-495.63,7983,1336
498.12,8831.097734451294,-1.06,-0.0018775151,0.017868001,0.0019743433,15.652047,66850000,124.51517,668500,0.6174313426017761,-498.12,8458,1337
491.8,8837.51432800293,-1.12,-0.0016818084,0.0078340005,0.001298169,15.666976,66900000,352.14758,669000,0.6076066195964813,-491.8,8238,1338
495.41,8843.853424072266,-1.12,-0.00087737455,0.00217,0.00064955046,15.676423,66950000,238.85074,669500,0.6313469111919403,-495.41,8014,1339
494.32,8850.599940538406,-1.18,-0.0006447363,0.001118,0.00036565136,15.674753,67000000,341.988,670000,0.6527748107910156,-494.32,8406,1340
493.03,8857.109565973282,-1.18,-0.0006853739,0.0003,0.00025413572,15.682495,67050000,372.87567,670500,0.6067752242088318,-493.03,8252,1341
496.35,8863.550337553024,-1.04,-0.0009639421,0.010992002,0.0015527818,15.679256,67100000,71.44375,671000,0.6951354444026947,-496.35,8167,1342
494.37,8870.01537656784,-1.08,-0.0014298424,0.009217999,0.0014147944,15.674928,67150000,166.14453,671500,0.6037002503871918,-494.37,7897,1343
497.57,8876.896983861923,-1.08,-0.0026070294,0.022682002,0.002347023,15.679939,67200000,131.1922,672000,0.7211989760398865,-497.57,8242,1344
496.66,8883.322419166565,-1.1,-0.00014910851,0.00030399996,0.00032303677,15.7008915,67250000,197.5795,672500,0.6404082477092743,-496.66,8395,1345
496.46,8889.737999677658,-1.1,-0.00065861386,0.0018000001,0.00043136283,15.702298,67300000,181.01883,673000,0.6863130927085876,-496.46,8189,1346
495.89,8896.328606843948,-1.06,-0.0017089904,0.013466001,0.0017244661,15.700335,67350000,242.6072,673500,0.5752572119235992,-495.89,8837,1347
498.17,8902.367449045181,-1.06,-0.0017112768,0.013285999,0.0018743663,15.705016,67400000,130.11125,674000,0.5976727604866028,-498.17,8146,1348
498.51,8909.090211391449,-1.06,-0.0025229177,0.012740002,0.0016656155,15.708517,67450000,109.33375,674500,0.6692725419998169,-498.51,8222,1349
500.0,8915.76623749733,-1.0,-0.0015922363,0.018938003,0.002183627,15.701449,67500000,2.0789938,675000,-1.329956293106079,-500.0,8189,1350
497.44,8922.406287193298,-1.08,-0.0024272196,0.023036001,0.0024870818,15.686893,67550000,129.53664,675500,0.7282510995864868,-497.44,8294,1351
497.75,8928.991695404053,-1.06,-0.00096519873,0.010332001,0.0014096535,15.68856,67600000,153.62192,676000,0.476750910282135,-497.75,8123,1352
496.5,8935.479601621628,-1.1,-0.0005148171,0.00021,0.00024001951,15.684325,67650000,253.88615,676500,0.4716416001319885,-496.5,8156,1353
496.34,8942.139484167099,-1.1,-0.0006221671,0.0024620001,0.0005086413,15.691781,67700000,206.62756,677000,0.6344626545906067,-496.34,8096,1354
493.17,8948.941450834274,-1.06,-0.0012379079,0.019144002,0.0019238816,15.696262,67750000,281.70792,677500,0.45273834466934204,-493.17,8050,1355
495.49,8955.588589191437,-1.16,-0.00089934166,0.0019219997,0.0006229959,15.697456,67800000,313.8889,678000,0.630447119474411,-495.49,8119,1356
497.14,8962.311679840088,-1.08,-0.000957212,0.0029339995,0.00083191367,15.706797,67850000,219.79207,678500,0.3674370050430298,-497.14,8176,1357
497.18,8968.8751039505,-1.04,-0.0016893998,0.018272,0.002076313,15.711146,67900000,64.83508,679000,0.7326950132846832,-497.18,8107,1358
498.03,8975.514401197433,-1.06,-0.0015553072,0.010015999,0.0014679825,15.713414,67950000,98.360275,679500,0.725286453962326,-498.03,8060,1359
496.84,8982.232008457184,-1.08,-0.0011357222,0.006204,0.0010306205,15.713549,68000000,174.04257,680000,0.5682059228420258,-496.84,8095,1360
498.75,8988.97872018814,-1.04,-0.0016029238,0.015858,0.0019284972,15.7255745,68050000,93.536285,680500,0.5218121409416199,-498.75,8213,1361
497.15,8995.642924308777,-1.08,-0.0034862568,0.028301999,0.0030028971,15.761372,68100000,147.60295,681000,0.6647736132144928,-497.15,8415,1362
499.46,9002.032219409943,-1.02,-0.0019234462,0.027894001,0.002934885,15.7940855,68150000,31.061672,681500,0.7409950792789459,-499.46,8137,1363
498.84,9008.415724754333,-1.04,-0.0021921287,0.021565998,0.0023311689,15.807638,68200000,68.61973,682000,0.7014344036579132,-498.84,8156,1364
496.38,9015.054552793503,-1.08,-0.0024171453,0.016966,0.002053228,15.804212,68250000,193.62802,682500,0.5011100769042969,-496.38,8828,1365
496.09,9021.030078172684,-1.1,-0.0018512036,0.004928,0.00094553526,15.810009,68300000,265.08954,683000,0.4089217185974121,-496.09,8402,1366
491.56,9027.365977525711,-1.14,-0.0015209855,0.0071219993,0.0012120856,15.821554,68350000,303.01538,683500,0.5794623494148254,-491.56,8442,1367
497.7,9033.882273197174,-1.06,-0.002206666,0.022365998,0.0024526834,15.852745,68400000,152.61285,684000,0.45612555742263794,-497.7,8235,1368
495.09,9040.517530918121,-1.14,-0.0021763286,0.01372,0.0016946493,15.866421,68450000,308.94885,684500,0.5497190654277802,-495.09,8517,1369
498.69,9046.936992645264,-1.04,-0.0022594316,0.014886003,0.0018985298,15.8807335,68500000,80.204544,685000,0.6203413307666779,-498.69,8311,1370
498.29,9053.4324593544,-1.06,-0.0032496424,0.020194001,0.0024201598,15.903073,68550000,108.148636,685500,0.6698387563228607,-498.29,8406,1371
499.28,9059.768575191498,-1.02,-0.0023908562,0.017069997,0.0020979384,15.911796,68600000,34.68209,686000,0.6929818391799927,-499.28,8625,1372
495.58,9066.060336112976,-1.12,-0.0011364366,0.0039680004,0.0006812105,15.921689,68650000,196.01854,686500,0.7237378656864166,-495.58,8598,1373
494.58,9072.373716831207,-1.14,-0.0021331853,0.009869998,0.0013430809,15.926448,68700000,384.5813,687000,0.36091381311416626,-494.58,8342,1374
497.09,9078.810650110245,-1.08,-0.00047137655,0.001514,0.00045904214,15.933739,68750000,189.31879,687500,0.5035594999790192,-497.09,8604,1375
470.97,9085.033982038498,-1.38,-0.0011071268,0.005068,0.0009305462,15.931938,68800000,975.46606,688000,0.4599562883377075,-470.97,7957,1376
491.43,9091.747030973434,-1.12,-0.0033600263,0.024140006,0.0025028908,15.938979,68850000,231.66362,688500,0.6455744206905365,-491.43,8582,1377
496.55,9097.931281089783,-1.12,-0.0025611923,0.013384,0.0017980417,15.933615,68900000,208.77904,689000,0.686665803194046,-496.55,8198,1378
492.42,9104.61288690567,-1.1,-0.0017216684,0.021322004,0.0021935825,15.917227,68950000,337.68076,689500,0.55080446600914,-492.42,8067,1379
496.26,9111.079843759537,-1.06,-0.002336602,0.020414,0.0023797934,15.916343,69000000,240.33867,690000,0.5690234005451202,-496.26,8238,1380
496.98,9117.731803894043,-1.08,-0.00280394,0.017654,0.0020917186,15.928786,69050000,182.66232,690500,0.5361705124378204,-496.98,8328,1381
494.38,9124.214605093002,-1.14,-0.0027402604,0.016308002,0.0020691478,15.933071,69100000,236.59384,691000,0.7094673812389374,-494.38,8209,1382
500.0,9130.73910832405,-1.0,-0.00279412,0.044508003,0.004201582,15.9113865,69150000,0.51176107,691500,-1.6546359062194824,-500.0,8304,1383
498.56,9137.312989473343,-1.06,-0.00080870005,0.0028699997,0.0006747796,15.891544,69200000,117.55447,692000,0.6258372664451599,-498.56,8184,1384
492.61,9143.926738500595,-1.12,-0.003314231,0.028096005,0.0029018763,15.878988,69250000,225.97006,692500,0.6634762585163116,-492.61,8078,1385
497.84,9150.655057430267,-1.06,-0.0011730969,0.0031139993,0.0007506628,15.873527,69300000,129.23347,693000,0.5931926965713501,-497.84,8430,1386
499.0,9156.962386369705,-1.04,-0.0019500965,0.011046,0.0014368113,15.880481,69350000,74.66324,693500,0.6495725214481354,-499.0,8146,1387
494.29,9163.703463315964,-1.14,-0.0024816927,0.009636002,0.0014453504,15.898435,69400000,294.0027,694000,0.5986402630805969,-494.29,8099,1388
495.43,9170.182578802109,-1.1,-0.0007992841,0.001562,0.00061684585,15.915128,69450000,197.19643,694500,0.644056499004364,-495.43,8311,1389
495.83,9176.649022340775,-1.06,-0.00092001224,0.0032139998,0.0006117695,15.910578,69500000,97.90594,695000,0.7191264033317566,-495.83,7948,1390
496.2,9183.471807956696,-1.12,-0.0018347007,0.013936001,0.0016309655,15.916561,69550000,246.6774,695500,0.6194208562374115,-496.2,8333,1391
495.32,9189.951384067535,-1.04,-0.002875837,0.030846007,0.0030203504,15.925373,69600000,62.484528,696000,0.7457902729511261,-495.32,7881,1392
498.12,9196.5441801548,-1.04,-0.000851589,0.00172,0.00076065987,15.932866,69650000,107.79022,696500,0.4353983998298645,-498.12,8302,1393
498.36,9202.932867765427,-1.06,-0.0025709576,0.023241999,0.0024588157,15.929177,69700000,101.07038,697000,0.7038150429725647,-498.36,8020,1394
496.23,9209.68171954155,-1.12,-0.0032085977,0.023299998,0.0025442883,15.94533,69750000,220.37209,697500,0.6724293529987335,-496.23,8111,1395
494.39,9216.208145618439,-1.14,-0.00077256985,0.00087800005,0.00040569998,15.962659,69800000,276.22052,698000,0.6479889452457428,-494.39,8327,1396
456.65,9222.516236066818,-1.44,-0.00074111135,0.000614,0.00039094104,15.966596,69850000,962.6465,698500,0.5877234041690826,-456.65,8181,1397
496.82,9229.201779842377,-1.1,-0.0019834954,0.011118,0.0015942816,15.96081,69900000,156.07738,699000,0.7503383308649063,-496.82,8239,1398
495.23,9235.766015529633,-1.14,-0.0013097664,0.007352,0.0010814499,15.958579,69950000,262.69473,699500,0.664390504360199,-495.23,8037,1399
495.45,9242.482029914856,-1.04,-0.0017716271,0.023736,0.0022936477,15.965643,70000000,100.43087,700000,0.5221749246120453,-495.45,8026,1400
489.84,9249.238419294357,-1.18,-0.0011394571,0.006777999,0.0011529867,15.968073,70050000,318.0692,700500,0.6924415528774261,-489.84,8273,1401
494.94,9255.729449272156,-1.12,-0.0011883092,0.005672001,0.0009791572,15.965427,70100000,221.9862,701000,0.6705175638198853,-494.94,8078,1402
498.95,9262.299436330795,-1.04,-0.0017228398,0.0039339997,0.00082333275,15.973554,70150000,65.80766,701500,0.725117415189743,-498.95,8315,1403
498.8,9268.907029628754,-1.04,-0.0015420538,0.009249999,0.0015164561,15.977365,70200000,65.08523,702000,0.7369778156280518,-498.8,8272,1404
476.5,9275.518538951874,-1.18,-0.0011505225,0.0057320003,0.00095919706,15.991638,70250000,524.9321,702500,0.3603541851043701,-476.5,7994,1405
498.75,9282.279019117355,-1.04,-0.0012781139,0.005,0.0008597129,15.99785,70300000,65.023895,703000,0.7393324077129364,-498.75,8481,1406
498.12,9288.550753116608,-1.06,-0.0010250877,0.0063520004,0.0009691755,16.013678,70350000,131.25621,703500,0.5957488417625427,-498.12,8081,1407
498.88,9295.293846607208,-1.04,-0.0021407714,0.018,0.0021632286,16.028196,70400000,62.133354,704000,0.7516614943742752,-498.88,8385,1408
492.83,9301.76799607277,-1.08,-0.00136131,0.0076359995,0.0011446613,16.03095,70450000,176.86955,704500,0.5775173008441925,-492.83,8312,1409
497.65,9308.205264091492,-1.04,-0.0019439033,0.018641997,0.0021970887,16.031689,70500000,100.52801,705000,0.46090471744537354,-497.65,8273,1410
492.21,9314.68316578865,-1.14,-0.00028011354,2.7999999e-05,0.00018928053,16.03992,70550000,332.71103,705500,0.5325682461261749,-492.21,7922,1411
497.41,9321.545060396194,-1.08,-0.0024589803,0.025794003,0.0025538825,16.038586,70600000,143.27022,706000,0.6967759430408478,-497.41,8349,1412
491.88,9327.866351366043,-1.08,-0.00093808887,0.007696,0.0012265099,16.050596,70650000,192.49193,706500,0.5138012170791626,-491.88,8268,1413
490.9,9334.42808675766,-1.12,-0.00016954847,2e-06,5.6251716e-05,16.058409,70700000,284.38043,707000,0.5540804266929626,-490.9,8217,1414
492.38,9340.729647874832,-1.12,-0.0014167547,0.00825,0.0011252323,16.05715,70750000,230.27359,707500,0.6558687388896942,-492.38,7980,1415
499.41,9347.554755449295,-1.02,-0.0014876005,0.011212001,0.001457397,16.040956,70800000,41.085705,708000,0.6616231501102448,-499.41,7996,1416
498.73,9354.227528572083,-1.04,-0.0020121252,0.016733998,0.0020798154,16.004694,70850000,68.83225,708500,0.733476459980011,-498.73,8233,1417
492.28,9360.78819346428,-1.12,-0.0012437613,0.008724001,0.0012234092,16.007648,70900000,428.53772,709000,0.4591495394706726,-492.28,7852,1418
498.01,9367.698230981827,-1.06,-0.0012336161,0.008684,0.0012500143,16.010025,70950000,108.57883,709500,0.6967994570732117,-498.01,8170,1419
496.28,9374.280957221985,-1.08,-0.0012452381,0.007378001,0.0011656762,16.024687,71000000,204.51094,710000,0.5254976153373718,-496.28,8352,1420
497.47,9380.862506866455,-1.06,-0.0012724622,0.0060100006,0.00084272365,16.041862,71050000,161.86371,710500,0.4091501235961914,-497.47,8152,1421
493.24,9387.610753297806,-1.08,-0.0018002562,0.016432002,0.0017442263,16.042635,71100000,155.28947,711000,0.6557171642780304,-493.24,8158,1422
496.47,9394.227778434753,-1.02,-0.0028415131,0.018819999,0.0022598705,16.043747,71150000,32.2194,711500,0.7443253099918365,-496.47,8397,1423
496.38,9400.433398246765,-1.1,-0.0012846285,0.0030960005,0.0007018063,16.047667,71200000,164.61285,712000,0.7257000505924225,-496.38,8111,1424
497.81,9407.23715519905,-1.06,-0.0003705015,0.00029999999,0.00035624846,16.045824,71250000,132.05968,712500,0.6137930154800415,-497.81,8292,1425
495.19,9413.65687084198,-1.12,-0.0027590888,0.021915996,0.0022332813,16.0534,71300000,200.95367,713000,0.7094720304012299,-495.19,8373,1426
478.33,9420.235667943954,-1.24,-0.0007554823,0.005736,0.0009505139,16.06513,71350000,688.33264,713500,0.34546715021133423,-478.33,8485,1427
498.39,9426.35402059555,-1.02,-0.0011906796,0.012442002,0.0015450678,16.067001,71400000,73.02254,714000,0.008359670639038086,-498.39,8007,1428
497.02,9433.067610740662,-1.02,-0.0024592183,0.027256,0.0027528387,16.093622,71450000,49.67514,714500,0.4832605719566345,-497.02,8223,1429
497.76,9439.34133195877,-1.08,-0.0013027623,0.003692,0.0008328419,16.103731,71500000,155.21407,715000,0.676226407289505,-497.76,8259,1430
497.06,9445.943792104721,-1.06,-0.0014881892,0.0074680005,0.0012018451,16.106356,71550000,132.19223,715500,0.5798986554145813,-497.06,8086,1431
474.26,9452.711144685745,-1.22,-0.0023253118,0.016958004,0.0018308018,16.109152,71600000,665.9729,716000,0.27272599935531616,-474.26,8052,1432
497.65,9459.423007965088,-1.08,-0.0026007232,0.024052002,0.002650868,16.117023,71650000,145.25294,716500,0.6878375113010406,-497.65,8232,1433
496.1,9465.967725038528,-1.04,-0.0013501941,0.0064940006,0.001090238,16.126717,71700000,70.24333,717000,0.7231151163578033,-496.1,8155,1434
499.54,9472.484723567963,-1.02,-0.0020230783,0.012642001,0.0016248461,16.123966,71750000,30.033157,717500,0.7430682480335236,-499.54,8035,1435
497.71,9479.153871297836,-1.02,-0.0017241518,0.022987999,0.0024347045,16.140987,71800000,34.11666,718000,0.703341007232666,-497.71,8330,1436
496.26,9485.669766902924,-1.08,-0.0009898306,0.004014,0.0007832995,16.15197,71850000,165.82338,718500,0.6247854828834534,-496.26,8048,1437
496.75,9492.331423997879,-1.06,-0.0026686534,0.023459997,0.0025487773,16.157341,71900000,138.84921,719000,0.5369178950786591,-496.75,8331,1438
491.59,9498.5846118927,-1.08,-0.0032428843,0.021607997,0.0023761878,16.175728,71950000,172.39813,719500,0.5944198966026306,-491.59,7930,1439
494.52,9505.392364740372,-1.04,-0.0028014055,0.023996003,0.0025949762,16.202478,72000000,227.30853,720000,0.4601746201515198,-494.52,7931,1440
500.0,9511.907061338425,-1.0,-0.0019374033,0.024774,0.0026561979,16.200462,72050000,9.842112,720500,-0.07454252243041992,-500.0,8135,1441
496.81,9518.660264968872,-1.02,-0.0010441288,0.0038219998,0.00071831816,16.182842,72100000,180.95837,721000,0.45417094230651855,-496.81,8081,1442
497.44,9525.45118880272,-1.1,-0.002925839,0.017945997,0.0021501763,16.180622,72150000,165.04372,721500,0.7145355939865112,-497.44,8200,1443
498.12,9531.884187459946,-1.06,-0.003898293,0.023897998,0.0025853268,16.194347,72200000,106.600235,722000,0.678004264831543,-498.12,8225,1444
495.87,9538.447982549667,-1.12,-0.0024106002,0.0126100015,0.0015944929,16.216097,72250000,226.54852,722500,0.6621702015399933,-495.87,8401,1445
499.07,9544.848075389862,-1.02,-0.0019086595,0.010378,0.0014692186,16.246407,72300000,32.037758,723000,0.7421529591083527,-499.07,8205,1446
498.97,9551.163915872574,-1.04,-0.002767187,0.03666,0.0034194123,16.275074,72350000,63.15874,723500,0.7351473271846771,-498.97,8119,1447
496.48,9557.915226221085,-1.12,-0.0010835432,0.0032700002,0.00078856916,16.29679,72400000,188.67918,724000,0.746135801076889,-496.48,8523,1448
493.75,9564.283611774445,-1.04,-0.00040910748,0.00017199999,0.00029857334,16.303574,72450000,237.86908,724500,0.45125067234039307,-493.75,8688,1449
498.8,9570.59036231041,-1.04,-0.0024898534,0.015624,0.0019761107,16.30681,72500000,63.549473,725000,0.7405187487602234,-498.8,8618,1450
499.46,9576.755952835083,-1.02,-0.0032332116,0.029496003,0.002876257,16.318253,72550000,42.354595,725500,0.6763318777084351,-499.46,8152,1451
499.01,9583.231995344162,-1.04,-0.0021848998,0.012366,0.001578892,16.313442,72600000,64.08279,726000,0.731817901134491,-499.01,8287,1452
449.85,9589.80494260788,-1.4,-0.00017310189,5.3999993e-05,0.00017962573,16.32059,72650000,1184.447,726500,0.35005301237106323,-449.85,7852,1453
496.85,9596.483757257462,-1.1,-0.0004025086,6.0000002e-05,0.000110308865,16.3213,72700000,204.35423,727000,0.6237026751041412,-496.85,8301,1454
499.4,9603.111458301544,-1.02,-0.0015832809,0.0056719994,0.0011247323,16.310362,72750000,38.58555,727500,0.6953346729278564,-499.4,8011,1455
497.08,9609.863082885742,-1.02,-0.0014721047,0.0050139995,0.0008783053,16.296135,72800000,195.28021,728000,0.3875270485877991,-497.08,7908,1456
497.36,9616.74691414833,-1.08,-0.0026810123,0.018756,0.0021498748,16.295633,72850000,129.5592,728500,0.7352251410484314,-497.36,8020,1457
497.36,9623.509870290756,-1.08,-0.0019342675,0.020380002,0.0021110915,16.297304,72900000,205.20303,729000,0.4471972584724426,-497.36,7968,1458
495.71,9630.201956033707,-1.06,-0.0020355,0.011996002,0.0014959957,16.297895,72950000,122.60896,729500,0.637637197971344,-495.71,7871,1459
491.26,9636.937556505203,-1.14,-0.0018804495,0.00664,0.0010668559,16.296278,73000000,290.44995,730000,0.61197629570961,-491.26,8334,1460
496.05,9643.397674798965,-1.12,-0.0008939435,0.002118,0.0006414553,16.304031,73050000,245.84224,730500,0.6213476657867432,-496.05,8335,1461
498.45,9649.973113298416,-1.04,-0.0023307677,0.020479996,0.002305262,16.297737,73100000,68.27221,731000,0.7335643768310547,-498.45,8180,1462
492.91,9656.281346082687,-1.12,-0.003149122,0.020184003,0.0023219394,16.301462,73150000,246.51219,731500,0.61321622133255,-492.91,7954,1463
496.71,9663.067434549332,-1.12,-0.0014173114,0.004204,0.00088114286,16.305822,73200000,203.17752,732000,0.718702495098114,-496.71,7870,1464
490.72,9670.0403277874,-1.14,-0.0024965948,0.014184001,0.001782889,16.30923,73250000,238.57072,732500,0.7137020826339722,-490.72,8430,1465
497.65,9676.421597957611,-1.06,-0.0023636657,0.008408,0.0012382478,16.32265,73300000,123.722374,733000,0.6293401718139648,-497.65,8312,1466
499.1,9682.866993904114,-1.04,-0.0025315725,0.033149995,0.0031211441,16.341871,73350000,64.95338,733500,0.7186259031295776,-499.1,8033,1467
491.59,9689.543015241623,-1.14,-0.0011949698,0.007372,0.0010758046,16.35977,73400000,259.39114,734000,0.6722261607646942,-491.59,8431,1468
494.25,9696.009490728378,-1.12,-0.002895374,0.034543995,0.0031171336,16.366135,73450000,192.68143,734500,0.7262272834777832,-494.25,8238,1469
497.81,9702.469712972641,-1.04,-0.0011695769,0.0067640003,0.0010634975,16.378452,73500000,69.35642,735000,0.7112715244293213,-497.81,8212,1470
498.19,9709.127244472504,-1.02,-0.002052653,0.015580001,0.0018018547,16.379303,73550000,55.317524,735500,0.4684804081916809,-498.19,7788,1471
480.84,9715.958161830902,-1.12,-0.002606333,0.025143998,0.0026131836,16.371243,73600000,257.38257,736000,0.5965075790882111,-480.84,8250,1472
497.19,9722.513247728348,-1.0,-0.00055539346,0.0035839996,0.0006240337,16.386515,73650000,169.78116,736500,0.11819207668304443,-497.19,8049,1473
497.72,9729.336737155914,-1.06,-0.00244331,0.015956,0.0019535383,16.39442,73700000,124.86241,737000,0.6060992181301117,-497.72,8353,1474
497.75,9735.80895614624,-1.08,-0.0010682385,0.003524,0.0007395758,16.410639,73750000,144.41182,737500,0.6830286979675293,-497.75,8260,1475
489.6,9742.165221691132,-1.12,-0.0027099869,0.016378,0.0019144029,16.417261,73800000,221.81241,738000,0.6764236986637115,-489.6,8557,1476
487.33,9748.601643562317,-1.1,-0.0019462857,0.022835996,0.0023039407,16.456022,73850000,168.70271,738500,0.7100403606891632,-487.33,7961,1477
493.85,9755.30610871315,-1.1,-0.00063922023,0.002296,0.0006665723,16.483717,73900000,232.39929,739000,0.5572512149810791,-493.85,8357,1478
498.9,9761.756410837173,-1.04,-0.00082064106,0.009202,0.0013365246,16.479786,73950000,65.648766,739500,0.7320291697978973,-498.9,8447,1479
496.84,9768.156506061554,-1.12,-0.0010077583,0.0036319995,0.00072115316,16.470058,74000000,186.70927,740000,0.7402836680412292,-496.84,8172,1480
497.38,9774.739483118057,-1.04,-0.0011353374,0.0047239996,0.0009515357,16.479328,74050000,91.6309,740500,0.5833387970924377,-497.38,8694,1481
493.6,9780.990387678146,-1.08,-0.0021570357,0.014805999,0.0017039775,16.484652,74100000,137.57117,741000,0.7080000340938568,-493.6,8457,1482
493.78,9787.374722242355,-1.06,-0.002117512,0.016636003,0.0019953111,16.502542,74150000,108.89573,741500,0.6815038323402405,-493.78,8323,1483
498.34,9793.755542993546,-1.04,-0.003038215,0.024737997,0.002696148,16.525555,74200000,60.032467,742000,0.7640944570302963,-498.34,8215,1484
497.81,9800.35005068779,-1.06,-0.0014511659,0.011658,0.0014801308,16.528872,74250000,155.80713,742500,0.4475399851799011,-497.81,8297,1485
495.36,9806.967077493668,-1.1,-0.0014004064,0.00333,0.0007334421,16.519638,74300000,207.97812,743000,0.6071523725986481,-495.36,8096,1486
492.49,9813.604027986526,-1.1,-0.00051670795,0.000696,0.00027606648,16.512018,74350000,198.04744,743500,0.6503567099571228,-492.49,8089,1487
495.43,9820.315137147903,-1.02,-0.00071934896,0.00424,0.0007265966,16.508268,74400000,206.5827,744000,0.3166012167930603,-495.43,8086,1488
497.26,9827.0347802639,-1.06,-0.0030630953,0.025092004,0.0026790882,16.4992,74450000,129.37488,744500,0.5796454846858978,-497.26,7927,1489
494.46,9833.890841722488,-1.12,-0.0010430801,0.006291999,0.0010083114,16.509789,74500000,279.26266,745000,0.543520450592041,-494.46,7972,1490
